"","cntry_key","sector","ref_adj_value"
"1","ABW","cf",10288207336.6
"2","ABW","og",10321800655.5
"3","ABW","tour",10326680330.5
"4","AGO","cf",6670024587
"5","AGO","og",18954402780
"6","AGO","tour",61796534508
"7","AIA","tour",15855648172.4012
"8","Alaska","aqf",85618503940.8672
"9","Alaska","tour",101322994822.899
"10","ALB","aqf",7464446950
"11","ALB","cf",4449373456
"12","ALB","mar",10704660840
"13","ALB","og",7464446950
"14","ALB","tour",10704660840
"15","ANT","aqf",49152912338.2132
"16","ANT","cf",44998754281
"17","ANT","mmw",35298806560
"18","ANT","og",49152912338.2132
"19","ANT","tour",56110694953.52
"20","ARE","aqf",1.47824e+11
"21","ARE","cf",1.09816e+11
"22","ARE","mar",2.22106e+11
"23","ARE","og",1.47824e+11
"24","ARE","tour",2.5815e+11
"25","ARG","aqf",1.53129e+11
"26","ARG","cf",1.0204e+11
"27","ARG","mar",2.14066e+11
"28","ARG","mmw",2.98948e+11
"29","ARG","og",1.53129e+11
"30","ARG","tour",2.60769e+11
"31","ASM","mmw",232957698.223333
"32","ASM","og",212279158.58
"33","ATA","mmw",NA
"34","ATA","og",NA
"35","ATG","aqf",849234753.9
"36","ATG","cf",806505874.3
"37","ATG","mmw",620037014.2
"38","ATG","og",905113766.5
"39","ATG","tour",1295824296
"40","AUS","aqf",6.11386e+11
"41","AUS","cf",3.95013e+11
"42","AUS","mar",3.95013e+11
"43","AUS","mmw",4.6646e+11
"44","AUS","og",6.11386e+11
"45","AUS","tour",8.50326e+11
"46","Azores","mmw",237895536749.333
"47","BEL","aqf",3.61683e+11
"48","BEL","cf",2.52795e+11
"49","BEL","og",3.61683e+11
"50","BEL","tour",4.59619e+11
"51","BEN","cf",2268301645
"52","BEN","mmw",2455092688
"53","BEN","og",4050869968
"54","BEN","tour",5506275948
"55","BGD","aqf",47571130071
"56","BGD","cf",47571130071
"57","BGD","mar",68415421373
"58","BGD","mmw",44091754148
"59","BGD","og",56560744012
"60","BGD","tour",68415421373
"61","BGR","aqf",25283228366
"62","BGR","cf",15979194511
"63","BGR","mar",33209188739
"64","BGR","og",25283228366
"65","BGR","tour",42113656147
"66","BHR","cf",8491183201
"67","BHR","mar",8491183201
"68","BHR","mmw",6183941092
"69","BHR","og",11235671061
"70","BHR","tour",18473097689
"71","BHS","cf",6957996000
"72","BHS","mar",7094413000
"73","BHS","mmw",5353524000
"74","BHS","og",7094413000
"75","BHS","tour",8318996000
"76","BIH","cf",6651226179
"77","BIH","mar",12400102623
"78","BIH","og",10022840635
"79","BIH","tour",15280615815
"80","BLZ","aqf",1056303706
"81","BLZ","cf",932676403.2
"82","BLZ","mar",932676403.2
"83","BLZ","mmw",688872472.7
"84","BLZ","og",1056303706
"85","BLZ","tour",1276751656
"86","BMU","cf",2932827000
"87","BMU","mmw",3130748000
"88","BMU","og",4484703000
"89","BMU","tour",5895048000
"90","BRA","aqf",6.6376e+11
"91","BRA","cf",5.04221e+11
"92","BRA","mar",5.04221e+11
"93","BRA","mmw",8.43827e+11
"94","BRA","og",6.6376e+11
"95","BRA","tour",1.36598e+12
"96","BRB","aqf",2.824e+09
"97","BRB","cf",2476105824
"98","BRB","og",2.824e+09
"99","BRB","tour",3409200000
"100","BRN","aqf",75958080319.3
"101","BRN","cf",77279325378.1
"102","BRN","mar",77279325378.1
"103","BRN","og",90365953110.6
"104","BRN","tour",101916375495
"105","CAN","aqf",9.92226e+11
"106","CAN","cf",7.34662e+11
"107","CAN","mar",7.34662e+11
"108","CAN","mmw",6.16766e+11
"109","CAN","og",9.92226e+11
"110","CAN","tour",1.42407e+12
"111","CAN","wte",7.15424e+11
"112","Canary Islands","mmw",237895536749.333
"113","CHL","aqf",72262254120.4102
"114","CHL","cf",70911247150.4976
"115","CHL","mar",70911247150.4976
"116","CHL","mmw",79291610618.0683
"117","CHL","og",100527056371.965
"118","CHL","tour",172689441433.643
"119","CHN","aqf",2110998324479
"120","CHN","cf",1627187026539
"121","CHN","mar",3723718715594
"122","CHN","mmw",1194532475688
"123","CHN","og",2110998324479
"124","CHN","tour",3723718715594
"125","CIV","aqf",17367303156
"126","CIV","cf",11486664265
"127","CIV","mar",11486664265
"128","CIV","og",15481092597
"129","CIV","tour",19795705245
"130","CMR","aqf",20431779034
"131","CMR","cf",10879778328
"132","CMR","og",15775356737
"133","CMR","tour",20431779034
"134","COD","aqf",6511032844
"135","COD","cf",5544467552
"136","COD","og",6511032844
"137","COD","tour",10013852849
"138","COG","aqf",4648628840
"139","COG","og",4648628840
"140","COG","tour",8394688589
"141","COK","aqf",212279158.58
"142","COK","mar",232957698.223333
"143","COK","mmw",232957698.223333
