"","cntry_key","sector","ref_base_value"
"1","ARG","sb",4664.64955039174
"2","AUS","ph",18843.4898615562
"3","AUS","sb",17960.9152421652
"4","AUS","tour",57573.0098713498
"5","AUS","tran",72477.3832576568
"6","BEL","cf",16911.5376268696
"7","BHR","sb",12063.5043847934
"8","BHR","tour",15086.2929297988
"9","BHR","tran",5272.63969573539
"10","BHS","ph",6975.80573361823
"11","BHS","tour",49592.2169916312
"12","BRA","cf",4406.88991274929
"13","BRA","ph",3273.68198840367
"14","BRA","tour",3591.41553569044
"15","CAN","cf",17626.3632923789
"16","CAN","ph",15095.1508524751
"17","CAN","tour",44115.323406339
"18","CHN","cf",2358.33479400374
"19","CHN","ph",1635.48274461361
"20","CHN","tour",62953.8873308406
"21","CHN","tran",1961.45482076878
"22","CIV","cf",1764.80128622463
"23","CIV","ph",1114.22877298122
"24","CIV","tour",3529.98617232015
"25","CIV","tran",7173.02406071937
"26","CRI","cf",7222.5004451567
"27","CRI","ph",4269.97501558049
"28","CRI","sb",3964.86287782674
"29","CRI","tour",13674.2334610377
"30","CRI","tran",9724.68171296296
"31","CYP","tour",56037.5114071404
"32","CYP","tran",31035.1680744747
"33","DEU","cf",20281.1873998398
"34","DEU","ph",28198.6066595442
"35","DEU","sb",24232.8447738604
"36","DEU","tour",77056.9800569801
"37","DEU","tran",86701.7464053596
"38","DNK","sb",58413.9512108262
"39","DNK","tour",169770.396523327
"40","DNK","tran",170878.277466168
"41","FIN","sb",19911.0020477208
"42","FIN","tour",68955.7973312856
"43","FIN","tran",89208.8021389779
"44","GBR","cf",37097.7925792378
"45","GBR","ph",26810.4661903489
"46","GBR","sb",25574.0406873219
"47","GBR","tour",70718.6164529916
"48","GBR","tran",24763.4520788819
"49","GUY","tour",3719.58962464944
"50","IND","tour",2371.71018768919
"51","ITA","ph",13937.5792935363
"52","ITA","sb",12249.7871594552
"53","ITA","tour",48425.1782017895
"54","ITA","tran",56898.2524817486
"55","JOR","ph",1762.18633841925
"56","JOR","sb",2445.20990529292
"57","JOR","tour",5774.87678201789
"58","JOR","tran",6056.90319789441
"59","JPN","tour",44351.0491786859
"60","KHM","tour",2348.32089850706
"61","KOR","cf",17912.5475761218
"62","KOR","ph",8145.41043447293
"63","KOR","sb",9605.15922698538
"64","KOR","tour",37445.3966624377
"65","KOR","tran",35979.1604066507
"66","LTU","ph",4500.73937744837
"67","LTU","sb",2334.29042022792
"68","LTU","tour",3946.2313312411
"69","LTU","tran",3163.17044771634
"70","LVA","cf",1486.84666299412
"71","LVA","ph",2831.93804531694
"72","LVA","sb",2658.21008057335
"73","LVA","tour",7780.05511944111
"74","LVA","tran",7245.15509537482
"75","MDG","tour",1352.73920912349
"76","MEX","cf",6779.90479211181
"77","MEX","ph",1630.16590433583
"78","MEX","tour",9196.50016415153
"79","MEX","tran",23848.6355947293
"80","MMR","cf",3593.16573183761
"81","MMR","ph",7161.82767427885
"82","MMR","sb",1796.5828659188
"83","MMR","tour",7297.71905882746
"84","MMR","tran",27794.7013833245
"85","MUS","cf",1849.64467453481
"86","MUS","ph",7244.39380787037
"87","MUS","tour",9936.41510444492
"88","NIC","ph",717.939849592682
"89","NIC","tour",911.897143067797
"90","NOR","tour",49337.7181267806
"91","NOR","tran",79823.2060185185
"92","PAK","cf",2456.28682976095
"93","PAK","ph",657.827828344797
"94","PAK","sb",456.121330587273
"95","PAK","tour",1844.481117705
"96","PAK","tran",4726.09412907875
"97","PER","cf",4384.69224370104
"98","PER","sb",2982.36692597044
"99","PER","tour",5244.31712267406
"100","PER","tran",6705.85871422052
"101","PHL","ph",1733.19394364317
"102","PHL","sb",1858.05778829461
"103","PHL","tour",8362.85956836494
"104","PHL","tran",8116.63487969641
"105","POL","cf",2296.50461571848
"106","POL","ph",5299.90971665777
"107","POL","sb",4100.55394186255
"108","POL","tour",13382.8691879229
"109","POL","tran",12037.1271117121
"110","PRI","tour",54228.039863782
"111","PRT","cf",13096.608392873
"112","PRT","ph",11941.8221932871
"113","PRT","tour",19920.2578291934
"114","PRT","tran",13707.3379907853
"115","ROU","cf",821.508510839566
"116","ROU","ph",2458.6279018652
"117","ROU","sb",2161.07786347044
"118","ROU","tour",4076.22299846422
"119","ROU","tran",4193.12618940304
"120","RUS","tour",8381.73960280894
"121","RUS","tran",4672.32867727253
"122","SGP","ph",5665.82539006856
"123","SGP","tour",30848.0321987402
"124","SGP","tran",7842.93063345799
"125","SHN","cf",38607.9602363782
"126","SHN","tour",4444.21273690683
"127","SLV","ph",2737.92529853321
"128","SLV","tour",14621.726707176
"129","THA","ph",2600.38509531918
"130","THA","sb",3881.63074808582
"131","THA","tour",15066.6093527422
"132","Trindade","cf",0
"133","Trindade","ph",0
"134","Trindade","tour",0
"135","USA","ph",49953.375400641
"136","USA","sb",30439.5032051282
"137","USA","tour",67629.1956018519
"138","USA","tran",102399.230435364
"139","VCT","ph",10100.9010249733
"140","VCT","tour",16345.1656330685
"141","VEN","tour",8130.09756582753
"142","VIR","tour",54228.039863782
"143","WSM","tour",20016.7841463008
