"rgn_id","year","jobs_ct"
16,2003,454775
16,2004,474574
16,2005,467431
16,2006,471936
16,2007,486717
16,2008,481639
16,2009,483054
16,2010,488083
16,2011,491718
16,2012,501801
16,2013,496192
16,2014,504637
16,2015,495464
16,2016,480993
16,2017,486855
16,2018,491888
16,2019,495540
16,2020,500975
16,2021,506424
16,2022,514647
16,2023,526732
16,2024,539385
16,2025,549436
17,1988,5507
17,1989,11461
17,1990,23521
17,1991,20861
17,1992,35198
17,1993,25898
17,1994,21847
17,1995,19322
17,1996,20529
17,1997,20467
17,1998,23052
17,1999,26110
17,2000,27772
17,2001,28604
17,2002,44453
17,2003,37884
17,2004,40157
17,2005,33072
17,2006,22120
17,2007,21421
17,2008,19998
17,2009,33884
17,2010,26716
17,2011,21430
17,2012,18557
17,2013,17922
17,2014,16194
17,2015,14871
17,2016,15225
17,2017,15999
17,2018,16761
17,2019,17795
17,2020,18871
17,2021,19547
17,2022,20005
17,2023,20433
17,2024,20862
17,2025,21291
18,1988,17357
18,1989,22461
18,1990,24234
18,1991,23052
18,1992,23452
18,1993,23789
18,1994,25764
18,1995,25854
18,1996,25199
18,1997,26285
18,1998,27763
18,1999,27528
18,2000,26982
18,2001,28672
18,2002,31574
18,2003,32414
18,2004,32798
18,2005,37129
18,2006,34342
18,2007,32493
18,2008,40801
18,2009,37149
18,2010,42139
18,2011,40719
18,2012,41026
18,2013,41518
18,2014,41309
18,2015,40992
18,2016,42804
18,2017,44457
18,2018,46809
18,2019,48799
18,2020,50544
18,2021,52537
18,2022,54330
18,2023,56480
18,2024,58152
18,2025,60551
20,1988,492791
20,1989,471199
20,1990,478659
20,1991,488561
20,1992,486491
20,1993,489536
20,1994,466633
20,1995,484889
20,1996,470459
20,1997,493455
20,1998,575323
20,1999,528596
20,2000,533675
20,2001,571007
20,2002,568131
20,2003,518336
20,2004,529061
20,2005,488875
20,2006,482751
20,2007,484862
20,2008,519333
20,2009,536808
20,2010,534870
20,2011,529420
20,2012,577887
20,2013,592587
20,2014,626547
20,2015,639082
20,2016,644203
20,2017,653139
20,2018,664732
20,2019,678993
20,2020,689591
20,2021,696097
20,2022,700638
20,2023,705319
20,2024,707483
20,2025,712593
24,1988,13392
24,1989,11966
24,1990,18886
24,1991,9139
24,1992,52931
24,1993,53141
24,1994,37150
24,1995,52830
24,1996,92485
24,1997,94918
24,1998,127825
24,1999,204583
24,2000,314050
24,2001,389483
24,2002,441432
24,2003,377961
24,2004,523476
24,2005,592081
24,2006,609677
24,2007,576908
24,2008,556950
24,2009,643787
24,2010,706288
24,2011,850687
24,2012,925924
24,2013,950027
24,2014,985409
24,2015,1.04493e+06
24,2016,1.11517e+06
24,2017,1.19042e+06
24,2018,1.26703e+06
24,2019,1.32001e+06
24,2020,1.36791e+06
24,2021,1.42528e+06
24,2022,1.4738e+06
24,2023,1.52298e+06
24,2024,1.57978e+06
24,2025,1.64039e+06
25,1988,1.38506e+06
25,1989,1.38143e+06
25,1990,1.54263e+06
25,1991,1.35467e+06
25,1992,1.42592e+06
25,1993,1.45495e+06
25,1994,1.46446e+06
25,1995,1.59011e+06
25,1996,1.49777e+06
25,1997,1.63204e+06
25,1998,1.69031e+06
25,1999,1.65294e+06
25,2000,1.81988e+06
25,2001,1.93113e+06
25,2002,1.97647e+06
25,2003,1.82746e+06
25,2004,2.01119e+06
25,2005,1.75414e+06
25,2006,1.94522e+06
25,2007,1.94287e+06
25,2008,2.04937e+06
25,2009,1.97585e+06
25,2010,1.88091e+06
25,2011,1.84549e+06
25,2012,2.29893e+06
25,2013,2.56164e+06
25,2014,2.21017e+06
25,2015,2.21559e+06
25,2016,2.28473e+06
25,2017,2.36079e+06
25,2018,2.45114e+06
25,2019,2.55721e+06
25,2020,2.67073e+06
25,2021,2.79094e+06
25,2022,2.92253e+06
25,2023,3.09304e+06
25,2024,3.28215e+06
25,2025,3.47551e+06
28,1988,1334
28,1989,1552
28,1990,1202
28,1991,2208
28,1992,1930
28,1993,2020
28,1994,4469
28,1995,4942
28,1996,5788
28,1997,6668
28,1998,4641
28,1999,5183
28,2000,5037
28,2001,3229
28,2002,3473
28,2003,2977
28,2004,3423
28,2005,3899
28,2006,3940
28,2007,3751
28,2008,3198
28,2009,3131
28,2010,3365
28,2011,3369
28,2012,3536
28,2013,3393
28,2014,3560
28,2015,3638
28,2016,3881
28,2017,4087
28,2018,4252
28,2019,4374
28,2020,4454
28,2021,4545
28,2022,4639
28,2023,4722
28,2024,4773
28,2025,4820
31,1988,3624
31,1989,4357
31,1990,4698
31,1991,4457
31,1992,4395
31,1993,4683
31,1994,5477
31,1995,5729
31,1996,5272
31,1997,5175
31,1998,5062
31,1999,5652
31,2000,6545
31,2001,6714
31,2002,6671
31,2003,6475
31,2004,6569
31,2005,7040
31,2006,8566
31,2007,10956
31,2008,12653
31,2009,12250
31,2010,10958
31,2011,11667
31,2012,11200
31,2013,10444
31,2014,10271
31,2015,10648
31,2016,11149
31,2017,11729
31,2018,12150
31,2019,12470
31,2020,12776
31,2021,12966
31,2022,13139
31,2023,13310
31,2024,13478
31,2025,13639
32,1988,5482
32,1989,5689
32,1990,5906
32,1991,5384
32,1992,5005
32,1993,4842
32,1994,5694
32,1995,5481
32,1996,6144
32,1997,6482
32,1998,6781
32,1999,7445
32,2000,7975
32,2001,7815
32,2002,8482
32,2003,8480
32,2004,7876
32,2005,8456
32,2006,7484
32,2007,6995
32,2008,7077
32,2009,6677
32,2010,6670
32,2011,7221
32,2012,7493
32,2013,7707
32,2014,8345
32,2015,8831
32,2016,9327
32,2017,9711
32,2018,9959
32,2019,10192
32,2020,10416
32,2021,10609
32,2022,10765
32,2023,10947
32,2024,11135
32,2025,11336
37,1988,36909
37,1989,32673
37,1990,36775
37,1991,36087
37,1992,38522
37,1993,36895
37,1994,41730
37,1995,43962
37,1996,46375
37,1997,47524
37,1998,48533
37,1999,50481
37,2000,50721
37,2001,58527
37,2002,56815
37,2003,55976
37,2004,61686
37,2005,66027
37,2006,72538
37,2007,79318
37,2008,73441
37,2009,63965
37,2010,68245
37,2011,65256
37,2012,64397
37,2013,59268
37,2014,60154
37,2015,60487
37,2016,62766
37,2017,64980
37,2018,66473
37,2019,67440
37,2020,68216
37,2021,68578
37,2022,69454
37,2023,70799
37,2024,72341
37,2025,73622
39,1988,5261
39,1989,4959
39,1990,6297
39,1991,5541
39,1992,8509
39,1993,7933
39,1994,11129
39,1995,11358
39,1996,14198
39,1997,14203
39,1998,15674
39,1999,14698
39,2000,15450
39,2001,18409
39,2002,18457
39,2003,22188
39,2004,22484
39,2005,8982
39,2006,16505
39,2007,59768
39,2008,48932
39,2009,52576
39,2010,55863
39,2011,45225
39,2012,41957
39,2013,46626
39,2014,47939
39,2015,48182
39,2016,49026
39,2017,50388
39,2018,51553
39,2019,51800
39,2020,52009
39,2021,51811
39,2022,51506
39,2023,51344
39,2024,51539
39,2025,51634
40,1988,103515
40,1989,109112
40,1990,144448
40,1991,155170
40,1992,173040
40,1993,175382
40,1994,179163
40,1995,177417
40,1996,156548
40,1997,177102
40,1998,193103
40,1999,206710
40,2000,220888
40,2001,213136
40,2002,265558
40,2003,288569
40,2004,300656
40,2005,266659
40,2006,261266
40,2007,246597
40,2008,226323
40,2009,207078
40,2010,221727
40,2011,254206
40,2012,277696
40,2013,300189
40,2014,351878
40,2015,342555
40,2016,347120
40,2017,351980
40,2018,358084
40,2019,366945
40,2020,377207
40,2021,388246
40,2022,399107
40,2023,411354
40,2024,423434
40,2025,438000
41,1988,51145
41,1989,54059
41,1990,60654
41,1991,51492
41,1992,76987
41,1993,87424
41,1994,86901
41,1995,86399
41,1996,70420
41,1997,112968
41,1998,110647
41,1999,104699
41,2000,118151
41,2001,124416
41,2002,140184
41,2003,144655
41,2004,145745
41,2005,206132
41,2006,205101
41,2007,224413
41,2008,238770
41,2009,261112
41,2010,219838
41,2011,241944
41,2012,241019
41,2013,248265
41,2014,262593
41,2015,268179
41,2016,272056
41,2017,280878
41,2018,291738
41,2019,303510
41,2020,315855
41,2021,324037
41,2022,333114
41,2023,341674
41,2024,349030
41,2025,357628
42,1988,35713
42,1989,40289
42,1990,42887
42,1991,39835
42,1992,45558
42,1993,42979
42,1994,57177
42,1995,63766
42,1996,44782
42,1997,64506
42,1998,76617
42,1999,82738
42,2000,72297
42,2001,75016
42,2002,88226
42,2003,68971
42,2004,141876
42,2005,142683
42,2006,173350
42,2007,180948
42,2008,180217
42,2009,178612
42,2010,203905
42,2011,202237
42,2012,231890
42,2013,233394
42,2014,340115
42,2015,306268
42,2016,291650
42,2017,287345
42,2018,289404
42,2019,293292
42,2020,298959
42,2021,305435
42,2022,312559
42,2023,320736
42,2024,328673
42,2025,336581
43,1988,93722
43,1989,91370
43,1990,125023
43,1991,127206
43,1992,130098
43,1993,177425
43,1994,203829
43,1995,177520
43,1996,150277
43,1997,191609
43,1998,201156
43,1999,217554
43,2000,116580
43,2001,115683
43,2002,121383
43,2003,134851
43,2004,170391
43,2005,185022
43,2006,188775
43,2007,196464
43,2008,179365
43,2009,165541
43,2010,198694
43,2011,219413
43,2012,215826
43,2013,209619
43,2014,206436
43,2015,208811
43,2016,215670
43,2017,222126
43,2018,228716
43,2019,236011
43,2020,242314
43,2021,249364
43,2022,256267
43,2023,263072
43,2024,270108
43,2025,276746
47,1988,18838
47,1989,20325
47,1990,28134
47,1991,31950
47,1992,38598
47,1993,45353
47,1994,53421
47,1995,37484
47,1996,36173
47,1997,45994
47,1998,46305
47,1999,52357
47,2000,56695
47,2001,81118
47,2002,79089
47,2003,86729
47,2004,91026
47,2005,94880
47,2006,105846
47,2007,128018
47,2008,151514
47,2009,154150
47,2010,172747
47,2011,138674
47,2012,138728
47,2013,182265
47,2014,189485
47,2015,188980
47,2016,190236
47,2017,192077
47,2018,193523
47,2019,196498
47,2020,199796
47,2021,202546
47,2022,204971
47,2023,207758
47,2024,210863
47,2025,216262
48,1988,3783
48,1989,5210
48,1990,5897
48,1991,5936
48,1992,5709
48,1993,6329
48,1994,6798
48,1995,7841
48,1996,13138
48,1997,12815
48,1998,16864
48,1999,17201
48,2000,18357
48,2001,22990
48,2002,23898
48,2003,24240
48,2004,25209
48,2005,25230
48,2006,20030
48,2007,23128
48,2008,21043
48,2009,25765
48,2010,26379
48,2011,29472
48,2012,35900
48,2013,38765
48,2014,44452
48,2015,49331
48,2016,51711
48,2017,53337
48,2018,55168
48,2019,57203
48,2020,59484
48,2021,62338
48,2022,64765
48,2023,67536
48,2024,70489
48,2025,71821
50,1988,494464
50,1989,511972
50,1990,545123
50,1991,551118
50,1992,569965
50,1993,603270
50,1994,613196
50,1995,282722
50,1996,270507
50,1997,279211
50,1998,326525
50,1999,322447
50,2000,313221
50,2001,434709
50,2002,450001
50,2003,443260
50,2004,528828
50,2005,416614
50,2006,359450
50,2007,427412
50,2008,466497
50,2009,616670
50,2010,630344
50,2011,632500
50,2012,570090
50,2013,560718
50,2014,602767
50,2015,649791
50,2016,674264
50,2017,696170
50,2018,722896
50,2019,751958
50,2020,781572
50,2021,811650
50,2022,842360
50,2023,871783
50,2024,905301
50,2025,942283
51,1988,56825
51,1989,34798
51,1990,35923
51,1991,29084
51,1992,25472
51,1993,17210
51,1994,21244
51,1995,28141
51,1996,29737
51,1997,31534
51,1998,38982
51,1999,32934
51,2000,34240
51,2001,36090
51,2002,38263
51,2003,38531
51,2004,40254
51,2005,39015
51,2006,39301
51,2007,42091
51,2008,39474
51,2009,50709
51,2010,43342
51,2011,36498
51,2012,42086
51,2013,43246
51,2014,40384
51,2015,42074
51,2016,42507
51,2017,43264
51,2018,44095
51,2019,45838
51,2020,47857
51,2021,50375
51,2022,52000
51,2023,54277
51,2024,56264
51,2025,58964
52,1988,6708
52,1989,7709
52,1990,8411
52,1991,8549
52,1992,8931
52,1993,18092
52,1994,21073
52,1995,17301
52,1996,16757
52,1997,16453
52,1998,18788
52,1999,25874
52,2000,21527
52,2001,22483
52,2002,24690
52,2003,23053
52,2004,28400
52,2005,28148
52,2006,30826
52,2007,32441
52,2008,32388
52,2009,41572
52,2010,44388
52,2011,30958
52,2012,28899
52,2013,29808
52,2014,31030
52,2015,32151
52,2016,34106
52,2017,34907
52,2018,36052
52,2019,36836
52,2020,37669
52,2021,38480
52,2022,39138
52,2023,39777
52,2024,40482
52,2025,41314
53,1988,510523
53,1989,584869
53,1990,649325
53,1991,721869
53,1992,681935
53,1993,644584
53,1994,764132
53,1995,738391
53,1996,727096
53,1997,762388
53,1998,833549
53,1999,883386
53,2000,915824
53,2001,961605
53,2002,934508
53,2003,1.06197e+06
53,2004,1.15569e+06
53,2005,1.21811e+06
53,2006,1.30341e+06
53,2007,1.29211e+06
53,2008,1.2958e+06
53,2009,1.38183e+06
53,2010,1.45042e+06
53,2011,1.39563e+06
53,2012,1.33938e+06
53,2013,1.35362e+06
53,2014,1.3965e+06
53,2015,1.42811e+06
53,2016,1.46356e+06
53,2017,1.49329e+06
53,2018,1.52129e+06
53,2019,1.54771e+06
53,2020,1.57826e+06
53,2021,1.61326e+06
53,2022,1.64783e+06
53,2023,1.68305e+06
53,2024,1.71913e+06
53,2025,1.75967e+06
54,1988,27514
54,1989,35504
54,1990,42114
54,1991,39221
54,1992,46905
54,1993,38999
54,1994,50356
54,1995,62369
54,1996,68621
54,1997,72211
54,1998,69960
54,1999,84386
54,2000,83918
54,2001,94915
54,2002,107910
54,2003,108369
54,2004,107841
54,2005,159033
54,2006,155315
54,2007,180099
54,2008,223132
54,2009,221125
54,2010,274444
54,2011,260037
54,2012,268987
54,2013,285748
54,2014,307098
54,2015,323800
54,2016,331861
54,2017,344639
54,2018,355254
54,2019,366794
54,2020,379605
54,2021,393730
54,2022,404514
54,2023,408922
54,2024,414428
54,2025,419665
56,1988,1155
56,1989,807
56,1990,1518
56,1991,1736
56,1992,1168
56,1993,1656
56,1994,2305
56,1995,2665
56,1996,3728
56,1997,5288
56,1998,5320
56,1999,5624
56,2000,8163
56,2001,10421
56,2002,12026
56,2003,12911
56,2004,14249
56,2005,14766
56,2006,22752
56,2007,24901
56,2008,25838
56,2009,22739
56,2010,25223
56,2011,27338
56,2012,27349
56,2013,30652
56,2014,30114
56,2015,32188
56,2016,34561
56,2017,36396
56,2018,38462
56,2019,41173
56,2020,43501
56,2021,45655
56,2022,47997
56,2023,50563
56,2024,53241
56,2025,55569
59,1988,104344
59,1989,106866
59,1990,97679
59,1991,98834
59,1992,101804
59,1993,88688
59,1994,84493
59,1995,104469
59,1996,110232
59,1997,117186
59,1998,124287
59,1999,141667
59,2000,165627
59,2001,146082
59,2002,119037
59,2003,114203
59,2004,119711
59,2005,112996
59,2006,109948
59,2007,111949
59,2008,107204
59,2009,116868
59,2010,111497
59,2011,108558
59,2012,113753
59,2013,109216
59,2014,114425
59,2015,116221
59,2016,117098
59,2017,119407
59,2018,121074
59,2019,122453
59,2020,124437
59,2021,127354
59,2022,130482
59,2023,134588
59,2024,138902
59,2025,143374
61,1988,182956
61,1989,140773
61,1990,124535
61,1991,100878
61,1992,133658
61,1993,143413
61,1994,172765
61,1995,168640
61,1996,169689
61,1997,177245
61,1998,180620
61,1999,185815
61,2000,207597
61,2001,214608
61,2002,193980
61,2003,187174
61,2004,210859
61,2005,238955
61,2006,249546
61,2007,255197
61,2008,257153
61,2009,251587
61,2010,251598
61,2011,199758
61,2012,221746
61,2013,218221
61,2014,230575
61,2015,239299
61,2016,248129
61,2017,249705
61,2018,250710
61,2019,251309
61,2020,250714
61,2021,250494
61,2022,250948
61,2023,251656
61,2024,252532
61,2025,253595
62,1988,271651
62,1989,269805
62,1990,279652
62,1991,249779
62,1992,315385
62,1993,331358
62,1994,312354
62,1995,291196
62,1996,346437
62,1997,357508
62,1998,369687
62,1999,439085
62,2000,487183
62,2001,588086
62,2002,604553
62,2003,626903
62,2004,671928
62,2005,755789
62,2006,881833
62,2007,924709
62,2008,858140
62,2009,796024
62,2010,818066
62,2011,850504
62,2012,825109
62,2013,778257
62,2014,775432
62,2015,796278
62,2016,821016
62,2017,846828
62,2018,871140
62,2019,888207
62,2020,902213
62,2021,916454
62,2022,928152
62,2023,938258
62,2024,949228
62,2025,965143
65,1988,16426
65,1989,8833
65,1990,10018
65,1991,12191
65,1992,10687
65,1993,9833
65,1994,24464
65,1995,12399
65,1996,23817
65,1997,28865
65,1998,25620
65,1999,25175
65,2000,26038
65,2001,26316
65,2002,28411
65,2003,28723
65,2004,29071
65,2005,32822
65,2006,39642
65,2007,41379
65,2008,36055
65,2009,33440
65,2010,37668
65,2011,39851
65,2012,40263
65,2013,47668
65,2014,28906
65,2015,33704
65,2016,37717
65,2017,41607
65,2018,45391
65,2019,47475
65,2020,48943
65,2021,50221
65,2022,50782
65,2023,51274
65,2024,51703
65,2025,52370
66,1988,23436
66,1989,26169
66,1990,30760
66,1991,32326
66,1992,34370
66,1993,36759
66,1994,45193
66,1995,49334
66,1996,48167
66,1997,55134
66,1998,58445
66,1999,62442
66,2000,68955
66,2001,76144
66,2002,82484
66,2003,80176
66,2004,80168
66,2005,97593
66,2006,100030
66,2007,138288
66,2008,120745
66,2009,114563
66,2010,114492
66,2011,117193
66,2012,121449
66,2013,126612
66,2014,132708
66,2015,136560
66,2016,142498
66,2017,146876
66,2018,150613
66,2019,153508
66,2020,155575
66,2021,158931
66,2022,161465
66,2023,163797
66,2024,166398
66,2025,167985
67,1988,14554
67,1989,14957
67,1990,16141
67,1991,19186
67,1992,16720
67,1993,16669
67,1994,18914
67,1995,19962
67,1996,21170
67,1997,25007
67,1998,26223
67,1999,28395
67,2000,32605
67,2001,15673
67,2002,24729
67,2003,31686
67,2004,34158
67,2005,36650
67,2006,17687
67,2007,14233
67,2008,12622
67,2009,36269
67,2010,30372
67,2011,30568
67,2012,39634
67,2013,36413
67,2014,35971
67,2015,37033
67,2016,36242
67,2017,36007
67,2018,35972
67,2019,35618
67,2020,35858
67,2021,36183
67,2022,36822
67,2023,37473
67,2024,38585
67,2025,39872
68,1988,22581
68,1989,21512
68,1990,25419
68,1991,25420
68,1992,25113
68,1993,29218
68,1994,27910
68,1995,23594
68,1996,22931
68,1997,23772
68,1998,23312
68,1999,23894
68,2000,22000
68,2001,22632
68,2002,22637
68,2003,21458
68,2004,21061
68,2005,20363
68,2006,20597
68,2007,22109
68,2008,22746
68,2009,20427
68,2010,22006
68,2011,24508
68,2012,25734
68,2013,26331
68,2014,28111
68,2015,28717
68,2016,29804
68,2017,30558
68,2018,31248
68,2019,31849
68,2020,32486
68,2021,33175
68,2022,33942
68,2023,34798
68,2024,35640
68,2025,36549
69,1988,70
69,1989,331
69,1990,749
69,1991,2156
69,1992,3183
69,1993,4804
69,1994,9886
69,1995,6203
69,1996,17030
69,1997,18571
69,1998,16228
69,1999,13312
69,2000,15820
69,2001,15890
69,2002,17952
69,2003,19018
69,2004,20719
69,2005,23648
69,2006,25873
69,2007,24364
69,2008,26359
69,2009,25627
69,2010,24857
69,2011,27108
69,2012,25401
69,2013,26304
69,2014,28021
69,2015,28071
69,2016,28593
69,2017,29225
69,2018,29824
69,2019,30325
69,2020,30648
69,2021,31107
69,2022,31628
69,2023,32125
69,2024,32536
69,2025,33138
70,1988,108
70,1989,852
70,1990,2243
70,1991,4258
70,1992,13749
70,1993,19699
70,1994,15468
70,1995,26635
70,1996,24818
70,1997,23130
70,1998,24276
70,1999,26778
70,2000,27072
70,2001,25938
70,2002,25581
70,2003,23904
70,2004,24872
70,2005,25295
70,2006,24854
70,2007,20586
70,2008,22102
70,2009,21391
70,2010,20210
70,2011,21609
70,2012,20945
70,2013,21679
70,2014,22478
70,2015,21660
70,2016,22636
70,2017,23200
70,2018,23463
70,2019,23116
70,2020,22888
70,2021,22726
70,2022,22682
70,2023,22728
70,2024,22840
70,2025,22971
71,1988,51894
71,1989,53213
71,1990,88207
71,1991,129069
71,1992,87500
71,1993,71145
71,1994,72998
71,1995,59166
71,1996,85345
71,1997,73558
71,1998,93193
71,1999,97383
71,2000,104664
71,2001,125880
71,2002,123782
71,2003,179464
71,2004,194583
71,2005,184050
71,2006,180707
71,2007,120577
71,2008,116870
71,2009,111681
71,2010,107545
71,2011,99027
71,2012,97116
71,2013,100031
71,2014,103177
71,2015,104061
71,2016,106652
71,2017,108815
71,2018,111166
71,2019,112682
71,2020,113908
71,2021,115173
71,2022,116871
71,2023,118400
71,2024,120137
71,2025,121064
72,1988,337744
72,1989,307894
72,1990,278027
72,1991,284683
72,1992,311350
72,1993,235575
72,1994,291947
72,1995,346095
72,1996,304595
72,1997,296508
72,1998,190287
72,1999,171513
72,2000,183686
72,2001,172708
72,2002,181678
72,2003,204531
72,2004,223764
72,2005,286251
72,2006,222992
72,2007,220508
72,2008,220536
72,2009,208441
72,2010,200190
72,2011,196291
72,2012,194286
72,2013,196837
72,2014,204858
72,2015,206165
72,2016,206775
72,2017,207053
72,2018,207808
72,2019,208650
72,2020,209300
72,2021,209821
72,2022,210856
72,2023,209950
72,2024,208945
72,2025,206857
73,1988,87864
73,1989,100181
73,1990,172916
73,1991,205936
73,1992,796737
73,1993,1.88199e+06
73,1994,999587
73,1995,867264
73,1996,1.02452e+06
73,1997,995806
73,1998,1.02049e+06
73,1999,999208
73,2000,974615
73,2001,1.03694e+06
73,2002,995099
73,2003,943322
73,2004,965618
73,2005,966346
73,2006,940255
73,2007,949626
73,2008,945192
73,2009,1.01272e+06
73,2010,946607
73,2011,925198
73,2012,934172
73,2013,976578
73,2014,982253
73,2015,974543
73,2016,980349
73,2017,986483
73,2018,989353
73,2019,995348
73,2020,997048
73,2021,1.00044e+06
73,2022,1.00254e+06
73,2023,1.00785e+06
73,2024,1.01664e+06
73,2025,1.02418e+06
74,1988,0
74,1989,0
74,1990,0
74,1991,0
74,1992,0
74,1993,0
74,1994,0
74,1995,0
74,1996,0
74,1997,33260
74,1998,61782
74,1999,59662
74,2000,66982
74,2001,99434
74,2002,95904
74,2003,82238
74,2004,74325
74,2005,56999
74,2006,65034
74,2007,51109
74,2008,42906
74,2009,51795
74,2010,55925
74,2011,63790
74,2012,78907
74,2013,83196
74,2014,84964
74,2015,84629
74,2016,84979
74,2017,86386
74,2018,89106
74,2019,90207
74,2020,91330
74,2021,92463
74,2022,93723
74,2023,94983
74,2024,96592
74,2025,98807
75,1988,291768
75,1989,294510
75,1990,297922
75,1991,302379
75,1992,307491
75,1993,411034
75,1994,396258
75,1995,421196
75,1996,341774
75,1997,329721
75,1998,296408
75,1999,281233
75,2000,331597
75,2001,323228
75,2002,318262
75,2003,332739
75,2004,451070
75,2005,420153
75,2006,402618
75,2007,393964
75,2008,376681
75,2009,386248
75,2010,354290
75,2011,362220
75,2012,391499
75,2013,389179
75,2014,332939
75,2015,342185
75,2016,347949
75,2017,345898
75,2018,343276
75,2019,339661
75,2020,335061
75,2021,334335
75,2022,333093
75,2023,331173
75,2024,327276
75,2025,322259
76,1988,309547
76,1989,299383
76,1990,283181
76,1991,255509
76,1992,336287
76,1993,381389
76,1994,438194
76,1995,465319
76,1996,512860
76,1997,579962
76,1998,541924
76,1999,507245
76,2000,531482
76,2001,527284
76,2002,523892
76,2003,555862
76,2004,510159
76,2005,473132
76,2006,488095
76,2007,435484
76,2008,458092
76,2009,451364
76,2010,457537
76,2011,487161
76,2012,506658
76,2013,531159
76,2014,579795
76,2015,613777
76,2016,658184
76,2017,693069
76,2018,728426
76,2019,759535
76,2020,791362
76,2021,820188
76,2022,838551
76,2023,859469
76,2024,878826
76,2025,915498
77,1988,58644
77,1989,87723
77,1990,86073
77,1991,114095
77,1992,124606
77,1993,139720
77,1994,206075
77,1995,223632
77,1996,194299
77,1997,193525
77,1998,216566
77,1999,228742
77,2000,246203
77,2001,221817
77,2002,211204
77,2003,202641
77,2004,266793
77,2005,259857
77,2006,247246
77,2007,274968
77,2008,239973
77,2009,276125
77,2010,400264
77,2011,342846
77,2012,219841
77,2013,129786
77,2014,119444
77,2015,123874
77,2016,129651
77,2017,135538
77,2018,141397
77,2019,146552
77,2020,152199
77,2021,158641
77,2022,164198
77,2023,169589
77,2024,175120
77,2025,181702
78,1988,37437
78,1989,27026
78,1990,13537
78,1991,11371
78,1992,5920
78,1993,11348
78,1994,2722
78,1995,12246
78,1996,10761
78,1997,13831
78,1998,15085
78,1999,3941
78,2000,3587
78,2001,6495
78,2002,80359
78,2003,149785
78,2004,136280
78,2005,135984
78,2006,131868
78,2007,131685
78,2008,125805
78,2009,123736
78,2010,132237
78,2011,111886
78,2012,112595
78,2013,105307
78,2014,114010
78,2015,115397
78,2016,121429
78,2017,126920
78,2018,131549
78,2019,135119
78,2020,138054
78,2021,141091
78,2022,144882
78,2023,148649
78,2024,152215
78,2025,156197
79,1988,46015
79,1989,46381
79,1990,42633
79,1991,40475
79,1992,47821
79,1993,52609
79,1994,55752
