"rgn_id","year","jobs_pct"
6,1988,4.80924
6,1989,8.57389
6,1990,13.2255
6,1991,12.6706
6,1992,14.5833
6,1993,14.6568
6,1994,13.9407
6,1995,14.1487
6,1996,16.2374
6,1997,14.4866
6,1998,20.8386
6,1999,20.5802
6,2000,21.6159
6,2001,19.0793
6,2002,16.2785
6,2003,17.6946
6,2004,17.5137
6,2005,15.7186
6,2006,12.6108
6,2007,14.5702
6,2008,14.8935
6,2009,15.5623
6,2010,14.5647
6,2011,13.5003
6,2012,15.8771
6,2013,15.5263
6,2014,14.6477
6,2015,15.1024
6,2016,15.7138
6,2017,16.1631
6,2018,16.4749
6,2019,16.5212
6,2020,16.4745
6,2021,16.39
6,2022,16.2713
6,2023,16.1144
6,2024,15.9445
6,2025,15.7959
7,1988,1.46585
7,1989,1.97803
7,1990,1.64124
7,1991,1.90389
7,1992,2.55898
7,1993,1.62656
7,1994,3.08706
7,1995,2.30326
7,1996,2.26226
7,1997,1.30602
7,1998,1.18571
7,1999,1.35593
7,2000,1.05364
7,2001,1.78243
7,2002,0.92009
7,2003,0.785249
7,2004,0.834792
7,2005,1.32277
7,2006,3.96036
7,2007,4.00421
7,2008,3.2035
7,2009,3.87775
7,2010,4.53385
7,2011,5.01723
7,2012,4.07773
7,2013,3.78222
7,2014,3.41021
7,2015,3.37874
7,2016,3.40521
7,2017,3.41089
7,2018,3.41103
7,2019,3.41535
7,2020,3.39599
7,2021,3.39854
7,2022,3.36322
7,2023,3.3267
7,2024,3.29364
7,2025,3.27891
14,1988,1.91343
14,1989,1.94709
14,1990,1.74719
14,1991,1.85712
14,1992,1.76874
14,1993,1.68275
14,1994,1.90771
14,1995,1.89939
14,1996,1.93858
14,1997,1.84194
14,1998,1.82611
14,1999,1.71046
14,2000,1.72838
14,2001,1.86021
14,2002,1.94152
14,2003,1.6261
14,2004,1.43457
14,2005,1.54152
14,2006,1.78489
14,2007,1.77302
14,2008,1.62372
14,2009,1.61154
14,2010,2.15474
14,2011,2.43991
14,2012,2.4713
14,2013,2.411
14,2014,2.51905
14,2015,2.59673
14,2016,2.67265
14,2017,2.75109
14,2018,2.81284
14,2019,2.8995
14,2020,2.99128
14,2021,3.07453
14,2022,3.16129
14,2023,3.25643
14,2024,3.34671
14,2025,3.44474
15,1988,1.71144
15,1989,1.82761
15,1990,1.79014
15,1991,1.6258
15,1992,1.67735
15,1993,1.86573
15,1994,2.0074
15,1995,2.30486
15,1996,2.68662
15,1997,3.53162
15,1998,3.64122
15,1999,3.10488
15,2000,3.80824
15,2001,3.61966
15,2002,3.60118
15,2003,3.56255
15,2004,3.52673
15,2005,3.57738
15,2006,3.70427
15,2007,3.98726
15,2008,3.42231
15,2009,3.53461
15,2010,3.13643
15,2011,3.09234
15,2012,3.29741
15,2013,3.29788
15,2014,3.29077
15,2015,3.23617
15,2016,3.22754
15,2017,3.22194
15,2018,3.23333
15,2019,3.24775
15,2020,3.25988
15,2021,3.27214
15,2022,3.28548
15,2023,3.30439
15,2024,3.32807
15,2025,3.34884
16,1988,3.82065
16,1989,3.52698
16,1990,3.57491
16,1991,3.92744
16,1992,3.85235
16,1993,3.93558
16,1994,4.33253
16,1995,4.34306
16,1996,4.44022
16,1997,4.4548
16,1998,4.49681
16,1999,4.42155
16,2000,5.02891
16,2001,5.11414
16,2002,5.05125
16,2003,4.83951
16,2004,4.96512
16,2005,4.731
16,2006,4.66191
16,2007,4.66481
16,2008,4.48809
16,2009,4.47048
16,2010,4.42815
16,2011,4.38483
16,2012,4.42237
16,2013,4.328
16,2014,4.35784
16,2015,4.20707
16,2016,4.00519
16,2017,3.98195
16,2018,3.95452
16,2019,3.91093
16,2020,3.88303
16,2021,3.85533
16,2022,3.85253
16,2023,3.88145
16,2024,3.91597
16,2025,3.93689
17,1988,0.379917
17,1989,0.761552
17,1990,1.50274
17,1991,1.29868
17,1992,2.14888
17,1993,1.55405
17,1994,1.27464
17,1995,1.08712
17,1996,1.12689
17,1997,1.08255
17,1998,1.17548
17,1999,1.29332
17,2000,1.3297
17,2001,1.33013
17,2002,2.00858
17,2003,1.66598
17,2004,1.71873
17,2005,1.37735
17,2006,0.897474
17,2007,0.847706
17,2008,0.772812
17,2009,1.27471
17,2010,0.980854
17,2011,0.76653
17,2012,0.645652
17,2013,0.608689
17,2014,0.534978
17,2015,0.47833
17,2016,0.476846
17,2017,0.487908
17,2018,0.497718
17,2019,0.514526
17,2020,0.531295
17,2021,0.536969
17,2022,0.536534
17,2023,0.535348
17,2024,0.534221
17,2025,0.532888
18,1988,7.79299
18,1989,9.59515
18,1990,10.2164
18,1991,9.44302
18,1992,9.29879
18,1993,9.20762
18,1994,9.68407
18,1995,9.43237
18,1996,9.02891
18,1997,9.31347
18,1998,9.78767
18,1999,9.65428
18,2000,9.38771
18,2001,9.86825
18,2002,10.7236
18,2003,10.8596
18,2004,10.8429
18,2005,12.1355
18,2006,11.3938
18,2007,10.9542
