"rgn_id","USD","year"
1,8403.67127821667,1980
1,7766.82876223333,1981
1,8355.77765365,1982
1,8695.33114633333,1983
1,9026.81822026667,1984
1,7777.87925268572,1985
1,7705.62439001429,1986
1,8089.14172967143,1987
1,8533.47699355714,1988
1,8905.88848828571,1989
1,9393.2636437,1990
1,9911.46210812857,1991
1,10425.4266574714,1992
1,9611.536670625,1993
1,10159.8914381375,1994
1,10760.23210115,1995
1,11219.678870025,1996
1,11472.720435925,1997
1,11049.852174625,1998
1,10334.5200115889,1999
1,10960.1705851222,2000
1,11083.9969569667,2001
1,11555.2061759222,2002
1,12195.0032679111,2003
1,12939.6074435,2004
1,13654.6727316556,2005
1,14644.5378397,2006
1,15420.2946431111,2007
1,15475.9873357778,2008
1,15162.2790584444,2009
1,16391.7467065556,2010
1,17111.6071243333,2011
2,8403.67127821667,1980
2,7766.82876223333,1981
2,8355.77765365,1982
2,8695.33114633333,1983
2,9026.81822026667,1984
2,7777.87925268572,1985
2,7705.62439001429,1986
2,8089.14172967143,1987
2,8533.47699355714,1988
2,8905.88848828571,1989
2,9393.2636437,1990
2,9911.46210812857,1991
2,10425.4266574714,1992
2,9611.536670625,1993
2,10159.8914381375,1994
2,10760.23210115,1995
2,11219.678870025,1996
2,11472.720435925,1997
2,11049.852174625,1998
2,10334.5200115889,1999
2,10960.1705851222,2000
2,11083.9969569667,2001
2,11555.2061759222,2002
2,12195.0032679111,2003
2,12939.6074435,2004
2,13654.6727316556,2005
2,14644.5378397,2006
2,15420.2946431111,2007
2,15475.9873357778,2008
2,15162.2790584444,2009
2,16391.7467065556,2010
2,17111.6071243333,2011
3,8855.8220975,1980
3,9884.3294605,1981
3,10723.93761,1982
3,11104.050915,1983
3,12052.81985,1984
3,12629.729455,1985
3,13210.469415,1986
3,13624.39943,1987
3,14364.24233,1988
3,15202.13743,1989
3,15954.65093,1990
3,16090.610565,1991
3,16492.582415,1992
3,17419.87513,1993
3,18408.880155,1994
3,19263.845915,1995
3,20041.76679,1996
3,20834.98075,1997
3,21596.517335,1998
3,22765.878435,1999
3,23704.14554,2000
3,24743.348165,2001
3,25824.369555,2002
3,26674.35201,2003
3,27981.664975,2004
3,28916.90061,2005
3,30606.916435,2006
3,32506.381365,2007
3,33083.923355,2008
3,34891.444335,2009
3,34453.183965,2010
3,36526.23327,2011
4,8855.8220975,1980
4,9884.3294605,1981
4,10723.93761,1982
4,11104.050915,1983
4,12052.81985,1984
4,12629.729455,1985
4,13210.469415,1986
4,13624.39943,1987
4,14364.24233,1988
4,15202.13743,1989
4,15954.65093,1990
4,16090.610565,1991
4,16492.582415,1992
4,17419.87513,1993
4,18408.880155,1994
4,19263.845915,1995
4,20041.76679,1996
4,20834.98075,1997
4,21596.517335,1998
4,22765.878435,1999
4,23704.14554,2000
4,24743.348165,2001
4,25824.369555,2002
4,26674.35201,2003
4,27981.664975,2004
4,28916.90061,2005
4,30606.916435,2006
4,32506.381365,2007
4,33083.923355,2008
4,34891.444335,2009
4,34453.183965,2010
4,36526.23327,2011
5,1298.21453643333,1980
5,1440.33592476667,1981
5,1507.116197,1982
5,1594.74350733333,1983
5,1729.28236966667,1984
5,1736.501117,1985
5,1808.05757033333,1986
5,1774.071322,1987
5,1813.19258566667,1988
5,1908.97016966667,1989
5,1969.56004,1990
5,2050.25480575,1991
5,2202.913583,1992
5,2306.62083275,1993
5,2467.4934445,1994
5,2525.162195,1995
5,2614.27636775,1996
5,2603.663223,1997
5,2626.93625625,1998
5,2694.43085625,1999
5,2642.30022225,2000
5,2602.71189075,2001
5,2574.3590975,2002
5,2665.490254,2003
5,2813.65040725,2004
5,2952.37563975,2005
5,3137.8408,2006
5,3304.78454525,2007
5,3472.1411085,2008
5,3479.84764275,2009
5,3568.51956925,2010
5,3736.56891675,2011
6,1334.763386,1980
6,1483.404365,1981
6,1701.221503,1982
6,1967.543386,1983
6,2187.035581,1984
6,2224.647518,1985
6,2219.961299,1986
6,2168.526561,1987
6,2154.3597,1988
6,2214.396545,1989
6,2501.236114,1990
6,2594.080617,1991
6,2639.254855,1992
6,2639.626734,1993
6,2858.676621,1994
6,2884.050746,1995
6,2941.12115,1996
6,3087.563997,1997
6,3209.316581,1998
6,3208.325562,1999
6,3402.214044,2000
6,3282.980077,2001
6,3089.621794,2002
6,3207.428762,2003
6,3341.942339,2004
6,3544.973845,2005
6,3871.490123,2006
6,4087.996288,2007
6,4341.420116,2008
6,4417.891538,2009
6,4444.834841,2010
6,4499.962004,2011
7,1677.222485,1990
7,1787.253056,1991
7,1999.026492,1992
7,2064.609911,1993
7,2236.043134,1994
7,2407.39077,1995
7,2420.596627,1996
7,2365.021561,1997
7,2374.565892,1998
7,2333.051067,1999
7,1988.883494,2000
