"rgn_id","percent","year"
1,2.90000005566667,1980
1,3.20000004733333,1981
1,3.4,1982
1,3.7000000475,1983
1,4.87500005975,1984
1,4.4000000002,1985
1,5.3600000858,1986
1,6.80000019075,1987
1,4.9799999714,1988
1,4.1399998902,1989
1,4.93333347633333,1990
1,5.850000024,1991
1,3.740000081,1992
1,4.14999985725,1993
1,3.96666653966667,1994
1,4.566666524,1995
1,3.25000003966667,1996
1,3.46666667833333,1997
1,4.32857138771429,1998
1,4.69999996816667,1999
1,4.45714283,2000
1,4.77142861914286,2001
1,5.46666673816667,2002
1,5.54999991266667,2003
1,5.54999987316667,2004
1,5.5599998952,2005
1,4.26696324500573,2006
1,3.87452735704835,2007
1,3.92857142871429,2008
1,3.87923733786259,2009
1,3.48767213544987,2010
2,2.90000005566667,1980
2,3.20000004733333,1981
2,3.4,1982
2,3.7000000475,1983
2,4.87500005975,1984
2,4.4000000002,1985
2,5.3600000858,1986
2,6.80000019075,1987
2,4.9799999714,1988
2,4.1399998902,1989
2,4.93333347633333,1990
2,5.850000024,1991
2,3.740000081,1992
2,4.14999985725,1993
2,3.96666653966667,1994
2,4.566666524,1995
2,3.25000003966667,1996
2,3.46666667833333,1997
2,4.32857138771429,1998
2,4.69999996816667,1999
2,4.45714283,2000
2,4.77142861914286,2001
2,5.46666673816667,2002
2,5.54999991266667,2003
2,5.54999987316667,2004
2,5.5599998952,2005
2,4.26696324500573,2006
2,3.87452735704835,2007
2,3.92857142871429,2008
2,3.87923733786259,2009
2,3.48767213544987,2010
3,6.099999905,1980
3,5.800000191,1981
3,7.199999809,1982
3,10,1983
3,9,1984
3,8.300000191,1985
3,6.100000143,1986
3,6.100000143,1987
3,6.399999857,1988
3,6.649999857,1989
3,7.350000143,1990
3,10.1000003805,1991
3,10.700000285,1992
3,10.3499999055,1993
3,9.049999714,1994
3,7.5,1995
3,7.4000000955,1996
3,7.6500000955,1997
3,7.699999809,1998
3,6.9500000475,1999
3,6.25,2000
3,6.100000143,2001
3,5.850000143,2002
3,5.350000143,2003
3,4.7000000475,2004
3,4.399999976,2005
3,4.350000143,2006
3,4.0500000715,2007
3,4.199999809,2008
3,5.849999905,2009
3,5.8499999045,2010
4,6.099999905,1980
4,5.800000191,1981
4,7.199999809,1982
4,10,1983
4,9,1984
4,8.300000191,1985
4,6.100000143,1986
4,6.100000143,1987
4,6.399999857,1988
4,6.649999857,1989
4,7.350000143,1990
4,10.1000003805,1991
4,10.700000285,1992
4,10.3499999055,1993
4,9.049999714,1994
4,7.5,1995
4,7.4000000955,1996
4,7.6500000955,1997
4,7.699999809,1998
4,6.9500000475,1999
4,6.25,2000
4,6.100000143,2001
4,5.850000143,2002
4,5.350000143,2003
4,4.7000000475,2004
4,4.399999976,2005
4,4.350000143,2006
4,4.0500000715,2007
4,4.199999809,2008
4,5.849999905,2009
4,5.8499999045,2010
5,,1980
5,,1981
5,6.400000095,1982
5,7.5,1983
5,7.5,1984
5,8.100000381,1985
5,7.5,1986
5,9.300000191,1987
5,9.399999619,1988
5,6.099999905,1989
5,6.400000095,1990
