"rgn_id","USD","year"
1,"12034001424.5",1960
1,"12659200524",1961
1,"12976031144.5",1962
1,"14067032758.5",1963
1,"15515222024.5",1964
1,"15793409416.5",1965
1,"16556012656.5",1966
1,"18168860016",1967
1,"18917435108",1968
1,"21189115581.5",1969
1,"41274498824",1970
1,"26496376050.5",1971
1,"30713082088",1972
1,"38203916265.5",1973
1,"51318466596",1974
1,"54922761879.5",1975
1,"59185077470",1976
1,"62709106157",1977
1,"68286551040",1978
1,"77565110553",1979
1,"86355091604",1980
1,"100430038244",1981
1,"108807993026",1982
1,"100471795541",1983
1,"107419651662",1984
1,"102404875826",1985
1,"105983396971.5",1986
1,"114227374320.5",1987
1,"140193066225.5",1988
1,"171376615355",1989
1,"177978784447",1990
1,"184007611487",1991
1,"183174704665.5",1992
1,"179074967219.5",1993
1,"188841192389.5",1994
1,"215695185202",1995
1,"235385810406.5",1996
1,"250407908025",1997
1,"227472907126.5",1998
1,"223586521589",1999
1,"233686874259",2000
1,"216115490164",2001
1,"230238472965.5",2002
1,"276598837822",2003
1,"3.56798e+11",2004
1,"402690500000",2005
1,"4.27179e+11",2006
1,"492170500000",2007
1,"591748500000",2008
1,"5.19674e+11",2009
1,"6.40374e+11",2010
1,"7.69543e+11",2011
2,"12034001424.5",1960
2,"12659200524",1961
2,"12976031144.5",1962
2,"14067032758.5",1963
2,"15515222024.5",1964
2,"15793409416.5",1965
2,"16556012656.5",1966
2,"18168860016",1967
2,"18917435108",1968
2,"21189115581.5",1969
2,"41274498824",1970
2,"26496376050.5",1971
2,"30713082088",1972
2,"38203916265.5",1973
2,"51318466596",1974
2,"54922761879.5",1975
2,"59185077470",1976
2,"62709106157",1977
2,"68286551040",1978
2,"77565110553",1979
2,"86355091604",1980
2,"100430038244",1981
2,"108807993026",1982
2,"100471795541",1983
2,"107419651662",1984
2,"102404875826",1985
2,"105983396971.5",1986
2,"114227374320.5",1987
2,"140193066225.5",1988
2,"171376615355",1989
2,"177978784447",1990
2,"184007611487",1991
2,"183174704665.5",1992
2,"179074967219.5",1993
2,"188841192389.5",1994
2,"215695185202",1995
2,"235385810406.5",1996
2,"250407908025",1997
2,"227472907126.5",1998
2,"223586521589",1999
2,"233686874259",2000
2,"216115490164",2001
2,"230238472965.5",2002
2,"276598837822",2003
2,"3.56798e+11",2004
2,"402690500000",2005
2,"4.27179e+11",2006
2,"492170500000",2007
2,"591748500000",2008
2,"5.19674e+11",2009
2,"6.40374e+11",2010
2,"7.69543e+11",2011
3,"12034001424.5",1960
3,"12659200524",1961
3,"12976031144.5",1962
3,"14067032758.5",1963
3,"15515222024.5",1964
3,"15793409416.5",1965
3,"16556012656.5",1966
3,"18168860016",1967
3,"18917435108",1968
3,"21189115581.5",1969
3,"41274498824",1970
3,"26496376050.5",1971
3,"30713082088",1972
3,"38203916265.5",1973
3,"51318466596",1974
3,"54922761879.5",1975
3,"59185077470",1976
3,"62709106157",1977
3,"68286551040",1978
3,"77565110553",1979
3,"86355091604",1980
3,"100430038244",1981
3,"108807993026",1982
3,"100471795541",1983
3,"107419651662",1984
3,"102404875826",1985
3,"105983396971.5",1986
3,"114227374320.5",1987
3,"140193066225.5",1988
3,"171376615355",1989
3,"177978784447",1990
3,"184007611487",1991
3,"183174704665.5",1992
3,"179074967219.5",1993
3,"188841192389.5",1994
3,"215695185202",1995
3,"235385810406.5",1996
3,"250407908025",1997
3,"227472907126.5",1998
3,"223586521589",1999
3,"233686874259",2000
3,"216115490164",2001
3,"230238472965.5",2002
3,"276598837822",2003
3,"3.56798e+11",2004
3,"402690500000",2005
3,"4.27179e+11",2006
3,"492170500000",2007
3,"591748500000",2008
3,"5.19674e+11",2009
3,"6.40374e+11",2010
3,"7.69543e+11",2011
4,"12034001424.5",1960
4,"12659200524",1961
4,"12976031144.5",1962
4,"14067032758.5",1963
4,"15515222024.5",1964
4,"15793409416.5",1965
4,"16556012656.5",1966
4,"18168860016",1967
4,"18917435108",1968
4,"21189115581.5",1969
4,"41274498824",1970
4,"26496376050.5",1971
4,"30713082088",1972
4,"38203916265.5",1973
4,"51318466596",1974
4,"54922761879.5",1975
4,"59185077470",1976
4,"62709106157",1977
4,"68286551040",1978
4,"77565110553",1979
4,"86355091604",1980
4,"100430038244",1981
4,"108807993026",1982
4,"100471795541",1983
4,"107419651662",1984
4,"102404875826",1985
4,"105983396971.5",1986
4,"114227374320.5",1987
4,"140193066225.5",1988
4,"171376615355",1989
4,"177978784447",1990
4,"184007611487",1991
4,"183174704665.5",1992
4,"179074967219.5",1993
4,"188841192389.5",1994
4,"215695185202",1995
4,"235385810406.5",1996
4,"250407908025",1997
4,"227472907126.5",1998
4,"223586521589",1999
4,"233686874259",2000
4,"216115490164",2001
4,"230238472965.5",2002
4,"276598837822",2003
4,"3.56798e+11",2004
4,"402690500000",2005
4,"4.27179e+11",2006
4,"492170500000",2007
4,"591748500000",2008
4,"5.19674e+11",2009
4,"6.40374e+11",2010
4,"7.69543e+11",2011
5,"159594493.5",1965
5,"164206537.6",1966
5,"180036768.9",1967
5,"215507164",1968
5,"263108834.5",1969
5,"358815681.9",1970
5,"413634335.3",1971
5,"505892512.9",1972
5,"542294864.8",1973
5,"637400199.1",1974
5,"816647865.8",1975
5,"798310509.6",1976
5,"837616756.5",1977
5,"846007597.7",1978
5,"1047225130",1979
5,"1182457143",1980
5,"972563810.2",1981
5,"904619629.8",1982
5,"823832940.5",1983
5,"796018978.5",1984
5,"854823821.7",1985
5,"1201262518",1986
5,"1488113532",1987
5,"2072735787",1988
5,"2185072798",1989
5,"2529310104",1990
5,"2653781596",1991
5,"2923764926",1992
5,"3070161471",1993
5,"3038727617",1994
5,"3628440275",1995
5,"3606968434",1996
5,"3291489841",1997
5,"3158806480",1998
5,"3056999988",1999
5,"2682347064",2000
5,"1492336286.99988",2006
5,"1407561243.70001",2007
5,"821983805.333008",2008
5,"-689529251.99939",2009
6,"119258829.4",1979
6,"113423182.2",1980
6,"98746408.99",1981
6,"98144643.75",1982
6,"110123776.8",1983
6,"135553759.4",1984
6,"123698508.8",1985
6,"118691400.8",1986
6,"130834146.2",1987
6,"148545377.9",1988
6,"144482170.5",1989
6,"158397406.3",1990
6,"188869985.1",1991
6,"196142588",1992
6,"188080372.4",1993
6,"219260343.3",1994
6,"233902114.7",1995
6,"245177629.3",1996
6,"255890215.7",1997
6,"262301249",1998
6,"267999225.3",1999
6,"272014693.1",2000
6,"257926881.7",2001
6,"261712966.3",2002
6,"313350116",2003
6,"363753466.3",2004
6,"393296584.4",2005
6,"435400633",2006
6,"527743610.8",2007
6,"593437284.1",2008
6,"590448828.6",2009
6,"679009691.5",2010
6,"760039790.3",2011
7,"25203524.03",1967
7,"28084252.76",1968
7,"28606411.4",1969
7,"50056882.82",1971
7,"40606712.05",1972
7,"55272108.84",1973
7,"84539332.28",1974
7,"74617096.48",1975
7,"83099107.91",1976
7,"93147039.25",1977
7,"111022090",1978
7,"151270207.9",1979
7,"168715353.1",1980
7,"187313261.3",1981
7,"188446092.1",1982
7,"180219397.5",1983
7,"252806783.4",1984
7,"232306861.2",1985
7,"210737869.7",1986
7,"238606299.6",1987
7,"310684273.7",1988
7,"332286760.9",1989
7,"302515026.9",1990
7,"320355090.6",1991
7,"378778047.2",1992
7,"410923236.2",1993
7,"464756638.5",1994
7,"519334096.7",1995
7,"565163750.6",1996
7,"567919502.8",1997
7,"471177008.1",1998
7,"482214092.3",1999
7,"435101217.2",2000
7,"400464593",2001
7,"341663053.7",2002
7,"332736306.5",2003
7,"375109694.5",2004
7,"413909879.3",2005
7,"456735444.9",2006
7,"586218381",2007
7,"645796657.5",2008
7,"601299089.8",2009
7,"678625481.7",2010
7,"838022104.9",2011
8,"76888000",1990
8,"83855000",1991
8,"82451000",1992
8,"75907000",1993
8,"83527000",1994
8,"95237000",1995
8,"108203000",1996
8,"113213000",1997
8,"117320000",1998
8,"113485000",1999
8,"119863000",2000
8,"124656000",2001
8,"119455000",2002
8,"122728000",2003
8,"133560000",2004
8,"145428000",2005
8,"156614000",2006
8,"158635886.7",2007
8,"160279989.1",2008
8,"153212923.8",2009
8,"156131323.6",2010
8,"165517314.2",2011
9,"106500000",1983
9,"112210000",1986
9,"116700000",1987
9,"124700000",1988
9,"135200000",1989
9,"147200000",1990
9,"166200000",1991
9,"178100000",1992
9,"198400000",1993
9,"202500000",1994
9,"222103587.1",1995
9,"218845723.3",1996
9,"206900332.3",1997
9,"219646199.6",1998
9,"220660503.9",1999
9,"233226322.8",2000
9,"240051900",2001
9,"241543395.8",2002
9,"244990983.6",2003
9,"239563310.4",2004
9,"249845592.6",2005
9,"252991205",2006
9,"255890836.4",2007
9,"261339642.4",2008
9,"277510922.8",2009
9,"294117230.5",2010
9,"310287519.3",2011
10,"6102708312.6",1960
10,"6420056765.2",1961
10,"6584039816.9",1962
10,"7134873784.5",1963
10,"7868949061.75",1964
10,"5402365357.73333",1965
10,"5672244744.06667",1966
10,"5338325355.07571",1967
10,"5570023637.99429",1968
10,"6235187082.72857",1969
10,"14295279.54",1970
10,"15278632.48",1971
10,"18936526.95",1972
10,"31710657.73",1973
10,"85637174.37",1974
10,"55081816.99",1975
10,"41109627.28",1976
10,"38748059.44",1977
10,"45210026.32",1978
10,"42620165.44",1979
10,"27935549.99",1980
10,"30163527.925",1981
10,"32288597.32",1982
10,"59227144.1433333",1983
10,"36895387.45",1984
10,"32586891.58",1985
