"cntry_key","year","percent"
"AGO",1990,83.20000004725
"AGO",1991,80.9142857277143
"AGO",1992,90.82857149
"AGO",1993,82.20000076
"AGO",1994,86.7428573192857
"AGO",1995,83.380000209
"AGO",1996,91.899999619
"AGO",1997,85.2750002435
"AGO",1998,87.3399999622
"AGO",1999,86.9999999998571
"AGO",2000,85.60000038
"AGO",2001,92.5
"AGO",2002,81.3999999168889
"AGO",2003,85.6714285444286
"AGO",2004,83.7222221694444
"AGO",2005,95.599999905
"AGO",2006,89.4064810755833
"AGO",2007,90.0083328108333
"AGO",2008,89.4456134514561
"AGO",2009,89.4779232998069
"AGO",2010,88.9833325973332
"AGO",2011,97.7017543696843
"AIA",1990,84.3
"AIA",1991,87.3230769449231
"AIA",1992,81.633333365
"AIA",1993,83.050000308875
"AIA",1994,84.0700000762
"AIA",1995,86.3666664237778
"AIA",1996,86.530000114
"AIA",1997,86.5727271171818
"AIA",1998,87.5500000476
"AIA",1999,88.0499999525
"AIA",2000,89.699999889
"AIA",2001,90.5357143536429
"AIA",2002,89.8400000334
"AIA",2003,89.1599998242
"AIA",2004,89.4400000212
"AIA",2005,90.2499999643
"AIA",2006,92.8529744723478
"AIA",2007,93.8512822415127
"AIA",2008,93.5244185088416
"AIA",2009,92.2373918532153
"AIA",2010,91.1299242941291
"AIA",2011,91.380714386082
"Alaska",1990,99.9593599133792
"Alaska",1991,99.9506513211657
"Alaska",1992,99.9455713116381
"Alaska",1993,99.9499256060176
"Alaska",1994,99.955731334155
"Alaska",1995,99.9593599133792
"Alaska",1996,99.96081134369
"Alaska",1997,99.9644399229141
"Alaska",1998,99.9673427869828
"Alaska",1999,99.9695199359034
"Alaska",2000,99.970971366207
"Alaska",2001,99.9658913566793
"Alaska",2002,99.957908479614
"Alaska",2003,99.9564570493104
"Alaska",2004,99.9600856285346
"Alaska",2005,99.9629884926033
"Alaska",2006,99.9666170718274
"Alaska",2007,99.9666170718274
"Alaska",2008,99.957908479614
"Alaska",2009,99.9325084250451
"Alaska",2010,99.9303312761317
"Alaska",2011,99.9354112925755
"ALB",2001,77.29999924
"ALB",2006,83.9380642562578
"ALB",2007,86.5
"ALB",2008,87
"ALB",2009,86.19999981
"ALB",2010,88.929032356129
"ALB",2011,90.1767743810965
"Andaman and Nicobar",1990,94.79999989275
"Andaman and Nicobar",1991,94.533333381
"Andaman and Nicobar",1992,96.259999919
"Andaman and Nicobar",1993,95.85000014275
"Andaman and Nicobar",1994,96.0333334603333
"Andaman and Nicobar",1995,95.433333476
"Andaman and Nicobar",1996,96.7499999603333
"Andaman and Nicobar",1997,96.5333333216667
"Andaman and Nicobar",1998,95.6714286122857
"Andaman and Nicobar",1999,95.3000000318333
"Andaman and Nicobar",2000,95.54285717
"Andaman and Nicobar",2001,95.2285713808571
"Andaman and Nicobar",2002,94.5333332618333
"Andaman and Nicobar",2003,94.4500000873333
"Andaman and Nicobar",2004,94.4500001268333
"Andaman and Nicobar",2005,94.4400001048
"Andaman and Nicobar",2006,95.7330367549943
"Andaman and Nicobar",2007,96.1254726429516
"Andaman and Nicobar",2008,96.0714285712857
"Andaman and Nicobar",2009,96.1207626621374
"Andaman and Nicobar",2010,96.4982868814814
"Andaman and Nicobar",2011,96.7457142797524
"ARE",1995,98.200000048
"ARE",2000,97.700000048
"ARE",2005,96.900000095
"ARE",2006,96.5214286117144
"ARE",2007,96.3142857501429
"ARE",2008,96
"ARE",2009,95.900000027
"ARE",2010,95.6928571654286
"ARE",2011,95.099999905
"ARG",1990,92.699999809
"ARG",1991,94.199999809
"ARG",1992,93.300000191
"ARG",1993,89.89999962
"ARG",1994,87.89999962
"ARG",1995,81.20000076
"ARG",1996,82.79999924
"ARG",1997,85.10000038
"ARG",1998,87.19999981
"ARG",1999,85.89999962
"ARG",2000,85
"ARG",2001,81.70000076
"ARG",2002,82.10000038
"ARG",2003,83.89999962
"ARG",2004,87.39999962
"ARG",2005,89.39999962
"ARG",2006,89.89999962
"ARG",2007,91.5
"ARG",2008,92.199999809
"ARG",2009,91.399999619
"ARG",2010,92.300000191
"ARG",2011,92.800000191
"Aruba",1991,93.900000095
"Aruba",1994,93.300000191
"Aruba",1997,92.5
"Aruba",2000,93.099999905
"Aruba",2001,93.099999905
"Aruba",2006,94.1009479792748
"Aruba",2007,94.300000191
"Aruba",2008,94.4674420913721
"Aruba",2009,94.6488374834419
"Aruba",2010,94.8302328755117
"Aruba",2011,95.1000003816667
"Ascension",1990,94.2857141665714
"Ascension",1991,93.449999958375
"Ascension",1992,91.8874999585
"Ascension",1993,89.999999821625
"Ascension",1994,89.5777777034444
"Ascension",1995,90.1555554076667
"Ascension",1996,89.272727251
"Ascension",1997,90.6999999395454
"Ascension",1998,91.481818199
"Ascension",1999,92.090909026
"Ascension",2000,91.8454545410909
"Ascension",2001,92.345454606
"Ascension",2002,92.7545455368182
"Ascension",2003,92.563636303
"Ascension",2004,92.8181818613636
"Ascension",2005,93.7750000355833
"Ascension",2006,94.4181818095454
"Ascension",2007,94.9696969839939
"Ascension",2008,94.547171690797
"Ascension",2009,90.3700216457846
"Ascension",2010,89.2435065954156
"Ascension",2011,90.2441560205065
"ASM",1990,96.5
"ASM",2000,94.900000095
"ATG",1991,94
"ATG",2001,91.600000381
"AUS",1990,93.099999905
"AUS",1991,90.399999619
"AUS",1992,89.19999981
"AUS",1993,89.10000038
"AUS",1994,90.300000191
"AUS",1995,91.5
"AUS",1996,91.5
"AUS",1997,91.5
"AUS",1998,92.300000191
"AUS",1999,93.099999905
"AUS",2000,93.699999809
"AUS",2001,93.199999809
"AUS",2002,93.599999905
"AUS",2003,94.099999905
"AUS",2004,94.599999905
"AUS",2005,95
"AUS",2006,95.199999809
"AUS",2007,95.599999905
"AUS",2008,95.800000191
"AUS",2009,94.400000095
"AUS",2010,94.800000191
"AUS",2011,94.900000095
"Azores",1990,90.625
"Azores",1991,89.428571225
"Azores",1992,90.17499983325
"Azores",1993,88.8400001522
"Azores",1994,88.2000000954
"Azores",1995,88.4199998862
"Azores",1996,88.7000000475
"Azores",1997,89.0666666033333
"Azores",1998,89.19999981
"Azores",1999,89.2999999523333
"Azores",2000,90.142857007
"Azores",2001,88.712499916875
"Azores",2002,90.8285713878571
"Azores",2003,90.8142858231429
"Azores",2004,90.9428571291429
"Azores",2005,88.625000059375
"Azores",2006,87.1968065606257
"Azores",2007,88.5799998761
"Azores",2008,89.4200001713
"Azores",2009,87.6299998288
"Azores",2010,86.4329030553129
"Azores",2011,85.4476773148096
"Bassas da India",1990,83.20000004725
"Bassas da India",1991,77.633333365
"Bassas da India",1992,96.700000048
"Bassas da India",1993,96.099999905
"Bassas da India",1994,92.55000019
"Bassas da India",1995,83.380000209
"Bassas da India",1996,94.199999809
"Bassas da India",1997,95.6000000235
"Bassas da India",1998,93.099999905
"Bassas da India",1999,91.25
"Bassas da India",2000,92.699999809
"Bassas da India",2001,94.266666571
"Bassas da India",2002,74.5
"Bassas da India",2003,93.6500000955
"Bassas da India",2004,91.5
"Bassas da India",2005,94.0999999046667
"Bassas da India",2006,95.0223162982542
"Bassas da India",2007,95.7193785577719
"Bassas da India",2008,96.5914407697897
"Bassas da India",2009,97.1135028385574
"Bassas da India",2010,97.5605650983252
"Bassas da India",2011,98.2000000874999
"BEL",1990,92.800000191
"BEL",1991,93
"BEL",1992,93.300000191
"BEL",1993,91.899999619
"BEL",1994,90.399999619
"BEL",1995,90.699999809
"BEL",1996,90.5
"BEL",1997,91
"BEL",1998,90.699999809
"BEL",1999,91.399999619
"BEL",2000,93.400000095
"BEL",2001,93.800000191
"BEL",2002,92.5
"BEL",2003,91.800000191
"BEL",2004,91.600000381
"BEL",2005,91.600000381
"BEL",2006,91.800000191
"BEL",2007,92.5
"BEL",2008,93
"BEL",2009,92.099999905
"BEL",2010,91.699999809
"BEL",2011,92.900000095
"BEN",1992,98.5
"BEN",2002,99.300000012
"BGD",1991,98.100000024
"BGD",1996,97.5
"BGD",2000,96.700000048
"BGD",2003,95.699999809
"BGD",2005,95.699999809
"BGD",2006,95.4567900335844
"BGD",2007,95.2877192077661
"BGD",2008,95.110526222772
"BGD",2009,95
"BGD",2010,94.7561402527837
"BGD",2011,94.8000000545714
"BGR",1993,78.60000038
"BGR",1994,80
"BGR",1995,84.30000019
"BGR",1996,86.5
