"cntry_key","year","percent"
"CCK",1980,2.90000005566667
"CCK",1981,3.20000004733333
"CCK",1982,3.4
"CCK",1983,3.7000000475
"CCK",1984,4.87500005975
"CCK",1985,4.4000000002
"CCK",1986,5.3600000858
"CCK",1987,6.80000019075
"CCK",1988,4.9799999714
"CCK",1989,4.1399998902
"CCK",1990,4.93333347633333
"CCK",1991,5.850000024
"CCK",1992,3.740000081
"CCK",1993,4.14999985725
"CCK",1994,3.96666653966667
"CCK",1995,4.566666524
"CCK",1996,3.25000003966667
"CCK",1997,3.46666667833333
"CCK",1998,4.32857138771429
"CCK",1999,4.69999996816667
"CCK",2000,4.45714283
"CCK",2001,4.77142861914286
"CCK",2002,5.46666673816667
"CCK",2003,5.54999991266667
"CCK",2004,5.54999987316667
"CCK",2005,5.5599998952
"CCK",2006,4.26696324500573
"CCK",2007,3.87452735704835
"CCK",2008,3.92857142871429
"CCK",2009,3.87923733786259
"CCK",2010,3.48767213544987
"CXR",1980,2.90000005566667
"CXR",1981,3.20000004733333
"CXR",1982,3.4
"CXR",1983,3.7000000475
"CXR",1984,4.87500005975
"CXR",1985,4.4000000002
"CXR",1986,5.3600000858
"CXR",1987,6.80000019075
"CXR",1988,4.9799999714
"CXR",1989,4.1399998902
"CXR",1990,4.93333347633333
"CXR",1991,5.850000024
"CXR",1992,3.740000081
"CXR",1993,4.14999985725
"CXR",1994,3.96666653966667
"CXR",1995,4.566666524
"CXR",1996,3.25000003966667
"CXR",1997,3.46666667833333
"CXR",1998,4.32857138771429
"CXR",1999,4.69999996816667
"CXR",2000,4.45714283
"CXR",2001,4.77142861914286
"CXR",2002,5.46666673816667
"CXR",2003,5.54999991266667
"CXR",2004,5.54999987316667
"CXR",2005,5.5599998952
"CXR",2006,4.26696324500573
"CXR",2007,3.87452735704835
"CXR",2008,3.92857142871429
"CXR",2009,3.87923733786259
"CXR",2010,3.48767213544987
"NFK",1980,6.099999905
"NFK",1981,5.800000191
"NFK",1982,7.199999809
"NFK",1983,10
"NFK",1984,9
"NFK",1985,8.300000191
"NFK",1986,6.100000143
"NFK",1987,6.100000143
"NFK",1988,6.399999857
"NFK",1989,6.649999857
"NFK",1990,7.350000143
"NFK",1991,10.1000003805
"NFK",1992,10.700000285
"NFK",1993,10.3499999055
"NFK",1994,9.049999714
"NFK",1995,7.5
"NFK",1996,7.4000000955
"NFK",1997,7.6500000955
"NFK",1998,7.699999809
"NFK",1999,6.9500000475
"NFK",2000,6.25
"NFK",2001,6.100000143
"NFK",2002,5.850000143
"NFK",2003,5.350000143
"NFK",2004,4.7000000475
"NFK",2005,4.399999976
"NFK",2006,4.350000143
"NFK",2007,4.0500000715
"NFK",2008,4.199999809
"NFK",2009,5.849999905
"NFK",2010,5.8499999045
"Macquarie Island",1980,6.099999905
"Macquarie Island",1981,5.800000191
"Macquarie Island",1982,7.199999809
"Macquarie Island",1983,10
"Macquarie Island",1984,9
"Macquarie Island",1985,8.300000191
"Macquarie Island",1986,6.100000143
"Macquarie Island",1987,6.100000143
"Macquarie Island",1988,6.399999857
"Macquarie Island",1989,6.649999857
"Macquarie Island",1990,7.350000143
"Macquarie Island",1991,10.1000003805
"Macquarie Island",1992,10.700000285
