"rgn_id","rgn_nam","r2","r1","whence_choice","year","value_num","rgn_id_whence","rgn_nam_whence","value_num_whence"
1,"Cocos Islands",53,9,"r2",1980,6.099999905,16,"Australia",6.099999905
1,"Cocos Islands",53,9,"r2",1981,5.800000191,16,"Australia",5.800000191
1,"Cocos Islands",53,9,"r2",1982,7.199999809,16,"Australia",7.199999809
1,"Cocos Islands",53,9,"r2",1983,10,16,"Australia",10
1,"Cocos Islands",53,9,"r2",1984,9,16,"Australia",9
1,"Cocos Islands",53,9,"r2",1985,8.300000191,16,"Australia",8.300000191
1,"Cocos Islands",53,9,"r2",1986,6.100000143,16,"Australia",8.100000381
1,"Cocos Islands",53,9,"r2",1986,6.100000143,162,"New Zealand",4.099999905
1,"Cocos Islands",53,9,"r2",1987,6.100000143,16,"Australia",8.100000381
1,"Cocos Islands",53,9,"r2",1987,6.100000143,162,"New Zealand",4.099999905
1,"Cocos Islands",53,9,"r2",1988,6.399999857,16,"Australia",7.199999809
1,"Cocos Islands",53,9,"r2",1988,6.399999857,162,"New Zealand",5.599999905
1,"Cocos Islands",53,9,"r2",1989,6.649999857,16,"Australia",6.199999809
1,"Cocos Islands",53,9,"r2",1989,6.649999857,162,"New Zealand",7.099999905
1,"Cocos Islands",53,9,"r2",1990,7.350000143,16,"Australia",6.900000095
1,"Cocos Islands",53,9,"r2",1990,7.350000143,162,"New Zealand",7.800000191
1,"Cocos Islands",53,9,"r2",1991,10.1000003805,16,"Australia",9.600000381
1,"Cocos Islands",53,9,"r2",1991,10.1000003805,162,"New Zealand",10.60000038
1,"Cocos Islands",53,9,"r2",1992,10.700000285,16,"Australia",10.80000019
1,"Cocos Islands",53,9,"r2",1992,10.700000285,162,"New Zealand",10.60000038
1,"Cocos Islands",53,9,"r2",1993,10.3499999055,16,"Australia",10.89999962
1,"Cocos Islands",53,9,"r2",1993,10.3499999055,162,"New Zealand",9.800000191
1,"Cocos Islands",53,9,"r2",1994,9.049999714,16,"Australia",9.699999809
1,"Cocos Islands",53,9,"r2",1994,9.049999714,162,"New Zealand",8.399999619
1,"Cocos Islands",53,9,"r2",1995,7.5,16,"Australia",8.5
1,"Cocos Islands",53,9,"r2",1995,7.5,162,"New Zealand",6.5
1,"Cocos Islands",53,9,"r2",1996,7.4000000955,16,"Australia",8.5
1,"Cocos Islands",53,9,"r2",1996,7.4000000955,162,"New Zealand",6.300000191
1,"Cocos Islands",53,9,"r2",1997,7.6500000955,16,"Australia",8.5
1,"Cocos Islands",53,9,"r2",1997,7.6500000955,162,"New Zealand",6.800000191
1,"Cocos Islands",53,9,"r2",1998,7.699999809,16,"Australia",7.699999809
1,"Cocos Islands",53,9,"r2",1998,7.699999809,162,"New Zealand",7.699999809
1,"Cocos Islands",53,9,"r2",1999,6.9500000475,16,"Australia",6.900000095
1,"Cocos Islands",53,9,"r2",1999,6.9500000475,162,"New Zealand",7
1,"Cocos Islands",53,9,"r2",2000,6.25,16,"Australia",6.300000191
1,"Cocos Islands",53,9,"r2",2000,6.25,162,"New Zealand",6.199999809
1,"Cocos Islands",53,9,"r2",2001,6.100000143,16,"Australia",6.800000191
1,"Cocos Islands",53,9,"r2",2001,6.100000143,162,"New Zealand",5.400000095
1,"Cocos Islands",53,9,"r2",2002,5.850000143,16,"Australia",6.400000095
1,"Cocos Islands",53,9,"r2",2002,5.850000143,162,"New Zealand",5.300000191
1,"Cocos Islands",53,9,"r2",2003,5.350000143,16,"Australia",5.900000095
1,"Cocos Islands",53,9,"r2",2003,5.350000143,162,"New Zealand",4.800000191
1,"Cocos Islands",53,9,"r2",2004,4.7000000475,16,"Australia",5.400000095
1,"Cocos Islands",53,9,"r2",2004,4.7000000475,162,"New Zealand",4
1,"Cocos Islands",53,9,"r2",2005,4.399999976,16,"Australia",5
1,"Cocos Islands",53,9,"r2",2005,4.399999976,162,"New Zealand",3.799999952
1,"Cocos Islands",53,9,"r2",2006,4.350000143,16,"Australia",4.800000191
1,"Cocos Islands",53,9,"r2",2006,4.350000143,162,"New Zealand",3.900000095
1,"Cocos Islands",53,9,"r2",2007,4.0500000715,16,"Australia",4.400000095
1,"Cocos Islands",53,9,"r2",2007,4.0500000715,162,"New Zealand",3.700000048
1,"Cocos Islands",53,9,"r2",2008,4.199999809,16,"Australia",4.199999809
1,"Cocos Islands",53,9,"r2",2008,4.199999809,162,"New Zealand",4.199999809
1,"Cocos Islands",53,9,"r2",2009,5.849999905,16,"Australia",5.599999905
1,"Cocos Islands",53,9,"r2",2009,5.849999905,162,"New Zealand",6.099999905
1,"Cocos Islands",53,9,"r2",2010,5.8499999045,16,"Australia",5.199999809
1,"Cocos Islands",53,9,"r2",2010,5.8499999045,162,"New Zealand",6.5
1,"Cocos Islands",53,9,"r2",2011,5.7999999525,16,"Australia",5.099999905
1,"Cocos Islands",53,9,"r2",2011,5.7999999525,162,"New Zealand",6.5
2,"Christmas Island",53,9,"r2",1980,6.099999905,16,"Australia",6.099999905
2,"Christmas Island",53,9,"r2",1981,5.800000191,16,"Australia",5.800000191
2,"Christmas Island",53,9,"r2",1982,7.199999809,16,"Australia",7.199999809
2,"Christmas Island",53,9,"r2",1983,10,16,"Australia",10
2,"Christmas Island",53,9,"r2",1984,9,16,"Australia",9
2,"Christmas Island",53,9,"r2",1985,8.300000191,16,"Australia",8.300000191
2,"Christmas Island",53,9,"r2",1986,6.100000143,16,"Australia",8.100000381
2,"Christmas Island",53,9,"r2",1986,6.100000143,162,"New Zealand",4.099999905
2,"Christmas Island",53,9,"r2",1987,6.100000143,16,"Australia",8.100000381
2,"Christmas Island",53,9,"r2",1987,6.100000143,162,"New Zealand",4.099999905
2,"Christmas Island",53,9,"r2",1988,6.399999857,16,"Australia",7.199999809
2,"Christmas Island",53,9,"r2",1988,6.399999857,162,"New Zealand",5.599999905
2,"Christmas Island",53,9,"r2",1989,6.649999857,16,"Australia",6.199999809
2,"Christmas Island",53,9,"r2",1989,6.649999857,162,"New Zealand",7.099999905
2,"Christmas Island",53,9,"r2",1990,7.350000143,16,"Australia",6.900000095
2,"Christmas Island",53,9,"r2",1990,7.350000143,162,"New Zealand",7.800000191
2,"Christmas Island",53,9,"r2",1991,10.1000003805,16,"Australia",9.600000381
2,"Christmas Island",53,9,"r2",1991,10.1000003805,162,"New Zealand",10.60000038
2,"Christmas Island",53,9,"r2",1992,10.700000285,16,"Australia",10.80000019
2,"Christmas Island",53,9,"r2",1992,10.700000285,162,"New Zealand",10.60000038
2,"Christmas Island",53,9,"r2",1993,10.3499999055,16,"Australia",10.89999962
2,"Christmas Island",53,9,"r2",1993,10.3499999055,162,"New Zealand",9.800000191
2,"Christmas Island",53,9,"r2",1994,9.049999714,16,"Australia",9.699999809
2,"Christmas Island",53,9,"r2",1994,9.049999714,162,"New Zealand",8.399999619
2,"Christmas Island",53,9,"r2",1995,7.5,16,"Australia",8.5
2,"Christmas Island",53,9,"r2",1995,7.5,162,"New Zealand",6.5
2,"Christmas Island",53,9,"r2",1996,7.4000000955,16,"Australia",8.5
2,"Christmas Island",53,9,"r2",1996,7.4000000955,162,"New Zealand",6.300000191
2,"Christmas Island",53,9,"r2",1997,7.6500000955,16,"Australia",8.5
2,"Christmas Island",53,9,"r2",1997,7.6500000955,162,"New Zealand",6.800000191
2,"Christmas Island",53,9,"r2",1998,7.699999809,16,"Australia",7.699999809
2,"Christmas Island",53,9,"r2",1998,7.699999809,162,"New Zealand",7.699999809
2,"Christmas Island",53,9,"r2",1999,6.9500000475,16,"Australia",6.900000095
2,"Christmas Island",53,9,"r2",1999,6.9500000475,162,"New Zealand",7
2,"Christmas Island",53,9,"r2",2000,6.25,16,"Australia",6.300000191
2,"Christmas Island",53,9,"r2",2000,6.25,162,"New Zealand",6.199999809
2,"Christmas Island",53,9,"r2",2001,6.100000143,16,"Australia",6.800000191
2,"Christmas Island",53,9,"r2",2001,6.100000143,162,"New Zealand",5.400000095
2,"Christmas Island",53,9,"r2",2002,5.850000143,16,"Australia",6.400000095
2,"Christmas Island",53,9,"r2",2002,5.850000143,162,"New Zealand",5.300000191
2,"Christmas Island",53,9,"r2",2003,5.350000143,16,"Australia",5.900000095
2,"Christmas Island",53,9,"r2",2003,5.350000143,162,"New Zealand",4.800000191
2,"Christmas Island",53,9,"r2",2004,4.7000000475,16,"Australia",5.400000095
2,"Christmas Island",53,9,"r2",2004,4.7000000475,162,"New Zealand",4
2,"Christmas Island",53,9,"r2",2005,4.399999976,16,"Australia",5
2,"Christmas Island",53,9,"r2",2005,4.399999976,162,"New Zealand",3.799999952
2,"Christmas Island",53,9,"r2",2006,4.350000143,16,"Australia",4.800000191
2,"Christmas Island",53,9,"r2",2006,4.350000143,162,"New Zealand",3.900000095
2,"Christmas Island",53,9,"r2",2007,4.0500000715,16,"Australia",4.400000095
2,"Christmas Island",53,9,"r2",2007,4.0500000715,162,"New Zealand",3.700000048
2,"Christmas Island",53,9,"r2",2008,4.199999809,16,"Australia",4.199999809
2,"Christmas Island",53,9,"r2",2008,4.199999809,162,"New Zealand",4.199999809
2,"Christmas Island",53,9,"r2",2009,5.849999905,16,"Australia",5.599999905
2,"Christmas Island",53,9,"r2",2009,5.849999905,162,"New Zealand",6.099999905
2,"Christmas Island",53,9,"r2",2010,5.8499999045,16,"Australia",5.199999809
2,"Christmas Island",53,9,"r2",2010,5.8499999045,162,"New Zealand",6.5
2,"Christmas Island",53,9,"r2",2011,5.7999999525,16,"Australia",5.099999905
2,"Christmas Island",53,9,"r2",2011,5.7999999525,162,"New Zealand",6.5
3,"Norfolk Island",53,9,"r2",1980,6.099999905,16,"Australia",6.099999905
3,"Norfolk Island",53,9,"r2",1981,5.800000191,16,"Australia",5.800000191
3,"Norfolk Island",53,9,"r2",1982,7.199999809,16,"Australia",7.199999809
3,"Norfolk Island",53,9,"r2",1983,10,16,"Australia",10
3,"Norfolk Island",53,9,"r2",1984,9,16,"Australia",9
3,"Norfolk Island",53,9,"r2",1985,8.300000191,16,"Australia",8.300000191
3,"Norfolk Island",53,9,"r2",1986,6.100000143,16,"Australia",8.100000381
3,"Norfolk Island",53,9,"r2",1986,6.100000143,162,"New Zealand",4.099999905
3,"Norfolk Island",53,9,"r2",1987,6.100000143,16,"Australia",8.100000381
3,"Norfolk Island",53,9,"r2",1987,6.100000143,162,"New Zealand",4.099999905
3,"Norfolk Island",53,9,"r2",1988,6.399999857,16,"Australia",7.199999809
3,"Norfolk Island",53,9,"r2",1988,6.399999857,162,"New Zealand",5.599999905
3,"Norfolk Island",53,9,"r2",1989,6.649999857,16,"Australia",6.199999809
3,"Norfolk Island",53,9,"r2",1989,6.649999857,162,"New Zealand",7.099999905
3,"Norfolk Island",53,9,"r2",1990,7.350000143,16,"Australia",6.900000095
3,"Norfolk Island",53,9,"r2",1990,7.350000143,162,"New Zealand",7.800000191
3,"Norfolk Island",53,9,"r2",1991,10.1000003805,16,"Australia",9.600000381
3,"Norfolk Island",53,9,"r2",1991,10.1000003805,162,"New Zealand",10.60000038
3,"Norfolk Island",53,9,"r2",1992,10.700000285,16,"Australia",10.80000019
3,"Norfolk Island",53,9,"r2",1992,10.700000285,162,"New Zealand",10.60000038
3,"Norfolk Island",53,9,"r2",1993,10.3499999055,16,"Australia",10.89999962
3,"Norfolk Island",53,9,"r2",1993,10.3499999055,162,"New Zealand",9.800000191
3,"Norfolk Island",53,9,"r2",1994,9.049999714,16,"Australia",9.699999809
3,"Norfolk Island",53,9,"r2",1994,9.049999714,162,"New Zealand",8.399999619
3,"Norfolk Island",53,9,"r2",1995,7.5,16,"Australia",8.5
3,"Norfolk Island",53,9,"r2",1995,7.5,162,"New Zealand",6.5
3,"Norfolk Island",53,9,"r2",1996,7.4000000955,16,"Australia",8.5
3,"Norfolk Island",53,9,"r2",1996,7.4000000955,162,"New Zealand",6.300000191
3,"Norfolk Island",53,9,"r2",1997,7.6500000955,16,"Australia",8.5
3,"Norfolk Island",53,9,"r2",1997,7.6500000955,162,"New Zealand",6.800000191
3,"Norfolk Island",53,9,"r2",1998,7.699999809,16,"Australia",7.699999809
3,"Norfolk Island",53,9,"r2",1998,7.699999809,162,"New Zealand",7.699999809
3,"Norfolk Island",53,9,"r2",1999,6.9500000475,16,"Australia",6.900000095
3,"Norfolk Island",53,9,"r2",1999,6.9500000475,162,"New Zealand",7
3,"Norfolk Island",53,9,"r2",2000,6.25,16,"Australia",6.300000191
3,"Norfolk Island",53,9,"r2",2000,6.25,162,"New Zealand",6.199999809
3,"Norfolk Island",53,9,"r2",2001,6.100000143,16,"Australia",6.800000191
3,"Norfolk Island",53,9,"r2",2001,6.100000143,162,"New Zealand",5.400000095
3,"Norfolk Island",53,9,"r2",2002,5.850000143,16,"Australia",6.400000095
3,"Norfolk Island",53,9,"r2",2002,5.850000143,162,"New Zealand",5.300000191
3,"Norfolk Island",53,9,"r2",2003,5.350000143,16,"Australia",5.900000095
3,"Norfolk Island",53,9,"r2",2003,5.350000143,162,"New Zealand",4.800000191
3,"Norfolk Island",53,9,"r2",2004,4.7000000475,16,"Australia",5.400000095
3,"Norfolk Island",53,9,"r2",2004,4.7000000475,162,"New Zealand",4
3,"Norfolk Island",53,9,"r2",2005,4.399999976,16,"Australia",5
3,"Norfolk Island",53,9,"r2",2005,4.399999976,162,"New Zealand",3.799999952
3,"Norfolk Island",53,9,"r2",2006,4.350000143,16,"Australia",4.800000191
3,"Norfolk Island",53,9,"r2",2006,4.350000143,162,"New Zealand",3.900000095
3,"Norfolk Island",53,9,"r2",2007,4.0500000715,16,"Australia",4.400000095
3,"Norfolk Island",53,9,"r2",2007,4.0500000715,162,"New Zealand",3.700000048
3,"Norfolk Island",53,9,"r2",2008,4.199999809,16,"Australia",4.199999809
3,"Norfolk Island",53,9,"r2",2008,4.199999809,162,"New Zealand",4.199999809
3,"Norfolk Island",53,9,"r2",2009,5.849999905,16,"Australia",5.599999905
3,"Norfolk Island",53,9,"r2",2009,5.849999905,162,"New Zealand",6.099999905
3,"Norfolk Island",53,9,"r2",2010,5.8499999045,16,"Australia",5.199999809
3,"Norfolk Island",53,9,"r2",2010,5.8499999045,162,"New Zealand",6.5
3,"Norfolk Island",53,9,"r2",2011,5.7999999525,16,"Australia",5.099999905
3,"Norfolk Island",53,9,"r2",2011,5.7999999525,162,"New Zealand",6.5
4,"Macquarie Island",53,9,"r2",1980,6.099999905,16,"Australia",6.099999905
4,"Macquarie Island",53,9,"r2",1981,5.800000191,16,"Australia",5.800000191
4,"Macquarie Island",53,9,"r2",1982,7.199999809,16,"Australia",7.199999809
4,"Macquarie Island",53,9,"r2",1983,10,16,"Australia",10
4,"Macquarie Island",53,9,"r2",1984,9,16,"Australia",9
4,"Macquarie Island",53,9,"r2",1985,8.300000191,16,"Australia",8.300000191
4,"Macquarie Island",53,9,"r2",1986,6.100000143,16,"Australia",8.100000381
4,"Macquarie Island",53,9,"r2",1986,6.100000143,162,"New Zealand",4.099999905
4,"Macquarie Island",53,9,"r2",1987,6.100000143,16,"Australia",8.100000381
4,"Macquarie Island",53,9,"r2",1987,6.100000143,162,"New Zealand",4.099999905
4,"Macquarie Island",53,9,"r2",1988,6.399999857,16,"Australia",7.199999809
4,"Macquarie Island",53,9,"r2",1988,6.399999857,162,"New Zealand",5.599999905
4,"Macquarie Island",53,9,"r2",1989,6.649999857,16,"Australia",6.199999809
4,"Macquarie Island",53,9,"r2",1989,6.649999857,162,"New Zealand",7.099999905
4,"Macquarie Island",53,9,"r2",1990,7.350000143,16,"Australia",6.900000095
4,"Macquarie Island",53,9,"r2",1990,7.350000143,162,"New Zealand",7.800000191
4,"Macquarie Island",53,9,"r2",1991,10.1000003805,16,"Australia",9.600000381
4,"Macquarie Island",53,9,"r2",1991,10.1000003805,162,"New Zealand",10.60000038
4,"Macquarie Island",53,9,"r2",1992,10.700000285,16,"Australia",10.80000019
4,"Macquarie Island",53,9,"r2",1992,10.700000285,162,"New Zealand",10.60000038
4,"Macquarie Island",53,9,"r2",1993,10.3499999055,16,"Australia",10.89999962
4,"Macquarie Island",53,9,"r2",1993,10.3499999055,162,"New Zealand",9.800000191
4,"Macquarie Island",53,9,"r2",1994,9.049999714,16,"Australia",9.699999809
4,"Macquarie Island",53,9,"r2",1994,9.049999714,162,"New Zealand",8.399999619
4,"Macquarie Island",53,9,"r2",1995,7.5,16,"Australia",8.5
4,"Macquarie Island",53,9,"r2",1995,7.5,162,"New Zealand",6.5
4,"Macquarie Island",53,9,"r2",1996,7.4000000955,16,"Australia",8.5
4,"Macquarie Island",53,9,"r2",1996,7.4000000955,162,"New Zealand",6.300000191
