"rgn_id","LCU","year"
1,89.1697886588333,1980
1,89.969066552,1981
1,89.9011158005,1982
1,98.486270719,1983
1,102.705764615833,1984
1,89.710704028,1985
1,89.8985071974286,1986
1,109.937080831286,1987
1,167.939298972286,1988
1,213.618105102,1989
1,255.328459676,1990
1,354.360987334143,1991
1,427.577577159571,1992
1,560.6089671885,1993
1,602.591286816,1994
1,673.104613714125,1995
1,711.687846355125,1996
1,749.165984242625,1997
1,905.9952740915,1998
1,853.214407168333,1999
1,898.290435081889,2000
1,934.024749734556,2001
1,957.578859423111,2002
1,989.573273148333,2003
1,1038.00780088722,2004
1,1107.48611539511,2005
1,1175.98994332022,2006
1,1248.56614438767,2007
1,1456.42941968133,2008
1,1538.28405978356,2009
1,1660.23228890956,2010
1,1848.48466429811,2011
2,89.1697886588333,1980
2,89.969066552,1981
2,89.9011158005,1982
2,98.486270719,1983
2,102.705764615833,1984
2,89.710704028,1985
2,89.8985071974286,1986
2,109.937080831286,1987
2,167.939298972286,1988
2,213.618105102,1989
2,255.328459676,1990
2,354.360987334143,1991
2,427.577577159571,1992
2,560.6089671885,1993
2,602.591286816,1994
2,673.104613714125,1995
2,711.687846355125,1996
2,749.165984242625,1997
2,905.9952740915,1998
2,853.214407168333,1999
2,898.290435081889,2000
2,934.024749734556,2001
2,957.578859423111,2002
2,989.573273148333,2003
2,1038.00780088722,2004
2,1107.48611539511,2005
2,1175.98994332022,2006
2,1248.56614438767,2007
2,1456.42941968133,2008
2,1538.28405978356,2009
2,1660.23228890956,2010
2,1848.48466429811,2011
3,0.9446447415,1980
3,0.9818341115,1981
3,1.0193241795,1982
3,1.064428303,1983
3,1.09673144,1984
3,1.1682786705,1985
3,1.2783761015,1986
3,1.362906651,1987
3,1.415383217,1988
3,1.4495148115,1989
3,1.450358827,1990
3,1.4144381,1991
3,1.3984686,1992
3,1.3949978645,1993
3,1.384557228,1994
3,1.3873812505,1995
3,1.3928015955,1996
3,1.3826353595,1997
3,1.3749364285,1998
3,1.365805,1999
3,1.3786216415,2000
3,1.4013831145,2001
3,1.4027258215,2002
3,1.424306467,2003
3,1.4367952695,2004
3,1.46167814,2005
3,1.447155366,2006
3,1.464821989,2007
3,1.484890711,2008
3,1.4454052255,2009
3,1.495043118,2010
3,1.487196961,2011
4,0.9446447415,1980
4,0.9818341115,1981
4,1.0193241795,1982
4,1.064428303,1983
4,1.09673144,1984
4,1.1682786705,1985
4,1.2783761015,1986
4,1.362906651,1987
4,1.415383217,1988
4,1.4495148115,1989
4,1.450358827,1990
4,1.4144381,1991
4,1.3984686,1992
4,1.3949978645,1993
4,1.384557228,1994
4,1.3873812505,1995
4,1.3928015955,1996
4,1.3826353595,1997
4,1.3749364285,1998
4,1.365805,1999
4,1.3786216415,2000
4,1.4013831145,2001
4,1.4027258215,2002
4,1.424306467,2003
4,1.4367952695,2004
4,1.46167814,2005
4,1.447155366,2006
4,1.464821989,2007
4,1.484890711,2008
4,1.4454052255,2009
4,1.495043118,2010
4,1.487196961,2011
5,17.235865579,1980
5,16.8988963756667,1981
