"rgn_id","value_num","year","whencev01","whence_choice"
1,6.099999905,1980,"SG","r2"
1,5.800000191,1981,"SG","r2"
1,7.199999809,1982,"SG","r2"
1,10,1983,"SG","r2"
1,9,1984,"SG","r2"
1,8.300000191,1985,"SG","r2"
1,6.100000143,1986,"SG","r2"
1,6.100000143,1987,"SG","r2"
1,6.399999857,1988,"SG","r2"
1,6.649999857,1989,"SG","r2"
1,7.350000143,1990,"SG","r2"
1,10.1000003805,1991,"SG","r2"
1,10.700000285,1992,"SG","r2"
1,10.3499999055,1993,"SG","r2"
1,9.049999714,1994,"SG","r2"
1,7.5,1995,"SG","r2"
1,7.4000000955,1996,"SG","r2"
1,7.6500000955,1997,"SG","r2"
1,7.699999809,1998,"SG","r2"
1,6.9500000475,1999,"SG","r2"
1,6.25,2000,"SG","r2"
1,6.100000143,2001,"SG","r2"
1,5.850000143,2002,"SG","r2"
1,5.350000143,2003,"SG","r2"
1,4.7000000475,2004,"SG","r2"
1,4.399999976,2005,"SG","r2"
1,4.350000143,2006,"SG","r2"
1,4.0500000715,2007,"SG","r2"
1,4.199999809,2008,"SG","r2"
1,5.849999905,2009,"SG","r2"
1,5.8499999045,2010,"SG","r2"
1,5.7999999525,2011,"SG","r2"
2,6.099999905,1980,"SG","r2"
2,5.800000191,1981,"SG","r2"
2,7.199999809,1982,"SG","r2"
2,10,1983,"SG","r2"
2,9,1984,"SG","r2"
2,8.300000191,1985,"SG","r2"
2,6.100000143,1986,"SG","r2"
2,6.100000143,1987,"SG","r2"
2,6.399999857,1988,"SG","r2"
2,6.649999857,1989,"SG","r2"
2,7.350000143,1990,"SG","r2"
2,10.1000003805,1991,"SG","r2"
2,10.700000285,1992,"SG","r2"
2,10.3499999055,1993,"SG","r2"
2,9.049999714,1994,"SG","r2"
2,7.5,1995,"SG","r2"
2,7.4000000955,1996,"SG","r2"
2,7.6500000955,1997,"SG","r2"
2,7.699999809,1998,"SG","r2"
2,6.9500000475,1999,"SG","r2"
2,6.25,2000,"SG","r2"
2,6.100000143,2001,"SG","r2"
2,5.850000143,2002,"SG","r2"
2,5.350000143,2003,"SG","r2"
2,4.7000000475,2004,"SG","r2"
2,4.399999976,2005,"SG","r2"
2,4.350000143,2006,"SG","r2"
2,4.0500000715,2007,"SG","r2"
2,4.199999809,2008,"SG","r2"
2,5.849999905,2009,"SG","r2"
2,5.8499999045,2010,"SG","r2"
2,5.7999999525,2011,"SG","r2"
3,6.099999905,1980,"SG","r2"
3,5.800000191,1981,"SG","r2"
3,7.199999809,1982,"SG","r2"
3,10,1983,"SG","r2"
3,9,1984,"SG","r2"
3,8.300000191,1985,"SG","r2"
3,6.100000143,1986,"SG","r2"
3,6.100000143,1987,"SG","r2"
3,6.399999857,1988,"SG","r2"
3,6.649999857,1989,"SG","r2"
3,7.350000143,1990,"SG","r2"
3,10.1000003805,1991,"SG","r2"
3,10.700000285,1992,"SG","r2"
3,10.3499999055,1993,"SG","r2"
3,9.049999714,1994,"SG","r2"
3,7.5,1995,"SG","r2"
3,7.4000000955,1996,"SG","r2"
3,7.6500000955,1997,"SG","r2"
3,7.699999809,1998,"SG","r2"
3,6.9500000475,1999,"SG","r2"
3,6.25,2000,"SG","r2"
3,6.100000143,2001,"SG","r2"
3,5.850000143,2002,"SG","r2"
3,5.350000143,2003,"SG","r2"
3,4.7000000475,2004,"SG","r2"
3,4.399999976,2005,"SG","r2"
3,4.350000143,2006,"SG","r2"
3,4.0500000715,2007,"SG","r2"
3,4.199999809,2008,"SG","r2"
3,5.849999905,2009,"SG","r2"
3,5.8499999045,2010,"SG","r2"
3,5.7999999525,2011,"SG","r2"
4,6.099999905,1980,"SG","r2"
4,5.800000191,1981,"SG","r2"
4,7.199999809,1982,"SG","r2"
4,10,1983,"SG","r2"
4,9,1984,"SG","r2"
4,8.300000191,1985,"SG","r2"
4,6.100000143,1986,"SG","r2"
4,6.100000143,1987,"SG","r2"
4,6.399999857,1988,"SG","r2"
4,6.649999857,1989,"SG","r2"
4,7.350000143,1990,"SG","r2"
4,10.1000003805,1991,"SG","r2"
4,10.700000285,1992,"SG","r2"
4,10.3499999055,1993,"SG","r2"
4,9.049999714,1994,"SG","r2"
4,7.5,1995,"SG","r2"
4,7.4000000955,1996,"SG","r2"
4,7.6500000955,1997,"SG","r2"
4,7.699999809,1998,"SG","r2"
4,6.9500000475,1999,"SG","r2"
4,6.25,2000,"SG","r2"
4,6.100000143,2001,"SG","r2"
4,5.850000143,2002,"SG","r2"
4,5.350000143,2003,"SG","r2"
4,4.7000000475,2004,"SG","r2"
4,4.399999976,2005,"SG","r2"
4,4.350000143,2006,"SG","r2"
4,4.0500000715,2007,"SG","r2"
4,4.199999809,2008,"SG","r2"
4,5.849999905,2009,"SG","r2"
4,5.8499999045,2010,"SG","r2"
4,5.7999999525,2011,"SG","r2"
5,18.60000038,1996,"OD","OD"
6,4.599999905,2009,"OD","OD"
7,31.89999962,1999,"OD","OD"
8,4.199999809,2005,"OD","OD"
9,9.799999714,1980,"SG","r2"
9,8.699999809,1981,"SG","r2"
9,9.600000381,1982,"SG","r2"
9,9.300000191,1983,"SG","r2"
9,18.099999428,1984,"SG","r2"
9,17.69999981,1985,"SG","r2"
9,6.300000191,1986,"SG","r2"
9,4.400000095,1987,"SG","r2"
9,8.4000000955,1988,"SG","r2"
9,2.799999952,1989,"SG","r2"
9,2.799999952,1990,"SG","r2"
9,3.5,1991,"SG","r2"
9,3.900000095,1992,"SG","r2"
9,5.5,1993,"SG","r2"
9,7.933333079,1994,"SG","r1"
9,6.80000003166667,1995,"SG","r1"
9,10.5000001904,1996,"SG","r1"
9,9.699999809,1997,"SG","r2"
9,7.699999809,1998,"SG","r2"
9,22.44999981,1999,"SG","r2"
9,19.100000142,2000,"SG","r2"
9,13,2001,"SG","r2"
9,11.39999962,2002,"SG","r2"
9,4.599999905,2003,"SG","r2"
9,4.7000000475,2004,"SG","r1"
9,5.3499999045,2005,"SG","r2"
9,7.50075182878459,2006,"SG","r2"
9,6.89624055774448,2007,"SG","r2"
9,4.11311466662369,2008,"SG","r2"
9,-3.09714306664455,2009,"SG","r2"
9,-9.11756779881125,2010,"SG","r2"
9,-5.76285701528604,2011,"SG","r2"
10,9.799999714,1980,"SG","r2"
10,8.699999809,1981,"SG","r2"
10,9.600000381,1982,"SG","r2"
10,9.300000191,1983,"SG","r2"
10,18.099999428,1984,"SG","r2"
10,17.69999981,1985,"SG","r2"
10,6.300000191,1986,"SG","r2"
10,4.400000095,1987,"SG","r2"
10,8.4000000955,1988,"SG","r2"
10,2.799999952,1989,"SG","r2"
10,2.799999952,1990,"SG","r2"
10,3.5,1991,"SG","r2"
10,3.900000095,1992,"SG","r2"
10,5.5,1993,"SG","r2"
10,7.933333079,1994,"SG","r1"
10,6.80000003166667,1995,"SG","r1"
10,10.5000001904,1996,"SG","r1"
10,9.699999809,1997,"SG","r2"
10,7.699999809,1998,"SG","r2"
10,22.44999981,1999,"SG","r2"
10,19.100000142,2000,"SG","r2"
10,13,2001,"SG","r2"
10,11.39999962,2002,"SG","r2"
10,4.599999905,2003,"SG","r2"
10,4.7000000475,2004,"SG","r1"
10,5.3499999045,2005,"SG","r2"
10,7.50075182878459,2006,"SG","r2"
10,6.89624055774448,2007,"SG","r2"
10,4.11311466662369,2008,"SG","r2"
10,-3.09714306664455,2009,"SG","r2"
10,-9.11756779881125,2010,"SG","r2"
10,-5.76285701528604,2011,"SG","r2"
11,9.699999809,1980,"OD","OD"
11,12.5,1988,"OD","OD"
11,30.89999962,1999,"OD","OD"
12,9.799999714,1980,"SG","r2"
12,8.699999809,1981,"SG","r2"
12,9.600000381,1982,"SG","r2"
12,9.300000191,1983,"SG","r2"
12,18.099999428,1984,"SG","r2"
12,17.69999981,1985,"SG","r2"
12,6.300000191,1986,"SG","r2"
12,4.400000095,1987,"SG","r2"
12,8.4000000955,1988,"SG","r2"
12,2.799999952,1989,"SG","r2"
12,2.799999952,1990,"SG","r2"
12,3.5,1991,"SG","r2"
12,3.900000095,1992,"SG","r2"
12,5.5,1993,"SG","r2"
12,7.933333079,1994,"SG","r1"
12,6.80000003166667,1995,"SG","r1"
12,10.5000001904,1996,"SG","r1"
12,9.699999809,1997,"SG","r2"
12,7.699999809,1998,"SG","r2"
12,22.44999981,1999,"SG","r2"
12,19.100000142,2000,"SG","r2"
12,13,2001,"SG","r2"
12,11.39999962,2002,"SG","r2"
12,4.599999905,2003,"SG","r2"
12,4.7000000475,2004,"SG","r1"
12,5.3499999045,2005,"SG","r2"
12,7.50075182878459,2006,"SG","r2"
12,6.89624055774448,2007,"SG","r2"
12,4.11311466662369,2008,"SG","r2"
12,-3.09714306664455,2009,"SG","r2"
12,-9.11756779881125,2010,"SG","r2"
12,-5.76285701528604,2011,"SG","r2"
13,9.899999619,1980,"OD","OD"
13,8.699999809,1981,"OD","OD"
13,9.600000381,1982,"OD","OD"
13,9.300000191,1983,"OD","OD"
13,18.099999428,1984,"OD","OD"
13,17.69999981,1985,"OD","OD"
13,6.300000191,1986,"OD","OD"
13,4.400000095,1987,"OD","OD"
13,4.300000191,1988,"OD","OD"
13,2.799999952,1989,"OD","OD"
13,2.799999952,1990,"OD","OD"
13,3.5,1991,"OD","OD"
13,3.900000095,1992,"OD","OD"
13,5.5,1993,"OD","OD"
13,9.699999809,1997,"OD","OD"
13,7.699999809,1998,"OD","OD"
13,14,1999,"OD","OD"
13,19.100000142,2000,"OD","OD"
13,13,2001,"OD","OD"
13,11.39999962,2002,"OD","OD"
13,4.599999905,2003,"OD","OD"
13,6.5,2005,"OD","OD"
13,7.50075182878459,2006,"OD","OD"
13,6.89624055774448,2007,"OD","OD"
13,4.11311466662369,2008,"OD","OD"
13,-3.09714306664455,2009,"OD","OD"
13,-9.11756779881125,2010,"OD","OD"
13,-5.76285701528604,2011,"OD","OD"
14,5.26666665066667,1980,"SG","r2"
14,4.699999968,1981,"SG","r2"
14,4.5,1982,"SG","r2"
14,4.5,1983,"SG","r2"
14,4.06666664266667,1984,"SG","r2"
14,3.866666635,1985,"SG","r2"
14,3.799999952,1986,"SG","r2"
14,3.23333334933333,1987,"SG","r2"
14,2.799999992,1988,"SG","r2"
14,4.06666664333333,1989,"SG","r2"
14,3.833333254,1990,"SG","r2"
14,3.86666663466667,1991,"SG","r2"
