"cntry_key","year","LCU"
"Macquarie Island",1993,1.3949978645
"Macquarie Island",1994,1.384557228
"Macquarie Island",1995,1.3873812505
"Macquarie Island",1996,1.3928015955
"Macquarie Island",1997,1.3826353595
"Macquarie Island",1998,1.3749364285
"Macquarie Island",1999,1.365805
"Macquarie Island",2000,1.3786216415
"Macquarie Island",2001,1.4013831145
"Macquarie Island",2002,1.4027258215
"Macquarie Island",2003,1.424306467
"Macquarie Island",2004,1.4367952695
"Macquarie Island",2005,1.46167814
"Macquarie Island",2006,1.447155366
"Macquarie Island",2007,1.464821989
"Macquarie Island",2008,1.484890711
"Macquarie Island",2009,1.4454052255
"Macquarie Island",2010,1.495043118
"Macquarie Island",2011,1.487196961
"NCL",1980,17.235865579
"NCL",1981,16.8988963756667
"NCL",1982,15.7123889173333
"NCL",1983,15.4304182376667
"NCL",1984,16.644569421
"NCL",1985,15.640915418
"NCL",1986,14.8714637366667
"NCL",1987,16.7801161276667
"NCL",1988,17.79436618
"NCL",1989,18.2241626663333
"NCL",1990,13.430255779
"NCL",1991,14.29908213075
"NCL",1992,14.44154075
"NCL",1993,14.4764844345
"NCL",1994,14.544279669
"NCL",1995,14.5019719905
"NCL",1996,14.59821917375
"NCL",1997,14.80434410125
"NCL",1998,15.78534466075
"NCL",1999,16.06611427375
"NCL",2000,16.12355854475
"NCL",2001,16.360137314
"NCL",2002,16.63766926825
"NCL",2003,16.46656559925
"NCL",2004,16.38102132475
"NCL",2005,16.02479949725
"NCL",2006,16.14723842875
"NCL",2007,16.61865517025
"NCL",2008,17.40711957675
"NCL",2009,17.5818841015
"NCL",2010,17.87275113575
"NCL",2011,17.9945329885
"VUT",1980,50.18591238
"VUT",1981,49.30383745
"VUT",1982,45.70673536
"VUT",1983,44.7633597
"VUT",1984,48.39201162
"VUT",1985,45.34227599
"VUT",1986,43.03122802
"VUT",1987,48.68574369
"VUT",1988,51.66344898
"VUT",1989,53.00144885
"VUT",1990,50.55570443
"VUT",1991,53.92796414
"VUT",1992,54.28298881
"VUT",1993,54.20656057
"VUT",1994,54.37130216
"VUT",1995,54.04562497
"VUT",1996,54.20842114
"VUT",1997,54.87325899
"VUT",1998,58.5271101
"VUT",1999,59.45512002
"VUT",2000,59.46726191
"VUT",2001,60.31358391
"VUT",2002,61.00140019
"VUT",2003,60.21396766
"VUT",2004,59.81025717
"VUT",2005,58.13301
"VUT",2006,58.49722731
"VUT",2007,59.96019819
"VUT",2008,62.95760358
"VUT",2009,63.85596119
"VUT",2010,64.6590037
"VUT",2011,64.65949387
"SLB",1990,1.46260281
"SLB",1991,1.517042687
"SLB",1992,1.681354432
"SLB",1993,1.86884442
"SLB",1994,1.958798104
"SLB",1995,2.045277715
"SLB",1996,2.253923574
"SLB",1997,2.349675283
"SLB",1998,2.447017175
"SLB",1999,2.491703968
"SLB",2000,2.699953281
"SLB",2001,2.738714459
"SLB",2002,3.024650586
"SLB",2003,3.012694191
"SLB",2004,3.140325159
"SLB",2005,3.200554
"SLB",2006,3.232706319
"SLB",2007,3.662145313
"SLB",2008,3.72560327
"SLB",2009,3.61838452
"SLB",2010,3.770841384
"SLB",2011,4.098776657
"PLW",1991,0.389448676
"PLW",1992,0.400671712
"PLW",1993,0.411582074
"PLW",1994,0.413664495
"PLW",1995,0.415630698
"PLW",1996,0.420290196
"PLW",1997,0.421733513
"PLW",1998,0.422527493
"PLW",1999,0.425802733
"PLW",2000,0.580031597
"PLW",2001,0.570331609
"PLW",2002,0.551893833
"PLW",2003,0.547480128
"PLW",2004,0.559534889
"PLW",2005,0.565869116
"PLW",2006,0.566876878
"PLW",2007,0.551886875
"PLW",2008,0.572600316
"PLW",2009,0.589536912
"PLW",2010,0.583310287
"PLW",2011,0.580764692
"FSM",1986,0.783678767
"FSM",1987,0.782449305
"FSM",1988,0.787869773
"FSM",1989,0.795182457
"FSM",1990,0.804047081
"FSM",1991,0.817290058
"FSM",1992,0.824687932
"FSM",1993,0.83130397
"FSM",1994,0.836021213
"FSM",1995,0.836826358
"FSM",1996,0.836224573
"FSM",1997,0.825713863
"FSM",1998,0.839619997
"FSM",1999,0.819961783
"FSM",2000,0.811280161
"FSM",2001,0.802490886
"FSM",2002,0.789835638
"FSM",2003,0.770513627
"FSM",2004,0.757310613
"FSM",2005,0.7482744
"FSM",2006,0.735217456
"FSM",2007,0.737890659
"FSM",2008,0.756666491
"FSM",2009,0.788898674
"FSM",2010,0.804705848
"FSM",2011,0.814559112
"NRU",1980,0.42564966
"NRU",1981,0.41910877
"NRU",1982,0.424155817
"NRU",1983,0.418286455
"NRU",1984,0.407796509
"NRU",1985,0.387510663
"NRU",1986,0.580196539
"NRU",1987,0.600807743
"NRU",1988,0.5918154595
"NRU",1989,0.5950741255
"NRU",1990,0.5834371865
"NRU",1991,0.608319011666667
"NRU",1992,0.624266113
"NRU",1993,0.629797346666667
"NRU",1994,0.633058178333333
"NRU",1995,0.633484008333333
"NRU",1996,0.642032110666667
"NRU",1997,0.638658758333333
"NRU",1998,0.647691714666667
"NRU",1999,0.644092345333333
"NRU",2000,0.688431507
"NRU",2001,0.695176909666667
"NRU",2002,0.690859591333333
"NRU",2003,0.680467646666667
"NRU",2004,0.663408943
"NRU",2005,0.658805405333333
"NRU",2006,0.649403811666667
"NRU",2007,0.649284270333333
"NRU",2008,0.675391548333333
"NRU",2009,0.691781381
"NRU",2010,0.688957361333333
"NRU",2011,0.692934718666667
"MHL",1980,0.42564966
"MHL",1981,0.41910877
"MHL",1982,0.424155817
"MHL",1983,0.418286455
"MHL",1984,0.407796509
"MHL",1985,0.387510663
"MHL",1986,0.580196539
"MHL",1987,0.600807743
"MHL",1988,0.5918154595
"MHL",1989,0.5950741255
"MHL",1990,0.5834371865
"MHL",1991,0.608319011666667
"MHL",1992,0.624266113
"MHL",1993,0.629797346666667
"MHL",1994,0.633058178333333
"MHL",1995,0.633484008333333
"MHL",1996,0.642032110666667
"MHL",1997,0.638658758333333
"MHL",1998,0.647691714666667
"MHL",1999,0.644092345333333
"MHL",2000,0.688431507
"MHL",2001,0.695176909666667
"MHL",2002,0.690859591333333
"MHL",2003,0.680467646666667
"MHL",2004,0.663408943
"MHL",2005,0.658805405333333
"MHL",2006,0.649403811666667
"MHL",2007,0.649284270333333
"MHL",2008,0.675391548333333
"MHL",2009,0.691781381
"MHL",2010,0.688957361333333
"MHL",2011,0.692934718666667
"Wake Island",1980,0.42564966
"Wake Island",1981,0.41910877
"Wake Island",1982,0.424155817
"Wake Island",1983,0.418286455
"Wake Island",1984,0.407796509
"Wake Island",1985,0.387510663
"Wake Island",1986,0.580196539
"Wake Island",1987,0.600807743
"Wake Island",1988,0.5918154595
"Wake Island",1989,0.5950741255
"Wake Island",1990,0.5834371865
"Wake Island",1991,0.608319011666667
"Wake Island",1992,0.624266113
"Wake Island",1993,0.629797346666667
"Wake Island",1994,0.633058178333333
"Wake Island",1995,0.633484008333333
"Wake Island",1996,0.642032110666667
"Wake Island",1997,0.638658758333333
"Wake Island",1998,0.647691714666667
"Wake Island",1999,0.644092345333333
"Wake Island",2000,0.688431507
"Wake Island",2001,0.695176909666667
"Wake Island",2002,0.690859591333333
"Wake Island",2003,0.680467646666667
"Wake Island",2004,0.663408943
"Wake Island",2005,0.658805405333333
"Wake Island",2006,0.649403811666667
"Wake Island",2007,0.649284270333333
"Wake Island",2008,0.675391548333333
"Wake Island",2009,0.691781381
"Wake Island",2010,0.688957361333333
"Wake Island",2011,0.692934718666667
"GUM",1980,0.320662708023969
"MNP",1980,0.104986951976031
"GUM",1981,0.315735135662495
"MNP",1981,0.103373634337506
"GUM",1982,0.319537323026028
"MNP",1982,0.104618493973972
"GUM",1983,0.315115645552368
"MNP",1983,0.103170809447632
"GUM",1984,0.307213056152002
"MNP",1984,0.100583452847998
"GUM",1985,0.291930736149874
"MNP",1985,0.0955799268501261
"GUM",1986,0.437090431088032
"MNP",1986,0.143106107911968
"GUM",1987,0.452617859185295
"MNP",1987,0.148189883814705
"GUM",1988,0.445843532199038
"MNP",1988,0.145971927300962
"GUM",1989,0.448298444682947
"MNP",1989,0.146775680817053
"GUM",1990,0.43953176935458
"MNP",1990,0.14390541714542
"GUM",1991,0.458276465259006
"MNP",1991,0.150042546407661
"GUM",1992,0.470290196689401
"MNP",1992,0.153975916310599
"GUM",1993,0.474457145551211
"MNP",1993,0.155340201115456
"GUM",1994,0.476913689537746
"MNP",1994,0.156144488795587
"GUM",1995,0.477234488104712
"MNP",1995,0.15624952022862
"GUM",1996,0.483674191692571
"MNP",1996,0.158357918974096
"GUM",1997,0.481132880384286
"MNP",1997,0.157525877949047
"GUM",1998,0.487937848205261
"MNP",1998,0.159753866461406
"GUM",1999,0.485226267236055
"MNP",1999,0.158866078097278
"GUM",2000,0.518629126412651
"MNP",2000,0.169802380587349
"GUM",2001,0.523710768168938
"MNP",2001,0.171466141497729
"GUM",2002,0.520458321102098
"MNP",2002,0.170401270231235
"GUM",2003,0.512629560899521
"MNP",2003,0.167838085767146
"GUM",2004,0.499778405061333
"MNP",2004,0.163630537938667
"GUM",2005,0.496310334971288
"MNP",2005,0.162495070362045
"GUM",2006,0.489227654616524
"MNP",2006,0.160176157050143
"GUM",2007,0.489137598283182
"MNP",2007,0.160146672050151
"GUM",2008,0.508805487745644
"MNP",2008,0.166586060587689
"GUM",2009,0.521152750344076
"MNP",2009,0.170628630655924
"GUM",2010,0.519025278202253
"MNP",2010,0.16993208313108
"GUM",2011,0.522021616019805
"MNP",2011,0.170913102646862
"TWN",1980,170.40144571275
"TWN",1981,174.72209101925
"TWN",1982,138.3561209404
"TWN",1983,137.885453985
"TWN",1984,137.7834551334
"TWN",1985,138.0181217768
"TWN",1986,139.7120112722
"TWN",1987,140.3443112582
"TWN",1988,142.3250238302
"TWN",1989,143.8091580572
"TWN",1990,149.7907839024
"TWN",1991,156.6470839936
"TWN",1992,162.839433409
"TWN",1993,167.5045617662
"TWN",1994,174.0101421754
"TWN",1995,180.2933358134
"TWN",1996,183.8081988804
"TWN",1997,186.4465022586
"TWN",1998,191.6210199898
"TWN",1999,186.745925774
"TWN",2000,183.4916378008
"TWN",2001,184.7212231382
"TWN",2002,185.78512701
"TWN",2003,189.7734754924
"TWN",2004,188.9241640196
"TWN",2005,186.5753961158
"TWN",2006,182.8262004236
"TWN",2007,180.7617162252
"TWN",2008,183.6291094998
"TWN",2009,188.6908294116
"TWN",2010,191.6204102566
"TWN",2011,191.648056676
"PHL",1980,3.837112212
"PHL",1981,3.91888312
"PHL",1982,4.015234485
"PHL",1983,4.411767601
"PHL",1984,6.519956298
"PHL",1985,7.442325643
"PHL",1986,7.494513293
"PHL",1987,7.827136584
"PHL",1988,8.293415221
"PHL",1989,8.714514975
"PHL",1990,9.485166733
"PHL",1991,10.68950124
"PHL",1992,11.29945901
"PHL",1993,11.8124808
"PHL",1994,12.73344654
"PHL",1995,13.3835705
"PHL",1996,14.15818795
"PHL",1997,14.75500672
"PHL",1998,17.80726647
"PHL",1999,18.70560518
"PHL",2000,19.35487115
"PHL",2001,19.97608856
"PHL",2002,20.47504832
"PHL",2003,20.69459758
"PHL",2004,21.23916629
"PHL",2005,21.75488738
"PHL",2006,22.11802016
"PHL",2007,22.15912098
"PHL",2008,23.31632146
"PHL",2009,23.75416718
"PHL",2010,24.43035142
"PHL",2011,24.89331044
"AUS",1980,0.996436406
"AUS",1981,1.002750427
"AUS",1982,1.058325943
"AUS",1983,1.105293947
"AUS",1984,1.130957919
"AUS",1985,1.155725545
"AUS",1986,1.199022372
"AUS",1987,1.249443272
"AUS",1988,1.312294359
"AUS",1989,1.36094773
"AUS",1990,1.37395579
"AUS",1991,1.352683717
"AUS",1992,1.330836568
"AUS",1993,1.32060643
"AUS",1994,1.309541343
"AUS",1995,1.313968179
"AUS",1996,1.316412304
"AUS",1997,1.312140616
"AUS",1998,1.299786536
"AUS",1999,1.29695
"AUS",2000,1.315664023
"AUS",2001,1.330163823
"AUS",2002,1.336489854
"AUS",2003,1.351227003
"AUS",2004,1.363263085
"AUS",2005,1.388355787
"AUS",2006,1.407821721
"AUS",2007,1.423403959
"AUS",2008,1.479072714
"AUS",2009,1.436856445
"AUS",2010,1.498182762
"AUS",2011,1.493079081
"PNG",1980,0.577389596
"PNG",1981,0.521029962
"PNG",1982,0.509174714
"PNG",1983,0.581197085
"PNG",1984,0.60182549
"PNG",1985,0.593452123
"PNG",1986,0.588349185
"PNG",1987,0.617167446
"PNG",1988,0.643658694
"PNG",1989,0.604547929
"PNG",1990,0.60656121
"PNG",1991,0.627659167
"PNG",1992,0.63239031
"PNG",1993,0.603378713
"PNG",1994,0.634229227
"PNG",1995,0.718057747
"PNG",1996,0.718348083
"PNG",1997,0.764147695
"PNG",1998,0.863158164
"PNG",1999,0.944846006
"PNG",2000,1.046010853
"PNG",2001,1.093539566
"PNG",2002,1.208318607
"PNG",2003,1.248942833
"PNG",2004,1.190586664
"PNG",2005,1.335891
"PNG",2006,1.422363907
"PNG",2007,1.414839906
"PNG",2008,1.492617348
"PNG",2009,1.41650169
"PNG",2010,1.527229242
"PNG",2011,1.564010634
"FJI",1980,0.944294761
"FJI",1981,0.871821715
"FJI",1982,0.921256678
"FJI",1983,0.946697928
"FJI",1984,0.939871153
"FJI",1985,0.987018141
"FJI",1986,0.994814005
"FJI",1987,1.037437247
"FJI",1988,1.075990866
"FJI",1989,1.06649122
"FJI",1990,1.096154666
"FJI",1991,1.123662529
"FJI",1992,1.169429448
"FJI",1993,1.227154035
"FJI",1994,1.212789185
"FJI",1995,1.19892753
"FJI",1996,1.212183898
"FJI",1997,1.230294437
"FJI",1998,1.304093204
"FJI",1999,1.372787101
"FJI",2000,1.281008135
"FJI",2001,1.294711321
"FJI",2002,1.31630769
"FJI",2003,1.390657713
"FJI",2004,1.382916306
"FJI",2005,1.429742989
"FJI",2006,1.436656179
"FJI",2007,1.437437272
"FJI",2008,1.452654109
"FJI",2009,1.436689006
"FJI",2010,1.533930217
"FJI",2011,1.655850793
"TUV",1980,
"TUV",1981,0.429682499
"TUV",1982,0.5232057695
"TUV",1983,0.5731167085
"TUV",1984,0.6195074645
"TUV",1985,0.6301076185
"TUV",1986,0.654683893
"TUV",1987,0.682690634
"TUV",1988,0.7534074075
"TUV",1989,0.7356443605
"TUV",1990,0.7829696555
"TUV",1991,0.8151496755
"TUV",1992,0.8625543625
"TUV",1993,0.847269877
"TUV",1994,1.239263591
"TUV",1995,1.1464331425
"TUV",1996,1.1797679775
"TUV",1997,1.2340942525
"TUV",1998,1.2516384585
"TUV",1999,1.2817468435
"TUV",2000,1.290992685
"TUV",2001,1.295769593
"TUV",2002,1.3369516035
"TUV",2003,1.377028156
"TUV",2004,1.4233295005
"TUV",2005,1.4165335
"TUV",2006,1.548718412
"TUV",2007,1.579620475
"TUV",2008,1.645141889
"TUV",2009,1.6421337745
"TUV",2010,1.6639267975
"TUV",2011,1.687359999
"KOR",1980,427.9827452
"KOR",1981,459.3163635
"KOR",1982,459.5582822
"KOR",1983,463.6530573
"KOR",1984,466.7786947
"KOR",1985,471.9942368
"KOR",1986,481.1851554
"KOR",1987,489.8529235
"KOR",1988,505.254664
"KOR",1989,514.7497391
"KOR",1990,547.0849689
"KOR",1991,582.3506149
"KOR",1992,613.5145867
"KOR",1993,638.9596268
"KOR",1994,674.0237541
"KOR",1995,709.5593234
"KOR",1996,730.9184696
"KOR",1997,745.8438053
"KOR",1998,774.0336155
"KOR",1999,754.89297
"KOR",2000,746.2062892
"KOR",2001,757.8289201
"KOR",2002,769.7717899
"KOR",2003,794.2822108
"KOR",2004,795.9982749
"KOR",2005,788.9201348
"KOR",2006,774.8154962
"KOR",2007,768.6502799
"KOR",2008,785.7178865
"KOR",2009,811.6635564
"KOR",2010,829.8967979
"KOR",2011,833.0337109
"PRK",1980,170.40144571275
"PRK",1981,174.72209101925
"PRK",1982,138.3561209404
"PRK",1983,137.885453985
"PRK",1984,137.7834551334
"PRK",1985,138.0181217768
"PRK",1986,139.7120112722
"PRK",1987,140.3443112582
"PRK",1988,142.3250238302
"PRK",1989,143.8091580572
"PRK",1990,149.7907839024
"PRK",1991,156.6470839936
"PRK",1992,162.839433409
"PRK",1993,167.5045617662
"PRK",1994,174.0101421754
"PRK",1995,180.2933358134
"PRK",1996,183.8081988804
"PRK",1997,186.4465022586
"PRK",1998,191.6210199898
"PRK",1999,186.745925774
"PRK",2000,183.4916378008
"PRK",2001,184.7212231382
"PRK",2002,185.78512701
"PRK",2003,189.7734754924
"PRK",2004,188.9241640196
"PRK",2005,186.5753961158
"PRK",2006,182.8262004236
"PRK",2007,180.7617162252
"PRK",2008,183.6291094998
"PRK",2009,188.6908294116
"PRK",2010,191.6204102566
"PRK",2011,191.648056676
"KHM",1993,1121.112705
"KHM",1994,1050.240913
"KHM",1995,1144.553983
"KHM",1996,1164.077584
"KHM",1997,1192.152317
"KHM",1998,1293.360653
"KHM",1999,1299.927469
"KHM",2000,1231.63348
"KHM",2001,1236.158548
"KHM",2002,1225.116753
"KHM",2003,1221.40985
"KHM",2004,1245.3162
"KHM",2005,1278.551591
"KHM",2006,1295.940685
"KHM",2007,1341.533666
"KHM",2008,1473.341642
"KHM",2009,1497.082055
"KHM",2010,1523.420825
"KHM",2011,1541.865855
"THA",1980,13.15950424
"THA",1981,13.03919357
"THA",1982,12.91199729
"THA",1983,12.87394368
"THA",1984,12.58758985
"THA",1985,12.48049847
"THA",1986,12.4093509
"THA",1987,12.62555062
"THA",1988,12.9227631
"THA",1989,13.215722
"THA",1990,13.4679088
"THA",1991,13.77376334
"THA",1992,14.0953728
"THA",1993,14.24634432
"THA",1994,14.68919669
"THA",1995,15.15765093
"THA",1996,15.49120986
"THA",1997,15.81581392
"THA",1998,17.03746811
"THA",1999,16.1131907
"THA",2000,15.98424465
"THA",2001,15.95335633
"THA",2002,15.82666591
"THA",2003,15.705998
"THA",2004,15.75403477
"THA",2005,15.93210223
"THA",2006,16.24339685
"THA",2007,16.33080242
"THA",2008,16.60560813
"THA",2009,16.78137034
"THA",2010,17.16646538
"THA",2011,17.51946547
"Andaman and Nicobar",1980,89.1697886588333
"Andaman and Nicobar",1981,89.969066552
"Andaman and Nicobar",1982,89.9011158005
"Andaman and Nicobar",1983,98.486270719
"Andaman and Nicobar",1984,102.705764615833
"Andaman and Nicobar",1985,89.710704028
"Andaman and Nicobar",1986,89.8985071974286
"Andaman and Nicobar",1987,109.937080831286
"Andaman and Nicobar",1988,167.939298972286
"Andaman and Nicobar",1989,213.618105102
"Andaman and Nicobar",1990,255.328459676
"Andaman and Nicobar",1991,354.360987334143
"Andaman and Nicobar",1992,427.577577159571
"Andaman and Nicobar",1993,560.6089671885
"Andaman and Nicobar",1994,602.591286816
"Andaman and Nicobar",1995,673.104613714125
"Andaman and Nicobar",1996,711.687846355125
"Andaman and Nicobar",1997,749.165984242625
"Andaman and Nicobar",1998,905.9952740915
"Andaman and Nicobar",1999,853.214407168333
"Andaman and Nicobar",2000,898.290435081889
"Andaman and Nicobar",2001,934.024749734556
"Andaman and Nicobar",2002,957.578859423111
"Andaman and Nicobar",2003,989.573273148333
"Andaman and Nicobar",2004,1038.00780088722
"Andaman and Nicobar",2005,1107.48611539511
"Andaman and Nicobar",2006,1175.98994332022
"Andaman and Nicobar",2007,1248.56614438767
"Andaman and Nicobar",2008,1456.42941968133
"Andaman and Nicobar",2009,1538.28405978356
"Andaman and Nicobar",2010,1660.23228890956
"Andaman and Nicobar",2011,1848.48466429811
"COM",1980,137.8387528
"COM",1981,144.3875679
"COM",1982,144.9815999
"COM",1983,160.6740149
"COM",1984,164.3971043
"COM",1985,170.8056776
"COM",1986,179.4212557
"COM",1987,179.9321604
"COM",1988,177.2456463
"COM",1989,180.9978693
"COM",1990,178.177384
"COM",1991,186.3128104
"COM",1992,170.1259135
"COM",1993,171.1923851
"COM",1994,183.5755568
"COM",1995,194.3294225
"COM",1996,197.0568583
"COM",1997,195.1159483
"COM",1998,195.0034594
"COM",1999,203.3546101
"COM",2000,205.868022
"COM",2001,218.6784569
"COM",2002,224.158776
"COM",2003,230.7850299
"COM",2004,228.4487515
"COM",2005,226.194539
"COM",2006,223.507875
"COM",2007,228.4692569
"COM",2008,235.8336377
"COM",2009,244.4387907
"COM",2010,251.7099247
"COM",2011,258.0216042
"MYT",1980,30.520229135
"MYT",1981,32.4789657163333
"MYT",1982,33.9423581383333
"MYT",1983,37.9315825675
"MYT",1984,39.1956194796667
"MYT",1985,41.0323049651667
"MYT",1986,43.779922418
"MYT",1987,46.2109681435
"MYT",1988,46.9366961361429
"MYT",1989,49.5986880464286
"MYT",1990,54.207992286375
"MYT",1991,58.555133689625
"MYT",1992,54.1037964547778
"MYT",1993,58.2185125187778
"MYT",1994,69.8352633378889
"MYT",1995,84.453035947
"MYT",1996,94.0642186342222
"MYT",1997,99.9843479204444
"MYT",1998,109.320470896444
"MYT",1999,116.720751556333
"MYT",2000,121.302023369444
"MYT",2001,126.260318519444
"MYT",2002,135.594224610667
"MYT",2003,139.386117967111
"MYT",2004,147.579766319222
"MYT",2005,157.875212013333
"MYT",2006,164.601541054556
"MYT",2007,173.430005473556
"MYT",2008,184.793208742222
"MYT",2009,197.167099097
"MYT",2010,208.988456401333
"MYT",2011,219.291219071
"Glorioso Islands",1980,30.520229135
"Glorioso Islands",1981,32.4789657163333
"Glorioso Islands",1982,33.9423581383333
"Glorioso Islands",1983,37.9315825675
"Glorioso Islands",1984,39.1956194796667
"Glorioso Islands",1985,41.0323049651667
"Glorioso Islands",1986,43.779922418
"Glorioso Islands",1987,46.2109681435
"Glorioso Islands",1988,46.9366961361429
"Glorioso Islands",1989,49.5986880464286
"Glorioso Islands",1990,54.207992286375
"Glorioso Islands",1991,58.555133689625
"Glorioso Islands",1992,54.1037964547778
"Glorioso Islands",1993,58.2185125187778
"Glorioso Islands",1994,69.8352633378889
"Glorioso Islands",1995,84.453035947
"Glorioso Islands",1996,94.0642186342222
"Glorioso Islands",1997,99.9843479204444
"Glorioso Islands",1998,109.320470896444
"Glorioso Islands",1999,116.720751556333
"Glorioso Islands",2000,121.302023369444
"Glorioso Islands",2001,126.260318519444
"Glorioso Islands",2002,135.594224610667
"Glorioso Islands",2003,139.386117967111
"Glorioso Islands",2004,147.579766319222
"Glorioso Islands",2005,157.875212013333
"Glorioso Islands",2006,164.601541054556
"Glorioso Islands",2007,173.430005473556
"Glorioso Islands",2008,184.793208742222
"Glorioso Islands",2009,197.167099097
"Glorioso Islands",2010,208.988456401333
"Glorioso Islands",2011,219.291219071
"SYC",1980,2.867305148
"SYC",1981,2.837189647
"SYC",1982,2.705685236
"SYC",1983,2.683103001
"SYC",1984,2.666841042
"SYC",1985,2.646213805
"SYC",1986,2.737625245
"SYC",1987,2.757685758
"SYC",1988,2.769184174
"SYC",1989,2.725248772
"SYC",1990,2.792774174
"SYC",1991,2.645666084
"SYC",1992,2.712184761
"SYC",1993,2.736046331
"SYC",1994,2.712934304
"SYC",1995,2.645723232
"SYC",1996,2.546547596
"SYC",1997,2.543586891
"SYC",1998,2.618082645
"SYC",1999,2.632055841
"SYC",2000,2.609813293
"SYC",2001,2.69242707
"SYC",2002,2.762011576
"SYC",2003,2.866357165
"SYC",2004,3.475441118
"SYC",2005,3.379216
"SYC",2006,3.320826661
"SYC",2007,3.61892821
"SYC",2008,4.76493112
"SYC",2009,5.964954603
"SYC",2010,5.595961782
"SYC",2011,5.828452929
"REU",1980,30.520229135
"REU",1981,32.4789657163333
"REU",1982,33.9423581383333
"REU",1983,37.9315825675
"REU",1984,39.1956194796667
"REU",1985,41.0323049651667
"REU",1986,43.779922418
"REU",1987,46.2109681435
"REU",1988,46.9366961361429
"REU",1989,49.5986880464286
"REU",1990,54.207992286375
"REU",1991,58.555133689625
"REU",1992,54.1037964547778
"REU",1993,58.2185125187778
"REU",1994,69.8352633378889
"REU",1995,84.453035947
"REU",1996,94.0642186342222
"REU",1997,99.9843479204444
"REU",1998,109.320470896444
"REU",1999,116.720751556333
"REU",2000,121.302023369444
"REU",2001,126.260318519444
"REU",2002,135.594224610667
"REU",2003,139.386117967111
"REU",2004,147.579766319222
"REU",2005,157.875212013333
"REU",2006,164.601541054556
"REU",2007,173.430005473556
"REU",2008,184.793208742222
"REU",2009,197.167099097
"REU",2010,208.988456401333
"REU",2011,219.291219071
"Juan de Nova Island",1980,30.520229135
