"","rgn_id","year","trend"
"1",1,2012,0
"2",2,2012,0
"3",3,2012,0
"4",5,2012,0
"5",6,2012,-0.01
"6",7,2012,0.04
"7",8,2012,0
"8",9,2012,-0.01
"9",10,2012,0.02
"10",11,2012,-0.01
"11",13,2012,0.01
"12",14,2012,-0.05
"13",15,2012,0
"14",16,2012,0
"15",17,2012,0.04
"16",18,2012,-0.21
"17",19,2012,0.01
"18",20,2012,0
"19",21,2012,-0.08
"20",24,2012,0
"21",25,2012,0.04
"22",26,2012,-0.01
"23",28,2012,0.01
"24",29,2012,0.04
"25",31,2012,0.03
"26",32,2012,0.02
"27",37,2012,-0.01
"28",39,2012,-0.27
"29",40,2012,-0.12
"30",41,2012,0.02
"31",42,2012,0.03
"32",43,2012,0.02
"33",44,2012,0.05
"34",45,2012,0.03
"35",46,2012,0.03
"36",47,2012,0.04
"37",48,2012,-0.04
"38",49,2012,0.03
"39",50,2012,0
"40",51,2012,0
"41",52,2012,0.02
"42",53,2012,-0.01
"43",54,2012,0.04
"44",55,2012,-0.13
"45",56,2012,-0.03
"46",57,2012,-0.11
"47",58,2012,-0.09
"48",59,2012,0
"49",60,2012,-0.05
"50",61,2012,-0.05
"51",62,2012,-0.01
"52",63,2012,0.1
"53",64,2012,0.01
"54",65,2012,0.03
"55",66,2012,0.02
"56",67,2012,0.06
"57",68,2012,0
"58",69,2012,-0.06
"59",70,2012,-0.08
"60",71,2012,-0.01
"61",72,2012,-0.03
"62",73,2012,-0.09
"63",74,2012,0.09
"64",75,2012,-0.06
"65",76,2012,-0.06
"66",77,2012,-0.09
"67",78,2012,0.02
"68",79,2012,0
"69",80,2012,-0.4
"70",81,2012,0
"71",82,2012,-0.07
"72",84,2012,0
"73",85,2012,-0.03
"74",86,2012,-0.02
"75",88,2012,-0.04
"76",95,2012,-0.03
"77",96,2012,0.03
"78",97,2012,0.04
"79",98,2012,0.02
"80",99,2012,0.02
"81",100,2012,0.03
"82",101,2012,0.11
"83",102,2012,-0.02
"84",103,2012,0
"85",104,2012,0.09
"86",106,2012,0.01
"87",108,2012,-0.01
"88",110,2012,-0.04
"89",111,2012,0.03
"90",112,2012,-0.09
"91",113,2012,0.05
"92",114,2012,0.01
"93",115,2012,-0.01
"94",116,2012,0.01
"95",117,2012,0.04
"96",118,2012,-0.28
"97",119,2012,-0.04
"98",120,2012,0.01
"99",121,2012,0.03
"100",122,2012,-0.04
"101",123,2012,-0.03
"102",124,2012,-0.1
"103",125,2012,0.01
"104",126,2012,0
"105",127,2012,-0.01
"106",129,2012,-0.01
"107",130,2012,-0.04
"108",131,2012,0
"109",132,2012,-0.01
"110",133,2012,-0.04
"111",134,2012,-0.01
"112",135,2012,-0.03
"113",136,2012,0.01
"114",137,2012,-0.04
