goal,component,id,value
artisanal-fishing,all,122,0.688733430335917
artisanal-fishing,all,123,0.541353985527828
artisanal-fishing,all,124,0.643068500827912
artisanal-fishing,all,125,0.81475849168303
artisanal-fishing,all,126,0.816190587641395
artisanal-fishing,all,127,0.834620180726777
artisanal-fishing,all,128,0.840210823702148
artisanal-fishing,all,129,0.662519056595665
artisanal-fishing,all,130,0.729122257883504
artisanal-fishing,all,131,0.790630144349424
artisanal-fishing,all,132,0.727870133798712
artisanal-fishing,all,133,0.645931986403218
artisanal-fishing,all,134,0.686179611277459
artisanal-fishing,all,135,0.69307215045708
artisanal-fishing,all,136,0.671963511085567
artisanal-fishing,all,137,0.590724723572994
artisanal-fishing,all,138,0.620958283326687
artisanal-fishing,all,139,0.697510472691014
artisanal-fishing,all,140,0.677579656125524
artisanal-fishing,all,141,0.671548154483575
artisanal-fishing,all,142,0.486275536741068
artisanal-fishing,all,143,0.406987069881667
artisanal-fishing,all,144,0.5787302534892
artisanal-fishing,all,145,0.467618744689855
artisanal-fishing,all,146,0.454743360057253
artisanal-fishing,all,147,0.412319732985253
artisanal-fishing,all,148,0.487945877744151
artisanal-fishing,all,149,0.520804713017106
artisanal-fishing,all,150,0.436492217441696
artisanal-fishing,all,151,0.44693186250171
artisanal-fishing,all,152,0.663131299082814
artisanal-fishing,all,153,0.588759023789367
artisanal-fishing,all,154,0.503985239144854
artisanal-fishing,all,155,0.390788426912026
artisanal-fishing,all,156,0.622064971650095
artisanal-fishing,all,157,0.567477804714642
artisanal-fishing,all,158,0.705126808078493
artisanal-fishing,all,159,0.549699998451913
artisanal-fishing,all,160,0.75548474637211
artisanal-fishing,all,161,0.603428615219771
artisanal-fishing,all,162,0.435513785527929
artisanal-fishing,all,163,0.637081776659077
artisanal-fishing,all,164,0.598057304620011
artisanal-fishing,all,165,0.570095071761534
artisanal-fishing,all,166,0.773881003632271
artisanal-fishing,all,167,0.70305388533451
artisanal-fishing,all,168,0.805641460342555
artisanal-fishing,all,169,0.847060626258039
artisanal-fishing,all,170,0.744569772000154
artisanal-fishing,all,171,0.460607761822599
artisanal-fishing,all,172,0.507090933709347
artisanal-fishing,all,174,0.878364
biodiversity,habitats-bd-corals-only,1,0.793203835443295
biodiversity,habitats-bd-corals-only,2,0.793606085443295
biodiversity,habitats-bd-corals-only,3,0.503688662424872
biodiversity,habitats-bd-corals-only,4,0.627475487883586
biodiversity,habitats-bd-corals-only,5,0.596688000977572
biodiversity,habitats-bd-corals-only,6,0.639312542434994
biodiversity,habitats-bd-corals-only,7,0.576041393230568
biodiversity,habitats-bd-corals-only,8,0.574174541916833
biodiversity,habitats-bd-corals-only,9,0.558587398576552
biodiversity,habitats-bd-corals-only,10,0.720287769093016
biodiversity,habitats-bd-corals-only,11,0.568857603080478
biodiversity,habitats-bd-corals-only,12,0.798187002961031
biodiversity,habitats-bd-corals-only,13,0.497748917739756
biodiversity,habitats-bd-corals-only,14,0.491985803586205
biodiversity,habitats-bd-corals-only,15,0.591260022336556
biodiversity,habitats-bd-corals-only,16,0.689528100052355
biodiversity,habitats-bd-corals-only,17,0.436438971982155
biodiversity,habitats-bd-corals-only,18,0.544095613565152
biodiversity,habitats-bd-corals-only,19,0.612385626338847
biodiversity,habitats-bd-corals-only,20,0.492476848870542
biodiversity,habitats-bd-corals-only,21,0.693776750119455
biodiversity,habitats-bd-corals-only,22,0.645114698396466
biodiversity,habitats-bd-corals-only,23,0.695970295266094
biodiversity,habitats-bd-corals-only,24,0.549791330002439
biodiversity,habitats-bd-corals-only,25,0.53117532178932
biodiversity,habitats-bd-corals-only,26,0.581782115905391
biodiversity,habitats-bd-corals-only,27,0.586974083548652
biodiversity,habitats-bd-corals-only,28,0.561107377076433
biodiversity,habitats-bd-corals-only,29,0.555028218149833
biodiversity,habitats-bd-corals-only,30,0.339798274499983
biodiversity,habitats-bd-corals-only,31,0.473254046778955
biodiversity,habitats-bd-corals-only,32,0.549669445406329
biodiversity,habitats-bd-corals-only,33,0.445264141133167
biodiversity,habitats-bd-corals-only,34,0.600644131449833
biodiversity,habitats-bd-corals-only,35,0.4233629051335
biodiversity,habitats-bd-corals-only,36,0.612469713424076
biodiversity,habitats-bd-corals-only,37,0.606741590599833
biodiversity,habitats-bd-corals-only,38,0.604158272964215
biodiversity,habitats-bd-corals-only,39,0.487111927823231
biodiversity,habitats-bd-corals-only,40,0.664491464139897
biodiversity,habitats-bd-corals-only,41,0.626593190806966
biodiversity,habitats-bd-corals-only,42,0.749103215374076
biodiversity,habitats-bd-corals-only,43,0.675379581954692
biodiversity,habitats-bd-corals-only,44,0.60824530884916
biodiversity,habitats-bd-corals-only,45,0.606042848720018
biodiversity,habitats-bd-corals-only,46,0.385768352114791
biodiversity,habitats-bd-corals-only,47,0.512190836677943
biodiversity,habitats-bd-corals-only,48,0.571268510041076
biodiversity,habitats-bd-corals-only,49,0.571228292007676
biodiversity,habitats-bd-corals-only,50,0.477179098099833
biodiversity,habitats-bd-corals-only,51,0.722659614275927
biodiversity,habitats-bd-corals-only,52,0.69201266788367
biodiversity,habitats-bd-corals-only,53,0.731104235598988
biodiversity,habitats-bd-corals-only,54,0.583853292816667
biodiversity,habitats-bd-corals-only,55,0.623291417204545
biodiversity,habitats-bd-corals-only,56,0.5457107766531
biodiversity,habitats-bd-corals-only,57,0.552709196699833
biodiversity,habitats-bd-corals-only,58,0.54900622708117
biodiversity,habitats-bd-corals-only,59,0.620448576230694
biodiversity,habitats-bd-corals-only,60,0.530074233733192
biodiversity,habitats-bd-corals-only,61,0.574739466866833
biodiversity,habitats-bd-corals-only,62,0.69505201019104
biodiversity,habitats-bd-corals-only,63,0.68927528110961
biodiversity,habitats-bd-corals-only,64,0.757338344420338
biodiversity,habitats-bd-corals-only,65,0.593397904711955
biodiversity,habitats-bd-corals-only,66,0.515739455636854
biodiversity,habitats-bd-corals-only,67,0.755606557164371
biodiversity,habitats-bd-corals-only,68,0.761575005526916
biodiversity,habitats-bd-corals-only,69,0.516630646306227
biodiversity,habitats-bd-corals-only,70,0.511316388350381
biodiversity,habitats-bd-corals-only,71,0.488653911377106
biodiversity,habitats-bd-corals-only,72,0.566388729250845
biodiversity,habitats-bd-corals-only,73,0.467132183617996
biodiversity,habitats-bd-corals-only,74,0.640557903943269
biodiversity,habitats-bd-corals-only,75,0.630194018141762
biodiversity,habitats-bd-corals-only,76,0.524371139616833
biodiversity,habitats-bd-corals-only,77,0.426703201216833
biodiversity,habitats-bd-corals-only,78,0.613160117744785
biodiversity,habitats-bd-corals-only,79,0.615385880156892
biodiversity,habitats-bd-corals-only,80,0.713079169606753
biodiversity,habitats-bd-corals-only,81,0.560926644928143
biodiversity,habitats-bd-corals-only,82,0.4637771449665
biodiversity,habitats-bd-corals-only,83,0.586848667473472
biodiversity,habitats-bd-corals-only,84,0.591466188715136
biodiversity,habitats-bd-corals-only,85,0.712856127332654
biodiversity,habitats-bd-corals-only,86,0.665704216169731
biodiversity,habitats-bd-corals-only,87,0.68349001770067
biodiversity,habitats-bd-corals-only,88,0.720416970615318
biodiversity,habitats-bd-corals-only,89,0.679069458975932
biodiversity,habitats-bd-corals-only,90,0.726807287772057
biodiversity,habitats-bd-corals-only,91,0.649983659381985
biodiversity,habitats-bd-corals-only,92,0.601320793502771
biodiversity,habitats-bd-corals-only,93,0.705675651916067
biodiversity,habitats-bd-corals-only,94,0.686537055981222
biodiversity,habitats-bd-corals-only,95,0.648623247709107
biodiversity,habitats-bd-corals-only,96,0.692617393550974
biodiversity,habitats-bd-corals-only,97,0.517920350686197
biodiversity,habitats-bd-corals-only,98,0.571991552913636
biodiversity,habitats-bd-corals-only,99,0.573078220898832
biodiversity,habitats-bd-corals-only,100,0.615912755797505
biodiversity,habitats-bd-corals-only,101,0.609169529732478
biodiversity,habitats-bd-corals-only,102,0.549963221950342
biodiversity,habitats-bd-corals-only,103,0.527376129026797
biodiversity,habitats-bd-corals-only,104,0.564841138128788
biodiversity,habitats-bd-corals-only,105,0.438493825799833
biodiversity,habitats-bd-corals-only,106,0.683864358501203
biodiversity,habitats-bd-corals-only,107,0.701107722083167
biodiversity,habitats-bd-corals-only,108,0.645736463723641
biodiversity,habitats-bd-corals-only,109,0.649232544007025
biodiversity,habitats-bd-corals-only,110,0.530810584695832
biodiversity,habitats-bd-corals-only,111,0.567094573882506
biodiversity,habitats-bd-corals-only,112,0.666142262658618
biodiversity,habitats-bd-corals-only,113,0.547882342749833
biodiversity,habitats-bd-corals-only,114,0.536115539104112
biodiversity,habitats-bd-corals-only,115,0.798531436215813
biodiversity,habitats-bd-corals-only,116,0.645322158579247
biodiversity,habitats-bd-corals-only,117,0.612085674733167
biodiversity,habitats-bd-corals-only,118,0.557704482892815
biodiversity,habitats-bd-corals-only,119,0.549551956315655
biodiversity,habitats-bd-corals-only,120,0.549396160983167
biodiversity,habitats-bd-corals-only,121,0.704302676593056
biodiversity,habitats-bd-corals-only,122,0.633395045237782
biodiversity,habitats-bd-corals-only,123,0.557767808521507
biodiversity,habitats-bd-corals-only,124,0.665434637366681
biodiversity,habitats-bd-corals-only,125,0.839679066215643
biodiversity,habitats-bd-corals-only,126,0.761092396845283
biodiversity,habitats-bd-corals-only,127,0.77101214744684
biodiversity,habitats-bd-corals-only,128,0.78995292685674
biodiversity,habitats-bd-corals-only,129,0.702748528609178
biodiversity,habitats-bd-corals-only,130,0.753173518663249
biodiversity,habitats-bd-corals-only,131,0.757683338881027
biodiversity,habitats-bd-corals-only,132,0.761696527974076
biodiversity,habitats-bd-corals-only,133,0.697595091549937
biodiversity,habitats-bd-corals-only,134,0.721485874319282
biodiversity,habitats-bd-corals-only,135,0.662805908595515
biodiversity,habitats-bd-corals-only,136,0.704389237008494
biodiversity,habitats-bd-corals-only,137,0.588169068882519
biodiversity,habitats-bd-corals-only,138,0.651486461190895
biodiversity,habitats-bd-corals-only,139,0.72131444741823
biodiversity,habitats-bd-corals-only,140,0.703313455251465
biodiversity,habitats-bd-corals-only,141,0.714696745114976
biodiversity,habitats-bd-corals-only,142,0.496999833952887
biodiversity,habitats-bd-corals-only,143,0.432603136580714
biodiversity,habitats-bd-corals-only,144,0.490486254391076
biodiversity,habitats-bd-corals-only,145,0.442334501662121
biodiversity,habitats-bd-corals-only,146,0.487651075107742
biodiversity,habitats-bd-corals-only,147,0.4399560419
biodiversity,habitats-bd-corals-only,148,0.525317696250509
biodiversity,habitats-bd-corals-only,149,0.494362202950167
biodiversity,habitats-bd-corals-only,150,0.422345310195621
biodiversity,habitats-bd-corals-only,151,0.487114939041754
biodiversity,habitats-bd-corals-only,152,0.580192273036885
biodiversity,habitats-bd-corals-only,153,0.615999214371255
biodiversity,habitats-bd-corals-only,154,0.522886508558246
biodiversity,habitats-bd-corals-only,155,0.394809952563803
biodiversity,habitats-bd-corals-only,156,0.673024317009994
biodiversity,habitats-bd-corals-only,157,0.565222926133285
biodiversity,habitats-bd-corals-only,158,0.757221697442731
biodiversity,habitats-bd-corals-only,159,0.585567643615079
biodiversity,habitats-bd-corals-only,160,0.712133959298593
biodiversity,habitats-bd-corals-only,161,0.565102560829822
biodiversity,habitats-bd-corals-only,162,0.436225170609496
biodiversity,habitats-bd-corals-only,163,0.59548773436488
biodiversity,habitats-bd-corals-only,164,0.685142788212866
biodiversity,habitats-bd-corals-only,165,0.59129086684604
biodiversity,habitats-bd-corals-only,166,0.79294957918949
biodiversity,habitats-bd-corals-only,167,0.742732675290951
biodiversity,habitats-bd-corals-only,168,0.80848444001016
biodiversity,habitats-bd-corals-only,169,0.793423871964649
biodiversity,habitats-bd-corals-only,170,0.758041086089664
biodiversity,habitats-bd-corals-only,171,0.489732823832781
biodiversity,habitats-bd-corals-only,172,0.535706853170715
biodiversity,habitats-bd-corals-only,174,0.859278
biodiversity,habitats-bd-corals-only,175,0.978409
biodiversity,habitats-bd-corals-only,176,0.77547
biodiversity,habitats-bd-corals-only,177,0.820464
biodiversity,habitats-bd-corals-only,178,0.815066
biodiversity,habitats-bd-corals-only,179,0.821771
biodiversity,habitats-bd-corals-only,180,0.840767
biodiversity,habitats-bd-corals-only,181,0.84629
biodiversity,habitats-bd-corals-only,182,0.809327
biodiversity,habitats-bd-corals-only,183,0.854661
biodiversity,habitats-bd-corals-only,184,0.861113
biodiversity,habitats-bd-corals-only,185,0.859865
biodiversity,habitats-bd-seagrasses-only,1,0.80398153384273
biodiversity,habitats-bd-seagrasses-only,2,0.80438378384273
biodiversity,habitats-bd-seagrasses-only,3,0.508341898639818
biodiversity,habitats-bd-seagrasses-only,4,0.640041732955725
biodiversity,habitats-bd-seagrasses-only,5,0.61697598542576
biodiversity,habitats-bd-seagrasses-only,6,0.650957891721665
biodiversity,habitats-bd-seagrasses-only,7,0.583124678181155
biodiversity,habitats-bd-seagrasses-only,8,0.581257875250167
biodiversity,habitats-bd-seagrasses-only,9,0.564128372554609
biodiversity,habitats-bd-seagrasses-only,10,0.733834745356741
biodiversity,habitats-bd-seagrasses-only,11,0.577402466181385
biodiversity,habitats-bd-seagrasses-only,12,0.809080693537747
biodiversity,habitats-bd-seagrasses-only,13,0.503290526608472
biodiversity,habitats-bd-seagrasses-only,14,0.499068213988964
biodiversity,habitats-bd-seagrasses-only,15,0.598341705042544
biodiversity,habitats-bd-seagrasses-only,16,0.699572502409256
biodiversity,habitats-bd-seagrasses-only,17,0.447336488817171
biodiversity,habitats-bd-seagrasses-only,18,0.550105083262121
biodiversity,habitats-bd-seagrasses-only,19,0.625097398683639
biodiversity,habitats-bd-seagrasses-only,20,0.501230531530475
biodiversity,habitats-bd-seagrasses-only,21,0.705421469195985
biodiversity,habitats-bd-seagrasses-only,22,0.663811562874581
biodiversity,habitats-bd-seagrasses-only,23,0.711234206223583
biodiversity,habitats-bd-seagrasses-only,24,0.5653434260806
biodiversity,habitats-bd-seagrasses-only,25,0.538255546434756
biodiversity,habitats-bd-seagrasses-only,26,0.596099245535021
biodiversity,habitats-bd-seagrasses-only,27,0.597608553245621
biodiversity,habitats-bd-seagrasses-only,28,0.575792772699329
biodiversity,habitats-bd-seagrasses-only,29,0.566840718149833
biodiversity,habitats-bd-seagrasses-only,30,0.346881607833317
biodiversity,habitats-bd-seagrasses-only,31,0.480963011425419
biodiversity,habitats-bd-seagrasses-only,32,0.554690109251317
biodiversity,habitats-bd-seagrasses-only,33,0.449264141133167
biodiversity,habitats-bd-seagrasses-only,34,0.607727464783167
biodiversity,habitats-bd-seagrasses-only,35,0.428904571800167
biodiversity,habitats-bd-seagrasses-only,36,0.627839031605894
biodiversity,habitats-bd-seagrasses-only,37,0.609199923933167
biodiversity,habitats-bd-seagrasses-only,38,0.609534913716667
biodiversity,habitats-bd-seagrasses-only,39,0.497569735062287
biodiversity,habitats-bd-seagrasses-only,40,0.674320799156732
biodiversity,habitats-bd-seagrasses-only,41,0.632926824406684
biodiversity,habitats-bd-seagrasses-only,42,0.758351005778116
biodiversity,habitats-bd-seagrasses-only,43,0.688909515789516
biodiversity,habitats-bd-seagrasses-only,44,0.618424075684178
biodiversity,habitats-bd-seagrasses-only,45,0.623635956951942
biodiversity,habitats-bd-seagrasses-only,46,0.380141531805403
biodiversity,habitats-bd-seagrasses-only,47,0.517877179270535
biodiversity,habitats-bd-seagrasses-only,48,0.583120467111783
biodiversity,habitats-bd-seagrasses-only,49,0.583204621601294
biodiversity,habitats-bd-seagrasses-only,50,0.484262431433167
biodiversity,habitats-bd-seagrasses-only,51,0.733985460223333
biodiversity,habitats-bd-seagrasses-only,52,0.703220159466161
biodiversity,habitats-bd-seagrasses-only,53,0.740414946878449
biodiversity,habitats-bd-seagrasses-only,54,0.587853292816667
biodiversity,habitats-bd-seagrasses-only,55,0.631394952558081
biodiversity,habitats-bd-seagrasses-only,56,0.554624154346149
biodiversity,habitats-bd-seagrasses-only,57,0.555167530033167
biodiversity,habitats-bd-seagrasses-only,58,0.55801614651645
biodiversity,habitats-bd-seagrasses-only,59,0.628947355012366
biodiversity,habitats-bd-seagrasses-only,60,0.532917292830998
biodiversity,habitats-bd-seagrasses-only,61,0.583947800200167
biodiversity,habitats-bd-seagrasses-only,62,0.711000160790241
biodiversity,habitats-bd-seagrasses-only,63,0.703770465138832
biodiversity,habitats-bd-seagrasses-only,64,0.77054187520149
biodiversity,habitats-bd-seagrasses-only,65,0.601301313802864
biodiversity,habitats-bd-seagrasses-only,66,0.523346149133222
biodiversity,habitats-bd-seagrasses-only,67,0.764987413496508
biodiversity,habitats-bd-seagrasses-only,68,0.770955672186544
biodiversity,habitats-bd-seagrasses-only,69,0.521617073073904
biodiversity,habitats-bd-seagrasses-only,70,0.527880165430641
biodiversity,habitats-bd-seagrasses-only,71,0.499525123498318
biodiversity,habitats-bd-seagrasses-only,72,0.578338434638051
biodiversity,habitats-bd-seagrasses-only,73,0.469998899413803
biodiversity,habitats-bd-seagrasses-only,74,0.647798013370879
biodiversity,habitats-bd-seagrasses-only,75,0.635005280265114
biodiversity,habitats-bd-seagrasses-only,76,0.531454472950167
biodiversity,habitats-bd-seagrasses-only,77,0.433786534550167
biodiversity,habitats-bd-seagrasses-only,78,0.624557424142092
biodiversity,habitats-bd-seagrasses-only,79,0.616839103258802
biodiversity,habitats-bd-seagrasses-only,80,0.72320074084355
biodiversity,habitats-bd-seagrasses-only,81,0.56852209794292
biodiversity,habitats-bd-seagrasses-only,82,0.469318811633167
biodiversity,habitats-bd-seagrasses-only,83,0.602287542509889
biodiversity,habitats-bd-seagrasses-only,84,0.584577297697286
biodiversity,habitats-bd-seagrasses-only,85,0.722473384983698
biodiversity,habitats-bd-seagrasses-only,86,0.668099872559085
biodiversity,habitats-bd-seagrasses-only,87,0.690791259283161
biodiversity,habitats-bd-seagrasses-only,88,0.72989866253451
biodiversity,habitats-bd-seagrasses-only,89,0.687073857273371
biodiversity,habitats-bd-seagrasses-only,90,0.738280667401688
biodiversity,habitats-bd-seagrasses-only,91,0.65864243463451
biodiversity,habitats-bd-seagrasses-only,92,0.60247983686885
biodiversity,habitats-bd-seagrasses-only,93,0.714847358968748
biodiversity,habitats-bd-seagrasses-only,94,0.698206943658818
biodiversity,habitats-bd-seagrasses-only,95,0.662552015456513
biodiversity,habitats-bd-seagrasses-only,96,0.708092645658557
biodiversity,habitats-bd-seagrasses-only,97,0.524172244625591
biodiversity,habitats-bd-seagrasses-only,98,0.58429868675202
biodiversity,habitats-bd-seagrasses-only,99,0.586107386229405
biodiversity,habitats-bd-seagrasses-only,100,0.62922910185319
biodiversity,habitats-bd-seagrasses-only,101,0.623141850867466
biodiversity,habitats-bd-seagrasses-only,102,0.561844324643946
biodiversity,habitats-bd-seagrasses-only,103,0.539021798185356
biodiversity,habitats-bd-seagrasses-only,104,0.571876491664141
biodiversity,habitats-bd-seagrasses-only,105,0.440952159133167
biodiversity,habitats-bd-seagrasses-only,106,0.69235639926946
biodiversity,habitats-bd-seagrasses-only,107,0.705107722083167
biodiversity,habitats-bd-seagrasses-only,108,0.652755026255414
biodiversity,habitats-bd-seagrasses-only,109,0.65756576832971
biodiversity,habitats-bd-seagrasses-only,110,0.514559436592136
biodiversity,habitats-bd-seagrasses-only,111,0.552672485475889
biodiversity,habitats-bd-seagrasses-only,112,0.6731419095506
biodiversity,habitats-bd-seagrasses-only,113,0.550340676083167
biodiversity,habitats-bd-seagrasses-only,114,0.51980090011876
biodiversity,habitats-bd-seagrasses-only,115,0.805812818411489
biodiversity,habitats-bd-seagrasses-only,116,0.63918935573084
biodiversity,habitats-bd-seagrasses-only,117,0.616714146955389
biodiversity,habitats-bd-seagrasses-only,118,0.563223596740918
biodiversity,habitats-bd-seagrasses-only,119,0.558039750928449
biodiversity,habitats-bd-seagrasses-only,120,0.553396160983167
biodiversity,habitats-bd-seagrasses-only,121,0.716211812051998
biodiversity,habitats-bd-seagrasses-only,122,0.646298908099115
biodiversity,habitats-bd-seagrasses-only,123,0.561643366665319
biodiversity,habitats-bd-seagrasses-only,124,0.670258845253378
biodiversity,habitats-bd-seagrasses-only,125,0.854691807037667
biodiversity,habitats-bd-seagrasses-only,126,0.774715041307646
biodiversity,habitats-bd-seagrasses-only,127,0.782131679856394
biodiversity,habitats-bd-seagrasses-only,128,0.806370668590209
biodiversity,habitats-bd-seagrasses-only,129,0.714655474312496
biodiversity,habitats-bd-seagrasses-only,130,0.766779906343563
biodiversity,habitats-bd-seagrasses-only,131,0.76696124112553
biodiversity,habitats-bd-seagrasses-only,132,0.773548485044783
biodiversity,habitats-bd-seagrasses-only,133,0.713668624131852
biodiversity,habitats-bd-seagrasses-only,134,0.737479248863008
biodiversity,habitats-bd-seagrasses-only,135,0.673987191885704
biodiversity,habitats-bd-seagrasses-only,136,0.707517771872167
biodiversity,habitats-bd-seagrasses-only,137,0.583968790603015
biodiversity,habitats-bd-seagrasses-only,138,0.663802525301605
biodiversity,habitats-bd-seagrasses-only,139,0.730377466494143
biodiversity,habitats-bd-seagrasses-only,140,0.713967315219286
biodiversity,habitats-bd-seagrasses-only,141,0.724269857254575
biodiversity,habitats-bd-seagrasses-only,142,0.505468951661535
biodiversity,habitats-bd-seagrasses-only,143,0.437979777333167
biodiversity,habitats-bd-seagrasses-only,144,0.495633350350672
biodiversity,habitats-bd-seagrasses-only,145,0.454428882975252
biodiversity,habitats-bd-seagrasses-only,146,0.499982198845116
biodiversity,habitats-bd-seagrasses-only,147,0.445497708566667
biodiversity,habitats-bd-seagrasses-only,148,0.539174493388557
biodiversity,habitats-bd-seagrasses-only,149,0.498362202950167
biodiversity,habitats-bd-seagrasses-only,150,0.42812371928653
biodiversity,habitats-bd-seagrasses-only,151,0.498722157055223
biodiversity,habitats-bd-seagrasses-only,152,0.587438042845772
biodiversity,habitats-bd-seagrasses-only,153,0.633549752831366
biodiversity,habitats-bd-seagrasses-only,154,0.530661234989222
biodiversity,habitats-bd-seagrasses-only,155,0.398578891957742
biodiversity,habitats-bd-seagrasses-only,156,0.68986284544207
biodiversity,habitats-bd-seagrasses-only,157,0.576873189249828
biodiversity,habitats-bd-seagrasses-only,158,0.770794261755129
biodiversity,habitats-bd-seagrasses-only,159,0.596341958238358
biodiversity,habitats-bd-seagrasses-only,160,0.722451997667797
biodiversity,habitats-bd-seagrasses-only,161,0.569923593947376
biodiversity,habitats-bd-seagrasses-only,162,0.436223336487597
biodiversity,habitats-bd-seagrasses-only,163,0.602433707272646
biodiversity,habitats-bd-seagrasses-only,164,0.684955981995621
biodiversity,habitats-bd-seagrasses-only,165,0.606153011583465
biodiversity,habitats-bd-seagrasses-only,166,0.802752732005667
biodiversity,habitats-bd-seagrasses-only,167,0.754084842799369
biodiversity,habitats-bd-seagrasses-only,168,0.822598898166647
