"rgn_id","year","pounds_per_mile","rgn_name"
6,2010,629.880952380952,"Vanuatu"
6,2013,,"Vanuatu"
7,2010,151.333333333333,"Solomon Islands"
13,2010,1278.68058968059,"Northern Mariana Islands and Guam"
13,2011,439.638459371614,"Northern Mariana Islands and Guam"
13,2012,383.660786516854,"Northern Mariana Islands and Guam"
13,2013,913.730582524272,"Northern Mariana Islands and Guam"
14,2010,600.354838709677,"Taiwan"
14,2011,903.629056603774,"Taiwan"
14,2012,1230.56525,"Taiwan"
14,2013,1663.38095238095,"Taiwan"
15,2010,18925.1071428571,"Philippines"
15,2011,39608.9903703704,"Philippines"
15,2012,41700.3177464789,"Philippines"
15,2013,6515.08390480032,"Philippines"
16,2010,4.51428571428571,"Australia"
16,2011,110.307903225806,"Australia"
16,2012,4.81088888888889,"Australia"
16,2013,2425,"Australia"
17,2010,37.8461538461538,"Papua New Guinea"
17,2012,29.2063492063492,"Papua New Guinea"
18,2010,21.1940298507463,"Fiji"
18,2012,20.6721739130435,"Fiji"
20,2010,17463.7777777778,"South Korea"
20,2011,10381.1845652174,"South Korea"
20,2012,7365.51888888889,"South Korea"
20,2013,18673.2973684211,"South Korea"
24,2011,132.278,"Cambodia"
24,2012,11.758,"Cambodia"
24,2013,154.897435897436,"Cambodia"
25,2010,659.739130434783,"Thailand"
25,2011,388.45875,"Thailand"
25,2012,222.543023255814,"Thailand"
25,2013,2766.33673469388,"Thailand"
31,2010,3.25,"Seychelles"
31,2011,0.886,"Seychelles"
37,2010,19.4705882352941,"Mauritius"
39,2010,232.1875,"Maldives"
39,2011,55.1158333333333,"Maldives"
39,2013,,"Maldives"
40,2011,286.6,"Sri Lanka"
40,2012,172.4896,"Sri Lanka"
40,2013,1113.78125,"Sri Lanka"
41,2010,39.6666666666667,"Mozambique"
41,2011,112.387826086957,"Mozambique"
41,2012,150,"Mozambique"
41,2013,3505.4,"Mozambique"
42,2010,76.8333333333333,"Madagascar"
43,2010,738.103448275862,"Kenya"
43,2011,10.8657142857143,"Kenya"
43,2012,98.7144776119403,"Kenya"
43,2013,920.258064516129,"Kenya"
48,2010,34.75,"Oman"
48,2013,122.444444444444,"Oman"
50,2010,256.048780487805,"Saudi Arabia"
50,2011,360.956818181818,"Saudi Arabia"
50,2012,289.075510204082,"Saudi Arabia"
50,2013,4192.58,"Saudi Arabia"
51,2013,,"Kuwait"
52,2010,20,"Bahrain"
52,2011,55.115,"Bahrain"
52,2012,85.0357142857143,"Bahrain"
54,2010,286.428571428571,"United Arab Emirates"
54,2011,75.4386206896552,"United Arab Emirates"
54,2012,13.253137254902,"United Arab Emirates"
54,2013,204.714285714286,"United Arab Emirates"
56,2010,296,"Cape Verde"
59,2010,5.23809523809524,"Belgium"
59,2012,15.1877777777778,"Belgium"
60,2010,44,"Gibraltar"
60,2011,192.905,"Gibraltar"
60,2012,73.4866666666667,"Gibraltar"
60,2013,17637,"Gibraltar"
61,2011,19.29,"Tunisia"
68,2010,772,"Malta"
68,2011,367.436666666667,"Malta"
68,2012,57.614,"Malta"
68,2013,14758,"Malta"
70,2010,279.244444444444,"Estonia"
71,2010,16.525,"Bulgaria"
71,2011,843.75,"Bulgaria"
73,2010,21.95,"Russia"
73,2011,38.2191666666667,"Russia"
73,2012,0.3,"Russia"
75,2010,21,"Ukraine"
75,2013,,"Ukraine"
76,2010,8.23684210526316,"Turkey"
76,2011,0.0973529411764706,"Turkey"
76,2012,93.3459090909091,"Turkey"
76,2013,8465.8,"Turkey"
79,2010,915.346153846154,"Israel"
79,2011,1620.20024390244,"Israel"
79,2012,587.337176470588,"Israel"
80,2010,204.309090909091,"Greece"
80,2011,418.093150684932,"Greece"
80,2012,388.846046511628,"Greece"
80,2013,449.886956521739,"Greece"
81,2010,88.2,"Cyprus"
81,2011,800.28,"Cyprus"
101,2010,170.493333333333,"Namibia"
101,2013,143.892617449664,"Namibia"
102,2010,3308.51785714286,"South Africa"
102,2011,2228.67026315789,"South Africa"
102,2012,616.280689655172,"South Africa"
102,2013,609.783882783883,"South Africa"
106,2010,571.1,"Ghana"
106,2011,3560.465,"Ghana"
106,2012,551.15,"Ghana"
106,2013,19907.75,"Ghana"
108,2011,88.4146341463415,"Bermuda"
108,2012,46.7525773195876,"Bermuda"
108,2013,663.416666666667,"Bermuda"
110,2010,2843.51724137931,"Bahamas"
110,2011,705.97375,"Bahamas"
110,2012,259.232051282051,"Bahamas"
110,2013,161.703703703704,"Bahamas"
112,2012,54.5454545454545,"Cuba"
113,2012,17.9342105263158,"Cayman Islands"
115,2010,3603.25396825397,"Dominican Republic"
115,2011,2751.7991011236,"Dominican Republic"
115,2012,3178.47,"Dominican Republic"
115,2013,3173.9262472885,"Dominican Republic"
116,2010,4311.00086843248,"Puerto Rico and Virgin Islands of the United States"
116,2011,8219.23688155922,"Puerto Rico and Virgin Islands of the United States"
116,2012,2136.66240740741,"Puerto Rico and Virgin Islands of the United States"
116,2013,1009.7748876368,"Puerto Rico and Virgin Islands of the United States"
117,2010,29.6428571428571,"British Virgin Islands"
117,2011,139.117647058824,"British Virgin Islands"
117,2012,40.7142857142857,"British Virgin Islands"
117,2013,334.25,"British Virgin Islands"
119,2011,161.704545454545,"Saint Kitts and Nevis"
119,2012,180.212121212121,"Saint Kitts and Nevis"
119,2013,517.553846153846,"Saint Kitts and Nevis"
122,2010,18,"Saint Lucia"
122,2013,333.333333333333,"Saint Lucia"
123,2010,1345.70588235294,"Dominica"
123,2011,316.269841269841,"Dominica"
123,2013,250,"Dominica"
124,2010,221.571428571429,"Barbados"
124,2011,153.228571428571,"Barbados"
124,2012,58.3423076923077,"Barbados"
124,2013,1135,"Barbados"
125,2010,155.588235294118,"Grenada"
125,2011,43.0691836734694,"Grenada"
125,2012,83.8983333333333,"Grenada"
125,2013,1142.2,"Grenada"
126,2011,796.018604651163,"Trinidad and Tobago"
126,2012,82.32,"Trinidad and Tobago"
126,2013,1142.36666666667,"Trinidad and Tobago"
127,2011,59.8360655737705,"Saint Vincent and the Grenadines"
127,2012,9.52380952380952,"Saint Vincent and the Grenadines"
127,2013,690.47619047619,"Saint Vincent and the Grenadines"
129,2010,115.384615384615,"Panama"
129,2011,1437.35111111111,"Panama"
129,2012,860.241384615385,"Panama"
129,2013,1460,"Panama"
130,2010,1914.41666666667,"Costa Rica"
130,2011,1298.7225,"Costa Rica"
130,2012,606.135471698113,"Costa Rica"
130,2013,1189.5988372093,"Costa Rica"
131,2010,2569.36363636364,"Nicaragua"
131,2011,2219.8125,"Nicaragua"
131,2012,1460.49367088608,"Nicaragua"
131,2013,1523.60594795539,"Nicaragua"
132,2010,2349.39130434783,"Colombia"
132,2011,2057.64766666667,"Colombia"
132,2012,749.096774193548,"Colombia"
132,2013,13842.431372549,"Colombia"
133,2010,205.833333333333,"Honduras"
133,2011,28.5,"Honduras"
133,2012,63.3825,"Honduras"
133,2013,750,"Honduras"
134,2013,,"El Salvador"
135,2010,7333.11111111111,"Mexico"
135,2011,5041.09425531915,"Mexico"
135,2012,4239.45210526316,"Mexico"
135,2013,1481.66924066924,"Mexico"
136,2010,529,"Guatemala"
137,2010,1274.69736842105,"Ecuador"
137,2011,4063.76743589744,"Ecuador"
137,2012,1096.80824175824,"Ecuador"
137,2013,643.178206583428,"Ecuador"
138,2010,136.363636363636,"Peru"
138,2011,5246.51506493506,"Peru"
138,2012,8366.00421052632,"Peru"
138,2013,7066.59233791749,"Peru"
139,2010,1137.62222222222,"Venezuela"
139,2011,7337.51553571429,"Venezuela"
139,2012,621.61961038961,"Venezuela"
139,2013,2877.96173800259,"Venezuela"
147,2013,,"French Polynesia"
151,2010,42.3846153846154,"American Samoa"
152,2010,33,"Samoa"
152,2011,18.3716666666667,"Samoa"
153,2010,140.272727272727,"Cook Islands"
153,2011,15.0930769230769,"Cook Islands"
162,2010,27.6190476190476,"New Zealand"
162,2011,20.555,"New Zealand"
162,2012,20.7817647058824,"New Zealand"
162,2013,1192.33333333333,"New Zealand"
163,2010,57862.425,"United States"
163,2011,42907.0015555556,"United States"
163,2012,115779.853548387,"United States"
163,2013,397.648710677465,"United States"
164,2010,48.9615384615385,"Belize"
164,2011,323.708333333333,"Belize"
164,2012,155.821428571429,"Belize"
164,2013,338.649635036496,"Belize"
166,2010,455.78125,"Jamaica"
166,2011,409.639534883721,"Jamaica"
166,2012,766.826388888889,"Jamaica"
166,2013,1077.50588235294,"Jamaica"
167,2010,32.3150684931507,"Guyana"
171,2010,5006.37142857143,"Brazil"
171,2011,6752.44555555556,"Brazil"
171,2012,766.629361702128,"Brazil"
171,2013,812.491879350348,"Brazil"
172,2010,122.507692307692,"Argentina"
172,2011,253.932386363636,"Argentina"
172,2012,96.875,"Argentina"
172,2013,4220.1052631579,"Argentina"
173,2010,487.166666666667,"Uruguay"
173,2011,163.536865671642,"Uruguay"
173,2012,398.023783783784,"Uruguay"
173,2013,940.731707317073,"Uruguay"
174,2010,805.5,"Finland"
174,2011,330.69,"Finland"
174,2012,24.9217391304348,"Finland"
175,2010,485,"Denmark"
176,2010,346.610169491525,"Germany"
176,2011,12.5537142857143,"Germany"
176,2012,19.1067708333333,"Germany"
176,2013,373.555555555556,"Germany"
177,2010,34.8548387096774,"Netherlands"
177,2011,9.59666666666667,"Netherlands"
177,2012,496.04,"Netherlands"
177,2013,,"Netherlands"
178,2010,112.166666666667,"Poland"
178,2011,20.2965079365079,"Poland"
178,2012,44.0916666666667,"Poland"
179,2010,34.4318181818182,"France"
179,2011,6.13470588235294,"France"
179,2012,1.44671875,"France"
180,2010,774.417391304348,"United Kingdom"
180,2011,221.241967213115,"United Kingdom"
180,2012,53745.9259259259,"United Kingdom"
180,2013,75.9489361702128,"United Kingdom"
181,2010,15,"Ireland"
181,2011,185.890416666667,"Ireland"
181,2012,83.2410909090909,"Ireland"
181,2013,259.735395189003,"Ireland"
182,2010,170.65625,"Spain"
182,2011,559.306060606061,"Spain"
182,2012,426.848269230769,"Spain"
182,2013,1094.91758241758,"Spain"
183,2010,741.222222222222,"Portugal"
183,2011,273.372857142857,"Portugal"
183,2012,11.0233333333333,"Portugal"
183,2013,33,"Portugal"
184,2010,189.157894736842,"Italy"
184,2011,223.284,"Italy"
184,2012,32.65625,"Italy"
184,2013,1175.66666666667,"Italy"
187,2010,23,"Croatia"
187,2011,83.3194444444444,"Croatia"
187,2012,503.996428571429,"Croatia"
187,2013,3064,"Croatia"
188,2011,10,"Slovenia"
188,2012,132.2775,"Slovenia"
188,2013,106.285714285714,"Slovenia"
189,2010,2646,"Lithuania"
190,2010,153,"Qatar"
190,2013,25.576,"Qatar"
196,2010,7280.5,"Nigeria"
196,2011,300.166666666667,"Nigeria"
196,2012,35.0341176470588,"Nigeria"
196,2013,86.5,"Nigeria"
202,2010,636.214285714286,"Tanzania"
202,2011,11.0228571428571,"Tanzania"
202,2012,42.4471641791045,"Tanzania"
203,2010,2450.81818181818,"India"
203,2011,2987.72684210526,"India"
203,2012,2496.28305084746,"India"
203,2013,1338.95816618911,"India"
204,2010,50.9411764705882,"Bangladesh"
204,2011,71.7809523809524,"Bangladesh"
204,2012,70.0428571428571,"Bangladesh"
204,2013,14.4746399499061,"Bangladesh"
206,2010,411.947368421053,"Malaysia"
206,2011,38.4206944444444,"Malaysia"
206,2012,32.6611111111111,"Malaysia"
206,2013,1986.04878048781,"Malaysia"
207,2010,105,"Vietnam"
207,2011,2419.463,"Vietnam"
207,2012,183.5,"Vietnam"
208,2010,785.911764705882,"Singapore"
208,2011,2104.83888888889,"Singapore"
208,2012,487.123222222222,"Singapore"
208,2013,5494.65517241379,"Singapore"
209,2010,826.313313313313,"China"
209,2011,1514.78650246305,"China"
209,2012,2593.86355442177,"China"
209,2013,21289.5610420419,"China"
210,2010,195.647887323944,"Japan"
210,2011,488.23024691358,"Japan"
210,2012,748.651000000001,"Japan"
210,2013,4383.57046979866,"Japan"
214,2010,933.8,"Egypt"
214,2011,24.2075757575758,"Egypt"
214,2012,18.9595714285714,"Egypt"
214,2013,,"Egypt"
215,2010,4,"Jordan"
216,2010,432.32,"Indonesia"
216,2011,73.1464285714286,"Indonesia"
216,2012,41.0676,"Indonesia"
216,2013,1447.1,"Indonesia"
218,2010,2871.0987654321,"Canada"
218,2011,28832.3890909091,"Canada"
218,2012,6824.46642857142,"Canada"
218,2013,131.781945453345,"Canada"
220,2010,1018.9,"Sint Maarten"
220,2011,474.898784313726,"Sint Maarten"
220,2012,62.8886419753086,"Sint Maarten"
220,2013,3446.4,"Sint Maarten"
222,2010,1245.5,"Sweden"
222,2011,1547.507375,"Sweden"
222,2012,610.452666666667,"Sweden"
222,2013,367.048710601719,"Sweden"
223,2011,597.125945945946,"Norway"
223,2012,12.2222222222222,"Norway"
223,2013,,"Norway"
224,2010,4781.66666666667,"Chile"
224,2011,842.3328,"Chile"
224,2012,1411.765,"Chile"
224,2013,2643.8752293578,"Chile"
231,2010,417.75,"East Timor"
244,2011,386.666666666667,"Curacao"
244,2012,24.0416666666667,"Curacao"
244,2013,,"Curacao"
245,2011,386.666666666667,"Bonaire"
245,2012,234.9,"Bonaire"
245,2013,12614,"Bonaire"
247,2010,242,"Brunei"
247,2011,1770.27,"Brunei"
247,2012,21.2955319148936,"Brunei"
247,2013,862.861111111111,"Brunei"
248,2011,386.666666666667,"Saba"
248,2012,123.947368421053,"Saba"
248,2013,1450,"Saba"
249,2011,386.666666666667,"Sint Eustatius"
250,2010,77,"Aruba"
250,2011,386.666666666667,"Aruba"
250,2012,0.380172413793103,"Aruba"
255,2010,330.75,"Azerbaijan"
255,2012,36.5616438356164,"Azerbaijan"
255,2013,,"Azerbaijan"
