"rgn_id","year","lbs_per_mi","log_lbs_per_mi"
1,2010,256.6875,5.55174761046712
1,2011,65.4314516129032,4.19617061320573
1,2012,206.927007924609,5.3371870946739
1,2013,913.730582524272,6.81862957658932
2,2010,256.6875,5.55174761046712
2,2011,65.4314516129032,4.19617061320573
2,2012,206.927007924609,5.3371870946739
2,2013,913.730582524272,6.81862957658932
3,2010,256.6875,5.55174761046712
3,2011,65.4314516129032,4.19617061320573
3,2012,206.927007924609,5.3371870946739
3,2013,913.730582524272,6.81862957658932
4,2010,256.6875,5.55174761046712
4,2011,65.4314516129032,4.19617061320573
4,2012,206.927007924609,5.3371870946739
4,2013,913.730582524272,6.81862957658932
5,2010,3727.5171261487,8.22376588028125
5,2011,120.793221237433,4.80232469886192
5,2012,492.291010071484,6.2010992840142
5,2013,913.730582524272,6.81862957658932
6,2010,10582,9.26700421909372
6,2011,120.793221237433,4.80232469886192
6,2012,492.291010071484,6.2010992840142
6,2013,913.730582524272,6.81862957658932
7,2010,3727.5171261487,8.22376588028125
7,2011,120.793221237433,4.80232469886192
7,2012,492.291010071484,6.2010992840142
7,2013,913.730582524272,6.81862957658932
8,2010,8182.70408163265,9.00990014881946
8,2011,439.638459371614,6.08822471919162
8,2012,500.684502915961,6.21797144186814
8,2013,913.730582524272,6.81862957658932
9,2010,8182.70408163265,9.00990014881946
9,2011,439.638459371614,6.08822471919162
9,2012,500.684502915961,6.21797144186814
9,2013,913.730582524272,6.81862957658932
10,2010,8182.70408163265,9.00990014881946
10,2011,439.638459371614,6.08822471919162
10,2012,500.684502915961,6.21797144186814
10,2013,913.730582524272,6.81862957658932
11,2010,8182.70408163265,9.00990014881946
11,2011,439.638459371614,6.08822471919162
11,2012,500.684502915961,6.21797144186814
11,2013,913.730582524272,6.81862957658932
12,2010,8182.70408163265,9.00990014881946
12,2011,439.638459371614,6.08822471919162
12,2012,500.684502915961,6.21797144186814
12,2013,913.730582524272,6.81862957658932
13,2010,8182.70408163265,9.00990014881946
13,2011,439.638459371614,6.08822471919162
13,2012,500.684502915961,6.21797144186814
13,2013,913.730582524272,6.81862957658932
14,2010,1121.14457831325,7.0229969354579
14,2011,903.629056603774,6.80752497746948
14,2012,2785.65987549519,7.93259898038441
14,2013,1663.38095238095,7.41720853290785
15,2010,3535.04336224149,8.17076368675969
15,2011,39608.9903703704,10.5868366475049
15,2012,6667.99369397775,8.80522425705947
15,2013,6515.08390480032,8.78202884637327
16,2010,49.375,3.91949502026685
16,2011,110.307903225806,4.71230026407865
16,2012,106.645320197044,4.67884175047382
16,2013,913.730582524272,6.81862957658932
17,2010,351.428571428571,5.86484796747404
17,2011,120.793221237433,4.80232469886192
17,2012,591.639871382637,6.3845869149933
17,2013,913.730582524272,6.81862957658932
18,2010,249.122807017544,5.52195202531941
18,2011,120.793221237433,4.80232469886192
18,2012,392.942148760331,5.97620406795974
18,2013,913.730582524272,6.81862957658932
19,2010,1010.25,6.9189424683727
19,2011,16.7323717948718,2.87539188411572
19,2012,379.824107781629,5.9423376091634
19,2013,913.730582524272,6.81862957658932
20,2010,32574.9222797927,10.3913287140955
20,2011,10381.1845652174,9.24784659365329
20,2012,8140.96650664285,9.00478701540215
20,2013,18673.2973684211,9.83490338511228
21,2010,9321.39392401913,9.1401747334974
21,2011,3321.95759279945,8.10861050655166
21,2012,3843.43903653564,8.25438297702713
21,2013,11502.4524581606,9.35040248304931
24,2010,1703.44990731715,7.44099770265514
24,2011,132.278,4.89243717230354
24,2012,1447.79918699275,7.27849034540999
24,2013,154.897435897436,5.04919832883057
25,2010,1176.27906976744,7.07096118176205
25,2011,388.45875,5.96475795469605
25,2012,482.326108870968,6.18069159947129
25,2013,2766.33673469388,7.92564066905537
26,2010,1703.44990731715,7.44099770265514
26,2011,6395.08516175359,8.76344138871098
26,2012,1447.79918699275,7.27849034540999
26,2013,2963.31385656739,7.99440087034024
28,2010,1650.68887583371,7.40955360452447
28,2011,33.790599378882,3.54934721749725
28,2012,1087.10689655172,6.99219467309672
28,2013,920.258064516129,6.82574019734977
29,2010,1650.68887583371,7.40955360452447
29,2011,33.790599378882,3.54934721749725
29,2012,1087.10689655172,6.99219467309672
29,2013,920.258064516129,6.82574019734977
30,2010,1650.68887583371,7.40955360452447
30,2011,33.790599378882,3.54934721749725
30,2012,1087.10689655172,6.99219467309672
30,2013,920.258064516129,6.82574019734977
31,2010,1650.68887583371,7.40955360452447
31,2011,0.886,0.634458184211266
31,2012,1087.10689655172,6.99219467309672
31,2013,920.258064516129,6.82574019734977
32,2010,1650.68887583371,7.40955360452447
32,2011,33.790599378882,3.54934721749725
32,2012,1087.10689655172,6.99219467309672
32,2013,920.258064516129,6.82574019734977
33,2010,1650.68887583371,7.40955360452447
33,2011,33.790599378882,3.54934721749725
33,2012,1087.10689655172,6.99219467309672
33,2013,920.258064516129,6.82574019734977
34,2010,1650.68887583371,7.40955360452447
34,2011,33.790599378882,3.54934721749725
34,2012,1087.10689655172,6.99219467309672
34,2013,920.258064516129,6.82574019734977
35,2010,1650.68887583371,7.40955360452447
35,2011,33.790599378882,3.54934721749725
35,2012,1087.10689655172,6.99219467309672
35,2013,920.258064516129,6.82574019734977
36,2010,1650.68887583371,7.40955360452447
36,2011,33.790599378882,3.54934721749725
36,2012,1087.10689655172,6.99219467309672
36,2013,920.258064516129,6.82574019734977
37,2010,174.210526315789,5.16598825840858
37,2011,33.790599378882,3.54934721749725
37,2012,1087.10689655172,6.99219467309672
37,2013,920.258064516129,6.82574019734977
38,2010,870.242046471366,6.76991983316232
38,2011,850.305906954887,6.74677153161243
38,2012,1007.91583499162,6.91663160259458
38,2013,822.404685379673,6.7134477996034
39,2010,2063.88888888889,7.63283169711403
39,2011,55.1158333333333,4.02741800681386
39,2012,1007.91583499162,6.91663160259458
39,2013,822.404685379673,6.7134477996034
40,2010,870.242046471366,6.76991983316232
40,2011,286.6,5.66157062584689
40,2012,2473.56022944551,7.81381797414241
40,2013,1113.78125,7.01641347630596
41,2010,350,5.86078622346587
41,2011,112.387826086957,4.73081403180029
41,2012,1087.10689655172,6.99219467309672
41,2013,920.258064516129,6.82574019734977
42,2010,1650.68887583371,7.40955360452447
42,2011,33.790599378882,3.54934721749725
42,2012,1087.10689655172,6.99219467309672
42,2013,920.258064516129,6.82574019734977
43,2010,140.544977019041,4.9526175253687
43,2011,10.8657142857143,2.47365308914729
43,2012,1520.42988505747,7.32740588549994
43,2013,920.258064516129,6.82574019734977
44,2010,1650.68887583371,7.40955360452447
44,2011,33.790599378882,3.54934721749725
44,2012,1087.10689655172,6.99219467309672
44,2013,920.258064516129,6.82574019734977
45,2010,1650.68887583371,7.40955360452447
45,2011,33.790599378882,3.54934721749725
45,2012,1087.10689655172,6.99219467309672
45,2013,920.258064516129,6.82574019734977
46,2010,1650.68887583371,7.40955360452447
46,2011,33.790599378882,3.54934721749725
46,2012,1087.10689655172,6.99219467309672
46,2013,920.258064516129,6.82574019734977
47,2010,1331.74966442953,7.19499950391483
47,2011,485.348005952515,6.18692442928137
47,2012,2019.49506049566,7.61109783982148
47,2013,1474.2900952381,7.29660992417367
48,2010,347.5,5.85363823020058
48,2011,485.348005952515,6.18692442928137
48,2012,2019.49506049566,7.61109783982148
48,2013,1474.2900952381,7.29660992417367
49,2010,1598.97260273973,7.3777417847936
49,2011,21.7487878787879,3.12451186392425
49,2012,31.2569477154969,3.47373345307808
49,2013,440.108641187419,6.08929119700611
50,2010,4374.16666666667,8.38369989330421
50,2011,360.956818181818,5.89152491791998
50,2012,5427.08812260536,8.59934225564342
50,2013,4192.58,8.3413100633857
