"","iso3166","region_id","region_name","jobs","wage"
"1","AGO",200,"Angola",0.8686284104709,NA
"2","ALB",82,"Albania",1.39551530431201,NA
"3","ANT",244,"Curaçao",0.937938826609099,NA
"4","ANT",245,"Bonaire",0.937938826609099,NA
"5","ANT",248,"Saba",0.937938826609099,NA
"6","ANT",249,"Sint Eustatius",0.937938826609099,NA
"7","ANT",250,"Aruba",0.937938826609099,NA
"8","ARE",54,"United Arab Emirates",1.50049371063352,NA
"9","ASM",151,"American Samoa",0.984092847734008,NA
"10","ATG",120,"Antigua and Barbuda",1.08137341148223,NA
"11","BEN",99,"Benin",0.48644301351032,NA
"12","BGD",204,"Bangladesh",1.7755874578326,NA
"13","BGR",71,"Bulgaria",0.640939825783659,NA
"14","BIH",232,"Bosnia and Herzegovina",0.793354519596706,NA
"15","BLZ",164,"Belize",1.19959077843763,NA
"16","BRB",124,"Barbados",1.03255979668975,NA
"17","CHL",224,"Chile",1.19622769055901,NA
"18","CMR",197,"Cameroon",0.772488857653043,NA
"19","COD",199,"Democratic Republic of the Congo",2.21148995575309,NA
"20","COG",100,"R_publique du Congo",0.886968307224502,NA
"21","COK",153,"Cook Islands",0.383522312250176,NA
"22","COL",132,"Colombia",0.896711356415024,NA
"23","COM",28,"Comoro Islands",0.899368569410847,NA
"24","CPV",56,"Cape Verde",1.46336512211825,NA
"25","CUB",112,"Cuba",0.9319330642547,NA
"26","CYM",113,"Cayman Islands",1.33814107727769,NA
"27","DMA",123,"Dominica",1.02331039279775,NA
"28","DOM",115,"Dominican Republic",1.03127121968349,NA
"29","DZA",84,"Algeria",1.02164997314839,NA
"30","ECU",137,"Ecuador",1.1657015297894,NA
"31","ESP",182,"Spain",0.794256011191521,NA
"32","EST",70,"Estonia",0.716132569754484,NA
"33","FJI",18,"Fiji",0.768829434882728,NA
"34","FLK",95,"Falkland Islands",0.85578600934724,NA
"35","FRA",179,"France",0.88456678879491,NA
"36","GAB",198,"Gabon",0.570380660572345,NA
"37","GIB",60,"Gibraltar",1.87966543976644,NA
"38","GIN",194,"Guinea",1.11722747326586,NA
"39","GLP",140,"Guadeloupe and Martinique",1.04898583534852,NA
"40","GMB",65,"Gambia",1.07962322542094,NA
"41","GNQ",104,"Equatorial Guinea",0.108631103009814,NA
"42","GRC",80,"Greece",0.885096309246157,NA
"43","GRD",125,"Grenada",1.17320411791311,NA
"44","GRL",145,"Greenland",1.26018359552511,NA
"45","GTM",136,"Guatemala",1.10053406385312,NA
"46","GUF",169,"French Guiana",0.81053747176663,NA
"47","GUM",13,"Northern Mariana Islands and Guam",0.936637698071856,NA
"48","HND",133,"Honduras",0.760214666279064,NA
"49","HRV",187,"Croatia",0.858976562946977,NA
"50","HTI",114,"Haiti",1.58573827664644,NA
"51","IRL",181,"Ireland",0.821088443109925,NA
"52","IRN",191,"Iran",1.03814360369692,NA
"53","IRQ",192,"Iraq",1.89686517766115,NA
"54","ISR",79,"Israel",1.11336097330173,NA
"55","JAM",166,"Jamaica",0.986351011180813,NA
"56","KEN",43,"Kenya",0.958546951289552,NA
"57","KIR",212,"Kiribati",0.724671586264573,NA
"58","KWT",51,"Kuwait",1.65625497633975,NA
"59","LBN",78,"Lebanon",0.995712834851247,NA
"60","LBR",97,"Liberia",2.64916898208449,NA
"61","LBY",67,"Libya",0.56816615216486,NA
"62","LCA",122,"Saint Lucia",0.682545757471298,NA
"63","MAR",62,"Morocco",1.06617090781796,NA
"64","MDV",39,"Maldives",1.32189147751038,NA
"65","MLT",68,"Malta",0.979436986130981,NA
"66","MOZ",41,"Mozambique",1.42477270603213,NA
"67","MTQ",140,"Guadeloupe and Martinique",0.930169247365829,NA
"68","MYT",29,"Mayotte",1.00367249139124,NA
"69","NAM",101,"Namibia",2.20132715716303,NA
"70","NCL",5,"New Caledonia",2.9578972623533,NA
"71","NGA",196,"Nigeria",1.34793936363956,NA
"72","NLD",177,"Netherlands",0.750910266586769,NA
"73","NZL",162,"New Zealand",1.03192751193814,NA
"74","OMN",48,"Oman",1.09754634076345,NA
"75","PAN",129,"Panama",1.58887176018312,NA
"76","PLW",8,"Palau",0.830840826206991,NA
"77","PNG",17,"Papua New Guinea",1.01073258807268,NA
"78","PYF",147,"French Polynesia",1.90302754513411,NA
"79","QAT",190,"Qatar",0.791155481319336,NA
"80","REU",32,"R_union",0.82310868858852,NA
"81","SAU",50,"Saudi Arabia",1.16272757767221,NA
"82","SDN",49,"Sudan",0.637589328159597,NA
"83","SEN",66,"Senegal",1.05024465550725,NA
"84","SLB",7,"Solomon Islands",2.58346983861479,NA
"85","SLE",96,"Sierra Leone",0.858791161524865,NA
"86","SPM",219,"Saint Pierre and Miquelon",0.999025998568988,NA
"87","STP",103,"Sao Tome and Principe",1.17879012205314,NA
"88","SUR",168,"Suriname",0.923990579651494,NA
"89","SVN",188,"Slovenia",1.07430155062484,NA
"90","SWE",222,"Sweden",1.03128045229634,NA
