"","iso3166","region_id","region_name","jobs","wage"
"91","SYC",31,"Seychelles",1.20376552933529,NA
"92","SYR",77,"Syria",1.13379880354987,NA
"93","TCA",111,"Turks and Caicos Islands",0.925274338644606,NA
"94","TGO",98,"Togo",1.24385400961714,NA
"95","TLS",231,"East Timor",0.825785097996376,NA
"96","TON",155,"Tonga",1.10780010819538,NA
"97","TUN",61,"Tunisia",0.97094783415764,NA
"98","TUR",76,"Turkey",1.03961499844047,NA
"99","TUV",19,"Tuvalu",8.44581739872494,NA
"100","TZA",202,"Tanzania",1.41608901948988,NA
"101","UKR",75,"Ukraine",0.927924831659478,NA
"102","URY",173,"Uruguay",1.04507898982109,NA
"103","VGB",117,"British Virgin Islands",0.956724039225463,NA
"104","VNM",207,"Vietnam",0.954688193030787,NA
"105","VUT",6,"Vanuatu",1.22901580457045,NA
"106","YEM",47,"Yemen",1.58737329535315,NA
"107","ZAF",102,"South Africa",1.23635149336911,NA
