iucn_sid,am_sid,sciname,am_sciname,fbname,am_cat
193016.0,Fis-160285,Trimma randalli,Trimma randalli,Randall’s pygmy goby,NA
193022.0,Fis-62772,Trimma hoesei,Trimma hoesei,Forktail dwarfgoby,NA
193024.0,Fis-26440,Valenciennea helsdingenii,Valenciennea helsdingenii,Twostripe goby,NA
193025.0,Fis-32273,Eviota queenslandica,Eviota queenslandica,Queensland dwarfgoby,NA
193027.0,Fis-32262,Eviota cometa,Eviota cometa,Comet Eviota,NA
193031.0,Fis-146241,Palutrus scapulopunctatus,Palutrus scapulopunctatus,Scapular goby,NA
193035.0,Fis-32272,Eviota punctulata,Eviota punctulata,Finespot Eviota,NA
193039.0,Fis-62771,Pleurosicya plicata,Pleurosicya plicata,Plicata ghost goby,NA
193040.0,Fis-149597,Trimma stobbsi,Trimma stobbsi,Stobb's dwarfgoby,NA
193041.0,Fis-58383,Trimmatom nanus,Trimmatom nanus,Midget dwarfgoby,NA
193059.0,Fis-156899,Trimma macrophthalmum,Trimma macrophthalmum,Flame goby,NA
193062.0,Fis-151830,Fusigobius pallidus,Fusigobius pallidus,Pale sandgoby,NA
193066.0,Fis-149592,Trimma anaima,Trimma anaima,Sharpeye pygmygoby,NA
193067.0,Fis-58238,Priolepis nocturna,Priolepis nocturna,Blackbarred reefgoby,NA
193068.0,Fis-26457,Valenciennea puellaris,Valenciennea puellaris,Maiden goby,NA
193073.0,Fis-22967,Exyrias belissimus,Exyrias belissimus,Mud reef-goby,NA
193074.0,Fis-54182,Gobiopsis quinquecincta,Gobiopsis quinquecincta,Fiveband barbelgoby,NA
193075.0,Fis-26453,Vanderhorstia ambanoro,Vanderhorstia ambanoro,Ambanoro prawn-goby,NA
193076.0,Fis-58143,Eviota zebrina,Eviota zebrina,Zebra dwarfgoby,NA
193078.0,Fis-32276,Eviota sigillata,Eviota sigillata,Adorned dwarfgoby,NA
193082.0,Fis-26424,Amblygobius sphynx,Amblygobius sphynx,Sphinx goby,NA
193089.0,Fis-154486,Trimma nasa,Trimma nasa,Nasal dwarfgoby,NA
193091.0,Fis-32257,Bryaninops ridens,Bryaninops ridens,Ridens goby,NA
193093.0,Fis-119716,Bryaninops yongei,Bryaninops yongei,Whip coral goby,NA
193107.0,Fis-26465,Eviota infulata,Eviota infulata,Shouldermark Eviota,NA
193108.0,Fis-32260,Eviota afelei,Eviota afelei,Afele's fringefin goby,NA
193109.0,Fis-58258,Trimma emeryi,Trimma emeryi,Emery's goby,NA
193114.0,Fis-62753,Ctenogobiops maculosus,Ctenogobiops maculosus,Seychelles shrimpgoby,NA
193123.0,Fis-51818,Eviota zonura,Eviota zonura,Naked-headed goby,NA
193127.0,Fis-58253,Sueviota lachneri,Sueviota lachneri,Lancher's dwarfgoby,NA
193128.0,Fis-151828,Fusigobius maximus,Fusigobius maximus,Large sandgoby,NA
193130.0,Fis-34368,Eviota smaragdus,Eviota smaragdus,Smaragdus pygmy goby,NA
193131.0,Fis-32264,Eviota fasciola,Eviota fasciola,Barred Eviota,NA
193133.0,Fis-149594,Trimma halonevum,Trimma halonevum,null,NA
193139.0,Fis-32263,Eviota distigma,Eviota distigma,Distigma Eviota,NA
193143.0,Fis-126115,Oxyurichthys lonchotus,Oxyurichthys lonchotus,Speartail mudgoby,NA
193145.0,Fis-149595,Trimma milta,Trimma milta,Redearth dwarfgoby,NA
193148.0,Fis-35340,Trimma tevegae,Trimma tevegae,Blue-striped cave goby,NA
193151.0,Fis-63874,Trimma benjamini,Trimma benjamini,Ring-eye pygmy-goby,NA
193152.0,Fis-32266,Eviota lachdeberei,Eviota lachdeberei,Redlight Eviota,NA
193156.0,Fis-62183,Priolepis kappa,Priolepis kappa,Kappa reefgoby,NA
193159.0,Fis-32271,Eviota prasites,Eviota prasites,Hairfin Eviota,NA
193160.0,Fis-50723,Fusigobius duospilus,Fusigobius duospilus,Barenape goby,NA
193162.0,Fis-57981,Priolepis semidoliata,Priolepis semidoliata,Half-barred goby,NA
193163.0,Fis-57020,Pleurosicya bilobata,Pleurosicya bilobata,Bilobed ghost goby,NA
193167.0,Fis-26432,Fusigobius neophytus,Fusigobius neophytus,Common fusegoby,NA
193174.0,Fis-57982,Trimma striatum,Trimma striatum,Stripehead goby,NA
193175.0,Fis-32274,Eviota saipanensis,Eviota saipanensis,null,NA
193196.0,Fis-151087,Trimma annosum,Trimma annosum,Grey-bearded pygmygoby,NA
193200.0,Fis-26813,Priolepis inhaca,Priolepis inhaca,Brick goby,NA
193203.0,Fis-35274,Valenciennea parva,Valenciennea parva,Parva goby,NA
193204.0,Fis-35338,Trimma taylori,Trimma taylori,Yellow cave goby,NA
193206.0,Fis-26431,Cryptocentrus strigilliceps,Cryptocentrus strigilliceps,Target shrimp goby,NA
193209.0,Fis-35354,Vanderhorstia ornatissima,Vanderhorstia ornatissima,Ornate prawn-goby,NA
193212.0,Fis-157654,Trimma preclarum,Trimma preclarum,Exquisite pygmy goby,NA
193213.0,Fis-25056,Istigobius ornatus,Istigobius ornatus,Ornate goby,NA
193216.0,Fis-153667,Trimma cana,Trimma cana,Candycane pygmy goby,NA
193221.0,Fis-26461,Cabillus tongarevae,Cabillus tongarevae,Tongareva goby,NA
193223.0,Fis-128368,Feia nympha,Feia nympha,Nymph goby,NA
193226.0,Fis-32247,Discordipinna griessingeri,Discordipinna griessingeri,Spikefin goby,NA
193227.0,Fis-150581,Asterropteryx spinosa,Asterropteryx spinosa,Eyebar spiny goby,NA
193228.0,Fis-154393,Eviota monostigma,Eviota monostigma,Singlespot Eviota,NA
193229.0,Fis-29769,Macrodontogobius wilburi,Macrodontogobius wilburi,Largetooth goby,NA
193230.0,Fis-151821,Fusigobius humeralis,Fusigobius humeralis,Shoulderspot sandgoby,NA
193235.0,Fis-32267,Eviota latifasciata,Eviota latifasciata,brown-banded dwarfgoby,NA
193237.0,Fis-32268,Eviota melasma,Eviota melasma,Headspot Eviota,NA
193238.0,Fis-26421,Amblyeleotris wheeleri,Amblyeleotris wheeleri,Gorgeous prawn-goby,NA
193241.0,Fis-161179,Trimma nomurai,Trimma nomurai,Nomura's dwarfgoby,NA
193244.0,Fis-32253,Ctenogobiops feroculus,Ctenogobiops feroculus,Sandy prawn-goby,NA
193245.0,Fis-32269,Eviota nebulosa,Eviota nebulosa,Palespot Eviota,NA
193246.0,Fis-32462,Eviota sparsa,Eviota sparsa,Speckled dwarfgoby,NA
193247.0,Fis-59819,Priolepis compita,Priolepis compita,Crossroads goby,NA
193248.0,Fis-137522,Cryptocentrus maudae,Cryptocentrus maudae,Maude's shrimpgoby,NA
193251.0,Fis-32281,Bryaninops tigris,Bryaninops tigris,Black coral goby,NA
193256.0,Fis-25065,Istigobius spence,Istigobius spence,Pearl goby,NA
193265.0,Fis-23393,Bairdiella ronchus,Bairdiella ronchus,Ground croaker,NA
193266.0,Fis-23098,Cynoscion nebulosus,Cynoscion nebulosus,Spotted weakfish,NA
193267.0,Fis-29428,Leiostomus xanthurus,Leiostomus xanthurus,Spot croaker,NA
193268.0,Fis-23190,Micropogonias undulatus,Micropogonias undulatus,Atlantic croaker,NA
193269.0,Fis-23219,Pogonias cromis,Pogonias cromis,Black drum,NA
193270.0,Fis-23796,Sciaenops ocellatus,Sciaenops ocellatus,Red drum,NA
193271.0,Fis-23835,Stellifer lanceolatus,Stellifer lanceolatus,American stardrum,NA
193272.0,Fis-23764,Rypticus saponaceus,Rypticus saponaceus,Greater soapfish,NA
193273.0,Fis-24400,Achirus lineatus,Achirus lineatus,Lined sole,NA
193274.0,Fis-26602,Trinectes paulistanus,Trinectes paulistanus,Slipper sole,NA
193467.0,Fis-161097,Asterropteryx senoui,Asterropteryx senoui,Senou's goby,NA
193471.0,Fis-163891,Eviota shimadai,Eviota shimadai,Shimada's dwarfgoby,NA
193472.0,Fis-163888,Eviota winterbottomi,Eviota winterbottomi,Duskybar dwarfgoby,NA
193598.0,Fis-27753,Takifugu vermicularis,Takifugu vermicularis,Purple puffer,NA
193599.0,Fis-35467,Arothron caeruleopunctatus,Arothron caeruleopunctatus,Blue-spotted puffer,NA
193602.0,Fis-145529,Takifugu bimaculatus,Takifugu bimaculatus,null,NA
193606.0,Fis-35868,Diodon eydouxii,Diodon eydouxii,Pelagic porcupinefish,NA
193607.0,Fis-26417,Arothron manilensis,Arothron manilensis,Narrow-lined puffer,NA
193609.0,Fis-23186,Melichthys niger,Melichthys niger,Black triggerfish,NA
193611.0,Fis-30893,Sphoeroides parvus,Sphoeroides parvus,Least puffer,NA
193612.0,Fis-26899,Takifugu rubripes,Takifugu rubripes,Japanese pufferfish,NA
193614.0,Fis-134060,Torquigener vicinus,Torquigener vicinus,null,NA
193615.0,Fis-23758,Ranzania laevis,Ranzania laevis,Slender sunfish,NA
193621.0,Fis-26955,Torquigener hypselogeneion,Torquigener hypselogeneion,Orange-spotted toadfish,NA
193622.0,Fis-26889,Lagocephalus spadiceus,Lagocephalus spadiceus,Half-smooth golden pufferfish,NA
193623.0,Fis-134077,Canthigaster papua,Canthigaster papua,Papuan toby,NA
193624.0,Fis-145527,Takifugu reticularis,Takifugu reticularis,null,NA
193628.0,Fis-134084,Lagocephalus suezensis,Lagocephalus suezensis,null,NA
193630.0,Fis-23819,Sphoeroides spengleri,Sphoeroides spengleri,Bandtail puffer,NA
193631.0,Fis-127179,Contusus brevicaudus,Contusus brevicaudus,null,NA
193632.0,Fis-25618,Sphoeroides greeleyi,Sphoeroides greeleyi,Green puffer,NA
193634.0,Fis-27715,Masturus lanceolatus,Masturus lanceolatus,Sharptail mola,NA
193636.0,Fis-29190,Torquigener pleurogramma,Torquigener pleurogramma,Weeping toado,NA
193637.0,Fis-127175,Torquigener andersonae,Torquigener andersonae,Anderson's toadfish,NA
193642.0,Fis-133901,Canthigaster axiologus,Canthigaster axiologus,Pacific crown toby,NA
193644.0,Fis-24494,Chilomycterus antennatus,Chilomycterus antennatus,Bridled burrfish,NA
193647.0,Fis-22736,Acanthostracion quadricornis,Acanthostracion quadricornis,Scrawled cowfish,NA
193650.0,Fis-26564,Colomesus psittacus,Colomesus psittacus,Banded puffer,NA
193655.0,Fis-28622,Canthigaster margaritata,Canthigaster margaritata,null,NA
193656.0,Fis-26177,Canthigaster bennetti,Canthigaster bennetti,Bennett's sharpnose puffer,NA
193659.0,Fis-28766,Takifugu exascurus,Takifugu exascurus,null,NA
193660.0,Fis-134051,Torquigener gloerfelti,Torquigener gloerfelti,null,NA
193661.0,Fis-127185,Tetractenos glaber,Tetractenos glaber,Smooth toadfish,NA
193662.0,Fis-26098,Arothron meleagris,Arothron meleagris,Guineafowl puffer,NA
193663.0,Fis-26721,Canthigaster jactator,Canthigaster jactator,Hawaiian whitespotted toby,NA
193664.0,Fis-26935,Lagocephalus lunaris,Lagocephalus lunaris,Lunartail puffer,NA
193666.0,Fis-55124,Takifugu flavidus,Takifugu flavidus,Yellowbelly pufferfish,NA
193667.0,Fis-27754,Takifugu porphyreus,Takifugu porphyreus,null,NA
193668.0,Fis-29912,Diodon hystrix,Diodon hystrix,Spot-fin porcupinefish,NA
193669.0,Fis-26178,Canthigaster compressa,Canthigaster compressa,Compressed toby,NA
193670.0,Fis-134062,Torquigener paxtoni,Torquigener paxtoni,null,NA
193671.0,Fis-26728,Arothron mappa,Arothron mappa,Map puffer,NA
193672.0,Fis-34021,Torquigener parcuspinus,Torquigener parcuspinus,Yellow-eyed toadfish,NA
193675.0,Fis-26717,Canthigaster amboinensis,Canthigaster amboinensis,Spider-eye puffer,NA
193676.0,Fis-29189,Omegophora armilla,Omegophora armilla,Ringed toadfish,NA
193677.0,Fis-28092,Feroxodon multistriatus,Feroxodon multistriatus,Manystriped blowfish,NA
193678.0,Fis-34404,Torquigener pallimaculatus,Torquigener pallimaculatus,null,NA
193686.0,Fis-63048,Marilyna pleurosticta,Marilyna pleurosticta,null,NA
193689.0,Fis-113028,Torquigener randalli,Torquigener randalli,Randall's puffer,NA
193693.0,Fis-28768,Takifugu pardalis,Takifugu pardalis,null,NA
193695.0,Fis-150910,Canthigaster natalensis,Canthigaster natalensis,Natal toby,NA
193696.0,Fis-55216,Takifugu chrysops,Takifugu chrysops,null,NA
193697.0,Fis-58037,Canthigaster pygmaea,Canthigaster pygmaea,Pygmy toby,NA
193698.0,Fis-141491,Sphoeroides tyleri,Sphoeroides tyleri,Bearded puffer,NA
193699.0,Fis-25619,Arothron hispidus,Arothron hispidus,White-spotted puffer,NA
193700.0,Fis-31154,Balistes punctatus,Balistes punctatus,Bluespotted triggerfish,NA
193703.0,Fis-60581,Torquigener flavimaculosus,Torquigener flavimaculosus,null,NA
193704.0,Fis-62637,Torquigener altipinnis,Torquigener altipinnis,null,NA
193705.0,Fis-26249,Canthigaster rivulata,Canthigaster rivulata,Brown-lined puffer,NA
193709.0,Fis-28618,Canthigaster callisterna,Canthigaster callisterna,Clown toado,NA
193711.0,Fis-35347,Canthigaster smithae,Canthigaster smithae,Bicolored toby,NA
193712.0,Fis-163987,Arothron stellatus,Arothron stellatus,Stellate puffer,NA
193716.0,Fis-26210,Arothron reticularis,Arothron reticularis,Reticulated pufferfish,NA
193717.0,Fis-26839,Lagocephalus inermis,Lagocephalus inermis,Smooth blaasop,NA
193718.0,Fis-64430,Lagocephalus guentheri,Lagocephalus guentheri,Diamondback puffer,NA
193722.0,Fis-58036,Arothron diadematus,Arothron diadematus,Masked puffer,NA
193723.0,Fis-35313,Canthigaster ocellicincta,Canthigaster ocellicincta,Shy toby,NA
193725.0,Fis-150216,Canthigaster jamestyleri,Canthigaster jamestyleri,Goldface toby,NA
193733.0,Fis-26723,Canthigaster epilampra,Canthigaster epilampra,Lantern toby,NA
193735.0,Fis-34019,Torquigener hicksi,Torquigener hicksi,Hick's toadfish,NA
193736.0,Fis-32303,Balistes capriscus,Balistes capriscus,Grey triggerfish,NA
193741.0,Fis-127173,Torquigener perlevis,Torquigener perlevis,Spineless toadfish,NA
193742.0,Fis-32650,Chelonodon laticeps,Chelonodon laticeps,Bluespotted blaasop,NA
193747.0,Fis-26842,Amblyrhynchotes honckenii,Amblyrhynchotes honckenii,Evileye blaasop,NA
193749.0,Fis-26722,Canthigaster coronata,Canthigaster coronata,Crowned puffer,NA
193752.0,Fis-27714,Chilomycterus reticulatus,Chilomycterus reticulatus,Spotfin burrfish,NA
193758.0,Fis-25401,Ephippion guttifer,Ephippion guttifer,Prickly puffer,NA
193759.0,Fis-30892,Sphoeroides dorsalis,Sphoeroides dorsalis,Marbled puffer,NA
193760.0,Fis-127171,Torquigener squamicauda,Torquigener squamicauda,Brush-tail toadfish,NA
193762.0,Fis-23818,Sphoeroides nephelus,Sphoeroides nephelus,Southern puffer,NA
193766.0,Fis-26179,Canthigaster janthinoptera,Canthigaster janthinoptera,Honeycomb toby,NA
193767.0,Fis-53659,Acanthostracion guineensis,Acanthostracion guineensis,null,NA
193768.0,Fis-53665,Acanthostracion notacanthus,Acanthostracion notacanthus,Island cowfish,NA
193769.0,Fis-26843,Tylerius spinosissimus,Tylerius spinosissimus,Spiny blaasop,NA
193771.0,Fis-28989,Sphoeroides marmoratus,Sphoeroides marmoratus,Guinean puffer,NA
193772.0,Fis-28767,Takifugu stictonotus,Takifugu stictonotus,null,NA
193775.0,Fis-26199,Canthigaster solandri,Canthigaster solandri,Spotted sharpnose,NA
193779.0,Fis-145524,Takifugu snyderi,Takifugu snyderi,null,NA
193782.0,Fis-28169,Torquigener whitleyi,Torquigener whitleyi,Whitley's toadfish,NA
193784.0,Fis-133990,Tetractenos hamiltoni,Tetractenos hamiltoni,null,NA
193785.0,Fis-62815,Marilyna darwinii,Marilyna darwinii,null,NA
193786.0,Fis-53116,Arothron inconditus,Arothron inconditus,Bellystriped blaasop,NA
193789.0,Fis-145532,Takifugu alboplumbeus,Takifugu alboplumbeus,null,NA
193792.0,Fis-25271,Contusus richei,Contusus richei,Prickly toadfish,NA
193793.0,Fis-24480,Canthigaster rostrata,Canthigaster rostrata,Caribbean sharpnose-puffer,NA
193796.0,Fis-26180,Canthigaster valentini,Canthigaster valentini,Valentin's sharpnose puffer,NA
193799.0,Fis-163700,Canthigaster cyanospilota,Canthigaster cyanospilota,Blue-spotted toby,NA
193803.0,Fis-133976,Omegophora cyanopunctata,Omegophora cyanopunctata,null,NA
193804.0,Fis-26097,Arothron nigropunctatus,Arothron nigropunctatus,Blackspotted puffer,NA
193805.0,Fis-26418,Arothron immaculatus,Arothron immaculatus,Immaculate puffer,NA
193809.0,Fis-150207,Takifugu pseudommus,Takifugu pseudommus,null,NA
193810.0,Fis-26952,Takifugu oblongus,Takifugu oblongus,Lattice blaasop,NA
193813.0,Fis-23820,Sphoeroides testudineus,Sphoeroides testudineus,Checkered puffer,NA
193815.0,Fis-30779,Chilomycterus antillarum,Chilomycterus antillarum,Web burrfish,NA
193816.0,Fis-23578,Lactophrys trigonus,Lactophrys trigonus,Buffalo trunkfish,NA
193817.0,Fis-31054,Diodon holocanthus,Diodon holocanthus,Longspined porcupinefish,NA
193820.0,Fis-35377,Canthigaster tyleri,Canthigaster tyleri,Tyler's toby,NA
193822.0,Fis-29188,Arothron firmamentum,Arothron firmamentum,Starry toado,NA
194289.0,Fis-22737,Aphareus furca,Aphareus furca,Small toothed jobfish,NA
194331.0,Fis-22937,Pristipomoides filamentosus,Pristipomoides filamentosus,Crimson jobfish,NA
194332.0,Fis-30252,Lutjanus agennes,Lutjanus agennes,African red snapper,NA
194334.0,Fis-53903,Lutjanus russellii,Lutjanus russellii,Russell's snapper,NA
194335.0,Fis-29439,Lutjanus lutjanus,Lutjanus lutjanus,Bigeye snapper,NA
194336.0,Fis-23600,Lipocheilus carnolabrum,Lipocheilus carnolabrum,Tang's snapper,NA
194337.0,Fis-22783,Lutjanus kasmira,Lutjanus kasmira,Common bluestripe snapper,NA
194338.0,Fis-22803,Macolor niger,Macolor niger,Black and white snapper,NA
194339.0,Fis-29468,Paracaesio sordida,Paracaesio sordida,Dirty ordure snapper,NA
194342.0,Fis-23620,Lutjanus boutton,Lutjanus boutton,Moluccan snapper,NA
194343.0,Fis-22797,Lutjanus sebae,Lutjanus sebae,Emperor red snapper,NA
194344.0,Fis-22798,Lutjanus synagris,Lutjanus synagris,Lane snapper,NA
194345.0,Fis-23630,Lutjanus goreensis,Lutjanus goreensis,Gorean snapper,NA
194347.0,Fis-22960,Symphorus nematophorus,Symphorus nematophorus,Chinamanfish,NA
194348.0,Fis-29444,Macolor macularis,Macolor macularis,Midnight snapper,NA
194349.0,Fis-47262,Paracaesio xanthura,Paracaesio xanthura,Yellowtail blue snapper,NA
194350.0,Fis-29965,Etelis radiosus,Etelis radiosus,Pale snapper,NA
194351.0,Fis-22936,Pristipomoides auricilla,Pristipomoides auricilla,Goldflag jobfish,NA
194353.0,Fis-29466,Paracaesio gonzalesi,Paracaesio gonzalesi,Vanuatu snapper,NA
194354.0,Fis-29440,Lutjanus mizenkoi,Lutjanus mizenkoi,Samoan snapper,NA
194356.0,Fis-22794,Lutjanus rivulatus,Lutjanus rivulatus,Blubberlip snapper,NA
194359.0,Fis-22793,Lutjanus quinquelineatus,Lutjanus quinquelineatus,Five-lined snapper,NA
194360.0,Fis-29276,Aphareus rutilans,Aphareus rutilans,Rusty jobfish,NA
194363.0,Fis-23619,Lutjanus bohar,Lutjanus bohar,Two-spot red snapper,NA
194364.0,Fis-29288,Apsilus fuscus,Apsilus fuscus,African forktail snapper,NA
194365.0,Fis-23622,Lutjanus campechanus,Lutjanus campechanus,Northern red snapper,NA
194366.0,Fis-22940,Pristipomoides sieboldii,Pristipomoides sieboldii,Lavender jobfish,NA
194368.0,Fis-22811,Pristipomoides argyrogrammicus,Pristipomoides argyrogrammicus,Ornate jobfish,NA
194370.0,Fis-146035,Lutjanus fulviflamma,Lutjanus fulviflamma,Dory snapper,NA
194371.0,Fis-22941,Pristipomoides zonatus,Pristipomoides zonatus,Oblique-banded snapper,NA
194373.0,Fis-32817,Pinjalo lewisi,Pinjalo lewisi,Slender pinjalo,NA
194374.0,Fis-22801,Lutjanus vitta,Lutjanus vitta,Brownstripe red snapper,NA
194376.0,Fis-22790,Lutjanus monostigma,Lutjanus monostigma,One-spot snapper,NA
194377.0,Fis-22893,Lutjanus fulvus,Lutjanus fulvus,Blacktail snapper,NA
194379.0,Fis-29278,Aprion virescens,Aprion virescens,Green jobfish,NA
194380.0,Fis-29469,Paracaesio stonei,Paracaesio stonei,Cocoa snapper,NA
194383.0,Fis-29488,Pristipomoides typus,Pristipomoides typus,Sharptooth jobfish,NA
194385.0,Fis-22894,Lutjanus gibbus,Lutjanus gibbus,Humpback red snapper,NA
194389.0,Fis-23628,Lutjanus fulgens,Lutjanus fulgens,Golden African snapper,NA
194391.0,Fis-29467,Paracaesio kusakarii,Paracaesio kusakarii,Saddle-back snapper,NA
194393.0,Fis-23617,Lutjanus biguttatus,Lutjanus biguttatus,Two-spot banded snapper,NA
194394.0,Fis-23627,Lutjanus dentatus,Lutjanus dentatus,African brown snapper,NA
194398.0,Fis-29442,Lutjanus semicinctus,Lutjanus semicinctus,Black-banded snapper,NA
194399.0,Fis-23609,Lutjanus adetii,Lutjanus adetii,Yellow-banded snapper,NA
194400.0,Fis-22944,Randallichthys filamentosus,Randallichthys filamentosus,Randall's snapper,NA
194401.0,Fis-29487,Pristipomoides flavipinnis,Pristipomoides flavipinnis,Golden eye jobfish,NA
194402.0,Fis-22959,Symphorichthys spilurus,Symphorichthys spilurus,Sailfin snapper,NA
194406.0,Fis-22802,Lutjanus vivanus,Lutjanus vivanus,Silk snapper,NA
194407.0,Fis-23178,Lutjanus ehrenbergii,Lutjanus ehrenbergii,Blackspot snapper,NA
194408.0,Fis-23367,Anisotremus surinamensis,Anisotremus surinamensis,Black margate,NA
194409.0,Fis-23368,Anisotremus virginicus,Anisotremus virginicus,Porkfish,NA
194413.0,Fis-23040,Brachydeuterus auritus,Brachydeuterus auritus,Bigeye grunt,NA
194414.0,Fis-23096,Conodon nobilis,Conodon nobilis,Barred grunt,NA
194415.0,Fis-23524,Haemulon boschmae,Haemulon boschmae,Bronzestripe grunt,NA
194416.0,Fis-22235,Haemulon carbonarium,Haemulon carbonarium,Caesar grunt,NA
194417.0,Fis-22236,Haemulon chrysargyreum,Haemulon chrysargyreum,Smallmouth grunt,NA
194418.0,Fis-23525,Haemulon flavolineatum,Haemulon flavolineatum,French grunt,NA
194419.0,Fis-53542,Haemulon macrostomum,Haemulon macrostomum,Spanish grunt,NA
194420.0,Fis-23526,Haemulon melanurum,Haemulon melanurum,Cottonwick grunt,NA
194421.0,Fis-16335,Haemulon parra,Haemulon parra,Sailor's grunt,NA
194422.0,Fis-23529,Haemulon sciurus,Haemulon sciurus,Bluestriped grunt,NA
194425.0,Fis-25415,Parakuhlia macrophthalmus,Parakuhlia macrophthalmus,Dara,NA
194432.0,Fis-27540,Plectorhinchus macrolepis,Plectorhinchus macrolepis,Biglip grunt,NA
194433.0,Fis-22931,Plectorhinchus mediterraneus,Plectorhinchus mediterraneus,Rubberlip grunt,NA
194437.0,Fis-25269,Pomadasys jubelini,Pomadasys jubelini,Sompat grunt,NA
194440.0,Fis-62927,Pomadasys perotaei,Pomadasys perotaei,Parrot grunt,NA
194441.0,Fis-25419,Pomadasys rogerii,Pomadasys rogerii,Pigsnout grunt,NA
194905.0,Fis-49708,Starksia atlantica,Starksia atlantica,Smooth-eye blenny,NA
194908.0,Fis-49704,Starksia lepicoelia,Starksia lepicoelia,Blackcheek blenny,NA
194912.0,Fis-61805,Starksia sluiteri,Starksia sluiteri,Chessboard blenny,NA
194967.0,Fis-34925,Chlopsis bicolor,Chlopsis bicolor,Bicolor eel,NA
194968.0,Fis-23377,Ariosoma balearicum,Ariosoma balearicum,Bandtooth conger,NA
194969.0,Fis-22866,Conger conger,Conger conger,European conger,NA
194971.0,Fis-31162,Cynoponticus ferox,Cynoponticus ferox,Guinean pike conger,NA
194973.0,Fis-23523,Gymnothorax unicolor,Gymnothorax unicolor,Brown moray,NA
194974.0,Fis-30321,Muraena helena,Muraena helena,Mediterranean moray,NA
194980.0,Fis-27286,Apterichtus anguiformis,Apterichtus anguiformis,Slender finless eel,NA
194981.0,Fis-23373,Apterichtus caecus,Apterichtus caecus,European finless eel,NA
194984.0,Fis-23483,Echelus myrus,Echelus myrus,Painted eel,NA
194986.0,Fis-23679,Ophisurus serpens,Ophisurus serpens,Serpent eel,NA
194989.0,Fis-27300,Dysomma brevirostre,Dysomma brevirostre,Pignosed arrowtooth eel,NA
194991.0,Fis-29300,Atherina presbyter,Atherina presbyter,Sand smelt,NA
194992.0,Fis-27308,Bathypterois grallator,Bathypterois grallator,Tripodfish,NA
194993.0,Fis-49778,Chlorophthalmus agassizi,Chlorophthalmus agassizi,Shortnose greeneye,NA
194995.0,Fis-23502,Evermannella balbo,Evermannella balbo,Balbo sabretooth,NA
194997.0,Fis-136946,Arctozenus risso,Arctozenus risso,Spotted barracudina,NA
194998.0,Fis-23586,Lestidiops sphyrenoides,Lestidiops sphyrenoides,null,NA
195003.0,Fis-25622,Halobatrachus didactylus,Halobatrachus didactylus,Lusitanian toadfish,NA
195038.0,Fis-23580,Lampris guttatus,Lampris guttatus,Opah,NA
195074.0,Fis-23183,Macrodon ancylodon,Macrodon ancylodon,King weakfish,NA
195075.0,Fis-23187,Menticirrhus americanus,Menticirrhus americanus,Southern kingcroaker,NA
195091.0,Fis-22852,Brama brama,Brama brama,Atlantic pomfret,NA
195093.0,Fis-22764,Helicolenus dactylopterus,Helicolenus dactylopterus,Blackbelly rosefish,NA
195097.0,Fis-29523,Seriola lalandi,Seriola lalandi,Yellowtail amberjack,NA
195098.0,Fis-22214,Trachurus lathami,Trachurus lathami,Rough scad,NA
195488.0,Fis-164793,Squalus suckleyi,Squalus suckleyi,Pacific spiny dogfish,NA
195643.0,Fis-62925,Chilorhinus suensonii,Chilorhinus suensonii,Seagrass eel,NA
195647.0,Fis-27318,Chlopsis olokun,Chlopsis olokun,null,NA
195656.0,Fis-27271,Panturichthys isognathus,Panturichthys isognathus,null,NA
195658.0,Fis-33151,Panturichthys mauritanicus,Panturichthys mauritanicus,Mauritanian shortface eel,NA
195674.0,Fis-23903,Anarchias similis,Anarchias similis,Pygmy moray,NA
195680.0,Fis-24005,Echidna catenata,Echidna catenata,Chain moray,NA
195688.0,Fis-26850,Enchelycore anatina,Enchelycore anatina,Fangtooth moray,NA
195691.0,Fis-29944,Enchelycore carychroa,Enchelycore carychroa,Chestnut moray,NA
195694.0,Fis-23485,Enchelycore nigricans,Enchelycore nigricans,Viper moray,NA
195708.0,Fis-143415,Gymnothorax bacalladoi,Gymnothorax bacalladoi,Canary moray,NA
195731.0,Fis-32409,Gymnothorax funebris,Gymnothorax funebris,Green moray,NA
195738.0,Fis-30081,Gymnothorax hubbsi,Gymnothorax hubbsi,Lichen moray,NA
195748.0,Fis-33144,Gymnothorax mareei,Gymnothorax mareei,Spotjaw moray,NA
195756.0,Fis-23646,Gymnothorax miliaris,Gymnothorax miliaris,Goldentail moray,NA
195762.0,Fis-26587,Gymnothorax moringa,Gymnothorax moringa,Spotted moray,NA
195771.0,Fis-30082,Gymnothorax ocellatus,Gymnothorax ocellatus,Ocellated moray,NA
195796.0,Fis-30083,Gymnothorax saxicola,Gymnothorax saxicola,Honeycomb moray,NA
195805.0,Fis-26588,Gymnothorax vicinus,Gymnothorax vicinus,Purplemouth moray,NA
195810.0,Fis-7854,Muraena augusti,Muraena augusti,null,NA
195811.0,Fis-61790,Muraena pavonina,Muraena pavonina,Whitespot moray,NA
195813.0,Fis-32410,Muraena robusta,Muraena robusta,Stout moray,NA
195825.0,Fis-28255,Uropterygius macularius,Uropterygius macularius,Marbled moray,NA
