iucn_sid,year,old_cat,cat_txt,cat_ts,cat_ts_score
13653,1996,CR,Critically Endangered,CR,0.8
13653,2008,CR,Critically Endangered,CR,0.8
13653,2013,CR,Critically Endangered,CR,0.8
13653,2015,EN,Endangered,EN,0.6
13654,1965,NA,"""Very rare but believed to be stable or increasing""",CR,0.8
13654,1982,E,Endangered,EN,0.6
13654,1986,E,Endangered,EN,0.6
13654,1988,E,Endangered,EN,0.6
13654,1990,E,Endangered,EN,0.6
13654,1994,E,Endangered,EN,0.6
13654,1996,EN,Endangered,EN,0.6
13654,2008,CR,Critically Endangered,CR,0.8
13654,2015,EN,Endangered,EN,0.6
136567,2008,VU,Vulnerable,VU,0.4
136635,2008,EN,Endangered,EN,0.6
13704,2008,NT,Near Threatened,NT,0.2
13704,2012,NT,Near Threatened,NT,0.2
14048,1996,VU,Vulnerable,VU,0.4
14049,1996,VU,Vulnerable,VU,0.4
14049,2007,EN,Endangered,EN,0.6
14049,2008,EN,Endangered,EN,0.6
14050,1996,VU,Vulnerable,VU,0.4
14050,2008,LC,Least Concern,LC,0.0
14051,1996,V,Vulnerable,VU,0.4
14051,1996,VU,Vulnerable,VU,0.4
14051,2007,VU,Vulnerable,VU,0.4
14051,2008,VU,Vulnerable,VU,0.4
14051,2015,VU,Vulnerable,VU,0.4
14052,1996,VU,Vulnerable,VU,0.4
14052,2008,NT,Near Threatened,NT,0.2
14053,1996,VU,Vulnerable,VU,0.4
14053,2007,VU,Vulnerable,VU,0.4
14053,2008,VU,Vulnerable,VU,0.4
14054,2008,LC,Least Concern,LC,0.0
14128,1996,LR/lc,Lower Risk/least concern,LC,0.0
14128,2008,LC,Least Concern,LC,0.0
14134315,2016,EN,Endangered,EN,0.6
14134429,2012,LC,Least Concern,LC,0.0
14214,1990,V,Vulnerable,VU,0.4
14214,1994,V,Vulnerable,VU,0.4
14214,1996,LR/lc,Lower Risk/least concern,LC,0.0
14214,2008,LC,Least Concern,LC,0.0
14214,2010,LC,Least Concern,LC,0.0
14214,2013,LC,Least Concern,LC,0.0
14264,1988,R,Rare,EN,0.6
14264,1990,R,Rare,EN,0.6
14264,1994,R,Rare,EN,0.6
14264,1996,LR/lc,Lower Risk/least concern,LC,0.0
14264,2007,LC,Least Concern,LC,0.0
14363,1994,V,Vulnerable,VU,0.4
14363,1996,VU,Vulnerable,VU,0.4
14524,2008,LC,Least Concern,LC,0.0
14549,1994,R,Rare,EN,0.6
14549,1996,LR/lc,Lower Risk/least concern,LC,0.0
14549,2008,EN,Endangered,EN,0.6
14549,2015,EN,Endangered,EN,0.6
14584,1996,EN,Endangered,EN,0.6
14584,2008,EN,Endangered,EN,0.6
15106,1996,LR/lc,Lower Risk/least concern,LC,0.0
15106,2016,VU,Vulnerable,VU,0.4
15147715,2015,LC,Least Concern,LC,0.0
15147725,2015,LC,Least Concern,LC,0.0
15147791,2015,LC,Least Concern,LC,0.0
15147816,2015,LC,Least Concern,LC,0.0
15147860,2015,LC,Least Concern,LC,0.0
15147965,2015,LC,Least Concern,LC,0.0
15147977,2015,LC,Least Concern,LC,0.0
15148522,2015,LC,Least Concern,LC,0.0
15148566,2015,LC,Least Concern,LC,0.0
15148742,2015,LC,Least Concern,LC,0.0
15148858,2015,LC,Least Concern,LC,0.0
15148964,2015,LC,Least Concern,LC,0.0
15149121,2015,LC,Least Concern,LC,0.0
15149175,2015,LC,Least Concern,LC,0.0
15149262,2015,LC,Least Concern,LC,0.0
15149335,2015,LC,Least Concern,LC,0.0
15239,1996,LR/nt,Lower Risk/near threatened,NT,0.2
15239,2010,LC,Least Concern,LC,0.0
15269,1996,LR/lc,Lower Risk/least concern,LC,0.0
15269,2008,LC,Least Concern,LC,0.0
15269,2015,LC,Least Concern,LC,0.0
15307967,2013,NT,Near Threatened,NT,0.2
15307969,2013,LC,Least Concern,LC,0.0
15307971,2013,LC,Least Concern,LC,0.0
15307975,2013,LC,Least Concern,LC,0.0
15307977,2013,VU,Vulnerable,VU,0.4
15307979,2013,LC,Least Concern,LC,0.0
15307981,2013,LC,Least Concern,LC,0.0
15319,1994,E,Endangered,EN,0.6
15319,1996,EN,Endangered,EN,0.6
153534,2010,LC,Least Concern,LC,0.0
153534,2016,LC,Least Concern,LC,0.0
153535,2010,LC,Least Concern,LC,0.0
153538,2010,LC,Least Concern,LC,0.0
15419,2008,VU,Vulnerable,VU,0.4
15421,1996,LR/cd,Lower Risk/conservation dependent,VU,0.4
154613,2010,LC,Least Concern,LC,0.0
154615,2010,LC,Least Concern,LC,0.0
154616,2010,LC,Least Concern,LC,0.0
154618,2010,LC,Least Concern,LC,0.0
154619,2010,LC,Least Concern,LC,0.0
154620,2010,LC,Least Concern,LC,0.0
154623,2010,LC,Least Concern,LC,0.0
154624,2010,LC,Least Concern,LC,0.0
154626,2010,LC,Least Concern,LC,0.0
154628,2010,LC,Least Concern,LC,0.0
154629,2010,LC,Least Concern,LC,0.0
154630,2010,LC,Least Concern,LC,0.0
154631,2010,LC,Least Concern,LC,0.0
154632,2010,LC,Least Concern,LC,0.0
154634,2010,LC,Least Concern,LC,0.0
154635,2010,LC,Least Concern,LC,0.0
154638,2010,LC,Least Concern,LC,0.0
154641,2010,LC,Least Concern,LC,0.0
154643,2010,LC,Least Concern,LC,0.0
154644,2010,LC,Least Concern,LC,0.0
154644,2014,LC,Least Concern,LC,0.0
154647,2010,LC,Least Concern,LC,0.0
154649,2010,LC,Least Concern,LC,0.0
154653,2010,LC,Least Concern,LC,0.0
154655,2010,LC,Least Concern,LC,0.0
154657,2010,VU,Vulnerable,VU,0.4
154658,2010,LC,Least Concern,LC,0.0
154660,2010,LC,Least Concern,LC,0.0
154663,2010,LC,Least Concern,LC,0.0
154665,2010,LC,Least Concern,LC,0.0
154667,2010,LC,Least Concern,LC,0.0
154669,2010,LC,Least Concern,LC,0.0
154669,2015,LC,Least Concern,LC,0.0
154670,2010,LC,Least Concern,LC,0.0
154673,2010,LC,Least Concern,LC,0.0
154674,2010,LC,Least Concern,LC,0.0
154676,2010,LC,Least Concern,LC,0.0
154676,2012,LC,Least Concern,LC,0.0
154677,2010,LC,Least Concern,LC,0.0
154677,2012,LC,Least Concern,LC,0.0
154678,2010,LC,Least Concern,LC,0.0
154680,2010,LC,Least Concern,LC,0.0
154682,2010,LC,Least Concern,LC,0.0
154683,2010,LC,Least Concern,LC,0.0
154684,2010,LC,Least Concern,LC,0.0
154686,2010,LC,Least Concern,LC,0.0
154687,2010,LC,Least Concern,LC,0.0
154691,2010,LC,Least Concern,LC,0.0
154692,2010,LC,Least Concern,LC,0.0
154693,2010,LC,Least Concern,LC,0.0
154694,2010,LC,Least Concern,LC,0.0
154695,2010,LC,Least Concern,LC,0.0
154696,2010,LC,Least Concern,LC,0.0
154697,2010,LC,Least Concern,LC,0.0
154698,2010,LC,Least Concern,LC,0.0
154701,2010,LC,Least Concern,LC,0.0
154702,2010,LC,Least Concern,LC,0.0
154705,2010,LC,Least Concern,LC,0.0
154706,2010,LC,Least Concern,LC,0.0
154706,2012,LC,Least Concern,LC,0.0
154707,2010,LC,Least Concern,LC,0.0
154708,2014,LC,Least Concern,LC,0.0
154709,2010,LC,Least Concern,LC,0.0
154711,2010,LC,Least Concern,LC,0.0
154712,2010,LC,Least Concern,LC,0.0
154712,2011,LC,Least Concern,LC,0.0
154713,2010,LC,Least Concern,LC,0.0
154715,2010,LC,Least Concern,LC,0.0
154718,2010,LC,Least Concern,LC,0.0
154719,2010,LC,Least Concern,LC,0.0
154721,2010,LC,Least Concern,LC,0.0
154722,2010,LC,Least Concern,LC,0.0
154726,2010,LC,Least Concern,LC,0.0
154728,2010,LC,Least Concern,LC,0.0
154729,2010,LC,Least Concern,LC,0.0
154730,2010,LC,Least Concern,LC,0.0
154731,2010,LC,Least Concern,LC,0.0
154731,2013,LC,Least Concern,LC,0.0
154732,2010,LC,Least Concern,LC,0.0
154734,2014,LC,Least Concern,LC,0.0
154736,2010,LC,Least Concern,LC,0.0
154740,2010,LC,Least Concern,LC,0.0
154741,2010,LC,Least Concern,LC,0.0
154742,2010,LC,Least Concern,LC,0.0
154743,2010,LC,Least Concern,LC,0.0
154744,2010,LC,Least Concern,LC,0.0
154745,2010,LC,Least Concern,LC,0.0
154747,2010,LC,Least Concern,LC,0.0
154748,2010,NT,Near Threatened,NT,0.2
154749,2010,LC,Least Concern,LC,0.0
154750,2010,LC,Least Concern,LC,0.0
154753,2010,LC,Least Concern,LC,0.0
154754,2010,LC,Least Concern,LC,0.0
154755,2010,NT,Near Threatened,NT,0.2
154760,2010,LC,Least Concern,LC,0.0
154765,2010,LC,Least Concern,LC,0.0
154766,2010,LC,Least Concern,LC,0.0
154767,2010,LC,Least Concern,LC,0.0
154770,2010,LC,Least Concern,LC,0.0
154771,2010,LC,Least Concern,LC,0.0
154772,2010,LC,Least Concern,LC,0.0
154774,2010,LC,Least Concern,LC,0.0
154775,2010,LC,Least Concern,LC,0.0
154779,2010,LC,Least Concern,LC,0.0
154780,2010,LC,Least Concern,LC,0.0
154780,2012,LC,Least Concern,LC,0.0
154781,2010,LC,Least Concern,LC,0.0
154785,2010,LC,Least Concern,LC,0.0
154788,2010,LC,Least Concern,LC,0.0
154789,2010,LC,Least Concern,LC,0.0
154790,2010,LC,Least Concern,LC,0.0
154792,2010,LC,Least Concern,LC,0.0
154793,2010,LC,Least Concern,LC,0.0
154794,2010,LC,Least Concern,LC,0.0
154797,2011,LC,Least Concern,LC,0.0
154798,2010,LC,Least Concern,LC,0.0
154799,2010,LC,Least Concern,LC,0.0
154801,2010,LC,Least Concern,LC,0.0
154802,2010,LC,Least Concern,LC,0.0
154803,2010,LC,Least Concern,LC,0.0
154806,2010,LC,Least Concern,LC,0.0
154807,2010,LC,Least Concern,LC,0.0
154808,2010,LC,Least Concern,LC,0.0
154809,2010,LC,Least Concern,LC,0.0
154812,2010,LC,Least Concern,LC,0.0
154813,2010,LC,Least Concern,LC,0.0
154814,2010,LC,Least Concern,LC,0.0
154815,2010,LC,Least Concern,LC,0.0
154816,2010,LC,Least Concern,LC,0.0
154817,2010,VU,Vulnerable,VU,0.4
154818,2012,LC,Least Concern,LC,0.0
154820,2010,LC,Least Concern,LC,0.0
154822,2010,LC,Least Concern,LC,0.0
154823,2010,LC,Least Concern,LC,0.0
154825,2010,LC,Least Concern,LC,0.0
154825,2011,LC,Least Concern,LC,0.0
154827,2010,LC,Least Concern,LC,0.0
154828,2010,LC,Least Concern,LC,0.0
154829,2010,LC,Least Concern,LC,0.0
154830,2010,LC,Least Concern,LC,0.0
154831,2010,LC,Least Concern,LC,0.0
154833,2010,LC,Least Concern,LC,0.0
154834,2010,LC,Least Concern,LC,0.0
154836,2010,LC,Least Concern,LC,0.0
154841,2010,LC,Least Concern,LC,0.0
154842,2010,LC,Least Concern,LC,0.0
154844,2010,LC,Least Concern,LC,0.0
154845,2010,LC,Least Concern,LC,0.0
154846,2010,LC,Least Concern,LC,0.0
154847,2010,LC,Least Concern,LC,0.0
154848,2010,LC,Least Concern,LC,0.0
154849,2010,LC,Least Concern,LC,0.0
154850,2010,LC,Least Concern,LC,0.0
154851,2010,LC,Least Concern,LC,0.0
154853,2010,LC,Least Concern,LC,0.0
154855,2010,LC,Least Concern,LC,0.0
154855,2012,LC,Least Concern,LC,0.0
154856,2010,LC,Least Concern,LC,0.0
154859,2010,LC,Least Concern,LC,0.0
154860,2010,LC,Least Concern,LC,0.0
154861,2010,LC,Least Concern,LC,0.0
154863,2010,LC,Least Concern,LC,0.0
154863,2012,LC,Least Concern,LC,0.0
154865,2010,LC,Least Concern,LC,0.0
154866,2010,LC,Least Concern,LC,0.0
154870,2010,LC,Least Concern,LC,0.0
154871,2010,LC,Least Concern,LC,0.0
154872,2010,LC,Least Concern,LC,0.0
154874,2010,NT,Near Threatened,NT,0.2
154875,2010,LC,Least Concern,LC,0.0
154878,2010,LC,Least Concern,LC,0.0
154880,2010,LC,Least Concern,LC,0.0
154880,2014,LC,Least Concern,LC,0.0
154882,2010,LC,Least Concern,LC,0.0
154883,2010,LC,Least Concern,LC,0.0
154885,2010,LC,Least Concern,LC,0.0
154888,2010,LC,Least Concern,LC,0.0
154889,2010,LC,Least Concern,LC,0.0
154890,2010,LC,Least Concern,LC,0.0
154891,2010,LC,Least Concern,LC,0.0
154894,2010,LC,Least Concern,LC,0.0
154895,2010,LC,Least Concern,LC,0.0
154898,2010,LC,Least Concern,LC,0.0
154900,2010,VU,Vulnerable,VU,0.4
154901,2010,LC,Least Concern,LC,0.0
154904,2010,LC,Least Concern,LC,0.0
154906,2010,LC,Least Concern,LC,0.0
154907,2010,LC,Least Concern,LC,0.0
154909,2010,LC,Least Concern,LC,0.0
154910,2010,LC,Least Concern,LC,0.0
154912,2010,LC,Least Concern,LC,0.0
154913,2010,LC,Least Concern,LC,0.0
154914,2010,LC,Least Concern,LC,0.0
154915,2010,LC,Least Concern,LC,0.0
154916,2010,LC,Least Concern,LC,0.0
154917,2010,LC,Least Concern,LC,0.0
154918,2010,LC,Least Concern,LC,0.0
154919,2010,LC,Least Concern,LC,0.0
154920,2010,LC,Least Concern,LC,0.0
154922,2010,LC,Least Concern,LC,0.0
154924,2010,LC,Least Concern,LC,0.0
154927,2010,LC,Least Concern,LC,0.0
154928,2010,LC,Least Concern,LC,0.0
154929,2010,LC,Least Concern,LC,0.0
154930,2010,LC,Least Concern,LC,0.0
154931,2010,LC,Least Concern,LC,0.0
154932,2010,LC,Least Concern,LC,0.0
154933,2010,LC,Least Concern,LC,0.0
154935,2010,LC,Least Concern,LC,0.0
154936,2010,LC,Least Concern,LC,0.0
154937,2010,LC,Least Concern,LC,0.0
154938,2010,LC,Least Concern,LC,0.0
154938,2016,LC,Least Concern,LC,0.0
154939,2010,LC,Least Concern,LC,0.0
154940,2010,LC,Least Concern,LC,0.0
154942,2010,LC,Least Concern,LC,0.0
154943,2010,LC,Least Concern,LC,0.0
154944,2010,LC,Least Concern,LC,0.0
154945,2010,LC,Least Concern,LC,0.0
154946,2010,LC,Least Concern,LC,0.0
154946,2011,LC,Least Concern,LC,0.0
154947,2010,LC,Least Concern,LC,0.0
154948,2010,LC,Least Concern,LC,0.0
154951,2010,LC,Least Concern,LC,0.0
154952,2010,LC,Least Concern,LC,0.0
154953,2010,LC,Least Concern,LC,0.0
154954,2010,LC,Least Concern,LC,0.0
154956,2010,LC,Least Concern,LC,0.0
154957,2010,NT,Near Threatened,NT,0.2
154958,2010,LC,Least Concern,LC,0.0
154959,2010,LC,Least Concern,LC,0.0
154960,2010,LC,Least Concern,LC,0.0
154960,2012,LC,Least Concern,LC,0.0
154962,2010,LC,Least Concern,LC,0.0
154964,2010,LC,Least Concern,LC,0.0
154967,2010,LC,Least Concern,LC,0.0
154968,2010,LC,Least Concern,LC,0.0
154969,2010,LC,Least Concern,LC,0.0
154970,2010,LC,Least Concern,LC,0.0
154971,2010,LC,Least Concern,LC,0.0
154971,2012,LC,Least Concern,LC,0.0
154972,2014,LC,Least Concern,LC,0.0
154973,2010,LC,Least Concern,LC,0.0
154974,2010,LC,Least Concern,LC,0.0
154975,2010,LC,Least Concern,LC,0.0
154976,2010,LC,Least Concern,LC,0.0
154976,2012,LC,Least Concern,LC,0.0
154977,2010,LC,Least Concern,LC,0.0
154978,2010,LC,Least Concern,LC,0.0
154980,2010,LC,Least Concern,LC,0.0
154982,2010,LC,Least Concern,LC,0.0
154983,2010,LC,Least Concern,LC,0.0
154984,2010,LC,Least Concern,LC,0.0
154988,2010,LC,Least Concern,LC,0.0
154989,2010,LC,Least Concern,LC,0.0
154992,2010,LC,Least Concern,LC,0.0
154993,2010,LC,Least Concern,LC,0.0
154995,2010,LC,Least Concern,LC,0.0
154996,2010,LC,Least Concern,LC,0.0
154997,2010,LC,Least Concern,LC,0.0
154998,2010,LC,Least Concern,LC,0.0
154999,2016,LC,Least Concern,LC,0.0
155000,2010,LC,Least Concern,LC,0.0
155001,2010,LC,Least Concern,LC,0.0
155002,2010,LC,Least Concern,LC,0.0
155003,2010,LC,Least Concern,LC,0.0
155006,2010,LC,Least Concern,LC,0.0
155008,2010,LC,Least Concern,LC,0.0
155009,2010,LC,Least Concern,LC,0.0
155010,2010,LC,Least Concern,LC,0.0
155012,2010,LC,Least Concern,LC,0.0
155013,2010,LC,Least Concern,LC,0.0
155014,2010,LC,Least Concern,LC,0.0
155015,2010,LC,Least Concern,LC,0.0
155016,2010,LC,Least Concern,LC,0.0
155017,2010,LC,Least Concern,LC,0.0
155018,2010,NT,Near Threatened,NT,0.2
155018,2015,VU,Vulnerable,VU,0.4
155020,2010,LC,Least Concern,LC,0.0
155021,2010,LC,Least Concern,LC,0.0
155021,2015,VU,Vulnerable,VU,0.4
155022,2010,LC,Least Concern,LC,0.0
155023,2010,LC,Least Concern,LC,0.0
155024,2010,LC,Least Concern,LC,0.0
155025,2010,LC,Least Concern,LC,0.0
155026,2010,LC,Least Concern,LC,0.0
155029,2010,LC,Least Concern,LC,0.0
155030,2010,LC,Least Concern,LC,0.0
155032,2010,LC,Least Concern,LC,0.0
155034,2010,LC,Least Concern,LC,0.0
155036,2010,LC,Least Concern,LC,0.0
155039,2010,LC,Least Concern,LC,0.0
155040,2010,LC,Least Concern,LC,0.0
155042,2010,LC,Least Concern,LC,0.0
155043,2010,LC,Least Concern,LC,0.0
155044,2010,LC,Least Concern,LC,0.0
155046,2010,LC,Least Concern,LC,0.0
155047,2010,LC,Least Concern,LC,0.0
155049,2010,LC,Least Concern,LC,0.0
155050,2010,LC,Least Concern,LC,0.0
155051,2010,LC,Least Concern,LC,0.0
155052,2010,LC,Least Concern,LC,0.0
155055,2010,LC,Least Concern,LC,0.0
155056,2010,LC,Least Concern,LC,0.0
155057,2010,LC,Least Concern,LC,0.0
155058,2010,LC,Least Concern,LC,0.0
155059,2010,LC,Least Concern,LC,0.0
155064,2010,LC,Least Concern,LC,0.0
155068,2010,LC,Least Concern,LC,0.0
155071,2010,LC,Least Concern,LC,0.0
155072,2010,LC,Least Concern,LC,0.0
155073,2010,LC,Least Concern,LC,0.0
155074,2010,LC,Least Concern,LC,0.0
155075,2010,LC,Least Concern,LC,0.0
155076,2010,LC,Least Concern,LC,0.0
155077,2010,LC,Least Concern,LC,0.0
155078,2010,LC,Least Concern,LC,0.0
155079,2010,LC,Least Concern,LC,0.0
155081,2010,LC,Least Concern,LC,0.0
155083,2010,LC,Least Concern,LC,0.0
155084,2010,LC,Least Concern,LC,0.0
155086,2010,LC,Least Concern,LC,0.0
155087,2010,LC,Least Concern,LC,0.0
155088,2010,LC,Least Concern,LC,0.0
155089,2010,LC,Least Concern,LC,0.0
155090,2010,LC,Least Concern,LC,0.0
155091,2010,LC,Least Concern,LC,0.0
155093,2010,LC,Least Concern,LC,0.0
155094,2010,LC,Least Concern,LC,0.0
155096,2010,LC,Least Concern,LC,0.0
155096,2011,LC,Least Concern,LC,0.0
155097,2010,LC,Least Concern,LC,0.0
155099,2010,LC,Least Concern,LC,0.0
155102,2010,LC,Least Concern,LC,0.0
155104,2010,LC,Least Concern,LC,0.0
155106,2010,LC,Least Concern,LC,0.0
155107,2010,LC,Least Concern,LC,0.0
155108,2010,LC,Least Concern,LC,0.0
155109,2010,LC,Least Concern,LC,0.0
155111,2010,LC,Least Concern,LC,0.0
155112,2010,LC,Least Concern,LC,0.0
155114,2010,LC,Least Concern,LC,0.0
155115,2016,LC,Least Concern,LC,0.0
155116,2010,LC,Least Concern,LC,0.0
155117,2010,LC,Least Concern,LC,0.0
155118,2010,LC,Least Concern,LC,0.0
155119,2010,LC,Least Concern,LC,0.0
155120,2010,LC,Least Concern,LC,0.0
155120,2012,LC,Least Concern,LC,0.0
155123,2010,LC,Least Concern,LC,0.0
155124,2010,LC,Least Concern,LC,0.0
155126,2010,LC,Least Concern,LC,0.0
155128,2015,LC,Least Concern,LC,0.0
155130,2010,LC,Least Concern,LC,0.0
155131,2010,LC,Least Concern,LC,0.0
155132,2010,LC,Least Concern,LC,0.0
155133,2010,LC,Least Concern,LC,0.0
155134,2010,LC,Least Concern,LC,0.0
155135,2010,LC,Least Concern,LC,0.0
155138,2010,LC,Least Concern,LC,0.0
155141,2010,LC,Least Concern,LC,0.0
155142,2010,LC,Least Concern,LC,0.0
155144,2010,LC,Least Concern,LC,0.0
155146,2010,LC,Least Concern,LC,0.0
155148,2010,LC,Least Concern,LC,0.0
155151,2010,LC,Least Concern,LC,0.0
155152,2016,LC,Least Concern,LC,0.0
155153,2010,LC,Least Concern,LC,0.0
155156,2010,VU,Vulnerable,VU,0.4
155159,2010,LC,Least Concern,LC,0.0
155160,2010,LC,Least Concern,LC,0.0
155161,2010,LC,Least Concern,LC,0.0
155163,2015,LC,Least Concern,LC,0.0
155164,2010,LC,Least Concern,LC,0.0
155165,2010,LC,Least Concern,LC,0.0
155165,2016,LC,Least Concern,LC,0.0
155166,2010,LC,Least Concern,LC,0.0
155167,2010,LC,Least Concern,LC,0.0
155172,2010,LC,Least Concern,LC,0.0
155174,2010,LC,Least Concern,LC,0.0
155176,2010,LC,Least Concern,LC,0.0
155177,2010,LC,Least Concern,LC,0.0
155179,2010,LC,Least Concern,LC,0.0
155180,2010,LC,Least Concern,LC,0.0
155180,2014,LC,Least Concern,LC,0.0
155181,2010,LC,Least Concern,LC,0.0
155182,2010,LC,Least Concern,LC,0.0
155183,2010,LC,Least Concern,LC,0.0
155184,2010,LC,Least Concern,LC,0.0
155186,2010,LC,Least Concern,LC,0.0
155189,2010,LC,Least Concern,LC,0.0
155190,2010,LC,Least Concern,LC,0.0
155192,2010,LC,Least Concern,LC,0.0
155193,2010,LC,Least Concern,LC,0.0
155194,2010,LC,Least Concern,LC,0.0
155195,2010,LC,Least Concern,LC,0.0
155199,2015,LC,Least Concern,LC,0.0
155200,2010,LC,Least Concern,LC,0.0
155201,2010,LC,Least Concern,LC,0.0
155201,2012,LC,Least Concern,LC,0.0
155203,2010,LC,Least Concern,LC,0.0
155204,2010,LC,Least Concern,LC,0.0
155205,2010,LC,Least Concern,LC,0.0
155211,2010,LC,Least Concern,LC,0.0
155212,2010,LC,Least Concern,LC,0.0
155212,2016,LC,Least Concern,LC,0.0
155214,2010,LC,Least Concern,LC,0.0
155214,2014,LC,Least Concern,LC,0.0
155215,2010,LC,Least Concern,LC,0.0
155216,2010,LC,Least Concern,LC,0.0
15521789,2015,LC,Least Concern,LC,0.0
155218,2010,LC,Least Concern,LC,0.0
15521852,2015,LC,Least Concern,LC,0.0
155219,2010,LC,Least Concern,LC,0.0
15521934,2015,LC,Least Concern,LC,0.0
15521985,2015,LC,Least Concern,LC,0.0
155220,2010,LC,Least Concern,LC,0.0
15522042,2015,LC,Least Concern,LC,0.0
15522042,2016,LC,Least Concern,LC,0.0
15522050,2015,LC,Least Concern,LC,0.0
15522054,2015,LC,Least Concern,LC,0.0
15522061,2015,LC,Least Concern,LC,0.0
15522064,2015,LC,Least Concern,LC,0.0
15522069,2015,LC,Least Concern,LC,0.0
15522073,2015,LC,Least Concern,LC,0.0
15522095,2015,LC,Least Concern,LC,0.0
155221,2010,LC,Least Concern,LC,0.0
15522109,2015,LC,Least Concern,LC,0.0
15522140,2015,LC,Least Concern,LC,0.0
15522143,2015,LC,Least Concern,LC,0.0
15522146,2015,LC,Least Concern,LC,0.0
15522149,2015,CR,Critically Endangered,CR,0.8
15522152,2015,LC,Least Concern,LC,0.0
15522159,2015,LC,Least Concern,LC,0.0
155222,2010,LC,Least Concern,LC,0.0
15522201,2015,LC,Least Concern,LC,0.0
15522204,2015,LC,Least Concern,LC,0.0
15522207,2015,LC,Least Concern,LC,0.0
15522210,2015,LC,Least Concern,LC,0.0
15522213,2015,LC,Least Concern,LC,0.0
15522216,2015,LC,Least Concern,LC,0.0
15522226,2015,LC,Least Concern,LC,0.0
15522229,2015,EN,Endangered,EN,0.6
15522233,2015,LC,Least Concern,LC,0.0
15522236,2015,LC,Least Concern,LC,0.0
15522264,2015,LC,Least Concern,LC,0.0
15522267,2015,LC,Least Concern,LC,0.0
155223,2010,LC,Least Concern,LC,0.0
155224,2010,LC,Least Concern,LC,0.0
155225,2010,LC,Least Concern,LC,0.0
155226,2010,LC,Least Concern,LC,0.0
155226,2014,LC,Least Concern,LC,0.0
155227,2010,LC,Least Concern,LC,0.0
155229,2010,LC,Least Concern,LC,0.0
155231,2010,LC,Least Concern,LC,0.0
155232,2010,LC,Least Concern,LC,0.0
155234,2010,LC,Least Concern,LC,0.0
155235,2010,LC,Least Concern,LC,0.0
155235,2015,LC,Least Concern,LC,0.0
155238,2010,LC,Least Concern,LC,0.0
155239,2010,LC,Least Concern,LC,0.0
155240,2010,LC,Least Concern,LC,0.0
155241,2010,LC,Least Concern,LC,0.0
155243,2010,LC,Least Concern,LC,0.0
155244,2010,LC,Least Concern,LC,0.0
155245,2010,LC,Least Concern,LC,0.0
155246,2010,LC,Least Concern,LC,0.0
155250,2010,LC,Least Concern,LC,0.0
155252,2010,LC,Least Concern,LC,0.0
155253,2010,LC,Least Concern,LC,0.0
155254,2010,LC,Least Concern,LC,0.0
155255,2010,LC,Least Concern,LC,0.0
155257,2010,LC,Least Concern,LC,0.0
155259,2010,LC,Least Concern,LC,0.0
155260,2010,LC,Least Concern,LC,0.0
155261,2010,LC,Least Concern,LC,0.0
155263,2010,LC,Least Concern,LC,0.0
155264,2010,LC,Least Concern,LC,0.0
155265,2010,LC,Least Concern,LC,0.0
155266,2010,LC,Least Concern,LC,0.0
155268,2010,LC,Least Concern,LC,0.0
155270,2010,LC,Least Concern,LC,0.0
155272,2010,LC,Least Concern,LC,0.0
155273,2010,LC,Least Concern,LC,0.0
155273,2012,LC,Least Concern,LC,0.0
155274,2010,LC,Least Concern,LC,0.0
155276,2010,LC,Least Concern,LC,0.0
155276,2011,LC,Least Concern,LC,0.0
155277,2010,LC,Least Concern,LC,0.0
155278,2010,LC,Least Concern,LC,0.0
155281,2010,LC,Least Concern,LC,0.0
155282,2010,LC,Least Concern,LC,0.0
155282,2014,LC,Least Concern,LC,0.0
155285,2012,VU,Vulnerable,VU,0.4
155289,2010,LC,Least Concern,LC,0.0
155290,2010,LC,Least Concern,LC,0.0
155290,2012,LC,Least Concern,LC,0.0
155291,2010,LC,Least Concern,LC,0.0
155292,2010,LC,Least Concern,LC,0.0
155292,2012,LC,Least Concern,LC,0.0
155293,2010,LC,Least Concern,LC,0.0
155294,2010,LC,Least Concern,LC,0.0
155295,2010,LC,Least Concern,LC,0.0
155296,2010,LC,Least Concern,LC,0.0
155300,2010,LC,Least Concern,LC,0.0
155301,2010,LC,Least Concern,LC,0.0
155302,2010,LC,Least Concern,LC,0.0
155304,2010,LC,Least Concern,LC,0.0
155308,2010,LC,Least Concern,LC,0.0
155309,2010,LC,Least Concern,LC,0.0
155310,2010,LC,Least Concern,LC,0.0
155311,2010,LC,Least Concern,LC,0.0
155313,2010,LC,Least Concern,LC,0.0
155314,2010,LC,Least Concern,LC,0.0
155320,2010,LC,Least Concern,LC,0.0
155321,2010,LC,Least Concern,LC,0.0
155322,2010,LC,Least Concern,LC,0.0
155325,2010,LC,Least Concern,LC,0.0
155326,2010,LC,Least Concern,LC,0.0
155327,2010,LC,Least Concern,LC,0.0
155328,2010,LC,Least Concern,LC,0.0
155329,2010,LC,Least Concern,LC,0.0
155330,2010,LC,Least Concern,LC,0.0
15598524,2015,LC,Least Concern,LC,0.0
15598540,2015,LC,Least Concern,LC,0.0
15598550,2015,LC,Least Concern,LC,0.0
15598596,2015,LC,Least Concern,LC,0.0
15598621,2015,LC,Least Concern,LC,0.0
15598630,2015,LC,Least Concern,LC,0.0
15598639,2015,LC,Least Concern,LC,0.0
15598666,2015,LC,Least Concern,LC,0.0
