"rgn_id","year","count","jobs_pct"
6,1988,1622,4.80924
6,1989,2931,8.57389
6,1990,4705,13.2255
6,1991,4683,12.6706
6,1992,5525,14.5833
6,1993,5823,14.6568
6,1994,5732,13.9407
6,1995,5948,14.1487
6,1996,6977,16.2374
6,1997,6358,14.4866
6,1998,9146,20.8386
6,1999,9413,20.5802
6,2000,10186,21.6159
6,2001,9255,19.0793
6,2002,8122,16.2785
6,2003,9319,17.6946
6,2004,9305,17.5137
6,2005,8569,15.7186
6,2006,7224,12.6108
6,2007,8482,14.5702
6,2008,8945,14.8935
6,2009,9562,15.5623
6,2010,9219,14.5647
6,2011,8794,13.5003
6,2012,10563,15.8771
6,2013,10688,15.5263
6,2014,10400,14.6477
6,2015,11034,15.1024
6,2016,11814,15.7138
6,2017,12504,16.1631
6,2018,13114,16.4749
6,2019,13532,16.5212
6,2020,13885,16.4745
6,2021,14248,16.39
6,2022,14562,16.2713
6,2023,14828,16.1144
6,2024,15068,15.9445
6,2025,15331,15.7959
7,1988,1281,1.46585
7,1989,1772,1.97803
7,1990,1529,1.64124
7,1991,1837,1.90389
7,1992,2561,2.55898
7,1993,1688,1.62656
7,1994,3325,3.08706
7,1995,2573,2.30326
7,1996,2619,2.26226
7,1997,1568,1.30602
7,1998,1475,1.18571
7,1999,1746,1.35593
7,2000,1401,1.05364
7,2001,2445,1.78243
7,2002,1301,0.92009
7,2003,1144,0.785249
7,2004,1251,0.834792
7,2005,2035,1.32277
7,2006,6252,3.96036
7,2007,6481,4.00421
7,2008,5314,3.2035
7,2009,6582,3.87775
7,2010,7887,4.53385
7,2011,8946,5.01723
7,2012,7442,4.07773
7,2013,7227,3.78222
7,2014,6583,3.41021
7,2015,6705,3.37874
7,2016,6947,3.40521
7,2017,7153,3.41089
7,2018,7354,3.41103
7,2019,7569,3.41535
7,2020,7733,3.39599
7,2021,7943,3.39854
7,2022,8063,3.36322
7,2023,8176,3.3267
7,2024,8294,3.29364
7,2025,8461,3.27891
14,1988,155126,1.91343
14,1989,160794,1.94709
14,1990,144721,1.74719
14,1991,156724,1.85712
14,1992,152679,1.76874
14,1993,147165,1.68275
14,1994,170524,1.90771
14,1995,171792,1.89939
14,1996,175789,1.93858
14,1997,169009,1.84194
14,1998,169634,1.82611
14,1999,160523,1.71046
14,2000,164052,1.72838
14,2001,174535,1.86021
14,2002,183555,1.94152
14,2003,155668,1.6261
14,2004,140387,1.43457
14,2005,153262,1.54152
14,2006,180471,1.78489
14,2007,182513,1.77302
14,2008,168915,1.62372
14,2009,165642,1.61154
14,2010,226101,2.15474
14,2011,261285,2.43991
14,2012,268379,2.4713
14,2013,264419,2.411
14,2014,278735,2.51905
14,2015,288284,2.59673
14,2016,297065,2.67265
14,2017,305429,2.75109
14,2018,311364,2.81284
14,2019,319835,2.8995
14,2020,328548,2.99128
14,2021,336000,3.07453
14,2022,343496,3.16129
14,2023,351537,3.25643
14,2024,358676,3.34671
14,2025,365922,3.44474
