"sp_id","sp_type","sp_name","sp_key","rgn_type","rgn_id","rgn_name","rgn_key","cntry_id12","rgn_id12","rgn_name12","Shape_Leng","Shape_Area","area_km2","masked_ecosystems_s_t_s_bottom","masked_ecosystems_soft_shelf","masked_ecosystems_soft_slope","masked_ecosystems_d_s_bottom"
164,"eez","Phoenix Group","KIR","eez",157,"Phoenix Group","KIR","Phoenix Group",161,"Kiribati",32.0703811178,60.5247708222,743055.134264,10,24,768,717543
165,"eez","Howland Island and Baker Island","UMI","eez",158,"Howland Island and Baker Island","UMI","Howland Island and Baker Island",111,"USA Pacific Inhabited Territories",21.6011701224,35.3517613284,434920.048441,24,8,388,479147
166,"eez","Johnston Atoll","UMI","eez",159,"Johnston Atoll","UMI","Johnston Atoll",114,"USA Pacific Uninhabited Territories",21.8614096188,37.5281457873,442632.540628,209,61,8899,460244
167,"eez","Hawaii","USA-HI","eez",163,"United States","USA","Hawaii",116,"United States",104.89362603,220.0884345,2474583.33192,3243,2847,45888,2406870
168,"eez","Wallis and Futuna","WLF","eez",161,"Wallis and Futuna","WLF","WLF",109,"French Polynesia",22.3411735565,21.761919637,261304.838848,169,187,52133,214398
169,"eez","New Zealand","NZL","eez",162,"New Zealand","NZL","NZL",115,"New Zealand",364.999121022,455.391981388,4104567.00454,87099,212712,1883686,2502075
170,"eez","United States","USA-48","eez",163,"United States","USA","USA",116,"United States",670.646507511,241.677676829,2440486.40223,530751,262363,643343,1228346
171,"eez","Belize","BLZ","eez",164,"Belize","BLZ","BLZ",117,"Belize",24.675458223,3.06271098031,36048.9735552,1652,0,153,5260
172,"eez","Jamaica","JAM","eez",166,"Jamaica","JAM","JAM",118,"Jamaica",28.2924188571,20.7640252434,245007.938295,5000,4556,116993,149219
173,"eez","Guyana","GUY","eez",167,"Guyana","GUY","GUY",119,"Guyana",20.0705884932,11.1757759647,136029.914539,35894,18403,28578,73324
174,"eez","Suriname","SUR","eez",168,"Suriname","SUR","SUR",120,"Suriname",16.0834015911,10.45038347,127521.332579,25791,33174,48751,37562
175,"eez","French Guiana","GUF","eez",169,"French Guiana","GUF","GUF",121,"French Guiana",18.2407162869,11.0881571442,135559.73933,23165,24875,19638,84224
176,"eez","Alaska","USA-AK","eez",163,"United States","USA","Alaska",116,"United States",1108.88228773,585.899339166,3703672.32951,795635,682016,438061,2197988
177,"eez","Brazil","BRA","eez",171,"Brazil","BRA","BRA",122,"Brazil",416.256779868,269.281993334,3183280.81609,449418,284905,368143,2303278
178,"eez","Argentina","ARG","eez",172,"Argentina","ARG","ARG",123,"Argentina",148.095928794,129.041461345,1083544.5403,253397,654774,127305,201207
179,"eez","Uruguay","URY","eez",173,"Uruguay","URY","URY",124,"Uruguay",26.2818104891,12.929952189,129812.72951,57729,18895,18348,52762
180,"eez","Finland","FIN","eez",174,"Finland","FIN","FIN",125,"Finland",461.944926853,13.5269198852,79641.3713854,68676,18627,2345,0
181,"eez","Denmark","DNK","eez",175,"Denmark","DNK","DNK",126,"Denmark",96.8866914685,14.5806760945,100848.713387,97555,15318,1023,0
182,"eez","Germany","DEU","eez",176,"Germany","DEU","DEU",127,"Germany",64.3185898033,7.84360680169,56482.2641824,62983,973,0,0
183,"eez","Netherlands","NLD","eez",177,"Netherlands","NLD","NLD",128,"Netherlands",34.6270613564,8.73352793117,64317.391168,73260,3,0,0
184,"eez","Poland","POL","eez",178,"Poland","POL","POL",129,"Poland",21.3221139735,4.48420735188,32013.9687605,16826,19588,0,0
185,"eez","France","FRA","eez",179,"France","FRA","FRA",130,"France",123.03262078,39.996434697,343888.912434,27065,76421,19969,22416
186,"eez","United Kingdom","GBR","eez",180,"United Kingdom","GBR","GBR",131,"United Kingdom",325.52013034,106.877486238,725225.9736,179096,380371,207415,24131
187,"eez","Ireland","IRL","eez",181,"Ireland","IRL","IRL",132,"Ireland",116.247989962,56.7631619189,427190.77659,21348,133539,151922,156219
188,"eez","Spain","ESP","eez",182,"Spain","ESP","ESP",133,"Spain",108.612838753,60.0671535826,555238.864319,26646,48494,154304,269144
189,"eez","Portugal","PRT","eez",183,"Portugal","PRT","PRT",134,"Portugal",36.1320835706,32.0745140995,311228.410273,8959,14516,33602,205976
190,"eez","Italy","ITA","eez",184,"Italy","ITA","ITA",135,"Italy",145.356757481,56.5027355994,538202.977026,48582,67889,201788,192238
191,"eez","Monaco","MCO","eez",185,"Monaco","MCO","MCO",136,"Monaco",1.79038392446,0.0315546116737,284.213722742,0,0,13,0
192,"eez","Montenegro","MNE","eez",186,"Montenegro","MNE","SCG",137,"Serbia and Montenegro",5.74225688754,0.807733116761,7454.44574482,1450,3155,3908,0
193,"eez","Croatia","HRV","eez",187,"Croatia","HRV","HRV",138,"Croatia",71.911221241,6.16377787663,55441.8586117,30620,21720,10657,0
194,"eez","Slovenia","SVN","eez",188,"Slovenia","SVN","SVN",139,"Slovenia",0.921557383755,0.0214799938622,186.335878586,131,84,0,0
195,"eez","Lithuania","LTU","eez",189,"Lithuania","LTU","LTU",140,"Lithuania",7.22786055408,0.87795092592,6141.4689635,4368,2626,0,0
196,"eez","Qatar","QAT","eez",190,"Qatar","QAT","QAT",141,"Qatar",16.4921987399,2.86867419292,31857.2048259,34241,1113,0,0
197,"eez","Iran","IRN","eez",191,"Iran","IRN","IRN",142,"Iran",70.1960358422,14.7773563161,163119.296076,77828,50480,36852,18821
198,"eez","Iraq","IRQ","eez",192,"Iraq","IRQ","IRQ",143,"Iraq",2.54115611655,0.0554423975848,593.83621907,660,2,0,0
199,"eez","Guinea Bissau","GNB","eez",193,"Guinea Bissau","GNB","GNB",144,"Guinea-Bissau",39.6811143833,8.74395030971,105838.326757,33972,6996,22660,56774
200,"eez","Guinea","GIN","eez",194,"Guinea","GIN","GIN",145,"Guinea",24.9392063767,9.00206321064,109433.955934,39909,15037,19181,51455
201,"eez","Ivory Coast","CIV","eez",195,"Ivory Coast","CIV","CIV",146,"Ivory Coast",17.9811386191,14.1350376906,173683.570527,6959,4041,16668,172496
202,"eez","Nigeria","NGA","eez",196,"Nigeria","NGA","NGA",147,"Nigeria",40.1133930166,14.7966731279,181654.998703,76,0,1070,20299
203,"eez","Cameroon","CMR","eez",197,"Cameroon","CMR","CMR",148,"Cameroon",20.2510065771,1.18883416357,14606.5398154,7041,3408,4910,0
204,"eez","Gabon","GAB","eez",198,"Gabon","GAB","GAB",149,"Gabon",31.6542929039,15.6271191335,192005.810849,749,286,3244,58035
205,"eez","Democratic Republic of the Congo","COD","eez",199,"Democratic Republic of the Congo","COD","COD",150,"Democratic Republic of the Congo",9.0197543869,1.07708370879,13177.0530054,1878,1454,4088,6894
206,"eez","Angola","AGO","eez",200,"Angola","AGO","AGO",151,"Angola",44.2221708833,40.7580990919,490735.841203,19641,20514,90669,295029
207,"eez","Tanzania","TZA","eez",202,"Tanzania","TZA","TZA",152,"Tanzania",44.0669523766,19.7844337185,241569.066227,13925,4919,62593,186932
208,"eez","India","IND","eez",203,"India","IND","IND",153,"India",183.650413738,136.999469551,1628228.57752,204486,188723,376795,973451
209,"eez","Bangladesh","BGD","eez",204,"Bangladesh","BGD","BGD",154,"Bangladesh",39.4827366196,7.30938022498,84217.868406,30593,35909,25714,13
210,"eez","Myanmar","MMR","eez",205,"Myanmar","MMR","MMR",155,"Myanmar",159.083142685,43.0088358868,511018.263284,110144,100368,135509,207039
211,"eez","Malaysia","MYS","eez",206,"Malaysia","MYS","MYS",156,"Malaysia",134.532956826,36.5936775486,448748.726475,214170,142233,42953,14357
212,"eez","Vietnam","VNM","eez",207,"Vietnam","VNM","VNM",157,"Vietnam",142.126937495,53.3543826039,643337.056156,267098,136953,161382,91671
213,"eez","Singapore","SGP","eez",208,"Singapore","SGP","SGP",158,"Singapore",3.84026717249,0.0615622476974,757.590408985,681,9,0,0
214,"eez","China","CHN","eez",209,"China","CHN","CHN",159,"China",350.893888942,81.3371305833,875238.695835,552356,354418,75581,42
215,"eez","Japan","JPN","eez",210,"Japan","JPN","JPN",160,"Japan",439.857115816,377.313217992,4026628.9398,87388,199268,634701,3335776
216,"eez","Kiribati","KIR","eez",212,"Kiribati","KIR","KIR",161,"Kiribati",54.1154369524,85.247345628,1048395.61661,474,173,3373,1017074
217,"eez","Egypt","EGY","eez",214,"Egypt","EGY","EGY",163,"Egypt",80.9978079016,22.2172365027,235847.123629,32301,16766,104586,92420
218,"eez","Jordan","JOR","eez",215,"Jordan","JOR","JOR",164,"Jordan",0.505411385551,0.00867904087127,93.3393636752,0,0,0,0
219,"eez","Indonesia","IDN","eez",216,"Indonesia","IDN","IDN",165,"Indonesia",1004.64893065,482.358497043,5908991.84416,1325110,476693,1385019,3003711
220,"eez","Canada","CAN","eez",218,"Canada","CAN","CAN",166,"Canada",4618.13852136,1290.71679699,5717751.4023,1183698,1876665,2038462,1204716
221,"eez","Saint Pierre and Miquelon","SPM","eez",219,"Saint Pierre and Miquelon","SPM","SPM",167,"Saint Pierre and Miquelon",11.1624533642,1.43000010612,12342.3927527,2993,5896,2868,2366
222,"eez","Sint-Maarten","SXM","eez",220,"Sint Maarten","SXM","Southern Saint-Martin",94,"Netherlands Caribbean Territories",1.09136783471,0.0421987160329,494.796997225,5,2,31,0
223,"eez","Northern Saint-Martin","MAF","eez",221,"Northern Saint-Martin","MAF","MAF",106,"French Caribbean Territories",4.95784914342,0.456930472713,5357.35853687,764,679,2685,845
224,"eez","Sweden","SWE","eez",222,"Sweden","SWE","SWE",168,"Sweden",394.513954826,24.7057841515,155604.629321,96363,70400,7709,0
225,"eez","Norway","NOR","eez",223,"Norway","NOR","NOR",169,"Norway",924.273859686,201.809423774,930623.848104,83869,155345,619292,160744
226,"eez","Svalbard","NOR","eez",223,"Norway","NOR","NOR",169,"Norway",343.58726371,326.914358287,796418.369008,60557,221587,287517,205881
227,"eez","Chile","CHL","eez",224,"Chile","CHL","CHL",170,"Chile",1037.88186093,311.253837837,2928837.74393,107653,109129,227863,2801850
228,"eez","Easter Island","CHL","eez",224,"Chile","CHL","Easter Island",170,"Chile",31.5349905736,65.4315149716,720411.127289,99,159,8484,548605
229,"eez","Jersey","JEY","eez",227,"Jersey","JEY","JEY",131,"United Kingdom",4.14146261643,0.365002573794,2964.90320749,1770,0,0,0
230,"eez","Guernsey","GGY","eez",228,"Guernsey","GGY","GGY",131,"United Kingdom",6.05050437849,1.08089623821,8681.96462443,349,1017,0,0
231,"eez","East Timor","TLS","eez",231,"East Timor","TLS","TLS",171,"East Timor",15.6886715232,3.28647083314,39953.1787088,1930,1540,27784,14400
232,"eez","Bosnia and Herzegovina","BIH","eez",232,"Bosnia and Herzegovina","BIH","BIH",172,"Bosnia and Herzegovina",0.447887959906,0.00140634528094,12.7566895816,11,0,0,0
233,"eez","Oecussi Ambeno","TLS","eez",237,"Oecussi Ambeno","TLS","Oecussi Ambeno",171,"East Timor",1.88118459269,0.185945785586,2261.03199775,73,49,465,1990
234,"eez","Curacao","CW","eez",244,"Curacao","CW","ANT",94,"Netherlands Caribbean Territories",10.3788528926,2.53849754425,30410.64256,0,0,1680,21388
235,"eez","Bonaire","BQ","eez",245,"Bonaire","BQ","ANT",94,"Netherlands Caribbean Territories",7.13893334967,1.10054376096,13221.203743,0,0,1472,9358
236,"eez","Brunei","BRN","eez",247,"Brunei","BRN","MYS",156,"Malaysia",8.41651045431,2.07916966415,25475.7604299,1079,2448,6230,5267
237,"eez","Saba","BES","eez",248,"Saba","BES","ANT",94,"Netherlands Caribbean Territories",3.88631810184,0.801607622802,9427.59700691,1060,415,6520,11
238,"eez","Sint-Eustasius","ANT","eez",249,"Sint Eustatius","ANT","ANT",94,"Netherlands Caribbean Territories",2.9990838705,0.189417039881,2228.3708772,2,6,2108,0
239,"eez","Aruba","AW","eez",250,"Aruba","AW","ANT",94,"Netherlands Caribbean Territories",8.58080572769,2.10451315557,25197.1650279,0,0,0,15411
240,"eez","Martinique","MTQ","eez",140,"Guadeloupe and Martinique","GLP-MTQ","GLP|MTQ",106,"French Caribbean Territories",16.0771739762,3.97997278798,47366.2518206,221,152,4729,45728
241,"eez","Guadeloupe","GLP","eez",140,"Guadeloupe and Martinique","GLP-MTQ","GLP|MTQ",106,"French Caribbean Territories",18.5070072699,7.67462881365,90532.5621083,165,103,10575,73907
242,"eez","Puerto Rico of the United States","PRI","eez",116,"Puerto Rico and Virgin Islands of the United States","PRI-VIR","PRI|VIR",84,"USA Caribbean Territories",28.37513297,14.9644675907,175208.19756,4858,1100,21813,171587
243,"eez","Virgin Islands of the United States","VIR","eez",116,"Puerto Rico and Virgin Islands of the United States","PRI-VIR","PRI|VIR",84,"USA Caribbean Territories",13.8646351484,3.04556989859,35835.1733807,1775,302,8010,31072
244,"fao","Arctic Sea","XARC","fao",260,"Arctic Sea","XARC","nan",-21474836,"nan",587.625796586,2142.47845572,2532621.47959,26833,43019,649895,2220406
245,"fao","Atlantic, Northwest","XANW","fao",261,"Atlantic, Northwest","XANW","nan",-21474836,"nan",116.050759594,293.272698354,2637103.6461,7077,25875,126211,2771253
246,"fao","Atlantic, Northeast","XANE","fao",262,"Atlantic, Northeast","XANE","nan",-21474836,"nan",418.901998195,1182.79780001,5404715.16679,121,2163,301600,4550132
247,"fao","Atlantic, Western-Central","XAWC","fao",263,"Atlantic, Western-Central","XAWC","nan",-21474836,"nan",148.341575771,650.718410231,7334676.58292,0,0,3383,7571886
248,"fao","Atlantic, Eastern Central","XAEC","fao",264,"Atlantic, Eastern Central","XAEC","nan",-21474836,"nan",208.328159291,775.528477581,9068853.77324,1,39,26639,9644319
249,"fao","Atlantic, Southwest","XASW","fao",266,"Atlantic, Southwest","XASW","nan",-21474836,"nan",273.006747529,1220.50881254,12331754.0848,1682,7932,192308,13687431
250,"fao","Atlantic, Southeast","XASE","fao",267,"Atlantic, Southeast","XASE","nan",-21474836,"nan",249.844204295,1450.62355306,14958533.3586,744,881,141979,15299834
251,"fao","Indian Ocean, Western","XIWE","fao",269,"Indian Ocean, Western","XIWE","nan",-21474836,"nan",315.73591529,1554.63504416,17026924.5605,6593,30382,269117,16694242
252,"fao","Indian Ocean, Eastern","XIEA","fao",270,"Indian Ocean, Eastern","XIEA","nan",-21474836,"nan",320.021839531,2229.63976431,22176645.5941,114,64,232079,23477389
253,"fao","Pacific, Northwest","XPNW","fao",272,"Pacific, Northwest","XPNW","nan",-21474836,"nan",375.612442325,1028.87864111,10286580.6484,2601,3281,105783,11440110
254,"fao","Pacific, Northeast","XPNE","fao",273,"Pacific, Northeast","XPNE","nan",-21474836,"nan",112.640598189,535.041922324,4585122.90382,0,2,5375,5149949
255,"fao","Pacific, Western Central","XPWC","fao",274,"Pacific, Western Central","XPWC","nan",-21474836,"nan",383.437191521,528.819136162,6338878.42684,30,73,65924,6859711
256,"fao","Pacific, Eastern Central","XPEC","fao",275,"Pacific, Eastern Central","XPEC","nan",-21474836,"nan",488.72564324,2632.21470653,30443297.6551,0,0,17903,33364187
257,"fao","Pacific, Southwest","XPSW","fao",276,"Pacific, Southwest","XPSW","nan",-21474836,"nan",445.734088193,2303.09061116,20307408.6271,2785,2876,596562,21942811
258,"fao","Pacific, Southeast","XPSE","fao",277,"Pacific, Southeast","XPSE","nan",-21474836,"nan",323.765809842,2419.38085844,24726413.3058,559,718,90205,26972722
