"sp_id","sp_type","sp_name","sp_key","rgn_type","rgn_id","rgn_name","rgn_key","cntry_id12","rgn_id12","rgn_name12","Shape_Leng","Shape_Area","area_km2","catch_pel_lb_gcs","catch_pel_hb_gcs","catch_dem_d_gcs","catch_dem_nd_lb_gcs","catch_dem_nd_hb_gcs"
131,"eez","Montserrat","MSR","eez",121,"Montserrat","MSR","MSR",85,"British Caribbean Territories",3.92455548045,0.641950729821,7586.90000461,0.00343000004068017,9.99999974737875e-06,0.0599100018152967,0.112019997090101,0.0718399975448847
132,"eez","Saint Lucia","LCA","eez",122,"Saint Lucia","LCA","LCA",88,"Saint Lucia",7.92977174361,1.29342461047,15468.0338809,0.0109199997968972,0,0.10982999710177,0.0854800026863813,0.108149999286979
133,"eez","Dominica","DMA","eez",123,"Dominica","DMA","DMA",89,"Dominica",12.6956244287,2.40766454348,28585.0317579,0.0502199998591095,0,0.114840000285767,0.352989999577403,0.377650009933859
134,"eez","Barbados","BRB","eez",124,"Barbados","BRB","BRB",90,"Barbados",15.4517817283,15.3465759248,183904.973636,0.044040000087989,0.00227000002632849,0.0349200005148305,0.202430000965251,0.0511599996534642
135,"eez","Grenada","GRD","eez",125,"Grenada","GRD","GRD",91,"Grenada",9.16177247725,2.17002421121,26121.3171356,0.0301100002252497,2.99999992421363e-05,0.0598400008748285,0.645650008285884,0.0641400006825279
136,"eez","Trinidad and Tobago","TTO","eez",126,"Trinidad and Tobago","TTO","TTO",92,"Trinidad and Tobago",18.5469298906,6.23027709492,75326.3166724,0.0357600000861567,0.00133999998070067,1.37927001685603,2.29679001169279,0.399070001185464
137,"eez","Saint Vincent and the Grenadines","VCT","eez",127,"Saint Vincent and the Grenadines","VCT","VCT",93,"Saint Vincent and the Grenadines",10.4226429166,3.02597267439,36294.0656124,0.0273599997162819,1.99999994947575e-05,0.0296799993811874,0.102240000967868,0.0510200005774095
138,"eez","Panama","PAN","eez",129,"Panama","PAN","PAN",95,"Panama",79.6829410028,27.1782540511,330926.65762,0.166949997837946,0.00114999998550047,6.18008002815986,50.4528699963485,0.370289997881628
139,"eez","Costa Rica","CRI","eez",130,"Costa Rica","CRI","CRI",96,"Costa Rica",46.0496758859,46.8106742653,571959.450498,0.19581000116159,0.031810000022233,3.03590000484837,1.30349999881582,0.957919998229045
140,"eez","Nicaragua","NIC","eez",131,"Nicaragua","NIC","NIC",97,"Nicaragua",51.3984137475,18.5392543123,222605.329207,0.219570002882392,0.00294000004578265,2.78856000426822,1.2156499986886,1.55996000388768
141,"eez","Colombia","COL","eez",132,"Colombia","COL","COL",98,"Colombia",102.73220475,59.8573554311,726189.062216,0.166509998922265,0.000459999988379423,6.64009998324036,7.58199004852213,0.878989997661847
142,"eez","Honduras","HND","eez",133,"Honduras","HND","HND",99,"Honduras",34.5281674597,18.5495852603,218569.879953,0.00537999990774551,0.000980000011622906,1.56061999730446,0.383540002221707,0.722649999530404
143,"eez","El Salvador","SLV","eez",134,"El Salvador","SLV","SLV",100,"El Salvador",16.5822826988,7.77008478167,93647.3177283,0.652460005134344,0.00786000011430588,1.96245997864753,1.66841002181172,1.47028999077156
144,"eez","Mexico","MEX","eez",135,"Mexico","MEX","MEX",101,"Mexico",306.73026517,285.803760632,3268727.25835,3.05687999691872,0.135530000261497,74.595739979879,217.205809773877,27.2913399965619
145,"eez","Guatemala","GTM","eez",136,"Guatemala","GTM","GTM",102,"Guatemala",15.6431343481,9.78609598871,117625.549878,0.137820000090869,0.00490999998510233,1.07143000257201,0.418879995733732,0.446560005715583
146,"eez","Ecuador","ECU","eez",137,"Ecuador","ECU","ECU",103,"Ecuador",43.3294970712,19.2741878629,237140.308373,0.47390000289306,0.0024499999708496,14.0040002439782,44.3718395344913,1.56429998198291
147,"eez","Peru","PER","eez",138,"Peru","PER","PER",104,"Peru",61.0592241237,69.3631279926,833246.818015,1.7198699999135,0.0231799998036877,41.6942298977956,2385.48077479191,9.47012998396531
148,"eez","Venezuela","VEN","eez",139,"Venezuela","VEN","VEN",105,"Venezuela",97.7721922187,39.1827523029,470360.989131,0.478959998930804,0.00120999998034677,24.1607300289324,45.6890201596543,7.38089000078617
149,"eez","Faeroe Islands","FRO","eez",141,"Faeroe Islands","FRO","FRO",126,"Denmark",44.8956587106,46.8185425872,267834.073383,26.4995600171387,0,157.297129654326,49.863520052284,45.0633003715629
150,"eez","Iceland","ISL","eez",143,"Iceland","ISL","ISL",107,"Iceland",193.902807884,142.376230938,755964.3961,40.5744997583497,0,400.122150445357,730.149460862856,249.739229608087
151,"eez","Jan Mayen","SJM","eez",144,"Jan Mayen","SJM","SJM",169,"Norway",39.5818281298,72.569944671,292534.70998,1.48880000256759,0,21.8486398809473,23.3972399085687,1.27090000025055
152,"eez","Greenland","GRL","eez",145,"Greenland","GRL","GRL",126,"Denmark",1997.52659,742.570526094,2276206.55683,0.901699995258241,0,131.232509894526,111.107429963253,25.8271899876418
153,"eez","Pitcairn","PCN","eez",146,"Pitcairn","PCN","PCN",108,"British Pacific Territories (Pitcairn)",34.681384637,74.5755879585,836110.224716,0.134690001417766,0,0.0150999998877523,0.249729999821284,0.0381699997778924
154,"eez","French Polynesia","PYF","eez",147,"French Polynesia","PYF","PYF",109,"French Polynesia",154.416619673,410.872483344,4771710.01669,0.689359999152657,0,0.590340003334859,1.3434000009147,0.214779998837912
155,"eez","Line Group","KIR","eez",148,"Line Group","KIR","Line Group",161,"Kiribati",71.5772008614,134.634823549,1645364.31396,0.645269994274713,0.00058000000717584,0.0625999995536404,1.17038999777287,0.0620399994913896
156,"eez","Jarvis Island","UMI","eez",149,"Jarvis Island","UMI","Jarvis Island",110,"Jarvis Island",18.5423119566,25.7283385928,316555.566299,0.0989100009028334,0,0.0142499998437415,0.245499998913147,0.0189099999370228
157,"eez","Palmyra Atoll","UMI","eez",150,"Palmyra Atoll","UMI","Palmyra Atoll",114,"USA Pacific Uninhabited Territories",23.4983381672,28.7048393432,350841.46697,0.0790799994720146,0,0.0546699990918569,0.215019998548087,0.0309399996076536
158,"eez","American Samoa","ASM","eez",151,"American Samoa","ASM","ASM",111,"USA Pacific Inhabited Territories",29.7903591202,33.8288097478,404370.433189,0.0548400004736322,0,0.0346399999107234,0.118050000135554,0.022829999878013
159,"eez","Samoa","WSM","eez",152,"Samoa","WSM","WSM",112,"Samoa",18.4792865627,10.9716093101,131511.659346,0.0111099999194266,0,0.606620003560238,0.0833899997815024,0.383530002207408
160,"eez","Cook Islands","COK","eez",153,"Cook Islands","COK","COK",115,"New Zealand",68.7477224899,165.387945277,1960033.62365,0.360900000629044,0,0.0662999998021405,0.668810007511638,0.0688300000365416
161,"eez","Niue","NIU","eez",154,"Niue","NIU","NIU",115,"New Zealand",19.7277432213,27.2551723383,316592.585807,0.0763099999312544,0,0.0283000000235916,0.137919999484438,0.0134399998642039
162,"eez","Tonga","TON","eez",155,"Tonga","TON","TON",113,"Tonga",41.3375034476,57.5374312334,664753.941965,0.188100001876592,0,0.428149996118009,0.637130005954532,0.470119999419694
163,"eez","Tokelau","TKL","eez",156,"Tokelau","TKL","TKL",115,"New Zealand",21.644925262,26.2127193912,319039.490462,0.180090000008931,0,0.0351300000475021,0.490790008188924,0.0861200003819249
164,"eez","Phoenix Group","KIR","eez",157,"Phoenix Group","KIR","Phoenix Group",161,"Kiribati",32.0703811178,60.5247708222,743055.134264,0.882560004713014,0.000300000014249235,0.0508299998364237,1.88223999284673,0.163849999669765
165,"eez","Howland Island and Baker Island","UMI","eez",158,"Howland Island and Baker Island","UMI","Howland Island and Baker Island",111,"USA Pacific Inhabited Territories",21.6011701224,35.3517613284,434920.048441,1.1028100020776,0,0.0527500001335284,2.64246997411828,0.274850000172592
166,"eez","Johnston Atoll","UMI","eez",159,"Johnston Atoll","UMI","Johnston Atoll",114,"USA Pacific Uninhabited Territories",21.8614096188,37.5281457873,442632.540628,0.208390000567306,0,0.0380899998745008,0.402110001712572,0.0350500001623004
167,"eez","Hawaii","USA-HI","eez",163,"United States","USA","Hawaii",116,"United States",104.89362603,220.0884345,2474583.33192,0.799249999807216,0.0081499999287189,0.558919999501086,5.95063001783274,0.991560001843027
168,"eez","Wallis and Futuna","WLF","eez",161,"Wallis and Futuna","WLF","WLF",109,"French Polynesia",22.3411735565,21.761919637,261304.838848,0.00323000003845664,0,0.0511599984201894,0.0279100002881023,0.0218699999022647
169,"eez","New Zealand","NZL","eez",162,"New Zealand","NZL","NZL",115,"New Zealand",364.999121022,455.391981388,4104567.00454,0.675470000249334,0.00799999982336885,184.748360079968,23.5853399814878,24.1472300044406
170,"eez","United States","USA-48","eez",163,"United States","USA","USA",116,"United States",670.646507511,241.677676829,2440486.40223,3.19268998964981,0.0320300000821589,250.552039344726,392.651390646934,56.5846599619144
171,"eez","Belize","BLZ","eez",164,"Belize","BLZ","BLZ",117,"Belize",24.675458223,3.06271098031,36048.9735552,0.000829999989946373,0.000640000012936071,0.270530005102046,0.136350000917446,0.182260002140538
172,"eez","Jamaica","JAM","eez",166,"Jamaica","JAM","JAM",118,"Jamaica",28.2924188571,20.7640252434,245007.938295,0.00753999988228315,0.000320000006468035,0.719699999121076,0.565989996888675,0.536469999922701
173,"eez","Guyana","GUY","eez",167,"Guyana","GUY","GUY",119,"Guyana",20.0705884932,11.1757759647,136029.914539,0.0502600000181701,0.0136700000875862,12.4107599473209,3.10170004703104,2.58296001500275
174,"eez","Suriname","SUR","eez",168,"Suriname","SUR","SUR",120,"Suriname",16.0834015911,10.45038347,127521.332579,0.0206099999777507,0.00484000008145813,3.98830995277967,0.950099995156052,0.485149993422965
175,"eez","French Guiana","GUF","eez",169,"French Guiana","GUF","GUF",121,"French Guiana",18.2407162869,11.0881571442,135559.73933,0.0176900000078604,0.00203999999212101,2.53664998512249,0.446700004482409,0.303559995722026
176,"eez","Alaska","USA-AK","eez",163,"United States","USA","Alaska",116,"United States",1108.88228773,585.899339166,3703672.32951,2.49606999855314,0,1213.15659920856,168.192080046661,75.0124599934243
177,"eez","Brazil","BRA","eez",171,"Brazil","BRA","BRA",122,"Brazil",416.256779868,269.281993334,3183280.81609,4.18227000409388,0.237930000857887,91.3816497353473,32.0838699522137,32.4699999327568
178,"eez","Argentina","ARG","eez",172,"Argentina","ARG","ARG",123,"Argentina",148.095928794,129.041461345,1083544.5403,0.204359998886503,0.000199999994947575,384.547900744248,56.5413999880548,55.7278202356938
179,"eez","Uruguay","URY","eez",173,"Uruguay","URY","URY",124,"Uruguay",26.2818104891,12.929952189,129812.72951,0.0622200013021939,0.000199999998585554,21.0950099839829,2.39291998854605,2.44164003235346
180,"eez","Finland","FIN","eez",174,"Finland","FIN","FIN",125,"Finland",461.944926853,13.5269198852,79641.3713854,12.4895401410758,0,2.03352000913583,37.83963027969,16.2677600160241
181,"eez","Denmark","DNK","eez",175,"Denmark","DNK","DNK",126,"Denmark",96.8866914685,14.5806760945,100848.713387,12.6131901033223,0,176.657769935206,54.5169000029564,45.3414399921894
182,"eez","Germany","DEU","eez",176,"Germany","DEU","DEU",127,"Germany",64.3185898033,7.84360680169,56482.2641824,3.74432998243719,0,89.5057204719633,20.2844799142331,18.5281701665372
183,"eez","Netherlands","NLD","eez",177,"Netherlands","NLD","NLD",128,"Netherlands",34.6270613564,8.73352793117,64317.391168,1.91274997591972,0,112.734309375286,26.7402000427246,21.6165198534727
184,"eez","Poland","POL","eez",178,"Poland","POL","POL",129,"Poland",21.3221139735,4.48420735188,32013.9687605,4.0182900428772,0,1.91609998419881,43.1081603765488,15.97252997756
185,"eez","France","FRA","eez",179,"France","FRA","FRA",130,"France",123.03262078,39.996434697,343888.912434,5.88819999876432,0,56.238540149272,62.4510698853992,30.4161599561448
186,"eez","United Kingdom","GBR","eez",180,"United Kingdom","GBR","GBR",131,"United Kingdom",325.52013034,106.877486238,725225.9736,95.7432598138985,0,498.916598133743,261.51450001169,220.98445018864
187,"eez","Ireland","IRL","eez",181,"Ireland","IRL","IRL",132,"Ireland",116.247989962,56.7631619189,427190.77659,14.9199399792742,0,169.164600429591,50.8493801139994,52.2783900303766
188,"eez","Spain","ESP","eez",182,"Spain","ESP","ESP",133,"Spain",108.612838753,60.0671535826,555238.864319,6.24402999761514,0,30.7108701225952,64.5509204408154,25.673359995475
189,"eez","Portugal","PRT","eez",183,"Portugal","PRT","PRT",134,"Portugal",36.1320835706,32.0745140995,311228.410273,1.05793999973685,0,18.1592100452835,37.9357295744121,8.34022997342981
190,"eez","Italy","ITA","eez",184,"Italy","ITA","ITA",135,"Italy",145.356757481,56.5027355994,538202.977026,1.9052799900528,0,27.0240299457218,41.6652200277895,13.581079990603
192,"eez","Montenegro","MNE","eez",186,"Montenegro","MNE","SCG",137,"Serbia and Montenegro",5.74225688754,0.807733116761,7454.44574482,0.0153499997468316,0,0.183010000735521,0.294759994372725,0.109529998153448
193,"eez","Croatia","HRV","eez",187,"Croatia","HRV","HRV",138,"Croatia",71.911221241,6.16377787663,55441.8586117,0.184539999812841,0,11.267910043709,17.8105400875211,2.47442998737097
195,"eez","Lithuania","LTU","eez",189,"Lithuania","LTU","LTU",140,"Lithuania",7.22786055408,0.87795092592,6141.4689635,0.240390010178089,0,0.119620002806187,2.80413001775742,1.52459999918938
196,"eez","Qatar","QAT","eez",190,"Qatar","QAT","QAT",141,"Qatar",16.4921987399,2.86867419292,31857.2048259,0.160789999878034,0.100909998640418,4.27207003161311,4.43617999181151,3.07306005619466
197,"eez","Iran","IRN","eez",191,"Iran","IRN","IRN",142,"Iran",70.1960358422,14.7773563161,163119.296076,0.81052999489475,0.468950003298232,19.5822999488664,15.0475199781358,12.8108499941882
199,"eez","Guinea Bissau","GNB","eez",193,"Guinea Bissau","GNB","GNB",144,"Guinea-Bissau",39.6811143833,8.74395030971,105838.326757,0.344980000303622,0.0303399998265377,7.73958004574524,18.9059597542509,6.83798996906262
200,"eez","Guinea","GIN","eez",194,"Guinea","GIN","GIN",145,"Guinea",24.9392063767,9.00206321064,109433.955934,0.254130002111197,0.0111099999630824,7.94354994018795,8.67814999446273,12.0284100633435
201,"eez","Ivory Coast","CIV","eez",195,"Ivory Coast","CIV","CIV",146,"Ivory Coast",17.9811386191,14.1350376906,173683.570527,0.359160002321005,0.0309399998222943,6.78290994637064,12.2598499339074,2.2743800165772
202,"eez","Nigeria","NGA","eez",196,"Nigeria","NGA","NGA",147,"Nigeria",40.1133930166,14.7966731279,181654.998703,0.604249999276362,0.520369998353999,35.5930001565139,22.9848498534411,34.0826701939804
203,"eez","Cameroon","CMR","eez",197,"Cameroon","CMR","CMR",148,"Cameroon",20.2510065771,1.18883416357,14606.5398154,0.00552999992942205,0.00425000002724119,1.48007003962994,2.25577001273632,6.02720987796783
204,"eez","Gabon","GAB","eez",198,"Gabon","GAB","GAB",149,"Gabon",31.6542929039,15.6271191335,192005.810849,0.248580004150426,0.0775399990816368,3.29118999588536,3.92372998176143,3.80842999563174
205,"eez","Democratic Republic of the Congo","COD","eez",199,"Democratic Republic of the Congo","COD","COD",150,"Democratic Republic of the Congo",9.0197543869,1.07708370879,13177.0530054,0.00465000001713634,0,0.152710003472748,0.0263099998701364,0.0169299999543
206,"eez","Angola","AGO","eez",200,"Angola","AGO","AGO",151,"Angola",44.2221708833,40.7580990919,490735.841203,0.253390000551008,0.020189999268041,39.4774100456161,14.4737900181208,21.6938399053761
207,"eez","Tanzania","TZA","eez",202,"Tanzania","TZA","TZA",152,"Tanzania",44.0669523766,19.7844337185,241569.066227,0.115090000283089,0.0116699999343837,2.98226001643343,3.10547001019586,6.88453001575908
208,"eez","India","IND","eez",203,"India","IND","IND",153,"India",183.650413738,136.999469551,1628228.57752,4.81266998423962,0.165199999843026,409.990870911861,218.680439664051,164.530849999515
209,"eez","Bangladesh","BGD","eez",204,"Bangladesh","BGD","BGD",154,"Bangladesh",39.4827366196,7.30938022498,84217.868406,0.0442100001964718,0.0018900000177382,41.3382001871942,16.419220036827,69.9581493999576
210,"eez","Myanmar","MMR","eez",205,"Myanmar","MMR","MMR",155,"Myanmar",159.083142685,43.0088358868,511018.263284,0.482260003569536,0.00372999994942802,191.461060212227,78.1972099530976,70.1225098901195
211,"eez","Malaysia","MYS","eez",206,"Malaysia","MYS","MYS",156,"Malaysia",134.532956826,36.5936775486,448748.726475,1.4900300013469,0.0157199996538111,183.040861435235,130.584839748219,94.9396500089206
212,"eez","Vietnam","VNM","eez",207,"Vietnam","VNM","VNM",157,"Vietnam",142.126937495,53.3543826039,643337.056156,1.36771000135195,0.0123200000562065,209.511610664951,85.014439959079,114.178749907762
213,"eez","Singapore","SGP","eez",208,"Singapore","SGP","SGP",158,"Singapore",3.84026717249,0.0615622476974,757.590408985,0.0138299996033311,3.9999998989515e-05,1.95462000370026,1.9192099571228,0.948670029640198
214,"eez","China","CHN","eez",209,"China","CHN","CHN",159,"China",350.893888942,81.3371305833,875238.695835,1.56271000292691,0.0610100001067622,1028.04749122262,564.712199680507,1309.52105875313
215,"eez","Japan","JPN","eez",210,"Japan","JPN","JPN",160,"Japan",439.857115816,377.313217992,4026628.9398,15.055770014922,0.101360000146087,330.053918973223,297.918340146542,141.02221008682
216,"eez","Kiribati","KIR","eez",212,"Kiribati","KIR","KIR",161,"Kiribati",54.1154369524,85.247345628,1048395.61661,3.3125699989032,0.000119999996968545,3.57523002894231,9.36195001052693,2.88102001154766
217,"eez","Egypt","EGY","eez",214,"Egypt","EGY","EGY",163,"Egypt",80.9978079016,22.2172365027,235847.123629,0.139350000241393,0.04739000050904,12.550910032398,7.07984999721521,14.9173600696377
219,"eez","Indonesia","IDN","eez",216,"Indonesia","IDN","IDN",165,"Indonesia",1004.64893065,482.358497043,5908991.84416,33.6344400057569,0.0491899990629463,634.74367960282,582.945639790967,302.024810291361
220,"eez","Canada","CAN","eez",218,"Canada","CAN","CAN",166,"Canada",4618.13852136,1290.71679699,5717751.4023,32.9858099169105,0,240.815620444842,167.100440144764,124.010719831611
221,"eez","Saint Pierre and Miquelon","SPM","eez",219,"Saint Pierre and Miquelon","SPM","SPM",167,"Saint Pierre and Miquelon",11.1624533642,1.43000010612,12342.3927527,0.112950001232093,0,3.06590995844454,0.598199997912161,1.90906998934224
223,"eez","Northern Saint-Martin","MAF","eez",221,"Northern Saint-Martin","MAF","MAF",106,"French Caribbean Territories",4.95784914342,0.456930472713,5357.35853687,0.0156399996485561,9.99999974737875e-06,0.177630007266998,0.124879999086261,0.222650002688169
224,"eez","Sweden","SWE","eez",222,"Sweden","SWE","SWE",168,"Sweden",394.513954826,24.7057841515,155604.629321,24.7286499596667,0,12.6541498699808,106.525750406086,48.0836502229795
225,"eez","Norway","NOR","eez",223,"Norway","NOR","NOR",169,"Norway",924.273859686,201.809423774,930623.848104,225.16395032694,0,487.551449293271,429.934169467539,472.641460609142
226,"eez","Svalbard","NOR","eez",223,"Norway","NOR","NOR",169,"Norway",343.58726371,326.914358287,796418.369008,7.79810996568995,0,64.8004699483754,14.6355799867997,90.3728798477059
227,"eez","Chile","CHL","eez",224,"Chile","CHL","CHL",170,"Chile",1037.88186093,311.253837837,2928837.74393,0.519390002191358,0.000209999998332933,115.772029843229,1034.37686714399,45.2597899734137
228,"eez","Easter Island","CHL","eez",224,"Chile","CHL","Easter Island",170,"Chile",31.5349905736,65.4315149716,720411.127289,0.478399997926317,0,1.00914000185003,1.61032000277191,0.642280001833569
230,"eez","Guernsey","GGY","eez",228,"Guernsey","GGY","GGY",131,"United Kingdom",6.05050437849,1.08089623821,8681.96462443,0.12877999804914,0,3.82894998788834,2.57455003261566,2.22950002551079
231,"eez","East Timor","TLS","eez",231,"East Timor","TLS","TLS",171,"East Timor",15.6886715232,3.28647083314,39953.1787088,0.024499999708496,0.000149999996210681,1.38273000553454,2.27199995523551,1.02645001391647
234,"eez","Curacao","CW","eez",244,"Curacao","CW","ANT",94,"Netherlands Caribbean Territories",10.3788528926,2.53849754425,30410.64256,0.0277300004381686,0,0.707510001855553,1.45120005379431,0.142629999201745
235,"eez","Bonaire","BQ","eez",245,"Bonaire","BQ","ANT",94,"Netherlands Caribbean Territories",7.13893334967,1.10054376096,13221.203743,0.00867999996989965,0,0.837629972142167,0.781699976883829,0.0730099974607583
236,"eez","Brunei","BRN","eez",247,"Brunei","BRN","MYS",156,"Malaysia",8.41651045431,2.07916966415,25475.7604299,0.100110002211295,0.00119999996968545,2.71223001461476,1.86011001653969,1.28256999095902
237,"eez","Saba","BES","eez",248,"Saba","BES","ANT",94,"Netherlands Caribbean Territories",3.88631810184,0.801607622802,9427.59700691,0.0095799999544397,0.000610000002779998,0.134660000912845,0.106809999793768,0.0920899994671345
238,"eez","Sint-Eustasius","ANT","eez",249,"Sint Eustatius","ANT","ANT",94,"Netherlands Caribbean Territories",2.9990838705,0.189417039881,2228.3708772,0.00613000011071563,0,0.00651999982073903,0.0214799996465445,0.00853000022470951
239,"eez","Aruba","AW","eez",250,"Aruba","AW","ANT",94,"Netherlands Caribbean Territories",8.58080572769,2.10451315557,25197.1650279,0.0108799999870826,0,0.334480004326906,0.780119993025437,0.0784200025373138
240,"eez","Martinique","MTQ","eez",140,"Guadeloupe and Martinique","GLP-MTQ","GLP|MTQ",106,"French Caribbean Territories",16.0771739762,3.97997278798,47366.2518206,0.0764100011438131,0.00022000000171829,0.240220002480783,0.661540006287396,1.02878000109922
241,"eez","Guadeloupe","GLP","eez",140,"Guadeloupe and Martinique","GLP-MTQ","GLP|MTQ",106,"French Caribbean Territories",18.5070072699,7.67462881365,90532.5621083,0.103449999471195,0.000450000003183959,0.531029978534207,0.580469994107261,0.375010000076145
242,"eez","Puerto Rico of the United States","PRI","eez",116,"Puerto Rico and Virgin Islands of the United States","PRI-VIR","PRI|VIR",84,"USA Caribbean Territories",28.37513297,14.9644675907,175208.19756,0.0378900001487636,0.00457999996069702,0.623340000358439,0.838259998272406,0.355490002992155
243,"eez","Virgin Islands of the United States","VIR","eez",116,"Puerto Rico and Virgin Islands of the United States","PRI-VIR","PRI|VIR",84,"USA Caribbean Territories",13.8646351484,3.04556989859,35835.1733807,0.00592000002143322,0.000739999999495922,0.101289999285655,0.100659998541232,0.0467999999091262
244,"fao","Arctic Sea","XARC","fao",260,"Arctic Sea","XARC","nan",-21474836,"nan",587.625796586,2142.47845572,2532621.47959,0,0,0.0048900000147114,0,0.00101999997423263
245,"fao","Atlantic, Northwest","XANW","fao",261,"Atlantic, Northwest","XANW","nan",-21474836,"nan",116.050759594,293.272698354,2637103.6461,1.7195600012783,0,51.9613494835794,9.98943995989976,6.94048000445764
246,"fao","Atlantic, Northeast","XANE","fao",262,"Atlantic, Northeast","XANE","nan",-21474836,"nan",418.901998195,1182.79780001,5404715.16679,6.31566000229577,0,271.588999265572,87.8495297594782,13.1948698978995
247,"fao","Atlantic, Western-Central","XAWC","fao",263,"Atlantic, Western-Central","XAWC","nan",-21474836,"nan",148.341575771,650.718410231,7334676.58292,6.12532997573726,0.105390000833722,4.19712000433356,30.0626699994318,3.43909999838797
248,"fao","Atlantic, Eastern Central","XAEC","fao",264,"Atlantic, Eastern Central","XAEC","nan",-21474836,"nan",208.328159291,775.528477581,9068853.77324,30.0687199998647,0.103510000088136,1.81945000123233,61.5301000270993,1.65503000070748
249,"fao","Atlantic, Southwest","XASW","fao",266,"Atlantic, Southwest","XASW","nan",-21474836,"nan",273.006747529,1220.50881254,12331754.0848,10.6016099571207,0.192610000205605,123.528599495068,29.0247800356592,28.827039894888
250,"fao","Atlantic, Southeast","XASE","fao",267,"Atlantic, Southeast","XASE","nan",-21474836,"nan",249.844204295,1450.62355306,14958533.3586,7.05573999357875,0.000209999994694954,0.85472999384001,42.4489600408997,0.870349997658195
251,"fao","Indian Ocean, Western","XIWE","fao",269,"Indian Ocean, Western","XIWE","nan",-21474836,"nan",315.73591529,1554.63504416,17026924.5605,71.1565699238563,0.123050000271178,38.4778999639675,150.437519925879,31.8419799956027
252,"fao","Indian Ocean, Eastern","XIEA","fao",270,"Indian Ocean, Eastern","XIEA","nan",-21474836,"nan",320.021839531,2229.63976431,22176645.5941,43.2074999988545,0.227739999303594,11.8982200066093,97.9006600007706,44.3203300044988
253,"fao","Pacific, Northwest","XPNW","fao",272,"Pacific, Northwest","XPNW","nan",-21474836,"nan",375.612442325,1028.87864111,10286580.6484,36.1349800064199,0.00127000000793487,46.1083699243609,490.848820162704,201.525689998001
254,"fao","Pacific, Northeast","XPNE","fao",273,"Pacific, Northeast","XPNE","nan",-21474836,"nan",112.640598189,535.041922324,4585122.90382,3.21164000884164,0,3.28535999331507,10.6737699974328,3.43699000123888
255,"fao","Pacific, Western Central","XPWC","fao",274,"Pacific, Western Central","XPWC","nan",-21474836,"nan",383.437191521,528.819136162,6338878.42684,112.914770018309,0.00125999999727355,10.6871099798009,300.523479729891,57.8051000358537
256,"fao","Pacific, Eastern Central","XPEC","fao",275,"Pacific, Eastern Central","XPEC","nan",-21474836,"nan",488.72564324,2632.21470653,30443297.6551,57.5315199588076,0.399180001040804,6.34082000858325,116.590309973049,34.3896299767293
257,"fao","Pacific, Southwest","XPSW","fao",276,"Pacific, Southwest","XPSW","nan",-21474836,"nan",445.734088193,2303.09061116,20307408.6271,6.92980999218707,0.00015999999595806,27.509529968469,19.3169000001217,20.1246200281566
258,"fao","Pacific, Southeast","XPSE","fao",277,"Pacific, Southeast","XPSE","nan",-21474836,"nan",323.765809842,2419.38085844,24726413.3058,48.8482700935347,0.0592000001088309,14.7216600084248,548.298930175857,161.575550038251
