"rgn_id","sp_type","TotalCatch","propDest","DestCatch","areaSB_km2","DestCatch_SB","pressure_score"
"260","fao",0,0.827411171549786,0,2567491.00213754,0,0
"485","ccamlr",0,0,0,2480612.15184925,0,0
"5844a","ccamlr",0,1,0,985334.303093717,0,0
"261","fao",185480.854719924,0.735883573226557,136492.314136414,2558988.15895632,0.0533383922308113,0.00214657616661005
"262","fao",77633.0191501304,0.71668999531451,55638.8081309582,4238773.42581548,0.0131261576266616,0.000528255463693602
"263","fao",77075.71,0.0955419364380034,7363.96258573399,6615109.82464908,0.00111320337544428,4.48002973913826e-05
"264","fao",312943.427688989,0.0191165263962735,5982.39129595686,8445206.8809651,0.000708377116188917,2.85082727653855e-05
"266","fao",323356.913783163,0.642793450226883,207851.706265396,12128888.820756,0.0171369124853138,0.000689666230490678
"267","fao",136965.182687464,0.0166841725599927,2285.15074266857,13485994.8128784,0.000169446212487518,6.81927568559029e-06
"269","fao",502398.84,0.131756925848158,66194.5267080807,14845555.5130406,0.00445887839292603,0.00017944526799101
"270","fao",1123481.92339721,0.0602275474230259,67664.5608203179,20704467.6820786,0.00326811400608416,0.000131523567580883
"272","fao",1127837.48,0.0595239236073538,67133.3120010304,10087596.928193,0.00665503513660474,0.000267828466789369
"273","fao",63739.56,0.159423440159581,10161.579929458,4501892.6287461,0.00225717953923932,9.08390298253519e-05
"274","fao",1492755.53,0.0221755687403967,33102.7028681223,6047906.34982671,0.00547341525370524,0.000220274782237936
"275","fao",494594.33,0.0294577328813129,14569.6276577519,29150937.2837215,0.000499799629629332,2.01141790776197e-05
"276","fao",186450.47,0.372349081977899,69424.6613388478,19687469.3044495,0.0035263375025635,0.00014191563940792
"277","fao",1102800.15,0.0190324386493907,20988.9761974138,23633838.1880177,0.000888090035585297,3.57407267909746e-05
"481","ccamlr",9215147.6372,5.87000411489478e-06,54.0929545497269,656848.783691132,8.23522184904628e-05,3.31422268436834e-06
"482","ccamlr",115995306.2248,0.000167930328528364,19479.1298820788,688964.328897662,0.0282730601063851,0.00113783476485145
"483","ccamlr",57666100.9089401,0.110004316169271,6343519.9966361,280820.870192263,22.5892042578354,0.909090909090909
"484","ccamlr",59920.65,0,0,402961.588371887,0,0
"486","ccamlr",401057.06,0,0,5022633.92072977,0,0
"5841","ccamlr",217541.04,0,0,4572784.87637251,0,0
"5842","ccamlr",135878.85,0.539334953526847,73284.2132500314,1528675.32615782,0.0479396847689197,0.00192930796103594
"5843a","ccamlr",4165.03,1,4165.03,493343.047677316,0.00844246213584881,0.000339762547208019
"5843b","ccamlr",12038.37,0.868421052631579,10454.3739473684,652196.103351236,0.0160294946468552,0.000645098769060128
"5844b","ccamlr",37900,1,37900,1282864.8276223,0.02954325286963,0.0011889530194247
"5851","ccamlr",6580647.2722553,1,6580647.2722553,493737.757045491,13.3282236943629,0.536387508677848
"5852","ccamlr",2799412.5,0.94779458810516,2653268.01737394,242008.364488987,10.9635384833762,0.441221968376707
"586","ccamlr",882053.7552184,1,882053.7552184,314612.183711905,2.80362236710486,0.112830340430203
"587","ccamlr",96013.69,0.985294118280043,94601.7240313634,58564.5658774745,1.6153406520469,0.0650085538693313
"881","ccamlr",3040060.43,0.448827282369293,1364462.06103532,2996381.15369491,0.455369991682391,0.0183261311459288
"882","ccamlr",655033.41,0.394773812895637,258590.036839731,4919940.49819007,0.0525595862256587,0.00211523351942566
"883","ccamlr",6045.4,0,0,2209341.15256486,0,0
