"country","rgn_id","wt_val"
"Albania",82,0.368662846041843
"Algeria",84,0.281438547652215
"Angola",200,0.858297146623954
"Antigua and Barbuda",120,0.400456361006945
"Argentina",172,0.215583490440622
"Australia",16,0.0331632841844112
"Azerbaijan",255,0.352823657682166
"The Bahamas",110,0.719873445807025
"Bahrain",52,0.590252035995945
"Bangladesh",204,0.804723308654502
"Barbados",124,0.894207778619602
"Belgium",59,0.27789593138732
"Belize",164,0.315643681911752
"Benin",99,0.655263317050412
"Bosnia and Herzegovina",232,0.0580637874081731
"Brazil",171,0.527663917047903
"Brunei Darussalam",247,0.489098370075226
"Bulgaria",71,0.377566223498434
"Cambodia",24,0.0968497721478343
"Cameroon",197,0.430556516628712
"Canada",218,0.115247419336811
"Cape Verde",56,0.30906063481234
"Chile",224,0.651346364058554
"China",209,0.838746115798131
"Colombia",132,0.706133066443726
"Comoros",28,0.183689374709502
"Democratic Republic of the Congo",199,0.167840039124712
"Costa Rica",130,0.123252120101824
"C™te d'Ivoire",195,0.458174935076386
"Croatia",187,0.135179486358538
"Cyprus",81,0.087658159667626
"Denmark",175,0.729640869190916
"Djibouti",46,0.663930441020057
"Dominica",123,0.434491522610188
"Dominican Republic",115,0.847015439765528
"Ecuador",137,0.207242025760934
"Egypt",214,0.812888820655644
"El Salvador",134,0.324865099741146
"Equatorial Guinea",104,0.393750233575702
"Eritrea",45,0.658976236823946
"Estonia",70,0.860455854795873
"Fiji",18,0.970648881047964
"Finland",174,0.288919755723327
"France",179,0.114681653911248
"Gabon",198,0.48993002763018
"The Gambia",65,0.127139316638932
"Georgia",74,0.179727855604142
"Germany",176,0.900885643670335
"Ghana",106,0.0785437447484583
"Greece",80,0.869017618941143
"Grenada",125,0.245857982896268
"Guatemala",136,0.261625562328845
"Guinea",194,0.327653190353885
"Guinea-Bissau",193,0.708374930778518
"Guyana",167,0.473555344622582
"Haiti",114,0.186673159711063
"Honduras",133,0.641593093052506
"Hong Kong SAR",209,0.316446322016418
"Iceland",143,0.336553361732513
"India",203,0.89580376050435
"Indonesia",216,0.308074751403183
"Iraq",192,0.121762635884807
"Ireland",181,0.193199702072889
"Israel",79,0.114988672081381
"Italy",184,0.760747967753559
"Jamaica",166,0.905997550813481
"Japan",210,0.0837853823322803
"Jordan",215,0.220496038673446
"Kenya",43,0.679572518914938
"Kiribati",212,0.0784839012194425
"Kuwait",51,0.562233976088464
"Latvia",69,0.989763455232605
"Lebanon",78,0.65011269133538
"Liberia",97,0.726897261338308
"Libya",67,0.773989489302039
"Lithuania",189,0.59838581783697
"Madagascar",42,0.262121651088819
"Malaysia",206,0.647459857165813
"Maldives",39,0.600007699336857
"Malta",68,0.758142172126099
"Marshall Islands",11,0.334038350032642
"Mauritania",64,0.62050881725736
"Mauritius",37,0.931340598966926
"Mexico",135,0.233220791909844
"Micronesia",9,0.222705835010856
"Montenegro",186,0.337977975374088
"Morocco",62,0.530984390061349
"Mozambique",41,0.142517792526633
"Myanmar",205,0.461227426538244
"Namibia",101,0.280373266665265
"Netherlands",177,0.755076329689473
"New Zealand",162,0.890408617211506
"Nicaragua",131,0.89890206232667
"Nigeria",196,0.283766515552998
"Norway",223,0.662559426855296
"Oman",48,0.442753307055682
"Pakistan",53,0.778198029380292
"Panama",129,0.285921613220125
"Papua New Guinea",17,0.324140994809568
"Peru",138,0.532246254151687
"Philippines",15,0.605024558492005
"Poland",178,0.730118214152753
"Portugal",183,0.0595592265017331
"Qatar",190,0.176707825623453
"Romania",72,0.295969756320119
"Russia",73,0.511257440550253
"Samoa",152,0.644467909121886
"Saudi Arabia",50,0.341370498295873
"Senegal",66,0.471822736551985
"Seychelles",31,0.777559258975089
"Sierra Leone",96,0.849750232184306
"Singapore",208,0.448763388907537
"Slovenia",188,0.0715988269075751
"Solomon Islands",7,0.0593243560288101
"South Africa",102,0.434723629616201
"Spain",182,0.462671227985993
"Sri Lanka",40,0.362404049141333
"St. Kitts and Nevis",119,0.992309774737805
"St. Lucia",122,0.907253212528303
"St. Vincent and the Grenadines",127,0.443613233044744
"Sudan",49,0.252144992817193
"Suriname",168,0.978744002524763
"Sweden",222,0.108786965254694
"Syria",77,0.956777726532891
"Taiwan Province of China",14,0.0524122822098434
"Tanzania",202,0.164380770875141
"Thailand",25,0.266702462919056
"Timor-Leste",231,0.259748414391652
"Togo",98,0.385684613371268
"Tonga",155,0.656463787192479
"Trinidad and Tobago",126,0.600156740518287
"Tunisia",61,0.0869816285558045
"Turkey",76,0.609600856201723
"Tuvalu",19,0.355833722976968
"Ukraine",75,0.142378160730004
"United Arab Emirates",54,0.114488799823448
"United Kingdom",180,0.658052322454751
"United States",163,0.602295853896067
"Uruguay",173,0.566798427375033
"Vanuatu",6,0.59555370756425
"Venezuela",139,0.0429448941722512
"Vietnam",207,0.244230587268248
"Yemen",47,0.999371033860371
