"","rgn_id","Inverse"
"1",82,0.966428
"2",84,0.653600833336175
"3",151,0.590233
"4",200,1
"5",172,0.88253125
"6",16,0.076666666666667
"7",255,0.8685351
"8",52,0.357309722222222
"9",204,1
"10",59,0.399955435733333
"11",164,0.977199
"12",99,0.999916
"13",108,0.997916666666667
"14",232,0.96820453826692
"15",171,0.891312222222222
"16",117,0.939975
"17",247,0.6216
"18",71,0.7114
"19",24,1
"20",197,1
"21",218,0.195800511666667
"22",56,0.806
"23",224,0.311515706060606
"24",209,0.81820087762365
"25",132,0.954
"26",100,0.9982
"27",130,0.991
"28",187,0.867670821428571
"29",112,0.908115
"30",81,0.905595918367347
"31",199,1
"32",175,0.0655
"33",46,1
"34",123,0.9701
"35",115,0.940957723577236
"36",137,0.936
"37",214,0.505018610415385
"38",134,0.9938
"39",104,0.9875
"40",45,1
"41",70,0.247292561983472
"42",18,0.961
"43",174,0.1575
"44",179,0.162008666666666
"45",169,0.8275005
"46",198,1
"47",65,0.996
"48",74,1
"49",176,0.0481946000000001
"50",106,0.897516129034
"51",80,0.126666666666667
"52",136,0.94627
"53",194,0.992488888888889
"54",193,1
"55",167,1
"56",114,1
"57",133,0.84465
"58",143,0.480571428571429
"59",203,0.8951239671505
"60",216,0.999825
"61",191,0.972258246406
"62",192,0.917093382185375
"63",181,0.125344166666667
"64",79,0.115968266666666
"65",184,0.0856240448293419
"66",195,0.994
"67",166,0.9
"68",210,0.2874
"69",215,0.576953516949153
"70",43,0.994802060606061
"71",51,0.57
"72",69,0.50375
"73",78,0.8491643835828
"74",97,1
"75",67,0.819161676646707
"76",189,0.5418
"77",42,0.9946875
"78",206,0.9136
"79",39,0.953548234464286
"80",68,0.629854545454545
"81",11,1
"82",64,1
"83",37,0.945611111111111
"84",135,0.625525012988444
"85",185,0
"86",186,0.949
"87",62,0.6060675
"88",41,0.975
"89",205,1
"90",101,0.87
"91",177,0.0118181818181819
"92",162,0.221
"93",131,0.916
"94",196,0.9891828376
"95",21,1
"96",223,0.229466573287315
"97",48,0.866
"98",53,0.964822515875121
"99",8,0.6
"100",129,0.79850625
"101",17,1
"102",138,0.790245
"103",15,0.9946875
"104",178,0.392727272727273
"105",183,0.296694183673469
"106",116,0.43
"107",190,0.326848134118342
"108",32,0.8757175
"109",72,0.86945
"110",73,0.785
"111",50,0.714556407463
"112",66,0.979375
"113",96,1
"114",208,0.00349999999999995
"115",188,0.460081037878788
"116",7,1
"117",102,0.7214125
"118",20,0.1632
"119",182,0.0717279999999999
"120",40,1
"121",49,1
"122",168,0.9999
"123",222,0.121428571428571
"124",77,0.178291457248
"125",14,0.9540915
"126",202,0.99575
"127",25,0.84
"128",231,0.997
"129",98,1
"130",126,0.947493551020408
"131",61,0.722268978331521
"132",76,0.510684727272727
"133",75,0.853
"134",54,0.3293605
"135",180,0.02072905
"136",163,0.36335
"137",173,0.93325
"138",139,0.850617090909091
"139",207,0.998625
"140",47,0.9951205
"141",140,0.62802625
