"sciname","class","order","family","genus","species","authority","sid","modified.year","category","criteria","habitat"
"Pseudanthias cichlops","ACTINOPTERYGII","PERCIFORMES","SERRANIDAE","Pseudanthias","cichlops","(Bleeker, 1853)",154945,2010,"LC","","Marine"
"Pseudanthias ignitus","ACTINOPTERYGII","PERCIFORMES","SERRANIDAE","Pseudanthias","ignitus","(Randall &amp; Lubbock, 1981)",155295,2010,"LC","","Marine"
"Pseudanthias pictilis","ACTINOPTERYGII","PERCIFORMES","SERRANIDAE","Pseudanthias","pictilis","(Randall &amp; Allen, 1978)",154940,2010,"LC","","Marine"
"Pseudanthias pleurotaenia","ACTINOPTERYGII","PERCIFORMES","SERRANIDAE","Pseudanthias","pleurotaenia","(Bleeker, 1857)",158627,2010,"LC","","Marine"
"Pseudanthias regalis","ACTINOPTERYGII","PERCIFORMES","SERRANIDAE","Pseudanthias","regalis","Randall &amp; Lubbock, 1981",39302,1996,"VU","D2","Marine"
"Pseudanthias sheni","ACTINOPTERYGII","PERCIFORMES","SERRANIDAE","Pseudanthias","sheni","(Bleeker, 1857)",158627,2010,"LC","","Marine"
"Pseudanthias ventralis","ACTINOPTERYGII","PERCIFORMES","SERRANIDAE","Pseudanthias","ventralis","(Randall, 1979)",154889,2010,"LC","","Marine"
"Pseudaphya ferreri","ACTINOPTERYGII","PERCIFORMES","GOBIIDAE","Pseudaphya","ferreri","(de Buen &amp; Fage, 1908)",194887,2014,"LC","","Marine"
"Pseudaphya pelagica","ACTINOPTERYGII","PERCIFORMES","GOBIIDAE","Pseudaphya","pelagica","(de Buen &amp; Fage, 1908)",194887,2014,"LC","","Marine"
"Pseudemblemaria signifer","ACTINOPTERYGII","PERCIFORMES","CHAENOPSIDAE","Pseudemblemaria","signifer","(Ginsburg, 1942)",154775,2010,"LC","","Marine"
"Pseudibacus veranyi","MALACOSTRACA","DECAPODA","SCYLLARIDAE","Pseudibacus","veranyi","(Latreille, 1802)",169983,2013,"DD","","Marine"
"Pseudobagarius similis","ACTINOPTERYGII","SILURIFORMES","AKYSIDAE","Pseudobagarius","similis","(Ng &amp; Kottelat, 1998)",187905,2012,"LC","","Marine"
"Pseudobalistes naufragium","ACTINOPTERYGII","TETRAODONTIFORMES","BALISTIDAE","Pseudobalistes","naufragium","(Jordan &amp; Starks, 1895)",183298,2010,"LC","","Marine"
"Pseudobalistes polylepis","ACTINOPTERYGII","TETRAODONTIFORMES","BALISTIDAE","Pseudobalistes","polylepis","Steindachner 1876",183532,2010,"LC","","Marine"
"Pseudobathylagus milleri","ACTINOPTERYGII","OSMERIFORMES","BATHYLAGIDAE","Pseudobathylagus","milleri","(Jordan &amp; Gilbert, 1898)",155009,2010,"LC","","Marine"
"Pseudobulweria aterrima","AVES","PROCELLARIIFORMES","PROCELLARIIDAE","Pseudobulweria","aterrima","(Bonaparte, 1857)",22697896,2013,"CR","C2a(ii)","Marine"
"Pseudobulweria becki","AVES","PROCELLARIIFORMES","PROCELLARIIDAE","Pseudobulweria","becki","(Murphy, 1928)",22697913,2013,"CR","C2a(ii)","Marine"
"Pseudobulweria macgillivrayi","AVES","PROCELLARIIFORMES","PROCELLARIIDAE","Pseudobulweria","macgillivrayi","(Gray, 1860)",22697935,2013,"CR","C2a(i,ii);D","Marine"
"Pseudobulweria rostrata","AVES","PROCELLARIIFORMES","PROCELLARIIDAE","Pseudobulweria","rostrata","(Peale, 1848)",22697925,2012,"NT","","Marine"
"Pseudobythites sanguineus","ACTINOPTERYGII","OPHIDIIFORMES","OPHIDIIDAE","Pseudobythites","sanguineus","(Meek &amp; Hildebrand, 1928)",154749,2010,"LC","","Marine"
"Pseudocarcharias kamoharai","CHONDRICHTHYES","LAMNIFORMES","PSEUDOCARCHARIIDAE","Pseudocarcharias","kamoharai","(Matsubara, 1936)",39337,2005,"NT","","Marine"
"Pseudocarus oktodon","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudocarus","oktodon","Forsskål, 1775",190736,2012,"LC","","Marine"
"Pseudocarus spilonotus","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudocarus","spilonotus","Valenciennes, 1840",190694,2012,"LC","","Marine"
"Pseudocentrophorus isodon","CHONDRICHTHYES","SQUALIFORMES","CENTROPHORIDAE","Pseudocentrophorus","isodon","(Chu, Meng &amp; Liu, 1981)",44563,2004,"DD","","Marine"
"Pseudochaetodon nigrirostris","ACTINOPTERYGII","PERCIFORMES","CHAETODONTIDAE","Pseudochaetodon","nigrirostris","(Gill, 1862)",165633,2010,"LC","","Marine"
"Pseudocheilinops ataenia","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudocheilinops","ataenia","Schultz, 1960",187594,2010,"LC","","Marine"
"Pseudocheilinus citrinus","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudocheilinus","citrinus","Randall, 1999",187741,2010,"LC","","Marine"
"Pseudocheilinus dispilus","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudocheilinus","dispilus","Randall, 1999",187666,2010,"DD","","Marine"
"Pseudocheilinus evanidus","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudocheilinus","evanidus","Jordan &amp; Evermann, 1903",187658,2010,"LC","","Marine"
"Pseudocheilinus hexataenia","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudocheilinus","hexataenia","(Bleeker, 1857)",187477,2010,"LC","","Marine"
"Pseudocheilinus margaretae","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudocheilinus","margaretae","Jenkins, 1901",187621,2010,"LC","","Marine"
"Pseudocheilinus ocellatus","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudocheilinus","ocellatus","Randall, 1999",155314,2010,"LC","","Marine"
"Pseudocheilinus octotaenia","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudocheilinus","octotaenia","Jenkins, 1901",187621,2010,"LC","","Marine"
"Pseudocheilinus psittaculus","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudocheilinus","psittaculus","(Bleeker, 1857)",187477,2010,"LC","","Marine"
"Pseudocheilinus tetrataenia","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudocheilinus","tetrataenia","Schultz, 1960",187740,2010,"LC","","Marine"
"Pseudochromis dixurus","ACTINOPTERYGII","PERCIFORMES","PSEUDOCHROMIDAE","Pseudochromis","dixurus","Lubbock, 1975",155271,2010,"LC","","Marine"
"Pseudochromis omanensis","ACTINOPTERYGII","PERCIFORMES","PSEUDOCHROMIDAE","Pseudochromis","omanensis","Gill &amp; Mee, 1993",155127,2010,"DD","","Marine"
"Pseudochromis pesi","ACTINOPTERYGII","PERCIFORMES","PSEUDOCHROMIDAE","Pseudochromis","pesi","Lubbock, 1975",18510,1996,"VU","D2","Marine"
"Pseudochromis sankeyi","ACTINOPTERYGII","PERCIFORMES","PSEUDOCHROMIDAE","Pseudochromis","sankeyi","Lubbock, 1975",154931,2010,"LC","","Marine"
"Pseudocoris aequalis","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudocoris","aequalis","Randall &amp; Walsh, 2008",187789,2010,"DD","","Marine"
"Pseudocoris aurantifasciata","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudocoris","aurantifasciata","Fourmanoir, 1971",187642,2010,"LC","","Marine"
"Pseudocoris aurantiofasciata","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudocoris","aurantiofasciata","Fourmanoir, 1971",187642,2010,"LC","","Marine"
"Pseudocoris aurantiofasciatus","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudocoris","aurantiofasciatus","Fourmanoir, 1971",187642,2010,"LC","","Marine"
"Pseudocoris bleekeri","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudocoris","bleekeri","(Hubrecht, 1876)",187472,2010,"LC","","Marine"
"Pseudocoris heteroptera","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudocoris","heteroptera","(Bleeker, 1857)",187688,2010,"LC","","Marine"
"Pseudocoris heteropterus","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudocoris","heteropterus","(Bleeker, 1857)",187688,2010,"LC","","Marine"
"Pseudocoris ocellata","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudocoris","ocellata","Chen &amp; Shao, 1995",187611,2010,"DD","","Marine"
"Pseudocoris ocellatus","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudocoris","ocellatus","Chen &amp; Shao, 1995",187611,2010,"DD","","Marine"
"Pseudocoris philippina","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudocoris","philippina","(Hubrecht, 1876)",187472,2010,"LC","","Marine"
"Pseudocoris yamashiroi","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudocoris","yamashiroi","(Schmidt, 1931)",187547,2010,"LC","","Marine"
"Pseudocyathoceras avis","ANTHOZOA","SCLERACTINIA","TURBINOLIIDAE","Pseudocyathoceras","avis","(Durham &amp; Barnard, 1952)",63582,2007,"DD","","Marine"
"Pseudocyttus maculatus","ACTINOPTERYGII","ZEIFORMES","OREOSOMATIDAE","Pseudocyttus","maculatus","Gilchrist, 1906",155085,2010,"DD","","Marine"
"Pseudodax mollucanus","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudodax","mollucanus","(Valenciennes, 1840)",187713,2010,"LC","","Marine"
"Pseudodax molluccanus","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudodax","molluccanus","(Valenciennes, 1840)",187713,2010,"LC","","Marine"
"Pseudodax molucanus","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudodax","molucanus","(Valenciennes, 1840)",187713,2010,"LC","","Marine"
"Pseudodax moluccans","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudodax","moluccans","(Valenciennes, 1840)",187713,2010,"LC","","Marine"
"Pseudodax moluccanus","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudodax","moluccanus","(Valenciennes, 1840)",187713,2010,"LC","","Marine"
"Pseudoginglymostoma brevicaudatum","CHONDRICHTHYES","ORECTOLOBIFORMES","GINGLYMOSTOMATIDAE","Pseudoginglymostoma","brevicaudatum","(Günther, 1867)",44617,2004,"VU","A3cd+4cd","Marine"
"Pseudogobiopsis oligactis","ACTINOPTERYGII","PERCIFORMES","GOBIIDAE","Pseudogobiopsis","oligactis","(Bleeker, 1875)",180644,2012,"LC","","Marine"
"Pseudogobius poicilosoma","ACTINOPTERYGII","PERCIFORMES","GOBIIDAE","Pseudogobius","poicilosoma","(Bleeker, 1849)",196350,2012,"LC","","Marine"
"Pseudogramma axelrodi","ACTINOPTERYGII","PERCIFORMES","SERRANIDAE","Pseudogramma","axelrodi","Allen &amp; Robertson, 1995",183326,2010,"NT","","Marine"
"Pseudogramma thaumasium","ACTINOPTERYGII","PERCIFORMES","SERRANIDAE","Pseudogramma","thaumasium","(Gilbert, 1900)",184043,2010,"LC","","Marine"
"Pseudojulis adustus","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudojulis","adustus","(Gilbert, 1890)",183771,2010,"VU","D2","Marine"
"Pseudojulis argyreogaster","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudojulis","argyreogaster","(Günther, 1867)",187503,2010,"LC","","Marine"
"Pseudojulis cerasina","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudojulis","cerasina","(Snyder, 1904)",187626,2010,"DD","","Marine"
"Pseudojulis maculifer","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudojulis","maculifer","(Valenciennes, 1839)",187548,2010,"LC","","Marine"
"Pseudojulis melanotis","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudojulis","melanotis","(Gilbert, 1890)",183731,2010,"LC","","Marine"
"Pseudojulis murrayensis","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudojulis","murrayensis","(Valenciennes, 1839)",187634,2010,"LC","","Marine"
"Pseudojulis notospilus","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudojulis","notospilus","(Günther, 1864)",155076,2010,"LC","","Marine"
"Pseudojulis trifasciatus","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudojulis","trifasciatus","(Bleeker, 1856)",187490,2010,"LC","","Marine"
"Pseudojuloides argyreogaster","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudojuloides","argyreogaster","(Günther, 1867)",187503,2010,"LC","","Marine"
"Pseudojuloides atavai","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudojuloides","atavai","Randall &amp; Randall, 1981",187586,2010,"DD","","Marine"
"Pseudojuloides ceracinus","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudojuloides","ceracinus","(Snyder, 1904)",187626,2010,"DD","","Marine"
"Pseudojuloides cerasina","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudojuloides","cerasina","(Snyder, 1904)",187626,2010,"DD","","Marine"
"Pseudojuloides elongatus","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudojuloides","elongatus","Ayling &amp; Russell, 1977",187480,2010,"DD","","Marine"
"Pseudojuloides erythrops","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudojuloides","erythrops","Randall &amp; Randall, 1981",187607,2010,"LC","","Marine"
"Pseudojuloides kaleidos","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudojuloides","kaleidos","Kuiter &amp; Randall, 1995",155252,2010,"LC","","Marine"
"Pseudojuloides mesostigma","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudojuloides","mesostigma","Randall &amp; Randall, 1981",187462,2010,"LC","","Marine"
"Pseudojuloides pyrius","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudojuloides","pyrius","Randall &amp; Randall, 1981",187774,2010,"LC","","Marine"
"Pseudojuloides severnsi","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudojuloides","severnsi","Bellwood &amp; Randall, 2000",187645,2010,"LC","","Marine"
"Pseudojuloides trifasciatus","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudojuloides","trifasciatus","(Bleeker, 1856)",187490,2010,"LC","","Marine"
"Pseudojuloides xanthomos","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudojuloides","xanthomos","Randall &amp; Randall, 1981",187776,2010,"DD","","Marine"
"Pseudolabrus aurantiacus","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudolabrus","aurantiacus","(Castelnau, 1872)",187457,2010,"LC","","Marine"
"Pseudolabrus biserialis","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudolabrus","biserialis","(Klunzinger, 1880)",187542,2010,"LC","","Marine"
"Pseudolabrus bleekeri","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudolabrus","bleekeri","(Richardson, 1840)",187426,2010,"LC","","Marine"
"Pseudolabrus bostockii","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudolabrus","bostockii","(Richardson, 1850)",187535,2010,"LC","","Marine"
"Pseudolabrus celidotus","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudolabrus","celidotus","(Bloch &amp; Schneider, 1801)",187662,2010,"LC","","Marine"
"Pseudolabrus cerasina","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudolabrus","cerasina","(Snyder, 1904)",187626,2010,"DD","","Marine"
"Pseudolabrus cinctus","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudolabrus","cinctus","(Hutton, 1877)",187566,2010,"LC","","Marine"
"Pseudolabrus convexus","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudolabrus","convexus","(Richardson, 1850)",187535,2010,"LC","","Marine"
"Pseudolabrus cossyphoides","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudolabrus","cossyphoides","(Schneider &amp; Forster, 1801)",187481,2010,"LC","","Marine"
"Pseudolabrus cyanogenys","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudolabrus","cyanogenys","(Richardson, 1840)",187426,2010,"LC","","Marine"
"Pseudolabrus cyprinaceous","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudolabrus","cyprinaceous","(Günther, 1862)",187633,2010,"LC","","Marine"
"Pseudolabrus dorsalis","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudolabrus","dorsalis","Bleeker, 1862",187533,2010,"LC","","Marine"
"Pseudolabrus edelensis","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudolabrus","edelensis","(Richardson, 1850)",187535,2010,"LC","","Marine"
"Pseudolabrus elegans","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudolabrus","elegans","(Castelnau, 1872)",187457,2010,"LC","","Marine"
"Pseudolabrus eoethinus","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudolabrus","eoethinus","(Richardson, 1846)",187442,2010,"LC","","Marine"
"Pseudolabrus eothinus","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudolabrus","eothinus","(Richardson, 1846)",187442,2010,"LC","","Marine"
"Pseudolabrus fucicola","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudolabrus","fucicola","(Richardson, 1840)",187800,2010,"LC","","Marine"
"Pseudolabrus fuentesi","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudolabrus","fuentesi","(Regan, 1913)",187591,2010,"LC","","Marine"
"Pseudolabrus gayi","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudolabrus","gayi","(Valenciennes, 1839)",187671,2010,"LC","","Marine"
"Pseudolabrus gracilis","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudolabrus","gracilis","(Steindachner &amp; Döderlein, 1887)",187562,2010,"LC","","Marine"
"Pseudolabrus guentheri","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudolabrus","guentheri","Bleeker, 1862",187533,2010,"LC","","Marine"
"Pseudolabrus gymnogenis","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudolabrus","gymnogenis","(Günther, 1862)",187633,2010,"LC","","Marine"
"Pseudolabrus hexataenia","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudolabrus","hexataenia","(Bleeker, 1857)",187477,2010,"LC","","Marine"
"Pseudolabrus inscriptus","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudolabrus","inscriptus","(Richardson, 1848)",187665,2010,"LC","","Marine"
"Pseudolabrus laticlavius","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudolabrus","laticlavius","(Richardson, 1840)",187519,2010,"LC","","Marine"
"Pseudolabrus luculentus","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudolabrus","luculentus","(Richardson, 1848)",154701,2010,"LC","","Marine"
"Pseudolabrus macleayi","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudolabrus","macleayi","(Castelnau, 1872)",187457,2010,"LC","","Marine"
"Pseudolabrus melanurus","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudolabrus","melanurus","Bleeker, 1862",187533,2010,"LC","","Marine"
"Pseudolabrus miles","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudolabrus","miles","(Schneider &amp; Forster, 1801)",187481,2010,"LC","","Marine"
"Pseudolabrus mortonii","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudolabrus","mortonii","(Johnston, 1885)",187641,2010,"LC","","Marine"
"Pseudolabrus nigromarginatus","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudolabrus","nigromarginatus","(Günther, 1862)",187633,2010,"LC","","Marine"
"Pseudolabrus notatus","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudolabrus","notatus","(Kamohara, 1958)",187485,2010,"LC","","Marine"
"Pseudolabrus parila","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudolabrus","parila","(Richardson, 1850)",187535,2010,"LC","","Marine"
"Pseudolabrus parilus","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudolabrus","parilus","(Richardson, 1850)",187535,2010,"LC","","Marine"
"Pseudolabrus pittensis","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudolabrus","pittensis","(Richardson, 1840)",187800,2010,"LC","","Marine"
"Pseudolabrus psittaculus","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudolabrus","psittaculus","(Johnston, 1885)",187641,2010,"LC","","Marine"
"Pseudolabrus punctulatus","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudolabrus","punctulatus","(Richardson, 1850)",187535,2010,"LC","","Marine"
"Pseudolabrus richardsonii","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudolabrus","richardsonii","Bleeker, 1862",187533,2010,"LC","","Marine"
"Pseudolabrus richardsonii","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudolabrus","richardsonii","(Richardson, 1840)",187426,2010,"LC","","Marine"
"Pseudolabrus roseipunctatus","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudolabrus","roseipunctatus","(Schneider &amp; Forster, 1801)",187481,2010,"LC","","Marine"
"Pseudolabrus ruber","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudolabrus","ruber","(Richardson, 1850)",187535,2010,"LC","","Marine"
"Pseudolabrus semifasciatus","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudolabrus","semifasciatus","(Rendahl, 1921)",187468,2010,"LC","","Marine"
"Pseudolabrus sieboldi","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudolabrus","sieboldi","Mabuchi &amp; Nakabo, 1997",187385,2010,"LC","","Marine"
"Pseudolabrus tetrica fuscipinnis","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudolabrus","tetrica fuscipinnis","(Richardson, 1840)",187426,2010,"LC","","Marine"
"Pseudolabrus tetrica tigripinnis","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudolabrus","tetrica tigripinnis","(Richardson, 1840)",187426,2010,"LC","","Marine"
"Pseudolabrus tetricus","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudolabrus","tetricus","(Richardson, 1840)",187426,2010,"LC","","Marine"
"Pseudolabrus torotai","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudolabrus","torotai","Russell &amp; Randall, 1981",187508,2010,"LC","","Marine"
"Pseudolabrus unicolor","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudolabrus","unicolor","(Richardson, 1850)",187535,2010,"LC","","Marine"
"Pseudolabrus vestitus","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudolabrus","vestitus","(Richardson, 1840)",187426,2010,"LC","","Marine"
"Pseudolaingia hancockii","FLORIDEOPHYCEAE","CERAMIALES","DELESSERIACEAE","Pseudolaingia","hancockii","(W.R.Taylor) M.J.Wynne",63615,2007,"VU","D2","Marine"
"Pseudolaticauda schistorhynchus","REPTILIA","SQUAMATA","ELAPIDAE","Pseudolaticauda","schistorhynchus","(Günther, 1874)",176740,2010,"VU","B1ab(iii); D2","Marine"
"Pseudolaticauda semifasciata","REPTILIA","SQUAMATA","ELAPIDAE","Pseudolaticauda","semifasciata","(Reinwardt in Schlegel, 1837)",176721,2010,"NT","","Marine"
"Pseudolepidaplois pfaffi","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudolepidaplois","pfaffi","(Valenciennes, 1839)",187495,2010,"VU","B2ab(iv,v)","Marine"
"Pseudolepidaplois scrofa","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Pseudolepidaplois","scrofa","(Valenciennes, 1839)",187495,2010,"VU","B2ab(iv,v)","Marine"
"Pseudomyrophis micropinna","ACTINOPTERYGII","ANGUILLIFORMES","OPHICHTHIDAE","Pseudomyrophis","micropinna","Wade, 1946",183807,2010,"LC","","Marine"
"Pseudopercis numida","ACTINOPTERYGII","PERCIFORMES","PINGUIPEDIDAE","Pseudopercis","numida","Miranda Ribeiro, 1903",155087,2010,"LC","","Marine"
"Pseudopomacentrus gascoynei","ACTINOPTERYGII","PERCIFORMES","POMACENTRIDAE","Pseudopomacentrus","gascoynei","(Whitley, 1964)",154732,2010,"LC","","Marine"
"Pseudopriacanthus lucasanus","ACTINOPTERYGII","PERCIFORMES","PRIACANTHIDAE","Pseudopriacanthus","lucasanus","(Gilbert, 1891)",178102,2010,"LC","","Marine"
"Pseudopriacanthus serrula","ACTINOPTERYGII","PERCIFORMES","PRIACANTHIDAE","Pseudopriacanthus","serrula","(Gilbert, 1891)",178102,2010,"LC","","Marine"
"Pseudoraja fischeri","CHONDRICHTHYES","RAJIFORMES","ARHYNCHOBATIDAE","Pseudoraja","fischeri","Bigelow &amp; Schroeder, 1954",161440,2009,"DD","","Marine"
"Pseudorca crassidens","MAMMALIA","CETARTIODACTYLA","DELPHINIDAE","Pseudorca","crassidens","(Owen, 1846)",18596,2008,"DD","","Marine"
"Pseudorhombus adspersus","ACTINOPTERYGII","PLEURONECTIFORMES","PARALICHTHYIDAE","Pseudorhombus","adspersus","(Steindachner 1867)",183528,2010,"LC","","Marine"
"Pseudorhombus binii","ACTINOPTERYGII","PLEURONECTIFORMES","PARALICHTHYIDAE","Pseudorhombus","binii","Tortonese 1955",183860,2010,"DD","","Marine"
