id,goal,component,type,category,value,count
49,artisanal-fishing,all,ecological,integrity,0.829065,1
49,artisanal-fishing,all,social,none,0.434624861433,1
50,artisanal-fishing,all,ecological,integrity,0.903738,1
50,artisanal-fishing,all,social,none,0.325487029533,1
50,artisanal-fishing,all,ecological,regulations,0.253581800144306,2
51,artisanal-fishing,all,ecological,integrity,0.879428,1
51,artisanal-fishing,all,ecological,regulations,0.428605723560806,2
51,artisanal-fishing,all,social,none,0.7379977621,1
52,artisanal-fishing,all,ecological,regulations,0.681926832804395,2
52,artisanal-fishing,all,ecological,integrity,0.921738,1
52,artisanal-fishing,all,social,none,0.632954492333,1
53,artisanal-fishing,all,ecological,regulations,0.828484397546891,2
53,artisanal-fishing,all,ecological,integrity,0.942624,1
53,artisanal-fishing,all,social,none,0.7149119914,1
54,artisanal-fishing,all,ecological,regulations,0.318288392862596,2
54,artisanal-fishing,all,social,none,0.5538542523,1
54,artisanal-fishing,all,ecological,integrity,0.906317,1
55,artisanal-fishing,all,social,none,0.5441772435,1
55,artisanal-fishing,all,ecological,integrity,0.901715,1
55,artisanal-fishing,all,ecological,regulations,0.82980243907328,2
56,artisanal-fishing,all,ecological,integrity,0.93143,1
56,artisanal-fishing,all,social,none,0.356298626533,1
56,artisanal-fishing,all,ecological,regulations,0.615911377498884,2
57,artisanal-fishing,all,ecological,regulations,0.322517786996944,2
57,artisanal-fishing,all,social,none,0.475177726733,1
57,artisanal-fishing,all,ecological,integrity,0.905923,1
58,artisanal-fishing,all,ecological,regulations,0.544638044894779,2
58,artisanal-fishing,all,social,none,0.390644000367,1
58,artisanal-fishing,all,ecological,integrity,0.897611,1
59,artisanal-fishing,all,ecological,integrity,0.90351,1
59,artisanal-fishing,all,social,none,0.495909829167,1
59,artisanal-fishing,all,ecological,regulations,0.494285029528078,2
60,artisanal-fishing,all,ecological,regulations,0.46212470271499,2
60,artisanal-fishing,all,social,none,0.319344114,1
60,artisanal-fishing,all,ecological,integrity,0.945558,1
61,artisanal-fishing,all,ecological,regulations,0.504096671075833,2
61,artisanal-fishing,all,ecological,integrity,0.931183,1
61,artisanal-fishing,all,social,none,0.366128767067,1
62,artisanal-fishing,all,ecological,regulations,0.436549399259597,2
62,artisanal-fishing,all,social,none,0.5978959523,1
62,artisanal-fishing,all,ecological,integrity,0.918555,1
63,artisanal-fishing,all,ecological,regulations,0.504946262758958,2
63,artisanal-fishing,all,ecological,integrity,0.89108,1
63,artisanal-fishing,all,social,none,0.599379958067,1
64,artisanal-fishing,all,social,none,0.706746311467,1
64,artisanal-fishing,all,ecological,integrity,0.941203,1
64,artisanal-fishing,all,ecological,regulations,0.49482232829233,2
65,artisanal-fishing,all,ecological,regulations,0.419432763287954,2
65,artisanal-fishing,all,ecological,integrity,0.878735,1
65,artisanal-fishing,all,social,none,0.475071900333,1
66,artisanal-fishing,all,social,none,0.333564475867,1
66,artisanal-fishing,all,ecological,regulations,0.402339680468637,2
66,artisanal-fishing,all,ecological,integrity,0.84779,1
67,artisanal-fishing,all,social,none,0.78472786186,1
67,artisanal-fishing,all,ecological,integrity,0.819234,1
67,artisanal-fishing,all,ecological,regulations,0.48268762459265,2
68,artisanal-fishing,all,ecological,regulations,0.498255134692981,2
68,artisanal-fishing,all,social,none,0.78472786186,1
68,artisanal-fishing,all,ecological,integrity,0.830833,1
69,artisanal-fishing,all,social,none,0.348130338067,1
69,artisanal-fishing,all,ecological,regulations,0.460701742958707,2
69,artisanal-fishing,all,ecological,integrity,0.826404,1
70,artisanal-fishing,all,ecological,regulations,0.361209229591273,2
70,artisanal-fishing,all,ecological,integrity,0.82187,1
70,artisanal-fishing,all,social,none,0.321774677133,1
71,artisanal-fishing,all,ecological,regulations,0.328771578216026,2
71,artisanal-fishing,all,social,none,0.319421610633,1
71,artisanal-fishing,all,ecological,integrity,0.818824,1
72,artisanal-fishing,all,social,none,0.452469771633,1
72,artisanal-fishing,all,ecological,integrity,0.824515,1
72,artisanal-fishing,all,ecological,regulations,0.381268989498136,2
73,artisanal-fishing,all,ecological,regulations,0.81176146384478,2
73,artisanal-fishing,all,ecological,integrity,0.825711,1
73,artisanal-fishing,all,social,none,0.287814192767,1
74,artisanal-fishing,all,ecological,regulations,0.450369234463389,2
74,artisanal-fishing,all,social,none,0.562655772533,1
74,artisanal-fishing,all,ecological,integrity,0.820569,1
75,artisanal-fishing,all,ecological,regulations,0.767330579291715,2
75,artisanal-fishing,all,social,none,0.555549617467,1
75,artisanal-fishing,all,ecological,integrity,0.855567,1
76,artisanal-fishing,all,social,none,0.427365112567,1
76,artisanal-fishing,all,ecological,integrity,0.847893,1
76,artisanal-fishing,all,ecological,regulations,0.272345662310928,2
77,artisanal-fishing,all,social,none,0.244572235767,1
77,artisanal-fishing,all,ecological,integrity,0.824031,1
77,artisanal-fishing,all,ecological,regulations,0.46046827767693,2
78,artisanal-fishing,all,social,none,0.526651669833,1
78,artisanal-fishing,all,ecological,integrity,0.822102,1
78,artisanal-fishing,all,ecological,regulations,0.42392253901849,2
79,artisanal-fishing,all,ecological,integrity,0.875652,1
79,artisanal-fishing,all,social,none,0.570286176466,1
79,artisanal-fishing,all,ecological,regulations,0.389791035270083,2
80,artisanal-fishing,all,ecological,integrity,0.88086,1
80,artisanal-fishing,all,social,none,0.6950950701,1
80,artisanal-fishing,all,ecological,regulations,0.428113822446735,2
81,artisanal-fishing,all,ecological,regulations,0.639148864683664,2
81,artisanal-fishing,all,social,none,0.362331282967,1
81,artisanal-fishing,all,ecological,integrity,0.878599,1
82,artisanal-fishing,all,ecological,regulations,0.307161350849263,2
82,artisanal-fishing,all,social,none,0.293649289933,1
82,artisanal-fishing,all,ecological,integrity,0.885071,1
83,artisanal-fishing,all,ecological,integrity,0.886417,1
83,artisanal-fishing,all,ecological,regulations,0.365244792501715,2
83,artisanal-fishing,all,social,none,0.4417294742,1
84,artisanal-fishing,all,ecological,integrity,0.886474,1
84,artisanal-fishing,all,ecological,regulations,0.233705718108903,2
84,artisanal-fishing,all,social,none,0.635852040952,1
85,artisanal-fishing,all,ecological,regulations,0.485915500415864,2
85,artisanal-fishing,all,social,none,0.719829662908,1
85,artisanal-fishing,all,ecological,integrity,0.886583,1
86,artisanal-fishing,all,ecological,integrity,0.887842,1
86,artisanal-fishing,all,ecological,regulations,0.310521735209222,2
86,artisanal-fishing,all,social,none,0.682539496233,1
87,artisanal-fishing,all,ecological,regulations,0.546975299770301,2
87,artisanal-fishing,all,ecological,integrity,0.886824,1
87,artisanal-fishing,all,social,none,0.657356191967,1
88,artisanal-fishing,all,ecological,regulations,0.484318909860614,2
88,artisanal-fishing,all,social,none,0.686312804867,1
88,artisanal-fishing,all,ecological,integrity,0.881884,1
89,artisanal-fishing,all,ecological,integrity,0.885738,1
89,artisanal-fishing,all,social,none,0.646966141667,1
89,artisanal-fishing,all,ecological,regulations,0.42326063211478,2
90,artisanal-fishing,all,ecological,integrity,0.881762,1
90,artisanal-fishing,all,social,none,0.717413464433,1
90,artisanal-fishing,all,ecological,regulations,0.481002869301472,2
91,artisanal-fishing,all,ecological,integrity,0.875912,1
91,artisanal-fishing,all,social,none,0.578931349067,1
91,artisanal-fishing,all,ecological,regulations,0.439147426647434,2
92,artisanal-fishing,all,ecological,regulations,0.414865607103347,2
92,artisanal-fishing,all,social,none,0.540738687333,1
92,artisanal-fishing,all,ecological,integrity,0.888487,1
93,artisanal-fishing,all,ecological,integrity,0.875914,1
93,artisanal-fishing,all,social,none,0.679242448433,1
93,artisanal-fishing,all,ecological,regulations,0.454220228074384,2
94,artisanal-fishing,all,social,none,0.656007354933,1
94,artisanal-fishing,all,ecological,regulations,0.457740101344804,2
94,artisanal-fishing,all,ecological,integrity,0.880382,1
95,artisanal-fishing,all,ecological,integrity,0.887223,1
95,artisanal-fishing,all,ecological,regulations,0.636537530018251,2
95,artisanal-fishing,all,social,none,0.534923413633,1
96,artisanal-fishing,all,ecological,regulations,0.577207143547924,2
96,artisanal-fishing,all,social,none,0.6281465304,1
96,artisanal-fishing,all,ecological,integrity,0.890593,1
97,artisanal-fishing,all,ecological,regulations,0.674977812122074,2
97,artisanal-fishing,all,social,none,0.365748307433,1
97,artisanal-fishing,all,ecological,integrity,0.883676,1
98,artisanal-fishing,all,ecological,integrity,0.884006,1
98,artisanal-fishing,all,social,none,0.4222288331,1
98,artisanal-fishing,all,ecological,regulations,0.548941152227827,2
99,artisanal-fishing,all,social,none,0.385049224733,1
99,artisanal-fishing,all,ecological,integrity,0.882815,1
99,artisanal-fishing,all,ecological,regulations,0.541551888310355,2
100,artisanal-fishing,all,ecological,integrity,0.894963,1
100,artisanal-fishing,all,ecological,regulations,0.522293893203175,2
100,artisanal-fishing,all,social,none,0.4831941203,1
101,artisanal-fishing,all,social,none,0.470921956,1
101,artisanal-fishing,all,ecological,integrity,0.881492,1
101,artisanal-fishing,all,ecological,regulations,0.870951008180275,2
102,artisanal-fishing,all,ecological,integrity,0.879034,1
102,artisanal-fishing,all,ecological,regulations,0.749384705481959,2
102,artisanal-fishing,all,social,none,0.382006267133,1
103,artisanal-fishing,all,ecological,regulations,0.873400928001594,2
103,artisanal-fishing,all,social,none,0.3192274527,1
103,artisanal-fishing,all,ecological,integrity,0.885227,1
104,artisanal-fishing,all,ecological,integrity,0.867902,1
104,artisanal-fishing,all,social,none,0.4384717005,1
104,artisanal-fishing,all,ecological,regulations,0.468236818729862,2
105,artisanal-fishing,all,ecological,integrity,0.874786,1
105,artisanal-fishing,all,social,none,0.246011984933,1
105,artisanal-fishing,all,ecological,regulations,0.553339403101066,2
106,artisanal-fishing,all,ecological,integrity,0.885197,1
106,artisanal-fishing,all,ecological,regulations,0.443094812587489,2
106,artisanal-fishing,all,social,none,0.646465105533,1
107,artisanal-fishing,all,ecological,regulations,0.310076603354686,2
107,artisanal-fishing,all,social,none,0.800701610833,1
107,artisanal-fishing,all,ecological,integrity,0.826043,1
108,artisanal-fishing,all,ecological,integrity,0.931767,1
108,artisanal-fishing,all,social,none,0.557929791372,1
108,artisanal-fishing,all,ecological,regulations,0.501258460948596,2
109,artisanal-fishing,all,ecological,regulations,0.487797602520837,2
109,artisanal-fishing,all,social,none,0.557929791372,1
109,artisanal-fishing,all,ecological,integrity,0.93133,1
110,artisanal-fishing,all,social,none,0.570286176466,1
110,artisanal-fishing,all,ecological,integrity,0.923904,1
110,artisanal-fishing,all,ecological,regulations,0.609090653444727,2
111,artisanal-fishing,all,ecological,regulations,0.259569173800706,2
111,artisanal-fishing,all,social,none,0.637456684527,1
111,artisanal-fishing,all,ecological,integrity,0.92302,1
112,artisanal-fishing,all,ecological,integrity,0.927293,1
112,artisanal-fishing,all,social,none,0.5717954572,1
112,artisanal-fishing,all,ecological,regulations,0.533479337021,2
113,artisanal-fishing,all,ecological,regulations,0.316870338678465,2
113,artisanal-fishing,all,ecological,integrity,0.933908,1
113,artisanal-fishing,all,social,none,0.448356518833,1
114,artisanal-fishing,all,social,none,0.570286176466,1
114,artisanal-fishing,all,ecological,integrity,0.927531,1
114,artisanal-fishing,all,ecological,regulations,0.609935413290021,2
115,artisanal-fishing,all,social,none,0.846776750135,1
115,artisanal-fishing,all,ecological,integrity,0.876261,1
115,artisanal-fishing,all,ecological,regulations,0.588274571122923,2
116,artisanal-fishing,all,ecological,regulations,0.650977048489958,2
116,artisanal-fishing,all,social,none,0.732689881267,1
116,artisanal-fishing,all,ecological,integrity,0.867793,1
117,artisanal-fishing,all,social,none,0.483943516133,1
117,artisanal-fishing,all,ecological,integrity,0.877039,1
117,artisanal-fishing,all,ecological,regulations,0.822539850120605,2
118,artisanal-fishing,all,social,none,0.4901664376,1
118,artisanal-fishing,all,ecological,regulations,0.527036644691049,2
118,artisanal-fishing,all,ecological,integrity,0.888994,1
119,artisanal-fishing,all,social,none,0.4210690995,1
119,artisanal-fishing,all,ecological,integrity,0.84724,1
119,artisanal-fishing,all,ecological,regulations,0.396629773261725,2
120,artisanal-fishing,all,ecological,regulations,0.706600913232861,2
120,artisanal-fishing,all,social,none,0.482427988633,1
120,artisanal-fishing,all,ecological,integrity,0.841137,1
121,artisanal-fishing,all,ecological,integrity,0.854163,1
121,artisanal-fishing,all,social,none,0.697006732833,1
121,artisanal-fishing,all,ecological,regulations,0.625280244812047,2
122,artisanal-fishing,all,ecological,integrity,0.866755,1
122,artisanal-fishing,all,social,none,0.5267458302,1
122,artisanal-fishing,all,ecological,regulations,0.834687060943667,2
123,artisanal-fishing,all,social,none,0.425494550333,1
123,artisanal-fishing,all,ecological,integrity,0.830628,1
123,artisanal-fishing,all,ecological,regulations,0.483798841445311,2
124,artisanal-fishing,all,social,none,0.666151020267,1
124,artisanal-fishing,all,ecological,regulations,0.439832962777649,2
124,artisanal-fishing,all,ecological,integrity,0.800139,1
125,artisanal-fishing,all,ecological,regulations,0.568315922466121,2
125,artisanal-fishing,all,ecological,integrity,0.963702,1
125,artisanal-fishing,all,social,none,0.863508022133,1
126,artisanal-fishing,all,social,none,0.766035630009,1
126,artisanal-fishing,all,ecological,integrity,0.909595,1
126,artisanal-fishing,all,ecological,regulations,0.82309609054758,2
127,artisanal-fishing,all,social,none,0.784447896767,1
127,artisanal-fishing,all,ecological,regulations,0.906143929373106,2
127,artisanal-fishing,all,ecological,integrity,0.863441,1
128,artisanal-fishing,all,ecological,regulations,0.840953049008591,2
128,artisanal-fishing,all,social,none,0.8250786229,1
128,artisanal-fishing,all,ecological,integrity,0.869733,1
129,artisanal-fishing,all,social,none,0.655871495733,1
129,artisanal-fishing,all,ecological,integrity,0.889787,1
129,artisanal-fishing,all,ecological,regulations,0.448546234916661,2
130,artisanal-fishing,all,social,none,0.7425987845,1
130,artisanal-fishing,all,ecological,integrity,0.852231,1
130,artisanal-fishing,all,ecological,regulations,0.579060462534017,2
131,artisanal-fishing,all,ecological,regulations,0.791592325131696,2
131,artisanal-fishing,all,ecological,integrity,0.846162,1
131,artisanal-fishing,all,social,none,0.762383126133,1
132,artisanal-fishing,all,ecological,integrity,0.84351,1
132,artisanal-fishing,all,social,none,0.790381404433,1
132,artisanal-fishing,all,ecological,regulations,0.487207726328848,2
133,artisanal-fishing,all,social,none,0.6752006673,1
133,artisanal-fishing,all,ecological,integrity,0.841728,1
133,artisanal-fishing,all,ecological,regulations,0.391598611012871,2
134,artisanal-fishing,all,ecological,integrity,0.829671,1
134,artisanal-fishing,all,social,none,0.7121151493,1
134,artisanal-fishing,all,ecological,regulations,0.490817146509835,2
135,artisanal-fishing,all,ecological,integrity,0.869766,1
135,artisanal-fishing,all,social,none,0.614332724167,1
135,artisanal-fishing,all,ecological,regulations,0.67385715349432,2
136,artisanal-fishing,all,social,none,0.761399710411,1
136,artisanal-fishing,all,ecological,regulations,0.300963623520268,2
136,artisanal-fishing,all,ecological,integrity,0.864091,1
137,artisanal-fishing,all,ecological,integrity,0.869188,1
137,artisanal-fishing,all,ecological,regulations,0.223115254759974,2
137,artisanal-fishing,all,social,none,0.635297819766,1
138,artisanal-fishing,all,ecological,regulations,0.428737784106746,2
138,artisanal-fishing,all,ecological,integrity,0.881539,1
138,artisanal-fishing,all,social,none,0.5867781746,1
139,artisanal-fishing,all,social,none,0.702634595733,1
139,artisanal-fishing,all,ecological,integrity,0.878337,1
139,artisanal-fishing,all,ecological,regulations,0.506435699298054,2
140,artisanal-fishing,all,ecological,integrity,0.939287,1
140,artisanal-fishing,all,social,none,0.640030362033,1
140,artisanal-fishing,all,ecological,regulations,0.490970900436096,2
141,artisanal-fishing,all,ecological,regulations,0.444757246534299,2
141,artisanal-fishing,all,social,none,0.6526736857,1
141,artisanal-fishing,all,ecological,integrity,0.936088,1
142,artisanal-fishing,all,social,none,0.259478085733,1
142,artisanal-fishing,all,ecological,integrity,0.918001,1
142,artisanal-fishing,all,ecological,regulations,0.508144975498273,2
143,artisanal-fishing,all,social,none,0.199753721333,1
143,artisanal-fishing,all,ecological,integrity,0.934601,1
143,artisanal-fishing,all,ecological,regulations,0.293839836860667,2
144,artisanal-fishing,all,social,none,0.299964357267,1
144,artisanal-fishing,all,ecological,regulations,0.9009852994228,2
144,artisanal-fishing,all,ecological,integrity,0.814007,1
145,artisanal-fishing,all,ecological,regulations,0.633510456959418,2
145,artisanal-fishing,all,ecological,integrity,0.811905,1
145,artisanal-fishing,all,social,none,0.2125297609,1
146,artisanal-fishing,all,ecological,integrity,0.823971,1
146,artisanal-fishing,all,ecological,regulations,0.486276109495012,2
146,artisanal-fishing,all,social,none,0.254363165367,1
147,artisanal-fishing,all,ecological,regulations,0.288289764341011,2
147,artisanal-fishing,all,social,none,0.2656065838,1
147,artisanal-fishing,all,ecological,integrity,0.829776,1
148,artisanal-fishing,all,social,none,0.3359728824,1
148,artisanal-fishing,all,ecological,integrity,0.844477,1
148,artisanal-fishing,all,ecological,regulations,0.435360746176604,2
149,artisanal-fishing,all,ecological,integrity,0.815345,1
149,artisanal-fishing,all,social,none,0.378274572567,1
149,artisanal-fishing,all,ecological,regulations,0.511324706934423,2
150,artisanal-fishing,all,ecological,regulations,0.534939113832783,2
150,artisanal-fishing,all,social,none,0.165588877967,1
150,artisanal-fishing,all,ecological,integrity,0.879852,1
151,artisanal-fishing,all,social,none,0.305424873033,1
151,artisanal-fishing,all,ecological,integrity,0.808089,1
151,artisanal-fishing,all,ecological,regulations,0.368788703940839,2
152,artisanal-fishing,all,ecological,integrity,0.907069,1
152,artisanal-fishing,all,social,none,0.442828114533,1
152,artisanal-fishing,all,ecological,regulations,0.859799967265258,2
153,artisanal-fishing,all,social,none,0.457125592567,1
153,artisanal-fishing,all,ecological,integrity,0.897631,1
153,artisanal-fishing,all,ecological,regulations,0.543153910023467,2
154,artisanal-fishing,all,ecological,integrity,0.908588,1
154,artisanal-fishing,all,ecological,regulations,0.465591912245416,2
154,artisanal-fishing,all,social,none,0.320880522167,1
155,artisanal-fishing,all,ecological,regulations,0.404501109514105,2
155,artisanal-fishing,all,social,none,0.122642299067,1
155,artisanal-fishing,all,ecological,integrity,0.913368,1
156,artisanal-fishing,all,social,none,0.5475601776,1
156,artisanal-fishing,all,ecological,regulations,0.50105853140038,2
156,artisanal-fishing,all,ecological,integrity,0.892081,1
157,artisanal-fishing,all,ecological,integrity,0.892102,1
157,artisanal-fishing,all,social,none,0.396807718567,1
157,artisanal-fishing,all,ecological,regulations,0.584193781724569,2
158,artisanal-fishing,all,ecological,regulations,0.352693574913971,2
158,artisanal-fishing,all,social,none,0.7882058287,1
158,artisanal-fishing,all,ecological,integrity,0.891402,1
159,artisanal-fishing,all,ecological,regulations,0.534214052807653,2
159,artisanal-fishing,all,social,none,0.3983024705,1
159,artisanal-fishing,all,ecological,integrity,0.867981,1
160,artisanal-fishing,all,ecological,integrity,0.879922,1
160,artisanal-fishing,all,social,none,0.732488580067,1
160,artisanal-fishing,all,ecological,regulations,0.677039825354442,2
161,artisanal-fishing,all,ecological,integrity,0.911195,1
161,artisanal-fishing,all,social,none,0.509123536733,1
161,artisanal-fishing,all,ecological,regulations,0.484272387413085,2
162,artisanal-fishing,all,ecological,regulations,0.00014057105585793,2
162,artisanal-fishing,all,ecological,integrity,0.870887,1
163,artisanal-fishing,all,ecological,regulations,0.796838525836309,2
163,artisanal-fishing,all,ecological,integrity,0.926492,1
163,artisanal-fishing,all,social,none,0.4124982904,1
164,artisanal-fishing,all,ecological,regulations,0.449755775346045,2
164,artisanal-fishing,all,social,none,0.506896721567,1
164,artisanal-fishing,all,ecological,integrity,0.92868,1
165,artisanal-fishing,all,ecological,integrity,0.89286,1
165,artisanal-fishing,all,social,none,0.418158347733,1
