"sp_id","sp_type","rgn_id","rgn_name","mean"
0,"eez",16,"Australia",0.00617470393886802
1,"eez",1,"Cocos Islands",0
2,"eez",2,"Christmas Island",0
3,"eez",3,"Norfolk Island",0
4,"eez",4,"Macquarie Island",0.000108714597247904
5,"eez",5,"New Caledonia",0.000133649743632025
6,"eez",6,"Vanuatu",0.000675710559852118
7,"eez",7,"Solomon Islands",2.63438483035911e-07
8,"eez",8,"Palau",2.57842540035643e-05
9,"eez",9,"Micronesia",0
10,"eez",10,"Nauru",0
11,"eez",11,"Marshall Islands",0
12,"eez",12,"Wake Island",0
13,"eez",13,"Northern Mariana Islands and Guam",0
14,"eez",14,"Taiwan",0.0155256974097267
15,"eez",15,"Philippines",0.00813238386719657
17,"eez",17,"Papua New Guinea",0.000783973640638113
18,"eez",18,"Fiji",0.000465754426146295
19,"eez",19,"Tuvalu",0
20,"eez",20,"South Korea",0.0256000918517285
21,"eez",21,"North Korea",0.00716654658635401
24,"eez",24,"Cambodia",0.00449243611126936
25,"eez",25,"Thailand",0.0325201296953732
26,"eez",26,"Andaman and Nicobar",0.00218450915431762
28,"eez",28,"Comoro Islands",0.00206688428776706
29,"eez",29,"Mayotte",0
30,"eez",30,"Glorioso Islands",0
31,"eez",31,"Seychelles",7.31962551378326e-06
32,"eez",32,"Reunion",0
33,"eez",33,"Juan de Nova Island",0
34,"eez",34,"Bassas da India",0
35,"eez",35,"Ile Europa",0
36,"eez",36,"Ile Tromelin",0
37,"eez",37,"Mauritius",0.000654286915225522
38,"eez",38,"British Indian Ocean Territory",0
39,"eez",39,"Maldives",0
40,"eez",40,"Sri Lanka",0.0108411612690376
41,"eez",41,"Mozambique",0.0080361653070602
42,"eez",42,"Madagascar",0.000742175806075392
43,"eez",43,"Kenya",0.0189762394244731
44,"eez",44,"Somalia",0.00115952879845755
45,"eez",45,"Eritrea",8.81039920674807e-05
46,"eez",46,"Djibouti",6.82792854424372e-07
47,"eez",47,"Yemen",0.0025428772200414
48,"eez",48,"Oman",0.00336307780776817
49,"eez",49,"Sudan",0.00175750707596259
50,"eez",50,"Saudi Arabia",0.0198808159057377
51,"eez",51,"Kuwait",0.0347766743216569
52,"eez",52,"Bahrain",0.0292508746056022
53,"eez",53,"Pakistan",0.0139283313276303
54,"eez",54,"United Arab Emirates",0.022328826088432
55,"eez",55,"Azores",0.0007924148602372
56,"eez",56,"Cape Verde",0.000331205050145458
57,"eez",57,"Madeira",0.000288875961518105
58,"eez",58,"Canary Islands",0.00270907706620938
59,"eez",59,"Belgium",0.0513583950338218
60,"eez",60,"Gibraltar",0.105112467021031
61,"eez",61,"Tunisia",0.0261207826442619
62,"eez",62,"Morocco",0.0260902060956163
63,"eez",63,"Western Sahara",5.12453831903688e-08
64,"eez",64,"Mauritania",0.00164102497054531
65,"eez",65,"Gambia",0.0109968897441688
66,"eez",66,"Senegal",0.00646640266444352
67,"eez",67,"Libya",0.00579089579823859
68,"eez",68,"Malta",0.00340106888172472
69,"eez",69,"Latvia",0.0702085606498681
70,"eez",70,"Estonia",0.0480496203672726
71,"eez",71,"Bulgaria",0.0455768610230488
72,"eez",72,"Romania",0.0384067859179927
73,"eez",73,"Russia",0.00152663722254487
74,"eez",74,"Georgia",0.0321382539944572
75,"eez",75,"Ukraine",0.0588602882281127
76,"eez",76,"Turkey",0.0786293024257766
77,"eez",77,"Syria",0.0854501515901059
78,"eez",78,"Lebanon",0.0655454191809785
79,"eez",79,"Israel",0.0569969677403043
80,"eez",80,"Greece",0.0232000026253246
81,"eez",81,"Cyprus",0.0107544350063841
82,"eez",82,"Albania",0.103263982409609
84,"eez",84,"Algeria",0.0289106854084603
85,"eez",85,"Ascension",0
86,"eez",86,"Saint Helena",0
88,"eez",88,"Tristan da Cunha",0
89,"eez",89,"South Georgia and the South Sandwich Islands",0
90,"eez",90,"Prince Edward Islands",0.000705312201882723
91,"eez",91,"Crozet Islands",0
92,"eez",92,"Amsterdam Island and Saint Paul Island",0
93,"eez",93,"Kerguelen Islands",0
94,"eez",94,"Heard and McDonald Islands",0
95,"eez",95,"Falkland Islands",0
96,"eez",96,"Sierra Leone",0.00835405485544516
97,"eez",97,"Liberia",0.00335670953140531
98,"eez",98,"Togo",0.00719733987929516
99,"eez",99,"Benin",0.0174074150333986
100,"eez",100,"Republique du Congo",0.000943951715248034
101,"eez",101,"Namibia",0.00114521656710955
102,"eez",102,"South Africa",0.00823689358381583
103,"eez",103,"Sao Tome and Principe",0
104,"eez",104,"Equatorial Guinea",2.94564785607895e-05
