"ID","global_plumes_fert_2013_log_scaled_extend","rgn_type","rgn_id","rgn_name","rgn_key","area_km2","Shape_Leng","Shape_Area"
1,0,"eez",1,"Cocos Islands","CCK",594.16057557,225902.041407,597814386.041
2,0,"eez",2,"Christmas Island","CXR",479.827674447,181665.988288,482847274.347
3,0,"eez",3,"Norfolk Island","NFK",328.657147389,140722.638734,329827601.544
4,0.0251619445989914,"eez",4,"Macquarie Island","AUS",754.639465629,457329.801648,752975858.413
5,0.00745547366184451,"eez",5,"New Caledonia","NCL",19996.430269,7643473.14843,20096594263.2
6,0.0146571864360272,"eez",6,"Vanuatu","VUT",16556.4700137,6598778.84062,16650627653
7,1.0737159200855e-05,"eez",7,"Solomon Islands","SLB",37076.2103277,16310040.5751,37314345678.5
8,0.00441367006768747,"eez",8,"Palau","PLW",2946.22950936,1247164.70834,2965550999.61
9,0,"eez",9,"Micronesia","FSM",16077.6046579,4861629.26952,16182167422.9
10,0,"eez",10,"Nauru","NRU",196.790489966,72516.449053,198116518.889
11,0,"eez",11,"Marshall Islands","MHL",24677.5279198,7159398.65786,24835534617.8
12,0,"eez",12,"Wake Island","UMI",208.058950248,94811.293942,209155124.042
13,0,"eez",13,"Northern Mariana Islands and Guam","MNP",4072.48754721,1556708.09194,4095703959.91
14,0.282023113518032,"eez",14,"Taiwan","TWN",9333.62622045,3951316.02915,9376400911.82
15,0.0712054254980248,"eez",15,"Philippines","PHL",142896.109923,58836453.8059,143784214693
16,0.103878678543927,"eez",16,"Australia","AUS",247302.000541,114846756.656,248373829828
17,0.0121862054710652,"eez",17,"Papua New Guinea","PNG",96354.4856715,37435294.6744,96983172760.8
18,0.0160307817559609,"eez",18,"Fiji","FJI",25892.2087029,10678236.7635,26034755549.2
19,0,"eez",19,"Tuvalu","TUV",2402.78935003,771020.704452,2418349153.46
20,0.195603174711779,"eez",20,"South Korea","KOR",33342.6543448,19065395.3503,33416281981.2
21,0.0510463762320528,"eez",21,"North Korea","PRK",12109.3899716,6288916.66367,12125370790.7
22,0.0369069884719887,"eez",24,"Cambodia","KHM",4530.21148854,1991030.69082,4558634068.57
23,0.204720560068327,"eez",25,"Thailand","THA",28594.717063,11899846.9911,28776487268.9
24,0.0724984298820535,"eez",26,"Andaman and Nicobar","IND",12395.2106352,5829203.19585,12472742538.1
25,0.0670476217980922,"eez",28,"Comoro Islands","COM",2490.00488187,969972.696174,2505328846.94
26,0,"eez",29,"Mayotte","MYT",996.365818134,423576.819651,1002420064
27,0,"eez",30,"Glorioso Islands","ATF",238.183943298,71727.2609313,239660675.49
28,0.000950535616302642,"eez",31,"Seychelles","SYC",6621.24234568,2362641.31688,6664476449.9
29,0,"eez",32,"Reunion","REU",1221.52649055,455849.453045,1227622046.63
30,0,"eez",33,"Juan de Nova Island","ATF",169.793544029,60730.2356408,170740991.629
31,0,"eez",34,"Bassas da India","ATF",297.564345619,82024.6337771,299033386.221
32,0,"eez",35,"Ile Europa","ATF",222.448473905,91997.1700629,223514734.664
33,0,"eez",36,"Ile Tromelin","ATF",120.123698476,43725.1174394,120811967.834
34,0.11280076562904,"eez",37,"Mauritius","MUS",3470.56950017,1302325.696,3489470986.13
35,0,"eez",38,"British Indian Ocean Territory","IOT",2690.06934316,884002.712117,2707783781.37
36,0,"eez",39,"Maldives","MDV",27122.6695898,6556330.76505,27303282426.7
37,0.327578386278755,"eez",40,"Sri Lanka","LKA",9442.8673315,4546884.88678,9503869855.71
38,0.116161368639352,"eez",41,"Mozambique","MOZ",21054.7944536,10567980.2628,21167331827.2
39,0.0230550316586636,"eez",42,"Madagascar","MDG",33504.8132187,16012630.6797,33687188075.2
40,0.302511447294042,"eez",43,"Kenya","KEN",3565.02667884,2189143.88626,3588911345.03
41,0.0250181339288037,"eez",44,"Somalia","SOM",18278.0170168,7145290.13028,18396177430.9
42,0.000244711945052605,"eez",45,"Eritrea","ERI",17807.2999994,6159714.10896,17910272622.8
43,1.27957800835879e-06,"eez",46,"Djibouti","DJI",1995.40694879,780338.983443,2007706203.77
44,0.0401168052641929,"eez",47,"Yemen","YEM",20257.6514043,7134106.98773,20377206697.7
45,0.0625910950313745,"eez",48,"Oman","OMN",13881.0679946,5500933.24615,13950313556.5
46,0.00815707981551374,"eez",49,"Sudan","SDN",7996.19945007,3333872.81169,8038104474.18
47,0.0791830120326891,"eez",50,"Saudi Arabia","SAU",38327.9630088,15595930.4524,38509917142.1
48,0.111170302379779,"eez",51,"Kuwait","KWT",2391.69562911,1268813.64937,2400082224.7
49,0.105526796086758,"eez",52,"Bahrain","BHR",1667.09787668,738317.800584,1674019929.14
50,0.188820383697878,"eez",53,"Pakistan","PAK",6806.04958909,3739333.48297,6835567395.93
51,0.0636366877833919,"eez",54,"United Arab Emirates","ARE",10324.3279627,4578482.39684,10369860705.3
52,0.0850880589470631,"eez",55,"Azores","PRT",4819.0089556,1796320.67042,4826451992.91
53,0.023395044964718,"eez",56,"Cape Verde","CPV",6275.91570788,2402599.95102,6311743709.71
54,0.0368655780576223,"eez",57,"Madeira","PRT",1947.77150313,711653.927595,1953392193.16
55,0.0890731041635862,"eez",58,"Canary Islands","ESP",7219.61430713,2778544.50837,7246270333.4
56,0.211343496275388,"eez",59,"Belgium","BEL",372.461377572,156502.428877,371922620.059
57,0.266788432286265,"eez",60,"Gibraltar","GIB",90.8468904906,49882.735304,91034282.1818
58,0.152961421660522,"eez",61,"Tunisia","TUN",8467.23295506,3380461.67089,8485841461.73
59,0.273947435697353,"eez",62,"Morocco","MAR",9952.54688287,3917146.42151,9980822075.89
60,1.27426339059985e-06,"eez",63,"Western Sahara","ESH",5880.33751728,2286766.02083,5906601161.58
61,0.0167369745071922,"eez",64,"Mauritania","MRT",4964.36295673,2168773.79421,4990617375.05
62,0.121076111096331,"eez",65,"Gambia","GMB",1114.83042517,630498.895216,1121539522.8
63,0.133172442144632,"eez",66,"Senegal","SEN",3253.36875497,1931376.29908,3272627157.06
64,0.0891646886616532,"eez",67,"Libya","LBY",10098.4236108,3854828.85017,10128337682.1
65,0.132515307904944,"eez",68,"Malta","MLT",778.337694508,353195.527385,779974305.79
66,0.307385118275042,"eez",69,"Latvia","LVA",2827.25394654,1077126.91687,2819432570.74
67,0.131084539346683,"eez",70,"Estonia","EST",9721.49614093,4442887.15785,9691276201.83
68,0.443275659173515,"eez",71,"Bulgaria","BGR",1826.3819045,764971.427686,1827328876.58
69,0.271741824988589,"eez",72,"Romania","ROU",1934.92120267,943343.179342,1935117014.17
70,0.0200003659532587,"eez",73,"Russia","RUS",375659.825422,232012976.868,374030424094
71,0.17624909591065,"eez",74,"Georgia","GEO",1712.15900742,739932.325647,1713145830.1
72,0.302751839901549,"eez",75,"Ukraine","UKR",15355.2667086,7236726.93611,15352345320.1
73,0.335918740170179,"eez",76,"Turkey","TUR",30178.2125562,13036434.5685,30219319311.4
74,0.390669619290793,"eez",77,"Syria","SYR",1039.03433693,421411.767984,1041362093.95
75,0.462514483939655,"eez",78,"Lebanon","LBN",1313.5569766,536554.256783,1316896980.96
76,0.512551348525404,"eez",79,"Israel","ISR",1290.96523675,503726.70613,1294738402.19
77,0.12747477523702,"eez",80,"Greece","GRC",64117.6177062,26129016.6526,64226197031.3
