"ID","global_plumes_fert_2013_log_scaled_extend","rgn_type","rgn_id","rgn_name","rgn_key","area_km2","Shape_Leng","Shape_Area"
78,0.161138417158281,"eez",81,"Cyprus","CYP",3750.95987023,1426585.50271,3759506808.95
79,0.29813212077792,"eez",82,"Albania","ALB",2185.70534894,1037643.2964,2187884843.52
80,0.213258972002405,"eez",84,"Algeria","DZA",7316.02985795,2836444.37365,7330505373.8
81,0,"eez",85,"Ascension","ASC",324.024459973,129461.688494,326124751.955
82,0,"eez",86,"Saint Helena","SHN",378.089189673,146396.453465,380251716.08
83,0,"eez",88,"Tristan da Cunha","TAA",983.511920723,370957.066122,985070008.85
84,0,"eez",89,"South Georgia and the South Sandwich Islands","SGS",6035.31760543,2714127.23465,6020778601.63
85,0.190001339052445,"eez",90,"Prince Edward Islands","ZAF",748.203390698,291155.145851,747893804.175
86,0,"eez",91,"Crozet Islands","ATF",1377.47550641,542053.703087,1377069813.16
87,0,"eez",92,"Amsterdam Island and Saint Paul Island","ATF",437.696129848,168775.61665,438393228.593
88,0,"eez",93,"Kerguelen Islands","ATF",7435.94916965,4268855.15315,7428718979.52
89,0,"eez",94,"Heard and McDonald Islands","HMD",991.145517304,385054.432935,989309966.99
90,0,"eez",95,"Falkland Islands","FLK",13245.1362371,8866381.52683,13224599531.1
91,0.225265335357144,"eez",96,"Sierra Leone","SLE",3737.31723608,2249246.09458,3761554158.13
92,0.137071128634448,"eez",97,"Liberia","LBR",3371.83023515,1409295.48331,3394123480.83
93,0.184632868234201,"eez",98,"Togo","TGO",274.92982332,107961.527002,276740143.082
94,0.351039312350987,"eez",99,"Benin","BEN",682.081775617,267051.189695,686568195.957
95,0.0217255717134618,"eez",100,"Republique du Congo","COG",942.52086857,405931.05627,948794899.374
96,0.0233866951374075,"eez",101,"Namibia","NAM",8659.52443301,3421855.16148,8699618231.96
97,0.245769349348904,"eez",102,"South Africa","ZAF",16886.2512735,6793645.16451,16935102312.4
98,0,"eez",103,"Sao Tome and Principe","STP",1575.24669669,613798.906891,1585855772.57
99,0.00150941174505131,"eez",104,"Equatorial Guinea","GNQ",3067.86322689,1272839.93004,3088459436.07
100,0,"eez",105,"Bouvet Island","BVT",259.313853185,98227.4817924,258753839.973
101,0.224751732467388,"eez",106,"Ghana","GHA",3127.60930021,1288637.40842,3148327829.48
102,0,"eez",107,"Clipperton Island","CPT",159.408893595,57837.1898818,160414576.666
103,0,"eez",108,"Bermuda","BMU",497.209045911,294753.121025,498646545.116
104,0.00564833759439803,"eez",110,"Bahamas","BHS",37719.417987,18261553.2049,37886357974
105,0,"eez",111,"Turks and Caicos Islands","TCA",3757.64073626,1596328.28207,3776127845.98
106,0.115306218831361,"eez",112,"Cuba","CUB",41768.6400641,20514170.2827,41972818418.1
107,0,"eez",113,"Cayman Islands","CYM",1287.29108834,477576.280256,1294033251.87
108,0.018851079971561,"eez",114,"Haiti","HTI",8262.26278973,3282365.90476,8306306783.99
109,0.181158768942068,"eez",115,"Dominican Republic","DOM",7664.41217918,2942716.82787,7705349193.74
110,0,"eez",116,"Puerto Rico and Virgin Islands of the United States","PRI-VIR",6230.52822347,2582954.00151,6264352596.13
111,0,"eez",117,"British Virgin Islands","VGB",1384.63254351,600345.173957,1392084887.62
112,0,"eez",118,"Anguilla","AIA",841.261171716,300468.091121,845813157.938
113,0.00540928353714882,"eez",119,"Saint Kitts and Nevis","KNA",737.153285574,268160.524324,741246934.009
114,0.0018714052872292,"eez",120,"Antigua and Barbuda","ATG",1184.05342719,547562.194603,1190623436.08
115,0,"eez",121,"Montserrat","MSR",339.465499339,128899.13909,341373625.844
116,0.051035828032456,"eez",122,"Saint Lucia","LCA",745.987403554,323771.254478,750434634.038
117,0.0416673576890228,"eez",123,"Dominica","DMA",818.056087917,322973.000938,822789019.14
118,0.108279008099804,"eez",124,"Barbados","BRB",605.873159407,227141.406923,609531890.004
119,0.0335419139287974,"eez",125,"Grenada","GRD",1195.43768859,486367.539686,1202768631.4
120,0.0649243653744953,"eez",126,"Trinidad and Tobago","TTO",3453.06948623,1356167.54165,3474760483.56
121,0.0205682561565065,"eez",127,"Saint Vincent and the Grenadines","VCT",1734.61791576,590944.159049,1745136238.23
122,0.0816055017235933,"eez",129,"Panama","PAN",19372.8303543,9166764.03001,19497689749.5
123,0.236214349893685,"eez",130,"Costa Rica","CRI",7258.43723991,3246774.354,7304649709.77
124,0.104715974759816,"eez",131,"Nicaragua","NIC",10149.7985236,3847776.35262,10211099667.3
125,0.208613666471717,"eez",132,"Colombia","COL",17064.4318795,8918436.71897,17174158907.9
126,0.138200852117238,"eez",133,"Honduras","HND",8842.17097149,3464589.591,8893076225.37
127,0.43929110501839,"eez",134,"El Salvador","SLV",1904.58643371,1060043.10376,1916069341.91
128,0.185775960922763,"eez",135,"Mexico","MEX",78189.615204,37603909.6685,78541506292.1
129,0.526542617527146,"eez",136,"Guatemala","GTM",2160.44754688,798172.794388,2173144930.62
130,0.144345155016359,"eez",137,"Ecuador","ECU",15705.3194596,7537529.4718,15811027344.7
131,0.168601909792774,"eez",138,"Peru","PER",16634.8661185,6555783.83424,16737307842.6
132,0.158754005465847,"eez",139,"Venezuela","VEN",25730.4108656,10895730.323,25891782206.7
133,0,"eez",140,"Guadeloupe and Martinique","GLP-MTQ",3775.39475694,1544093.15936,3797121302.5
134,0,"eez",141,"Faeroe Islands","FRO",2988.45218552,1412965.21007,2977288980.04
135,0.0542786332233492,"eez",143,"Iceland","ISL",20797.8732952,11867567.2034,20707700150.5
136,0,"eez",144,"Jan Mayen","SJM",799.915026492,337898.996073,795696662.344
137,4.63160956846201e-06,"eez",145,"Greenland","GRL",171652.372025,119649329.071,170747824080
138,0,"eez",146,"Pitcairn","PCN",699.973709128,278284.429348,703072207.554
139,0.000815982990460036,"eez",147,"French Polynesia","PYF",44666.7614885,15470184.4508,44916605624
140,0,"eez",148,"Line Group","KIR",2717.10096039,1169440.6924,2735081519.05
141,0,"eez",149,"Jarvis Island","UMI",144.198960573,51914.7957027,145170711.323
142,0,"eez",150,"Palmyra Atoll","UMI",1901.94197167,659294.247376,1914451310.47
143,0,"eez",151,"American Samoa","ASM",1334.14222091,521369.660791,1342084109.45
144,0.000283374212239872,"eez",152,"Samoa","WSM",2395.08803161,935362.413274,2409397683.01
145,0.00045999651758757,"eez",153,"Cook Islands","COK",4137.23639752,1464640.16486,4160859607.82
146,0,"eez",154,"Niue","NIU",463.450842004,178899.558683,465908795.681
147,0.0234313557697051,"eez",155,"Tonga","TON",7403.33599437,2553848.5831,7441884615.39
148,0,"eez",156,"Tokelau","TKL",942.872462524,339298.893977,948909269.22
149,0,"eez",157,"Phoenix Group","KIR",1502.03720351,609079.610001,1512069596.98
150,0,"eez",158,"Howland Island and Baker Island","UMI",259.17971171,95223.6505757,260926071.388
151,0,"eez",159,"Johnston Atoll","UMI",205.247248386,72822.5568022,206400991.199
152,0,"eez",161,"Wallis and Futuna","WLF",972.524028926,373072.257866,978333877.38
153,0.190108181916931,"eez",162,"New Zealand","NZL",49969.219326,33779164.1919,50016634978.5
154,0.118426612054867,"eez",163,"United States","USA",288637.325067,212304704.55,288441335192
155,0.0767212663484295,"eez",164,"Belize","BLZ",8765.56753015,3384943.07708,8814374756.13
156,0.111547400989648,"eez",166,"Jamaica","JAM",3866.49187447,1530552.21219,3887528394.57
157,0.147964020962083,"eez",167,"Guyana","GUY",3144.66869132,1662008.62082,3165201547.17
158,0.0956370182592292,"eez",168,"Suriname","SUR",2437.710328,1019772.52475,2453767248.57
159,0.0269815370220562,"eez",169,"French Guiana","GUF",2797.69179202,1294313.78308,2816248483.12
160,0.279072006993434,"eez",171,"Brazil","BRA",80043.2232408,45854609.392,80500314358.3
161,0.114558402298078,"eez",172,"Argentina","ARG",31381.2758301,14424231.6672,31385702278.2
162,0.374483223313669,"eez",173,"Uruguay","URY",4241.54609121,1911436.90443,4251771602.01
163,0.182148027971614,"eez",174,"Finland","FIN",29496.0629922,34552371.0152,29389453698.5
164,0.303048362758371,"eez",175,"Denmark","DNK",17930.2456252,8033079.92105,17886357801.7
165,0.436203524510791,"eez",176,"Germany","DEU",10824.4108008,5128892.91575,10801584207.9
166,0.398115147379557,"eez",177,"Netherlands","NLD",6175.34171955,2778080.21669,6164448231.69
167,0.546086657811305,"eez",178,"Poland","POL",3478.26970342,1627582.11062,3470791811.51
168,0.396978207380737,"eez",179,"France","FRA",24085.3455316,11062511.2782,24079029554.1
169,0.219330950194443,"eez",180,"United Kingdom","GBR",52845.5754851,27977039.0069,52721138804.4
170,0.340886460989202,"eez",181,"Ireland","IRL",14626.3321768,8517250.64663,14598818443.7
171,0.32833390537509,"eez",182,"Spain","ESP",21302.3471358,9648158.68384,21326970519.6
172,0.304754771583395,"eez",183,"Portugal","PRT",5269.84589679,2711927.67027,5277418614.19
173,0.274492778476037,"eez",184,"Italy","ITA",36949.6872649,16165443.5586,36988379425
174,0.220113343927219,"eez",185,"Monaco","MCO",20.8252146549,22102.8807891,20831687.177
175,0.120521244356557,"eez",186,"Montenegro","MNE",684.83482335,411040.933387,685300621.945
176,0.169897329341189,"eez",187,"Croatia","HRV",14446.8589636,7502498.1213,14451016866.1
177,0.34034902482791,"eez",188,"Slovenia","SVN",123.41708085,77009.0734517,123402366.81
178,0.483327569950746,"eez",189,"Lithuania","LTU",853.580770227,369687.248941,851524611.609
179,0.23136360464843,"eez",190,"Qatar","QAT",3058.98853268,1665225.73385,3072004566.54
180,0.0456328887714246,"eez",191,"Iran","IRN",16092.1996927,8083886.96884,16155188962.8
181,0.556896588237137,"eez",192,"Iraq","IRQ",272.034943726,209535.238608,272955837.809
182,0.0488635272413442,"eez",193,"Guinea Bissau","GNB",7918.98079855,4270731.38667,7968128068.82
183,0.0439357730141645,"eez",194,"Guinea","GIN",3305.16549559,2183417.79229,3326073876.02
184,0.320964912169768,"eez",195,"Ivory Coast","CIV",2949.53296923,1276425.49329,2969115515.67
185,0.200681863074528,"eez",196,"Nigeria","NGA",6093.42527717,4051068.64735,6133793034.82
186,0.0941108189720404,"eez",197,"Cameroon","CMR",2943.68069798,2300120.44234,2963340762.14
187,0.0186687424722018,"eez",198,"Gabon","GAB",5507.7098686,2991340.40518,5544750388.76
188,0.493809095702195,"eez",199,"Democratic Republic of the Congo","COD",369.507120917,286395.778191,371944716.11
189,0.0697265181732613,"eez",200,"Angola","AGO",9656.61555911,4141923.37184,9716195699
190,0.0637255783814506,"eez",202,"Tanzania","TZA",11306.8641148,5492417.01216,11380592986.8
191,0.525896694362974,"eez",203,"India","IND",40797.0787295,21140153.2168,41023265518.2
192,0.322203666210055,"eez",204,"Bangladesh","BGD",8655.36350069,4709205.31759,8697274828.2
193,0.0581946748629844,"eez",205,"Myanmar","MMR",43825.736699,21433955.4139,44084891480.1
194,0.299986146243535,"eez",206,"Malaysia","MYS",36154.2729108,15628238.2771,36394534551.7
195,0.324469442126374,"eez",207,"Vietnam","VNM",28592.328725,16654620.315,28759828932.3
196,0.344951233186175,"eez",208,"Singapore","SGP",601.285920086,423662.178974,605333459.554
197,0.398216334796322,"eez",209,"China","CHN",92113.5631991,46138724.0369,92436743241.3
198,0.169387230998063,"eez",210,"Japan","JPN",102033.939352,51153101.2814,102272929893
199,0,"eez",212,"Kiribati","KIR",7863.44204337,2790238.31964,7916340891.66
200,NA,"eez",213,"Antarctica","ATA",284897.731374,147227917.199,283389531095
201,0.106041548734039,"eez",214,"Egypt","EGY",19732.3960396,9530056.81911,19803618148.5
202,0.343672808087726,"eez",215,"Jordan","JOR",89.1671651104,52481.4137926,89478857.8255
203,0.121048985884284,"eez",216,"Indonesia","IDN",401786.659328,162581417.733,404458245218
204,0.0163272946303518,"eez",218,"Canada","CAN",624384.646221,423444237.042,621900529275
205,3.58422346622847e-05,"eez",219,"Saint Pierre and Miquelon","SPM",896.018300557,351479.489968,895630845.025
206,0,"eez",220,"Sint Maarten","SXM",154.940866819,73431.6039468,155785699.967
207,0,"eez",221,"Northern Saint-Martin","MAF",641.631982616,258396.086774,645131269.309
208,0.125917038972269,"eez",222,"Sweden","SWE",33068.3207731,30894245.7276,32959508067
209,0.0360724103771275,"eez",223,"Norway","NOR",104871.586266,75878094.9924,104355329791
210,0.0502625056250203,"eez",224,"Chile","CHL",119587.372195,98664154.9006,119547043850
211,0.0120646025753492,"eez",227,"Jersey","JEY",1178.09645391,361424.992567,1176980814.96
212,0.00024631199247796,"eez",228,"Guernsey","GGY",867.209449973,320410.353132,866297922.649
213,0.0610759052097742,"eez",231,"East Timor","TLS",3862.7296537,1492385.3262,3887577869.69
214,0.556020101186423,"eez",232,"Bosnia and Herzegovina","BIH",12.7566895056,41651.8501113,12763058.511
215,0.0854427567155503,"eez",237,"Oecussi Ambeno","TLS",308.726920133,145801.799669,310701964.534
216,0,"eez",244,"Curacao","CW",989.392860127,378196.393679,995467869.664
217,0,"eez",245,"Bonaire","BQ",655.049296132,255437.187802,659070826.31
218,0.0816583896874346,"eez",247,"Brunei","BRN",1000.85322719,437463.046527,1007502413.66
219,0,"eez",248,"Saba","BES",177.783672024,66395.6118082,178762092.563
220,0.000609247789279455,"eez",249,"Sint Eustatius","ANT",210.138735156,77762.8884209,211299256.634
221,0,"eez",250,"Aruba","AW",494.247380351,210878.100771,497265492.353
