"rgn_id","rgn_mean_cat","rgn_mean_trend","status"
"248100",0.125739,0.246084,0.832347
"248200",0.127179,0.322324,0.830428
"248300",0.142447,0.224563,0.81007
"248400",0.141924,0.263633,0.810768
"248500",0.13243,NaN,0.823427
"248600",0.128122,0.333393,0.829171
"258410",0.104413,0.338297,0.860783
"258420",0.103368,0.290773,0.862177
"258431",0.0972241,0.390972,0.870368
"258432",0.095309,0.35766,0.872921
"258441",0.127307,0.384525,0.830257
"258442",0.132283,0.35034,0.823622
"258510",0.139198,0.137652,0.814402
"258520",0.127029,0.381804,0.830628
"258600",0.146038,0.185047,0.805282
"258700",0.140864,0.0676912,0.812181
"288100",0.120729,0.323835,0.839028
"288200",0.128711,0.32414,0.828386
"288300",0.12364,0.31807,0.835147
