"loiczid","mean_cat_score","mean_popn_trend_score","n_cat_species","n_trend_species","source"
5221,0.2,-0.5,2,1,"iucn"
5222,0.2,-0.5,2,1,"iucn"
5223,0.2,-0.5,2,1,"iucn"
5224,0.2,-0.5,2,1,"iucn"
5225,0.2,-0.5,2,1,"iucn"
5226,0.2,-0.5,2,1,"iucn"
5227,0.2,-0.5,2,1,"iucn"
5228,0.2,-0.5,2,1,"iucn"
5229,0.2,-0.5,2,1,"iucn"
5230,0.2,-0.5,2,1,"iucn"
5231,0.2,-0.5,2,1,"iucn"
5232,0.2,-0.5,2,1,"iucn"
5233,0.2,-0.5,2,1,"iucn"
5234,0.2,-0.5,2,1,"iucn"
5235,0.2,-0.5,2,1,"iucn"
5236,0.2,-0.5,2,1,"iucn"
5237,0.2,-0.5,2,1,"iucn"
5238,0.2,-0.5,2,1,"iucn"
5239,0.2,-0.5,2,1,"iucn"
5240,0.2,-0.5,2,1,"iucn"
5241,0.2,-0.5,2,1,"iucn"
5242,0.2,-0.5,2,1,"iucn"
5243,0.2,-0.5,2,1,"iucn"
5244,0.2,-0.5,2,1,"iucn"
5245,0.2,-0.5,2,1,"iucn"
5246,0.2,-0.5,2,1,"iucn"
5247,0.2,-0.5,2,1,"iucn"
5248,0.2,-0.5,2,1,"iucn"
5249,0.2,-0.5,2,1,"iucn"
5250,0.2,-0.5,2,1,"iucn"
5251,0.2,-0.5,2,1,"iucn"
5252,0.2,-0.5,2,1,"iucn"
5253,0.2,-0.5,2,1,"iucn"
5254,0.2,-0.5,2,1,"iucn"
5255,0.2,-0.5,2,1,"iucn"
5256,0.2,-0.5,2,1,"iucn"
5257,0.2,-0.5,2,1,"iucn"
5258,0.2,-0.5,2,1,"iucn"
5259,0.2,-0.5,2,1,"iucn"
5260,0.2,-0.5,2,1,"iucn"
5261,0.2,-0.5,2,1,"iucn"
5262,0.2,-0.5,2,1,"iucn"
5263,0.2,-0.5,2,1,"iucn"
5264,0.2,-0.5,2,1,"iucn"
5265,0.2,-0.5,2,1,"iucn"
5266,0.2,-0.5,2,1,"iucn"
5267,0.2,-0.5,2,1,"iucn"
5268,0.2,-0.5,2,1,"iucn"
5269,0.2,-0.5,2,1,"iucn"
5270,0.2,-0.5,2,1,"iucn"
5271,0.2,-0.5,2,1,"iucn"
5272,0.2,-0.5,2,1,"iucn"
5273,0.2,-0.5,2,1,"iucn"
5274,0.2,-0.5,2,1,"iucn"
5275,0.2,-0.5,2,1,"iucn"
5276,0.2,-0.5,2,1,"iucn"
5277,0.2,-0.5,2,1,"iucn"
5278,0.2,-0.5,2,1,"iucn"
5279,0.2,-0.5,2,1,"iucn"
5280,0.2,-0.5,4,2,"iucn"
5281,0.2,-0.5,4,2,"iucn"
5282,0.2,-0.5,4,2,"iucn"
5283,0.2,-0.5,2,1,"iucn"
5284,0.2,-0.5,2,1,"iucn"
5285,0.2,-0.5,2,1,"iucn"
5286,0.2,-0.5,2,1,"iucn"
5287,0.2,-0.5,2,1,"iucn"
5288,0.2,-0.5,2,1,"iucn"
5289,0.2,-0.5,2,1,"iucn"
5290,0.2,-0.5,2,1,"iucn"
5291,0.2,-0.5,2,1,"iucn"
5292,0.2,-0.5,2,1,"iucn"
5293,0.2,-0.5,2,1,"iucn"
5294,0.2,-0.5,2,1,"iucn"
5295,0.2,-0.5,2,1,"iucn"
5296,0.2,-0.5,2,1,"iucn"
5297,0.2,-0.5,2,1,"iucn"
5298,0.2,-0.5,2,1,"iucn"
5299,0.2,-0.5,2,1,"iucn"
5300,0.2,-0.5,2,1,"iucn"
5301,0.2,-0.5,2,1,"iucn"
5302,0.2,-0.5,2,1,"iucn"
5303,0.2,-0.5,2,1,"iucn"
5304,0.2,-0.5,2,1,"iucn"
5305,0.2,-0.5,2,1,"iucn"
5306,0.2,-0.5,2,1,"iucn"
5307,0.2,-0.5,2,1,"iucn"
5308,0.2,-0.5,2,1,"iucn"
5309,0.2,-0.5,2,1,"iucn"
5310,0.2,-0.5,2,1,"iucn"
5311,0.2,-0.5,2,1,"iucn"
5312,0.2,-0.5,2,1,"iucn"
5313,0.2,-0.5,2,1,"iucn"
5314,0.2,-0.5,2,1,"iucn"
5315,0.2,-0.5,2,1,"iucn"
5316,0.2,-0.5,2,1,"iucn"
5317,0.2,-0.5,2,1,"iucn"
5318,0.2,-0.5,2,1,"iucn"
5319,0.2,-0.5,2,1,"iucn"
5320,0.2,-0.5,2,1,"iucn"
5321,0.2,-0.5,2,1,"iucn"
5322,0.2,-0.5,2,1,"iucn"
5323,0.2,-0.5,2,1,"iucn"
5324,0.2,-0.5,2,1,"iucn"
5325,0.2,-0.5,2,1,"iucn"
5326,0.2,-0.5,2,1,"iucn"
5327,0.2,-0.5,2,1,"iucn"
5328,0.2,-0.5,2,1,"iucn"
5329,0.2,-0.5,2,1,"iucn"
5330,0.2,-0.5,2,1,"iucn"
5331,0.2,-0.5,2,1,"iucn"
5332,0.2,-0.5,2,1,"iucn"
5333,0.2,-0.5,2,1,"iucn"
5334,0.2,-0.5,2,1,"iucn"
5335,0.2,-0.5,2,1,"iucn"
5336,0.2,-0.5,2,1,"iucn"
5337,0.2,-0.5,2,1,"iucn"
5338,0.2,-0.5,2,1,"iucn"
5339,0.2,-0.5,2,1,"iucn"
5340,0.2,-0.5,2,1,"iucn"
5341,0.2,-0.5,2,1,"iucn"
5342,0.2,-0.5,2,1,"iucn"
5343,0.2,-0.5,2,1,"iucn"
5344,0.2,-0.5,2,1,"iucn"
5345,0.2,-0.5,2,1,"iucn"
5346,0.2,-0.5,2,1,"iucn"
5347,0.2,-0.5,2,1,"iucn"
5348,0.2,-0.5,2,1,"iucn"
5349,0.2,-0.5,2,1,"iucn"
5350,0.2,-0.5,2,1,"iucn"
5351,0.2,-0.5,2,1,"iucn"
5352,0.2,-0.5,2,1,"iucn"
5353,0.2,-0.5,2,1,"iucn"
5354,0.2,-0.5,2,1,"iucn"
5355,0.2,-0.5,2,1,"iucn"
5356,0.2,-0.5,2,1,"iucn"
5357,0.2,-0.5,2,1,"iucn"
5358,0.2,-0.5,2,1,"iucn"
5359,0.2,-0.5,2,1,"iucn"
5360,0.2,-0.5,2,1,"iucn"
5361,0.2,-0.5,2,1,"iucn"
5362,0.2,-0.5,2,1,"iucn"
5363,0.2,-0.5,2,1,"iucn"
5364,0.2,-0.5,2,1,"iucn"
5365,0.2,-0.5,2,1,"iucn"
5366,0.2,-0.5,2,1,"iucn"
5367,0.2,-0.5,2,1,"iucn"
5368,0.2,-0.5,2,1,"iucn"
5369,0.2,-0.5,2,1,"iucn"
5370,0.2,-0.5,2,1,"iucn"
5371,0.2,-0.5,2,1,"iucn"
5372,0.2,-0.5,2,1,"iucn"
5373,0.2,-0.5,2,1,"iucn"
5374,0.2,-0.5,2,1,"iucn"
5375,0.2,-0.5,2,1,"iucn"
5376,0.2,-0.5,2,1,"iucn"
5377,0.2,-0.5,2,1,"iucn"
5378,0.2,-0.5,2,1,"iucn"
5379,0.2,-0.5,2,1,"iucn"
5380,0.2,-0.5,2,1,"iucn"
5381,0.2,-0.5,2,1,"iucn"
5382,0.2,-0.5,2,1,"iucn"
5383,0.2,-0.5,2,1,"iucn"
5384,0.2,-0.5,2,1,"iucn"
5385,0.2,-0.5,2,1,"iucn"
5386,0.2,-0.5,2,1,"iucn"
5387,0.2,-0.5,2,1,"iucn"
5388,0.2,-0.5,2,1,"iucn"
5389,0.2,-0.5,2,1,"iucn"
5390,0.2,-0.5,2,1,"iucn"
5391,0.2,-0.5,2,1,"iucn"
5392,0.2,-0.5,2,1,"iucn"
5393,0.2,-0.5,2,1,"iucn"
5394,0.2,-0.5,2,1,"iucn"
5395,0.2,-0.5,2,1,"iucn"
5396,0.2,-0.5,2,1,"iucn"
5918,0.2,-0.5,2,1,"iucn"
5919,0.2,-0.5,2,1,"iucn"
5920,0.2,-0.5,2,1,"iucn"
5921,0.2,-0.5,2,1,"iucn"
5922,0.2,-0.5,2,1,"iucn"
5923,0.2,-0.5,2,1,"iucn"
5924,0.2,-0.5,2,1,"iucn"
5925,0.2,-0.5,2,1,"iucn"
5926,0.2,-0.5,2,1,"iucn"
5927,0.2,-0.5,2,1,"iucn"
5928,0.2,-0.5,2,1,"iucn"
5929,0.2,-0.5,2,1,"iucn"
5930,0.2,-0.5,2,1,"iucn"
5931,0.2,-0.5,2,1,"iucn"
5932,0.2,-0.5,2,1,"iucn"
5933,0.2,-0.5,2,1,"iucn"
5934,0.2,-0.5,2,1,"iucn"
5935,0.2,-0.5,2,1,"iucn"
5936,0.2,-0.5,2,1,"iucn"
5937,0.2,-0.5,2,1,"iucn"
5938,0.2,-0.5,2,1,"iucn"
5939,0.2,-0.5,2,1,"iucn"
5940,0.2,-0.5,2,1,"iucn"
5941,0.2,-0.5,2,1,"iucn"
5942,0.2,-0.5,2,1,"iucn"
5943,0.2,-0.5,2,1,"iucn"
5944,0.2,-0.5,2,1,"iucn"
5945,0.2,-0.5,2,1,"iucn"
5946,0.2,-0.5,2,1,"iucn"
5947,0.2,-0.5,2,1,"iucn"
5948,0.2,-0.5,2,1,"iucn"
5949,0.2,-0.5,2,1,"iucn"
5950,0.2,-0.5,2,1,"iucn"
5951,0.2,-0.5,2,1,"iucn"
5952,0.2,-0.5,2,1,"iucn"
5953,0.2,-0.5,2,1,"iucn"
5954,0.2,-0.5,2,1,"iucn"
5955,0.2,-0.5,2,1,"iucn"
5956,0.2,-0.5,2,1,"iucn"
5957,0.2,-0.5,2,1,"iucn"
5958,0.2,-0.5,2,1,"iucn"
5959,0.2,-0.5,2,1,"iucn"
5960,0.2,-0.5,2,1,"iucn"
5961,0.2,-0.5,2,1,"iucn"
5962,0.2,-0.5,2,1,"iucn"
5963,0.2,-0.5,2,1,"iucn"
5964,0.2,-0.5,2,1,"iucn"
5965,0.2,-0.5,2,1,"iucn"
5966,0.2,-0.5,2,1,"iucn"
5967,0.2,-0.5,2,1,"iucn"
5968,0.2,-0.5,2,1,"iucn"
5969,0.2,-0.5,2,1,"iucn"
5970,0.2,-0.5,2,1,"iucn"
5971,0.2,-0.5,2,1,"iucn"
5972,0.2,-0.5,2,1,"iucn"
5973,0.2,-0.5,2,1,"iucn"
5974,0.2,-0.5,2,1,"iucn"
5975,0.2,-0.5,2,1,"iucn"
5976,0.2,-0.5,2,1,"iucn"
5977,0.2,-0.5,2,1,"iucn"
5978,0.2,-0.5,2,1,"iucn"
5979,0.2,-0.5,2,1,"iucn"
5980,0.2,-0.5,2,1,"iucn"
5981,0.2,-0.5,2,1,"iucn"
5982,0.2,-0.5,2,1,"iucn"
5983,0.2,-0.5,2,1,"iucn"
5984,0.2,-0.5,2,1,"iucn"
5985,0.2,-0.5,2,1,"iucn"
5986,0.2,-0.5,2,1,"iucn"
5987,0.2,-0.5,2,1,"iucn"
5988,0.2,-0.5,2,1,"iucn"
5989,0.2,-0.5,2,1,"iucn"
5990,0.2,-0.5,2,1,"iucn"
5991,0.2,-0.5,2,1,"iucn"
5992,0.2,-0.5,2,1,"iucn"
5993,0.2,-0.5,2,1,"iucn"
5994,0.2,-0.5,2,1,"iucn"
5995,0.2,-0.5,2,1,"iucn"
5996,0.2,-0.5,2,1,"iucn"
5997,0.2,-0.5,2,1,"iucn"
5998,0.2,-0.5,2,1,"iucn"
5999,0.2,-0.5,2,1,"iucn"
6000,0.2,-0.5,2,1,"iucn"
6001,0.2,-0.5,2,1,"iucn"
6002,0.2,-0.5,4,2,"iucn"
6003,0.2,-0.5,4,2,"iucn"
6004,0.2,-0.5,2,1,"iucn"
6005,0.2,-0.5,2,1,"iucn"
6006,0.2,-0.5,2,1,"iucn"
6007,0.2,-0.5,2,1,"iucn"
6008,0.2,-0.5,2,1,"iucn"
6009,0.2,-0.5,2,1,"iucn"
6010,0.2,-0.5,2,1,"iucn"
6011,0.2,-0.5,2,1,"iucn"
6012,0.2,-0.5,2,1,"iucn"
6013,0.2,-0.5,2,1,"iucn"
6014,0.2,-0.5,2,1,"iucn"
6015,0.2,-0.5,2,1,"iucn"
6016,0.2,-0.5,2,1,"iucn"
6017,0.2,-0.5,2,1,"iucn"
6018,0.2,-0.5,2,1,"iucn"
6019,0.2,-0.5,2,1,"iucn"
6020,0.2,-0.5,2,1,"iucn"
6021,0.2,-0.5,2,1,"iucn"
6022,0.2,-0.5,2,1,"iucn"
6023,0.2,-0.5,2,1,"iucn"
6024,0.2,-0.5,2,1,"iucn"
6025,0.2,-0.5,2,1,"iucn"
6026,0.2,-0.5,2,1,"iucn"
6027,0.2,-0.5,2,1,"iucn"
6028,0.2,-0.5,2,1,"iucn"
6029,0.2,-0.5,2,1,"iucn"
6030,0.2,-0.5,2,1,"iucn"
6031,0.2,-0.5,2,1,"iucn"
6032,0.2,-0.5,2,1,"iucn"
6033,0.2,-0.5,2,1,"iucn"
6034,0.2,-0.5,2,1,"iucn"
6035,0.2,-0.5,2,1,"iucn"
6036,0.2,-0.5,2,1,"iucn"
6037,0.2,-0.5,2,1,"iucn"
6038,0.2,-0.5,2,1,"iucn"
6039,0.2,-0.5,2,1,"iucn"
6040,0.2,-0.5,2,1,"iucn"
6041,0.2,-0.5,2,1,"iucn"
6042,0.2,-0.5,2,1,"iucn"
6043,0.2,-0.5,2,1,"iucn"
6044,0.2,-0.5,2,1,"iucn"
6045,0.2,-0.5,2,1,"iucn"
6046,0.2,-0.5,2,1,"iucn"
6047,0.2,-0.5,2,1,"iucn"
6048,0.2,-0.5,2,1,"iucn"
6049,0.2,-0.5,2,1,"iucn"
6050,0.2,-0.5,2,1,"iucn"
6051,0.2,-0.5,2,1,"iucn"
6052,0.2,-0.5,2,1,"iucn"
6053,0.2,-0.5,2,1,"iucn"
6054,0.2,-0.5,2,1,"iucn"
6055,0.2,-0.5,2,1,"iucn"
6056,0.2,-0.5,2,1,"iucn"
6057,0.2,-0.5,2,1,"iucn"
6058,0.2,-0.5,2,1,"iucn"
6059,0.2,-0.5,2,1,"iucn"
6060,0.2,-0.5,2,1,"iucn"
6061,0.2,-0.5,2,1,"iucn"
6062,0.2,-0.5,2,1,"iucn"
6063,0.2,-0.5,2,1,"iucn"
6064,0.2,-0.5,2,1,"iucn"
6065,0.2,-0.5,2,1,"iucn"
6066,0.2,-0.5,2,1,"iucn"
6067,0.2,-0.5,2,1,"iucn"
6068,0.2,-0.5,2,1,"iucn"
6069,0.2,-0.5,2,1,"iucn"
6070,0.2,-0.5,2,1,"iucn"
6071,0.2,-0.5,2,1,"iucn"
6072,0.2,-0.5,2,1,"iucn"
6073,0.2,-0.5,2,1,"iucn"
6074,0.2,-0.5,2,1,"iucn"
6075,0.2,-0.5,2,1,"iucn"
6076,0.2,-0.5,2,1,"iucn"
6077,0.2,-0.5,2,1,"iucn"
6078,0.2,-0.5,2,1,"iucn"
6079,0.2,-0.5,2,1,"iucn"
6080,0.2,-0.5,2,1,"iucn"
6081,0.2,-0.5,2,1,"iucn"
6082,0.2,-0.5,2,1,"iucn"
6083,0.2,-0.5,2,1,"iucn"
6084,0.2,-0.5,2,1,"iucn"
6085,0.2,-0.5,2,1,"iucn"
6086,0.2,-0.5,2,1,"iucn"
6087,0.2,-0.5,2,1,"iucn"
6088,0.2,-0.5,2,1,"iucn"
6089,0.2,-0.5,2,1,"iucn"
6090,0.2,-0.5,2,1,"iucn"
6091,0.2,-0.5,2,1,"iucn"
6092,0.2,-0.5,2,1,"iucn"
6093,0.2,-0.5,2,1,"iucn"
6094,0.2,-0.5,2,1,"iucn"
6095,0.2,-0.5,2,1,"iucn"
6096,0.2,-0.5,2,1,"iucn"
6097,0.2,-0.5,2,1,"iucn"
6098,0.2,-0.5,2,1,"iucn"
6099,0.2,-0.5,2,1,"iucn"
6100,0.2,-0.5,2,1,"iucn"
6101,0.2,-0.5,2,1,"iucn"
6102,0.2,-0.5,2,1,"iucn"
6103,0.2,-0.5,2,1,"iucn"
6104,0.2,-0.5,2,1,"iucn"
6105,0.2,-0.5,2,1,"iucn"
6106,0.2,-0.5,2,1,"iucn"
6107,0.2,-0.5,2,1,"iucn"
6108,0.2,-0.5,2,1,"iucn"
6109,0.2,-0.5,2,1,"iucn"
6110,0.2,-0.5,2,1,"iucn"
6111,0.2,-0.5,2,1,"iucn"
6112,0.2,-0.5,2,1,"iucn"
6113,0.2,-0.5,2,1,"iucn"
6114,0.2,-0.5,2,1,"iucn"
6115,0.2,-0.5,2,1,"iucn"
6116,0.2,-0.5,2,1,"iucn"
6117,0.2,-0.5,2,1,"iucn"
6118,0.2,-0.5,2,1,"iucn"
6119,0.2,-0.5,2,1,"iucn"
6120,0.2,-0.5,2,1,"iucn"
6121,0.2,-0.5,2,1,"iucn"
6122,0.2,-0.5,2,1,"iucn"
6123,0.2,-0.5,2,1,"iucn"
6124,0.2,-0.5,2,1,"iucn"
6629,0.2,-0.5,2,1,"iucn"
6630,0.2,-0.5,2,1,"iucn"
6631,0.2,-0.5,2,1,"iucn"
6632,0.2,-0.5,2,1,"iucn"
6633,0.2,-0.5,2,1,"iucn"
6634,0.2,-0.5,2,1,"iucn"
6635,0.2,-0.5,2,1,"iucn"
6636,0.2,-0.5,2,1,"iucn"
6637,0.2,-0.5,2,1,"iucn"
6638,0.2,-0.5,2,1,"iucn"
6639,0.2,-0.5,2,1,"iucn"
6640,0.2,-0.5,2,1,"iucn"
6641,0.2,-0.5,2,1,"iucn"
6642,0.2,-0.5,2,1,"iucn"
6643,0.2,-0.5,2,1,"iucn"
6644,0.2,-0.5,2,1,"iucn"
6645,0.2,-0.5,2,1,"iucn"
6646,0.2,-0.5,2,1,"iucn"
6647,0.2,-0.5,2,1,"iucn"
6648,0.2,-0.5,2,1,"iucn"
6649,0.2,-0.5,2,1,"iucn"
6650,0.2,-0.5,2,1,"iucn"
6651,0.2,-0.5,2,1,"iucn"
6652,0.2,-0.5,2,1,"iucn"
6653,0.2,-0.5,2,1,"iucn"
6654,0.2,-0.5,2,1,"iucn"
6655,0.2,-0.5,2,1,"iucn"
6656,0.2,-0.5,2,1,"iucn"
6657,0.2,-0.5,2,1,"iucn"
6658,0.2,-0.5,2,1,"iucn"
6659,0.2,-0.5,2,1,"iucn"
6660,0.2,-0.5,2,1,"iucn"
6661,0.2,-0.5,2,1,"iucn"
6662,0.2,-0.5,2,1,"iucn"
6663,0.2,-0.5,2,1,"iucn"
6664,0.2,-0.5,2,1,"iucn"
6665,0.2,-0.5,2,1,"iucn"
6666,0.2,-0.5,2,1,"iucn"
6667,0.2,-0.5,2,1,"iucn"
6668,0.2,-0.5,2,1,"iucn"
6669,0.2,-0.5,2,1,"iucn"
6670,0.2,-0.5,2,1,"iucn"
6671,0.2,-0.5,2,1,"iucn"
6672,0.2,-0.5,2,1,"iucn"
6673,0.2,-0.5,2,1,"iucn"
6674,0.2,-0.5,2,1,"iucn"
6675,0.2,-0.5,2,1,"iucn"
6676,0.2,-0.5,2,1,"iucn"
6677,0.2,-0.5,2,1,"iucn"
6678,0.2,-0.5,2,1,"iucn"
6679,0.2,-0.5,2,1,"iucn"
6680,0.2,-0.5,2,1,"iucn"
6681,0.2,-0.5,2,1,"iucn"
6682,0.2,-0.5,2,1,"iucn"
6683,0.2,-0.5,2,1,"iucn"
6684,0.2,-0.5,2,1,"iucn"
6685,0.2,-0.5,2,1,"iucn"
6686,0.2,-0.5,2,1,"iucn"
6687,0.2,-0.5,2,1,"iucn"
6688,0.2,-0.5,2,1,"iucn"
6689,0.2,-0.5,2,1,"iucn"
6690,0.2,-0.5,2,1,"iucn"
6691,0.2,-0.5,2,1,"iucn"
6692,0.2,-0.5,2,1,"iucn"
6693,0.2,-0.5,2,1,"iucn"
6694,0.2,-0.5,2,1,"iucn"
6695,0.2,-0.5,2,1,"iucn"
6696,0.2,-0.5,2,1,"iucn"
6697,0.2,-0.5,2,1,"iucn"
6698,0.2,-0.5,2,1,"iucn"
6699,0.2,-0.5,2,1,"iucn"
6700,0.2,-0.5,2,1,"iucn"
6701,0.2,-0.5,2,1,"iucn"
6702,0.2,-0.5,2,1,"iucn"
6703,0.2,-0.5,2,1,"iucn"
6704,0.2,-0.5,2,1,"iucn"
6705,0.2,-0.5,2,1,"iucn"
6706,0.2,-0.5,2,1,"iucn"
6707,0.2,-0.5,2,1,"iucn"
6708,0.2,-0.5,2,1,"iucn"
6709,0.2,-0.5,2,1,"iucn"
6710,0.2,-0.5,2,1,"iucn"
6711,0.2,-0.5,2,1,"iucn"
6712,0.2,-0.5,2,1,"iucn"
6713,0.2,-0.5,2,1,"iucn"
6714,0.2,-0.5,2,1,"iucn"
6715,0.2,-0.5,2,1,"iucn"
6716,0.2,-0.5,2,1,"iucn"
6717,0.2,-0.5,2,1,"iucn"
6718,0.2,-0.5,2,1,"iucn"
6719,0.2,-0.5,2,1,"iucn"
6720,0.2,-0.5,2,1,"iucn"
6721,0.2,-0.5,2,1,"iucn"
6722,0.2,-0.5,2,1,"iucn"
6723,0.2,-0.5,4,2,"iucn"
6724,0.2,-0.5,4,2,"iucn"
6725,0.2,-0.5,2,1,"iucn"
6726,0.2,-0.5,2,1,"iucn"
6727,0.2,-0.5,2,1,"iucn"
6728,0.2,-0.5,2,1,"iucn"
6729,0.2,-0.5,2,1,"iucn"
6730,0.2,-0.5,2,1,"iucn"
6731,0.2,-0.5,2,1,"iucn"
6732,0.2,-0.5,2,1,"iucn"
6733,0.2,-0.5,2,1,"iucn"
6734,0.2,-0.5,2,1,"iucn"
6735,0.2,-0.5,2,1,"iucn"
6736,0.2,-0.5,2,1,"iucn"
6737,0.2,-0.5,2,1,"iucn"
6738,0.2,-0.5,2,1,"iucn"
6739,0.2,-0.5,2,1,"iucn"
6740,0.2,-0.5,2,1,"iucn"
6741,0.2,-0.5,2,1,"iucn"
6742,0.2,-0.5,2,1,"iucn"
6743,0.2,-0.5,2,1,"iucn"
6744,0.2,-0.5,2,1,"iucn"
6745,0.2,-0.5,2,1,"iucn"
6746,0.2,-0.5,2,1,"iucn"
6747,0.2,-0.5,2,1,"iucn"
6748,0.2,-0.5,2,1,"iucn"
6749,0.2,-0.5,2,1,"iucn"
6750,0.2,-0.5,2,1,"iucn"
6751,0.2,-0.5,2,1,"iucn"
6752,0.2,-0.5,2,1,"iucn"
6753,0.2,-0.5,2,1,"iucn"
6754,0.2,-0.5,2,1,"iucn"
6755,0.2,-0.5,2,1,"iucn"
6756,0.2,-0.5,2,1,"iucn"
6757,0.2,-0.5,2,1,"iucn"
6758,0.2,-0.5,2,1,"iucn"
6759,0.2,-0.5,2,1,"iucn"
6760,0.2,-0.5,2,1,"iucn"
6761,0.2,-0.5,2,1,"iucn"
6762,0.2,-0.5,2,1,"iucn"
6763,0.2,-0.5,2,1,"iucn"
6764,0.2,-0.5,2,1,"iucn"
6765,0.2,-0.5,2,1,"iucn"
6766,0.2,-0.5,2,1,"iucn"
6767,0.2,-0.5,2,1,"iucn"
6768,0.2,-0.5,2,1,"iucn"
6769,0.2,-0.5,2,1,"iucn"
6770,0.2,-0.5,2,1,"iucn"
