"rgn_id","mean_cat","mean_trend","status"
1,0.375,-0.176471,50
2,0.375,-0.176471,50
3,0.416667,-0.176471,44.4444
4,0.454545,-0.222222,39.3939
5,0.384615,-0.194444,48.7179
6,0.384,-0.176471,48.8
7,0.375,-0.176471,50
8,0.372727,-0.133333,50.303
9,0.372727,-0.133333,50.303
10,0.38,-0.107143,49.3333
11,0.371429,-0.107143,50.4762
12,0.309091,0.0833333,58.7879
13,0.306667,-0.15,59.1111
14,0.4,-0.157895,46.6667
15,0.392,-0.194444,47.7333
16,0.363636,-0.25,51.5152
17,0.369231,-0.176471,50.7692
18,0.384,-0.176471,48.8
19,0.378947,-0.0769231,49.4737
20,0.408333,-0.138889,45.5556
21,0.4,-0.0357143,46.6667
24,0.39,-0.0769231,48
25,0.381818,-0.133333,49.0909
26,0.361905,-0.133333,51.746
28,0.375,-0.176471,50
29,0.375,-0.176471,50
30,0.376,-0.176471,49.8667
31,0.376,-0.176471,49.8667
32,0.376,-0.176471,49.8667
33,0.376,-0.176471,49.8667
34,0.376,-0.176471,49.8667
35,0.384615,-0.194444,48.7179
36,0.358333,-0.15625,52.2222
37,0.376,-0.176471,49.8667
38,0.375,-0.176471,50
39,0.372727,-0.133333,50.303
40,0.361905,-0.133333,51.746
41,0.384615,-0.194444,48.7179
42,0.384615,-0.194444,48.7179
43,0.376,-0.176471,49.8667
44,0.366667,-0.176471,51.1111
45,0.352941,0,52.9412
46,0.3625,0,51.6667
47,0.365217,-0.15625,51.3043
48,0.354545,-0.133333,52.7273
49,0.35,-0.0714286,53.3333
50,0.369231,0,50.7692
51,0.4,0.5,46.6667
52,0.3,0.5,60
53,0.365217,-0.15625,51.3043
54,0.347368,-0.0769231,53.6842
55,0.426087,-0.176471,43.1884
56,0.418182,-0.133333,44.2424
57,0.434783,-0.15625,42.029
58,0.45,-0.15625,40
59,0.444444,-0.0833333,40.7407
60,0.45,-0.181818,40
61,0.421053,-0.25,43.8596
62,0.45,-0.15625,40
63,0.45,-0.15625,40
64,0.442105,-0.0769231,41.0526
65,0.417391,-0.15625,44.3478
66,0.417391,-0.15625,44.3478
67,0.413333,-0.15,44.8889
68,0.345455,-0.285714,53.9394
71,0.2,NaN,73.3333
72,0.2,NaN,73.3333
73,0.454545,-0.03125,39.3939
74,0.2,NaN,73.3333
75,0.2,NaN,73.3333
76,0.414286,-0.05,44.7619
77,0.133333,-0.25,82.2222
78,0.133333,-0.25,82.2222
79,0.25,-0.25,66.6667
80,0.4,-0.111111,46.6667
81,0.133333,-0.25,82.2222
82,0.425,-0.4,43.3333
84,0.45,-0.181818,40
85,0.39,-0.107143,48
86,0.4,-0.107143,46.6667
88,0.409524,-0.133333,45.3968
89,0.475,-0.0833333,36.6667
90,0.488889,-0.142857,34.8148
91,0.48,-0.1875,36
92,0.409524,-0.133333,45.3968
93,0.488889,-0.142857,34.8148
94,0.44,0.125,41.3333
95,0.454545,-0.222222,39.3939
96,0.39,-0.133333,48
97,0.390476,-0.133333,47.9365
98,0.39,-0.133333,48
99,0.39,-0.133333,48
100,0.423529,-0.0909091,43.5294
101,0.426087,-0.176471,43.1884
102,0.407692,-0.194444,45.641
103,0.390476,-0.133333,47.9365
104,0.390476,-0.133333,47.9365
105,0.44,0.125,41.3333
106,0.390476,-0.133333,47.9365
107,0.4,-0.125,46.6667
108,0.390476,-0.133333,47.9365
110,0.416667,-0.15625,44.4444
111,0.389474,-0.0769231,48.0702
112,0.4,-0.133333,46.6667
113,0.388235,-0.0416667,48.2353
114,0.380952,-0.15625,49.2063
115,0.380952,-0.15625,49.2063
116,0.39,-0.133333,48
117,0.39,-0.133333,48
118,0.39,-0.133333,48
119,0.380952,-0.15625,49.2063
120,0.380952,-0.15625,49.2063
121,0.39,-0.133333,48
122,0.380952,-0.15625,49.2063
123,0.380952,-0.15625,49.2063
124,0.380952,-0.15625,49.2063
125,0.4,-0.15625,46.6667
126,0.4,-0.15625,46.6667
127,0.4,-0.15625,46.6667
129,0.390909,-0.133333,47.8788
130,0.391667,-0.15625,47.7778
131,0.391667,-0.15625,47.7778
132,0.391667,-0.15625,47.7778
133,0.390476,-0.107143,47.9365
134,0.4,-0.178571,46.6667
135,0.42963,-0.157895,42.716
136,0.390476,-0.107143,47.9365
137,0.409091,-0.2,45.4545
138,0.425,-0.235294,43.3333
139,0.4,-0.15625,46.6667
140,0.39,-0.133333,48
141,0.461538,-0.25,38.4615
143,0.5125,-0.0416667,31.6667
144,0.523077,-0.05,30.2564
145,0.475,-0.125,36.6667
146,0.325,0.125,56.6667
147,0.373913,-0.15625,50.1449
148,0.381818,-0.178571,49.0909
149,0.381818,-0.178571,49.0909
150,0.378947,-0.125,49.4737
151,0.314286,-0.142857,58.0952
152,0.346667,-0.1875,53.7778
153,0.378947,-0.125,49.4737
154,0.311111,0.125,58.5185
155,0.384,-0.176471,48.8
156,0.4,-0.05,46.6667
157,0.378947,-0.125,49.4737
158,0.371429,-0.107143,50.4762
159,0.346667,-0.1875,53.7778
161,0.3125,-0.111111,58.3333
162,0.438462,-0.194444,41.5385
163,0.448649,-0.16,40.1802
164,0.4,-0.107143,46.6667
166,0.38,-0.133333,49.3333
167,0.4,-0.15625,46.6667
168,0.381818,-0.15625,49.0909
169,0.38,-0.133333,49.3333
171,0.415385,-0.225,44.6154
172,0.443478,-0.194444,40.8696
173,0.425,-0.194444,43.3333
175,0.461538,-0.25,38.4615
176,0.461538,-0.25,38.4615
177,0.461538,-0.25,38.4615
179,0.418182,-0.133333,44.2424
180,0.43,-0.133333,42.6667
181,0.43,-0.133333,42.6667
182,0.448,-0.176471,40.2667
183,0.448,-0.176471,40.2667
184,0.386667,-0.181818,48.4444
185,0.425,-0.4,43.3333
186,0.425,-0.4,43.3333
187,0.4,-0.15,46.6667
188,0.363636,-0.285714,51.5152
190,0.3,0.5,60
191,0.352381,-0.107143,53.0159
192,0.4,0.5,46.6667
193,0.417391,-0.15625,44.3478
194,0.409091,-0.133333,45.4545
195,0.390476,-0.133333,47.9365
196,0.39,-0.133333,48
197,0.4,0.0625,46.6667
198,0.390476,-0.133333,47.9365
199,0.413333,-0.05,44.8889
200,0.425,-0.194444,43.3333
202,0.375,-0.176471,50
203,0.4,-0.225,46.6667
204,0.4,-0.0909091,46.6667
205,0.381818,-0.133333,49.0909
206,0.391304,-0.15625,47.8261
207,0.4,-0.210526,46.6667
208,0.4,-0.0625,46.6667
209,0.4,-0.157895,46.6667
210,0.414286,-0.157895,44.7619
212,0.371429,-0.107143,50.4762
213,0.488889,-0.142857,34.8148
214,0.3,-0.333333,60
215,0.3,NaN,60
216,0.383333,-0.15625,48.8889
218,0.476923,-0.105263,36.4103
219,0.48,-0.125,36
220,0.39,-0.133333,48
221,0.39,-0.133333,48
222,0.45,0,40
223,0.48,-0.09375,36
224,0.445455,-0.21875,40.6061
227,0.43,-0.133333,42.6667
228,0.466667,-0.178571,37.7778
231,0.372727,-0.133333,50.303
232,0.425,-0.4,43.3333
237,0.372727,-0.133333,50.303
244,0.409524,-0.107143,45.3968
245,0.39,-0.107143,48
247,0.381818,-0.133333,49.0909
248,0.39,-0.133333,48
249,0.39,-0.133333,48
250,0.409524,-0.107143,45.3968
255,0.42,-0.175,44
NA,0.493333,0.111111,34.2222
