"rgn_id","rgn_mean_cat","rgn_mean_trend","status"
"260",0.181709,-0.448337,0.757721
"261",0.173049,-0.13485,0.769268
"262",0.17263,-0.184671,0.769826
"263",0.136979,-0.198373,0.817362
"264",0.141116,-0.221896,0.811845
"266",0.131594,-0.118882,0.824541
"267",0.129218,-0.190585,0.827709
"269",0.123279,-0.198721,0.835628
"270",0.130289,-0.204182,0.826282
"272",0.138269,-0.143985,0.815641
"273",0.132645,-0.0371819,0.82314
"274",0.128332,-0.189297,0.82889
"275",0.130525,-0.207358,0.825967
"276",0.135981,-0.152538,0.818692
"277",0.140678,-0.167752,0.812429
