"rgn_id","rgn_mean_cat","rgn_mean_trend","status"
1,0.133767,-0.265195,0.821645
2,0.129445,-0.253121,0.827407
3,0.120503,-0.250083,0.83933
4,0.142368,0.0501367,0.810175
5,0.100808,-0.258567,0.865589
6,0.095905,-0.266012,0.872127
7,0.102623,-0.260027,0.863169
8,0.115295,-0.258721,0.846273
9,0.120332,-0.258763,0.839557
10,0.127403,-0.249998,0.83013
11,0.117305,-0.271705,0.843593
12,0.139767,-0.258943,0.813644
13,0.121359,-0.25194,0.838188
14,0.0911979,-0.25782,0.878403
15,0.101641,-0.274007,0.864478
16,0.10548,-0.24059,0.85936
17,0.0980544,NaN,0.869261
18,0.107982,-0.254953,0.856024
19,0.109531,-0.259881,0.853958
20,0.094363,-0.242336,0.874183
21,0.110409,-0.180649,0.852788
24,0.0852136,-0.304961,0.886382
25,0.0852734,-0.300149,0.886302
26,0.101705,-0.25774,0.864393
28,0.0957709,-0.277519,0.872305
29,0.089883,-0.292681,0.880156
30,0.0814171,-0.300525,0.891444
31,0.110014,-0.279463,0.853314
32,0.124692,-0.267972,0.833745
33,0.0946224,-0.279291,0.873837
34,0.115466,-0.232802,0.846046
35,0.112583,-0.261035,0.84989
36,0.131371,-0.284569,0.824838
37,0.126425,-0.276842,0.831434
38,0.122707,-0.270509,0.836391
39,0.100408,-0.254387,0.866123
40,0.103159,-0.248222,0.862455
41,0.092366,-0.252808,0.876845
42,0.109557,-0.268978,0.853924
43,0.0997887,-0.266395,0.866948
44,0.0972703,-0.260492,0.870306
45,0.086626,-0.318857,0.884499
46,0.0824936,-0.287601,0.890008
47,0.0946541,-0.266274,0.873795
48,0.10174,-0.252122,0.864347
49,0.0823432,-0.314805,0.890209
50,0.0806038,-0.313651,0.892528
51,0.0848834,-0.304935,0.886822
52,0.0770692,-0.292795,0.897241
53,0.105478,-0.245035,0.859363
54,0.0830662,-0.296468,0.889245
55,0.155764,-0.26405,0.792315
56,0.135872,-0.227415,0.818837
57,0.158015,-0.246889,0.789313
58,0.132898,-0.222023,0.822802
59,0.105888,-0.136487,0.858817
60,0.112883,-0.19801,0.84949
61,0.116309,-0.200037,0.844921
62,0.131672,-0.218172,0.824437
63,0.132406,-0.224745,0.823458
64,0.11971,-0.175858,0.840387
65,0.126924,-0.197066,0.830768
66,0.122322,-0.19006,0.836905
67,0.121348,-0.225361,0.838203
68,0.122097,-0.220879,0.837205
69,0.0772168,-0.0807744,0.897044
70,0.0752934,-0.115096,0.899609
71,0.0849435,-0.172322,0.886742
72,0.0950957,-0.184052,0.873206
73,0.0986593,-0.0952793,0.868454
74,0.0699507,-0.150035,0.906732
75,0.0860712,-0.194411,0.885238
76,0.0758087,-0.156434,0.898922
77,0.0878233,-0.161331,0.882902
78,0.0842322,-0.159855,0.88769
79,0.0954476,-0.179151,0.872736
80,0.112919,-0.1958,0.849442
81,0.109645,-0.195613,0.853807
82,0.116456,-0.183358,0.844726
84,0.0963675,-0.172803,0.87151
85,0.134576,-0.244526,0.820565
86,0.133779,-0.242563,0.821628
88,0.141669,-0.17206,0.811109
89,0.121437,0.224298,0.838084
90,0.144529,-0.0655731,0.807295
91,0.147564,-0.0426894,0.803248
92,0.144071,-0.164328,0.807906
93,0.123301,-0.0252303,0.835598
94,0.111424,0.14974,0.851435
