iucn_sid,presence,origin,distribution_code,value,species,sciname,rgn_id,rgn_name
41762,Extant,Native,Native,NA,NA,Delphinus delphis,232,Bosnia and Herzegovina
41762,Extant,Native,Native,NA,NA,Delphinus delphis,81,Cyprus
41762,Extant,Native,Native,NA,NA,Delphinus delphis,84,Algeria
41762,Extant,Native,Native,NA,NA,Delphinus delphis,214,Egypt
41762,Extant,Native,Native,NA,NA,Delphinus delphis,182,Spain
41762,Extant,Native,Native,NA,NA,Delphinus delphis,179,France
41762,Extant,Native,Native,NA,NA,Delphinus delphis,60,Gibraltar
41762,Extant,Native,Native,NA,NA,Delphinus delphis,80,Greece
41762,Extant,Native,Native,NA,NA,Delphinus delphis,187,Croatia
41762,Extant,Native,Native,NA,NA,Delphinus delphis,79,Israel
41762,Extant,Native,Native,NA,NA,Delphinus delphis,184,Italy
41762,Extant,Native,Native,NA,NA,Delphinus delphis,78,Lebanon
41762,Extant,Native,Native,NA,NA,Delphinus delphis,67,Libya
41762,Extant,Native,Native,NA,NA,Delphinus delphis,62,Morocco
41762,Extant,Native,Native,NA,NA,Delphinus delphis,185,Monaco
41762,Extant,Native,Native,NA,NA,Delphinus delphis,186,Montenegro
41762,Extant,Native,Native,NA,NA,Delphinus delphis,68,Malta
41762,Extant,Native,Native,NA,NA,Delphinus delphis,188,Slovenia
41762,Extant,Native,Native,NA,NA,Delphinus delphis,77,Syria
41762,Extant,Native,Native,NA,NA,Delphinus delphis,61,Tunisia
41762,Extant,Native,Native,NA,NA,Delphinus delphis,76,Turkey
46967807,Extant,Native,Native,NA,NA,Dermochelys coriacea,224,Chile
46967807,Extant,Native,Native,NA,NA,Dermochelys coriacea,132,Colombia
46967807,Extant,Native,Native,NA,NA,Dermochelys coriacea,130,Costa Rica
46967807,Extant,Native,Native,NA,NA,Dermochelys coriacea,137,Ecuador
46967807,Extant,Native,Native,NA,NA,Dermochelys coriacea,179,France
46967807,Extant,Native,Native,NA,NA,Dermochelys coriacea,136,Guatemala
46967807,Extant,Native,Native,NA,NA,Dermochelys coriacea,133,Honduras
46967807,Extant,Native,Native,NA,NA,Dermochelys coriacea,135,Mexico
46967807,Extant,Native,Native,NA,NA,Dermochelys coriacea,131,Nicaragua
46967807,Extant,Native,Native,NA,NA,Dermochelys coriacea,129,Panama
46967807,Extant,Native,Native,NA,NA,Dermochelys coriacea,138,Peru
46967807,Extant,Native,Native,NA,NA,Dermochelys coriacea,134,El Salvador
46967807,Extant,Native,Native,NA,NA,Dermochelys coriacea,163,United States
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,120,Antigua and Barbuda
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,118,Anguilla
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,82,Albania
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,200,Angola
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,172,Argentina
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,151,American Samoa
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,16,Australia
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,250,Aruba
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,232,Bosnia and Herzegovina
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,124,Barbados
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,204,Bangladesh
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,52,Bahrain
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,99,Benin
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,108,Bermuda
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,247,Brunei
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,245,Bonaire
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,248,Saba
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,249,Sint Eustatius
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,171,Brazil
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,110,Bahamas
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,164,Belize
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,218,Canada
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,199,Democratic Republic of the Congo
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,100,Republique du Congo
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,195,Ivory Coast
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,224,Chile
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,197,Cameroon
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,209,China
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,132,Colombia
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,130,Costa Rica
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,112,Cuba
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,244,Curacao
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,81,Cyprus
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,123,Dominica
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,115,Dominican Republic
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,137,Ecuador
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,214,Egypt
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,45,Eritrea
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,182,Spain
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,18,Fiji
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,9,Micronesia
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,179,France
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,198,Gabon
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,180,United Kingdom
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,125,Grenada
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,169,French Guiana
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,106,Ghana
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,65,Gambia
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,194,Guinea
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,140,Guadeloupe and Martinique
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,104,Equatorial Guinea
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,80,Greece
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,136,Guatemala
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,13,Northern Mariana Islands and Guam
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,193,Guinea Bissau
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,167,Guyana
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,133,Honduras
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,187,Croatia
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,114,Haiti
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,216,Indonesia
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,181,Ireland
6494,Possibly Extinct,Native,Possibly Extinct,NA,NA,Dermochelys coriacea,79,Israel
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,203,India
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,184,Italy
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,166,Jamaica
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,210,Japan
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,43,Kenya
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,24,Cambodia
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,212,Kiribati
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,28,Comoro Islands
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,119,Saint Kitts and Nevis
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,21,North Korea
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,20,South Korea
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,78,Lebanon
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,122,Saint Lucia
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,40,Sri Lanka
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,97,Liberia
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,67,Libya
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,62,Morocco
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,186,Montenegro
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,221,Northern Saint-Martin
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,42,Madagascar
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,11,Marshall Islands
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,205,Myanmar
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,13,Northern Mariana Islands and Guam
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,140,Guadeloupe and Martinique
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,64,Mauritania
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,121,Montserrat
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,37,Mauritius
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,135,Mexico
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,206,Malaysia
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,41,Mozambique
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,101,Namibia
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,5,New Caledonia
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,196,Nigeria
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,131,Nicaragua
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,162,New Zealand
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,129,Panama
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,138,Peru
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,147,French Polynesia
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,17,Papua New Guinea
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,15,Philippines
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,116,Puerto Rico and Virgin Islands of the United States
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,183,Portugal
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,8,Palau
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,73,Russia
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,7,Solomon Islands
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,31,Seychelles
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,85,Ascension
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,86,Saint Helena
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,88,Tristan da Cunha
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,188,Slovenia
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,96,Sierra Leone
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,66,Senegal
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,168,Suriname
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,103,Sao Tome and Principe
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,134,El Salvador
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,220,Sint Maarten
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,77,Syria
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,111,Turks and Caicos Islands
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,92,Amsterdam Island and Saint Paul Island
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,91,Crozet Islands
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,93,Kerguelen Islands
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,98,Togo
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,25,Thailand
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,61,Tunisia
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,155,Tonga
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,126,Trinidad and Tobago
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,19,Tuvalu
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,14,Taiwan
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,202,Tanzania
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,163,United States
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,173,Uruguay
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,127,Saint Vincent and the Grenadines
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,139,Venezuela
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,117,British Virgin Islands
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,116,Puerto Rico and Virgin Islands of the United States
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,152,Samoa
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,29,Mayotte
6494,Extant,Native,Native,NA,NA,Dermochelys coriacea,102,South Africa
46967817,Extant,Native,Native,NA,NA,Dermochelys coriacea,151,American Samoa
46967817,Extant,Native,Native,NA,NA,Dermochelys coriacea,16,Australia
46967817,Extant,Native,Native,NA,NA,Dermochelys coriacea,247,Brunei
46967817,Extant,Native,Native,NA,NA,Dermochelys coriacea,218,Canada
46967817,Extant,Native,Native,NA,NA,Dermochelys coriacea,209,China
46967817,Extant,Native,Native,NA,NA,Dermochelys coriacea,18,Fiji
46967817,Extant,Native,Native,NA,NA,Dermochelys coriacea,9,Micronesia
46967817,Extant,Native,Native,NA,NA,Dermochelys coriacea,13,Northern Mariana Islands and Guam
46967817,Extant,Native,Native,NA,NA,Dermochelys coriacea,216,Indonesia
46967817,Extant,Native,Native,NA,NA,Dermochelys coriacea,210,Japan
46967817,Extant,Native,Native,NA,NA,Dermochelys coriacea,24,Cambodia
46967817,Extant,Native,Native,NA,NA,Dermochelys coriacea,212,Kiribati
46967817,Extant,Native,Native,NA,NA,Dermochelys coriacea,21,North Korea
46967817,Extant,Native,Native,NA,NA,Dermochelys coriacea,20,South Korea
46967817,Extant,Native,Native,NA,NA,Dermochelys coriacea,11,Marshall Islands
46967817,Extant,Native,Native,NA,NA,Dermochelys coriacea,13,Northern Mariana Islands and Guam
46967817,Extant,Native,Native,NA,NA,Dermochelys coriacea,206,Malaysia
46967817,Extant,Native,Native,NA,NA,Dermochelys coriacea,5,New Caledonia
46967817,Extant,Native,Native,NA,NA,Dermochelys coriacea,162,New Zealand
46967817,Extant,Native,Native,NA,NA,Dermochelys coriacea,147,French Polynesia
46967817,Extant,Native,Native,NA,NA,Dermochelys coriacea,17,Papua New Guinea
46967817,Extant,Native,Native,NA,NA,Dermochelys coriacea,15,Philippines
46967817,Extant,Native,Native,NA,NA,Dermochelys coriacea,8,Palau
46967817,Extant,Native,Native,NA,NA,Dermochelys coriacea,73,Russia
46967817,Extant,Native,Native,NA,NA,Dermochelys coriacea,7,Solomon Islands
46967817,Extant,Native,Native,NA,NA,Dermochelys coriacea,25,Thailand
46967817,Extant,Native,Native,NA,NA,Dermochelys coriacea,155,Tonga
46967817,Extant,Native,Native,NA,NA,Dermochelys coriacea,19,Tuvalu
46967817,Extant,Native,Native,NA,NA,Dermochelys coriacea,14,Taiwan
46967817,Extant,Native,Native,NA,NA,Dermochelys coriacea,163,United States
46967817,Extant,Native,Native,NA,NA,Dermochelys coriacea,152,Samoa
46967827,Extant,Native,Native,NA,NA,Dermochelys coriacea,120,Antigua and Barbuda
46967827,Extant,Native,Native,NA,NA,Dermochelys coriacea,118,Anguilla
46967827,Extant,Native,Native,NA,NA,Dermochelys coriacea,82,Albania
46967827,Extant,Native,Native,NA,NA,Dermochelys coriacea,250,Aruba
46967827,Extant,Native,Native,NA,NA,Dermochelys coriacea,232,Bosnia and Herzegovina
46967827,Extant,Native,Native,NA,NA,Dermochelys coriacea,124,Barbados
46967827,Extant,Native,Native,NA,NA,Dermochelys coriacea,99,Benin
46967827,Extant,Native,Native,NA,NA,Dermochelys coriacea,108,Bermuda
46967827,Extant,Native,Native,NA,NA,Dermochelys coriacea,245,Bonaire
46967827,Extant,Native,Native,NA,NA,Dermochelys coriacea,248,Saba
46967827,Extant,Native,Native,NA,NA,Dermochelys coriacea,249,Sint Eustatius
46967827,Extant,Native,Native,NA,NA,Dermochelys coriacea,171,Brazil
46967827,Extant,Native,Native,NA,NA,Dermochelys coriacea,110,Bahamas
46967827,Extant,Native,Native,NA,NA,Dermochelys coriacea,164,Belize
46967827,Extant,Native,Native,NA,NA,Dermochelys coriacea,218,Canada
46967827,Extant,Native,Native,NA,NA,Dermochelys coriacea,195,Ivory Coast
46967827,Extant,Native,Native,NA,NA,Dermochelys coriacea,132,Colombia
46967827,Extant,Native,Native,NA,NA,Dermochelys coriacea,130,Costa Rica
46967827,Extant,Native,Native,NA,NA,Dermochelys coriacea,112,Cuba
46967827,Extant,Native,Native,NA,NA,Dermochelys coriacea,244,Curacao
46967827,Extant,Native,Native,NA,NA,Dermochelys coriacea,81,Cyprus
46967827,Extant,Native,Native,NA,NA,Dermochelys coriacea,123,Dominica
46967827,Extant,Native,Native,NA,NA,Dermochelys coriacea,115,Dominican Republic
46967827,Extant,Native,Native,NA,NA,Dermochelys coriacea,214,Egypt
46967827,Extant,Native,Native,NA,NA,Dermochelys coriacea,182,Spain
46967827,Extant,Native,Native,NA,NA,Dermochelys coriacea,179,France
46967827,Extant,Native,Native,NA,NA,Dermochelys coriacea,180,United Kingdom
46967827,Extant,Native,Native,NA,NA,Dermochelys coriacea,125,Grenada
46967827,Extant,Native,Native,NA,NA,Dermochelys coriacea,169,French Guiana
46967827,Extant,Native,Native,NA,NA,Dermochelys coriacea,106,Ghana
46967827,Extant,Native,Native,NA,NA,Dermochelys coriacea,65,Gambia
46967827,Extant,Native,Native,NA,NA,Dermochelys coriacea,194,Guinea
46967827,Extant,Native,Native,NA,NA,Dermochelys coriacea,140,Guadeloupe and Martinique
46967827,Extant,Native,Native,NA,NA,Dermochelys coriacea,80,Greece
46967827,Extant,Native,Native,NA,NA,Dermochelys coriacea,136,Guatemala
46967827,Extant,Native,Native,NA,NA,Dermochelys coriacea,193,Guinea Bissau
46967827,Extant,Native,Native,NA,NA,Dermochelys coriacea,133,Honduras
46967827,Extant,Native,Native,NA,NA,Dermochelys coriacea,187,Croatia
46967827,Extant,Native,Native,NA,NA,Dermochelys coriacea,114,Haiti
46967827,Extant,Native,Native,NA,NA,Dermochelys coriacea,181,Ireland
46967827,Extant,Native,Native,NA,NA,Dermochelys coriacea,79,Israel
46967827,Extant,Native,Native,NA,NA,Dermochelys coriacea,184,Italy
46967827,Extant,Native,Native,NA,NA,Dermochelys coriacea,166,Jamaica
46967827,Extant,Native,Native,NA,NA,Dermochelys coriacea,119,Saint Kitts and Nevis
46967827,Extant,Native,Native,NA,NA,Dermochelys coriacea,78,Lebanon
46967827,Extant,Native,Native,NA,NA,Dermochelys coriacea,122,Saint Lucia
46967827,Extant,Native,Native,NA,NA,Dermochelys coriacea,97,Liberia
46967827,Extant,Native,Native,NA,NA,Dermochelys coriacea,67,Libya
46967827,Extant,Native,Native,NA,NA,Dermochelys coriacea,62,Morocco
46967827,Extant,Native,Native,NA,NA,Dermochelys coriacea,186,Montenegro
46967827,Extant,Native,Native,NA,NA,Dermochelys coriacea,221,Northern Saint-Martin
46967827,Extant,Native,Native,NA,NA,Dermochelys coriacea,140,Guadeloupe and Martinique
46967827,Extant,Native,Native,NA,NA,Dermochelys coriacea,64,Mauritania
46967827,Extant,Native,Native,NA,NA,Dermochelys coriacea,121,Montserrat
46967827,Extant,Native,Native,NA,NA,Dermochelys coriacea,135,Mexico
46967827,Extant,Native,Native,NA,NA,Dermochelys coriacea,196,Nigeria
46967827,Extant,Native,Native,NA,NA,Dermochelys coriacea,131,Nicaragua
46967827,Extant,Native,Native,NA,NA,Dermochelys coriacea,129,Panama
46967827,Extant,Native,Native,NA,NA,Dermochelys coriacea,116,Puerto Rico and Virgin Islands of the United States
46967827,Extant,Native,Native,NA,NA,Dermochelys coriacea,183,Portugal
46967827,Extant,Native,Native,NA,NA,Dermochelys coriacea,188,Slovenia
46967827,Extant,Native,Native,NA,NA,Dermochelys coriacea,96,Sierra Leone
46967827,Extant,Native,Native,NA,NA,Dermochelys coriacea,66,Senegal
46967827,Extant,Native,Native,NA,NA,Dermochelys coriacea,168,Suriname
46967827,Extant,Native,Native,NA,NA,Dermochelys coriacea,220,Sint Maarten
46967827,Extant,Native,Native,NA,NA,Dermochelys coriacea,77,Syria
46967827,Extant,Native,Native,NA,NA,Dermochelys coriacea,111,Turks and Caicos Islands
46967827,Extant,Native,Native,NA,NA,Dermochelys coriacea,98,Togo
46967827,Extant,Native,Native,NA,NA,Dermochelys coriacea,61,Tunisia
46967827,Extant,Native,Native,NA,NA,Dermochelys coriacea,76,Turkey
46967827,Extant,Native,Native,NA,NA,Dermochelys coriacea,126,Trinidad and Tobago
46967827,Extant,Native,Native,NA,NA,Dermochelys coriacea,163,United States
46967827,Extant,Native,Native,NA,NA,Dermochelys coriacea,127,Saint Vincent and the Grenadines
46967827,Extant,Native,Native,NA,NA,Dermochelys coriacea,139,Venezuela
46967827,Extant,Native,Native,NA,NA,Dermochelys coriacea,117,British Virgin Islands
46967827,Extant,Native,Native,NA,NA,Dermochelys coriacea,116,Puerto Rico and Virgin Islands of the United States
46967848,Extant,Native,Native,NA,NA,Dermochelys coriacea,200,Angola
46967848,Extant,Native,Native,NA,NA,Dermochelys coriacea,172,Argentina
46967848,Extant,Native,Native,NA,NA,Dermochelys coriacea,99,Benin
46967848,Extant,Native,Native,NA,NA,Dermochelys coriacea,171,Brazil
46967848,Extant,Native,Native,NA,NA,Dermochelys coriacea,199,Democratic Republic of the Congo
46967848,Extant,Native,Native,NA,NA,Dermochelys coriacea,100,Republique du Congo
46967848,Extant,Native,Native,NA,NA,Dermochelys coriacea,195,Ivory Coast
46967848,Extant,Native,Native,NA,NA,Dermochelys coriacea,197,Cameroon
46967848,Extant,Native,Native,NA,NA,Dermochelys coriacea,198,Gabon
46967848,Extant,Native,Native,NA,NA,Dermochelys coriacea,106,Ghana
46967848,Extant,Native,Native,NA,NA,Dermochelys coriacea,65,Gambia
46967848,Extant,Native,Native,NA,NA,Dermochelys coriacea,194,Guinea
46967848,Extant,Native,Native,NA,NA,Dermochelys coriacea,104,Equatorial Guinea
46967848,Extant,Native,Native,NA,NA,Dermochelys coriacea,193,Guinea Bissau
46967848,Extant,Native,Native,NA,NA,Dermochelys coriacea,97,Liberia
46967848,Extant,Native,Native,NA,NA,Dermochelys coriacea,101,Namibia
46967848,Extant,Native,Native,NA,NA,Dermochelys coriacea,196,Nigeria
46967848,Extant,Native,Native,NA,NA,Dermochelys coriacea,85,Ascension
46967848,Extant,Native,Native,NA,NA,Dermochelys coriacea,86,Saint Helena
46967848,Extant,Native,Native,NA,NA,Dermochelys coriacea,88,Tristan da Cunha
46967848,Extant,Native,Native,NA,NA,Dermochelys coriacea,96,Sierra Leone
46967848,Extant,Native,Native,NA,NA,Dermochelys coriacea,66,Senegal
46967848,Extant,Native,Native,NA,NA,Dermochelys coriacea,103,Sao Tome and Principe
46967848,Extant,Native,Native,NA,NA,Dermochelys coriacea,98,Togo
46967848,Extant,Native,Native,NA,NA,Dermochelys coriacea,173,Uruguay
46967848,Extant,Native,Native,NA,NA,Dermochelys coriacea,102,South Africa
46967838,Extant,Native,Native,NA,NA,Dermochelys coriacea,200,Angola
46967838,Extant,Native,Native,NA,NA,Dermochelys coriacea,172,Argentina
46967838,Extant,Native,Native,NA,NA,Dermochelys coriacea,99,Benin
46967838,Extant,Native,Native,NA,NA,Dermochelys coriacea,171,Brazil
46967838,Extant,Native,Native,NA,NA,Dermochelys coriacea,199,Democratic Republic of the Congo
46967838,Extant,Native,Native,NA,NA,Dermochelys coriacea,100,Republique du Congo
46967838,Extant,Native,Native,NA,NA,Dermochelys coriacea,195,Ivory Coast
46967838,Extant,Native,Native,NA,NA,Dermochelys coriacea,197,Cameroon
46967838,Extant,Native,Native,NA,NA,Dermochelys coriacea,198,Gabon
46967838,Extant,Native,Native,NA,NA,Dermochelys coriacea,65,Gambia
46967838,Extant,Native,Native,NA,NA,Dermochelys coriacea,194,Guinea
46967838,Extant,Native,Native,NA,NA,Dermochelys coriacea,104,Equatorial Guinea
46967838,Extant,Native,Native,NA,NA,Dermochelys coriacea,193,Guinea Bissau
46967838,Extant,Native,Native,NA,NA,Dermochelys coriacea,97,Liberia
46967838,Extant,Native,Native,NA,NA,Dermochelys coriacea,101,Namibia
46967838,Extant,Native,Native,NA,NA,Dermochelys coriacea,196,Nigeria
46967838,Extant,Native,Native,NA,NA,Dermochelys coriacea,85,Ascension
46967838,Extant,Native,Native,NA,NA,Dermochelys coriacea,86,Saint Helena
46967838,Extant,Native,Native,NA,NA,Dermochelys coriacea,88,Tristan da Cunha
46967838,Extant,Native,Native,NA,NA,Dermochelys coriacea,96,Sierra Leone
46967838,Extant,Native,Native,NA,NA,Dermochelys coriacea,66,Senegal
46967838,Extant,Native,Native,NA,NA,Dermochelys coriacea,103,Sao Tome and Principe
46967838,Extant,Native,Native,NA,NA,Dermochelys coriacea,98,Togo
46967838,Extant,Native,Native,NA,NA,Dermochelys coriacea,173,Uruguay
46967838,Extant,Native,Native,NA,NA,Dermochelys coriacea,102,South Africa
46967873,Extant,Native,Native,NA,NA,Dermochelys coriacea,204,Bangladesh
46967873,Extant,Native,Native,NA,NA,Dermochelys coriacea,216,Indonesia
46967873,Extant,Native,Native,NA,NA,Dermochelys coriacea,203,India
46967873,Extant,Native,Native,NA,NA,Dermochelys coriacea,40,Sri Lanka
46967873,Extant,Native,Native,NA,NA,Dermochelys coriacea,205,Myanmar
46967873,Extant,Native,Native,NA,NA,Dermochelys coriacea,206,Malaysia
46967873,Extant,Native,Native,NA,NA,Dermochelys coriacea,25,Thailand
46967863,Extant,Native,Native,NA,NA,Dermochelys coriacea,200,Angola
46967863,Extant,Native,Native,NA,NA,Dermochelys coriacea,43,Kenya
46967863,Extant,Native,Native,NA,NA,Dermochelys coriacea,28,Comoro Islands
46967863,Extant,Native,Native,NA,NA,Dermochelys coriacea,42,Madagascar
46967863,Extant,Native,Native,NA,NA,Dermochelys coriacea,37,Mauritius
46967863,Extant,Native,Native,NA,NA,Dermochelys coriacea,41,Mozambique
46967863,Extant,Native,Native,NA,NA,Dermochelys coriacea,101,Namibia
46967863,Extant,Native,Native,NA,NA,Dermochelys coriacea,31,Seychelles
46967863,Extant,Native,Native,NA,NA,Dermochelys coriacea,92,Amsterdam Island and Saint Paul Island
46967863,Extant,Native,Native,NA,NA,Dermochelys coriacea,91,Crozet Islands
46967863,Extant,Native,Native,NA,NA,Dermochelys coriacea,93,Kerguelen Islands
46967863,Extant,Native,Native,NA,NA,Dermochelys coriacea,202,Tanzania
46967863,Extant,Native,Native,NA,NA,Dermochelys coriacea,29,Mayotte
46967863,Extant,Native,Native,NA,NA,Dermochelys coriacea,102,South Africa
183775,Extant,Native,Native,NA,NA,Engraulis ringens,172,Argentina
183775,Extant,Native,Native,NA,NA,Engraulis ringens,224,Chile
183775,Extant,Native,Native,NA,NA,Engraulis ringens,137,Ecuador
183775,Extant,Native,Native,NA,NA,Engraulis ringens,138,Peru
8005,Extant,Native,Native,NA,NA,Eretmochelys imbricata,54,United Arab Emirates
8005,Extant,Native,Native,NA,NA,Eretmochelys imbricata,120,Antigua and Barbuda
