comname,sciname,ico_gl,ico_rgn_id,iucn_sid,subpop,cat_2016,cat,cat_txt,cat_score,year,cat_2016_score
Green Turtle,Chelonia mydas,TRUE,NA,4615,NA,EN,EN,Endangered,0.6,1966.0,0.6
Green Turtle,Chelonia mydas,TRUE,NA,4615,NA,EN,EN,Endangered,0.6,1967.0,0.6
Green Turtle,Chelonia mydas,TRUE,NA,4615,NA,EN,EN,Endangered,0.6,1968.0,0.6
Green Turtle,Chelonia mydas,TRUE,NA,4615,NA,EN,EN,Endangered,0.6,1969.0,0.6
Green Turtle,Chelonia mydas,TRUE,NA,4615,NA,EN,EN,Endangered,0.6,1970.0,0.6
Green Turtle,Chelonia mydas,TRUE,NA,4615,NA,EN,EN,Endangered,0.6,1971.0,0.6
Green Turtle,Chelonia mydas,TRUE,NA,4615,NA,EN,EN,Endangered,0.6,1972.0,0.6
Green Turtle,Chelonia mydas,TRUE,NA,4615,NA,EN,EN,Endangered,0.6,1973.0,0.6
Green Turtle,Chelonia mydas,TRUE,NA,4615,NA,EN,EN,Endangered,0.6,1974.0,0.6
Green Turtle,Chelonia mydas,TRUE,NA,4615,NA,EN,EN,Endangered,0.6,1975.0,0.6
Green Turtle,Chelonia mydas,TRUE,NA,4615,NA,EN,EN,Endangered,0.6,1976.0,0.6
Green Turtle,Chelonia mydas,TRUE,NA,4615,NA,EN,EN,Endangered,0.6,1977.0,0.6
Green Turtle,Chelonia mydas,TRUE,NA,4615,NA,EN,EN,Endangered,0.6,1978.0,0.6
Green Turtle,Chelonia mydas,TRUE,NA,4615,NA,EN,EN,Endangered,0.6,1979.0,0.6
Green Turtle,Chelonia mydas,TRUE,NA,4615,NA,EN,EN,Endangered,0.6,1980.0,0.6
Green Turtle,Chelonia mydas,TRUE,NA,4615,NA,EN,EN,Endangered,0.6,1981.0,0.6
Green Turtle,Chelonia mydas,TRUE,NA,4615,NA,EN,EN,Endangered,0.6,1982.0,0.6
Green Turtle,Chelonia mydas,TRUE,NA,4615,NA,EN,EN,Endangered,0.6,1983.0,0.6
Green Turtle,Chelonia mydas,TRUE,NA,4615,NA,EN,EN,Endangered,0.6,1984.0,0.6
Green Turtle,Chelonia mydas,TRUE,NA,4615,NA,EN,EN,Endangered,0.6,1985.0,0.6
Green Turtle,Chelonia mydas,TRUE,NA,4615,NA,EN,EN,Endangered,0.6,1986.0,0.6
Green Turtle,Chelonia mydas,TRUE,NA,4615,NA,EN,EN,Endangered,0.6,1987.0,0.6
Green Turtle,Chelonia mydas,TRUE,NA,4615,NA,EN,EN,Endangered,0.6,1988.0,0.6
Green Turtle,Chelonia mydas,TRUE,NA,4615,NA,EN,EN,Endangered,0.6,1989.0,0.6
Green Turtle,Chelonia mydas,TRUE,NA,4615,NA,EN,EN,Endangered,0.6,1990.0,0.6
Green Turtle,Chelonia mydas,TRUE,NA,4615,NA,EN,EN,Endangered,0.6,1991.0,0.6
Green Turtle,Chelonia mydas,TRUE,NA,4615,NA,EN,EN,Endangered,0.6,1992.0,0.6
Green Turtle,Chelonia mydas,TRUE,NA,4615,NA,EN,EN,Endangered,0.6,1993.0,0.6
Green Turtle,Chelonia mydas,TRUE,NA,4615,NA,EN,EN,Endangered,0.6,1994.0,0.6
Green Turtle,Chelonia mydas,TRUE,NA,4615,NA,EN,EN,Endangered,0.6,1995.0,0.6
Green Turtle,Chelonia mydas,TRUE,NA,4615,NA,EN,EN,Endangered,0.6,1996.0,0.6
Green Turtle,Chelonia mydas,TRUE,NA,4615,NA,EN,EN,Endangered,0.6,1997.0,0.6
Green Turtle,Chelonia mydas,TRUE,NA,4615,NA,EN,EN,Endangered,0.6,1998.0,0.6
Green Turtle,Chelonia mydas,TRUE,NA,4615,NA,EN,EN,Endangered,0.6,1999.0,0.6
Green Turtle,Chelonia mydas,TRUE,NA,4615,NA,EN,EN,Endangered,0.6,2e3,0.6
Green Turtle,Chelonia mydas,TRUE,NA,4615,NA,EN,EN,Endangered,0.6,2001.0,0.6
Green Turtle,Chelonia mydas,TRUE,NA,4615,NA,EN,EN,Endangered,0.6,2002.0,0.6
Green Turtle,Chelonia mydas,TRUE,NA,4615,NA,EN,EN,Endangered,0.6,2003.0,0.6
Green Turtle,Chelonia mydas,TRUE,NA,4615,NA,EN,EN,Endangered,0.6,2004.0,0.6
Green Turtle,Chelonia mydas,TRUE,NA,4615,NA,EN,EN,Endangered,0.6,2005.0,0.6
Green Turtle,Chelonia mydas,TRUE,NA,4615,NA,EN,EN,Endangered,0.6,2006.0,0.6
Green Turtle,Chelonia mydas,TRUE,NA,4615,NA,EN,EN,Endangered,0.6,2007.0,0.6
Green Turtle,Chelonia mydas,TRUE,NA,4615,NA,EN,EN,Endangered,0.6,2008.0,0.6
Green Turtle,Chelonia mydas,TRUE,NA,4615,NA,EN,EN,Endangered,0.6,2009.0,0.6
Green Turtle,Chelonia mydas,TRUE,NA,4615,NA,EN,EN,Endangered,0.6,2010.0,0.6
Green Turtle,Chelonia mydas,TRUE,NA,4615,NA,EN,EN,Endangered,0.6,2011.0,0.6
Green Turtle,Chelonia mydas,TRUE,NA,4615,NA,EN,EN,Endangered,0.6,2012.0,0.6
Green Turtle,Chelonia mydas,TRUE,NA,4615,NA,EN,EN,Endangered,0.6,2013.0,0.6
Green Turtle,Chelonia mydas,TRUE,NA,4615,NA,EN,EN,Endangered,0.6,2014.0,0.6
Green Turtle,Chelonia mydas,TRUE,NA,4615,NA,EN,EN,Endangered,0.6,2015.0,0.6
Green Turtle,Chelonia mydas,TRUE,NA,4615,NA,EN,EN,Endangered,0.6,2016.0,0.6
Common Dophin,Delphinus delphis,FALSE,16,6336,NA,LC,LC,Lower Risk/least concern,0.0,1965.0,0.0
Common Dophin,Delphinus delphis,FALSE,16,6336,NA,LC,LC,Lower Risk/least concern,0.0,1966.0,0.0
Common Dophin,Delphinus delphis,FALSE,16,6336,NA,LC,LC,Lower Risk/least concern,0.0,1967.0,0.0
Common Dophin,Delphinus delphis,FALSE,16,6336,NA,LC,LC,Lower Risk/least concern,0.0,1968.0,0.0
Common Dophin,Delphinus delphis,FALSE,16,6336,NA,LC,LC,Lower Risk/least concern,0.0,1969.0,0.0
Common Dophin,Delphinus delphis,FALSE,16,6336,NA,LC,LC,Lower Risk/least concern,0.0,1970.0,0.0
Common Dophin,Delphinus delphis,FALSE,16,6336,NA,LC,LC,Lower Risk/least concern,0.0,1971.0,0.0
Common Dophin,Delphinus delphis,FALSE,16,6336,NA,LC,LC,Lower Risk/least concern,0.0,1972.0,0.0
Common Dophin,Delphinus delphis,FALSE,16,6336,NA,LC,LC,Lower Risk/least concern,0.0,1973.0,0.0
Common Dophin,Delphinus delphis,FALSE,16,6336,NA,LC,LC,Lower Risk/least concern,0.0,1974.0,0.0
Common Dophin,Delphinus delphis,FALSE,16,6336,NA,LC,LC,Lower Risk/least concern,0.0,1975.0,0.0
Common Dophin,Delphinus delphis,FALSE,16,6336,NA,LC,LC,Lower Risk/least concern,0.0,1976.0,0.0
Common Dophin,Delphinus delphis,FALSE,16,6336,NA,LC,LC,Lower Risk/least concern,0.0,1977.0,0.0
Common Dophin,Delphinus delphis,FALSE,16,6336,NA,LC,LC,Lower Risk/least concern,0.0,1978.0,0.0
Common Dophin,Delphinus delphis,FALSE,16,6336,NA,LC,LC,Lower Risk/least concern,0.0,1979.0,0.0
Common Dophin,Delphinus delphis,FALSE,16,6336,NA,LC,LC,Lower Risk/least concern,0.0,1980.0,0.0
Common Dophin,Delphinus delphis,FALSE,16,6336,NA,LC,LC,Lower Risk/least concern,0.0,1981.0,0.0
Common Dophin,Delphinus delphis,FALSE,16,6336,NA,LC,LC,Lower Risk/least concern,0.0,1982.0,0.0
Common Dophin,Delphinus delphis,FALSE,16,6336,NA,LC,LC,Lower Risk/least concern,0.0,1983.0,0.0
Common Dophin,Delphinus delphis,FALSE,16,6336,NA,LC,LC,Lower Risk/least concern,0.0,1984.0,0.0
Common Dophin,Delphinus delphis,FALSE,16,6336,NA,LC,LC,Lower Risk/least concern,0.0,1985.0,0.0
Common Dophin,Delphinus delphis,FALSE,16,6336,NA,LC,LC,Lower Risk/least concern,0.0,1986.0,0.0
Common Dophin,Delphinus delphis,FALSE,16,6336,NA,LC,LC,Lower Risk/least concern,0.0,1987.0,0.0
Common Dophin,Delphinus delphis,FALSE,16,6336,NA,LC,LC,Lower Risk/least concern,0.0,1988.0,0.0
Common Dophin,Delphinus delphis,FALSE,16,6336,NA,LC,LC,Lower Risk/least concern,0.0,1989.0,0.0
Common Dophin,Delphinus delphis,FALSE,16,6336,NA,LC,LC,Lower Risk/least concern,0.0,1990.0,0.0
Common Dophin,Delphinus delphis,FALSE,16,6336,NA,LC,LC,Lower Risk/least concern,0.0,1991.0,0.0
Common Dophin,Delphinus delphis,FALSE,16,6336,NA,LC,LC,Lower Risk/least concern,0.0,1992.0,0.0
Common Dophin,Delphinus delphis,FALSE,16,6336,NA,LC,LC,Lower Risk/least concern,0.0,1993.0,0.0
Common Dophin,Delphinus delphis,FALSE,16,6336,NA,LC,LC,Lower Risk/least concern,0.0,1994.0,0.0
Common Dophin,Delphinus delphis,FALSE,16,6336,NA,LC,LC,Lower Risk/least concern,0.0,1995.0,0.0
Common Dophin,Delphinus delphis,FALSE,16,6336,NA,LC,LC,Lower Risk/least concern,0.0,1996.0,0.0
Common Dophin,Delphinus delphis,FALSE,16,6336,NA,LC,LC,Lower Risk/least concern,0.0,1997.0,0.0
Common Dophin,Delphinus delphis,FALSE,16,6336,NA,LC,LC,Lower Risk/least concern,0.0,1998.0,0.0
Common Dophin,Delphinus delphis,FALSE,16,6336,NA,LC,LC,Lower Risk/least concern,0.0,1999.0,0.0
Common Dophin,Delphinus delphis,FALSE,16,6336,NA,LC,LC,Lower Risk/least concern,0.0,2e3,0.0
Common Dophin,Delphinus delphis,FALSE,16,6336,NA,LC,LC,Lower Risk/least concern,0.0,2001.0,0.0
Common Dophin,Delphinus delphis,FALSE,16,6336,NA,LC,LC,Lower Risk/least concern,0.0,2002.0,0.0
Common Dophin,Delphinus delphis,FALSE,16,6336,NA,LC,LC,Lower Risk/least concern,0.0,2003.0,0.0
Common Dophin,Delphinus delphis,FALSE,16,6336,NA,LC,LC,Lower Risk/least concern,0.0,2004.0,0.0
Common Dophin,Delphinus delphis,FALSE,16,6336,NA,LC,LC,Lower Risk/least concern,0.0,2005.0,0.0
Common Dophin,Delphinus delphis,FALSE,16,6336,NA,LC,LC,Lower Risk/least concern,0.0,2006.0,0.0
Common Dophin,Delphinus delphis,FALSE,16,6336,NA,LC,LC,Lower Risk/least concern,0.0,2007.0,0.0
Common Dophin,Delphinus delphis,FALSE,16,6336,NA,LC,LC,Least Concern,0.0,2008.0,0.0
Common Dophin,Delphinus delphis,FALSE,16,6336,NA,LC,LC,Least Concern,0.0,2009.0,0.0
Common Dophin,Delphinus delphis,FALSE,16,6336,NA,LC,LC,Least Concern,0.0,2010.0,0.0
Common Dophin,Delphinus delphis,FALSE,16,6336,NA,LC,LC,Least Concern,0.0,2011.0,0.0
Common Dophin,Delphinus delphis,FALSE,16,6336,NA,LC,LC,Least Concern,0.0,2012.0,0.0
Common Dophin,Delphinus delphis,FALSE,16,6336,NA,LC,LC,Least Concern,0.0,2013.0,0.0
Common Dophin,Delphinus delphis,FALSE,16,6336,NA,LC,LC,Least Concern,0.0,2014.0,0.0
Common Dophin,Delphinus delphis,FALSE,16,6336,NA,LC,LC,Least Concern,0.0,2015.0,0.0
Common Dophin,Delphinus delphis,FALSE,16,6336,NA,LC,LC,Least Concern,0.0,2016.0,0.0
Leatherback Turtle,Dermochelys coriacea,TRUE,NA,6494,NA,VU,EN,Endangered,0.6,1965.0,0.4
Leatherback Turtle,Dermochelys coriacea,TRUE,NA,6494,NA,VU,EN,Endangered,0.6,1966.0,0.4
Leatherback Turtle,Dermochelys coriacea,TRUE,NA,6494,NA,VU,EN,Endangered,0.6,1967.0,0.4
Leatherback Turtle,Dermochelys coriacea,TRUE,NA,6494,NA,VU,EN,Endangered,0.6,1968.0,0.4
Leatherback Turtle,Dermochelys coriacea,TRUE,NA,6494,NA,VU,EN,Endangered,0.6,1969.0,0.4
Leatherback Turtle,Dermochelys coriacea,TRUE,NA,6494,NA,VU,EN,Endangered,0.6,1970.0,0.4
Leatherback Turtle,Dermochelys coriacea,TRUE,NA,6494,NA,VU,EN,Endangered,0.6,1971.0,0.4
Leatherback Turtle,Dermochelys coriacea,TRUE,NA,6494,NA,VU,EN,Endangered,0.6,1972.0,0.4
Leatherback Turtle,Dermochelys coriacea,TRUE,NA,6494,NA,VU,EN,Endangered,0.6,1973.0,0.4
Leatherback Turtle,Dermochelys coriacea,TRUE,NA,6494,NA,VU,EN,Endangered,0.6,1974.0,0.4
Leatherback Turtle,Dermochelys coriacea,TRUE,NA,6494,NA,VU,EN,Endangered,0.6,1975.0,0.4
Leatherback Turtle,Dermochelys coriacea,TRUE,NA,6494,NA,VU,EN,Endangered,0.6,1976.0,0.4
Leatherback Turtle,Dermochelys coriacea,TRUE,NA,6494,NA,VU,EN,Endangered,0.6,1977.0,0.4
Leatherback Turtle,Dermochelys coriacea,TRUE,NA,6494,NA,VU,EN,Endangered,0.6,1978.0,0.4
Leatherback Turtle,Dermochelys coriacea,TRUE,NA,6494,NA,VU,EN,Endangered,0.6,1979.0,0.4
Leatherback Turtle,Dermochelys coriacea,TRUE,NA,6494,NA,VU,EN,Endangered,0.6,1980.0,0.4
Leatherback Turtle,Dermochelys coriacea,TRUE,NA,6494,NA,VU,EN,Endangered,0.6,1981.0,0.4
Leatherback Turtle,Dermochelys coriacea,TRUE,NA,6494,NA,VU,EN,Endangered,0.6,1982.0,0.4
Leatherback Turtle,Dermochelys coriacea,TRUE,NA,6494,NA,VU,EN,Endangered,0.6,1983.0,0.4
Leatherback Turtle,Dermochelys coriacea,TRUE,NA,6494,NA,VU,EN,Endangered,0.6,1984.0,0.4
Leatherback Turtle,Dermochelys coriacea,TRUE,NA,6494,NA,VU,EN,Endangered,0.6,1985.0,0.4
Leatherback Turtle,Dermochelys coriacea,TRUE,NA,6494,NA,VU,EN,Endangered,0.6,1986.0,0.4
Leatherback Turtle,Dermochelys coriacea,TRUE,NA,6494,NA,VU,EN,Endangered,0.6,1987.0,0.4
Leatherback Turtle,Dermochelys coriacea,TRUE,NA,6494,NA,VU,EN,Endangered,0.6,1988.0,0.4
Leatherback Turtle,Dermochelys coriacea,TRUE,NA,6494,NA,VU,EN,Endangered,0.6,1989.0,0.4
Leatherback Turtle,Dermochelys coriacea,TRUE,NA,6494,NA,VU,EN,Endangered,0.6,1990.0,0.4
Leatherback Turtle,Dermochelys coriacea,TRUE,NA,6494,NA,VU,EN,Endangered,0.6,1991.0,0.4
Leatherback Turtle,Dermochelys coriacea,TRUE,NA,6494,NA,VU,EN,Endangered,0.6,1992.0,0.4
Leatherback Turtle,Dermochelys coriacea,TRUE,NA,6494,NA,VU,EN,Endangered,0.6,1993.0,0.4
Leatherback Turtle,Dermochelys coriacea,TRUE,NA,6494,NA,VU,EN,Endangered,0.6,1994.0,0.4
Leatherback Turtle,Dermochelys coriacea,TRUE,NA,6494,NA,VU,EN,Endangered,0.6,1995.0,0.4
Leatherback Turtle,Dermochelys coriacea,TRUE,NA,6494,NA,VU,EN,Endangered,0.6,1996.0,0.4
Leatherback Turtle,Dermochelys coriacea,TRUE,NA,6494,NA,VU,EN,Endangered,0.6,1997.0,0.4
Leatherback Turtle,Dermochelys coriacea,TRUE,NA,6494,NA,VU,EN,Endangered,0.6,1998.0,0.4
Leatherback Turtle,Dermochelys coriacea,TRUE,NA,6494,NA,VU,EN,Endangered,0.6,1999.0,0.4
Leatherback Turtle,Dermochelys coriacea,TRUE,NA,6494,NA,VU,CR,Critically Endangered,0.8,2e3,0.4
Leatherback Turtle,Dermochelys coriacea,TRUE,NA,6494,NA,VU,CR,Critically Endangered,0.8,2001.0,0.4
Leatherback Turtle,Dermochelys coriacea,TRUE,NA,6494,NA,VU,CR,Critically Endangered,0.8,2002.0,0.4
Leatherback Turtle,Dermochelys coriacea,TRUE,NA,6494,NA,VU,CR,Critically Endangered,0.8,2003.0,0.4
Leatherback Turtle,Dermochelys coriacea,TRUE,NA,6494,NA,VU,CR,Critically Endangered,0.8,2004.0,0.4
Leatherback Turtle,Dermochelys coriacea,TRUE,NA,6494,NA,VU,CR,Critically Endangered,0.8,2005.0,0.4
Leatherback Turtle,Dermochelys coriacea,TRUE,NA,6494,NA,VU,CR,Critically Endangered,0.8,2006.0,0.4
Leatherback Turtle,Dermochelys coriacea,TRUE,NA,6494,NA,VU,CR,Critically Endangered,0.8,2007.0,0.4
Leatherback Turtle,Dermochelys coriacea,TRUE,NA,6494,NA,VU,CR,Critically Endangered,0.8,2008.0,0.4
Leatherback Turtle,Dermochelys coriacea,TRUE,NA,6494,NA,VU,CR,Critically Endangered,0.8,2009.0,0.4
Leatherback Turtle,Dermochelys coriacea,TRUE,NA,6494,NA,VU,CR,Critically Endangered,0.8,2010.0,0.4
Leatherback Turtle,Dermochelys coriacea,TRUE,NA,6494,NA,VU,CR,Critically Endangered,0.8,2011.0,0.4
Leatherback Turtle,Dermochelys coriacea,TRUE,NA,6494,NA,VU,CR,Critically Endangered,0.8,2012.0,0.4
Leatherback Turtle,Dermochelys coriacea,TRUE,NA,6494,NA,VU,VU,Vulnerable,0.4,2013.0,0.4
Leatherback Turtle,Dermochelys coriacea,TRUE,NA,6494,NA,VU,VU,Vulnerable,0.4,2014.0,0.4
Leatherback Turtle,Dermochelys coriacea,TRUE,NA,6494,NA,VU,VU,Vulnerable,0.4,2015.0,0.4
Leatherback Turtle,Dermochelys coriacea,TRUE,NA,6494,NA,VU,VU,Vulnerable,0.4,2016.0,0.4
Hawksbill Turtle,Eretmochelys imbricata,TRUE,NA,8005,NA,CR,EN,Endangered,0.6,1965.0,0.8
Hawksbill Turtle,Eretmochelys imbricata,TRUE,NA,8005,NA,CR,EN,Endangered,0.6,1966.0,0.8
Hawksbill Turtle,Eretmochelys imbricata,TRUE,NA,8005,NA,CR,EN,Endangered,0.6,1967.0,0.8
Hawksbill Turtle,Eretmochelys imbricata,TRUE,NA,8005,NA,CR,EN,Endangered,0.6,1968.0,0.8
Hawksbill Turtle,Eretmochelys imbricata,TRUE,NA,8005,NA,CR,EN,Endangered,0.6,1969.0,0.8
Hawksbill Turtle,Eretmochelys imbricata,TRUE,NA,8005,NA,CR,EN,Endangered,0.6,1970.0,0.8
Hawksbill Turtle,Eretmochelys imbricata,TRUE,NA,8005,NA,CR,EN,Endangered,0.6,1971.0,0.8
Hawksbill Turtle,Eretmochelys imbricata,TRUE,NA,8005,NA,CR,EN,Endangered,0.6,1972.0,0.8
Hawksbill Turtle,Eretmochelys imbricata,TRUE,NA,8005,NA,CR,EN,Endangered,0.6,1973.0,0.8
Hawksbill Turtle,Eretmochelys imbricata,TRUE,NA,8005,NA,CR,EN,Endangered,0.6,1974.0,0.8
Hawksbill Turtle,Eretmochelys imbricata,TRUE,NA,8005,NA,CR,EN,Endangered,0.6,1975.0,0.8
Hawksbill Turtle,Eretmochelys imbricata,TRUE,NA,8005,NA,CR,EN,Endangered,0.6,1976.0,0.8
Hawksbill Turtle,Eretmochelys imbricata,TRUE,NA,8005,NA,CR,EN,Endangered,0.6,1977.0,0.8
Hawksbill Turtle,Eretmochelys imbricata,TRUE,NA,8005,NA,CR,EN,Endangered,0.6,1978.0,0.8
Hawksbill Turtle,Eretmochelys imbricata,TRUE,NA,8005,NA,CR,EN,Endangered,0.6,1979.0,0.8
Hawksbill Turtle,Eretmochelys imbricata,TRUE,NA,8005,NA,CR,EN,Endangered,0.6,1980.0,0.8
Hawksbill Turtle,Eretmochelys imbricata,TRUE,NA,8005,NA,CR,EN,Endangered,0.6,1981.0,0.8
Hawksbill Turtle,Eretmochelys imbricata,TRUE,NA,8005,NA,CR,EN,Endangered,0.6,1982.0,0.8
Hawksbill Turtle,Eretmochelys imbricata,TRUE,NA,8005,NA,CR,EN,Endangered,0.6,1983.0,0.8
Hawksbill Turtle,Eretmochelys imbricata,TRUE,NA,8005,NA,CR,EN,Endangered,0.6,1984.0,0.8
Hawksbill Turtle,Eretmochelys imbricata,TRUE,NA,8005,NA,CR,EN,Endangered,0.6,1985.0,0.8
Hawksbill Turtle,Eretmochelys imbricata,TRUE,NA,8005,NA,CR,EN,Endangered,0.6,1986.0,0.8
Hawksbill Turtle,Eretmochelys imbricata,TRUE,NA,8005,NA,CR,EN,Endangered,0.6,1987.0,0.8
Hawksbill Turtle,Eretmochelys imbricata,TRUE,NA,8005,NA,CR,EN,Endangered,0.6,1988.0,0.8
Hawksbill Turtle,Eretmochelys imbricata,TRUE,NA,8005,NA,CR,EN,Endangered,0.6,1989.0,0.8
Hawksbill Turtle,Eretmochelys imbricata,TRUE,NA,8005,NA,CR,EN,Endangered,0.6,1990.0,0.8
Hawksbill Turtle,Eretmochelys imbricata,TRUE,NA,8005,NA,CR,EN,Endangered,0.6,1991.0,0.8
Hawksbill Turtle,Eretmochelys imbricata,TRUE,NA,8005,NA,CR,EN,Endangered,0.6,1992.0,0.8
Hawksbill Turtle,Eretmochelys imbricata,TRUE,NA,8005,NA,CR,EN,Endangered,0.6,1993.0,0.8
Hawksbill Turtle,Eretmochelys imbricata,TRUE,NA,8005,NA,CR,EN,Endangered,0.6,1994.0,0.8
Hawksbill Turtle,Eretmochelys imbricata,TRUE,NA,8005,NA,CR,EN,Endangered,0.6,1995.0,0.8
Hawksbill Turtle,Eretmochelys imbricata,TRUE,NA,8005,NA,CR,CR,Critically Endangered,0.8,1996.0,0.8
Hawksbill Turtle,Eretmochelys imbricata,TRUE,NA,8005,NA,CR,CR,Critically Endangered,0.8,1997.0,0.8
Hawksbill Turtle,Eretmochelys imbricata,TRUE,NA,8005,NA,CR,CR,Critically Endangered,0.8,1998.0,0.8
Hawksbill Turtle,Eretmochelys imbricata,TRUE,NA,8005,NA,CR,CR,Critically Endangered,0.8,1999.0,0.8
Hawksbill Turtle,Eretmochelys imbricata,TRUE,NA,8005,NA,CR,CR,Critically Endangered,0.8,2e3,0.8
Hawksbill Turtle,Eretmochelys imbricata,TRUE,NA,8005,NA,CR,CR,Critically Endangered,0.8,2001.0,0.8
Hawksbill Turtle,Eretmochelys imbricata,TRUE,NA,8005,NA,CR,CR,Critically Endangered,0.8,2002.0,0.8
Hawksbill Turtle,Eretmochelys imbricata,TRUE,NA,8005,NA,CR,CR,Critically Endangered,0.8,2003.0,0.8
Hawksbill Turtle,Eretmochelys imbricata,TRUE,NA,8005,NA,CR,CR,Critically Endangered,0.8,2004.0,0.8
Hawksbill Turtle,Eretmochelys imbricata,TRUE,NA,8005,NA,CR,CR,Critically Endangered,0.8,2005.0,0.8
Hawksbill Turtle,Eretmochelys imbricata,TRUE,NA,8005,NA,CR,CR,Critically Endangered,0.8,2006.0,0.8
Hawksbill Turtle,Eretmochelys imbricata,TRUE,NA,8005,NA,CR,CR,Critically Endangered,0.8,2007.0,0.8
Hawksbill Turtle,Eretmochelys imbricata,TRUE,NA,8005,NA,CR,CR,Critically Endangered,0.8,2008.0,0.8
Hawksbill Turtle,Eretmochelys imbricata,TRUE,NA,8005,NA,CR,CR,Critically Endangered,0.8,2009.0,0.8
Hawksbill Turtle,Eretmochelys imbricata,TRUE,NA,8005,NA,CR,CR,Critically Endangered,0.8,2010.0,0.8
Hawksbill Turtle,Eretmochelys imbricata,TRUE,NA,8005,NA,CR,CR,Critically Endangered,0.8,2011.0,0.8
Hawksbill Turtle,Eretmochelys imbricata,TRUE,NA,8005,NA,CR,CR,Critically Endangered,0.8,2012.0,0.8
Hawksbill Turtle,Eretmochelys imbricata,TRUE,NA,8005,NA,CR,CR,Critically Endangered,0.8,2013.0,0.8
Hawksbill Turtle,Eretmochelys imbricata,TRUE,NA,8005,NA,CR,CR,Critically Endangered,0.8,2014.0,0.8
Hawksbill Turtle,Eretmochelys imbricata,TRUE,NA,8005,NA,CR,CR,Critically Endangered,0.8,2015.0,0.8
Hawksbill Turtle,Eretmochelys imbricata,TRUE,NA,8005,NA,CR,CR,Critically Endangered,0.8,2016.0,0.8
Gray Whale,Eschrichtius robustus,TRUE,NA,8097,NA,LC,CD,Lower Risk/conservation dependent,0.3,1965.0,0.0
Gray Whale,Eschrichtius robustus,TRUE,NA,8097,NA,LC,CD,Lower Risk/conservation dependent,0.3,1966.0,0.0
Gray Whale,Eschrichtius robustus,TRUE,NA,8097,NA,LC,CD,Lower Risk/conservation dependent,0.3,1967.0,0.0
Gray Whale,Eschrichtius robustus,TRUE,NA,8097,NA,LC,CD,Lower Risk/conservation dependent,0.3,1968.0,0.0
Gray Whale,Eschrichtius robustus,TRUE,NA,8097,NA,LC,CD,Lower Risk/conservation dependent,0.3,1969.0,0.0
Gray Whale,Eschrichtius robustus,TRUE,NA,8097,NA,LC,CD,Lower Risk/conservation dependent,0.3,1970.0,0.0
Gray Whale,Eschrichtius robustus,TRUE,NA,8097,NA,LC,CD,Lower Risk/conservation dependent,0.3,1971.0,0.0
Gray Whale,Eschrichtius robustus,TRUE,NA,8097,NA,LC,CD,Lower Risk/conservation dependent,0.3,1972.0,0.0
Gray Whale,Eschrichtius robustus,TRUE,NA,8097,NA,LC,CD,Lower Risk/conservation dependent,0.3,1973.0,0.0
Gray Whale,Eschrichtius robustus,TRUE,NA,8097,NA,LC,CD,Lower Risk/conservation dependent,0.3,1974.0,0.0
Gray Whale,Eschrichtius robustus,TRUE,NA,8097,NA,LC,CD,Lower Risk/conservation dependent,0.3,1975.0,0.0
Gray Whale,Eschrichtius robustus,TRUE,NA,8097,NA,LC,CD,Lower Risk/conservation dependent,0.3,1976.0,0.0
Gray Whale,Eschrichtius robustus,TRUE,NA,8097,NA,LC,CD,Lower Risk/conservation dependent,0.3,1977.0,0.0
Gray Whale,Eschrichtius robustus,TRUE,NA,8097,NA,LC,CD,Lower Risk/conservation dependent,0.3,1978.0,0.0
Gray Whale,Eschrichtius robustus,TRUE,NA,8097,NA,LC,CD,Lower Risk/conservation dependent,0.3,1979.0,0.0
Gray Whale,Eschrichtius robustus,TRUE,NA,8097,NA,LC,CD,Lower Risk/conservation dependent,0.3,1980.0,0.0
Gray Whale,Eschrichtius robustus,TRUE,NA,8097,NA,LC,CD,Lower Risk/conservation dependent,0.3,1981.0,0.0
Gray Whale,Eschrichtius robustus,TRUE,NA,8097,NA,LC,CD,Lower Risk/conservation dependent,0.3,1982.0,0.0
Gray Whale,Eschrichtius robustus,TRUE,NA,8097,NA,LC,CD,Lower Risk/conservation dependent,0.3,1983.0,0.0
Gray Whale,Eschrichtius robustus,TRUE,NA,8097,NA,LC,CD,Lower Risk/conservation dependent,0.3,1984.0,0.0
Gray Whale,Eschrichtius robustus,TRUE,NA,8097,NA,LC,CD,Lower Risk/conservation dependent,0.3,1985.0,0.0
Gray Whale,Eschrichtius robustus,TRUE,NA,8097,NA,LC,CD,Lower Risk/conservation dependent,0.3,1986.0,0.0
Gray Whale,Eschrichtius robustus,TRUE,NA,8097,NA,LC,CD,Lower Risk/conservation dependent,0.3,1987.0,0.0
Gray Whale,Eschrichtius robustus,TRUE,NA,8097,NA,LC,CD,Lower Risk/conservation dependent,0.3,1988.0,0.0
Gray Whale,Eschrichtius robustus,TRUE,NA,8097,NA,LC,CD,Lower Risk/conservation dependent,0.3,1989.0,0.0
Gray Whale,Eschrichtius robustus,TRUE,NA,8097,NA,LC,CD,Lower Risk/conservation dependent,0.3,1990.0,0.0
Gray Whale,Eschrichtius robustus,TRUE,NA,8097,NA,LC,CD,Lower Risk/conservation dependent,0.3,1991.0,0.0
