r0,r1,r0_mean,r0_n,r1_mean,r1_n,r2,r2_mean,r2_n
1,2,0.544760600865452,199,0.487188205510138,46,11,0.452117323916783,13
1,2,0.544760600865452,199,0.487188205510138,46,14,0.461291525471407,17
1,2,0.544760600865452,199,0.487188205510138,46,15,0.484048207328363,7
1,2,0.544760600865452,199,0.487188205510138,46,17,0.463234643439027,7
1,2,0.544760600865452,199,0.487188205510138,46,18,0.658762824927423,2
1,9,0.544760600865452,199,0.671626456340315,33,53,0.684387802454279,10
1,9,0.544760600865452,199,0.671626456340315,33,54,0.477455885951255,5
1,9,0.544760600865452,199,0.671626456340315,33,57,0.743527988402799,13
1,9,0.544760600865452,199,0.671626456340315,33,61,0.656196029560199,5
1,19,0.544760600865452,199,0.53669683655793,47,5,0.489507583733894,12
1,19,0.544760600865452,199,0.53669683655793,47,13,0.367214628553951,8
1,19,0.544760600865452,199,0.53669683655793,47,21,0.59760920474551,3
1,19,0.544760600865452,199,0.53669683655793,47,29,0.592237964397216,24
1,142,0.544760600865452,199,0.549821536916999,34,30,0.6814919516904,5
1,142,0.544760600865452,199,0.549821536916999,34,34,0.48926704875957,7
1,142,0.544760600865452,199,0.549821536916999,34,35,0.411615994938373,7
1,142,0.544760600865452,199,0.549821536916999,34,145,0.461102276872392,15
1,150,0.544760600865452,199,0.56029526235355,39,39,0.495584352228319,10
1,150,0.544760600865452,199,0.56029526235355,39,151,0.563093721303004,5
1,150,0.544760600865452,199,0.56029526235355,39,154,0.568546054392695,20
1,150,0.544760600865452,199,0.56029526235355,39,155,0.55578174112161,4
