"taxon_name","b_bmsy","year"
"Aphanopus carbo_34",0.848432900288468,1986
"Aphanopus carbo_34",0.870028044708898,1987
"Aphanopus carbo_34",0.880002582103362,1988
"Aphanopus carbo_34",0.87979244290089,1989
"Aphanopus carbo_34",0.884900204933733,1990
"Aphanopus carbo_34",0.864034033579917,1991
"Aphanopus carbo_34",0.870585110263691,1992
"Aphanopus carbo_34",0.859351904115905,1993
"Aphanopus carbo_34",0.850101818124735,1994
"Aphanopus carbo_34",0.832307347562081,1995
"Aphanopus carbo_34",0.730101633453918,1996
"Aphanopus carbo_34",0.696458039668266,1997
"Aphanopus carbo_34",0.651127993545482,1998
"Aphanopus carbo_34",0.605026517638515,1999
"Aphanopus carbo_34",0.561974473746075,2000
"Aphanopus carbo_34",0.521649281966678,2001
"Aphanopus carbo_34",0.482392177058458,2002
"Aphanopus carbo_34",0.445886022682228,2003
"Aphanopus carbo_34",0.404620392069743,2004
"Aphanopus carbo_34",0.374175240769679,2005
"Aphanopus carbo_34",0.355555542096308,2006
"Aphanopus carbo_34",0.324105811255188,2007
"Aphanopus carbo_34",0.288976052924503,2008
"Aphanopus carbo_34",0.268488086475523,2009
"Aphanopus carbo_34",0.262054011517483,2010
"Aphanopus carbo_34",0.26091229515983,2011
"Clupea pallasii pallasii_77",1.3075032997229,1950
"Clupea pallasii pallasii_77",1.32635773908548,1951
"Clupea pallasii pallasii_77",1.32342445314287,1952
"Clupea pallasii pallasii_77",1.2922235599862,1953
"Clupea pallasii pallasii_77",1.27203309847972,1954
"Clupea pallasii pallasii_77",1.29487394980069,1955
"Clupea pallasii pallasii_77",1.31093125906311,1956
"Clupea pallasii pallasii_77",1.34807145200262,1957
"Clupea pallasii pallasii_77",1.36010840295094,1958
"Clupea pallasii pallasii_77",1.37593754537328,1959
"Clupea pallasii pallasii_77",1.39080204240914,1960
"Clupea pallasii pallasii_77",1.40763888276111,1961
"Clupea pallasii pallasii_77",1.42449478697778,1962
"Clupea pallasii pallasii_77",1.44492490512796,1963
"Clupea pallasii pallasii_77",1.46635560978198,1964
"Clupea pallasii pallasii_77",1.48593939633037,1965
"Clupea pallasii pallasii_77",1.50645353231404,1966
"Clupea pallasii pallasii_77",1.52597094527411,1967
"Clupea pallasii pallasii_77",1.54415938388634,1968
"Clupea pallasii pallasii_77",1.56275358535116,1969
"Clupea pallasii pallasii_77",1.58024702054394,1970
"Clupea pallasii pallasii_77",1.59699169487428,1971
"Clupea pallasii pallasii_77",1.61301170787035,1972
"Clupea pallasii pallasii_77",1.61194661688284,1973
"Clupea pallasii pallasii_77",1.59695224398872,1974
"Clupea pallasii pallasii_77",1.59629345016129,1975
"Clupea pallasii pallasii_77",1.58423222464726,1976
"Clupea pallasii pallasii_77",1.55065413084605,1977
"Clupea pallasii pallasii_77",1.51245438902692,1978
"Clupea pallasii pallasii_77",1.47493879254809,1979
"Clupea pallasii pallasii_77",1.39006155329323,1980
"Clupea pallasii pallasii_77",1.33481303484724,1981
"Clupea pallasii pallasii_77",1.22506378199399,1982
"Clupea pallasii pallasii_77",1.14520454237796,1983
"Clupea pallasii pallasii_77",1.12375516173763,1984
"Clupea pallasii pallasii_77",1.04624156663529,1985
"Clupea pallasii pallasii_77",0.973990371133154,1986
"Clupea pallasii pallasii_77",0.890904489868735,1987
"Clupea pallasii pallasii_77",0.827070398833646,1988
"Clupea pallasii pallasii_77",0.731700798802457,1989
"Clupea pallasii pallasii_77",0.660380658862196,1990
"Clupea pallasii pallasii_77",0.589018087014278,1991
"Clupea pallasii pallasii_77",0.543627215341025,1992
"Clupea pallasii pallasii_77",0.515862521808188,1993
"Clupea pallasii pallasii_77",0.499357751281526,1994
"Clupea pallasii pallasii_77",0.459878376720169,1995
"Clupea pallasii pallasii_77",0.409506991376748,1996
