"season.year","ASD","ASD2","ScientificName","SpeciesCode","EnglishName","Class","Tax_Lev","totC_old","corr.Catch","corr.Catch2"
2009,"5852","58","Etmopterus granulosus","ETM","Lucifer Shark","F",6,28.96,28.96,0.02896
2009,"5852","58","Etmopterus spp","SHL","Lantern Shark spp","F",5,50.91,50.91,0.05091
2009,"5852","58","Genypterus spp","CEX","Cusk-eels nei","F",5,21,21,0.021
2009,"5852","58","Halargyreus johnsonii","MHJ","Slender codling","F",6,0.26,0.26,0.00026
2009,"5852","58","Icichthys australis","ICA","Southern driftfish","F",6,5.029,5.029,0.005029
2009,"5852","58","Lampris immaculatus","LAI","Moonfish","F",6,92,92,0.092
2009,"5852","58","Lithodidae","KCX","Crab spp.","C",4,7.46,7.46,0.00746
2009,"5852","58","Macrourus spp","GRV","Rat tails, Grenadiers","F",5,118638.52,118638.52,118.63852
2009,"5852","58","Macrourus whitsoni","WGR","","F",6,6.37,6.37,0.00637
2009,"5852","58","Melanostigma spp","MEL","Eelpout spp.","F",5,0.12,0.12,0.00012
2009,"5852","58","Muraenolepis spp","MRL","Moray cods","F",5,18.16,18.16,0.01816
2009,"5852","58","Myctophidae","LXX","Lanternfish","F",4,1.476,1.476,0.001476
2009,"5852","58","Notothenia acuta","NOA","Trangular rockcod","F",6,84.116,84.116,0.084116
2009,"5852","58","Notothenia squamifrons","NOS","Grey rockcod","F",6,25827.447,25827.447,25.827447
2009,"5852","58","Nototheniops mizops","NOZ","Toad rockcod","F",6,22.012,22.012,0.022012
2009,"5852","58","Octopodidae","OCT","Octopus spp.","C",4,108.515,108.515,0.108515
2009,"5852","58","Paradiplospinus gracilis","PDG","Splendor escolor","F",6,3.177,3.177,0.003177
2009,"5852","58","Patagonotothen brevicauda","NOT","Patagonian rockcod","F",6,0.019,0.019,1.9e-05
2009,"5852","58","Rajiformes","SRX","Skates and rays","F",3,16472.988,16464.438,16.464438
2009,"5852","58","Somniosus pacificus","SON","Pacific Sleeper Shark","F",6,1014.27,1014.27,1.01427
2009,"5852","58","Stomias boa boa","SBB","dragonfish","F",6,0.22,0.22,0.00022
2009,"5852","58","Teuthoidea","SQQ","Squids","C",4,29.402,29.402,0.029402
2009,"5852","58","Zanclorhynchus spinifer","ZSP","Spiny horsefish","F",6,0.006,0.006,6e-06
2009,"586","58","Antimora rostrata","ANT","Blue antimora","F",6,77757,77696.21,77.69621
2009,"586","58","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,907768.13528,907229.22528,907.22922528
2009,"586","58","Macrourus carinatus","MCC","Ridge-scaled rattail","F",6,193147.687127,193147.687127,193.147687127
2009,"586","58","Macrourus spp","GRV","Rat tails, Grenadiers","F",5,1694,1694,1.694
2009,"586","58","Raja taaf","RFA","","F",6,45189.45179,45189.45179,45.18945179
2009,"586","58","Rajiformes","SRX","Skates and rays","F",3,25.2,5.6,0.0056
2009,"587","58","Antimora rostrata","ANT","Blue antimora","F",6,152,148.29,0.14829
2009,"587","58","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,20173.7,19963.64,19.96364
2009,"587","58","Macrourus spp","GRV","Rat tails, Grenadiers","F",5,1207,1207,1.207
2009,"881","88","Antimora rostrata","ANT","Blue antimora","F",6,1693.89,1693.89,1.69389
2009,"881","88","Bathyraja eatonii","BEA","Eaton's Skate","F",6,1783.79,1783.79,1.78379
2009,"881","88","Bathyraja maccaini","BAM","McCain's skate","F",6,9,9,0.009
2009,"881","88","Chaenocephalus aceratus","SSI","Blackfin icefish","F",6,145.4,145.4,0.1454
2009,"881","88","Channichthyidae","ICX","Crocodile icefishes nei","F",4,4798.07,4798.07,4.79807
2009,"881","88","Chionobathyscus dewitti","CHW","Icefish spp.","F",6,391.8,391.8,0.3918
2009,"881","88","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,16801.14,16801.14,16.80114
2009,"881","88","Dissostichus mawsoni","TOA","Antarctic toothfish","F",6,2431517.78,2431517.78,2431.51778
2009,"881","88","Lampris immaculatus","LAI","Moonfish","F",6,141,141,0.141
2009,"881","88","Lithodidae","KCX","Crab spp.","C",4,0.59,0.59,0.00059
2009,"881","88","Macrourus spp","GRV","Rat tails, Grenadiers","F",5,114042.34,114042.34,114.04234
2009,"881","88","Macrourus whitsoni","WGR","","F",6,68949.83,68949.83,68.94983
2009,"881","88","Muraenolepis microps","MOY","Smalleye moray cod","F",6,105.2,105.2,0.1052
2009,"881","88","Muraenolepis spp","MRL","Moray cods","F",5,7814.29,7814.29,7.81429
2009,"881","88","Nototheniidae","NOX","Antarctic Rockcods","F",4,0.5,0.5,5e-04
2009,"881","88","Octopodidae","OCT","Octopus spp.","C",4,10.96,10.96,0.01096
2009,"881","88","Pachycara brachycephalum","PHB","Eelpout","F",6,44.7,44.7,0.0447
2009,"881","88","Pogonophryne permitini","PGR","Plunderfish","F",6,2.95,2.95,0.00295
2009,"881","88","Pogonophryne scotti","SZT","","F",6,3.3,3.3,0.0033
2009,"881","88","Pogonophryne spp","POG","plunderfish","F",5,0.7,0.7,7e-04
2009,"881","88","Raja georgiana","SRR","","F",6,5017.03,5017.03,5.01703
2009,"881","88","Rajiformes","SRX","Skates and rays","F",3,340.9,340.9,0.3409
2009,"882","88","Antimora rostrata","ANT","Blue antimora","F",6,6786.14,6786.14,6.78614
2009,"882","88","Bathyraja eatonii","BEA","Eaton's Skate","F",6,58.08,58.08,0.05808
2009,"882","88","Channichthyidae","ICX","Crocodile icefishes nei","F",4,5218.2,5218.2,5.2182
2009,"882","88","Chionobathyscus dewitti","CHW","Icefish spp.","F",6,228.5,228.5,0.2285
2009,"882","88","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,16,16,0.016
2009,"882","88","Dissostichus mawsoni","TOA","Antarctic toothfish","F",6,483653.62,483653.62,483.65362
2009,"882","88","Lithodidae","KCX","Crab spp.","C",4,0.94,0.94,0.00094
2009,"882","88","Macrourus spp","GRV","Rat tails, Grenadiers","F",5,53775.11,53775.11,53.77511
2009,"882","88","Macrourus whitsoni","WGR","","F",6,4529.39,4529.39,4.52939
2009,"882","88","Muraenolepis microps","MOY","Smalleye moray cod","F",6,7.5,7.5,0.0075
2009,"882","88","Muraenolepis spp","MRL","Moray cods","F",5,1159.93,1159.93,1.15993
2009,"882","88","Nototheniidae","NOX","Antarctic Rockcods","F",4,28.45,28.45,0.02845
2009,"882","88","Octopodidae","OCT","Octopus spp.","C",4,21.72,21.72,0.02172
2009,"882","88","Rajiformes","SRX","Skates and rays","F",3,17.7,17.7,0.0177
2009,"882","88","Trematomus spp","TRT","Trematomus spp","F",5,0.4,0.4,4e-04
2010,"41","41","Cryodraco antarcticus","FIC","Long-fingered Icefish","F",6,0.0135,0.0135,1.35e-05
2010,"41","41","Euphausia superba","KRI","Antarctic Krill","C",6,10000,10000,10
2010,"481","48","Cryodraco antarcticus","FIC","Long-fingered Icefish","F",6,0.003,0.003,3e-06
2010,"481","48","Dissostichus mawsoni","TOA","Antarctic toothfish","F",6,0.0079,0.0079,7.9e-06
2010,"481","48","Euphausia superba","KRI","Antarctic Krill","C",6,153262020.2268,153262020.2268,153262.0202268
2010,"481","48","Protomyctophum spp","PVP","","F",5,0.002,0.002,2e-06
2010,"482","48","Chaenocephalus aceratus","SSI","Blackfin icefish","F",6,0.101,0.101,0.000101
2010,"482","48","Chionodraco rastrospinosus","KIF","Ocellated icefish","F",6,3.31,3.31,0.00331
2010,"482","48","Dissostichus mawsoni","TOA","Antarctic toothfish","F",6,19,19,0.019
2010,"482","48","Euphausia superba","KRI","Antarctic Krill","C",6,49999227.325,49999227.325,49999.227325
2010,"482","48","Notothenia coriiceps","NOC","Black rockcod","F",6,0.85,0.85,0.00085
2010,"482","48","Pseudochaenichthys georgianus","SGI","South Georgia icefish","F",6,0.14,0.14,0.00014
2010,"483","48","Antimora rostrata","ANT","Blue antimora","F",6,15743.39,15737.02,15.73702
2010,"483","48","Champsocephalus gunnari","ANI","Mackerel icefish","F",6,739,737.22,0.73722
2010,"483","48","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,2518423.99,2516931.89,2516.93189
2010,"483","48","Euphausia superba","KRI","Antarctic Krill","C",6,8712335.354,8691900.864,8691.900864
2010,"483","48","Lithodes murrayi","KCM","Stone crab","C",6,109.5,109.5,0.1095
2010,"483","48","Lithodidae","KCX","Crab spp.","C",4,148.24,95.63,0.09563
2010,"483","48","Macrourus spp","GRV","Rat tails, Grenadiers","F",5,69590.61,69590.61,69.59061
2010,"483","48","Notothenia gibberifrons","NOG","Humped rockcod","F",6,18,18,0.018
2010,"483","48","Notothenia rossii","NOR","Marbled rockcod","F",6,86.1,83.63,0.08363
2010,"483","48","Paralomis formosa","KCF","Antarctic king crab","C",6,9151,9151,9.151
2010,"483","48","Paralomis spinosissima","KCV","Antarctic king crab","C",6,52800,52800,52.8
2010,"483","48","Pseudochaenichthys georgianus","SGI","South Georgia icefish","F",6,64.3,63.11,0.06311
2010,"483","48","Rajiformes","SRX","Skates and rays","F",3,6778.33,6773.73,6.77373
2010,"483  ","48","Adelieledone polymorpha","TWP","Antarctic knobbed octopus","C",6,0.125,0.125,0.000125
2010,"483  ","48","Artedidraco mirus","AZT","Plunderfish","F",6,0.259999998,0.259999998,0.000259999998
2010,"483  ","48","Chaenocephalus aceratus","SSI","Blackfin icefish","F",6,1228.335,1228.335,1.228335
2010,"483  ","48","Champsocephalus gunnari","ANI","Mackerel icefish","F",6,11279.85498,11279.85498,11.27985498
2010,"483  ","48","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,193.5120005,193.5120005,0.1935120005
2010,"483  ","48","Electrona carlsbergi","ELC","Lanternfish","F",6,0.029999999,0.029999999,2.9999999e-05
2010,"483  ","48","Gymnoscopelus nicholsi","GYN","lanternfish","F",6,100.8359988,100.8359988,0.1008359988
2010,"483  ","48","Liparididae","LIZ","Snailfish","F",4,0.01,0.01,1e-05
2010,"483  ","48","Magnisudis prionosa","MAP","Southern barracudina","F",6,0.524999976,0.524999976,0.000524999976
2010,"483  ","48","Mancopsetta maculata","MMM","Antarctic armless flounder","F",6,11.41499996,11.41499996,0.01141499996
2010,"483  ","48","Muraenolepis microps","MOY","Smalleye moray cod","F",6,18.34000029,18.34000029,0.01834000029
2010,"483  ","48","Myctophidae","LXX","Lanternfish","F",4,0.115,0.115,0.000115
2010,"483  ","48","Notothenia gibberifrons","NOG","Humped rockcod","F",6,1713.784996,1713.784996,1.713784996
2010,"483  ","48","Notothenia rossii","NOR","Marbled rockcod","F",6,16064.08015,16064.08015,16.06408015
2010,"483  ","48","Notothenia squamifrons","NOS","Grey rockcod","F",6,285.7850068,285.7850068,0.2857850068
2010,"483  ","48","Nototheniidae","NOX","Antarctic Rockcods","F",4,1.835000008,1.835000008,0.001835000008
2010,"483  ","48","Nototheniops larseni","NOL","Painted rockcod","F",6,37.96800014,37.96800014,0.03796800014
2010,"483  ","48","Nototheniops nudifrons","NOD","Yellowfin rockcod","F",6,11.53800013,11.53800013,0.01153800013
2010,"483  ","48","Pagothenia hansoni","TRH","Striped rockcod","F",6,96.28299796,96.28299796,0.09628299796
2010,"483  ","48","Parachaenichthys georgianus","PGE","Bathydraconidae","F",6,10.85900014,10.85900014,0.01085900014
2010,"483  ","48","Paradiplospinus gracilis","PDG","Splendor escolor","F",6,0.029999999,0.029999999,2.9999999e-05
2010,"483  ","48","Paralomis formosa","KCF","Antarctic king crab","C",6,0.895000011,0.895000011,0.000895000011
2010,"483  ","48","Paralomis spinosissima","KCV","Antarctic king crab","C",6,43.61299995,43.61299995,0.04361299995
2010,"483  ","48","Pareledone turqueti","TWT","Turquet's octopus","C",6,7.447000035,7.447000035,0.007447000035
2010,"483  ","48","Patagonotothen brevicauda","NOT","Patagonian rockcod","F",6,1164.779983,1164.779983,1.164779983
2010,"483  ","48","Pseudochaenichthys georgianus","SGI","South Georgia icefish","F",6,1826.746,1826.746,1.826746
2010,"483  ","48","Psilodraco breviceps","PSR","Dragonfish spp.","F",6,1.754999951,1.754999951,0.001754999951
2010,"483  ","48","Raja georgiana","SRR","","F",6,273.3469973,273.3469973,0.2733469973
2010,"484","48","Antimora rostrata","ANT","Blue antimora","F",6,699.08,699.08,0.69908
2010,"484","48","Channichthyidae","ICX","Crocodile icefishes nei","F",4,1.7,1.7,0.0017
2010,"484","48","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,57467.49,57467.49,57.46749
2010,"484","48","Dissostichus mawsoni","TOA","Antarctic toothfish","F",6,56311.24,56311.24,56.31124
2010,"484","48","Lithodidae","KCX","Crab spp.","C",4,1,1,0.001
2010,"484","48","Macrourus spp","GRV","Rat tails, Grenadiers","F",5,15827.1,15827.1,15.8271
2010,"484","48","Muraenolepis spp","MRL","Moray cods","F",5,347.97,347.97,0.34797
2010,"484","48","Nototheniidae","NOX","Antarctic Rockcods","F",4,3.3,3.3,0.0033
2010,"484","48","Rajiformes","SRX","Skates and rays","F",3,2268.9,2268.9,2.2689
2010,"486","48","Antimora rostrata","ANT","Blue antimora","F",6,822.46,822.4,0.8224
2010,"486","48","Channichthyidae","ICX","Crocodile icefishes nei","F",4,40.1,40.1,0.0401
2010,"486","48","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,49687.23,49687.23,49.68723
2010,"486","48","Dissostichus mawsoni","TOA","Antarctic toothfish","F",6,342320.55,342320.55,342.32055
2010,"486","48","Lithodes spp","KCZ","King crabs","C",5,2.7,2.7,0.0027
2010,"486","48","Macrourus spp","GRV","Rat tails, Grenadiers","F",5,10076.9,10076.9,10.0769
2010,"486","48","Muraenolepis microps","MOY","Smalleye moray cod","F",6,2.3,2.3,0.0023
2010,"486","48","Muraenolepis spp","MRL","Moray cods","F",5,9.7,9.7,0.0097
2010,"486","48","Nototheniidae","NOX","Antarctic Rockcods","F",4,1.5,1.5,0.0015
2010,"486","48","Octopodidae","OCT","Octopus spp.","C",4,1.1,1.1,0.0011
2010,"486","48","Paralomis spp","PAI","Crabs","C",5,3,3,0.003
2010,"5841","58","Antimora rostrata","ANT","Blue antimora","F",6,62.8,62.8,0.0628
2010,"5841","58","Channichthyidae","ICX","Crocodile icefishes nei","F",4,221.9,221.9,0.2219
2010,"5841","58","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,2229.73,2229.73,2.22973
2010,"5841","58","Dissostichus mawsoni","TOA","Antarctic toothfish","F",6,194009.97,194009.97,194.00997
2010,"5841","58","Macrourus spp","GRV","Rat tails, Grenadiers","F",5,6190.3,6190.3,6.1903
2010,"5841","58","Muraenolepis spp","MRL","Moray cods","F",5,44.95,44.95,0.04495
2010,"5841","58","Pogonophryne spp","POG","plunderfish","F",5,1.5,1.5,0.0015
2010,"5842","58","Antimora rostrata","ANT","Blue antimora","F",6,10.5,10.5,0.0105
2010,"5842","58","Channichthyidae","ICX","Crocodile icefishes nei","F",4,133.6,133.6,0.1336
2010,"5842","58","Dissostichus mawsoni","TOA","Antarctic toothfish","F",6,92781,92781,92.781
2010,"5842","58","Macrourus spp","GRV","Rat tails, Grenadiers","F",5,3532.1,3532.1,3.5321
2010,"5842","58","Muraenolepis spp","MRL","Moray cods","F",5,76.6,76.6,0.0766
2010,"5842","58","Pogonophryne spp","POG","plunderfish","F",5,5,5,0.005
2010,"5843b","58","Antimora rostrata","ANT","Blue antimora","F",6,67.4,67.4,0.0674
2010,"5843b","58","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,1662.58,1662.58,1.66258
2010,"5843b","58","Dissostichus mawsoni","TOA","Antarctic toothfish","F",6,12149.93,12149.93,12.14993
2010,"5843b","58","Macrourus spp","GRV","Rat tails, Grenadiers","F",5,1876.3,1876.3,1.8763
2010,"5843b","58","Muraenolepis spp","MRL","Moray cods","F",5,2.3,2.3,0.0023
2010,"5843b","58","Rajiformes","SRX","Skates and rays","F",3,143.4,143.4,0.1434
2010,"5844a","58","Antimora rostrata","ANT","Blue antimora","F",6,118.3,118.3,0.1183
2010,"5844a","58","Channichthyidae","ICX","Crocodile icefishes nei","F",4,1.85,1.85,0.00185
2010,"5844a","58","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,9239.79,9239.79,9.23979
2010,"5844a","58","Lithodes spp","KCZ","King crabs","C",5,1.95,1.95,0.00195
2010,"5844a","58","Macrourus spp","GRV","Rat tails, Grenadiers","F",5,112.5,112.5,0.1125
2010,"5844a","58","Nototheniidae","NOX","Antarctic Rockcods","F",4,4,4,0.004
2010,"5844a","58","Rajiformes","SRX","Skates and rays","F",3,5.5,5.5,0.0055
2010,"5844b","58","Antimora rostrata","ANT","Blue antimora","F",6,644.99,644.99,0.64499
2010,"5844b","58","Channichthyidae","ICX","Crocodile icefishes nei","F",4,1.5,1.5,0.0015
2010,"5844b","58","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,49801.86,49801.86,49.80186
2010,"5844b","58","Lithodes spp","KCZ","King crabs","C",5,5.1,5.1,0.0051
2010,"5844b","58","Macrourus spp","GRV","Rat tails, Grenadiers","F",5,1071.4,1071.4,1.0714
2010,"5844b","58","Muraenolepis spp","MRL","Moray cods","F",5,39.5,39.5,0.0395
2010,"5844b","58","Notothenia kempi","NOK","Striped-eyed rockcod","F",6,1.2,1.2,0.0012
2010,"5844b","58","Rajiformes","SRX","Skates and rays","F",3,421.5,421.5,0.4215
2010,"5851","58","Antimora rostrata","ANT","Blue antimora","F",6,58583.79,58551.61,58.55161
2010,"5851","58","Champsocephalus gunnari","ANI","Mackerel icefish","F",6,1233.99462,1190.84462,1.19084462
2010,"5851","58","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,5150877.97254,5145796.29254,5145.79629254
2010,"5851","58","Macrourus carinatus","MCC","Ridge-scaled rattail","F",6,884478.377553,884478.377553,884.478377553
2010,"5851","58","Notothenia squamifrons","NOS","Grey rockcod","F",6,2215.56985,2215.56985,2.21556985
2010,"5851","58","Raja spp","RAJ","Rays and skates nei","F",5,454987.0358042,454987.0358042,454.9870358042
2010,"5852","58","Antimora rostrata","ANT","Blue antimora","F",6,1328.4,1327.5,1.3275
2010,"5852","58","Bathyraja eatonii","BEA","Eaton's Skate","F",6,13176.19,13164.86,13.16486
2010,"5852","58","Bathyraja irrasa","BYR","Kerguelen sandpaper skate","F",6,308.23,308.23,0.30823
2010,"5852","58","Bathyraja murrayi","BMU","Murray's skate","F",6,906.35,906.35,0.90635
2010,"5852","58","Champsocephalus gunnari","ANI","Mackerel icefish","F",6,352461.37,352151.73,352.15173
2010,"5852","58","Channichthys rhinoceratus","LIC","Unicorn icefish","F",6,80098.2,80036.21,80.03621
2010,"5852","58","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,2458509.91,2456210.61,2456.21061
2010,"5852","58","Etmopterus granulosus","ETM","Lucifer Shark","F",6,5,5,0.005
2010,"5852","58","Etmopterus spp","SHL","Lantern Shark spp","F",5,2.33,2.33,0.00233
2010,"5852","58","Lamna nasus","POR","Porbeagle Shark","F",6,520,520,0.52
2010,"5852","58","Macrourus spp","GRV","Rat tails, Grenadiers","F",5,102301.62,102301.62,102.30162
2010,"5852","58","Macrourus whitsoni","WGR","","F",6,842,842,0.842
2010,"5852","58","Notothenia acuta","NOA","Trangular rockcod","F",6,1952.52,1952.52,1.95252
2010,"5852","58","Notothenia squamifrons","NOS","Grey rockcod","F",6,48030.88,48030.88,48.03088
2010,"5852","58","Octopodidae","OCT","Octopus spp.","C",4,220.45,220.45,0.22045
2010,"5852","58","Paralomis spp","PAI","Crabs","C",5,4.83,4.83,0.00483
2010,"5852","58","Rajiformes","SRX","Skates and rays","F",3,11461.41,11447.73,11.44773
2010,"5852","58","Somniosus pacificus","SON","Pacific Sleeper Shark","F",6,1336,1336,1.336
2010,"586","58","Antimora rostrata","ANT","Blue antimora","F",6,78840.38,78775.41,78.77541
2010,"586","58","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,740839.5712896,740312.4612896,740.3124612896
2010,"586","58","Lithodidae","KCX","Crab spp.","C",4,33.7,33.7,0.0337
2010,"586","58","Macrourus carinatus","MCC","Ridge-scaled rattail","F",6,113497.2227178,113497.2227178,113.4972227178
2010,"586","58","Macrourus spp","GRV","Rat tails, Grenadiers","F",5,2984.6,2984.6,2.9846
2010,"586","58","Raja taaf","RFA","","F",6,55864.501051,55864.501051,55.864501051
2010,"587","58","Antimora rostrata","ANT","Blue antimora","F",6,397,393.04,0.39304
2010,"587","58","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,72198.5,71993.04,71.99304
2010,"587","58","Macrourus spp","GRV","Rat tails, Grenadiers","F",5,1693,1693,1.693
2010,"881","88","Antimora rostrata","ANT","Blue antimora","F",6,1682.004,1682.004,1.682004
2010,"881","88","Bathyraja eatonii","BEA","Eaton's Skate","F",6,1084.77,1084.77,1.08477
2010,"881","88","Channichthyidae","ICX","Crocodile icefishes nei","F",4,3898.1,3898.1,3.8981
2010,"881","88","Chionobathyscus dewitti","CHW","Icefish spp.","F",6,1083.1,1083.1,1.0831
2010,"881","88","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,451.89,451.89,0.45189
2010,"881","88","Dissostichus mawsoni","TOA","Antarctic toothfish","F",6,2868429.22,2868429.22,2868.42922
2010,"881","88","Lampris immaculatus","LAI","Moonfish","F",6,97,97,0.097
2010,"881","88","Lithodidae","KCX","Crab spp.","C",4,8.21,8.21,0.00821
2010,"881","88","Macrourus carinatus","MCC","Ridge-scaled rattail","F",6,1196.4,1196.4,1.1964
2010,"881","88","Macrourus spp","GRV","Rat tails, Grenadiers","F",5,38119.9,38119.9,38.1199
2010,"881","88","Macrourus whitsoni","WGR","","F",6,80158.05,80158.05,80.15805
2010,"881","88","Muraenolepis marmoratus","MVC","Marbled moray cod","F",6,99.2,99.2,0.0992
2010,"881","88","Muraenolepis microps","MOY","Smalleye moray cod","F",6,1550.88,1550.88,1.55088
2010,"881","88","Muraenolepis spp","MRL","Moray cods","F",5,6530.19,6530.19,6.53019
2010,"881","88","Nototheniidae","NOX","Antarctic Rockcods","F",4,60.44,60.44,0.06044
2010,"881","88","Octopodidae","OCT","Octopus spp.","C",4,83.02,83.02,0.08302
2010,"881","88","Pagothenia hansoni","TRH","Striped rockcod","F",6,3.7,3.7,0.0037
2010,"881","88","Pogonophryne permitini","PGR","Plunderfish","F",6,1,1,0.001
2010,"881","88","Pogonophryne scotti","SZT","","F",6,2.2,2.2,0.0022
2010,"881","88","Pogonophryne spp","POG","plunderfish","F",5,25.49,25.49,0.02549
2010,"881","88","Raja georgiana","SRR","","F",6,5447.22,5447.22,5.44722
2010,"881","88","Raja spp","RAJ","Rays and skates nei","F",5,675.26,675.26,0.67526
2010,"881","88","Rajiformes","SRX","Skates and rays","F",3,924.45,924.45,0.92445
2010,"881","88","Trematomus loennbergii","TLO","Scaly rockcod","F",6,1,1,0.001
2010,"882","88","Aethotaxis mitopteryx","AEM","Longfin icedevil","F",6,1,1,0.001
2010,"882","88","Antimora rostrata","ANT","Blue antimora","F",6,4918.45,4918.45,4.91845
2010,"882","88","Channichthyidae","ICX","Crocodile icefishes nei","F",4,7017.58,7017.58,7.01758
2010,"882","88","Chionobathyscus dewitti","CHW","Icefish spp.","F",6,2095.2,2095.2,2.0952
2010,"882","88","Cryodraco antarcticus","FIC","Long-fingered Icefish","F",6,5,5,0.005
2010,"882","88","Dissostichus mawsoni","TOA","Antarctic toothfish","F",6,314272.63,314272.63,314.27263
2010,"882","88","Macrourus spp","GRV","Rat tails, Grenadiers","F",5,49294.55,49294.55,49.29455
2010,"882","88","Muraenolepis microps","MOY","Smalleye moray cod","F",6,78.8,78.8,0.0788
2010,"882","88","Muraenolepis spp","MRL","Moray cods","F",5,764.4,764.4,0.7644
2010,"882","88","Notothenia kempi","NOK","Striped-eyed rockcod","F",6,110.5,110.5,0.1105
2010,"882","88","Paralomis spp","PAI","Crabs","C",5,6,6,0.006
2010,"882","88","Pogonophryne spp","POG","plunderfish","F",5,11,11,0.011
2010,"882","88","Trematomus lepidorhinus","TRD","Slender scalyhead","F",6,0.5,0.5,5e-04
2011,"481","48","Anotopterus pharao","ANH","Daggertooth","F",6,0.704,0.704,0.000704
2011,"481","48","Champsocephalus gunnari","ANI","Mackerel icefish","F",6,19,19,0.019
2011,"481","48","Electrona carlsbergi","ELC","Lanternfish","F",6,32.9332,32.9332,0.0329332
2011,"481","48","Euphausia superba","KRI","Antarctic Krill","C",6,9214742,9214742,9214.742
2011,"481","48","Notothenia gibberifrons","NOG","Humped rockcod","F",6,225,225,0.225
2011,"481","48","Notothenia rossii","NOR","Marbled rockcod","F",6,100,100,0.1
2011,"481","48","Pleuragramma antarcticum","ANS","Antarctic silverfish","F",6,28,28,0.028
2011,"482","48","Chaenocephalus aceratus","SSI","Blackfin icefish","F",6,0.0248,0.0248,2.48e-05
2011,"482","48","Champsocephalus gunnari","ANI","Mackerel icefish","F",6,8.57,8.57,0.00857
2011,"482","48","Channichthyidae","ICX","Crocodile icefishes nei","F",4,0.18,0.18,0.00018
2011,"482","48","Dissostichus mawsoni","TOA","Antarctic toothfish","F",6,2.0682,2.0682,0.0020682
2011,"482","48","Electrona carlsbergi","ELC","Lanternfish","F",6,0.3818,0.3818,0.0003818
2011,"482","48","Euphausia superba","KRI","Antarctic Krill","C",6,115994834,115994834,115994.834
2011,"482","48","Notolepis coatsi","NTO","Antarctic jonasfish","F",6,309,309,0.309
2011,"482","48","Protomyctophum bolini","PRM","lanternfish","F",6,152,152,0.152
2011,"483","48","Antimora rostrata","ANT","Blue antimora","F",6,8856.55,8852.57,8.85257
2011,"483","48","Champsocephalus gunnari","ANI","Mackerel icefish","F",6,1730,1728.22,1.72822
2011,"483","48","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,1760559.79,1759523.57,1759.52357
2011,"483","48","Dissostichus mawsoni","TOA","Antarctic toothfish","F",6,62,62,0.062
2011,"483","48","Euphausia superba","KRI","Antarctic Krill","C",6,55800934,55783486.79,55783.48679
2011,"483","48","Lamna nasus","POR","Porbeagle Shark","F",6,80,80,0.08
2011,"483","48","Lithodes murrayi","KCM","Stone crab","C",6,1.5,1.5,0.0015
2011,"483","48","Lithodidae","KCX","Crab spp.","C",4,170.7,170.7,0.1707
2011,"483","48","Macrourus spp","GRV","Rat tails, Grenadiers","F",5,73965.79,73965.79,73.96579
2011,"483","48","Muraenolepis spp","MRL","Moray cods","F",5,2.8,2.8,0.0028
2011,"483","48","Myctophidae","LXX","Lanternfish","F",4,9,9,0.009
2011,"483","48","Notothenia rossii","NOR","Marbled rockcod","F",6,174,173.54,0.17354
2011,"483","48","Osteichthyes","MZZ","Unidentified saltwater bony fish","F",2,156,156,0.156
2011,"483","48","Pseudochaenichthys georgianus","SGI","South Georgia icefish","F",6,16,16,0.016
2011,"483","48","Rajiformes","SRX","Skates and rays","F",3,4456.7,4454.4,4.4544
2011,"483  ","48","Artedidraco mirus","AZT","Plunderfish","F",6,0.152,0.152,0.000152
2011,"483  ","48","Borostomias antarcticus","BRT","Snaggletooth","F",6,0.213,0.213,0.000213
2011,"483  ","48","Chaenocephalus aceratus","SSI","Blackfin icefish","F",6,892.8340025,892.8340025,0.8928340025
2011,"483  ","48","Champsocephalus gunnari","ANI","Mackerel icefish","F",6,9964.294993,9964.294993,9.964294993
2011,"483  ","48","Dissostichus eleginoides","TOP","Patagonian toothfish","F",6,2294.6340518,2294.6340518,2.2946340518
2011,"483  ","48","Electrona antarctica","ELN","","F",6,0.206000003,0.206000003,0.000206000003
2011,"483  ","48","Gymnoscopelus nicholsi","GYN","lanternfish","F",6,33.024000508,33.024000508,0.033024000508
2011,"483  ","48","Mancopsetta maculata","MMM","Antarctic armless flounder","F",6,13.330000102,13.330000102,0.013330000102
