"","iso3166","region_id","region_name","jobs","wage"
"1","AGO",200,"Angola",0.867290004630711,NA
"2","AIA",118,"Anguilla",0.874399174242226,NA
"3","ALB",82,"Albania",1.39778852812535,NA
"4","ANT",244,"Curaçao",0.937938826609099,NA
"5","ANT",245,"Bonaire",0.937938826609099,NA
"6","ANT",248,"Saba",0.937938826609099,NA
"7","ANT",249,"Sint Eustatius",0.937938826609099,NA
"8","ANT",250,"Aruba",0.937938826609099,NA
"9","ARE",54,"United Arab Emirates",1.51761359216534,NA
"10","ASM",151,"American Samoa",0.984314599359136,NA
"11","ATG",120,"Antigua and Barbuda",1.08617365748826,NA
"12","BEN",99,"Benin",0.478049630966559,NA
"13","BGD",204,"Bangladesh",1.85862832188318,NA
"14","BGR",71,"Bulgaria",0.640939825783659,NA
"15","BIH",232,"Bosnia and Herzegovina",0.793354519596706,NA
"16","BLZ",164,"Belize",1.17990698152011,NA
"17","BMU",108,"Bermuda",1.21040540049558,NA
"18","BRB",124,"Barbados",1.03043589065204,NA
"19","CHL",224,"Chile",1.22404055833709,NA
"20","CMR",197,"Cameroon",0.75637752771526,NA
"21","COD",199,"Democratic Republic of the Congo",2.21328133287251,NA
"22","COG",100,"R_publique du Congo",0.886804391484369,NA
"23","COK",153,"Cook Islands",0.397443206715958,NA
"24","COL",132,"Colombia",0.896711356415024,NA
"25","COM",28,"Comoro Islands",0.92261434944981,NA
"26","CPV",56,"Cape Verde",1.40385109453127,NA
"27","CUB",112,"Cuba",0.93422967272942,NA
"28","CYM",113,"Cayman Islands",1.33814107727769,NA
"29","DMA",123,"Dominica",1.03328368002653,NA
"30","DOM",115,"Dominican Republic",1.02763040952113,NA
"31","DZA",84,"Algeria",1.02164997314839,NA
"32","ECU",137,"Ecuador",1.15268557283402,NA
"33","EGY",214,"Egypt",1.93812505397639,NA
"34","ESP",182,"Spain",0.779331728514429,NA
"35","EST",70,"Estonia",0.6932219029381,NA
"36","FJI",18,"Fiji",0.7741024696148,NA
"37","FLK",95,"Falkland Islands",0.856007090324605,NA
"38","FRA",179,"France",0.884320542563106,NA
"39","GAB",198,"Gabon",0.558140415493996,NA
"40","GHA",106,"Ghana",1.57525742082527,NA
"41","GIB",60,"Gibraltar",1.87966543976644,NA
"42","GIN",194,"Guinea",1.11722747326586,NA
"43","GLP",140,"Guadeloupe and Martinique",1.04731848337889,NA
"44","GMB",65,"Gambia",1.05368031005974,NA
"45","GNQ",104,"Equatorial Guinea",0.108631103009814,NA
"46","GRC",80,"Greece",0.89294649308852,NA
"47","GRD",125,"Grenada",1.1582443549751,NA
"48","GRL",145,"Greenland",1.26018359552511,NA
"49","GTM",136,"Guatemala",1.05407559031436,NA
"50","GUF",169,"French Guiana",0.810537471766631,NA
"51","GUM",13,"Northern Mariana Islands and Guam",0.984930673834923,NA
"52","HND",133,"Honduras",0.70150680020964,NA
"53","HRV",187,"Croatia",0.864944955377993,NA
"54","HTI",114,"Haiti",1.58573827664644,NA
"55","IDN",216,"Indonesia",0.628801645236212,NA
"56","IRL",181,"Ireland",0.820507655698414,NA
"57","IRN",191,"Iran",1.03171957948533,NA
"58","IRQ",192,"Iraq",1.89686517766115,NA
"59","ISL",143,"Iceland",1.05275673764889,NA
"60","ISR",79,"Israel",1.11336097330173,NA
"61","JAM",166,"Jamaica",0.987449620912345,NA
"62","KEN",43,"Kenya",0.964856599214891,NA
"63","KIR",212,"Kiribati",0.669363005862853,NA
"64","KNA",119,"Saint Kitts and Nevis",0.665963048311437,NA
"65","KWT",51,"Kuwait",1.65625497633975,NA
"66","LBN",78,"Lebanon",0.995996201699776,NA
"67","LBR",97,"Liberia",2.64916898208449,NA
"68","LBY",67,"Libya",0.56816615216486,NA
"69","LCA",122,"Saint Lucia",0.691472432670936,NA
"70","LKA",40,"Sri Lanka",1.2440096844489,NA
"71","MAR",62,"Morocco",1.04321943476708,NA
"72","MDV",39,"Maldives",1.26690874455106,NA
"73","MLT",68,"Malta",0.987057239948382,NA
"74","MOZ",41,"Mozambique",1.42477270603213,NA
"75","MTQ",140,"Guadeloupe and Martinique",0.929813461885041,NA
"76","MYS",206,"Malaysia",1.19161534436969,NA
"77","MYS",247,"Brunei",1.19161534436969,NA
"78","MYT",29,"Mayotte",1.00367249139124,NA
"79","NAM",101,"Namibia",2.21467776468695,NA
"80","NCL",5,"New Caledonia",2.94320640657831,NA
"81","NGA",196,"Nigeria",1.38781925678837,NA
"82","NLD",177,"Netherlands",0.751904640721639,NA
"83","NZL",162,"New Zealand",1.03234731904522,NA
"84","OMN",48,"Oman",1.1485027399925,NA
"85","PAN",129,"Panama",1.58664133226674,NA
"86","PLW",8,"Palau",0.830840826206991,NA
"87","PNG",17,"Papua New Guinea",1.01073485814542,NA
"88","PYF",147,"French Polynesia",1.8959619537681,NA
"89","QAT",190,"Qatar",0.785267732716904,NA
"90","REU",32,"R_union",0.824136481538836,NA
"91","SAU",50,"Saudi Arabia",1.18342355678496,NA
"92","SDN",49,"Sudan",0.627700599475822,NA
"93","SEN",66,"Senegal",1.03359483025298,NA
"94","SLB",7,"Solomon Islands",2.58274469789383,NA
"95","SLE",96,"Sierra Leone",0.858791161524865,NA
"96","SPM",219,"Saint Pierre and Miquelon",0.999025998568988,NA
"97","STP",103,"Sao Tome and Principe",1.14085239541172,NA
"98","SUR",168,"Suriname",0.984719564275358,NA
"99","SVN",188,"Slovenia",1.07329520286965,NA
"100","SWE",222,"Sweden",1.02319105015446,NA
"101","SYC",31,"Seychelles",1.21849587983058,NA
"102","SYR",77,"Syria",1.06000973574106,NA
"103","TCA",111,"Turks and Caicos Islands",0.924061987385161,NA
"104","TGO",98,"Togo",1.24709624760999,NA
"105","TLS",231,"East Timor",0.825785097996376,NA
"106","TON",155,"Tonga",1.10051661561294,NA
"107","TTO",126,"Trinidad and Tobago",1.27442329376845,NA
"108","TUN",61,"Tunisia",0.964616295031496,NA
"109","TUR",76,"Turkey",1.03961499844047,NA
"110","TUV",19,"Tuvalu",8.44581739872494,NA
"111","TWN",14,"Taiwan",1.11831480298521,NA
"112","TZA",202,"Tanzania",1.43926747778172,NA
"113","UKR",75,"Ukraine",0.927924831659478,NA
"114","URY",173,"Uruguay",1.03901990591691,NA
"115","VGB",117,"British Virgin Islands",0.956724039225463,NA
"116","VNM",207,"Vietnam",0.954688193030787,NA
"117","VUT",6,"Vanuatu",1.20164149762526,NA
"118","YEM",47,"Yemen",1.56164484470788,NA
"119","ZAF",102,"South Africa",1.30760819827765,NA
