"","rgn_id","sciname","category"
"1",248100,"Stereomastis suhmi","LC"
"2",248100,"Hydrurga leptonyx","LC"
"3",248100,"Leptonychotes weddellii","LC"
"4",248100,"Lobodon carcinophaga","LC"
"5",248100,"Mirounga leonina","LC"
"6",248100,"Ommatophoca rossii","LC"
"7",248100,"Eubalaena australis","CR"
"8",248100,"Eubalaena australis","LC"
"9",248100,"Balaenoptera acutorostrata","LC"
"10",248100,"Balaenoptera borealis","EN"
"11",248100,"Balaenoptera musculus","EN"
"12",248100,"Balaenoptera physalus","EN"
"13",248100,"Balaenoptera physalus","VU"
"14",248100,"Megaptera novaeangliae","LC"
"15",248100,"Megaptera novaeangliae","EN"
"16",248100,"Megaptera novaeangliae","EN"
"17",248100,"Lagenorhynchus cruciger","LC"
"18",248100,"Physeter macrocephalus","EN"
"19",248100,"Physeter macrocephalus","VU"
"20",248100,"Hyperoodon planifrons","LC"
"21",248100,"Molpadiodemas violaceus","LC"
"22",248100,"Capheira sulcata","LC"
"23",248100,"Arctocephalus gazella","LC"
"24",248100,"Myxine australis","LC"
"25",248200,"Stereomastis suhmi","LC"
"26",248200,"Arctocephalus gazella","LC"
"27",248200,"Hydrurga leptonyx","LC"
"28",248200,"Leptonychotes weddellii","LC"
"29",248200,"Mirounga leonina","LC"
"30",248200,"Eubalaena australis","CR"
"31",248200,"Eubalaena australis","LC"
"32",248200,"Balaenoptera acutorostrata","LC"
"33",248200,"Balaenoptera borealis","EN"
"34",248200,"Balaenoptera musculus","EN"
"35",248200,"Balaenoptera physalus","EN"
"36",248200,"Balaenoptera physalus","VU"
"37",248200,"Megaptera novaeangliae","LC"
"38",248200,"Megaptera novaeangliae","EN"
"39",248200,"Megaptera novaeangliae","EN"
"40",248200,"Lagenorhynchus cruciger","LC"
"41",248200,"Physeter macrocephalus","EN"
"42",248200,"Physeter macrocephalus","VU"
"43",248200,"Hyperoodon planifrons","LC"
"44",248200,"Molpadiodemas violaceus","LC"
"45",248200,"Lobodon carcinophaga","LC"
"46",248200,"Ommatophoca rossii","LC"
"47",248300,"Stereomastis suhmi","LC"
"48",248300,"Mirounga leonina","LC"
"49",248300,"Eubalaena australis","CR"
"50",248300,"Eubalaena australis","LC"
"51",248300,"Balaenoptera acutorostrata","LC"
"52",248300,"Balaenoptera borealis","EN"
"53",248300,"Balaenoptera musculus","EN"
"54",248300,"Balaenoptera physalus","EN"
"55",248300,"Balaenoptera physalus","VU"
"56",248300,"Megaptera novaeangliae","LC"
"57",248300,"Megaptera novaeangliae","EN"
"58",248300,"Megaptera novaeangliae","EN"
"59",248300,"Lagenorhynchus cruciger","LC"
"60",248300,"Physeter macrocephalus","EN"
"61",248300,"Physeter macrocephalus","VU"
"62",248300,"Hyperoodon planifrons","LC"
"63",248300,"Ziphius cavirostris","LC"
"64",248300,"Molpadiodemas violaceus","LC"
"65",248300,"Xiphias gladius","LC"
"66",248300,"Xiphias gladius","EN"
"67",248300,"Gasterochisma melampus","LC"
"68",248300,"Thunnus maccoyii","CR"
"69",248300,"Hydrurga leptonyx","LC"
"70",248300,"Leptonychotes weddellii","LC"
"71",248300,"Arctocephalus gazella","LC"
"72",248400,"Stereomastis suhmi","LC"
"73",248400,"Hydrurga leptonyx","LC"
"74",248400,"Mirounga leonina","LC"
"75",248400,"Eubalaena australis","CR"
"76",248400,"Eubalaena australis","LC"
"77",248400,"Balaenoptera acutorostrata","LC"
"78",248400,"Balaenoptera borealis","EN"
"79",248400,"Balaenoptera musculus","EN"
"80",248400,"Balaenoptera physalus","EN"
"81",248400,"Balaenoptera physalus","VU"
"82",248400,"Megaptera novaeangliae","LC"
"83",248400,"Megaptera novaeangliae","EN"
"84",248400,"Megaptera novaeangliae","EN"
"85",248400,"Lagenorhynchus cruciger","LC"
"86",248400,"Physeter macrocephalus","EN"
"87",248400,"Physeter macrocephalus","VU"
"88",248400,"Hyperoodon planifrons","LC"
"89",248400,"Ziphius cavirostris","LC"
"90",248400,"Molpadiodemas violaceus","LC"
"91",248400,"Xiphias gladius","LC"
"92",248400,"Xiphias gladius","EN"
"93",248400,"Gasterochisma melampus","LC"
"94",248400,"Thunnus maccoyii","CR"
"95",248400,"Leptonychotes weddellii","LC"
"96",248400,"Arctocephalus gazella","LC"
"97",248400,"Lobodon carcinophaga","LC"
"98",248400,"Ommatophoca rossii","LC"
"99",248500,"Stereomastis suhmi","LC"
"100",248500,"Arctocephalus gazella","LC"
"101",248500,"Hydrurga leptonyx","LC"
"102",248500,"Leptonychotes weddellii","LC"
"103",248500,"Lobodon carcinophaga","LC"
"104",248500,"Mirounga leonina","LC"
"105",248500,"Ommatophoca rossii","LC"
"106",248500,"Balaenoptera acutorostrata","LC"
"107",248500,"Balaenoptera borealis","EN"
"108",248500,"Balaenoptera musculus","EN"
"109",248500,"Balaenoptera physalus","EN"
"110",248500,"Balaenoptera physalus","VU"
"111",248500,"Megaptera novaeangliae","LC"
"112",248500,"Megaptera novaeangliae","EN"
"113",248500,"Megaptera novaeangliae","EN"
"114",248500,"Physeter macrocephalus","EN"
"115",248500,"Physeter macrocephalus","VU"
"116",248500,"Hyperoodon planifrons","LC"
"117",248500,"Molpadiodemas violaceus","LC"
"118",248600,"Stereomastis suhmi","LC"
"119",248600,"Hydrurga leptonyx","LC"
"120",248600,"Mirounga leonina","LC"
"121",248600,"Eubalaena australis","CR"
"122",248600,"Eubalaena australis","LC"
"123",248600,"Balaenoptera acutorostrata","LC"
"124",248600,"Balaenoptera borealis","EN"
"125",248600,"Balaenoptera musculus","EN"
"126",248600,"Balaenoptera physalus","EN"
"127",248600,"Balaenoptera physalus","VU"
"128",248600,"Megaptera novaeangliae","LC"
"129",248600,"Megaptera novaeangliae","EN"
"130",248600,"Megaptera novaeangliae","EN"
"131",248600,"Lagenorhynchus cruciger","LC"
"132",248600,"Physeter macrocephalus","EN"
"133",248600,"Physeter macrocephalus","VU"
"134",248600,"Hyperoodon planifrons","LC"
"135",248600,"Molpadiodemas violaceus","LC"
"136",248600,"Xiphias gladius","LC"
"137",248600,"Xiphias gladius","EN"
"138",248600,"Gasterochisma melampus","LC"
"139",248600,"Thunnus maccoyii","CR"
"140",248600,"Stereomastis surda","LC"
"141",248600,"Arctocephalus gazella","LC"
"142",248600,"Leptonychotes weddellii","LC"
"143",248600,"Lobodon carcinophaga","LC"
"144",248600,"Ommatophoca rossii","LC"
"145",258410,"Stereomastis suhmi","LC"
"146",258410,"Stereomastis surda","LC"
"147",258410,"Arctocephalus gazella","LC"
"148",258410,"Hydrurga leptonyx","LC"
"149",258410,"Leptonychotes weddellii","LC"
"150",258410,"Mirounga leonina","LC"
"151",258410,"Eubalaena australis","CR"
"152",258410,"Eubalaena australis","LC"
"153",258410,"Balaenoptera acutorostrata","LC"
"154",258410,"Balaenoptera borealis","EN"
"155",258410,"Balaenoptera musculus","EN"
"156",258410,"Balaenoptera physalus","EN"
"157",258410,"Balaenoptera physalus","VU"
"158",258410,"Megaptera novaeangliae","LC"
"159",258410,"Megaptera novaeangliae","EN"
"160",258410,"Megaptera novaeangliae","EN"
"161",258410,"Lagenorhynchus cruciger","LC"
"162",258410,"Physeter macrocephalus","EN"
"163",258410,"Physeter macrocephalus","VU"
"164",258410,"Hyperoodon planifrons","LC"
"165",258410,"Molpadiodemas violaceus","LC"
"166",258410,"Lobodon carcinophaga","LC"
"167",258410,"Ommatophoca rossii","LC"
"168",258410,"Arctocephalus tropicalis","LC"
"169",258410,"Thunnus maccoyii","CR"
"170",258420,"Stereomastis suhmi","LC"
"171",258420,"Stereomastis surda","LC"
"172",258420,"Hydrurga leptonyx","LC"
"173",258420,"Leptonychotes weddellii","LC"
"174",258420,"Lobodon carcinophaga","LC"
"175",258420,"Mirounga leonina","LC"
"176",258420,"Ommatophoca rossii","LC"
"177",258420,"Eubalaena australis","CR"
"178",258420,"Eubalaena australis","LC"
"179",258420,"Balaenoptera acutorostrata","LC"
"180",258420,"Balaenoptera musculus","EN"
"181",258420,"Balaenoptera physalus","EN"
"182",258420,"Balaenoptera physalus","VU"
"183",258420,"Megaptera novaeangliae","LC"
"184",258420,"Megaptera novaeangliae","EN"
"185",258420,"Megaptera novaeangliae","EN"
"186",258420,"Physeter macrocephalus","EN"
"187",258420,"Physeter macrocephalus","VU"
"188",258420,"Hyperoodon planifrons","LC"
"189",258420,"Molpadiodemas violaceus","LC"
"190",258420,"Lagenorhynchus cruciger","LC"
"191",258420,"Arctocephalus gazella","LC"
"192",258431,"Stereomastis suhmi","LC"
"193",258431,"Stereomastis surda","LC"
"194",258431,"Arctocephalus gazella","LC"
"195",258431,"Hydrurga leptonyx","LC"
"196",258431,"Leptonychotes weddellii","LC"
"197",258431,"Mirounga leonina","LC"
"198",258431,"Eubalaena australis","CR"
"199",258431,"Eubalaena australis","LC"
"200",258431,"Balaenoptera acutorostrata","LC"
"201",258431,"Balaenoptera borealis","EN"
"202",258431,"Balaenoptera musculus","EN"
"203",258431,"Balaenoptera physalus","EN"
"204",258431,"Balaenoptera physalus","VU"
"205",258431,"Megaptera novaeangliae","LC"
"206",258431,"Megaptera novaeangliae","EN"
"207",258431,"Megaptera novaeangliae","EN"
"208",258431,"Lagenorhynchus cruciger","LC"
"209",258431,"Physeter macrocephalus","EN"
"210",258431,"Physeter macrocephalus","VU"
"211",258431,"Hyperoodon planifrons","LC"
"212",258431,"Molpadiodemas violaceus","LC"
"213",258431,"Lobodon carcinophaga","LC"
"214",258431,"Ommatophoca rossii","LC"
"215",258432,"Stereomastis suhmi","LC"
"216",258432,"Stereomastis surda","LC"
"217",258432,"Arctocephalus gazella","LC"
"218",258432,"Hydrurga leptonyx","LC"
"219",258432,"Leptonychotes weddellii","LC"
"220",258432,"Mirounga leonina","LC"
"221",258432,"Eubalaena australis","CR"
"222",258432,"Eubalaena australis","LC"
"223",258432,"Balaenoptera acutorostrata","LC"
"224",258432,"Balaenoptera borealis","EN"
"225",258432,"Balaenoptera musculus","EN"
"226",258432,"Balaenoptera physalus","EN"
"227",258432,"Balaenoptera physalus","VU"
"228",258432,"Megaptera novaeangliae","LC"
"229",258432,"Megaptera novaeangliae","EN"
"230",258432,"Megaptera novaeangliae","EN"
"231",258432,"Lagenorhynchus cruciger","LC"
"232",258432,"Physeter macrocephalus","EN"
"233",258432,"Physeter macrocephalus","VU"
"234",258432,"Hyperoodon planifrons","LC"
"235",258432,"Molpadiodemas violaceus","LC"
"236",258432,"Lobodon carcinophaga","LC"
"237",258432,"Ommatophoca rossii","LC"
"238",258441,"Stereomastis suhmi","LC"
"239",258441,"Stereomastis surda","LC"
"240",258441,"Arctocephalus gazella","LC"
"241",258441,"Hydrurga leptonyx","LC"
"242",258441,"Mirounga leonina","LC"
"243",258441,"Eubalaena australis","CR"
"244",258441,"Eubalaena australis","LC"
"245",258441,"Balaenoptera acutorostrata","LC"
"246",258441,"Balaenoptera borealis","EN"
"247",258441,"Balaenoptera musculus","EN"
"248",258441,"Balaenoptera physalus","EN"
"249",258441,"Balaenoptera physalus","VU"
"250",258441,"Megaptera novaeangliae","LC"
"251",258441,"Megaptera novaeangliae","EN"
"252",258441,"Megaptera novaeangliae","EN"
"253",258441,"Lagenorhynchus cruciger","LC"
"254",258441,"Physeter macrocephalus","EN"
"255",258441,"Physeter macrocephalus","VU"
"256",258441,"Hyperoodon planifrons","LC"
"257",258441,"Molpadiodemas violaceus","LC"
"258",258441,"Xiphias gladius","LC"
"259",258441,"Xiphias gladius","EN"
"260",258441,"Gasterochisma melampus","LC"
"261",258441,"Thunnus maccoyii","CR"
"262",258441,"Leptonychotes weddellii","LC"
"263",258441,"Lobodon carcinophaga","LC"
"264",258441,"Ommatophoca rossii","LC"
