"rgn_id","trend.score","whencev01","whence_choice"
1,0.186516969463363,"XP","coastalpop"
2,0.187069989236912,"XP","coastalpop"
3,-0.0320757878356603,"XP","coastalpop"
4,NA,"XSI","southern"
4,NA,NA,NA
5,0.015478647404425,"OD","OD"
6,-0.128664815299429,"XP","coastalpop"
7,-0.164730775520753,"XP","coastalpop"
8,-0.098019549126701,"XP","coastalpop"
9,-0.117106513153572,"XP","coastalpop"
10,-0.113614851104598,"XP","coastalpop"
11,-0.0639618386545272,"XP","coastalpop"
12,NA,NA,NA
13,-0.141557562488276,"XP","coastalpop"
14,0.0432800525406855,"OD","OD"
15,-0.0840028396734382,"XP","coastalpop"
16,-0.163596787520535,"OD","OD"
17,-0.11333456098707,"XP","coastalpop"
18,-0.0448543613187088,"XP","coastalpop"
19,-0.0780073095690182,"XP","coastalpop"
20,0.242507162379279,"OD","OD"
21,-0.028247265530982,"XP","coastalpop"
24,-0.126962918495781,"XP","coastalpop"
25,-0.311261026808529,"OD","OD"
26,-0.0937123726963877,"XP","coastalpop"
28,-0.149116910102061,"XP","coastalpop"
29,-0.283861692010372,"XP","coastalpop"
30,NA,NA,NA
31,-0.0652827676774304,"XP","coastalpop"
32,-0.0501452878184794,"XP","coastalpop"
33,NA,NA,NA
34,NA,"XSI","southern"
34,NA,NA,NA
35,NA,"XSI","southern"
35,NA,NA,NA
36,NA,"XSI","southern"
36,NA,NA,NA
37,-0.161378211774342,"OD","OD"
38,NA,NA,NA
39,-0.158071615411567,"XP","coastalpop"
40,0.0690050924543203,"OD","OD"
41,-0.368936115558627,"OD","OD"
42,-0.142856870015419,"OD","OD"
43,-0.103068775695653,"XP","coastalpop"
44,-0.253772940998033,"XP","coastalpop"
45,-0.127940978726827,"XP","coastalpop"
46,-0.0200042026622765,"XP","coastalpop"
47,1,"OD","OD"
48,0.28026080341025,"OD","OD"
49,-0.108433753383055,"XP","coastalpop"
50,-0.304232877618899,"OD","OD"
51,-0.139481438848338,"XP","coastalpop"
52,0.326577577838341,"OD","OD"
53,-0.13385894534983,"XP","coastalpop"
54,-0.0733184998525606,"XP","coastalpop"
55,0.018468375867571,"XP","coastalpop"
56,-0.0998343160970418,"XP","coastalpop"
57,0.0561264039584274,"XP","coastalpop"
58,-0.0294325858899552,"XP","coastalpop"
59,0.000976236669426789,"XP","coastalpop"
60,0.0123929286237855,"XP","coastalpop"
61,-0.0644173183771181,"OD","OD"
62,-0.197460883752007,"OD","OD"
63,-0.216951126019743,"XP","coastalpop"
64,-1,"OD","OD"
65,-0.39708101559997,"OD","OD"
66,-0.12953489458968,"XP","coastalpop"
67,-0.105858968711714,"XP","coastalpop"
68,0.732559974145029,"OD","OD"
69,-0.19534346128753,"OD","OD"
70,-0.20968037688464,"OD","OD"
71,0.0287503178395473,"XP","coastalpop"
72,0.481872101408592,"OD","OD"
73,0.130360135637356,"XP","coastalpop"
74,0.0219565176682088,"XP","coastalpop"
75,-0.151946430953685,"OD","OD"
76,0.0826823975700307,"OD","OD"
77,-0.128083865374006,"XP","coastalpop"
78,-0.0629728800515497,"XP","coastalpop"
79,-0.446752473847153,"OD","OD"
80,-0.069026408737051,"OD","OD"
81,0.242049493952876,"OD","OD"
82,-0.0629882925242835,"XP","coastalpop"
84,-0.207092339886499,"OD","OD"
85,-0.04177552896159,"XP","coastalpop"
86,-0.0429086955092764,"XP","coastalpop"
88,-0.0409547459323229,"XP","coastalpop"
89,0,"XSI","southern"
89,NA,NA,NA
90,0,"XSI","southern"
90,NA,NA,NA
91,NA,"XSI","southern"
91,NA,NA,NA
92,0,"XSI","southern"
92,NA,NA,NA
93,0,"XSI","southern"
93,NA,NA,NA
94,NA,"XSI","southern"
94,NA,NA,NA
95,-0.057937216007701,"XP","coastalpop"
96,-0.152852782343274,"XP","coastalpop"
97,-0.219515434382529,"XP","coastalpop"
98,0.0499093945612276,"OD","OD"
99,-0.147050948288693,"XP","coastalpop"
100,-0.163117906521577,"XP","coastalpop"
101,-0.213038017379517,"XP","coastalpop"
102,0.00942899184809976,"XP","coastalpop"
103,-0.0889690042598237,"XP","coastalpop"
104,-0.151353147712004,"XP","coastalpop"
105,NA,"XSI","southern"
105,NA,NA,NA
106,-0.482966602224913,"OD","OD"
107,NA,"XSI","southern"
107,NA,NA,NA
108,-0.0307682529218724,"XP","coastalpop"
110,-0.0537846451358457,"XP","coastalpop"
111,-0.152884848626361,"XP","coastalpop"
112,-0.0128733034251248,"XP","coastalpop"
113,-0.155334254972321,"XP","coastalpop"
114,-0.0827449275030625,"XP","coastalpop"
115,-0.133144646083148,"OD","OD"
116,-0.0385251255378782,"XP","coastalpop"
117,-0.107406528893766,"XP","coastalpop"
118,-0.122226944326393,"XP","coastalpop"
119,-0.192068429237968,"OD","OD"
120,1,"OD","OD"
121,-0.159606361049079,"XP","coastalpop"
122,-0.0469359673319818,"XP","coastalpop"
123,0.00490067171539704,"XP","coastalpop"
124,-0.0167881718230084,"XP","coastalpop"
125,-0.015274859022359,"XP","coastalpop"
126,-0.0270984035601666,"XP","coastalpop"
127,-0.0286109223450923,"XP","coastalpop"
129,0.216200006355144,"OD","OD"
130,-0.0866853820359374,"OD","OD"
131,-0.355767931620615,"OD","OD"
132,-0.205565811231844,"OD","OD"
133,0.0868440016704512,"OD","OD"
134,-0.20954930555478,"OD","OD"
135,0.0746450317247635,"OD","OD"
136,-0.356617189515293,"OD","OD"
137,-0.300160963634286,"OD","OD"
138,-0.263800345329364,"OD","OD"
139,-0.0648935201263592,"XP","coastalpop"
140,-0.028091757129426,"XP","coastalpop"
141,-0.0421967293141328,"XP","coastalpop"
143,0.187290737758744,"OD","OD"
144,NA,NA,NA
145,-0.0121903848995821,"XP","coastalpop"
146,-4.59229586510679e-16,"XP","coastalpop"
147,0.233767350331036,"OD","OD"
148,-0.103943651599398,"XP","coastalpop"
149,NA,"XSI","southern"
149,NA,NA,NA
150,NA,"XSI","southern"
150,NA,NA,NA
151,-0.15061397856552,"XP","coastalpop"
152,-0.0411241035549211,"XP","coastalpop"
153,-0.418718782797051,"OD","OD"
154,0.0481442395025688,"XP","coastalpop"
155,-0.0188327763842708,"XP","coastalpop"
156,0.0269267728776456,"XP","coastalpop"
157,-0.134329601261484,"XP","coastalpop"
158,NA,"XSI","southern"
158,NA,NA,NA
159,NA,"XSI","southern"
159,NA,NA,NA
161,-0.0284144002761025,"XP","coastalpop"
162,-0.055418857976511,"OD","OD"
163,-0.0188548946771878,"OD","OD"
164,-0.160990587549088,"OD","OD"
166,-0.0476277727343975,"XP","coastalpop"
167,-0.114223627431872,"OD","OD"
168,-0.293394153699616,"OD","OD"
169,-0.147514192327543,"XP","coastalpop"
171,-0.0676710613253339,"XP","coastalpop"
172,-0.263001181864006,"OD","OD"
173,-0.34783734564412,"OD","OD"
174,-0.0498916361690452,"OD","OD"
175,0.116375196188301,"OD","OD"
176,-0.0939137086222758,"OD","OD"
177,-0.0738461562025927,"OD","OD"
178,-0.317953123811744,"OD","OD"
179,0.0378291575220174,"OD","OD"
180,0.10250464027544,"OD","OD"
181,-0.152201662834445,"OD","OD"
182,-0.0277557689228243,"OD","OD"
