Country (Country),Species (ASFIS species),Aquaculture area (FAO major fishing area),Environment (Environment),1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Austria,Silver carp,Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,17.23,10.18,12.53,14.47,18.25,3.65,7.3,7.4,7.4,10,5,7,7,9.7,40.07,30.85
Austria,Sturgeons nei,Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3.13,3.62,3.65,0,3.65,5,0,7,28,10,10,27.6,69.71,107.35
Austria,Tench,Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,17.23,20.36,47,36.18,18.25,21.9,10.95,11.1,14.8,20,20,28,49,48.5,80.15,82.28
Austria,Wels(=Som) catfish,Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,20.1,13.57,9.4,10.85,3.65,7.3,3.65,8,8,543.2,509.6,816,784,1661,71.24,82.28
Austria,Whitefishes nei,Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,20.1,6.79,3.13,7.24,7.3,32.85,0,0,0,0,0,12,12,16.6,76.81,59.14
Azerbaijan,Common carp,Asia - Inland waters,Freshwater,...,...,...,...,1072,1091,1011,2106,792,578,416,245,222,114.1,56,20.28,...,14.26,26.91,49.92,103.5,200.2,282.9,650,1157,1443,1820,492,452.64
Azerbaijan,Crucian carp,Asia - Inland waters,Freshwater,...,...,...,...,...,...,...,...,115,69,27,8,6,9,8,...,...,...,...,...,...,...,...,...,...,...,...,35,34.8
Azerbaijan,Freshwater bream,Asia - Inland waters,Freshwater,...,...,...,...,0,0,0,0,0,0,0,0,0,0,0,0,10.2,20.13,9.52,5.74,3.06,5.46,19.98,14.04,29.25,29.7,36,31.92,57.2
Azerbaijan,Freshwater fishes nei,Asia - Inland waters,Freshwater,...,...,...,...,...,...,...,...,35.1,23.4,14.4,8.75,6.5,9.1,5.2,177,110,34,...,...,3.5,9,18,30.8,24,27.95,27.3,41.8,57.8
Azerbaijan,Grass carp(=White amur),Asia - Inland waters,Freshwater,...,...,...,...,...,...,...,...,24,3,7.5,3,1.5,0,0,0,0,0,0,0,13.8,38.5,32.8,70,89,111,140,140,44.8
Azerbaijan,Kutum,Asia - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1.7,5
Azerbaijan,Mullets nei,Asia - Inland waters,Freshwater,...,...,...,...,18,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,3.12,1.95,1.17,0,1,1,1.3,3.3,3.41
Azerbaijan,Pike-perch,Asia - Inland waters,Freshwater,...,...,...,...,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,4.76,4.64,5.36,6.84,5.32,3.48,11.52,14,36,20.8,0
Azerbaijan,Rainbow trout,Asia - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,356
Azerbaijan,Roaches nei,Asia - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1.4,0.7
Azerbaijan,Silver carp,Asia - Inland waters,Freshwater,...,...,...,...,859.5,795,307.5,60,1110,801,867,381,277.5,277.5,178.5,...,...,...,13.8,19.2,103.5,115.5,131.2,130,445,555,700,625,55
Azerbaijan,Sturgeons nei,Asia - Inland waters,Freshwater,...,...,...,...,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210
Azerbaijan,Wels(=Som) catfish,Asia - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,7.5,7.8
Bahamas,Brine shrimp,"Atlantic, Western Central",Marine,...,...,...,...,...,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahamas,Florida pompano,"Atlantic, Western Central",Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,7.32,7.32,48.18,0,0,0,0,0,0
Bahamas,Red drum,"Atlantic, Western Central",Marine,...,...,...,...,...,14.4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahamas,Tilapias nei,"America, North - Inland waters",Freshwater,...,105,105,88,144,170.5,129,25.2,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahamas,Whiteleg shrimp,"Atlantic, Western Central",Brackishwater,70,48,72,120,120,70,21,13,25,24,12,60,15,15,15,15,28,182,250,420,48.02,48.02,0,0,0,37.4,0,0,0
Bahrain,Barramundi(=Giant seaperch),"Indian Ocean, Western",Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0.64,...
Bahrain,Gilthead seabream,"Indian Ocean, Western",Marine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,5.3,5.43,6.39,3.12
Bahrain,Mangrove red snapper,"Indian Ocean, Western",Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2.6,0,0,0,...,...,...,...,...
Bahrain,Orange-spotted grouper,"Indian Ocean, Western",Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,8,10,26.2,33.48,12.76
Bahrain,Sobaity seabream,"Indian Ocean, Western",Marine,0,0,0,0,0,0,0,0,0,...,...,18,13.5,0,4.5,13.5,55.2,0,7.8,7.8,15.6,5.2,2.6,4.5,...,...,3.45,...,...
Bahrain,White-spotted spinefoot,"Indian Ocean, Western",Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3.2,3.2,3.2,2.92,0,...,...,...,...,...
Bangladesh,[Puntius sarana],Asia - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,5020.35,5082.59,8598.52,9733.92
Bangladesh,[Channa marulius],Asia - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1360.1,2519.9,1413.19,2209.23
Bangladesh,Asian barbs nei,Asia - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,5053.67,3977.14,8106.96,9973.56
Bangladesh,Bronze featherback,Asia - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,4755.57,1961.65,1236.15,1268.53
Bangladesh,Catla,Asia - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,77256,91375.44,125127.66,147059.66,158444.3,150339.42,142664.2,165421.56,176749.36,188934.16,172287.78,208660.12,225289.81,254311.23,323824.3,366599.2,450532.8,481892.8
Bangladesh,Climbing perch,Asia - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,6604.96,20460.75,36192.91,76091.73
Bangladesh,Clown knifefish,Asia - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1004.5,1651.22,364.47,350
Bangladesh,Common carp,Asia - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,11738,5159.16,4412.64,18558.75,18198.48,27725.73,13531.71,10291.19,12550.84,18038.33,14195.44,16165.3,29239.69,33135.66,52486,73147.97,101506.89,106818.87
Bangladesh,Cyprinids nei,Asia - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,17175.8,15199.54,17017.74,72590.28
Bangladesh,Freshwater fishes nei,Asia - Inland waters,Freshwater,102348.68,114266.25,123524.29,161336,170876.17,184160.28,191500.94,197092.45,222139.72,239622.5,283462.4,97979.76,102719.52,103177.66,120698.85,116614.73,136936.62,127538.6,137040.9,167788.25,231765.67,179101.02,141120.8,170430.7,229302.95,16474.39,54228.31,132510.95,100956.03
Bangladesh,"Freshwater prawns, shrimps nei",Asia - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,18496.8,22993.14,10530.39,16389.66
Bangladesh,Giant river prawn,Asia - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,17955,47709,52141,60385.5,54913.08,47539.7,76369.88,74287.77,78948,129449.88,137213.98,150976.55,168715.08,173798.81,217685.36,255133.05,295992.94,331033.1
Bangladesh,Giant tiger prawn,"Indian Ocean, Eastern",Brackishwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,352813.72,316007.88,389442.1,458855.03
Bangladesh,Grass carp(=White amur),Asia - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,3719,6352.42,6370.43,4781.7,5742.56,10981.08,13989.81,13352.04,13876.88,12124.73,13674.59,13748.89,15520.77,19986.56,32501.93,38776.35,31621.68,28479.75
Bangladesh,Indian white prawn,"Indian Ocean, Eastern",Brackishwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,7105.55,2777.35,7339.55,16056.15
Bangladesh,Marine fishes nei,"Indian Ocean, Eastern",Brackishwater,3737.18,3889.2,5240.07,8150.24,7593.6,10527.79,10301.96,9660.6,18720,21900,22592.7,18288.88,31861.44,41218.67,36915.23,36164.7,36018.84,33166.35,35950.79,41057.6,49761.18,44374.65,49233.02,52229.08,57911.22,86615.92,143101.4,118006.92,150603.86
Bangladesh,Mrigal carp,Asia - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,39250,53265.6,84047.87,81723.19,84495.28,90753.84,96080.96,101746.56,118183.78,141136.47,122905.8,131540,152288.75,170044.98,211284.7,257216.17,266712.1,280062.25
Bangladesh,Orangefin labeo,Asia - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,17115.04,84257.37,81436.66,33794.58
Bangladesh,Penaeus shrimps nei,"Indian Ocean, Eastern",Brackishwater,35259.52,43435.7,53208.54,52000.96,58351.04,67834.2,108019.2,110876.85,120120.01,156887.52,166825.42,186495.52,242138.89,274493.53,299738.22,207018.86,203199.14,183980.03,193493.1,194370.33,195027.84,196091.72,234699.27,249326.64,274281,14011.22,6560,23423.94,37351.96
Bangladesh,Philippine catfish,Asia - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,9844.15,34254.02,22159.85,23696.48
Bangladesh,Roho labeo,Asia - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,130567.51,145003.33,188569.11,191641.11,197245.98,208065.66,214448.5,225123.28,269350.22,265349.38,242496.5,276610.53,305852.38,385015.25,476822.66,584261.3,661384.44,704124.25
Bangladesh,Silver barb,Asia - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,8983.98,15296.46,66752.5,75267.79
Bangladesh,Silver carp,Asia - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,32011.35,50650.92,89974.88,99557.85,98396.62,127541.83,163513.75,176360.22,170245.95,131592.72,124137.21,136349.2,153659.3,168394.42,274839.94,308929.47,228796.88,297891.84
Bangladesh,Speckled shrimp,"Indian Ocean, Eastern",Brackishwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,81620.56,11408.48,37194.98,33720.49
Bangladesh,Spotted snakehead,Asia - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2058.55,1747.35,823.43,1840.54
Bangladesh,Stinging catfish,Asia - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,10102.99,31789.54,11206.75,14725.78
Bangladesh,Striped catfish,Asia - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,64623.27,135389.86,189978.33,331120.88
Bangladesh,Striped snakehead,Asia - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1896.03,2498.37,1603.65,2863.06
Bangladesh,Tilapias nei,Asia - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,25870.46,40988.2,172451.55,205540.67
Bangladesh,Wallago,Asia - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3263.95,1844.2,3287.49,6192.3
Barbados,Nile tilapia,"America, North - Inland waters",Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,15,15,15,15,15,100,100
Barbados,Red claw crayfish,"America, North - Inland waters",Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,6.25,6.25,6.25,6.25,6.25,6.25,6.25
Belarus,Common carp,Europe - Inland waters,Freshwater,...,...,...,...,36898.9,38845.4,38074.2,35373.6,17417.5,14535,14755,11575.2,9893,7469.8,8460.4,10220,14667.5,9997,11710.4,8803.6,5046.1,9581.9,15182.79,23793.34,29109.96,23958.8,23683.7,46468.73,34775.25
Belarus,Crucian carp,Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,1146.6,782.6,702,699.3,1029.6,772.2,1066,920.4,1029.6,723.6,4306.5,4341.6,918.9,642.14,644.56,542.56,720.71,634.64,958.14,2284.46,1569.36
Belarus,Freshwater fishes nei,Europe - Inland waters,Freshwater,...,...,...,...,0,0,0,0,0,0,0,0,0,0,0,213,54,52.8,174.4,140.8,86.4,78.4,113.6,96,113.6,89.6,132.87,358.81,109.19
Belarus,Grass carp(=White amur),Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,2.6,2.6,0,0,0,0,0,18.9,16.2,31.8,45.05,31.8,9.1,522.33,487.46,494.54,300.04,621.24,1419.96,3939.96,3500.67
Belarus,North African catfish,Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,188.99
Belarus,Northern pike,Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,2487.5,2327,2024.6,1958.35,4572.5,2892.5,2655,32.4,108,126.9,62.1,51.3,65.9,315.35,301.05,215.23,250,240.99,249.53,577.8,337.9
Belarus,Pike-perch,Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,102.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Belarus,Rainbow trout,Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,685.21,622.04
Belarus,Siberian sturgeon,Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,279.96,519.99,558.31,1713.03,905.54
Belarus,Silver carp,Europe - Inland waters,Freshwater,...,...,...,...,234.6,330,160.8,2.6,28.6,18.2,21.6,33.8,21.6,16.2,2.7,325,930.8,1193.4,678.6,689,190.69,285.24,305.43,1648.3,1903.38,1724.05,3264.71,5904.18,4816.96
Belarus,Sterlet sturgeon,Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,93.63,109.18,126.49,649.33,418.98
Belarus,Trouts nei,Europe - Inland waters,Freshwater,...,...,...,...,0,28,45.9,28,0,0,0,0,0,0,0,5,5,5,35,37.5,15,15,12.5,12.5,103.46,233.04,150.32,...,...
Belarus,Wels(=Som) catfish,Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,22.47,74.82,120.79,150.7,86.39
Belarus,Whitefishes nei,Europe - Inland waters,Freshwater,...,...,...,...,16.1,0,0,0,0,0,0,0,0,0,0,106,22,0,0,0,0,0,0,0,0,0,0,0,0
Belgium,Aquatic invertebrates nei,Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,156.96,171.33,539.09,927.6,2651.13,...,...
Belgium,Brook trout,Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,30,30,30,24,18,12,12,...,...,...,...,...,...,...
Belgium,Common carp,Europe - Inland waters,Freshwater,26.03,50.91,67.44,80.47,54.51,57.17,62.5,264.58,280.63,260.51,269.68,305.64,290.79,257,257,675,562.5,607.5,1800,1350,900,450,0,0,0,...,...,...,...
Belgium,European eel,Europe - Inland waters,Freshwater,...,...,...,...,0,180,300,1212.67,1286.22,1194.02,1236.02,1400.85,1332.79,1178.75,1178.75,825,825,830,622.5,415,207.5,207.5,0,0,0,...,...,...,...
Belgium,Freshwater fishes nei,Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,210,210,150,2580,1580,102.7,118.5
Belgium,North African catfish,Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,720,1200,1050,750,600,300,150,0,0,0,...,...,...,...
Belgium,Northern pike,Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0,0,0,0,0
Belgium,Rainbow trout,Europe - Inland waters,Freshwater,520.65,509.07,786.84,1019.27,1962.43,1715.24,1680,1481.66,1571.52,1458.88,1510.19,1711.58,1357.02,1026,1026,1410,2100,2100,1200,600,300,225,369.71,403.57,293.14,277.42,224.07,216.89,193.48
Belgium,Sea trout,Europe - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,659.12,410.4,410.4,690,690,600,450,300,150,75,...,...,...,...,...,...,...
Belgium,Sturgeons nei,Europe - Inland waters,Freshwater,0,0,0,0,0,0,0,14,15,13,13,13.5,13.5,13.5,13.5,13,13,0,9,45,90,90,...,...,...,...,...,...,...
Belgium,Tilapias nei,Europe - Inland waters,Freshwater,0,366.53,647.45,965.63,1191.09,1110.46,900,940.74,997.79,926.27,958.85,1086.72,1033.92,914,914,984,720,800,600,400,200,100,...,...,...,...,...,...,...
Belize,Cobia,"Atlantic, Western Central",Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2304,510,496.2,0,0
Belize,Eucheuma seaweeds nei,"Atlantic, Western Central",Marine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,7.2
Belize,Freshwater fishes nei,"America, North - Inland waters",Freshwater,...,...,...,...,...,...,...,0.5,0.6,1.2,0,0,0,0,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Belize,Palinurid spiny lobsters nei,"Atlantic, Western Central",Marine,0,0,0,0,0,0,0,0,0,0,0,0,0,248,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Belize,Tilapias nei,"America, North - Inland waters",Freshwater,...,...,...,...,...,...,...,...,...,...,...,35,574,285.6,...,...,...,...,...,...,965,1062.5,972.5,1000,4662.5,4032.5,1645,165,189
Belize,Whiteleg shrimp,"Atlantic, Western Central",Brackishwater,0,0,230,...,...,5962,1089,1727,3000,5700,5871.2,7488,5736,8610,9852,15182.4,17424,33539.2,30800,64312.8,49680,47938.5,32557.5,11124,10255.5,18121.5,23345,17664.5,20345.5
Benin,Black catfishes nei,Africa - Inland waters,Brackishwater,...,...,...,...,204.93,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Benin,Blackchin tilapia,Africa - Inland waters,Brackishwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,228,229.2,0,...,...,...,...,...
Benin,Freshwater fishes nei,Africa - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,10.5,10.5,10.5,...,...,0,0,0,0,0,0
Benin,Nile tilapia,Africa - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,380,448.85,495.22,430.77,588.3,667.54,795.45,1494.38
Benin,North African catfish,Africa - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,68.4,137.52,50.15,228.85,312.91,349.55,381.81,687.91
Benin,Tilapias nei,Africa - Inland waters,Brackishwater,12.4,7.41,14.32,18.74,29.61,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Benin,Tilapias nei,Africa - Inland waters,Freshwater,8.27,6.17,9.55,10.41,29.61,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
Bhutan,Catla,Asia - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,11.56,10.34,10.94,12.9,1.8
Bhutan,Common carp,Asia - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,16.19,14.47,15.31,15.05,50.39
Bhutan,Freshwater fishes nei,Asia - Inland waters,Freshwater,...,...,...,...,15,12,31,38.5,40.25,36,36,36,37.5,37.5,37.5,37.5,45,45,45,45,45,45,45,45,6.94,6.2,6.56,42.99,33.74
Bhutan,Grass carp(=White amur),Asia - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,23.13,20.67,21.88,21.49,81.29
Bhutan,Mrigal carp,Asia - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,6.94,6.2,6.56,12.9,1.8
Bhutan,Rainbow trout,Asia - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,44.14,45.36,44.16,48.46,46.25,41.34,43.75,42.99,...
Bhutan,Roho labeo,Asia - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,6.94,6.2,6.56,12.9,2.02
Bhutan,Silver carp,Asia - Inland waters,Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,11.56,10.34,10.94,21.49,5.17
Bolivia (Plurinat.State),Argentinian silverside,"America, South - Inland waters",Freshwater,...,...,...,...,...,12.24,481.4,16.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bolivia (Plurinat.State),Cachama,"America, South - Inland waters",Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,8.4,12.72,54.94,57.03,287.11,1174.2,1119.6,1017.09,1213.54,1453.1,1852.39
Bolivia (Plurinat.State),Common carp,"America, South - Inland waters",Freshwater,...,...,...,5,7,20,36,33.6,58,103.5,72,62.4,62.5,73.15,74.75,86.05,77.65,78.71,90,75.21,77.12,79.35,99.86,149.24,161.99,227.92,272.78,318.3,365.41
Bolivia (Plurinat.State),Freshwater fishes nei,"America, South - Inland waters",Freshwater,...,...,...,...,...,...,39.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bolivia (Plurinat.State),Nile tilapia,"America, South - Inland waters",Freshwater,...,...,...,...,...,...,...,...,112.2,173.8,156.4,161,129.25,83.6,73.3,72.28,67.94,63.57,70,50.93,134.96,119.02,99.86,52.55,57.04,128.2,99.76,123.69,145.88
Bolivia (Plurinat.State),Pirapatinga,"America, South - Inland waters",Freshwater,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,12.6,18,27.47,28.52,71.78,190,108,435.9,518.77,650.87,822
