"rgn_id","rgn_nam","tonnes","year"
184,"Italy",0,2005
184,"Italy",0,2006
184,"Italy",0,2007
184,"Italy",2127877,2008
184,"Italy",1532721,2009
184,"Italy",1567347,2010
184,"Italy",0,2011
186,"Montenegro",0,2006
186,"Montenegro",6441,2007
186,"Montenegro",6225,2008
186,"Montenegro",4947,2009
186,"Montenegro",6236,2010
186,"Montenegro",0,2011
186,"Serbia and Montenegro",0,2002
186,"Serbia and Montenegro",0,2003
186,"Serbia and Montenegro",1008166,2004
186,"Serbia and Montenegro",906543,2005
187,"Croatia",0,2002
187,"Croatia",600107,2003
187,"Croatia",277295,2004
187,"Croatia",710304,2005
187,"Croatia",682918,2006
187,"Croatia",203354,2007
187,"Croatia",177406,2008
187,"Croatia",32782,2009
187,"Croatia",310909,2010
187,"Croatia",0,2011
188,"Slovenia",259290,2002
188,"Slovenia",170435,2003
188,"Slovenia",157591,2004
188,"Slovenia",144122,2005
188,"Slovenia",139689,2006
188,"Slovenia",143603,2007
188,"Slovenia",52776,2008
188,"Slovenia",0,2009
188,"Slovenia",269084,2010
188,"Slovenia",0,2011
189,"Lithuania",0,2002
189,"Lithuania",0,2003
189,"Lithuania",0,2004
189,"Lithuania",1105148,2005
189,"Lithuania",406794,2006
189,"Lithuania",685466,2007
189,"Lithuania",603149,2008
189,"Lithuania",271677,2009
189,"Lithuania",403296,2010
189,"Lithuania",0,2011
190,"Qatar",0,2002
190,"Qatar",0,2003
190,"Qatar",0,2004
190,"Qatar",0,2005
190,"Qatar",0,2006
190,"Qatar",0,2007
190,"Qatar",0,2008
190,"Qatar",0,2009
190,"Qatar",184000,2010
190,"Qatar",0,2011
191,"Iran (Islamic Republic of)",1973875,2002
191,"Iran (Islamic Republic of)",2915132,2003
191,"Iran (Islamic Republic of)",0,2004
191,"Iran (Islamic Republic of)",0,2005
191,"Iran (Islamic Republic of)",4235242,2006
191,"Iran (Islamic Republic of)",3334468,2007
191,"Iran (Islamic Republic of)",0,2008
191,"Iran (Islamic Republic of)",2476763,2009
191,"Iran (Islamic Republic of)",1887928,2010
191,"Iran (Islamic Republic of)",0,2011
192,"Iraq",0,2002
192,"Iraq",0,2003
192,"Iraq",236109,2004
192,"Iraq",450000,2005
192,"Iraq",394000,2006
192,"Iraq",275000,2007
192,"Iraq",210000,2008
192,"Iraq",530388,2009
192,"Iraq",1133520,2010
192,"Iraq",0,2011
194,"Guinea",6329,2002
194,"Guinea",5318,2003
194,"Guinea",10147,2004
194,"Guinea",6519,2005
194,"Guinea",7442,2006
194,"Guinea",715,2007
194,"Guinea",2540,2008
194,"Guinea",866,2009
194,"Guinea",7550,2010
194,"Guinea",0,2011
195,"Ivory Coast",259252,2002
195,"Ivory Coast",168387,2003
195,"Ivory Coast",238537,2004
195,"Ivory Coast",170004,2005
195,"Ivory Coast",248894,2006
195,"Ivory Coast",50642,2007
195,"Ivory Coast",24784,2008
195,"Ivory Coast",19314,2009
195,"Ivory Coast",195768,2010
195,"Ivory Coast",0,2011
196,"Nigeria",402223,2002
196,"Nigeria",118181,2003
196,"Nigeria",162420,2004
196,"Nigeria",539390,2005
196,"Nigeria",811154,2006
196,"Nigeria",340053,2007
196,"Nigeria",614450,2008
196,"Nigeria",156003,2009
196,"Nigeria",224257,2010
196,"Nigeria",0,2011
197,"Cameroon",0,2002
197,"Cameroon",62089474,2003
197,"Cameroon",156711,2004
197,"Cameroon",96933,2005
197,"Cameroon",114354,2006
197,"Cameroon",109002,2007
197,"Cameroon",85099,2008
197,"Cameroon",89636,2009
197,"Cameroon",0,2010
197,"Cameroon",0,2011
198,"Gabon",3831,2002
198,"Gabon",2179,2003
198,"Gabon",3511,2004
198,"Gabon",4985,2005
198,"Gabon",5184,2006
198,"Gabon",5627,2007
198,"Gabon",6344,2008
198,"Gabon",7296,2009
198,"Gabon",2104,2010
198,"Gabon",0,2011
199,"Democratic Republic of the Congo",0,2002
199,"Democratic Republic of the Congo",0,2003
199,"Democratic Republic of the Congo",2986,2004
199,"Democratic Republic of the Congo",793,2005
199,"Democratic Republic of the Congo",4981,2006
199,"Democratic Republic of the Congo",11048,2007
199,"Democratic Republic of the Congo",6865,2008
199,"Democratic Republic of the Congo",3199,2009
199,"Democratic Republic of the Congo",11464,2010
199,"Democratic Republic of the Congo",0,2011
200,"Angola",0,2002
200,"Angola",0,2003
200,"Angola",0,2004
200,"Angola",9000,2005
200,"Angola",30933,2006
200,"Angola",15471,2007
200,"Angola",25812,2008
200,"Angola",3190,2009
200,"Angola",22058,2010
200,"Angola",0,2011
202,"United Republic of Tanzania",64846,2002
202,"United Republic of Tanzania",68894,2003
202,"United Republic of Tanzania",85002,2004
202,"United Republic of Tanzania",99794,2005
202,"United Republic of Tanzania",155140,2006
202,"United Republic of Tanzania",179554,2007
202,"United Republic of Tanzania",201682,2008
202,"United Republic of Tanzania",0,2009
202,"United Republic of Tanzania",190985,2010
202,"United Republic of Tanzania",0,2011
203,"India",26596300,2002
203,"India",28022700,2003
203,"India",32712540,2004
203,"India",35385330,2005
203,"India",40622050,2006
203,"India",41580740,2007
203,"India",45183490,2008
203,"India",49201450,2009
203,"India",51700770,2010
203,"India",0,2011
204,"Bangladesh",3298690,2002
204,"Bangladesh",2970874,2003
204,"Bangladesh",3015514,2004
204,"Bangladesh",3413149,2005
204,"Bangladesh",3325525,2006
204,"Bangladesh",0,2007
204,"Bangladesh",540627,2008
204,"Bangladesh",4381000,2009
204,"Bangladesh",3134321,2010
204,"Bangladesh",0,2011
205,"Myanmar",69043,2002
205,"Myanmar",84748,2003
205,"Myanmar",364074,2004
205,"Myanmar",49679,2005
205,"Myanmar",115055,2006
205,"Myanmar",110031,2007
205,"Myanmar",106138,2008
205,"Myanmar",22492,2009
205,"Myanmar",158886,2010
205,"Myanmar",0,2011
206,"Malaysia",984113,2002
206,"Malaysia",1215510,2003
206,"Malaysia",1444062,2004
206,"Malaysia",2732495,2005
206,"Malaysia",3401957,2006
206,"Malaysia",3695519,2007
206,"Malaysia",4041189,2008
206,"Malaysia",3241030,2009
206,"Malaysia",3354945,2010
206,"Malaysia",0,2011
207,"Viet Nam",517000,2002
207,"Viet Nam",662000,2003
207,"Viet Nam",0,2004
207,"Viet Nam",5758981,2005
207,"Viet Nam",791000,2006
207,"Viet Nam",964369,2007
207,"Viet Nam",937549,2008
207,"Viet Nam",955354,2009
207,"Viet Nam",3645852,2010
207,"Viet Nam",0,2011
208,"Singapore",7306,2002
208,"Singapore",13774,2003
208,"Singapore",18309,2004
208,"Singapore",18484,2005
208,"Singapore",22230,2006
208,"Singapore",2724,2007
208,"Singapore",795,2008
208,"Singapore",1353,2009
208,"Singapore",7832,2010
208,"Singapore",0,2011
209,"China",0,2002
209,"China",0,2003
209,"China",0,2004
209,"China",0,2005
209,"China",460563,2006
209,"China",455714,2007
209,"China",378745,2008
209,"China",379113,2009
209,"China",1176007,2010
209,"China",0,2011
209,"China, Hong Kong SAR",0,2002
209,"China, Hong Kong SAR",0,2003
209,"China, Hong Kong SAR",0,2004
209,"China, Hong Kong SAR",0,2005
209,"China, Hong Kong SAR",0,2006
209,"China, Hong Kong SAR",0,2007
209,"China, Hong Kong SAR",0,2008
209,"China, Hong Kong SAR",0,2009
209,"China, Hong Kong SAR",4971,2010
209,"China, Hong Kong SAR",0,2011
209,"China, Macao SAR",0,2002
209,"China, Macao SAR",0,2003
209,"China, Macao SAR",0,2004
209,"China, Macao SAR",0,2005
209,"China, Macao SAR",0,2006
209,"China, Macao SAR",0,2007
209,"China, Macao SAR",0,2008
209,"China, Macao SAR",0,2009
209,"China, Macao SAR",15,2010
209,"China, Macao SAR",0,2011
210,"Japan",0,2002
210,"Japan",0,2003
210,"Japan",3527471,2004
210,"Japan",3438852,2005
210,"Japan",3602487,2006
210,"Japan",4252528,2007
210,"Japan",1522295,2008
210,"Japan",3414074,2009
210,"Japan",2801463,2010
210,"Japan",0,2011
214,"Egypt",2653000,2002
214,"Egypt",3668071,2003
214,"Egypt",5301347,2004
214,"Egypt",0,2005
214,"Egypt",128000,2006
214,"Egypt",234000,2007
214,"Egypt",323000,2008
214,"Egypt",168247,2009
214,"Egypt",5085000,2010
214,"Egypt",0,2011
215,"Jordan",483780,2002
215,"Jordan",258068,2003
215,"Jordan",221000,2004
215,"Jordan",311000,2005
215,"Jordan",54000,2006
215,"Jordan",201422,2007
215,"Jordan",56811,2008
215,"Jordan",0,2009
215,"Jordan",133224,2010
215,"Jordan",0,2011
216,"Indonesia",5310492,2002
216,"Indonesia",6542316,2003
216,"Indonesia",6441342,2004
216,"Indonesia",6589630,2005
216,"Indonesia",6752837,2006
216,"Indonesia",7072375,2007
216,"Indonesia",7460693,2008
216,"Indonesia",124750,2009
216,"Indonesia",0,2010
216,"Indonesia",0,2011
218,"Canada",0,2002
218,"Canada",0,2003
218,"Canada",0,2004
218,"Canada",0,2005
218,"Canada",2997065,2006
218,"Canada",24155000,2007
218,"Canada",17272000,2008
218,"Canada",10182000,2009
218,"Canada",5350626,2010
218,"Canada",0,2011
222,"Sweden",212044,2002
222,"Sweden",239641,2003
222,"Sweden",271623,2004
222,"Sweden",187483,2005
222,"Sweden",0,2006
222,"Sweden",0,2007
222,"Sweden",469991,2008
222,"Sweden",0,2009
222,"Sweden",0,2010
222,"Sweden",0,2011
223,"Norway",0,2002
223,"Norway",422366,2003
223,"Norway",434983,2004
223,"Norway",13132,2005
223,"Norway",11372,2006
223,"Norway",10000,2007
223,"Norway",0,2008
223,"Norway",440970,2009
223,"Norway",528475,2010
223,"Norway",0,2011
224,"Chile",0,2002
224,"Chile",0,2003
224,"Chile",1163328,2004
224,"Chile",1839716,2005
224,"Chile",1212579,2006
224,"Chile",862087,2007
224,"Chile",801167,2008
224,"Chile",635928,2009
224,"Chile",798132,2010
224,"Chile",0,2011
232,"Bosnia and Herzegovina",0,2002
232,"Bosnia and Herzegovina",43998,2003
232,"Bosnia and Herzegovina",151416,2004
232,"Bosnia and Herzegovina",71601,2005
232,"Bosnia and Herzegovina",38933,2006
232,"Bosnia and Herzegovina",41016,2007
232,"Bosnia and Herzegovina",14816,2008
232,"Bosnia and Herzegovina",76638,2009
232,"Bosnia and Herzegovina",45999,2010
232,"Bosnia and Herzegovina",0,2011
247,"Brunei Darussalam",0,2002
247,"Brunei Darussalam",302,2003
247,"Brunei Darussalam",670,2004
247,"Brunei Darussalam",1338,2005
247,"Brunei Darussalam",289,2006
247,"Brunei Darussalam",2495,2007
247,"Brunei Darussalam",645,2008
247,"Brunei Darussalam",109,2009
247,"Brunei Darussalam",428,2010
247,"Brunei Darussalam",0,2011
