"rgn_id","rgn_nam","r2","r1","whence_choice","year","popsum","rgn_id_whence","rgn_nam_whence","popsum_whence"
4,"Macquarie Island",53,9,"r2",2005,4080961.5204,1,"Cocos Islands",809.162
4,"Macquarie Island",53,9,"r2",2005,4080961.5204,2,"Christmas Island",1510.72
4,"Macquarie Island",53,9,"r2",2005,4080961.5204,3,"Norfolk Island",1557.72
4,"Macquarie Island",53,9,"r2",2005,4080961.5204,16,"Australia",16468600
4,"Macquarie Island",53,9,"r2",2005,4080961.5204,162,"New Zealand",3932330
4,"Macquarie Island",53,9,"r2",2006,4116512.1776,1,"Cocos Islands",778.978
4,"Macquarie Island",53,9,"r2",2006,4116512.1776,2,"Christmas Island",1454.2
4,"Macquarie Island",53,9,"r2",2006,4116512.1776,3,"Norfolk Island",1567.71
4,"Macquarie Island",53,9,"r2",2006,4116512.1776,16,"Australia",16618100
4,"Macquarie Island",53,9,"r2",2006,4116512.1776,162,"New Zealand",3960660
4,"Macquarie Island",53,9,"r2",2007,4152062.8326,1,"Cocos Islands",748.793
4,"Macquarie Island",53,9,"r2",2007,4152062.8326,2,"Christmas Island",1397.67
4,"Macquarie Island",53,9,"r2",2007,4152062.8326,3,"Norfolk Island",1577.7
4,"Macquarie Island",53,9,"r2",2007,4152062.8326,16,"Australia",16767600
4,"Macquarie Island",53,9,"r2",2007,4152062.8326,162,"New Zealand",3988990
4,"Macquarie Island",53,9,"r2",2008,4187611.4918,1,"Cocos Islands",718.609
4,"Macquarie Island",53,9,"r2",2008,4187611.4918,2,"Christmas Island",1341.15
4,"Macquarie Island",53,9,"r2",2008,4187611.4918,3,"Norfolk Island",1587.7
4,"Macquarie Island",53,9,"r2",2008,4187611.4918,16,"Australia",16917100
4,"Macquarie Island",53,9,"r2",2008,4187611.4918,162,"New Zealand",4017310
4,"Macquarie Island",53,9,"r2",2009,4223162.1488,1,"Cocos Islands",688.424
4,"Macquarie Island",53,9,"r2",2009,4223162.1488,2,"Christmas Island",1284.63
4,"Macquarie Island",53,9,"r2",2009,4223162.1488,3,"Norfolk Island",1597.69
4,"Macquarie Island",53,9,"r2",2009,4223162.1488,16,"Australia",17066600
4,"Macquarie Island",53,9,"r2",2009,4223162.1488,162,"New Zealand",4045640
4,"Macquarie Island",53,9,"r2",2010,4258712.806,1,"Cocos Islands",658.24
4,"Macquarie Island",53,9,"r2",2010,4258712.806,2,"Christmas Island",1228.11
4,"Macquarie Island",53,9,"r2",2010,4258712.806,3,"Norfolk Island",1607.68
4,"Macquarie Island",53,9,"r2",2010,4258712.806,16,"Australia",17216100
4,"Macquarie Island",53,9,"r2",2010,4258712.806,162,"New Zealand",4073970
4,"Macquarie Island",53,9,"r2",2011,4292158.4494,1,"Cocos Islands",633.147
4,"Macquarie Island",53,9,"r2",2011,4292158.4494,2,"Christmas Island",1181.13
4,"Macquarie Island",53,9,"r2",2011,4292158.4494,3,"Norfolk Island",1617.97
4,"Macquarie Island",53,9,"r2",2011,4292158.4494,16,"Australia",17359500
4,"Macquarie Island",53,9,"r2",2011,4292158.4494,162,"New Zealand",4097860
4,"Macquarie Island",53,9,"r2",2012,4325582.0906,1,"Cocos Islands",608.053
4,"Macquarie Island",53,9,"r2",2012,4325582.0906,2,"Christmas Island",1134.14
4,"Macquarie Island",53,9,"r2",2012,4325582.0906,3,"Norfolk Island",1628.26
4,"Macquarie Island",53,9,"r2",2012,4325582.0906,16,"Australia",17502800
4,"Macquarie Island",53,9,"r2",2012,4325582.0906,162,"New Zealand",4121740
4,"Macquarie Island",53,9,"r2",2013,4359027.734,1,"Cocos Islands",582.96
4,"Macquarie Island",53,9,"r2",2013,4359027.734,2,"Christmas Island",1087.16
4,"Macquarie Island",53,9,"r2",2013,4359027.734,3,"Norfolk Island",1638.55
4,"Macquarie Island",53,9,"r2",2013,4359027.734,16,"Australia",17646200
4,"Macquarie Island",53,9,"r2",2013,4359027.734,162,"New Zealand",4145630
4,"Macquarie Island",53,9,"r2",2014,4392471.3754,1,"Cocos Islands",557.867
4,"Macquarie Island",53,9,"r2",2014,4392471.3754,2,"Christmas Island",1040.17
4,"Macquarie Island",53,9,"r2",2014,4392471.3754,3,"Norfolk Island",1648.84
4,"Macquarie Island",53,9,"r2",2014,4392471.3754,16,"Australia",17789600
4,"Macquarie Island",53,9,"r2",2014,4392471.3754,162,"New Zealand",4169510
4,"Macquarie Island",53,9,"r2",2015,4425917.0186,1,"Cocos Islands",532.774
4,"Macquarie Island",53,9,"r2",2015,4425917.0186,2,"Christmas Island",993.189
4,"Macquarie Island",53,9,"r2",2015,4425917.0186,3,"Norfolk Island",1659.13
4,"Macquarie Island",53,9,"r2",2015,4425917.0186,16,"Australia",17933000
4,"Macquarie Island",53,9,"r2",2015,4425917.0186,162,"New Zealand",4193400
12,"Wake Island",57,9,"r2",2005,82105.6296,8,"Palau",36690.1
