"rgn_id","pcgdp_cia"
5,31100
6,2600
7,2000
8,15300
9,3000
10,14800
11,3300
13,26157.1221417132
14,49500
15,7700
16,48800
17,3500
18,9400
19,3500
20,37900
21,1700
24,3700
25,16800
28,1500
31,28000
37,20500
39,15300
40,11200
41,1200
42,1500
43,3400
44,400
45,1300
46,3400
47,2500
48,43700
49,4500
50,54100
51,71300
52,50300
53,5100
54,67700
56,6700
59,44900
60,61700
61,11700
62,8400
63,2500
64,4400
65,1700
66,2600
67,14200
68,37900
69,25700
70,29500
71,20100
72,22300
73,26100
74,10100
75,8200
76,21100
77,2900
78,18500
79,34800
80,26800
81,34400
82,11900
84,15000
85,7800
86,7800
88,7800
95,96200
96,1700
97,900
98,1500
99,2200
100,6800
101,11800
102,13500
103,3300
104,38700
106,4400
108,85700
110,24600
111,29100
112,11900
113,43800
114,1800
115,15900
116,37655.5742741625
117,42300
118,12200
119,25500
120,24100
121,8500
122,12000
123,11400
124,17200
125,14100
126,31900
127,11300
129,22800
130,16100
131,5300
132,14100
133,5300
134,8900
135,18900
136,7900
137,11000
138,13000
139,15100
141,40000
143,48100
145,37600
147,17000
151,13000
152,5400
153,12300
154,5800
155,5300
156,1000
161,3800
162,37100
163,57300
164,8200
166,9000
167,7900
168,15200
171,14800
172,20200
173,20300
174,40600
175,46600
176,48200
177,50800
178,27700
179,42400
180,42500
181,69400
182,36500
183,28500
184,36300
185,115700
186,17000
187,22400
188,33100
189,29900
190,129700
191,18100
192,16500
193,1600
194,1300
195,3600
196,5900
197,3300
198,19300
199,800
200,6800
202,3100
203,6700
204,3900
205,6000
206,27200
207,6400
208,87100
209,14866.7768677485
210,38900
212,1800
214,12100
215,11100
216,11700
218,46200
219,34900
220,66800
221,19300
222,49700
223,69300
224,24000
227,49500
228,52500
231,4200
232,11000
244,15000
247,79700
250,25300
