rgn_id,year,gapfilled,method
1,2005,gapfilled,UN georegion (r2)
2,2005,gapfilled,UN georegion (r2)
3,2005,gapfilled,UN georegion (r2)
4,2005,gapfilled,UN georegion (r2)
5,2005,NA,NA
6,2005,NA,NA
7,2005,NA,NA
8,2005,NA,NA
9,2005,NA,NA
10,2005,NA,NA
11,2005,NA,NA
12,2005,gapfilled,UN georegion (r2)
13,2005,NA,NA
14,2005,NA,NA
15,2005,NA,NA
16,2005,NA,NA
17,2005,NA,NA
18,2005,NA,NA
19,2005,NA,NA
20,2005,NA,NA
21,2005,NA,NA
24,2005,NA,NA
25,2005,NA,NA
26,2005,gapfilled,UN georegion (r2)
28,2005,NA,NA
29,2005,gapfilled,UN georegion (r2)
30,2005,gapfilled,UN georegion (r2)
31,2005,NA,NA
32,2005,gapfilled,UN georegion (r2)
33,2005,gapfilled,UN georegion (r2)
34,2005,gapfilled,UN georegion (r2)
35,2005,gapfilled,UN georegion (r2)
36,2005,gapfilled,UN georegion (r2)
37,2005,NA,NA
38,2005,gapfilled,UN georegion (r2)
39,2005,NA,NA
40,2005,NA,NA
41,2005,NA,NA
42,2005,NA,NA
43,2005,NA,NA
44,2005,NA,NA
45,2005,NA,NA
46,2005,NA,NA
47,2005,NA,NA
48,2005,NA,NA
49,2005,NA,NA
50,2005,NA,NA
51,2005,NA,NA
52,2005,NA,NA
53,2005,NA,NA
54,2005,NA,NA
55,2005,gapfilled,UN georegion (r2)
56,2005,NA,NA
57,2005,gapfilled,UN georegion (r2)
58,2005,gapfilled,UN georegion (r2)
59,2005,NA,NA
60,2005,NA,NA
61,2005,NA,NA
62,2005,NA,NA
63,2005,NA,NA
64,2005,NA,NA
65,2005,NA,NA
66,2005,NA,NA
67,2005,NA,NA
68,2005,NA,NA
69,2005,NA,NA
70,2005,NA,NA
71,2005,NA,NA
72,2005,NA,NA
73,2005,NA,NA
74,2005,NA,NA
75,2005,NA,NA
76,2005,NA,NA
77,2005,NA,NA
78,2005,NA,NA
79,2005,NA,NA
80,2005,NA,NA
81,2005,NA,NA
82,2005,NA,NA
84,2005,NA,NA
85,2005,NA,NA
86,2005,NA,NA
88,2005,NA,NA
89,2005,NA,NA
90,2005,NA,NA
91,2005,NA,NA
92,2005,NA,NA
93,2005,NA,NA
94,2005,NA,NA
95,2005,NA,NA
96,2005,NA,NA
97,2005,NA,NA
98,2005,NA,NA
99,2005,NA,NA
100,2005,NA,NA
101,2005,NA,NA
102,2005,NA,NA
103,2005,NA,NA
104,2005,NA,NA
105,2005,NA,NA
106,2005,NA,NA
107,2005,gapfilled,UN georegion (r2)
108,2005,NA,NA
110,2005,NA,NA
111,2005,NA,NA
112,2005,NA,NA
113,2005,NA,NA
114,2005,NA,NA
115,2005,NA,NA
116,2005,NA,NA
117,2005,NA,NA
118,2005,NA,NA
119,2005,NA,NA
120,2005,NA,NA
121,2005,NA,NA
122,2005,NA,NA
123,2005,NA,NA
124,2005,NA,NA
125,2005,NA,NA
126,2005,NA,NA
127,2005,NA,NA
129,2005,NA,NA
130,2005,NA,NA
131,2005,NA,NA
132,2005,NA,NA
133,2005,NA,NA
134,2005,NA,NA
135,2005,NA,NA
136,2005,NA,NA
137,2005,NA,NA
138,2005,NA,NA
139,2005,NA,NA
140,2005,gapfilled,UN georegion (r2)
141,2005,NA,NA
143,2005,NA,NA
144,2005,gapfilled,UN georegion (r2)
145,2005,NA,NA
146,2005,gapfilled,UN georegion (r2)
147,2005,NA,NA
148,2005,gapfilled,UN georegion (r2)
149,2005,gapfilled,UN georegion (r2)
150,2005,gapfilled,UN georegion (r2)
151,2005,NA,NA
152,2005,NA,NA
153,2005,NA,NA
154,2005,NA,NA
155,2005,NA,NA
156,2005,NA,NA
157,2005,gapfilled,UN georegion (r2)
158,2005,gapfilled,UN georegion (r2)
159,2005,gapfilled,UN georegion (r2)
161,2005,NA,NA
162,2005,NA,NA
163,2005,NA,NA
164,2005,NA,NA
166,2005,NA,NA
167,2005,NA,NA
168,2005,NA,NA
169,2005,gapfilled,UN georegion (r2)
171,2005,NA,NA
172,2005,NA,NA
173,2005,NA,NA
174,2005,NA,NA
175,2005,NA,NA
176,2005,NA,NA
177,2005,NA,NA
178,2005,NA,NA
179,2005,NA,NA
180,2005,NA,NA
181,2005,NA,NA
182,2005,NA,NA
183,2005,NA,NA
184,2005,NA,NA
185,2005,NA,NA
186,2005,NA,NA
187,2005,NA,NA
188,2005,NA,NA
189,2005,NA,NA
190,2005,NA,NA
191,2005,NA,NA
192,2005,NA,NA
193,2005,NA,NA
194,2005,NA,NA
195,2005,NA,NA
196,2005,NA,NA
197,2005,NA,NA
198,2005,NA,NA
199,2005,NA,NA
200,2005,NA,NA
202,2005,NA,NA
203,2005,NA,NA
204,2005,NA,NA
205,2005,NA,NA
206,2005,NA,NA
207,2005,NA,NA
208,2005,NA,NA
209,2005,NA,NA
210,2005,NA,NA
212,2005,NA,NA
214,2005,NA,NA
215,2005,NA,NA
216,2005,NA,NA
218,2005,NA,NA
