"","","Population","Sanitation","","","","","",""
"","2001","11175.5","9748.9","87.2","1426.5","12.8","","",""
"","2002","11212.1","9838.4","87.7","1373.7","12.3","","",""
"","2003","11245.9","9924.7","88.3","1321.3","11.7","","",""
"","2004","11273.4","10004.6","88.7","1268.8","11.3","","",""
"","2005","11292.1","10076.9","89.2","1215.2","10.8","","",""
"","2006","11301.1","10140.6","89.7","1160.5","10.3","","",""
"","2007","11301.7","10196.6","90.2","1105.1","9.8","","",""
"","2008","11296.4","10247.2","90.7","1049.2","9.3","","",""
"","2009","11288.8","10295.6","91.2","993.2","8.8","","",""
"","2010","11281.8","10344.2","91.7","937.5","8.3","","",""
"","2011","11276.1","10393.9","92.2","882.1","7.8","","",""
"","2012","11271.0","10389.9","92.2","881.1","7.8","","",""
"","2013","11265.6","10385.6","92.2","880.0","7.8","","",""
"","2014","11258.6","10379.9","92.2","878.7","7.8","","",""
"","2015","11248.8","10479.2","93.2","769.5","6.8","","",""
"Cyprus","1990","766.6","766.6","100.0","0.0","0.0","34","",""
"","1991","783.1","783.1","100.0","0.0","0.0","","",""
"","1992","800.7","800.7","100.0","0.0","0.0","","",""
"","1993","818.8","818.8","100.0","0.0","0.0","","",""
"","1994","837.2","837.2","100.0","0.0","0.0","","",""
"","1995","855.4","855.4","100.0","0.0","0.0","","",""
"","1996","873.2","873.2","100.0","0.0","0.0","","",""
"","1997","890.7","890.7","100.0","0.0","0.0","","",""
"","1998","908.0","908.0","100.0","0.0","0.0","","",""
"","1999","925.5","925.5","100.0","0.0","0.0","","",""
"","2000","943.3","943.3","100.0","0.0","0.0","","",""
"","2001","961.5","961.5","100.0","0.0","0.0","","",""
"","2002","979.9","979.9","100.0","0.0","0.0","","",""
"","2003","998.1","998.1","100.0","0.0","0.0","","",""
"","2004","1015.8","1015.8","100.0","0.0","0.0","","",""
"","2005","1032.6","1032.6","100.0","0.0","0.0","","",""
"","2006","1048.3","1048.3","100.0","0.0","0.0","","",""
"","2007","1063.1","1063.1","100.0","0.0","0.0","","",""
"","2008","1077.1","1077.1","100.0","0.0","0.0","","",""
"","2009","1090.6","1090.6","100.0","0.0","0.0","","",""
"","2010","1103.7","1103.7","100.0","0.0","0.0","","",""
"","2011","1116.5","1116.5","100.0","0.0","0.0","","",""
"","2012","1129.0","1129.0","100.0","0.0","0.0","","",""
"","2013","1141.2","1141.2","100.0","0.0","0.0","","",""
"","2014","1153.1","1153.1","100.0","0.0","0.0","","",""
"","2015","1164.7","1164.7","100.0","0.0","0.0","","",""
"Czech Republic","1990","10326.0","10237.3","99.1","88.7","0.9","4","",""
"","1991","10330.0","10241.3","99.1","88.7","0.9","","",""
"","1992","10336.2","10247.5","99.1","88.8","0.9","","",""
"","1993","10342.1","10253.3","99.1","88.8","0.9","","",""
"","1994","10343.9","10255.1","99.1","88.8","0.9","","",""
"","1995","10339.2","10250.5","99.1","88.7","0.9","","",""
"","1996","10327.8","10239.2","99.1","88.6","0.9","","",""
"","1997","10311.2","10222.8","99.1","88.4","0.9","","",""
"","1998","10291.2","10203.2","99.1","88.0","0.9","","",""
"","1999","10270.1","10182.1","99.1","88.0","0.9","","",""
"","2000","10250.4","10162.4","99.1","88.0","0.9","","",""
"","2001","10231.4","10143.4","99.1","88.0","0.9","","",""
"","2002","10214.1","10126.0","99.1","88.0","0.9","","",""
"","2003","10203.8","10115.7","99.1","88.1","0.9","","",""
"","2004","10207.9","10119.5","99.1","88.4","0.9","","",""
"","2005","10230.7","10141.9","99.1","88.8","0.9","","",""
"","2006","10274.9","10185.6","99.1","89.3","0.9","","",""
"","2007","10337.8","10247.7","99.1","90.1","0.9","","",""
"","2008","10411.8","10320.9","99.1","90.9","0.9","","",""
"","2009","10486.4","10394.6","99.1","91.8","0.9","","",""
"","2010","10553.7","10461.1","99.1","92.6","0.9","","",""
"","2011","10611.0","10517.7","99.1","93.3","0.9","","",""
"","2012","10660.1","10566.3","99.1","93.7","0.9","","",""
"","2013","10702.2","10608.1","99.1","94.1","0.9","","",""
"","2014","10740.5","10646.0","99.1","94.4","0.9","","",""
"","2015","10777.1","10681.6","99.1","95.4","0.9","","",""
"Democratic People's Republic of Korea","1990","20194.4","","","","","","",""
"","1991","20510.2","","","","","","",""
"","1992","20838.1","11096.5","53.3","9741.6","46.7","","",""
"","1993","21166.2","11273.9","53.3","9892.3","46.7","","",""
"","1994","21478.6","11442.4","53.3","10036.2","46.7","","",""
"","1995","21763.7","11595.8","53.3","10167.9","46.7","","",""
"","1996","22016.5","11732.0","53.3","10284.5","46.7","","",""
"","1997","22240.8","12273.5","55.2","9967.3","44.8","","",""
"","1998","22445.0","12812.2","57.1","9632.8","42.9","","",""
"","1999","22641.8","13354.4","59.0","9287.3","41.0","","",""
"","2000","22840.2","13905.3","60.9","8934.9","39.1","","",""
"","2001","23043.4","14466.9","62.8","8576.5","37.2","","",""
"","2002","23248.1","15037.3","64.7","8210.8","35.3","","",""
"","2003","23449.2","15613.3","66.6","7835.9","33.4","","",""
"","2004","23639.3","16189.5","68.5","7449.8","31.5","","",""
"","2005","23813.3","16761.9","70.4","7051.4","29.6","","",""
"","2006","23969.9","17328.4","72.3","6641.5","27.7","","",""
"","2007","24112.0","17890.3","74.2","6221.7","25.8","","",""
"","2008","24243.9","18450.0","76.1","5793.9","23.9","","",""
"","2009","24371.9","19011.9","78.0","5360.0","22.0","","",""
"","2010","24500.5","19579.8","79.9","4920.7","20.1","","",""
"","2011","24631.3","20155.2","81.8","4476.1","18.2","","",""
"","2012","24763.2","20267.6","81.8","4495.5","18.2","","",""
"","2013","24895.5","20381.0","81.9","4514.5","18.1","","",""
"","2014","25026.6","20494.0","81.9","4532.6","18.1","","",""
"","2015","25155.3","20605.6","81.9","4549.7","18.1","","",""
"Democratic Republic of the Congo","1990","34910.6","6689.5","19.2","28221.1","80.8","19","",""
"","1991","36253.0","6971.3","19.2","29281.7","80.8","","",""
"","1992","37731.0","7281.3","19.3","30449.7","80.7","","",""
"","1993","39257.3","7602.9","19.4","31654.4","80.6","","",""
"","1994","40711.8","8083.7","19.9","32628.2","80.1","","",""
"","1995","42012.5","8544.9","20.3","33467.6","79.7","","",""
"","1996","43122.6","8976.5","20.8","34146.1","79.2","","",""
"","1997","44078.4","9383.0","21.3","34695.4","78.7","","",""
"","1998","44960.9","9779.9","21.8","35181.0","78.2","","",""
"","1999","45889.1","10192.3","22.2","35696.8","77.8","","",""
"","2000","46949.2","10640.2","22.7","36309.0","77.3","","",""
"","2001","48167.0","11131.0","23.1","37036.1","76.9","","",""
"","2002","49517.0","11660.6","23.5","37856.3","76.5","","",""
"","2003","50972.3","12224.1","24.0","38748.2","76.0","","",""
"","2004","52487.3","12811.3","24.4","39676.0","75.6","","",""
"","2005","54028.0","13414.3","24.8","40613.7","75.2","","",""
"","2006","55590.8","14032.3","25.2","41558.6","74.8","","",""
"","2007","57187.9","14668.1","25.6","42519.9","74.4","","",""
"","2008","58819.0","15321.7","26.0","43497.3","74.0","","",""
"","2009","60486.3","15993.8","26.4","44492.4","73.6","","",""
"","2010","62191.2","16684.8","26.8","45506.3","73.2","","",""
"","2011","63931.5","17394.1","27.2","46537.4","72.8","","",""
"","2012","65705.1","17885.6","27.2","47819.5","72.8","","",""
"","2013","67513.7","18387.2","27.2","49126.4","72.8","","",""
"","2014","69360.1","18899.7","27.2","50460.4","72.8","","",""
"","2015","71246.4","20413.1","28.7","50833.3","71.3","","",""
"Denmark","1990","5140.3","5119.6","99.6","20.7","0.4","9","",""
"","1991","5154.3","5133.6","99.6","20.8","0.4","","",""
"","1992","5171.3","5150.5","99.6","20.8","0.4","","",""
"","1993","5190.6","5169.7","99.6","20.9","0.4","","",""
"","1994","5211.3","5190.3","99.6","21.0","0.4","","",""
"","1995","5232.6","5211.5","99.6","21.1","0.4","","",""
"","1996","5254.4","5233.2","99.6","21.2","0.4","","",""
"","1997","5276.7","5255.4","99.6","21.3","0.4","","",""
"","1998","5298.7","5277.3","99.6","21.3","0.4","","",""
"","1999","5319.4","5298.0","99.6","21.4","0.4","","",""
"","2000","5338.3","5316.8","99.6","21.5","0.4","","",""
"","2001","5354.7","5333.1","99.6","21.6","0.4","","",""
"","2002","5369.0","5347.4","99.6","21.6","0.4","","",""
"","2003","5382.9","5361.2","99.6","21.7","0.4","","",""
"","2004","5398.6","5376.8","99.6","21.7","0.4","","",""
"","2005","5417.7","5395.9","99.6","21.8","0.4","","",""
"","2006","5440.9","5419.0","99.6","21.9","0.4","","",""
"","2007","5467.6","5445.5","99.6","22.0","0.4","","",""
"","2008","5496.1","5474.0","99.6","22.1","0.4","","",""
"","2009","5524.4","5502.2","99.6","22.2","0.4","","",""
"","2010","5551.0","5528.6","99.6","22.4","0.4","","",""
"","2011","5575.2","5552.8","99.6","22.5","0.4","","",""
"","2012","5597.8","5575.2","99.6","22.5","0.4","","",""
"","2013","5619.1","5596.5","99.6","22.6","0.4","","",""
"","2014","5640.2","5617.5","99.6","22.7","0.4","","",""
"","2015","5661.7","5638.9","99.6","22.8","0.4","","",""
"Djibouti","1990","589.9","390.2","66.1","199.8","33.9","4","",""
"","1991","612.6","405.4","66.2","207.2","33.8","","",""
"","1992","629.4","416.6","66.2","212.7","33.8","","",""
"","1993","641.9","425.0","66.2","216.9","33.8","","",""
"","1994","652.8","432.3","66.2","220.5","33.8","","",""
"","1995","664.0","432.3","65.1","231.7","34.9","","",""
"","1996","675.9","432.4","64.0","243.5","36.0","","",""
"","1997","687.9","432.3","62.9","255.6","37.1","","",""
"","1998","699.9","432.1","61.7","267.9","38.3","","",""
"","1999","711.7","431.3","60.6","280.3","39.4","","",""
"","2000","722.9","430.0","59.5","292.9","40.5","","",""
"","2001","733.7","428.3","58.4","305.4","41.6","","",""
"","2002","744.4","426.2","57.3","318.2","42.7","","",""
"","2003","755.1","423.9","56.1","331.2","43.9","","",""
"","2004","765.8","421.4","55.0","344.4","45.0","","",""
"","2005","776.6","418.7","53.9","357.9","46.1","","",""
"","2006","787.5","415.8","52.8","371.7","47.2","","",""
"","2007","798.7","412.9","51.7","385.8","48.3","","",""
"","2008","810.1","409.8","50.6","400.3","49.4","","",""
"","2009","821.9","406.6","49.5","415.2","50.5","","",""
"","2010","834.0","403.4","48.4","430.6","51.6","","",""
"","2011","846.6","400.3","47.3","446.4","52.7","","",""
"","2012","859.7","406.7","47.3","452.9","52.7","","",""
"","2013","872.9","413.3","47.3","459.6","52.7","","",""
"","2014","886.3","420.0","47.4","466.3","52.6","","",""
"","2015","899.7","426.7","47.4","472.9","52.6","","",""
"Dominica","1990","70.9","","","","","","",""
"","1991","70.8","","","","","","",""
"","1992","71.0","","","","","","",""
"","1993","71.2","","","","","","",""
"","1994","71.3","","","","","","",""
"","1995","71.4","57.9","81.1","13.5","18.9","","",""
"","1996","71.2","57.7","81.1","13.5","18.9","","",""
"","1997","70.8","57.4","81.1","13.4","18.9","","",""
"","1998","70.4","57.1","81.1","13.3","18.9","","",""
"","1999","70.0","56.8","81.1","13.2","18.9","","",""
"","2000","69.7","56.5","81.1","13.2","18.9","","",""
"","2001","69.4","56.3","81.1","13.1","18.9","","",""
"","2002","69.3","56.2","81.1","13.1","18.9","","",""
"","2003","69.2","56.1","81.1","13.1","18.9","","",""
"","2004","69.1","56.0","81.1","13.0","18.9","","",""
"","2005","68.9","55.9","81.1","13.0","18.9","","",""
"","2006","68.7","55.7","81.1","13.0","18.9","","",""
"","2007","68.4","55.5","81.1","12.9","18.9","","",""
"","2008","68.2","","","","","","",""
"","2009","67.9","","","","","","",""
"","2010","67.8","","","","","","",""
"","2011","67.7","","","","","","",""
"","2012","67.7","","","","","","",""
"","2013","67.7","","","","","","",""
"","2014","67.8","","","","","","",""
"","2015","67.8","","","","","","",""
"Dominican Republic","1990","7245.1","5290.2","73.0","1954.9","27.0","34","",""
"","1991","7392.4","5426.9","73.4","1965.5","26.6","","",""
"","1992","7540.4","5565.1","73.8","1975.3","26.2","","",""
"","1993","7688.2","5704.1","74.2","1984.1","25.8","","",""
"","1994","7834.4","5849.5","74.7","1984.9","25.3","","",""
"","1995","7978.0","5995.9","75.2","1982.1","24.8","","",""
"","1996","8118.6","6140.8","75.6","1977.8","24.4","","",""
"","1997","8256.5","6284.3","76.1","1972.2","23.9","","",""
"","1998","8392.5","6427.1","76.6","1965.5","23.4","","",""
"","1999","8527.9","6569.9","77.0","1958.0","23.0","","",""
"","2000","8663.4","6713.5","77.5","1949.9","22.5","","",""
"","2001","8799.3","6857.8","77.9","1941.5","22.1","","",""
"","2002","8935.3","7002.8","78.4","1932.5","21.6","","",""
"","2003","9071.3","7154.4","78.9","1916.9","21.1","","",""
"","2004","9207.4","7308.7","79.4","1898.7","20.6","","",""
"","2005","9343.4","7462.9","79.9","1880.5","20.1","","",""
"","2006","9479.3","7616.9","80.4","1862.4","19.6","","",""
"","2007","9615.0","7770.6","80.8","1844.4","19.2","","",""
"","2008","9750.2","7923.7","81.3","1826.5","18.7","","",""
"","2009","9884.3","8075.6","81.7","1808.7","18.3","","",""
"","2010","10016.8","8226.0","82.1","1790.8","17.9","","",""
"","2011","10147.6","8374.6","82.5","1773.0","17.5","","",""
"","2012","10276.6","8494.9","82.7","1781.7","17.3","","",""
"","2013","10403.8","8613.2","82.8","1790.5","17.2","","",""
"","2014","10529.0","8729.4","82.9","1799.5","17.1","","",""
"","2015","10652.1","8946.3","84.0","1705.8","16.0","","",""
"Ecuador","1990","10123.6","5771.9","57.0","4351.7","43.0","49","",""
"","1991","10360.6","6048.0","58.4","4312.7","41.6","","",""
"","1992","10598.2","6325.3","59.7","4272.8","40.3","","",""
"","1993","10836.3","6607.7","61.0","4228.6","39.0","","",""
"","1994","11075.5","6895.5","62.3","4180.0","37.7","","",""
"","1995","11315.8","7188.5","63.5","4127.3","36.5","","",""
"","1996","11557.2","7486.8","64.8","4070.3","35.2","","",""
"","1997","11799.3","7790.0","66.0","4009.3","34.0","","",""
"","1998","12042.5","8098.3","67.2","3944.1","32.8","","",""
"","1999","12287.0","8411.9","68.5","3875.1","31.5","","",""
"","2000","12533.1","8730.8","69.7","3802.3","30.3","","",""
"","2001","12780.9","9055.1","70.8","3725.8","29.2","","",""
"","2002","13030.0","9379.5","72.0","3650.6","28.0","","",""
"","2003","13279.8","9705.5","73.1","3574.3","26.9","","",""
"","2004","13529.1","10036.0","74.2","3493.1","25.8","","",""
"","2005","13777.1","10370.3","75.3","3406.8","24.7","","",""
"","2006","14023.5","10708.1","76.4","3315.4","23.6","","",""
"","2007","14268.4","11049.3","77.4","3219.1","22.6","","",""
"","2008","14512.4","11394.4","78.5","3118.0","21.5","","",""
"","2009","14756.4","11744.0","79.6","3012.4","20.4","","",""
"","2010","15001.1","12098.6","80.7","2902.5","19.3","","",""
"","2011","15246.5","12458.2","81.7","2788.2","18.3","","",""
"","2012","15492.3","12662.3","81.7","2829.9","18.3","","",""
"","2013","15737.9","12866.5","81.8","2871.3","18.2","","",""
"","2014","15982.6","13070.2","81.8","2912.4","18.2","","",""
"","2015","16225.7","13741.3","84.7","2484.4","15.3","","",""
"Egypt","1990","56336.6","41344.6","73.4","14992.0","26.6","46","",""
"","1991","57387.6","42727.5","74.5","14660.1","25.5","","",""
"","1992","58370.7","44083.9","75.5","14286.8","24.5","","",""
"","1993","59307.8","45428.5","76.6","13879.2","23.4","","",""
"","1994","60231.9","46785.6","77.7","13446.3","22.3","","",""
"","1995","61168.4","48174.8","78.8","12993.6","21.2","","",""
"","1996","62123.6","49601.7","79.8","12521.9","20.2","","",""
"","1997","63094.1","51079.7","81.0","12014.4","19.0","","",""
"","1998","64084.4","52605.2","82.1","11479.2","17.9","","",""
"","1999","65097.8","54171.3","83.2","10926.4","16.8","","",""
"","2000","66136.6","55780.9","84.3","10355.7","15.7","","",""
"","2001","67204.2","57437.6","85.5","9766.6","14.5","","",""
"","2002","68302.9","59144.2","86.6","9158.7","13.4","","",""
"","2003","69432.5","60901.7","87.7","8530.8","12.3","","",""
"","2004","70591.3","62709.5","88.8","7881.8","11.2","","",""
"","2005","71777.7","64567.1","90.0","7210.6","10.0","","",""
"","2006","72990.8","66474.6","91.1","6516.2","8.9","","",""
"","2007","74229.6","68429.6","92.2","5800.0","7.8","","",""
"","2008","75491.9","70433.1","93.3","5058.8","6.7","","",""
"","2009","76775.0","72484.7","94.4","4290.3","5.6","","",""
"","2010","78075.7","73950.5","94.7","4125.2","5.3","","",""
"","2011","79392.5","75197.1","94.7","4195.4","5.3","","",""
"","2012","80721.9","76456.3","94.7","4265.6","5.3","","",""
"","2013","82056.4","77721.0","94.7","4335.4","5.3","","",""
"","2014","83386.7","78982.5","94.7","4404.3","5.3","","",""
"","2015","84705.7","80233.8","94.7","4471.9","5.3","","",""
"El Salvador","1990","5344.2","2730.8","51.1","2613.5","48.9","32","",""
"","1991","5425.3","2827.0","52.1","2598.2","47.9","","",""
"","1992","5511.1","2927.1","53.1","2584.0","46.9","","",""
"","1993","5597.3","3041.5","54.3","2555.8","45.7","","",""
"","1994","5677.7","3157.9","55.6","2519.8","44.4","","",""
"","1995","5748.0","3269.4","56.9","2478.6","43.1","","",""
"","1996","5806.8","3374.7","58.1","2432.0","41.9","","",""
"","1997","5855.2","3474.0","59.3","2381.2","40.7","","",""
"","1998","5895.0","3568.0","60.5","2327.0","39.5","","",""
"","1999","5928.8","3643.4","61.5","2285.5","38.5","","",""
"","2000","5958.8","3716.4","62.4","2242.3","37.6","","",""
"","2001","5985.3","3787.3","63.3","2198.0","36.7","","",""
"","2002","6008.3","3855.9","64.2","2152.5","35.8","","",""
"","2003","6029.4","3923.0","65.1","2106.4","34.9","","",""
"","2004","6050.3","3989.9","65.9","2060.4","34.1","","",""
"","2005","6072.5","4057.4","66.8","2015.1","33.2","","",""
"","2006","6096.7","4126.1","67.7","1970.6","32.3","","",""
"","2007","6123.0","4196.1","68.5","1926.9","31.5","","",""
"","2008","6151.8","4267.7","69.4","1884.1","30.6","","",""
"","2009","6183.5","4341.1","70.2","1842.4","29.8","","",""
"","2010","6218.2","4416.6","71.0","1801.6","29.0","","",""
"","2011","6256.2","4494.5","71.8","1761.8","28.2","","",""
"","2012","6297.4","4532.0","72.0","1765.4","28.0","","",""
"","2013","6340.5","4570.9","72.1","1769.6","27.9","","",""
"","2014","6383.8","4609.9","72.2","1773.9","27.8","","",""
"","2015","6426.0","4819.0","75.0","1607.0","25.0","","",""
"Equatorial Guinea","1990","373.9","","","","","","",""
"","1991","386.4","","","","","","",""
"","1992","399.6","","","","","","",""
"","1993","413.4","","","","","","",""
"","1994","427.5","346.5","81.1","81.0","18.9","","",""
"","1995","441.8","358.2","81.1","83.7","18.9","","",""
"","1996","456.4","370.0","81.1","86.4","18.9","","",""
"","1997","471.3","382.0","81.1","89.3","18.9","","",""
"","1998","486.5","394.4","81.1","92.1","18.9","","",""
"","1999","502.2","404.8","80.6","97.3","19.4","","",""
"","2000","518.2","415.5","80.2","102.7","19.8","","",""
"","2001","534.6","426.3","79.7","108.3","20.3","","",""
"","2002","551.4","437.2","79.3","114.2","20.7","","",""
"","2003","568.6","448.3","78.9","120.2","21.1","","",""
"","2004","586.0","459.5","78.4","126.5","21.6","","",""
"","2005","603.6","470.7","78.0","133.0","22.0","","",""
"","2006","621.5","481.9","77.5","139.6","22.5","","",""
"","2007","639.6","493.1","77.1","146.5","22.9","","",""
"","2008","658.0","504.4","76.7","153.6","23.3","","",""
"","2009","676.9","515.9","76.2","160.9","23.8","","",""
"","2010","696.2","527.6","75.8","168.5","24.2","","",""
"","2011","716.0","539.6","75.4","176.4","24.6","","",""
"","2012","736.3","555.0","75.4","181.3","24.6","","",""
"","2013","757.0","570.7","75.4","186.4","24.6","","",""
"","2014","778.1","586.6","75.4","191.4","24.6","","",""
"","2015","799.4","595.8","74.5","203.5","25.5","","",""
"Eritrea","1990","3272.6","304.0","9.3","2968.5","90.7","11","",""
"","1991","3311.7","310.1","9.4","3001.6","90.6","","",""
"","1992","3331.9","314.7","9.4","3017.2","90.6","","",""
"","1993","3344.6","318.8","9.5","3025.8","90.5","","",""
"","1994","3365.9","319.8","9.5","3046.1","90.5","","",""
"","1995","3407.8","333.0","9.8","3074.8","90.2","","",""
"","1996","3473.4","350.5","10.1","3122.9","89.9","","",""
"","1997","3560.4","370.6","10.4","3189.8","89.6","","",""
"","1998","3668.3","393.6","10.7","3274.7","89.3","","",""
"","1999","3795.4","419.5","11.1","3375.9","88.9","","",""
"","2000","3939.3","448.2","11.4","3491.2","88.6","","",""
"","2001","4101.6","480.0","11.7","3621.6","88.3","","",""
"","2002","4281.6","515.0","12.0","3766.6","88.0","","",""
"","2003","4472.5","552.6","12.4","3920.0","87.6","","",""
"","2004","4665.5","591.6","12.7","4073.9","87.3","","",""
"","2005","4854.1","631.4","13.0","4222.7","87.0","","",""
"","2006","5035.0","671.3","13.3","4363.8","86.7","","",""
"","2007","5209.8","711.5","13.7","4498.4","86.3","","",""
"","2008","5382.2","752.4","14.0","4629.7","86.0","","",""
"","2009","5557.9","794.9","14.3","4763.0","85.7","","",""
"","2010","5741.2","839.4","14.6","4901.8","85.4","","",""
"","2011","5932.9","886.2","14.9","5046.6","85.1","","",""
"","2012","6130.9","925.2","15.1","5205.8","84.9","","",""
"","2013","6333.1","965.7","15.2","5367.4","84.8","","",""
"","2014","6536.2","1007.4","15.4","5528.7","84.6","","",""
"","2015","6737.6","1059.8","15.7","5677.8","84.3","","",""
"Estonia","1990","1565.3","1517.6","97.0","47.7","3.0","-21","",""
"","1991","1549.2","1501.9","96.9","47.3","3.1","","",""
"","1992","1523.2","1476.6","96.9","46.5","3.1","","",""
"","1993","1491.3","1445.7","96.9","45.6","3.1","","",""
"","1994","1459.8","1415.1","96.9","44.7","3.1","","",""
"","1995","1433.1","1389.1","96.9","43.9","3.1","","",""
"","1996","1412.5","1369.2","96.9","43.3","3.1","","",""
"","1997","1397.1","1354.2","96.9","42.9","3.1","","",""
"","1998","1385.5","1342.9","96.9","42.6","3.1","","",""
"","1999","1375.7","1333.7","96.9","42.1","3.1","","",""
"","2000","1366.1","1324.6","97.0","41.5","3.0","","",""
"","2001","1356.5","1315.6","97.0","41.0","3.0","","",""
"","2002","1347.7","1307.2","97.0","40.5","3.0","","",""
"","2003","1339.5","1299.5","97.0","40.0","3.0","","",""
"","2004","1331.9","1292.4","97.0","39.5","3.0","","",""
"","2005","1325.1","1286.1","97.1","39.0","2.9","","",""
"","2006","1318.9","1280.3","97.1","38.6","2.9","","",""
"","2007","1313.1","1275.0","97.1","38.2","2.9","","",""
"","2008","1307.8","1270.1","97.1","37.8","2.9","","",""
"","2009","1303.0","1265.6","97.1","37.4","2.9","","",""
"","2010","1298.5","1261.6","97.2","37.0","2.8","","",""
"","2011","1294.5","1257.9","97.2","36.6","2.8","","",""
"","2012","1290.8","1254.3","97.2","36.5","2.8","","",""
"","2013","1287.3","1250.8","97.2","36.4","2.8","","",""
"","2014","1283.8","1247.4","97.2","36.4","2.8","","",""
"","2015","1280.2","1244.8","97.2","35.4","2.8","","",""
"Ethiopia","1990","48042.8","1241.7","2.6","46801.1","97.4","27","",""
"","1991","49743.9","1310.7","2.6","48433.2","97.4","","",""
"","1992","51525.7","1384.0","2.7","50141.7","97.3","","",""
"","1993","53357.9","1481.7","2.8","51876.1","97.2","","",""
"","1994","55200.0","1584.5","2.9","53615.5","97.1","","",""
"","1995","57023.5","1683.9","3.0","55339.6","97.0","","",""
"","1996","58815.1","1783.4","3.0","57031.7","97.0","","",""
"","1997","60584.3","2772.2","4.6","57812.1","95.4","","",""
"","1998","62353.9","3688.9","5.9","58665.1","94.1","","",""
"","1999","64158.9","4653.0","7.3","59505.9","92.7","","",""
"","2000","66024.2","5667.9","8.6","60356.3","91.4","","",""
"","2001","67956.9","6736.4","9.9","61220.5","90.1","","",""
"","2002","69948.3","7859.9","11.2","62088.4","88.8","","",""
"","2003","71989.7","9039.4","12.6","62950.3","87.4","","",""
"","2004","74066.1","10274.5","13.9","63791.7","86.1","","",""
"","2005","76167.2","11564.5","15.2","64602.7","84.8","","",""
"","2006","78290.6","12909.9","16.5","65380.7","83.5","","",""
"","2007","80440.7","14313.1","17.8","66127.6","82.2","","",""
"","2008","82621.2","15784.5","19.1","66836.7","80.9","","",""
"","2009","84838.0","17313.0","20.4","67525.1","79.6","","",""
"","2010","87095.3","18900.0","21.7","68195.2","78.3","","",""
"","2011","89393.1","20546.5","23.0","68846.6","77.0","","",""
"","2012","91728.8","21097.8","23.0","70631.0","77.0","","",""
"","2013","94100.8","21658.4","23.0","72442.4","77.0","","",""
"","2014","96506.0","22227.7","23.0","74278.3","77.0","","",""
"","2015","98942.1","27724.9","28.0","71217.2","72.0","","",""
"Faeroe Islands","1990","47.6","","","","","","",""
"","1991","47.0","","","","","","",""
"","1992","46.0","","","","","","",""
"","1993","45.0","","","","","","",""
"","1994","44.0","","","","","","",""
"","1995","43.5","","","","","","",""
"","1996","43.4","","","","","","",""
"","1997","43.7","","","","","","",""
"","1998","44.4","","","","","","",""
"","1999","45.1","","","","","","",""
"","2000","45.7","","","","","","",""
"","2001","46.4","","","","","","",""
"","2002","46.9","","","","","","",""
"","2003","47.5","","","","","","",""
"","2004","47.9","","","","","","",""
"","2005","48.3","","","","","","",""
"","2006","48.5","","","","","","",""
"","2007","48.6","","","","","","",""
"","2008","48.6","","","","","","",""
"","2009","48.6","","","","","","",""
"","2010","48.7","","","","","","",""
"","2011","48.9","","","","","","",""
"","2012","49.1","","","","","","",""
"","2013","49.3","","","","","","",""
"","2014","49.6","","","","","","",""
"","2015","49.8","","","","","","",""
"Falkland Islands (Malvinas)","1990","2.0","","","","","","",""
"","1991","2.1","","","","","","",""
"","1992","2.1","","","","","","",""
"","1993","2.2","","","","","","",""
"","1994","2.3","","","","","","",""
"","1995","2.4","","","","","","",""
"","1996","2.5","","","","","","",""
"","1997","2.6","","","","","","",""
"","1998","2.7","","","","","","",""
"","1999","2.8","","","","","","",""
"","2000","2.9","","","","","","",""
"","2001","2.9","","","","","","",""
"","2002","2.9","","","","","","",""
"","2003","3.0","","","","","","",""
"","2004","3.0","","","","","","",""
"","2005","3.0","","","","","","",""
"","2006","3.0","","","","","","",""
"","2007","3.0","","","","","","",""
"","2008","3.0","","","","","","",""
"","2009","3.0","","","","","","",""
"","2010","3.0","","","","","","",""
"","2011","3.0","","","","","","",""
"","2012","3.0","","","","","","",""
"","2013","3.0","","","","","","",""
"","2014","3.1","","","","","","",""
"","2015","3.1","","","","","","",""
"Fiji","1990","728.3","413.8","56.8","314.5","43.2","45","",""
"","1991","735.2","432.1","58.8","303.1","41.2","","",""
"","1992","744.3","451.9","60.7","292.5","39.3","","",""
"","1993","754.9","472.7","62.6","282.3","37.4","","",""
"","1994","765.7","493.7","64.5","272.0","35.5","","",""
"","1995","775.6","514.4","66.3","261.2","33.7","","",""
"","1996","784.6","534.6","68.1","250.1","31.9","","",""
"","1997","793.1","553.5","69.8","239.6","30.2","","",""
"","1998","800.6","571.7","71.4","228.9","28.6","","",""
"","1999","806.9","589.2","73.0","217.7","27.0","","",""
"","2000","811.6","605.6","74.6","206.1","25.4","","",""
"","2001","814.7","620.7","76.2","194.0","23.8","","",""
"","2002","816.2","634.6","77.7","181.6","22.3","","",""
"","2003","817.2","648.0","79.3","169.3","20.7","","",""
"","2004","819.0","661.9","80.8","157.1","19.2","","",""
"","2005","822.5","677.1","82.3","145.4","17.7","","",""
"","2006","828.1","694.1","83.8","134.0","16.2","","",""
"","2007","835.4","712.6","85.3","122.8","14.7","","",""
"","2008","843.9","732.1","86.8","111.7","13.2","","",""
"","2009","852.5","751.9","88.2","100.6","11.8","","",""
"","2010","860.6","771.3","89.6","89.2","10.4","","",""
