"","","Population","Sanitation","","","","","",""
"","2005","4158.0","3729.1","89.7","428.9","10.3","","",""
"","2006","4226.1","3793.9","89.8","432.2","10.2","","",""
"","2007","4290.5","3855.6","89.9","434.9","10.1","","",""
"","2008","4351.7","3914.5","90.0","437.2","10.0","","",""
"","2009","4410.4","3971.3","90.0","439.1","10.0","","",""
"","2010","4467.6","4026.8","90.1","440.8","9.9","","",""
"","2011","4522.8","4080.7","90.2","442.2","9.8","","",""
"","2012","4575.9","4128.1","90.2","447.8","9.8","","",""
"","2013","4627.2","4173.8","90.2","453.4","9.8","","",""
"","2014","4677.3","4218.6","90.2","458.8","9.8","","",""
"","2015","4726.9","4277.0","90.5","449.9","9.5","","",""
"Isle of Man","1990","70.3","","","","","","",""
"","1991","71.0","","","","","","",""
"","1992","71.3","","","","","","",""
"","1993","71.5","","","","","","",""
"","1994","71.7","","","","","","",""
"","1995","72.2","","","","","","",""
"","1996","72.9","","","","","","",""
"","1997","73.8","","","","","","",""
"","1998","74.9","","","","","","",""
"","1999","75.9","","","","","","",""
"","2000","76.8","","","","","","",""
"","2001","77.6","","","","","","",""
"","2002","78.2","","","","","","",""
"","2003","78.8","","","","","","",""
"","2004","79.4","","","","","","",""
"","2005","80.0","","","","","","",""
"","2006","80.6","","","","","","",""
"","2007","81.2","","","","","","",""
"","2008","81.8","","","","","","",""
"","2009","82.4","","","","","","",""
"","2010","82.9","","","","","","",""
"","2011","83.3","","","","","","",""
"","2012","83.7","","","","","","",""
"","2013","84.1","","","","","","",""
"","2014","84.5","","","","","","",""
"","2015","84.8","","","","","","",""
"Israel","1990","4499.2","4499.2","100.0","0.0","0.0","43","",""
"","1991","4641.6","4641.6","100.0","0.0","0.0","","",""
"","1992","4807.0","4807.0","100.0","0.0","0.0","","",""
"","1993","4985.7","4985.7","100.0","0.0","0.0","","",""
"","1994","5163.9","5163.9","100.0","0.0","0.0","","",""
"","1995","5331.6","5331.6","100.0","0.0","0.0","","",""
"","1996","5486.2","5486.2","100.0","0.0","0.0","","",""
"","1997","5630.1","5630.1","100.0","0.0","0.0","","",""
"","1998","5764.2","5764.2","100.0","0.0","0.0","","",""
"","1999","5891.3","5891.3","100.0","0.0","0.0","","",""
"","2000","6013.7","6013.7","100.0","0.0","0.0","","",""
"","2001","6129.6","6129.6","100.0","0.0","0.0","","",""
"","2002","6239.0","6239.0","100.0","0.0","0.0","","",""
"","2003","6348.8","6348.8","100.0","0.0","0.0","","",""
"","2004","6468.4","6468.4","100.0","0.0","0.0","","",""
"","2005","6603.7","6603.7","100.0","0.0","0.0","","",""
"","2006","6758.8","6758.8","100.0","0.0","0.0","","",""
"","2007","6930.1","6930.1","100.0","0.0","0.0","","",""
"","2008","7106.8","7106.8","100.0","0.0","0.0","","",""
"","2009","7273.8","7273.8","100.0","0.0","0.0","","",""
"","2010","7420.4","7420.4","100.0","0.0","0.0","","",""
"","2011","7542.3","7542.3","100.0","0.0","0.0","","",""
"","2012","7643.9","7643.9","100.0","0.0","0.0","","",""
"","2013","7733.1","7733.1","100.0","0.0","0.0","","",""
"","2014","7822.1","7822.1","100.0","0.0","0.0","","",""
"","2015","7919.5","7919.5","100.0","0.0","0.0","","",""
"Italy","1990","56831.9","56575.9","99.5","256.0","0.5","7","",""
"","1991","56855.5","56599.4","99.5","256.0","0.5","","",""
"","1992","56894.4","56638.2","99.5","256.3","0.5","","",""
"","1993","56936.7","56680.2","99.5","256.5","0.5","","",""
"","1994","56964.3","56707.6","99.5","256.7","0.5","","",""
"","1995","56967.1","56710.3","99.5","256.7","0.5","","",""
"","1996","56937.3","56680.7","99.5","256.6","0.5","","",""
"","1997","56887.1","56630.7","99.5","256.5","0.5","","",""
"","1998","56850.3","56593.9","99.5","256.4","0.5","","",""
"","1999","56872.7","56616.2","99.5","256.5","0.5","","",""
"","2000","56986.1","56729.0","99.5","257.1","0.5","","",""
"","2001","57200.2","56942.1","99.5","258.1","0.5","","",""
"","2002","57501.4","57241.9","99.5","259.5","0.5","","",""
"","2003","57868.0","57606.7","99.5","261.3","0.5","","",""
"","2004","58267.1","58003.9","99.5","263.2","0.5","","",""
"","2005","58671.9","58406.7","99.5","265.1","0.5","","",""
"","2006","59078.3","58811.2","99.5","267.1","0.5","","",""
"","2007","59485.5","59216.5","99.5","269.0","0.5","","",""
"","2008","59873.8","59602.9","99.5","270.9","0.5","","",""
"","2009","60220.3","59947.8","99.5","272.6","0.5","","",""
"","2010","60509.0","60235.0","99.5","274.0","0.5","","",""
"","2011","60729.3","60454.2","99.5","275.1","0.5","","",""
"","2012","60884.6","60608.7","99.5","275.9","0.5","","",""
"","2013","60990.3","60713.8","99.5","276.5","0.5","","",""
"","2014","61070.2","60793.3","99.5","277.0","0.5","","",""
"","2015","61142.2","60864.8","99.5","277.4","0.5","","",""
"Jamaica","1990","2365.2","1887.7","79.8","477.5","20.2","15","",""
"","1991","2380.8","1902.3","79.9","478.5","20.1","","",""
"","1992","2398.7","1918.7","80.0","479.9","20.0","","",""
"","1993","2418.5","1936.8","80.1","481.7","19.9","","",""
"","1994","2439.8","1956.0","80.2","483.8","19.8","","",""
"","1995","2462.1","1976.0","80.3","486.0","19.7","","",""
"","1996","2485.2","1996.8","80.3","488.4","19.7","","",""
"","1997","2509.4","2018.5","80.4","491.0","19.6","","",""
"","1998","2534.1","2040.5","80.5","493.6","19.5","","",""
"","1999","2558.6","2062.4","80.6","496.1","19.4","","",""
"","2000","2582.2","2083.7","80.7","498.5","19.3","","",""
"","2001","2604.9","2104.3","80.8","500.6","19.2","","",""
"","2002","2626.7","2124.2","80.9","502.5","19.1","","",""
"","2003","2647.1","2143.0","81.0","504.1","19.0","","",""
"","2004","2665.7","2160.3","81.0","505.4","19.0","","",""
"","2005","2682.1","2176.0","81.1","506.2","18.9","","",""
"","2006","2696.2","2189.7","81.2","506.5","18.8","","",""
"","2007","2708.2","2201.7","81.3","506.4","18.7","","",""
"","2008","2718.9","2212.7","81.4","506.1","18.6","","",""
"","2009","2729.7","2223.8","81.5","505.8","18.5","","",""
"","2010","2741.5","2235.8","81.6","505.7","18.4","","",""
"","2011","2754.7","2248.8","81.6","505.8","18.4","","",""
"","2012","2768.9","2260.3","81.6","508.7","18.4","","",""
"","2013","2783.9","2272.2","81.6","511.6","18.4","","",""
"","2014","2798.8","2284.2","81.6","514.6","18.4","","",""
"","2015","2813.3","2300.8","81.8","512.5","18.2","","",""
"Japan","1990","122249.3","122249.3","100.0","0.0","0.0","4","",""
"","1991","122702.5","122702.5","100.0","0.0","0.0","","",""
"","1992","123180.4","123180.4","100.0","0.0","0.0","","",""
"","1993","123658.9","123658.9","100.0","0.0","0.0","","",""
"","1994","124101.5","124101.5","100.0","0.0","0.0","","",""
"","1995","124483.3","124483.3","100.0","0.0","0.0","","",""
"","1996","124794.9","124794.9","100.0","0.0","0.0","","",""
"","1997","125048.7","125048.7","100.0","0.0","0.0","","",""
"","1998","125266.9","125266.9","100.0","0.0","0.0","","",""
"","1999","125481.4","125481.4","100.0","0.0","0.0","","",""
"","2000","125714.7","125714.7","100.0","0.0","0.0","","",""
"","2001","125973.9","125973.9","100.0","0.0","0.0","","",""
"","2002","126249.1","126249.1","100.0","0.0","0.0","","",""
"","2003","126523.6","126523.6","100.0","0.0","0.0","","",""
"","2004","126772.9","126772.9","100.0","0.0","0.0","","",""
"","2005","126978.8","126978.8","100.0","0.0","0.0","","",""
"","2006","127136.0","127136.0","100.0","0.0","0.0","","",""
"","2007","127248.9","127248.9","100.0","0.0","0.0","","",""
"","2008","127319.4","127319.4","100.0","0.0","0.0","","",""
"","2009","127352.9","127352.9","100.0","0.0","0.0","","",""
"","2010","127352.8","127352.8","100.0","0.0","0.0","","",""
"","2011","127319.2","127319.2","100.0","0.0","0.0","","",""
"","2012","127249.7","127249.7","100.0","0.0","0.0","","",""
"","2013","127143.6","127143.6","100.0","0.0","0.0","","",""
"","2014","126999.8","126999.8","100.0","0.0","0.0","","",""
"","2015","126818.0","126818.0","100.0","0.0","0.0","","",""
"Jordan","1990","3358.5","3269.3","97.3","89.2","2.7","56","",""
"","1991","3538.4","3445.8","97.4","92.6","2.6","","",""
"","1992","3743.1","3646.5","97.4","96.7","2.6","","",""
"","1993","3955.9","3855.1","97.5","100.8","2.5","","",""
"","1994","4153.7","4049.3","97.5","104.4","2.5","","",""
"","1995","4320.2","4212.4","97.5","107.8","2.5","","",""
"","1996","4450.9","4343.0","97.6","107.9","2.4","","",""
"","1997","4551.9","4444.8","97.6","107.1","2.4","","",""
"","1998","4630.8","4525.0","97.7","105.8","2.3","","",""
"","1999","4699.3","4595.1","97.8","104.2","2.2","","",""
"","2000","4767.5","4665.0","97.8","102.5","2.2","","",""
"","2001","4835.1","4734.3","97.9","100.8","2.1","","",""
"","2002","4903.0","4803.9","98.0","99.1","2.0","","",""
"","2003","4983.5","4886.0","98.0","97.5","2.0","","",""
"","2004","5092.2","4995.7","98.1","96.5","1.9","","",""
"","2005","5239.4","5143.3","98.2","96.1","1.8","","",""
"","2006","5428.9","5332.6","98.2","96.3","1.8","","",""
"","2007","5655.9","5558.8","98.3","97.0","1.7","","",""
"","2008","5911.2","5813.2","98.3","98.0","1.7","","",""
"","2009","6181.3","6082.4","98.4","99.0","1.6","","",""
"","2010","6454.6","6354.8","98.5","99.7","1.5","","",""
"","2011","6731.2","6630.8","98.5","100.3","1.5","","",""
"","2012","7009.4","6905.0","98.5","104.4","1.5","","",""
"","2013","7273.8","7165.4","98.5","108.4","1.5","","",""
"","2014","7504.8","7393.0","98.5","111.8","1.5","","",""
"","2015","7689.8","7584.8","98.6","105.0","1.4","","",""
"Kazakhstan","1990","16171.9","15586.5","96.4","585.4","3.6","5","",""
"","1991","16154.7","15569.9","96.4","584.8","3.6","","",""
"","1992","16070.2","15488.6","96.4","581.6","3.6","","",""
"","1993","15929.7","15353.2","96.4","576.5","3.6","","",""
"","1994","15750.8","15189.8","96.4","561.0","3.6","","",""
"","1995","15549.6","15004.7","96.5","545.0","3.5","","",""
"","1996","15326.1","14797.7","96.6","528.4","3.4","","",""
"","1997","15086.0","14574.4","96.6","511.6","3.4","","",""
"","1998","14858.2","14362.8","96.7","495.4","3.3","","",""
"","1999","14679.6","14198.5","96.7","481.0","3.3","","",""
"","2000","14575.6","14106.5","96.8","469.2","3.2","","",""
"","2001","14559.3","14099.1","96.8","460.1","3.2","","",""
"","2002","14623.2","14169.6","96.9","453.6","3.1","","",""
"","2003","14747.8","14298.9","97.0","448.8","3.0","","",""
"","2004","14902.5","14457.7","97.0","444.8","3.0","","",""
"","2005","15064.1","14623.4","97.1","440.7","2.9","","",""
"","2006","15227.2","14790.7","97.1","436.5","2.9","","",""
"","2007","15396.0","14963.8","97.2","432.2","2.8","","",""
"","2008","15568.3","15140.4","97.3","427.9","2.7","","",""
"","2009","15743.6","15320.2","97.3","423.3","2.7","","",""
"","2010","15921.1","15502.5","97.4","418.7","2.6","","",""
"","2011","16098.0","15684.2","97.4","413.8","2.6","","",""
"","2012","16271.2","15853.1","97.4","418.1","2.6","","",""
"","2013","16440.6","16018.3","97.4","422.3","2.6","","",""
"","2014","16606.9","16180.5","97.4","426.4","2.6","","",""
"","2015","16770.4","16358.1","97.5","412.4","2.5","","",""
"Kenya","1990","23446.4","5761.5","24.6","17684.9","75.4","18","",""
"","1991","24237.1","6012.1","24.8","18225.0","75.2","","",""
"","1992","25036.9","6268.6","25.0","18768.3","75.0","","",""
"","1993","25839.1","6529.4","25.3","19309.7","74.7","","",""
"","1994","26634.7","6792.2","25.5","19842.4","74.5","","",""
"","1995","27418.1","7055.5","25.7","20362.5","74.3","","",""
"","1996","28186.2","7318.5","26.0","20867.8","74.0","","",""
"","1997","28943.6","7582.1","26.2","21361.5","73.8","","",""
"","1998","29702.2","7849.5","26.4","21852.7","73.6","","",""
"","1999","30478.6","8125.1","26.7","22353.5","73.3","","",""
"","2000","31285.0","8412.4","26.9","22872.7","73.1","","",""
"","2001","32126.4","8712.8","27.1","23413.6","72.9","","",""
"","2002","33000.5","9026.0","27.4","23974.5","72.6","","",""
"","2003","33905.0","9351.5","27.6","24553.5","72.4","","",""
"","2004","34834.6","9688.2","27.8","25146.4","72.2","","",""
"","2005","35785.7","10035.1","28.0","25750.7","72.0","","",""
"","2006","36757.5","10392.1","28.3","26365.4","71.7","","",""
"","2007","37752.3","10760.0","28.5","26992.3","71.5","","",""
"","2008","38773.3","11140.0","28.7","27633.3","71.3","","",""
"","2009","39824.7","11533.4","29.0","28291.3","71.0","","",""
"","2010","40909.2","11941.2","29.2","28968.0","70.8","","",""
"","2011","42027.9","12363.9","29.4","29664.0","70.6","","",""
"","2012","43178.1","12705.1","29.4","30473.1","70.6","","",""
"","2013","44353.7","13053.9","29.4","31299.7","70.6","","",""
"","2014","45546.0","13408.0","29.4","32138.0","70.6","","",""
"","2015","46748.6","14075.9","30.1","32672.7","69.9","","",""
"Kiribati","1990","71.0","19.9","28.0","51.2","72.0","21","",""
"","1991","72.3","20.6","28.5","51.7","71.5","","",""
"","1992","73.4","21.3","29.0","52.1","71.0","","",""
"","1993","74.4","22.0","29.5","52.4","70.5","","",""
"","1994","75.3","22.6","30.0","52.7","70.0","","",""
"","1995","76.4","23.3","30.5","53.0","69.5","","",""
"","1996","77.5","24.2","31.2","53.3","68.8","","",""
"","1997","78.7","25.2","32.0","53.6","68.0","","",""
"","1998","80.0","26.2","32.7","53.8","67.3","","",""
"","1999","81.4","27.2","33.5","54.1","66.5","","",""
"","2000","82.8","28.3","34.2","54.4","65.8","","",""
"","2001","84.3","29.3","34.8","55.0","65.2","","",""
"","2002","85.8","30.2","35.2","55.6","64.8","","",""
"","2003","87.4","31.2","35.7","56.2","64.3","","",""
"","2004","88.9","32.1","36.1","56.8","63.9","","",""
"","2005","90.5","33.1","36.5","57.4","63.5","","",""
"","2006","92.0","34.0","37.0","57.9","63.0","","",""
"","2007","93.4","35.0","37.4","58.4","62.6","","",""
"","2008","94.8","35.9","37.9","58.9","62.1","","",""
"","2009","96.3","36.9","38.3","59.4","61.7","","",""
"","2010","97.7","37.9","38.8","59.9","61.2","","",""
"","2011","99.2","38.9","39.2","60.3","60.8","","",""
"","2012","100.8","39.5","39.2","61.2","60.8","","",""
"","2013","102.4","40.2","39.3","62.2","60.7","","",""
"","2014","103.9","40.8","39.3","63.1","60.7","","",""
"","2015","105.6","42.0","39.7","63.6","60.3","","",""
"Kuwait","1990","2059.8","2059.8","100.0","0.0","0.0","43","",""
"","1991","1999.7","1999.7","100.0","0.0","0.0","","",""
"","1992","1889.5","1889.5","100.0","0.0","0.0","","",""
"","1993","1758.6","1758.6","100.0","0.0","0.0","","",""
"","1994","1647.7","1647.7","100.0","0.0","0.0","","",""
"","1995","1586.1","1586.1","100.0","0.0","0.0","","",""
"","1996","1585.2","1585.2","100.0","0.0","0.0","","",""
"","1997","1636.0","1636.0","100.0","0.0","0.0","","",""
"","1998","1722.2","1722.2","100.0","0.0","0.0","","",""
"","1999","1818.4","1818.4","100.0","0.0","0.0","","",""
"","2000","1906.2","1906.2","100.0","0.0","0.0","","",""
"","2001","1980.6","1980.6","100.0","0.0","0.0","","",""
"","2002","2048.2","2048.2","100.0","0.0","0.0","","",""
"","2003","2116.4","2116.4","100.0","0.0","0.0","","",""
"","2004","2196.5","2196.5","100.0","0.0","0.0","","",""
"","2005","2296.3","2296.3","100.0","0.0","0.0","","",""
"","2006","2417.4","2417.4","100.0","0.0","0.0","","",""
"","2007","2554.9","2554.9","100.0","0.0","0.0","","",""
"","2008","2702.2","2702.2","100.0","0.0","0.0","","",""
"","2009","2850.1","2850.1","100.0","0.0","0.0","","",""
"","2010","2991.6","2991.6","100.0","0.0","0.0","","",""
"","2011","3124.7","3124.7","100.0","0.0","0.0","","",""
"","2012","3250.5","3250.5","100.0","0.0","0.0","","",""
"","2013","3368.6","3368.6","100.0","0.0","0.0","","",""
"","2014","3479.4","3479.4","100.0","0.0","0.0","","",""
"","2015","3583.4","3583.4","100.0","0.0","0.0","","",""
"Kyrgyzstan","1990","4394.5","4009.8","91.2","384.7","8.8","23","",""
"","1991","4441.6","4052.5","91.2","389.1","8.8","","",""
"","1992","4476.4","4083.9","91.2","392.5","8.8","","",""
"","1993","4506.6","4111.1","91.2","395.4","8.8","","",""
"","1994","4542.7","4143.8","91.2","398.9","8.8","","",""
"","1995","4592.1","4193.0","91.3","399.1","8.7","","",""
"","1996","4658.8","4258.2","91.4","400.6","8.6","","",""
"","1997","4739.3","4336.2","91.5","403.1","8.5","","",""
"","1998","4823.9","4418.3","91.6","405.6","8.4","","",""
"","1999","4898.9","4491.8","91.7","407.0","8.3","","",""
"","2000","4954.9","4548.2","91.8","406.7","8.2","","",""
"","2001","4988.2","4583.8","91.9","404.4","8.1","","",""
"","2002","5003.4","4602.9","92.0","400.5","8.0","","",""
"","2003","5009.5","4613.5","92.1","395.9","7.9","","",""
"","2004","5019.3","4627.7","92.2","391.6","7.8","","",""
"","2005","5042.4","4654.0","92.3","388.3","7.7","","",""
"","2006","5081.6","4695.4","92.4","386.2","7.6","","",""
"","2007","5134.3","4749.3","92.5","385.0","7.5","","",""
"","2008","5197.3","4812.8","92.6","384.5","7.4","","",""
"","2009","5265.2","4881.1","92.7","384.2","7.3","","",""
"","2010","5334.2","4950.4","92.8","383.8","7.2","","",""
"","2011","5403.4","5020.0","92.9","383.5","7.1","","",""
"","2012","5474.2","5085.6","92.9","388.6","7.1","","",""
"","2013","5547.5","5153.5","92.9","394.1","7.1","","",""
"","2014","5625.0","5225.2","92.9","399.8","7.1","","",""
"","2015","5707.5","5324.2","93.3","383.3","6.7","","",""
"Lao People's Democratic Republic","1990","4244.5","","","","","","",""
"","1991","4369.9","","","","","","",""
"","1992","4497.8","","","","","","",""
"","1993","4625.9","","","","","","",""
"","1994","4751.1","957.2","20.1","3793.9","79.9","","",""
"","1995","4871.5","994.3","20.4","3877.1","79.6","","",""
"","1996","4986.6","1039.4","20.8","3947.2","79.2","","",""
"","1997","5096.7","1085.1","21.3","4011.6","78.7","","",""
"","1998","5200.9","1131.4","21.8","4069.5","78.2","","",""
"","1999","5298.1","1316.7","24.9","3981.5","75.1","","",""
"","2000","5388.3","1506.1","28.0","3882.2","72.0","","",""
"","2001","5470.2","1698.5","31.1","3771.7","68.9","","",""
"","2002","5545.2","1893.8","34.2","3651.5","65.8","","",""
"","2003","5619.1","2093.1","37.3","3525.9","62.7","","",""
"","2004","5699.1","2299.6","40.3","3399.6","59.7","","",""
"","2005","5790.6","2515.7","43.4","3275.0","56.6","","",""
"","2006","5895.9","2743.0","46.5","3152.9","53.5","","",""
"","2007","6013.3","2981.8","49.6","3031.4","50.4","","",""
"","2008","6139.1","3231.2","52.6","2907.9","47.4","","",""
"","2009","6268.0","3488.7","55.7","2779.3","44.3","","",""
"","2010","6395.7","3752.1","58.7","2643.6","41.3","","",""
"","2011","6521.3","4020.5","61.7","2500.8","38.3","","",""
"","2012","6645.8","4127.5","62.1","2518.4","37.9","","",""
"","2013","6769.7","4234.8","62.6","2534.9","37.4","","",""
"","2014","6894.1","4343.1","63.0","2551.0","37.0","","",""
"","2015","7019.7","4976.0","70.9","2043.7","29.1","","",""
"Latvia","1990","2664.0","","","","","","",""
"","1991","2645.1","","","","","","",""
"","1992","2611.3","","","","","","",""
"","1993","2568.6","","","","","","",""
"","1994","2525.4","","","","","","",""
"","1995","2488.0","","","","","","",""
"","1996","2458.3","","","","","","",""
"","1997","2434.6","1992.0","81.8","442.6","18.2","","",""
"","1998","2414.7","1975.1","81.8","439.6","18.2","","",""
"","1999","2394.5","1957.7","81.8","436.8","18.2","","",""
"","2000","2371.5","1938.3","81.7","433.2","18.3","","",""
"","2001","2345.3","1916.5","81.7","428.8","18.3","","",""
"","2002","2317.3","1903.3","82.1","413.9","17.9","","",""
"","2003","2287.8","1889.0","82.6","398.8","17.4","","",""
"","2004","2257.6","1874.3","83.0","383.3","17.0","","",""
"","2005","2227.6","1859.4","83.5","368.2","16.5","","",""
"","2006","2197.4","1843.7","83.9","353.6","16.1","","",""
"","2007","2167.2","1827.7","84.3","339.5","15.7","","",""
"","2008","2138.3","1812.5","84.8","325.8","15.2","","",""
"","2009","2112.3","1799.6","85.2","312.8","14.8","","",""
"","2010","2090.5","1790.0","85.6","300.5","14.4","","",""
"","2011","2073.4","1784.2","86.1","289.1","13.9","","",""
"","2012","2060.4","1772.9","86.0","287.5","14.0","","",""
"","2013","2050.3","1764.1","86.0","286.3","14.0","","",""
"","2014","2041.1","1756.0","86.0","285.1","14.0","","",""
"","2015","2031.4","1783.3","87.8","248.0","12.2","","",""
"Lebanon","1990","2703.0","","","","","","",""
"","1991","2752.5","","","","","","",""
"","1992","2821.9","","","","","","",""
"","1993","2900.9","","","","","","",""
"","1994","2974.6","","","","","","",""
"","1995","3033.4","","","","","","",""
"","1996","3071.0","","","","","","",""
"","1997","3092.7","","","","","","",""
"","1998","3114.0","2574.4","82.7","539.6","17.3","","",""
"","1999","3156.7","2609.7","82.7","547.0","17.3","","",""
"","2000","3235.4","2674.7","82.7","560.7","17.3","","",""
"","2001","3357.6","2775.8","82.7","581.8","17.3","","",""
"","2002","3515.6","2906.4","82.7","609.2","17.3","","",""
"","2003","3690.1","3042.4","82.4","647.7","17.6","","",""
"","2004","3853.6","3168.7","82.2","684.9","17.8","","",""
"","2005","3986.9","3269.4","82.0","717.5","18.0","","",""
"","2006","4079.8","3336.5","81.8","743.3","18.2","","",""
"","2007","4139.8","3376.4","81.6","763.4","18.4","","",""
"","2008","4186.1","3404.8","81.3","781.3","18.7","","",""
"","2009","4246.9","3444.9","81.1","802.1","18.9","","",""
"","2010","4341.1","3511.6","80.9","829.5","19.1","","",""
"","2011","4478.1","3612.5","80.7","865.6","19.3","","",""
"","2012","4647.1","3748.8","80.7","898.3","19.3","","",""
"","2013","4822.0","3889.9","80.7","932.1","19.3","","",""
"","2014","4965.9","4006.0","80.7","959.9","19.3","","",""
"","2015","5053.6","4076.7","80.7","976.9","19.3","","",""
"Lesotho","1990","1597.5","","","","","","",""
"","1991","1627.9","","","","","","",""
"","1992","1660.4","","","","","","",""
"","1993","1693.5","","","","","","",""
"","1994","1725.1","389.6","22.6","1335.5","77.4","","",""
"","1995","1753.8","397.7","22.7","1356.1","77.3","","",""
"","1996","1779.2","405.0","22.8","1374.2","77.2","","",""
"","1997","1801.7","411.4","22.8","1390.3","77.2","","",""
"","1998","1821.6","417.3","22.9","1404.3","77.1","","",""
"","1999","1839.6","430.2","23.4","1409.4","76.6","","",""
"","2000","1856.2","442.9","23.9","1413.3","76.1","","",""
"","2001","1871.5","455.4","24.3","1416.1","75.7","","",""
"","2002","1885.5","467.8","24.8","1417.7","75.2","","",""
"","2003","1898.8","480.0","25.3","1418.8","74.7","","",""
"","2004","1912.0","492.3","25.7","1419.7","74.3","","",""
"","2005","1925.8","504.9","26.2","1421.0","73.8","","",""
"","2006","1940.4","517.7","26.7","1422.7","73.3","","",""
"","2007","1955.8","530.6","27.1","1425.2","72.9","","",""
"","2008","1972.2","543.9","27.6","1428.3","72.4","","",""
"","2009","1989.9","557.7","28.0","1432.2","72.0","","",""
"","2010","2008.9","571.9","28.5","1437.0","71.5","","",""
"","2011","2029.5","586.7","28.9","1442.8","71.1","","",""
"","2012","2051.5","594.2","29.0","1457.3","71.0","","",""
"","2013","2074.5","602.0","29.0","1472.5","71.0","","",""
"","2014","2097.5","609.8","29.1","1487.7","70.9","","",""
"","2015","2120.1","641.8","30.3","1478.4","69.7","","",""
"Liberia","1990","2102.9","","","","","","",""
"","1991","2066.1","","","","","","",""
"","1992","2028.7","","","","","","",""
"","1993","2006.3","","","","","","",""
"","1994","2019.1","277.3","13.7","1741.8","86.3","","",""
"","1995","2079.9","272.6","13.1","1807.3","86.9","","",""
"","1996","2197.8","274.4","12.5","1923.4","87.5","","",""
"","1997","2365.3","297.0","12.6","2068.3","87.4","","",""
"","1998","2558.1","323.0","12.6","2235.1","87.4","","",""
"","1999","2741.8","352.8","12.9","2388.9","87.1","","",""
"","2000","2892.0","379.2","13.1","2512.7","86.9","","",""
"","2001","2998.8","400.6","13.4","2598.2","86.6","","",""
"","2002","3070.7","417.7","13.6","2653.0","86.4","","",""
"","2003","3124.2","432.7","13.8","2691.5","86.2","","",""
"","2004","3184.6","448.9","14.1","2735.7","85.9","","",""
"","2005","3269.8","469.0","14.3","2800.8","85.7","","",""
"","2006","3384.8","493.9","14.6","2890.9","85.4","","",""
"","2007","3522.3","522.7","14.8","2999.6","85.2","","",""
"","2008","3672.7","554.2","15.1","3118.6","84.9","","",""
"","2009","3821.4","586.2","15.3","3235.2","84.7","","",""
"","2010","3958.0","617.2","15.6","3340.8","84.4","","",""
"","2011","4079.7","646.6","15.8","3433.1","84.2","","",""
"","2012","4190.4","667.5","15.9","3522.9","84.1","","",""
"","2013","4294.1","687.6","16.0","3606.5","84.0","","",""
"","2014","4396.9","707.7","16.1","3689.1","83.9","","",""
"","2015","4503.4","760.6","16.9","3742.8","83.1","","",""
"Libyan Arab Jamahiriya","1990","4259.8","4112.1","96.5","147.7","3.5","31","",""
"","1991","4359.5","4208.4","96.5","151.1","3.5","","",""
"","1992","4459.2","4304.7","96.5","154.6","3.5","","",""
"","1993","4558.0","4400.1","96.5","157.9","3.5","","",""
"","1994","4654.5","4493.2","96.5","161.3","3.5","","",""
"","1995","4747.6","4583.2","96.5","164.5","3.5","","",""
"","1996","4837.4","4669.8","96.5","167.5","3.5","","",""
"","1997","4924.3","4753.8","96.5","170.5","3.5","","",""
"","1998","5009.2","4835.8","96.5","173.4","3.5","","",""
"","1999","5092.9","4916.7","96.5","176.3","3.5","","",""
"","2000","5176.2","4997.1","96.5","179.1","3.5","","",""
"","2001","5258.7","5076.8","96.5","181.9","3.5","","",""
"","2002","5340.4","5155.7","96.5","184.7","3.5","","",""
"","2003","5422.6","5235.2","96.5","187.4","3.5","","",""
"","2004","5507.0","5316.7","96.5","190.3","3.5","","",""
"","2005","5594.4","5401.2","96.5","193.2","3.5","","",""
"","2006","5686.5","5490.1","96.5","196.3","3.5","","",""
"","2007","5782.1","5582.6","96.5","199.5","3.5","","",""
"","2008","5876.8","5674.1","96.6","202.7","3.4","","",""
"","2009","5964.3","5758.7","96.6","205.6","3.4","","",""
"","2010","6040.6","5832.5","96.6","208.2","3.4","","",""
"","2011","6103.2","5893.0","96.6","210.2","3.4","","",""
"","2012","6154.6","5942.8","96.6","211.8","3.4","","",""
"","2013","6201.5","5988.2","96.6","213.3","3.4","","",""
"","2014","6253.5","6038.5","96.6","215.0","3.4","","",""
"","2015","6317.1","6100.0","96.6","217.0","3.4","","",""
"Liechtenstein","1990","29.0","","","","","","",""
"","1991","29.4","","","","","","",""
"","1992","29.8","","","","","","",""
"","1993","30.2","","","","","","",""
"","1994","30.5","","","","","","",""
"","1995","30.9","","","","","","",""
"","1996","31.3","","","","","","",""
"","1997","31.7","","","","","","",""
"","1998","32.1","","","","","","",""
"","1999","32.5","","","","","","",""
"","2000","32.9","","","","","","",""
"","2001","33.2","","","","","","",""
"","2002","33.6","","","","","","",""
"","2003","34.0","","","","","","",""
"","2004","34.4","","","","","","",""
"","2005","34.7","","","","","","",""
"","2006","35.0","","","","","","",""
"","2007","35.3","","","","","","",""
"","2008","35.5","","","","","","",""
"","2009","35.8","","","","","","",""
"","2010","36.0","","","","","","",""
"","2011","36.3","","","","","","",""
"","2012","36.6","","","","","","",""
"","2013","36.9","","","","","","",""
"","2014","37.2","","","","","","",""
"","2015","37.4","","","","","","",""
"Lithuania","1990","3697.4","3060.8","82.8","636.6","17.2","-10","",""
"","1991","3698.8","3075.9","83.2","622.9","16.8","","",""
"","1992","3689.4","3081.9","83.5","607.4","16.5","","",""
