"rgn_id_2013","rgn_nam_2013","HDI","year"
1,"Cocos Islands",0.938,2013
2,"Christmas Island",0.938,2013
3,"Norfolk Island",0.938,2013
4,"Macquarie Island",0.938,2013
5,"New Caledonia",0.893,2013
6,"Vanuatu",0.626,2013
7,"Solomon Islands",0.53,2013
8,"Palau",0.791,2013
9,"Micronesia Federated States of",0.645,2013
10,"Nauru",,
11,"Marshall Islands",,
12,"Wake Island",0.937,2013
13,"Northern Mariana Islands and Guam",0.937,2013
14,"Taiwan",,
15,"Philippines",0.654,2013
16,"Australia",0.938,2013
17,"Papua New Guinea",0.466,2013
18,"Fiji",0.702,2013
19,"Tuvalu",,
20,"Korea Republic of",0.909,2013
21,"North Korea",,
24,"Cambodia",0.543,2013
25,"Thailand",0.69,2013
26,"Andaman and Nicobar",0.554,2013
28,"Comoros",0.429,2013
29,"Mayotte",0.893,2013
30,"Glorioso Islands",0.893,2013
31,"Seychelles",0.806,2013
32,"Reunion",0.893,2013
33,"Juan de Nova Island",0.893,2013
34,"Bassas da India",0.893,2013
35,"Ile Europa",0.893,2013
36,"Ile Tromelin",0.893,2013
37,"Mauritius",0.737,2013
38,"British Indian Ocean Territory",0.875,2013
39,"Maldives",0.688,2013
40,"Sri Lanka",0.715,2013
41,"Mozambique",0.327,2013
42,"Madagascar",0.483,2013
43,"Kenya",0.519,2013
44,"Somalia",,
45,"Eritrea",0.351,2013
46,"Djibouti",0.445,2013
47,"Yemen",0.458,2013
48,"Oman",0.731,2013
49,"Sudan",0.414,2013
50,"Saudi Arabia",0.782,2013
51,"Kuwait",0.79,2013
52,"Bahrain",0.796,2013
53,"Pakistan",0.515,2013
54,"United Arab Emirates",0.818,2013
55,"Azores",0.816,2013
56,"Cape Verde",0.586,2013
57,"Madeira",0.816,2013
58,"Canary Islands",0.885,2013
59,"Belgium",0.897,2013
60,"Gibraltar",0.875,2013
61,"Tunisia",0.712,2013
62,"Morocco",0.591,2013
63,"Western Sahara",0.591,2013
64,"Mauritania",0.467,2013
65,"Gambia",0.439,2013
66,"Senegal",0.47,2013
67,"Libya",0.769,2013
68,"Malta",0.847,2013
69,"Latvia",0.814,2013
70,"Estonia",0.846,2013
71,"Bulgaria",0.782,2013
72,"Romania",0.786,2013
73,"Russian Federation",0.788,2013
74,"Georgia",0.745,2013
75,"Ukraine",0.74,2013
76,"Turkey",0.722,2013
77,"Syrian Arab Republic",0.648,2013
78,"Lebanon",0.745,2013
79,"Israel",0.9,2013
80,"Greece",0.86,2013
81,"Cyprus",0.848,2013
82,"Albania",0.749,2013
84,"Algeria",0.713,2013
85,"Ascension",0.875,2013
86,"Saint Helena",0.875,2013
88,"Tristan da Cunha",0.875,2013
89,"South Georgia and the South Sandwich Islands",0.875,2013
90,"Prince Edward Islands",0.629,2013
91,"Crozet Islands",0.893,2013
92,"Amsterdam Island and Saint Paul Island",0.893,2013
93,"Kerguelen Islands",0.893,2013
94,"Heard and McDonald Islands",0.938,2013
95,"Falkland Islands",0.875,2013
96,"Sierra Leone",0.359,2013
97,"Liberia",0.388,2013
98,"Togo",0.459,2013
99,"Benin",0.436,2013
100,"Congo",0.534,2013
101,"Namibia",0.608,2013
102,"South Africa",0.629,2013
103,"Sao Tome and Principe",0.525,2013
104,"Equatorial Guinea",0.554,2013
105,"Bouvet Island",0.955,2013
106,"Ghana",0.558,2013
107,"Clipperton Island",0.893,2013
108,"Bermuda",0.875,2013
110,"Bahamas",0.794,2013
111,"Turks and Caicos Islands",0.875,2013
112,"Cuba",0.78,2013
113,"Cayman Islands",0.875,2013
114,"Haiti",0.456,2013
115,"Dominican Republic",0.702,2013
116,"Puerto Rico and Virgin Islands of the United States",0.937,2013
117,"British Virgin Islands",0.875,2013
118,"Anguilla",0.875,2013
119,"Saint Kitts and Nevis",0.745,2013
120,"Antigua and Barbuda",0.76,2013
121,"Montserrat",0.875,2013
122,"Saint Lucia",0.725,2013
123,"Dominica",0.745,2013
124,"Barbados",0.825,2013
125,"Grenada",0.77,2013
126,"Trinidad and Tobago",0.76,2013
127,"Saint Vincent and the Grenadines",0.733,2013
129,"Panama",0.78,2013
130,"Costa Rica",0.773,2013
131,"Nicaragua",0.599,2013
132,"Colombia",0.719,2013
133,"Honduras",0.632,2013
134,"El Salvador",0.68,2013
135,"Mexico",0.775,2013
136,"Guatemala",0.581,2013
137,"Ecuador",0.724,2013
138,"Peru",0.741,2013
139,"Venezuela Bolivarian Republic of",0.748,2013
140,"Guadeloupe and Martinique",0.893,2013
141,"Faeroe Islands",0.901,2013
143,"Iceland",0.906,2013
144,"Jan Mayen",0.955,2013
145,"Greenland",0.901,2013
146,"Pitcairn",0.875,2013
147,"French Polynesia",0.893,2013
148,"Line Group",0.629,2013
149,"Jarvis Island",0.937,2013
150,"Palmyra Atoll",0.937,2013
151,"American Samoa",0.937,2013
152,"Samoa",0.702,2013
153,"Cook Islands",0.919,2013
154,"Niue",0.919,2013
155,"Tonga",0.71,2013
156,"Tokelau",0.919,2013
157,"Phoenix Group",0.629,2013
158,"Howland Island and Baker Island",0.937,2013
159,"Johnston Atoll",0.937,2013
161,"Wallis and Futuna",0.893,2013
162,"New Zealand",0.919,2013
163,"United States",0.937,2013
164,"Belize",0.702,2013
166,"Jamaica",0.73,2013
167,"Guyana",0.636,2013
168,"Suriname",0.684,2013
169,"French Guiana",0.893,2013
171,"Brazil",0.73,2013
172,"Argentina",0.811,2013
173,"Uruguay",0.792,2013
174,"Finland",0.892,2013
175,"Denmark",0.901,2013
176,"Germany",0.92,2013
177,"Netherlands",0.921,2013
178,"Poland",0.821,2013
179,"France",0.893,2013
180,"United Kingdom",0.875,2013
181,"Ireland",0.916,2013
182,"Spain",0.885,2013
183,"Portugal",0.816,2013
184,"Italy",0.881,2013
185,"Monaco",,
186,"Montenegro",0.791,2013
187,"Croatia",0.805,2013
188,"Slovenia",0.892,2013
189,"Lithuania",0.818,2013
190,"Qatar",0.834,2013
191,"Iran Islamic Republic of",0.742,2013
192,"Iraq",0.59,2013
193,"Guinea-Bissau",0.364,2013
194,"Guinea",0.355,2013
195,"Ivory Coast",0.432,2013
196,"Nigeria",0.471,2013
197,"Cameroon",0.495,2013
198,"Gabon",0.683,2013
199,"Democratic Republic of the Congo",,
200,"Angola",0.508,2013
202,"Tanzania United Republic of",0.476,2013
203,"India",0.554,2013
204,"Bangladesh",0.515,2013
205,"Myanmar",0.498,2013
206,"Malaysia",0.769,2013
207,"Viet Nam",0.617,2013
208,"Singapore",0.895,2013
209,"China",0.7,2013
210,"Japan",0.912,2013
212,"Kiribati",0.629,2013
213,"Antarctica",,
214,"Egypt",0.662,2013
215,"Jordan",0.7,2013
216,"Indonesia",0.629,2013
218,"Canada",0.911,2013
219,"Saint Pierre and Miquelon",0.893,2013
220,"Sint Maarten",0.921,2013
221,"Northern Saint-Martin",0.893,2013
222,"Sweden",0.916,2013
223,"Norway",0.955,2013
224,"Chile",0.819,2013
227,"Jersey",0.875,2013
228,"Guernsey",0.875,2013
231,"Timor-Leste",0.576,2013
232,"Bosnia and Herzegovina",0.735,2013
237,"Oecussi Ambeno",0.576,2013
244,"Curacao",0.921,2013
245,"Bonaire",0.921,2013
247,"Brunei Darussalam",0.855,2013
248,"Saba",0.921,2013
249,"Sint Eustatius",0.921,2013
250,"Aruba",0.921,2013
