"rgn_id","rgn_mean_cat","rgn_mean_trend","status"
1,0.13613,-0.250832,0.818494
2,0.131923,-0.23794,0.824102
3,0.115583,-0.193844,0.845889
4,0.12946,0.0502207,0.827386
5,0.101104,-0.230555,0.865194
6,0.100901,-0.248355,0.865465
7,0.105275,-0.252364,0.859634
8,0.11281,-0.24336,0.849587
9,0.115407,-0.242166,0.846124
10,0.121067,-0.236759,0.838578
11,0.117444,-0.257147,0.843408
12,0.134885,-0.231344,0.820153
13,0.117861,-0.229918,0.842851
14,0.0979891,-0.250164,0.869348
15,0.111292,-0.277835,0.851611
16,0.102679,-0.203818,0.863094
17,0.104059,NaN,0.861254
18,0.10629,-0.230858,0.85828
19,0.109072,-0.258538,0.85457
20,0.113171,-0.234843,0.849105
21,0.127513,-0.190376,0.829983
24,0.0970169,-0.312506,0.870644
25,0.0949226,-0.297285,0.873436
26,0.105378,-0.249278,0.859496
28,0.113943,-0.268951,0.848077
29,0.112391,-0.297618,0.850146
30,0.0990433,-0.296503,0.867942
31,0.115838,-0.257772,0.845549
32,0.125782,-0.230918,0.83229
33,0.106068,-0.266205,0.858576
34,0.121907,-0.225922,0.837458
35,0.121499,-0.248064,0.838002
36,0.130855,-0.242572,0.825527
37,0.123805,-0.241776,0.834927
38,0.120131,-0.251121,0.839826
39,0.10539,-0.241741,0.859479
40,0.108449,-0.227391,0.855402
41,0.101315,-0.242496,0.864913
42,0.11218,-0.242896,0.850427
43,0.107155,-0.247865,0.857127
44,0.106577,-0.239071,0.857897
45,0.0770408,-0.263276,0.897279
46,0.0782349,-0.255009,0.895687
47,0.106217,-0.249662,0.858377
48,0.114333,-0.233831,0.847556
49,0.0826928,-0.265927,0.889743
50,0.0817144,-0.267626,0.891047
51,0.0745426,-0.274727,0.90061
52,0.0788954,-0.270404,0.894806
53,0.105654,-0.229443,0.859127
54,0.0762323,-0.262618,0.898357
55,0.145903,-0.247497,0.805463
56,0.147392,-0.244011,0.803478
57,0.15043,-0.239501,0.799427
58,0.133511,-0.229102,0.821986
59,0.102084,-0.138514,0.863888
60,0.118978,-0.208751,0.841362
61,0.12291,-0.209984,0.836121
62,0.136738,-0.234861,0.817683
63,0.138306,-0.235351,0.815592
64,0.138519,-0.224548,0.815307
65,0.14024,-0.224676,0.813014
66,0.139334,-0.221642,0.814221
67,0.139776,-0.249888,0.813632
68,0.139286,-0.249016,0.814285
69,0.0674314,-0.0653414,0.910092
70,0.0675969,-0.104713,0.909871
71,0.114655,-0.258637,0.847126
72,0.102133,-0.240146,0.863823
73,0.113087,-0.0672172,0.849218
74,0.118079,-0.311989,0.842561
75,0.108647,-0.281566,0.855138
76,0.120178,-0.270702,0.839763
77,0.112475,-0.221602,0.850033
78,0.117192,-0.224639,0.843744
79,0.119326,-0.226484,0.840899
80,0.12972,-0.224427,0.82704
81,0.1365,-0.246793,0.818
82,0.122365,-0.194972,0.836847
84,0.1328,-0.236121,0.822934
85,0.13241,-0.229554,0.823454
86,0.123752,-0.19236,0.834998
88,0.129236,-0.160094,0.827685
89,0.116021,0.242479,0.845306
90,0.131711,-0.040218,0.824386
91,0.13407,-0.0361974,0.82124
92,0.129928,-0.172658,0.826763
93,0.11597,-0.0294984,0.845374
94,0.11276,0.125935,0.849653
95,0.149565,-0.14691,0.800579
96,0.129358,-0.204291,0.827523
