sp_id,pressure_score
248100,0.01177317
248200,0.03555107
248300,0.006224645
248400,0.009937986
248500,0.009431711
248600,0.007673543
258410,9.14E-05
258420,9.17E-05
258431,0
258432,3.65E-05
258441,2.93E-05
258442,2.24E-06
258510,4.76E-06
258520,8.31E-06
258600,1.30E-06
258700,7.27E-05
288100,0.000145626
288200,0.000167986
288300,4.54E-05
