"sp_id","sp_type","rgn_id","rgn_name","mean"
0,"eez",16,"Australia",0.730876932602344
1,"eez",1,"Cocos Islands",0.708116169150984
2,"eez",2,"Christmas Island",0.741738785356187
3,"eez",3,"Norfolk Island",0.580407605971332
4,"eez",4,"Macquarie Island",0.658773978231807
5,"eez",5,"New Caledonia",0.713395026883882
6,"eez",6,"Vanuatu",0.756124107692706
7,"eez",7,"Solomon Islands",0.805123952041395
8,"eez",8,"Palau",0.837234923977499
9,"eez",9,"Micronesia",0.828567804146858
10,"eez",10,"Nauru",0.745832645707467
11,"eez",11,"Marshall Islands",0.782729071308327
12,"eez",12,"Wake Island",0.400230783842065
13,"eez",13,"Northern Mariana Islands and Guam",0.627429242269467
14,"eez",14,"Taiwan",0.683706423100119
15,"eez",15,"Philippines",0.764914708369664
17,"eez",17,"Papua New Guinea",0.788930817954216
18,"eez",18,"Fiji",0.764543853543802
19,"eez",19,"Tuvalu",0.724549446191201
20,"eez",20,"South Korea",0.661293088251369
21,"eez",21,"North Korea",0.649875232004387
24,"eez",24,"Cambodia",0.689835047472144
25,"eez",25,"Thailand",0.697100730978744
26,"eez",26,"Andaman and Nicobar",0.691763743342548
28,"eez",28,"Comoro Islands",0.657641923972172
29,"eez",29,"Mayotte",0.674948438268601
30,"eez",30,"Glorioso Islands",0.685803268760847
31,"eez",31,"Seychelles",0.606319631301045
32,"eez",32,"Reunion",0.756240385717034
33,"eez",33,"Juan de Nova Island",0.636488454843579
34,"eez",34,"Bassas da India",0.604016473544471
35,"eez",35,"Ile Europa",0.656862459956754
36,"eez",36,"Ile Tromelin",0.709853838761338
37,"eez",37,"Mauritius",0.704947232405432
38,"eez",38,"British Indian Ocean Territory",0.671396123770611
39,"eez",39,"Maldives",0.642229468839199
40,"eez",40,"Sri Lanka",0.621822524057064
41,"eez",41,"Mozambique",0.647155385403839
42,"eez",42,"Madagascar",0.715159506340272
43,"eez",43,"Kenya",0.638055265201541
44,"eez",44,"Somalia",0.62507533810905
45,"eez",45,"Eritrea",0.607668537238946
46,"eez",46,"Djibouti",0.609461669573657
47,"eez",47,"Yemen",0.613353573168009
48,"eez",48,"Oman",0.555704054873977
49,"eez",49,"Sudan",0.573362203745492
50,"eez",50,"Saudi Arabia",0.607202525041887
51,"eez",51,"Kuwait",0.525450292485139
52,"eez",52,"Bahrain",0.59313968358948
53,"eez",53,"Pakistan",0.576614441130856
54,"eez",54,"United Arab Emirates",0.608756362633621
55,"eez",55,"Azores",0.586934843200134
56,"eez",56,"Cape Verde",0.681100502971113
57,"eez",57,"Madeira",0.678038782913812
58,"eez",58,"Canary Islands",0.669103055089037
59,"eez",59,"Belgium",0.631445253317335
60,"eez",60,"Gibraltar",0.621206872724374
61,"eez",61,"Tunisia",0.612889495152564
62,"eez",62,"Morocco",0.647550760849565
63,"eez",63,"Western Sahara",0.675486053218588
64,"eez",64,"Mauritania",0.65985712540539
65,"eez",65,"Gambia",0.667186469139125
66,"eez",66,"Senegal",0.656329027367483
67,"eez",67,"Libya",0.550132464212911
68,"eez",68,"Malta",0.444105152056473
69,"eez",69,"Latvia",0.677932905886623
70,"eez",70,"Estonia",0.690417183744456
71,"eez",71,"Bulgaria",0.67287894593635
72,"eez",72,"Romania",0.691549836120135
73,"eez",73,"Russia",0.511686050931445
74,"eez",74,"Georgia",0.676642031341657
75,"eez",75,"Ukraine",0.672206062295017
76,"eez",76,"Turkey",0.676393332268106
77,"eez",77,"Syria",0.698488908314348
78,"eez",78,"Lebanon",0.673681963459522
79,"eez",79,"Israel",0.650683313636281
80,"eez",80,"Greece",0.608366887818748
81,"eez",81,"Cyprus",0.697907326423109
82,"eez",82,"Albania",0.660458744518191
84,"eez",84,"Algeria",0.591483548755291
