"am_sid","sciname","am_category","iucn_sid","iucn_category","popn_trend","parent_sid","subpop_sid","popn_category","info_source","spp_group","id_no","spatial_source","category_score","trend_score"
"Fis-31469","Pseudocheilinus tetrataenia","LC",187740,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA
"Fis-31470","Pteragogus cryptus","LC",187431,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA
"Fis-31471","Anampses melanurus","LC",155146,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA
"Fis-31472","Coris aygula","LC",187802,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA
"Fis-31473","Gomphosus varius","LC",187536,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA
"Fis-31474","Halichoeres biocellatus","LC",187565,"LC","Decreasing",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,-0.5
"Fis-31476","Halichoeres richmondi","LC",187507,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA
"Fis-31477","Labroides bicolor","LC",187767,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA
"Fis-31478","Labroides pectoralis","LC",187575,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA
"Fis-31480","Centropyge heraldi","LC",165848,"LC","Stable",NA,NA,"LC","iucn","ANGELFISH",NA,"iucn",0,0
"Fis-31481","Genicanthus bellus","LC",165864,"LC","Stable",NA,NA,"LC","iucn","ANGELFISH",NA,"iucn",0,0
"Fis-31484","Chromis alpha","LC",154760,"LC","Stable",NA,NA,"LC","iucn","DAMSELFISH",154760,"iucn",0,0
"Fis-31554","Epinephelus spilotoceps","LC",132747,"LC","Unknown",NA,NA,"LC","iucn","GROUPERS",NA,"iucn",0,NA
"Fis-31618","Epinephelus albomarginatus","VU",44677,"VU","Decreasing",NA,NA,"VU","iucn","GROUPERS",NA,"iucn",0.4,-0.5
"Fis-31620","Ctenochaetus binotatus","LC",177955,"LC","Stable",NA,NA,"LC","iucn","SURGEONFISH_TANGS_UNICORNFISH",177955,"iucn",0,0
"Fis-31621","Ctenochaetus hawaiiensis","LC",178014,"LC","Unknown",NA,NA,"LC","iucn","SURGEONFISH_TANGS_UNICORNFISH",178014,"iucn",0,NA
"Fis-31622","Ctenochaetus tominiensis","LC",177986,"LC","Unknown",NA,NA,"LC","iucn","SURGEONFISH_TANGS_UNICORNFISH",177986,"iucn",0,NA
"Fis-31623","Naso lopezi","LC",177979,"LC","Unknown",NA,NA,"LC","iucn","SURGEONFISH_TANGS_UNICORNFISH",177979,"iucn",0,NA
"Fis-31625","Ecsenius opsifrontalis",NA,48342456,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342456,"iucn",0,0
"Fis-31628","Entomacrodus sealei",NA,48342326,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342326,"iucn",0,0
"Fis-31630","Glyptoparus delicatulus",NA,48342496,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342496,"iucn",0,0
"Fis-31632","Stanulus seychellensis",NA,48342292,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342292,"iucn",0,0
"Fis-31635","Meiacanthus ditrema",NA,48342295,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342295,"iucn",0,0
"Fis-31636","Petroscirtes mitratus",NA,46080080,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",46080080,"iucn",0,0
"Fis-31637","Petroscirtes variabilis",NA,48342187,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342187,"iucn",0,0
"Fis-31638","Petroscirtes xestus",NA,48342309,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342309,"iucn",0,0
"Fis-31639","Xiphasia matsubarai",NA,48342238,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342238,"iucn",0,0
"Fis-31641","Plectropomus areolatus","VU",64411,"VU","Decreasing",NA,NA,"VU","iucn","GROUPERS",NA,"iucn",0.4,-0.5
"Fis-31823","Cephalopholis argus","LC",132781,"LC","Stable",NA,NA,"LC","iucn","GROUPERS",NA,"iucn",0,0
"Fis-31845","Variola albimarginata","LC",132810,"LC","Decreasing",NA,NA,"LC","iucn","GROUPERS",NA,"iucn",0,-0.5
"Fis-31856","Chaetodon xanthurus","LC",165656,"LC","Stable",NA,NA,"LC","iucn","BUTTERFLYFISH",NA,"iucn",0,0
"Fis-31859","Chaetodon aureofasciatus","LC",165703,"LC","Stable",NA,NA,"LC","iucn","BUTTERFLYFISH",NA,"iucn",0,0
"Fis-31860","Chaetodon austriacus","LC",165634,"LC","Stable",NA,NA,"LC","iucn","BUTTERFLYFISH",NA,"iucn",0,0
"Fis-31861","Chaetodon adiergastos","LC",165711,"LC","Stable",NA,NA,"LC","iucn","BUTTERFLYFISH",NA,"iucn",0,0
"Fis-31862","Chaetodon assarius","LC",165710,"LC","Stable",NA,NA,"LC","iucn","BUTTERFLYFISH",NA,"iucn",0,0
"Fis-31865","Amphiprion sandaracinos","LC",154812,"LC","Stable",NA,NA,"LC","iucn","DAMSELFISH",154812,"iucn",0,0
"Fis-31867","Chaetodon flavirostris","LC",165688,"LC","Stable",NA,NA,"LC","iucn","BUTTERFLYFISH",NA,"iucn",0,0
"Fis-31868","Chaetodon guentheri","LC",165718,"LC","Stable",NA,NA,"LC","iucn","BUTTERFLYFISH",NA,"iucn",0,0
"Fis-31874","Chaetodon ornatissimus","LC",165641,"LC","Unknown",NA,NA,"LC","iucn","BUTTERFLYFISH",NA,"iucn",0,NA
"Fis-31893","Chaetodon pelewensis","LC",165653,"LC","Stable",NA,NA,"LC","iucn","BUTTERFLYFISH",NA,"iucn",0,0
"Fis-31895","Chaetodon plebeius","LC",165657,"LC","Decreasing",NA,NA,"LC","iucn","BUTTERFLYFISH",NA,"iucn",0,-0.5
"Fis-31896","Choerodon monostigma","LC",187794,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA
"Fis-31904","Chaetodon rainfordi","NT",165717,"NT","Decreasing",NA,NA,"NT","iucn","BUTTERFLYFISH",NA,"iucn",0.2,-0.5
"Fis-31905","Chaetodon selene","LC",165643,"LC","Unknown",NA,NA,"LC","iucn","BUTTERFLYFISH",NA,"iucn",0,NA
"Fis-31908","Chaetodon auripes","LC",165693,"LC","Stable",NA,NA,"LC","iucn","BUTTERFLYFISH",NA,"iucn",0,0
"Fis-31910","Chelmon marginalis","LC",165616,"LC","Stable",NA,NA,"LC","iucn","BUTTERFLYFISH",NA,"iucn",0,0
"Fis-31913","Coris dorsomacula","LC",187450,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA
"Fis-31915","Chaetodon argentatus","LC",165663,"LC","Stable",NA,NA,"LC","iucn","BUTTERFLYFISH",NA,"iucn",0,0
"Fis-31916","Chaetodon wiebeli","LC",165685,"LC","Stable",NA,NA,"LC","iucn","BUTTERFLYFISH",NA,"iucn",0,0
"Fis-3208","Labrus mixtus","LC",187397,"LC","Stable",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,0
"Fis-32086","Halichoeres melanochir","LC",187694,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA
"Fis-32088","Naso maculatus","LC",178020,"LC","Unknown",NA,NA,"LC","iucn","SURGEONFISH_TANGS_UNICORNFISH",178020,"iucn",0,NA
"Fis-32089","Myxine australis","LC",196050,"LC","Unknown",NA,NA,"LC","iucn","hagfishes",NA,"iucn",0,NA
"Fis-32305","Epinephelus bruneus","VU",64396,"VU","Decreasing",NA,NA,"VU","iucn","GROUPERS",NA,"iucn",0.4,-0.5
"Fis-32313","Epinephelus polylepis","NT",132753,"NT","Decreasing",NA,NA,"NT","iucn","GROUPERS",NA,"iucn",0.2,-0.5
"Fis-32352","Plectropomus pessuliferus","NT",132775,"NT","Decreasing",NA,NA,"NT","iucn","GROUPERS",NA,"iucn",0.2,-0.5
"Fis-32415","Crossosalarias macrospilus","LC",155034,"LC","Unknown",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",155034,"iucn",0,NA
"Fis-32416","Xiphasia setifer",NA,46080159,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",46080159,"iucn",0,0
"Fis-32417","Laiphognathus multimaculatus",NA,48342362,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342362,"iucn",0,0
"Fis-32418","Ecsenius lineatus",NA,48342329,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342329,"iucn",0,0
"Fis-32426","Hologymnosus rhodonotus","LC",187627,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA
"Fis-32427","Cirrhilabrus katherinae","LC",187452,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA
"Fis-32431","Cirrhilabrus rubrimarginatus","LC",187801,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA
"Fis-32459","Naso fageni","LC",177962,"LC","Unknown",NA,NA,"LC","iucn","SURGEONFISH_TANGS_UNICORNFISH",177962,"iucn",0,NA
"Fis-32476","Ecsenius lividanalis",NA,48342250,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342250,"iucn",0,0
"Fis-32479","Ecsenius monoculus",NA,48342173,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342173,"iucn",0,0
"Fis-32482","Ecsenius pictus",NA,48342145,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342145,"iucn",0,0
"Fis-32511","Gomphosus caeruleus","LC",187569,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA
"Fis-32512","Salarias ceramensis","LC",155029,"LC","Unknown",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",155029,"iucn",0,NA
"Fis-32521","Heniochus diphreutes","LC",165683,"LC","Stable",NA,NA,"LC","iucn","BUTTERFLYFISH",NA,"iucn",0,0
"Fis-32530","Chaetodon guttatissimus","LC",165619,"LC","Stable",NA,NA,"LC","iucn","BUTTERFLYFISH",NA,"iucn",0,0
"Fis-32531","Chaetodon madagaskariensis","LC",165642,"LC","Unknown",NA,NA,"LC","iucn","BUTTERFLYFISH",NA,"iucn",0,NA
"Fis-32532","Chaetodon xanthocephalus","LC",165671,"LC","Unknown",NA,NA,"LC","iucn","BUTTERFLYFISH",NA,"iucn",0,NA
"Fis-32538","Chaetodon collare","LC",165723,"LC","Stable",NA,NA,"LC","iucn","BUTTERFLYFISH",NA,"iucn",0,0
"Fis-32539","Chaetodon triangulum","LC",165624,"LC","Stable",NA,NA,"LC","iucn","BUTTERFLYFISH",NA,"iucn",0,0
"Fis-32540","Halichoeres leucoxanthus","LC",187428,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA
"Fis-32541","Meiacanthus smithi",NA,48342445,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342445,"iucn",0,0
"Fis-32542","Chaetodon fremblii","LC",165662,"LC","Stable",NA,NA,"LC","iucn","BUTTERFLYFISH",NA,"iucn",0,0
"Fis-32546","Centropyge potteri","LC",165899,"LC","Stable",NA,NA,"LC","iucn","ANGELFISH",NA,"iucn",0,0
"Fis-32579","Scarus russelii","LC",190706,"LC","Unknown",NA,NA,"LC","iucn","PARROTFISH",NA,"iucn",0,NA
"Fis-32580","Scarus scaber","LC",190700,"LC","Unknown",NA,NA,"LC","iucn","PARROTFISH",NA,"iucn",0,NA
"Fis-32587","Rhabdosargus thorpei",NA,170164,"LC","Unknown",NA,NA,"LC","iucn","SEABREAMS_PORGIES",170164,"iucn",0,NA
"Fis-32632","Chaetodon marleyi","LC",4362,"LC","Stable",NA,NA,"LC","iucn","BUTTERFLYFISH",NA,"iucn",0,0
"Fis-32633","Chaetodon falcula","LC",165607,"LC","Stable",NA,NA,"LC","iucn","BUTTERFLYFISH",NA,"iucn",0,0
"Fis-32634","Chaetodon blackburnii","LC",165709,"LC","Stable",NA,NA,"LC","iucn","BUTTERFLYFISH",NA,"iucn",0,0
"Fis-32637","Halichoeres lapillus","LC",187691,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA
"Fis-32638","Pteragogus pelycus","LC",187651,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA
"Fis-32641","Antennablennius australis",NA,46079217,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",46079217,"iucn",0,0
"Fis-32647","Dentex barnardi","LC",154680,"LC","Unknown",NA,NA,"LC","iucn","SEABREAMS_PORGIES",154680,"iucn",0,NA
"Fis-32650","Chelonodon laticeps",NA,193742,"LC","Unknown",NA,NA,"LC","iucn","PUFFERFISH",193742,"iucn",0,NA
"Fis-32653","Chaetodon leucopleura","LC",165610,"LC","Stable",NA,NA,"LC","iucn","BUTTERFLYFISH",NA,"iucn",0,0
"Fis-32670","Argyrops bleekeri",NA,170191,"LC","Unknown",NA,NA,"LC","iucn","SEABREAMS_PORGIES",170191,"iucn",0,NA
"Fis-32747","Chaetodon humeralis","LC",165635,"LC","Stable",NA,NA,"LC","iucn","BUTTERFLYFISH",NA,"iucn",0,0
"Fis-32748","Chromis atrilobata","LC",183653,"LC","Unknown",NA,NA,"LC","iucn","DAMSELFISH",183653,"iucn",0,NA
"Fis-32755","Holacanthus passer","LC",165880,"LC","Stable",NA,NA,"LC","iucn","ANGELFISH",NA,"iucn",0,0
"Fis-32760","Ophioblennius steindachneri","LC",183308,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",183308,"iucn",0,0
"Fis-32762","Xiphocheilus typus","LC",187809,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA
"Fis-32974","Alphestes immaculatus","LC",132754,"LC","Unknown",NA,NA,"LC","iucn","GROUPERS",NA,"iucn",0,NA
"Fis-33010","Myxine ios","LC",196060,"LC","Unknown",NA,NA,"LC","iucn","hagfishes",NA,"iucn",0,NA
"Fis-33074","Chaetodon dolosus","LC",165654,"LC","Stable",NA,NA,"LC","iucn","BUTTERFLYFISH",NA,"iucn",0,0
"Fis-33082","Chaetodon mitratus","LC",165666,"LC","Stable",NA,NA,"LC","iucn","BUTTERFLYFISH",NA,"iucn",0,0
"Fis-33251","Epinephelus cifuentesi","NT",44686,"NT","Unknown",NA,44680,"NT","iucn","GROUPERS",NA,"iucn_parent",0.2,NA
"Fis-33369","Mycteroperca prionura","NT",14052,"NT","Decreasing",NA,NA,"NT","iucn","GROUPERS",NA,"iucn",0.2,-0.5
"Fis-33723","Alticus monochrus",NA,48321151,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48321151,"iucn",0,0
"Fis-33774","Myxine capensis","LC",196051,"LC","Unknown",NA,NA,"LC","iucn","hagfishes",NA,"iucn",0,NA
"Fis-33809","Chaetodon robustus","LC",4364,"LC","Stable",NA,NA,"LC","iucn","BUTTERFLYFISH",NA,"iucn",0,0
"Fis-33881","Chaetodon decussatus","LC",165648,"LC","Stable",NA,NA,"LC","iucn","BUTTERFLYFISH",NA,"iucn",0,0
"Fis-34021","Torquigener parcuspinus",NA,193672,"LC","Unknown",NA,NA,"LC","iucn","PUFFERFISH",193672,"iucn",0,NA
"Fis-34182","Chaetodontoplus meredithi","LC",165891,"LC","Stable",NA,NA,"LC","iucn","ANGELFISH",NA,"iucn",0,0
"Fis-34183","Choerodon vitta","LC",187400,"LC","Stable",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,0
"Fis-34191","Centropyge eibli","LC",165855,"LC","Stable",NA,NA,"LC","iucn","ANGELFISH",NA,"iucn",0,0
"Fis-34233","Centropyge aurantonotus","LC",165865,"LC","Stable",NA,NA,"LC","iucn","ANGELFISH",NA,"iucn",0,0
"Fis-34264","Centropyge multicolor","LC",165896,"LC","Stable",NA,NA,"LC","iucn","ANGELFISH",NA,"iucn",0,0
"Fis-34365","Holacanthus africanus","LC",165825,"LC","Stable",NA,NA,"LC","iucn","ANGELFISH",NA,"iucn",0,0
"Fis-34404","Torquigener pallimaculatus",NA,193678,"LC","Unknown",NA,NA,"LC","iucn","PUFFERFISH",193678,"iucn",0,NA
"Fis-34428","Coradion altivelis","LC",165697,"LC","Stable",NA,NA,"LC","iucn","BUTTERFLYFISH",NA,"iucn",0,0
"Fis-34720","Salarias guttatus",NA,48342130,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342130,"iucn",0,0
"Fis-35089","Chaetodon fasciatus","LC",165705,"LC","Stable",NA,NA,"LC","iucn","BUTTERFLYFISH",NA,"iucn",0,0
"Fis-35091","Chaetodon larvatus","LC",165609,"LC","Stable",NA,NA,"LC","iucn","BUTTERFLYFISH",NA,"iucn",0,0
"Fis-35094","Chaetodon paucifasciatus","LC",165625,"LC","Stable",NA,NA,"LC","iucn","BUTTERFLYFISH",NA,"iucn",0,0
"Fis-35096","Chaetodon semilarvatus","LC",165670,"LC","Stable",NA,NA,"LC","iucn","BUTTERFLYFISH",NA,"iucn",0,0
"Fis-35097","Heniochus intermedius","LC",165691,"LC","Stable",NA,NA,"LC","iucn","BUTTERFLYFISH",NA,"iucn",0,0
"Fis-35167","Chromis pembae","LC",154856,"LC","Unknown",NA,NA,"LC","iucn","DAMSELFISH",154856,"iucn",0,NA
"Fis-35229","Heniochus pleurotaenia","LC",165608,"LC","Stable",NA,NA,"LC","iucn","BUTTERFLYFISH",NA,"iucn",0,0
"Fis-35281","Prionurus maculatus","LC",178025,"LC","Unknown",NA,NA,"LC","iucn","SURGEONFISH_TANGS_UNICORNFISH",178025,"iucn",0,NA
"Fis-35282","Prionurus microlepidotus","LC",178016,"LC","Unknown",NA,NA,"LC","iucn","SURGEONFISH_TANGS_UNICORNFISH",178016,"iucn",0,NA
"Fis-35286","Ecsenius aequalis",NA,48342307,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342307,"iucn",0,0
"Fis-35292","Ecsenius trilineatus","LC",154947,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",154947,"iucn",0,0
"Fis-35294","Stanulus talboti",NA,48342314,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342314,"iucn",0,0
"Fis-35313","Canthigaster ocellicincta",NA,193723,"LC","Unknown",NA,NA,"LC","iucn","PUFFERFISH",193723,"iucn",0,NA
"Fis-35326","Macropharyngodon ornatus","LC",187768,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA
"Fis-35327","Cirrhilabrus scottorum","LC",187599,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA
"Fis-35341","Meiacanthus mossambicus",NA,48342164,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342164,"iucn",0,0
"Fis-35347","Canthigaster smithae",NA,193711,"LC","Unknown",NA,NA,"LC","iucn","PUFFERFISH",193711,"iucn",0,NA
"Fis-35352","Acanthurus tristis","LC",177998,"LC","Stable",NA,NA,"LC","iucn","SURGEONFISH_TANGS_UNICORNFISH",177998,"iucn",0,0
"Fis-35355","Plagiotremus phenax",NA,48342412,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342412,"iucn",0,0
"Fis-35356","Halichoeres iridis","LC",187589,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA
"Fis-35377","Canthigaster tyleri",NA,193820,"LC","Unknown",NA,NA,"LC","iucn","PUFFERFISH",193820,"iucn",0,NA
"Fis-35385","Siphonognathus argyrophanes","LC",190681,"LC","Unknown",NA,NA,"LC","iucn","PARROTFISH",NA,"iucn",0,NA
"Fis-35453","Cirrhilabrus laboutei","LC",187439,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA
"Fis-35454","Cirrhilabrus lineatus","LC",154891,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA
"Fis-35455","Cirrhilabrus punctatus","LC",187769,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA
"Fis-35456","Coris aurilineata","LC",187729,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA
"Fis-35461","Cirrhilabrus lubbocki","LC",187609,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA
"Fis-35465","Ecsenius schroederi",NA,48342204,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342204,"iucn",0,0
"Fis-35467","Arothron caeruleopunctatus",NA,193599,"LC","Unknown",NA,NA,"LC","iucn","PUFFERFISH",193599,"iucn",0,NA
"Fis-35500","Macropharyngodon kuiteri","LC",187414,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA
"Fis-35506","Pseudolabrus guentheri","LC",187533,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA
"Fis-35548","Prionurus laticlavius","LC",183310,"LC","Stable",NA,NA,"LC","iucn","SURGEONFISH_TANGS_UNICORNFISH",183310,"iucn",0,0
"Fis-35549","Prionurus punctatus","LC",183646,"LC","Stable",NA,NA,"LC","iucn","SURGEONFISH_TANGS_UNICORNFISH",183646,"iucn",0,0
"Fis-35625","Petroscirtes fallax",NA,48342191,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342191,"iucn",0,0
"Fis-35630","Ecsenius mandibularis",NA,48342535,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342535,"iucn",0,0
"Fis-35631","Ecsenius stictus",NA,48342262,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342262,"iucn",0,0
"Fis-35632","Salarias sinuosus","LC",158632,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",158632,"iucn",0,0
"Fis-35635","Acanthurus albipectoralis","LC",178007,"LC","Unknown",NA,NA,"LC","iucn","SURGEONFISH_TANGS_UNICORNFISH",178007,"iucn",0,NA
"Fis-35647","Thalassoma grammaticum","LC",183985,"LC","Stable",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,0
"Fis-35652","Decodon melasma","LC",183923,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA
"Fis-35654","Halichoeres chierchiae","LC",183378,"LC","Stable",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,0
"Fis-35803","Chaetodon lunulatus","LC",165704,"LC","Decreasing",NA,NA,"LC","iucn","BUTTERFLYFISH",NA,"iucn",0,-0.5
"Fis-35827","Scarus ferrugineus","LC",190759,"LC","Unknown",NA,NA,"LC","iucn","PARROTFISH",NA,"iucn",0,NA
"Fis-35891","Ecsenius axelrodi",NA,48342493,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342493,"iucn",0,0
"Fis-4576","Acanthurus tennentii","LC",177997,"LC","Stable",NA,NA,"LC","iucn","SURGEONFISH_TANGS_UNICORNFISH",177997,"iucn",0,0
"Fis-46974","Halichoeres zeylonicus","LC",187534,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA
"Fis-47531","Oxycheilinus arenatus","LC",187718,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA
"Fis-47538","Oxycheilinus orientalis","LC",187423,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA
"Fis-47564","Oxycheilinus celebicus","LC",187762,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA
"Fis-47651","Naso caesius","LC",178013,"LC","Stable",NA,NA,"LC","iucn","SURGEONFISH_TANGS_UNICORNFISH",178013,"iucn",0,0
"Fis-47876","Eptatretus profundus","LC",196041,"LC","Unknown",NA,NA,"LC","iucn","hagfishes",NA,"iucn",0,NA
"Fis-47953","Blenniella gibbifrons",NA,48342422,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342422,"iucn",0,0
"Fis-47995","Istiblennius bellus",NA,48342134,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342134,"iucn",0,0
"Fis-48603","Coris gaimard","LC",187436,"LC","Stable",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,0
"Fis-49074","Lipophrys trigloides",NA,185127,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",185127,"iucn",0,0
"Fis-49127","Parablennius incognitus",NA,185181,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",185181,"iucn",0,0
"Fis-49130","Parablennius parvicornis","LC",155013,"LC","Unknown",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",155013,"iucn",0,NA
"Fis-49149","Parablennius ruber",NA,185162,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",185162,"iucn",0,0
"Fis-49160","Symphodus melanocercus","LC",187756,"LC","Stable",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,0
"Fis-49220","Thunnus thynnus","EN",21860,"EN","Decreasing",NA,NA,"EN","iucn","TUNAS_BILLFISHES",21860,"iucn",0.6,-0.5
"Fis-50498","Alloblennius parvus",NA,48320397,"LC","Unknown",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48320397,"iucn",0,NA
"Fis-50524","Hirculops cornifer",NA,46079775,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",46079775,"iucn",0,0
"Fis-50534","Omobranchus banditus",NA,48342381,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342381,"iucn",0,0
"Fis-50545","Parablennius cornutus",NA,48342109,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342109,"iucn",0,0
"Fis-50553","Parablennius pilicornis",NA,198774,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",198774,"iucn",0,0
"Fis-50562","Scartella emarginata",NA,48342462,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342462,"iucn",0,0
"Fis-50786","Blenniella periophthalmus",NA,46079476,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",46079476,"iucn",0,0
"Fis-51787","Acanthurus gahhm","LC",154818,"LC","Unknown",NA,NA,"LC","iucn","SURGEONFISH_TANGS_UNICORNFISH",154818,"iucn",0,NA
"Fis-51943","Centrolabrus trutta","LC",187455,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA
"Fis-52009","Lappanella fasciata","LC",187678,"LC","Stable",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,0
"Fis-52010","Salarias segmentatus",NA,48342359,"LC","Stable",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",48342359,"iucn",0,0
"Fis-52266","Ophioblennius atlanticus",NA,185129,"LC","Unknown",NA,NA,"LC","iucn","COMBTOOTHBLENNIES",185129,"iucn",0,NA
"Fis-53116","Arothron inconditus",NA,193786,"VU","Unknown",NA,NA,"VU","iucn","PUFFERFISH",193786,"iucn",0.4,NA
"Fis-53989","Bodianus cylindriatus","LC",187583,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA
"Fis-53996","Labroides rubrolabiatus","LC",187755,"LC","Unknown",NA,NA,"LC","iucn","WRASSES",NA,"iucn",0,NA
