"rgn_id","score"
1,0.854507
2,0.845105
3,0.84338
4,0.817132
5,0.871064
6,0.878783
7,0.870439
8,0.859495
9,0.848186
10,0.841689
11,0.854473
12,0.822096
13,0.838574
14,0.881873
15,0.872385
16,0.862929
17,0.875763
18,0.858385
19,0.859114
20,0.882947
21,0.859905
24,0.894676
25,0.891089
26,0.869899
28,0.877362
29,0.885737
30,0.894079
31,0.862818
32,0.86186
33,0.879587
34,0.854906
35,0.859719
36,0.852454
37,0.853011
38,0.852011
39,0.878081
40,0.872362
41,0.881794
42,0.860754
43,0.873037
44,0.877664
45,0.889827
46,0.893751
47,0.878179
48,0.872591
49,0.896538
50,0.900615
51,0.92149
52,0.916685
53,0.869248
54,0.916449
55,0.800147
56,0.829618
57,0.806186
58,0.832327
59,0.885992
60,0.856235
61,0.878414
62,0.833703
63,0.828879
64,0.865822
65,0.846183
66,0.848057
67,0.90157
68,0.882459
69,0.875059
70,0.866687
71,0.899388
72,0.885814
73,0.84403
74,0.923704
75,0.901771
76,0.923855
77,0.954019
78,0.949556
79,0.941619
80,0.919348
81,0.932761
82,0.89525
84,0.886228
85,0.833002
86,0.833575
88,0.815941
89,0.81859
90,0.816868
91,0.811808
92,0.80177
93,0.831389
94,0.841101
95,0.773436
96,0.858581
97,0.859854
98,0.860553
99,0.866388
100,0.875341
101,0.841561
102,0.837635
103,0.885837
104,0.848005
105,0.814529
106,0.858833
107,0.835957
108,0.799869
110,0.888826
111,0.867704
112,0.902246
113,0.892607
114,0.895842
115,0.884802
116,0.883201
117,0.862177
118,0.860079
119,0.914913
120,0.863199
121,0.912426
122,0.908853
123,0.885113
124,0.85434
125,0.904499
126,0.892459
127,0.906956
129,0.897793
130,0.857027
131,0.899435
132,0.877596
133,0.89878
134,0.879602
135,0.863903
136,0.872161
137,0.855992
138,0.849577
139,0.884441
140,0.872031
141,0.773563
143,0.798264
144,0.737897
145,0.802916
146,0.837521
147,0.871293
148,0.850886
149,0.846805
150,0.861125
151,0.86286
152,0.884007
153,0.860622
154,0.858915
155,0.881074
156,0.863277
157,0.863252
158,0.850943
159,0.836187
161,0.876721
162,0.832686
163,0.845829
164,0.905277
166,0.886451
167,0.874235
168,0.86645
169,0.860487
171,0.849557
172,0.780276
173,0.78544
174,0.867493
175,0.882332
176,0.881261
177,0.875432
178,0.889779
179,0.860854
180,0.843108
181,0.827086
182,0.861321
183,0.832213
184,0.892347
185,0.922766
186,0.892438
187,0.89381
188,0.893333
189,0.889789
190,0.920902
191,0.929334
192,0.924024
193,0.841361
194,0.838651
195,0.862084
196,0.859373
197,0.858237
198,0.845551
199,0.858483
200,0.853524
202,0.87528
203,0.884768
204,0.91045
205,0.877568
206,0.860623
207,0.877368
208,0.850261
209,0.905734
210,0.855151
212,0.856226
213,0.836598
214,0.918675
215,0.896436
216,0.864864
218,0.838975
219,0.804669
220,0.918513
221,0.912224
222,0.879638
223,0.788691
224,0.816933
227,0.863763
228,0.862565
231,0.870866
232,0.889231
237,0.872121
244,0.882777
245,0.898102
247,0.856486
248,0.909269
249,0.914181
250,0.889232
255,0.887918
