"saup_id","ohi_rgn","Freq","percent"
8,"82",12494,0.990015847860539
12,"84",146965,0.997427788033446
16,"151",465172,0.998321722745164
24,"200",564470,0.999585623618745
28,"120",123743,0.997983757147581
32,"172",1236476,0.999274269541788
36,"0",7236215,0.999965590929493
37,"4",542591,0.998259548108041
38,"0",636387,1
44,"110",684451,0.94689797810012
44,"163",37983,0.0525472618232377
48,"50",1470,0.1459926507101
48,"52",8574,0.851524481080544
50,"204",95838,0.997616246994285
52,"124",211370,0.999484582393524
56,"59",3957,0.977761304670126
56,"177",67,0.0165554731900173
60,"108",517150,0.999963261525729
70,"232",8,1
74,"105",504027,0.999928580356027
76,"171",2761321,0.999839233243958
77,"1041",539254,1
84,"164",41458,0.995820522674866
86,"38",733690,0.999384315295951
90,"7",1840149,0.99981418002044
92,"117",91930,0.993784119777309
96,"247",29100,0.995586574976907
100,"71",40139,0.997167912950587
104,"205",588110,0.999525823902214
111,"45",90242,0.996202503698143
116,"24",54760,0.9919930437303
120,"197",16628,0.989114270418179
132,"56",916981,0.999829905455783
136,"113",136638,0.999290598603137
144,"40",611250,0.999262711684303
152,"224",2259543,0.999626612611026
153,"1087",828070,1
154,"1087",517116,1
155,"224",580901,0.999979342862012
156,"216",45795,0.0270749958762289
156,"206",156319,0.0924191785211536
156,"247",19799,0.0117055976275457
156,"207",161942,0.095743617909996
156,"15",310481,0.183563091923735
156,"209",980266,0.579554490831039
157,"14",391988,0.982290661688238
157,"209",6280,0.0157371790855897
162,"2",375923,0.999914883430198
166,"1",535094,0.999973837057192
174,"28",189147,0.999186480789853
175,"29",72318,0.998274505473269
178,"100",45428,0.997628250175685
180,"199",14602,0.96567687322267
180,"1047",494,0.0326697969710998
184,"153",2258092,0.99936756507242
191,"187",63651,0.993863593779277
192,"112",419688,0.996403159521656
197,"81",20059,0.997662389336516
198,"81",91948,0.996488642275013
204,"98",443,0.0125417586773116
204,"99",34826,0.985957760036238
212,"123",32885,0.998421228405744
214,"115",309573,0.998703121219453
218,"137",271112,0.999996311501108
219,"137",963044,0.999876448742321
222,"134",107462,0.999367618339068
226,"104",354637,0.998758019364759
233,"70",41086,0.998735961884389
234,"141",305431,0.998620252212664
238,"95",628877,0.999596268503698
239,"89",1373288,0.999874040835524
242,"153",1053601,0.0293941097451592
242,"154",364740,0.0101757758282779
242,"1047",3429416,0.0956762856772203
242,"1041",2113783,0.058971820907015
242,"0",2535569,0.0707391065995796
242,"5",1336329,0.0372818564918208
242,"1057",4335553,0.120956339912314
242,"171",584739,0.0163134643363803
242,"1051",2095846,0.0584714017288831
242,"6",625011,0.0174370012233585
242,"1087",5661617,0.157951816136335
242,"41",371037,0.0103514540110674
242,"42",1328865,0.0370736205133642
242,"147",2989878,0.0834137420680477
242,"1077",1578814,0.0440468754141215
242,"37",1037716,0.0289509387218764
242,"86",404699,0.0112905804187318
242,"101",359599,0.010032348555335
242,"146",427160,0.0119172133651565
242,"155",672162,0.0187524533428933
