"rgn_id","fao_id","species","year","ram_bmsy","gapfilled","stockid_ram"
1,57,"Katsuwonus pelamis",2005,3.88,1,"SKJCIO"
1,57,"Katsuwonus pelamis",2006,3.67,1,"SKJCIO"
1,57,"Katsuwonus pelamis",2007,2.34,1,"SKJCIO"
1,57,"Katsuwonus pelamis",2008,2,1,"SKJCIO"
1,57,"Katsuwonus pelamis",2009,2.56,1,"SKJCIO"
1,57,"Katsuwonus pelamis",2010,1.59699999999987,1,"SKJCIO"
1,57,"Thunnus alalunga",2005,1.03,3,"ALBAIO, ALBAIO"
1,57,"Thunnus alalunga",2006,1.06,3,"ALBAIO, ALBAIO"
1,57,"Thunnus alalunga",2007,1.08,3,"ALBAIO, ALBAIO"
1,57,"Thunnus alalunga",2008,1.10666666666667,3,"ALBAIO, ALBAIO"
1,57,"Thunnus alalunga",2009,1.13166666666668,3,"ALBAIO, ALBAIO"
1,57,"Thunnus alalunga",2010,1.15666666666669,3,"ALBAIO, ALBAIO"
1,57,"Thunnus albacares",2005,1.63,1,"YFINEIO"
1,57,"Thunnus albacares",2006,1.45,1,"YFINEIO"
1,57,"Thunnus albacares",2007,1.31,1,"YFINEIO"
1,57,"Thunnus albacares",2008,1.13,1,"YFINEIO"
1,57,"Thunnus albacares",2009,0.993,1,"YFINEIO"
1,57,"Thunnus albacares",2010,0.824400000000026,1,"YFINEIO"
1,57,"Thunnus obesus",2005,1.27,1,"BIGEYEIO"
1,57,"Thunnus obesus",2006,1.25,1,"BIGEYEIO"
1,57,"Thunnus obesus",2007,1.27,1,"BIGEYEIO"
1,57,"Thunnus obesus",2008,1.23,1,"BIGEYEIO"
1,57,"Thunnus obesus",2009,1.2,1,"BIGEYEIO"
1,57,"Thunnus obesus",2010,1.196,1,"BIGEYEIO"
1,57,"Xiphias gladius",2005,1.97,1,"SWORDIO"
1,57,"Xiphias gladius",2006,1.86,1,"SWORDIO"
1,57,"Xiphias gladius",2007,1.76,1,"SWORDIO"
1,57,"Xiphias gladius",2008,1.65,1,"SWORDIO"
1,57,"Xiphias gladius",2009,1.59,1,"SWORDIO"
1,57,"Xiphias gladius",2010,1.47499999999997,1,"SWORDIO"
2,57,"Katsuwonus pelamis",2005,3.88,1,"SKJCIO"
2,57,"Katsuwonus pelamis",2006,3.67,1,"SKJCIO"
2,57,"Katsuwonus pelamis",2007,2.34,1,"SKJCIO"
2,57,"Katsuwonus pelamis",2008,2,1,"SKJCIO"
2,57,"Katsuwonus pelamis",2009,2.56,1,"SKJCIO"
2,57,"Katsuwonus pelamis",2010,1.59699999999987,1,"SKJCIO"
2,57,"Thunnus alalunga",2005,1.03,3,"ALBAIO, ALBAIO"
2,57,"Thunnus alalunga",2006,1.06,3,"ALBAIO, ALBAIO"
2,57,"Thunnus alalunga",2007,1.08,3,"ALBAIO, ALBAIO"
2,57,"Thunnus alalunga",2008,1.10666666666667,3,"ALBAIO, ALBAIO"
2,57,"Thunnus alalunga",2009,1.13166666666668,3,"ALBAIO, ALBAIO"
2,57,"Thunnus alalunga",2010,1.15666666666669,3,"ALBAIO, ALBAIO"
2,57,"Thunnus albacares",2005,1.63,1,"YFINEIO"
2,57,"Thunnus albacares",2006,1.45,1,"YFINEIO"
2,57,"Thunnus albacares",2007,1.31,1,"YFINEIO"
2,57,"Thunnus albacares",2008,1.13,1,"YFINEIO"
2,57,"Thunnus albacares",2009,0.993,1,"YFINEIO"
2,57,"Thunnus albacares",2010,0.824400000000026,1,"YFINEIO"
2,57,"Thunnus obesus",2005,1.27,1,"BIGEYEIO"
2,57,"Thunnus obesus",2006,1.25,1,"BIGEYEIO"
2,57,"Thunnus obesus",2007,1.27,1,"BIGEYEIO"
2,57,"Thunnus obesus",2008,1.23,1,"BIGEYEIO"
2,57,"Thunnus obesus",2009,1.2,1,"BIGEYEIO"
2,57,"Thunnus obesus",2010,1.196,1,"BIGEYEIO"
2,57,"Xiphias gladius",2005,1.97,1,"SWORDIO"
2,57,"Xiphias gladius",2006,1.86,1,"SWORDIO"
2,57,"Xiphias gladius",2007,1.76,1,"SWORDIO"
2,57,"Xiphias gladius",2008,1.65,1,"SWORDIO"
2,57,"Xiphias gladius",2009,1.59,1,"SWORDIO"
2,57,"Xiphias gladius",2010,1.47499999999997,1,"SWORDIO"
3,81,"Kajikia audax",2005,0.75,NA,"STMARLINSWPO"
3,81,"Kajikia audax",2006,0.76,NA,"STMARLINSWPO"
3,81,"Kajikia audax",2007,0.81,NA,"STMARLINSWPO"
3,81,"Kajikia audax",2008,0.85,NA,"STMARLINSWPO"
3,81,"Kajikia audax",2009,0.82,NA,"STMARLINSWPO"
3,81,"Kajikia audax",2010,0.81,NA,"STMARLINSWPO"
3,81,"Thunnus alalunga",2005,1.37,3,"ALBASPAC"
3,81,"Thunnus alalunga",2006,1.38,3,"ALBASPAC"
3,81,"Thunnus alalunga",2007,1.39,3,"ALBASPAC"
3,81,"Thunnus alalunga",2008,1.40000000000001,3,"ALBASPAC"
3,81,"Thunnus alalunga",2009,1.41000000000001,3,"ALBASPAC"
3,81,"Thunnus alalunga",2010,1.42000000000002,3,"ALBASPAC"
3,81,"Thunnus orientalis",2005,0.5,2,"PACBTUNA"
3,81,"Thunnus orientalis",2006,0.5,2,"PACBTUNA"
3,81,"Thunnus orientalis",2007,0.44,2,"PACBTUNA"
