"year","ram_bmsy","gapfilled","stock_id"
2010,NA,1,"Epigonus_telescopus-81"
2001,2.8825,3,"Genypterus_blacodes-81"
2002,2.905,3,"Genypterus_blacodes-81"
2003,2.9275,3,"Genypterus_blacodes-81"
2004,2.9275,3,"Genypterus_blacodes-81"
2005,2.9125,3,"Genypterus_blacodes-81"
2006,2.9125,3,"Genypterus_blacodes-81"
2007,2.9125,3,"Genypterus_blacodes-81"
2008,3.13666666666667,3,"Genypterus_blacodes-81"
2009,3.645,3,"Genypterus_blacodes-81"
2010,3.69,3,"Genypterus_blacodes-81"
2001,1.227,1,"Haliotis_iris-81"
2002,1.22933333333333,1,"Haliotis_iris-81"
2003,1.215,1,"Haliotis_iris-81"
2004,1.22066666666667,1,"Haliotis_iris-81"
2005,1.20766666666667,1,"Haliotis_iris-81"
2006,1.179,1,"Haliotis_iris-81"
2007,1.15833333333333,1,"Haliotis_iris-81"
2008,1.15433333333333,1,"Haliotis_iris-81"
2009,1.146,1,"Haliotis_iris-81"
2010,1.117,1,"Haliotis_iris-81"
2001,0.839,NA,"Hoplostethus_atlanticus-81"
2002,0.778,NA,"Hoplostethus_atlanticus-81"
2003,0.73,NA,"Hoplostethus_atlanticus-81"
2004,0.692,NA,"Hoplostethus_atlanticus-81"
2005,0.647,NA,"Hoplostethus_atlanticus-81"
2006,0.597,NA,"Hoplostethus_atlanticus-81"
2007,0.547,NA,"Hoplostethus_atlanticus-81"
2008,0.499,NA,"Hoplostethus_atlanticus-81"
2009,0.454,NA,"Hoplostethus_atlanticus-81"
2010,0.411,NA,"Hoplostethus_atlanticus-81"
2001,1.67,NA,"Hyperoglyphe_antarctica-81"
2002,1.53,NA,"Hyperoglyphe_antarctica-81"
2003,1.4,NA,"Hyperoglyphe_antarctica-81"
2004,1.26,NA,"Hyperoglyphe_antarctica-81"
2005,1.12,NA,"Hyperoglyphe_antarctica-81"
2006,1.01,NA,"Hyperoglyphe_antarctica-81"
2007,0.92,NA,"Hyperoglyphe_antarctica-81"
2008,0.835,NA,"Hyperoglyphe_antarctica-81"
2009,0.763,NA,"Hyperoglyphe_antarctica-81"
2010,0.709,NA,"Hyperoglyphe_antarctica-81"
2001,1.23,3,"Kathetostoma_giganteum-81"
2002,1.33,3,"Kathetostoma_giganteum-81"
2003,1.38,3,"Kathetostoma_giganteum-81"
2004,1.46,3,"Kathetostoma_giganteum-81"
2005,1.44,3,"Kathetostoma_giganteum-81"
2006,1.48,3,"Kathetostoma_giganteum-81"
2007,1.43,3,"Kathetostoma_giganteum-81"
2008,NA,3,"Kathetostoma_giganteum-81"
2009,NA,3,"Kathetostoma_giganteum-81"
2010,NA,3,"Kathetostoma_giganteum-81"
2001,1.395,NA,"Macruronus_novaezelandiae-81"
2002,1.196,NA,"Macruronus_novaezelandiae-81"
2003,0.92,NA,"Macruronus_novaezelandiae-81"
2004,0.8055,NA,"Macruronus_novaezelandiae-81"
2005,0.79,NA,"Macruronus_novaezelandiae-81"
2006,0.7825,NA,"Macruronus_novaezelandiae-81"
2007,0.9085,NA,"Macruronus_novaezelandiae-81"
2008,1.094,NA,"Macruronus_novaezelandiae-81"
2009,1.245,NA,"Macruronus_novaezelandiae-81"
2010,1.44,NA,"Macruronus_novaezelandiae-81"
2001,1.8485,1,"Merluccius_australis-81"
2002,1.766,1,"Merluccius_australis-81"
2003,1.7045,1,"Merluccius_australis-81"
2004,1.6395,1,"Merluccius_australis-81"
2005,1.567,1,"Merluccius_australis-81"
2006,1.5015,1,"Merluccius_australis-81"
2007,1.4465,1,"Merluccius_australis-81"
2008,1.4005,1,"Merluccius_australis-81"
2009,1.3435,1,"Merluccius_australis-81"
2010,2.3,1,"Merluccius_australis-81"
2001,2.055,NA,"Metanephrops_challengeri-81"
2002,1.845,NA,"Metanephrops_challengeri-81"
2003,1.75,NA,"Metanephrops_challengeri-81"
2004,1.785,NA,"Metanephrops_challengeri-81"
2005,1.87,NA,"Metanephrops_challengeri-81"
2006,1.885,NA,"Metanephrops_challengeri-81"
2007,1.82,NA,"Metanephrops_challengeri-81"
2008,1.72,NA,"Metanephrops_challengeri-81"
2009,1.74,NA,"Metanephrops_challengeri-81"
2010,1.77,NA,"Metanephrops_challengeri-81"
2001,1.47,3,"Nemadactylus_macropterus-81"
2002,1.56,3,"Nemadactylus_macropterus-81"
2003,1.65,3,"Nemadactylus_macropterus-81"
2004,1.81,3,"Nemadactylus_macropterus-81"
2005,1.99,3,"Nemadactylus_macropterus-81"
2006,2.14,3,"Nemadactylus_macropterus-81"
2007,2.22,3,"Nemadactylus_macropterus-81"
2001,1.8,3,"Pseudocyttus_maculatus-81"
2002,1.7125,3,"Pseudocyttus_maculatus-81"
2003,1.60725,3,"Pseudocyttus_maculatus-81"
2004,1.52125,3,"Pseudocyttus_maculatus-81"
2005,1.43875,3,"Pseudocyttus_maculatus-81"
2006,1.35525,3,"Pseudocyttus_maculatus-81"
2007,1.31575,3,"Pseudocyttus_maculatus-81"
2008,1.46666666666667,3,"Pseudocyttus_maculatus-81"
2009,1.52,3,"Pseudocyttus_maculatus-81"
2010,1.59,3,"Pseudocyttus_maculatus-81"
2001,0.433,1,"Callinectes_sapidus-21"
2002,0.406,1,"Callinectes_sapidus-21"
2003,0.773,1,"Callinectes_sapidus-21"
2004,0.693,1,"Callinectes_sapidus-21"
2005,0.833,1,"Callinectes_sapidus-21"
2006,0.626,1,"Callinectes_sapidus-21"
2007,0.7,1,"Callinectes_sapidus-21"
2008,0.646,1,"Callinectes_sapidus-21"
2009,1.27,1,"Callinectes_sapidus-21"
2010,NA,1,"Callinectes_sapidus-21"
2001,0.821,3,"Centropristis_striata-21"
2002,1.05,3,"Centropristis_striata-21"
2003,1.06,3,"Centropristis_striata-21"
2004,1.04,3,"Centropristis_striata-21"
2005,0.952,3,"Centropristis_striata-21"
2006,0.922,3,"Centropristis_striata-21"
2007,0.916,3,"Centropristis_striata-21"
2008,NA,3,"Centropristis_striata-21"
2009,NA,3,"Centropristis_striata-21"
2010,NA,3,"Centropristis_striata-21"
2001,0.705,2,"Cynoscion_regalis-21"
2002,0.443,2,"Cynoscion_regalis-21"
2003,0.263,2,"Cynoscion_regalis-21"
2004,0.323,2,"Cynoscion_regalis-21"
2005,0.296,2,"Cynoscion_regalis-21"
2006,0.231,2,"Cynoscion_regalis-21"
2007,0.168,2,"Cynoscion_regalis-21"
2008,0.131,2,"Cynoscion_regalis-21"
2009,NA,2,"Cynoscion_regalis-21"
2010,NA,2,"Cynoscion_regalis-21"
2001,1.41,1,"Doryteuthis_pealeii-21"
2002,3.64,1,"Doryteuthis_pealeii-21"
2003,1.9,1,"Doryteuthis_pealeii-21"
2004,1.21,1,"Doryteuthis_pealeii-21"
2005,1.51,1,"Doryteuthis_pealeii-21"
2006,3.35,1,"Doryteuthis_pealeii-21"
2007,1.77,1,"Doryteuthis_pealeii-21"
2008,1.63,1,"Doryteuthis_pealeii-21"
2009,0.938,1,"Doryteuthis_pealeii-21"
2010,NA,1,"Doryteuthis_pealeii-21"
2001,0.177,NA,"Gadus_morhua-21"
2002,0.164,NA,"Gadus_morhua-21"
2003,0.1316,NA,"Gadus_morhua-21"
2004,0.1103,NA,"Gadus_morhua-21"
2005,0.09315,NA,"Gadus_morhua-21"
2006,0.0895,NA,"Gadus_morhua-21"
2007,0.1089,NA,"Gadus_morhua-21"
2008,0.1249,NA,"Gadus_morhua-21"
2009,0.14395,NA,"Gadus_morhua-21"
2010,0.148,NA,"Gadus_morhua-21"
2001,0.597,3,"Glyptocephalus_cynoglossus-21"
2002,0.562,3,"Glyptocephalus_cynoglossus-21"
2003,0.519,3,"Glyptocephalus_cynoglossus-21"
2004,0.422,3,"Glyptocephalus_cynoglossus-21"
2005,0.4,3,"Glyptocephalus_cynoglossus-21"
2006,0.323,3,"Glyptocephalus_cynoglossus-21"
2007,0.3,3,"Glyptocephalus_cynoglossus-21"
2008,NA,3,"Glyptocephalus_cynoglossus-21"
2009,NA,3,"Glyptocephalus_cynoglossus-21"
2010,NA,3,"Glyptocephalus_cynoglossus-21"
2001,0.479,3,"Hippoglossoides_platessoides-21"
2002,0.413,3,"Hippoglossoides_platessoides-21"
2003,0.398,3,"Hippoglossoides_platessoides-21"
2004,0.385,3,"Hippoglossoides_platessoides-21"
2005,0.417,3,"Hippoglossoides_platessoides-21"
2006,0.53,3,"Hippoglossoides_platessoides-21"
2007,0.704,3,"Hippoglossoides_platessoides-21"
2008,NA,3,"Hippoglossoides_platessoides-21"
2009,NA,3,"Hippoglossoides_platessoides-21"
2010,NA,3,"Hippoglossoides_platessoides-21"
2001,0.0154,3,"Hippoglossus_hippoglossus-21"
2002,0.0168,3,"Hippoglossus_hippoglossus-21"
2003,0.0184,3,"Hippoglossus_hippoglossus-21"
2004,0.0199,3,"Hippoglossus_hippoglossus-21"
2005,0.0219,3,"Hippoglossus_hippoglossus-21"
2006,0.024,3,"Hippoglossus_hippoglossus-21"
2007,0.0264,3,"Hippoglossus_hippoglossus-21"
2008,NA,3,"Hippoglossus_hippoglossus-21"
2009,NA,3,"Hippoglossus_hippoglossus-21"
2010,NA,3,"Hippoglossus_hippoglossus-21"
2001,0.461,3,"Homarus_americanus-21"
2002,0.513,3,"Homarus_americanus-21"
2003,0.566,3,"Homarus_americanus-21"
2004,0.622,3,"Homarus_americanus-21"
2005,0.638,3,"Homarus_americanus-21"
2006,0.629,3,"Homarus_americanus-21"
2007,0.581,3,"Homarus_americanus-21"
2008,NA,3,"Homarus_americanus-21"
2009,NA,3,"Homarus_americanus-21"
2010,NA,3,"Homarus_americanus-21"
2001,0.162566666666667,3,"Limanda_ferruginea-21"
2002,0.173766666666667,3,"Limanda_ferruginea-21"
2003,0.1528,3,"Limanda_ferruginea-21"
2004,0.0946,3,"Limanda_ferruginea-21"
2005,0.0736,3,"Limanda_ferruginea-21"
2006,0.0986666666666667,3,"Limanda_ferruginea-21"
2007,0.198666666666667,3,"Limanda_ferruginea-21"
2008,NA,3,"Limanda_ferruginea-21"
2009,NA,3,"Limanda_ferruginea-21"
2010,NA,3,"Limanda_ferruginea-21"
2001,0.323,NA,"Lopholatilus_chamaeleonticeps-21"
2002,0.345,NA,"Lopholatilus_chamaeleonticeps-21"
2003,0.45,NA,"Lopholatilus_chamaeleonticeps-21"
2004,0.59,NA,"Lopholatilus_chamaeleonticeps-21"
2005,0.76,NA,"Lopholatilus_chamaeleonticeps-21"
2006,0.85,NA,"Lopholatilus_chamaeleonticeps-21"
2007,0.823,NA,"Lopholatilus_chamaeleonticeps-21"
2008,0.823,NA,"Lopholatilus_chamaeleonticeps-21"
2009,0.871,NA,"Lopholatilus_chamaeleonticeps-21"
2010,0.881,NA,"Lopholatilus_chamaeleonticeps-21"
2001,1.627,NA,"Melanogrammus_aeglefinus-21"
2002,2.1115,NA,"Melanogrammus_aeglefinus-21"
2003,1.9825,NA,"Melanogrammus_aeglefinus-21"
2004,1.713,NA,"Melanogrammus_aeglefinus-21"
2005,1.535,NA,"Melanogrammus_aeglefinus-21"
2006,1.71,NA,"Melanogrammus_aeglefinus-21"
2007,1.705,NA,"Melanogrammus_aeglefinus-21"
2008,1.412,NA,"Melanogrammus_aeglefinus-21"
2009,1.239,NA,"Melanogrammus_aeglefinus-21"
2010,0.9625,NA,"Melanogrammus_aeglefinus-21"
2001,0.652,NA,"Paralichthys_dentatus-21"
2002,0.746,NA,"Paralichthys_dentatus-21"
2003,0.844,NA,"Paralichthys_dentatus-21"
2004,0.812,NA,"Paralichthys_dentatus-21"
2005,0.763,NA,"Paralichthys_dentatus-21"
2006,0.789,NA,"Paralichthys_dentatus-21"
2007,0.778,NA,"Paralichthys_dentatus-21"
2008,0.784,NA,"Paralichthys_dentatus-21"
2009,0.827,NA,"Paralichthys_dentatus-21"
2010,0.852,NA,"Paralichthys_dentatus-21"
2001,2.21,NA,"Peprilus_triacanthus-21"
2002,1.86,NA,"Peprilus_triacanthus-21"
2003,1.76,NA,"Peprilus_triacanthus-21"
2004,1.87,NA,"Peprilus_triacanthus-21"
2005,1.23,NA,"Peprilus_triacanthus-21"
2006,1.48,NA,"Peprilus_triacanthus-21"
2007,1.75,NA,"Peprilus_triacanthus-21"
2008,1.37,NA,"Peprilus_triacanthus-21"
2009,1.25,NA,"Peprilus_triacanthus-21"
2010,1.71,NA,"Peprilus_triacanthus-21"
2001,1.01,NA,"Placopecten_magellanicus-21"
2002,1.12,NA,"Placopecten_magellanicus-21"
2003,1.2,NA,"Placopecten_magellanicus-21"
2004,1.3,NA,"Placopecten_magellanicus-21"
2005,1.31,NA,"Placopecten_magellanicus-21"
2006,1.3,NA,"Placopecten_magellanicus-21"
2007,1.24,NA,"Placopecten_magellanicus-21"
2008,1.22,NA,"Placopecten_magellanicus-21"
2009,1.24,NA,"Placopecten_magellanicus-21"
2010,1.2,NA,"Placopecten_magellanicus-21"
2001,1.63,1,"Pollachius_virens-21"
2002,1.82,1,"Pollachius_virens-21"
2003,2.19,1,"Pollachius_virens-21"
2004,2.35,1,"Pollachius_virens-21"
2005,2.44,1,"Pollachius_virens-21"
2006,2.59,1,"Pollachius_virens-21"
2007,2.46,1,"Pollachius_virens-21"
2008,2.49,1,"Pollachius_virens-21"
2009,2.15,1,"Pollachius_virens-21"
2010,NA,1,"Pollachius_virens-21"
2001,0.827,3,"Pomatomus_saltatrix-21"
2002,0.818,3,"Pomatomus_saltatrix-21"
2003,0.792,3,"Pomatomus_saltatrix-21"
2004,0.911,3,"Pomatomus_saltatrix-21"
2005,0.947,3,"Pomatomus_saltatrix-21"
2006,0.969,3,"Pomatomus_saltatrix-21"
2007,1.05,3,"Pomatomus_saltatrix-21"
2008,NA,3,"Pomatomus_saltatrix-21"
2009,NA,3,"Pomatomus_saltatrix-21"
2010,NA,3,"Pomatomus_saltatrix-21"
2001,0.5475,NA,"Pseudopleuronectes_americanus-21"
2002,0.501,NA,"Pseudopleuronectes_americanus-21"
2003,0.4655,NA,"Pseudopleuronectes_americanus-21"
2004,0.2895,NA,"Pseudopleuronectes_americanus-21"
2005,0.276,NA,"Pseudopleuronectes_americanus-21"
2006,0.3115,NA,"Pseudopleuronectes_americanus-21"
2007,0.335,NA,"Pseudopleuronectes_americanus-21"
2008,0.3405,NA,"Pseudopleuronectes_americanus-21"
2009,0.401,NA,"Pseudopleuronectes_americanus-21"
2010,0.492,NA,"Pseudopleuronectes_americanus-21"
2001,0.913,3,"Scophthalmus_aquosus-21"
2002,0.8755,3,"Scophthalmus_aquosus-21"
2003,0.78,3,"Scophthalmus_aquosus-21"
2004,0.483,3,"Scophthalmus_aquosus-21"
2005,0.509,3,"Scophthalmus_aquosus-21"
2006,0.621,3,"Scophthalmus_aquosus-21"
2007,0.3675,3,"Scophthalmus_aquosus-21"
2008,NA,3,"Scophthalmus_aquosus-21"
2009,NA,3,"Scophthalmus_aquosus-21"
2010,NA,3,"Scophthalmus_aquosus-21"
2001,0.279,3,"Sebastes_fasciatus-21"
2002,0.343,3,"Sebastes_fasciatus-21"
2003,0.419,3,"Sebastes_fasciatus-21"
2004,0.509,3,"Sebastes_fasciatus-21"
2005,0.614,3,"Sebastes_fasciatus-21"
2006,0.734,3,"Sebastes_fasciatus-21"
2007,0.866,3,"Sebastes_fasciatus-21"
2008,NA,3,"Sebastes_fasciatus-21"
2009,NA,3,"Sebastes_fasciatus-21"
2010,NA,3,"Sebastes_fasciatus-21"
2001,1.95,2,"Spisula_solidissima-21"
2002,1.91,2,"Spisula_solidissima-21"
2003,1.86,2,"Spisula_solidissima-21"
2004,1.81,2,"Spisula_solidissima-21"
2005,1.76,2,"Spisula_solidissima-21"
2006,1.71,2,"Spisula_solidissima-21"
2007,1.67,2,"Spisula_solidissima-21"
2008,1.62,2,"Spisula_solidissima-21"
2009,NA,2,"Spisula_solidissima-21"
2010,NA,2,"Spisula_solidissima-21"
2001,0.56,3,"Stenotomus_chrysops-21"
2002,0.788,3,"Stenotomus_chrysops-21"
2003,0.831,3,"Stenotomus_chrysops-21"
2004,0.887,3,"Stenotomus_chrysops-21"
2005,1.02,3,"Stenotomus_chrysops-21"
2006,1.15,3,"Stenotomus_chrysops-21"
2007,1.3,3,"Stenotomus_chrysops-21"
2008,NA,3,"Stenotomus_chrysops-21"
2009,NA,3,"Stenotomus_chrysops-21"
2010,NA,3,"Stenotomus_chrysops-21"
2001,0.677,NA,"Theragra_chalcogramma-21"
2002,0.677,NA,"Theragra_chalcogramma-21"
2003,0.699,NA,"Theragra_chalcogramma-21"
2004,0.768,NA,"Theragra_chalcogramma-21"
2005,0.845,NA,"Theragra_chalcogramma-21"
2006,0.879,NA,"Theragra_chalcogramma-21"
2007,0.863,NA,"Theragra_chalcogramma-21"
2008,0.842,NA,"Theragra_chalcogramma-21"
2009,0.849,NA,"Theragra_chalcogramma-21"
2010,0.881,NA,"Theragra_chalcogramma-21"
2001,0.27,3,"Urophycis_tenuis-21"
2002,0.273,3,"Urophycis_tenuis-21"
2003,0.301,3,"Urophycis_tenuis-21"
2004,0.287,3,"Urophycis_tenuis-21"
2005,0.285,3,"Urophycis_tenuis-21"
2006,0.307,3,"Urophycis_tenuis-21"
2007,0.352,3,"Urophycis_tenuis-21"
2008,NA,3,"Urophycis_tenuis-21"
2009,NA,3,"Urophycis_tenuis-21"
2010,NA,3,"Urophycis_tenuis-21"
2001,2.17,NA,"Carcharhinus_limbatus-31"
2002,2.17,NA,"Carcharhinus_limbatus-31"
2003,2.17,NA,"Carcharhinus_limbatus-31"
2004,2.17,NA,"Carcharhinus_limbatus-31"
2005,2.17,NA,"Carcharhinus_limbatus-31"
2006,2.17,NA,"Carcharhinus_limbatus-31"
2007,2.17,NA,"Carcharhinus_limbatus-31"
2008,2.18,NA,"Carcharhinus_limbatus-31"
2009,2.18,NA,"Carcharhinus_limbatus-31"
2010,2.19,NA,"Carcharhinus_limbatus-31"
2001,0.733,3,"Centropristis_striata-31"
2002,0.852,3,"Centropristis_striata-31"
2003,0.882,3,"Centropristis_striata-31"
2004,0.8675,3,"Centropristis_striata-31"
2005,0.7785,3,"Centropristis_striata-31"
2006,0.763,3,"Centropristis_striata-31"
2007,0.762,3,"Centropristis_striata-31"
2008,0.629,3,"Centropristis_striata-31"
2009,0.668,3,"Centropristis_striata-31"
2010,0.703,3,"Centropristis_striata-31"
2001,0.705,2,"Cynoscion_regalis-31"
2002,0.443,2,"Cynoscion_regalis-31"
2003,0.263,2,"Cynoscion_regalis-31"
2004,0.323,2,"Cynoscion_regalis-31"
2005,0.296,2,"Cynoscion_regalis-31"
2006,0.231,2,"Cynoscion_regalis-31"
2007,0.168,2,"Cynoscion_regalis-31"
2008,0.131,2,"Cynoscion_regalis-31"
2009,NA,2,"Cynoscion_regalis-31"
2010,NA,2,"Cynoscion_regalis-31"
2001,1.41,1,"Doryteuthis_pealeii-31"
2002,3.64,1,"Doryteuthis_pealeii-31"
2003,1.9,1,"Doryteuthis_pealeii-31"
2004,1.21,1,"Doryteuthis_pealeii-31"
2005,1.51,1,"Doryteuthis_pealeii-31"
2006,3.35,1,"Doryteuthis_pealeii-31"
2007,1.77,1,"Doryteuthis_pealeii-31"
2008,1.63,1,"Doryteuthis_pealeii-31"
2009,0.938,1,"Doryteuthis_pealeii-31"
2010,NA,1,"Doryteuthis_pealeii-31"
2001,0.514,1,"Epinephelus_morio-31"
2002,0.541,1,"Epinephelus_morio-31"
2003,0.569,1,"Epinephelus_morio-31"
2004,0.662,1,"Epinephelus_morio-31"
2005,0.762,1,"Epinephelus_morio-31"
2006,0.834,1,"Epinephelus_morio-31"
2007,0.848,1,"Epinephelus_morio-31"
2008,0.814,1,"Epinephelus_morio-31"
2009,0.749,1,"Epinephelus_morio-31"
2010,NA,1,"Epinephelus_morio-31"
2001,1.59,1,"Hyporthodus_flavolimbatus-31"
2002,1.61,1,"Hyporthodus_flavolimbatus-31"
2003,1.63,1,"Hyporthodus_flavolimbatus-31"
2004,1.61,1,"Hyporthodus_flavolimbatus-31"
2005,1.61,1,"Hyporthodus_flavolimbatus-31"
2006,1.63,1,"Hyporthodus_flavolimbatus-31"
2007,1.66,1,"Hyporthodus_flavolimbatus-31"
2008,1.66,1,"Hyporthodus_flavolimbatus-31"
2009,1.67,1,"Hyporthodus_flavolimbatus-31"
2010,NA,1,"Hyporthodus_flavolimbatus-31"
2001,0.493,NA,"Hyporthodus_niveatus-31"
2002,0.528,NA,"Hyporthodus_niveatus-31"
2003,0.552,NA,"Hyporthodus_niveatus-31"
2004,0.544,NA,"Hyporthodus_niveatus-31"
2005,0.507,NA,"Hyporthodus_niveatus-31"
2006,0.441,NA,"Hyporthodus_niveatus-31"
2007,0.381,NA,"Hyporthodus_niveatus-31"
2008,0.382,NA,"Hyporthodus_niveatus-31"
2009,0.425,NA,"Hyporthodus_niveatus-31"
2010,0.45,NA,"Hyporthodus_niveatus-31"
2001,0.256,NA,"Lutjanus_campechanus-31"
2002,0.266,NA,"Lutjanus_campechanus-31"
2003,0.272,NA,"Lutjanus_campechanus-31"
2004,0.283,NA,"Lutjanus_campechanus-31"
2005,0.286,NA,"Lutjanus_campechanus-31"
2006,0.3035,NA,"Lutjanus_campechanus-31"
2007,0.339,NA,"Lutjanus_campechanus-31"
2008,0.3735,NA,"Lutjanus_campechanus-31"
2009,0.4075,NA,"Lutjanus_campechanus-31"
2010,0.4395,NA,"Lutjanus_campechanus-31"
2001,0.941,2,"Mycteroperca_bonaci-31"
2002,1.01,2,"Mycteroperca_bonaci-31"
2003,1.08,2,"Mycteroperca_bonaci-31"
2004,1.15,2,"Mycteroperca_bonaci-31"
2005,1.22,2,"Mycteroperca_bonaci-31"
2006,1.29,2,"Mycteroperca_bonaci-31"
2007,1.35,2,"Mycteroperca_bonaci-31"
2008,1.4,2,"Mycteroperca_bonaci-31"
2009,NA,2,"Mycteroperca_bonaci-31"
2010,NA,2,"Mycteroperca_bonaci-31"
2001,0.349,NA,"Mycteroperca_microlepis-31"
2002,0.31,NA,"Mycteroperca_microlepis-31"
2003,0.317,NA,"Mycteroperca_microlepis-31"
2004,0.349,NA,"Mycteroperca_microlepis-31"
2005,0.337,NA,"Mycteroperca_microlepis-31"
2006,0.164,NA,"Mycteroperca_microlepis-31"
2007,0.148,NA,"Mycteroperca_microlepis-31"
2008,0.143,NA,"Mycteroperca_microlepis-31"
2009,0.142,NA,"Mycteroperca_microlepis-31"
2010,0.243,NA,"Mycteroperca_microlepis-31"
2001,0.297,NA,"Pagrus_pagrus-31"
2002,0.339,NA,"Pagrus_pagrus-31"
2003,0.38,NA,"Pagrus_pagrus-31"
2004,0.423,NA,"Pagrus_pagrus-31"
2005,0.462,NA,"Pagrus_pagrus-31"
2006,0.501,NA,"Pagrus_pagrus-31"
2007,0.517,NA,"Pagrus_pagrus-31"
2008,0.502,NA,"Pagrus_pagrus-31"
2009,0.479,NA,"Pagrus_pagrus-31"
2010,0.472,NA,"Pagrus_pagrus-31"
2001,0.827,3,"Pomatomus_saltatrix-31"
2002,0.818,3,"Pomatomus_saltatrix-31"
2003,0.792,3,"Pomatomus_saltatrix-31"
2004,0.911,3,"Pomatomus_saltatrix-31"
2005,0.947,3,"Pomatomus_saltatrix-31"
2006,0.969,3,"Pomatomus_saltatrix-31"
2007,1.05,3,"Pomatomus_saltatrix-31"
2008,NA,3,"Pomatomus_saltatrix-31"
2009,NA,3,"Pomatomus_saltatrix-31"
2010,NA,3,"Pomatomus_saltatrix-31"
2001,1.31,2,"Rhomboplites_aurorubens-31"
2002,1.26,2,"Rhomboplites_aurorubens-31"
2003,1.14,2,"Rhomboplites_aurorubens-31"
2004,1.09,2,"Rhomboplites_aurorubens-31"
2005,1.01,2,"Rhomboplites_aurorubens-31"
2006,0.952,2,"Rhomboplites_aurorubens-31"
2007,0.899,2,"Rhomboplites_aurorubens-31"
2008,0.801,2,"Rhomboplites_aurorubens-31"
2009,NA,2,"Rhomboplites_aurorubens-31"
2010,NA,2,"Rhomboplites_aurorubens-31"
2001,2.185,NA,"Scomberomorus_cavalla-31"
2002,2.22,NA,"Scomberomorus_cavalla-31"
2003,2.35,NA,"Scomberomorus_cavalla-31"
2004,2.51,NA,"Scomberomorus_cavalla-31"
2005,2.71,NA,"Scomberomorus_cavalla-31"
2006,2.99,NA,"Scomberomorus_cavalla-31"
2007,3.15,NA,"Scomberomorus_cavalla-31"
2008,3.2,NA,"Scomberomorus_cavalla-31"
2009,3.26,NA,"Scomberomorus_cavalla-31"
2010,3.24,NA,"Scomberomorus_cavalla-31"
2001,1.015,NA,"Scomberomorus_maculatus-31"
2002,1.02,NA,"Scomberomorus_maculatus-31"
2003,1.065,NA,"Scomberomorus_maculatus-31"
2004,1.14,NA,"Scomberomorus_maculatus-31"
2005,1.22,NA,"Scomberomorus_maculatus-31"
2006,1.315,NA,"Scomberomorus_maculatus-31"
2007,1.335,NA,"Scomberomorus_maculatus-31"
2008,1.435,NA,"Scomberomorus_maculatus-31"
2009,1.53,NA,"Scomberomorus_maculatus-31"
2010,1.515,NA,"Scomberomorus_maculatus-31"
2001,0.56,3,"Stenotomus_chrysops-31"
2002,0.788,3,"Stenotomus_chrysops-31"
2003,0.831,3,"Stenotomus_chrysops-31"
2004,0.887,3,"Stenotomus_chrysops-31"
2005,1.02,3,"Stenotomus_chrysops-31"
2006,1.15,3,"Stenotomus_chrysops-31"
2007,1.3,3,"Stenotomus_chrysops-31"
2008,NA,3,"Stenotomus_chrysops-31"
2009,NA,3,"Stenotomus_chrysops-31"
2010,NA,3,"Stenotomus_chrysops-31"
2001,3.38,NA,"Hippoglossus_stenolepis-61"
2002,3.03,NA,"Hippoglossus_stenolepis-61"
2003,2.67,NA,"Hippoglossus_stenolepis-61"
2004,2.37,NA,"Hippoglossus_stenolepis-61"
2005,2.09,NA,"Hippoglossus_stenolepis-61"
2006,1.86,NA,"Hippoglossus_stenolepis-61"
2007,1.69,NA,"Hippoglossus_stenolepis-61"
2008,1.57,NA,"Hippoglossus_stenolepis-61"
2009,1.43,NA,"Hippoglossus_stenolepis-61"
2010,1.38,NA,"Hippoglossus_stenolepis-61"
2001,1.2305,NA,"Anoplopoma_fimbria-67"
2002,1.2155,NA,"Anoplopoma_fimbria-67"
2003,1.231,NA,"Anoplopoma_fimbria-67"
2004,1.2515,NA,"Anoplopoma_fimbria-67"
2005,1.278,NA,"Anoplopoma_fimbria-67"
2006,1.295,NA,"Anoplopoma_fimbria-67"
2007,1.295,NA,"Anoplopoma_fimbria-67"
2008,1.265,NA,"Anoplopoma_fimbria-67"
2009,1.215,NA,"Anoplopoma_fimbria-67"
2010,1.145,NA,"Anoplopoma_fimbria-67"
2001,2.27666666666667,3,"Atheresthes_stomias-67"
2002,2.24333333333333,3,"Atheresthes_stomias-67"
2003,2.33333333333333,3,"Atheresthes_stomias-67"
2004,2.53,3,"Atheresthes_stomias-67"
2005,2.73,3,"Atheresthes_stomias-67"
2006,2.93,3,"Atheresthes_stomias-67"
2007,3.11333333333333,3,"Atheresthes_stomias-67"
2008,2.94,3,"Atheresthes_stomias-67"
2009,3.03,3,"Atheresthes_stomias-67"
2010,3.075,3,"Atheresthes_stomias-67"
2001,0.584,NA,"Chionoecetes_bairdi-67"
2002,0.704,NA,"Chionoecetes_bairdi-67"
2003,0.862,NA,"Chionoecetes_bairdi-67"
2004,1.08,NA,"Chionoecetes_bairdi-67"
2005,1.34,NA,"Chionoecetes_bairdi-67"
2006,1.52,NA,"Chionoecetes_bairdi-67"
2007,1.68,NA,"Chionoecetes_bairdi-67"
2008,2.02,NA,"Chionoecetes_bairdi-67"
2009,2.13,NA,"Chionoecetes_bairdi-67"
2010,1.96,NA,"Chionoecetes_bairdi-67"
2001,1.06,NA,"Chionoecetes_opilio-67"
2002,0.997,NA,"Chionoecetes_opilio-67"
