"rgn_id","rgn_nam","year","pressure_score"
1,"Cocos Islands",1990,0.00160983908135178
2,"Christmas Island",1990,0.00369486871477706
3,"Norfolk Island",1990,0.0368163726497573
4,"Macquarie Island",1990,0.00236755817693299
5,"New Caledonia",1990,0.0210915300639657
6,"Vanuatu",1990,0.00386058289513972
7,"Solomon Islands",1990,0.00630788172813835
8,"Palau",1990,0.00271974593409205
9,"Micronesia",1990,0.00619357734224505
10,"Nauru",1990,0.0616101184087144
11,"Marshall Islands",1990,0.0324155596115309
12,"Wake Island",1990,1.57624873123505e-06
13,"Northern Mariana Islands and Guam",1990,0.000215325882092871
14,"Taiwan",1990,0.0025432831014213
15,"Philippines",1990,0.00210481031283245
16,"Australia",1990,0.0170567288192411
17,"Papua New Guinea",1990,0.0095468397035822
18,"Fiji",1990,0.00762890151411947
19,"Tuvalu",1990,0.0134720572910001
20,"South Korea",1990,0.0390090796933568
21,"North Korea",1990,0.0256298420492925
24,"Cambodia",1990,0.00747197796823157
25,"Thailand",1990,0.00708811148338052
26,"Andaman and Nicobar",1990,0.0031118140000331
28,"Comoro Islands",1990,0.0185813265341844
29,"Mayotte",1990,0.00900266095569876
30,"Glorioso Islands",1990,0.0065164808544357
31,"Seychelles",1990,0.0226939930065404
32,"Reunion",1990,0.00590325938471403
33,"Juan de Nova Island",1990,0.0196304315591697
34,"Bassas da India",1990,0.00261799307780935
35,"Ile Europa",1990,0.0097198859439826
36,"Ile Tromelin",1990,0.0103654846223051
37,"Mauritius",1990,0.0082222548854315
38,"British Indian Ocean Territory",1990,0.0359050370873856
39,"Maldives",1990,0.0172293418174451
40,"Sri Lanka",1990,0.0235597059452846
41,"Mozambique",1990,0.0155754285075923
42,"Madagascar",1990,0.00865445930912799
43,"Kenya",1990,0.0533488943459979
44,"Somalia",1990,0.0434317129681216
45,"Eritrea",1990,0.00823324965624629
46,"Djibouti",1990,0.00425691127835926
47,"Yemen",1990,0.03898507519577
48,"Oman",1990,0.0119890630479397
49,"Sudan",1990,0.00137505400938528
50,"Saudi Arabia",1990,0.00879542924049896
51,"Kuwait",1990,0.00219599770745
52,"Bahrain",1990,0.00116718010844887
53,"Pakistan",1990,0.0219471167475949
54,"United Arab Emirates",1990,0.00126704207615333
55,"Azores",1990,0.0161869339934609
56,"Cape Verde",1990,0.0186188335111227
57,"Madeira",1990,0.000994353764173289
58,"Canary Islands",1990,0.0121647788093045
59,"Belgium",1990,0.122940888769827
60,"Gibraltar",1990,0.0191011122492708
61,"Tunisia",1990,0.118981246744785
62,"Morocco",1990,0.0132014365805206
63,"Western Sahara",1990,0.0212842923308198
64,"Mauritania",1990,0.0234038370100998
65,"Gambia",1990,0.0393921226811556
66,"Senegal",1990,0.0359104143507556
67,"Libya",1990,0.0503442964439581
68,"Malta",1990,0.11631171999262
69,"Latvia",1990,0.117199380433623
70,"Estonia",1990,0.0826935852120647
71,"Bulgaria",1990,0.0293923129852226
72,"Romania",1990,0.0195289171581997
73,"Russia",1990,0.0351474845803955
74,"Georgia",1990,0.00471779346531754
75,"Ukraine",1990,0.0116323283440226
76,"Turkey",1990,0.0162087866980224
77,"Syria",1990,0.00827134553183261
78,"Lebanon",1990,0.00608847626577504
79,"Israel",1990,0.00370314861335568
80,"Greece",1990,0.0155615684355867
81,"Cyprus",1990,0.00858996142929951
82,"Albania",1990,0.0065959845736601
84,"Algeria",1990,0.0635537625774166
85,"Ascension",1990,2.88954607389241e-06
86,"Saint Helena",1990,0.00493966458525262
88,"Tristan da Cunha",1990,0.0735747527332224
89,"South Georgia and the South Sandwich Islands",1990,0.0283967204921899
90,"Prince Edward Islands",1990,0.0159978137750403
91,"Crozet Islands",1990,0.0142094817169045
92,"Amsterdam Island and Saint Paul Island",1990,0.00789326048714964
93,"Kerguelen Islands",1990,0.00658994900584209
94,"Heard and McDonald Islands",1990,0.00347326758945278
95,"Falkland Islands",1990,0.00361882323778909
96,"Sierra Leone",1990,0.011693913947542
