"yr","r0","r1","r2","id","w","v","r2_v","r1_v","r0_v","r2_w_avg","r1_w_avg","r0_w_avg","r2_n","r1_n","r0_n","r2_n_notna","r1_n_notna","r0_n_notna","z_level","z_ids","z_w_avg","z_n","z_n_pct","z_g_score","z"
1996,6,6,6,6,1,0.513106772063245,0.513106772063245,0.513106772063245,0.513106772063245,1,1,1,1,1,1,1,1,1,"v","6",1,1,1,0,0.513106772063245
1996,7,7,7,7,1,0.491924724590782,0.491924724590782,0.491924724590782,0.491924724590782,1,1,1,1,1,1,1,1,1,"v","7",1,1,1,0,0.491924724590782
1996,8,8,8,8,1,0.536852974541792,0.536852974541792,0.536852974541792,0.536852974541792,1,1,1,1,1,1,1,1,1,"v","8",1,1,1,0,0.536852974541792
1996,9,9,9,9,1,0.552053518929792,0.552053518929792,0.552053518929792,0.552053518929792,1,1,1,1,1,1,1,1,1,"v","9",1,1,1,0,0.552053518929792
1996,10,10,10,10,1,0.537710408995674,0.537710408995674,0.537710408995674,0.537710408995674,1,1,1,1,1,1,1,1,1,"v","10",1,1,1,0,0.537710408995674
1996,11,11,11,11,1,0.488325596080544,0.488325596080544,0.488325596080544,0.488325596080544,1,1,1,1,1,1,1,1,1,"v","11",1,1,1,0,0.488325596080544
1996,14,14,14,14,1,0.659011435743703,0.659011435743703,0.659011435743703,0.659011435743703,1,1,1,1,1,1,1,1,1,"v","14",1,1,1,0,0.659011435743703
1996,15,15,15,15,1,0.487532768994215,0.487532768994215,0.487532768994215,0.487532768994215,1,1,1,1,1,1,1,1,1,"v","15",1,1,1,0,0.487532768994215
1996,16,16,16,16,1,0.808069316806572,0.808069316806572,0.808069316806572,0.808069316806572,1,1,1,6,6,6,1,1,1,"v","16",1,1,1,0,0.808069316806572
1996,17,17,17,17,1,0.41431525385983,0.41431525385983,0.41431525385983,0.41431525385983,1,1,1,1,1,1,1,1,1,"v","17",1,1,1,0,0.41431525385983
1996,18,18,18,18,1,0.543179850481029,0.543179850481029,0.543179850481029,0.543179850481029,1,1,1,1,1,1,1,1,1,"v","18",1,1,1,0,0.543179850481029
1996,19,19,19,19,1,0.570570828853852,0.570570828853852,0.570570828853852,0.570570828853852,1,1,1,1,1,1,1,1,1,"v","19",1,1,1,0,0.570570828853852
1996,20,20,20,20,1,0.609028743670648,0.609028743670648,0.609028743670648,0.609028743670648,1,1,1,1,1,1,1,1,1,"v","20",1,1,1,0,0.609028743670648
1996,21,21,21,21,1,0.187476663867377,0.187476663867377,0.187476663867377,0.187476663867377,1,1,1,1,1,1,1,1,1,"v","21",1,1,1,0,0.187476663867377
1996,24,24,24,24,1,0.332048732979212,0.332048732979212,0.332048732979212,0.332048732979212,1,1,1,1,1,1,1,1,1,"v","24",1,1,1,0,0.332048732979212
1996,25,25,25,25,1,0.552422790411767,0.552422790411767,0.552422790411767,0.552422790411767,1,1,1,1,1,1,1,1,1,"v","25",1,1,1,0,0.552422790411767
1996,28,28,28,28,1,0.330593133511906,0.330593133511906,0.330593133511906,0.330593133511906,1,1,1,1,1,1,1,1,1,"v","28",1,1,1,0,0.330593133511906
1996,31,31,31,31,1,0.625607709858147,0.625607709858147,0.625607709858147,0.625607709858147,1,1,1,1,1,1,1,1,1,"v","31",1,1,1,0,0.625607709858147
1996,37,37,37,37,1,0.618916823115036,0.618916823115036,0.618916823115036,0.618916823115036,1,1,1,1,1,1,1,1,1,"v","37",1,1,1,0,0.618916823115036
1996,39,39,39,39,1,0.61143970673221,0.61143970673221,0.61143970673221,0.61143970673221,1,1,1,1,1,1,1,1,1,"v","39",1,1,1,0,0.61143970673221
1996,40,40,40,40,1,0.42370381313855,0.42370381313855,0.42370381313855,0.42370381313855,1,1,1,1,1,1,1,1,1,"v","40",1,1,1,0,0.42370381313855
1996,41,41,41,41,1,0.421804760418262,0.421804760418262,0.421804760418262,0.421804760418262,1,1,1,1,1,1,1,1,1,"v","41",1,1,1,0,0.421804760418262
1996,42,42,42,42,1,0.430012582383108,0.430012582383108,0.430012582383108,0.430012582383108,1,1,1,1,1,1,1,1,1,"v","42",1,1,1,0,0.430012582383108
1996,43,43,43,43,1,0.360438777373425,0.360438777373425,0.360438777373425,0.360438777373425,1,1,1,1,1,1,1,1,1,"v","43",1,1,1,0,0.360438777373425
1996,44,44,44,44,1,0.0555302651145277,0.0555302651145277,0.0555302651145277,0.0555302651145277,1,1,1,1,1,1,1,1,1,"v","44",1,1,1,0,0.0555302651145277
1996,45,45,45,45,1,0.344453729987558,0.344453729987558,0.344453729987558,0.344453729987558,1,1,1,1,1,1,1,1,1,"v","45",1,1,1,0,0.344453729987558
1996,46,46,46,46,1,0.344966659529855,0.344966659529855,0.344966659529855,0.344966659529855,1,1,1,1,1,1,1,1,1,"v","46",1,1,1,0,0.344966659529855
1996,47,47,47,47,1,0.339877522304817,0.339877522304817,0.339877522304817,0.339877522304817,1,1,1,1,1,1,1,1,1,"v","47",1,1,1,0,0.339877522304817
1996,48,48,48,48,1,0.550060461953968,0.550060461953968,0.550060461953968,0.550060461953968,1,1,1,1,1,1,1,1,1,"v","48",1,1,1,0,0.550060461953968
1996,49,49,49,49,1,0.173887318411997,0.173887318411997,0.173887318411997,0.173887318411997,1,1,1,1,1,1,1,1,1,"v","49",1,1,1,0,0.173887318411997
1996,50,50,50,50,1,0.417470921193441,0.417470921193441,0.417470921193441,0.417470921193441,1,1,1,1,1,1,1,1,1,"v","50",1,1,1,0,0.417470921193441
1996,51,51,51,51,1,0.548143585783409,0.548143585783409,0.548143585783409,0.548143585783409,1,1,1,1,1,1,1,1,1,"v","51",1,1,1,0,0.548143585783409
1996,52,52,52,52,1,0.507230184604058,0.507230184604058,0.507230184604058,0.507230184604058,1,1,1,1,1,1,1,1,1,"v","52",1,1,1,0,0.507230184604058
1996,53,53,53,53,1,0.342219581050207,0.342219581050207,0.342219581050207,0.342219581050207,1,1,1,1,1,1,1,1,1,"v","53",1,1,1,0,0.342219581050207
1996,54,54,54,54,1,0.579883250534607,0.579883250534607,0.579883250534607,0.579883250534607,1,1,1,1,1,1,1,1,1,"v","54",1,1,1,0,0.579883250534607
1996,56,56,56,56,1,0.588194074773644,0.588194074773644,0.588194074773644,0.588194074773644,1,1,1,1,1,1,1,1,1,"v","56",1,1,1,0,0.588194074773644
1996,59,59,59,59,1,0.776837245269852,0.776837245269852,0.776837245269852,0.776837245269852,1,1,1,1,1,1,1,1,1,"v","59",1,1,1,0,0.776837245269852
1996,61,61,61,61,1,0.49020277298541,0.49020277298541,0.49020277298541,0.49020277298541,1,1,1,1,1,1,1,1,1,"v","61",1,1,1,0,0.49020277298541
1996,62,62,62,62,1,0.490234227689703,0.490234227689703,0.490234227689703,0.490234227689703,1,1,1,2,2,2,1,1,1,"v","62",1,1,1,0,0.490234227689703
1996,64,64,64,64,1,0.454388316399862,0.454388316399862,0.454388316399862,0.454388316399862,1,1,1,1,1,1,1,1,1,"v","64",1,1,1,0,0.454388316399862
1996,65,65,65,65,1,0.408348790077671,0.408348790077671,0.408348790077671,0.408348790077671,1,1,1,1,1,1,1,1,1,"v","65",1,1,1,0,0.408348790077671
1996,66,66,66,66,1,0.454943590336168,0.454943590336168,0.454943590336168,0.454943590336168,1,1,1,1,1,1,1,1,1,"v","66",1,1,1,0,0.454943590336168
1996,67,67,67,67,1,0.26719128489792,0.26719128489792,0.26719128489792,0.26719128489792,1,1,1,1,1,1,1,1,1,"v","67",1,1,1,0,0.26719128489792
1996,68,68,68,68,1,0.697143018601553,0.697143018601553,0.697143018601553,0.697143018601553,1,1,1,1,1,1,1,1,1,"v","68",1,1,1,0,0.697143018601553
1996,69,69,69,69,1,0.548991464197449,0.548991464197449,0.548991464197449,0.548991464197449,1,1,1,1,1,1,1,1,1,"v","69",1,1,1,0,0.548991464197449
1996,70,70,70,70,1,0.629939219697432,0.629939219697432,0.629939219697432,0.629939219697432,1,1,1,1,1,1,1,1,1,"v","70",1,1,1,0,0.629939219697432
1996,71,71,71,71,1,0.450359540353927,0.450359540353927,0.450359540353927,0.450359540353927,1,1,1,1,1,1,1,1,1,"v","71",1,1,1,0,0.450359540353927
1996,72,72,72,72,1,0.502061111138812,0.502061111138812,0.502061111138812,0.502061111138812,1,1,1,1,1,1,1,1,1,"v","72",1,1,1,0,0.502061111138812
1996,73,73,73,73,1,0.359407199791984,0.359407199791984,0.359407199791984,0.359407199791984,1,1,1,1,1,1,1,1,1,"v","73",1,1,1,0,0.359407199791984
1996,74,74,74,74,1,0.280184919301203,0.280184919301203,0.280184919301203,0.280184919301203,1,1,1,1,1,1,1,1,1,"v","74",1,1,1,0,0.280184919301203
1996,75,75,75,75,1,0.374818952015938,0.374818952015938,0.374818952015938,0.374818952015938,1,1,1,1,1,1,1,1,1,"v","75",1,1,1,0,0.374818952015938
1996,76,76,76,76,1,0.44513640482412,0.44513640482412,0.44513640482412,0.44513640482412,1,1,1,1,1,1,1,1,1,"v","76",1,1,1,0,0.44513640482412
1996,77,77,77,77,1,0.341898406536473,0.341898406536473,0.341898406536473,0.341898406536473,1,1,1,1,1,1,1,1,1,"v","77",1,1,1,0,0.341898406536473
1996,78,78,78,78,1,0.424436642846294,0.424436642846294,0.424436642846294,0.424436642846294,1,1,1,1,1,1,1,1,1,"v","78",1,1,1,0,0.424436642846294
1996,79,79,79,79,1,0.640650820512233,0.640650820512233,0.640650820512233,0.640650820512233,1,1,1,1,1,1,1,1,1,"v","79",1,1,1,0,0.640650820512233
1996,80,80,80,80,1,0.640142503017752,0.640142503017752,0.640142503017752,0.640142503017752,1,1,1,1,1,1,1,1,1,"v","80",1,1,1,0,0.640142503017752
1996,81,81,81,81,1,0.71465973753123,0.71465973753123,0.71465973753123,0.71465973753123,1,1,1,1,1,1,1,1,1,"v","81",1,1,1,0,0.71465973753123
1996,82,82,82,82,1,0.352232076656779,0.352232076656779,0.352232076656779,0.352232076656779,1,1,1,1,1,1,1,1,1,"v","82",1,1,1,0,0.352232076656779
1996,84,84,84,84,1,0.28265838445903,0.28265838445903,0.28265838445903,0.28265838445903,1,1,1,1,1,1,1,1,1,"v","84",1,1,1,0,0.28265838445903
1996,96,96,96,96,1,0.238550996181623,0.238550996181623,0.238550996181623,0.238550996181623,1,1,1,1,1,1,1,1,1,"v","96",1,1,1,0,0.238550996181623
1996,97,97,97,97,1,0.104116912288751,0.104116912288751,0.104116912288751,0.104116912288751,1,1,1,1,1,1,1,1,1,"v","97",1,1,1,0,0.104116912288751
1996,98,98,98,98,1,0.356827631864272,0.356827631864272,0.356827631864272,0.356827631864272,1,1,1,1,1,1,1,1,1,"v","98",1,1,1,0,0.356827631864272
1996,99,99,99,99,1,0.478391350219415,0.478391350219415,0.478391350219415,0.478391350219415,1,1,1,1,1,1,1,1,1,"v","99",1,1,1,0,0.478391350219415
1996,100,100,100,100,1,0.255076144874633,0.255076144874633,0.255076144874633,0.255076144874633,1,1,1,1,1,1,1,1,1,"v","100",1,1,1,0,0.255076144874633
1996,101,101,101,101,1,0.60198035895253,0.60198035895253,0.60198035895253,0.60198035895253,1,1,1,1,1,1,1,1,1,"v","101",1,1,1,0,0.60198035895253
1996,102,102,102,102,1,0.579602005470502,0.579602005470502,0.579602005470502,0.579602005470502,1,1,1,2,2,2,1,1,1,"v","102",1,1,1,0,0.579602005470502
