"yr","r0","r1","r2","id","w","v","r2_v","r1_v","r0_v","r2_w_avg","r1_w_avg","r0_w_avg","r2_n","r1_n","r0_n","r2_n_notna","r1_n_notna","r0_n_notna","z_level","z_ids","z_w_avg","z_n","z_n_pct","z_g_score","z"
1996,103,103,103,103,1,0.50484012564699,0.50484012564699,0.50484012564699,0.50484012564699,1,1,1,1,1,1,1,1,1,"v","103",1,1,1,0,0.50484012564699
1996,104,104,104,104,1,0.272222868863814,0.272222868863814,0.272222868863814,0.272222868863814,1,1,1,1,1,1,1,1,1,"v","104",1,1,1,0,0.272222868863814
1996,106,106,106,106,1,0.442507278863497,0.442507278863497,0.442507278863497,0.442507278863497,1,1,1,1,1,1,1,1,1,"v","106",1,1,1,0,0.442507278863497
1996,110,110,110,110,1,0.719723185200546,0.719723185200546,0.719723185200546,0.719723185200546,1,1,1,1,1,1,1,1,1,"v","110",1,1,1,0,0.719723185200546
1996,112,112,112,112,1,0.369572940642404,0.369572940642404,0.369572940642404,0.369572940642404,1,1,1,1,1,1,1,1,1,"v","112",1,1,1,0,0.369572940642404
1996,114,114,114,114,1,0.274438773284053,0.274438773284053,0.274438773284053,0.274438773284053,1,1,1,1,1,1,1,1,1,"v","114",1,1,1,0,0.274438773284053
1996,115,115,115,115,1,0.454665010312885,0.454665010312885,0.454665010312885,0.454665010312885,1,1,1,1,1,1,1,1,1,"v","115",1,1,1,0,0.454665010312885
1996,119,119,119,119,1,0.649732336420882,0.649732336420882,0.649732336420882,0.649732336420882,1,1,1,1,1,1,1,1,1,"v","119",1,1,1,0,0.649732336420882
1996,120,120,120,120,1,0.64172445616854,0.64172445616854,0.64172445616854,0.64172445616854,1,1,1,1,1,1,1,1,1,"v","120",1,1,1,0,0.64172445616854
1996,122,122,122,122,1,0.652415109349698,0.652415109349698,0.652415109349698,0.652415109349698,1,1,1,1,1,1,1,1,1,"v","122",1,1,1,0,0.652415109349698
1996,123,123,123,123,1,0.666056871516271,0.666056871516271,0.666056871516271,0.666056871516271,1,1,1,1,1,1,1,1,1,"v","123",1,1,1,0,0.666056871516271
1996,124,124,124,124,1,0.74881657195294,0.74881657195294,0.74881657195294,0.74881657195294,1,1,1,1,1,1,1,1,1,"v","124",1,1,1,0,0.74881657195294
1996,125,125,125,125,1,0.625925954612931,0.625925954612931,0.625925954612931,0.625925954612931,1,1,1,1,1,1,1,1,1,"v","125",1,1,1,0,0.625925954612931
1996,126,126,126,126,1,0.59463177725486,0.59463177725486,0.59463177725486,0.59463177725486,1,1,1,1,1,1,1,1,1,"v","126",1,1,1,0,0.59463177725486
1996,127,127,127,127,1,0.646316158112791,0.646316158112791,0.646316158112791,0.646316158112791,1,1,1,1,1,1,1,1,1,"v","127",1,1,1,0,0.646316158112791
1996,129,129,129,129,1,0.500890423420557,0.500890423420557,0.500890423420557,0.500890423420557,1,1,1,1,1,1,1,1,1,"v","129",1,1,1,0,0.500890423420557
1996,130,130,130,130,1,0.626096757600944,0.626096757600944,0.626096757600944,0.626096757600944,1,1,1,1,1,1,1,1,1,"v","130",1,1,1,0,0.626096757600944
1996,131,131,131,131,1,0.402910762971214,0.402910762971214,0.402910762971214,0.402910762971214,1,1,1,1,1,1,1,1,1,"v","131",1,1,1,0,0.402910762971214
1996,132,132,132,132,1,0.374959874747865,0.374959874747865,0.374959874747865,0.374959874747865,1,1,1,1,1,1,1,1,1,"v","132",1,1,1,0,0.374959874747865
1996,133,133,133,133,1,0.356216941634947,0.356216941634947,0.356216941634947,0.356216941634947,1,1,1,1,1,1,1,1,1,"v","133",1,1,1,0,0.356216941634947
1996,134,134,134,134,1,0.399996662450626,0.399996662450626,0.399996662450626,0.399996662450626,1,1,1,1,1,1,1,1,1,"v","134",1,1,1,0,0.399996662450626
1996,135,135,135,135,1,0.440367836410161,0.440367836410161,0.440367836410161,0.440367836410161,1,1,1,1,1,1,1,1,1,"v","135",1,1,1,0,0.440367836410161
1996,136,136,136,136,1,0.364734335100048,0.364734335100048,0.364734335100048,0.364734335100048,1,1,1,1,1,1,1,1,1,"v","136",1,1,1,0,0.364734335100048
1996,137,137,137,137,1,0.392610273037512,0.392610273037512,0.392610273037512,0.392610273037512,1,1,1,1,1,1,1,1,1,"v","137",1,1,1,0,0.392610273037512
1996,138,138,138,138,1,0.440594904927735,0.440594904927735,0.440594904927735,0.440594904927735,1,1,1,1,1,1,1,1,1,"v","138",1,1,1,0,0.440594904927735
1996,139,139,139,139,1,0.381386451562064,0.381386451562064,0.381386451562064,0.381386451562064,1,1,1,1,1,1,1,1,1,"v","139",1,1,1,0,0.381386451562064
1996,143,143,143,143,1,0.795748909026751,0.795748909026751,0.795748909026751,0.795748909026751,1,1,1,1,1,1,1,1,1,"v","143",1,1,1,0,0.795748909026751
1996,152,152,152,152,1,0.608780603459253,0.608780603459253,0.608780603459253,0.608780603459253,1,1,1,1,1,1,1,1,1,"v","152",1,1,1,0,0.608780603459253
1996,155,155,155,155,1,0.493981280964838,0.493981280964838,0.493981280964838,0.493981280964838,1,1,1,1,1,1,1,1,1,"v","155",1,1,1,0,0.493981280964838
1996,162,162,162,153,0,0.536349376429167,0.863872097219828,0.863872097219828,0.863872097219828,0.333333333333333,0.333333333333333,0.333333333333333,4,4,4,3,3,3,"v","153",0,1,1,0,0.536349376429167
1996,162,162,162,154,0,0.429112452848519,0.863872097219828,0.863872097219828,0.863872097219828,0.333333333333333,0.333333333333333,0.333333333333333,4,4,4,3,3,3,"v","154",0,1,1,0,0.429112452848519
1996,162,162,162,162,1,0.863872097219828,0.863872097219828,0.863872097219828,0.863872097219828,0.333333333333333,0.333333333333333,0.333333333333333,4,4,4,3,3,3,"v","162",1,1,1,0,0.863872097219828
1996,163,163,163,13,0,0.636021868984993,0.785207607877709,0.785207607877709,0.785207607877709,0.25,0.25,0.25,9,9,9,4,4,4,"v","13",0,1,1,0,0.636021868984993
1996,163,163,163,116,0,0.667968993621473,0.785207607877709,0.785207607877709,0.785207607877709,0.25,0.25,0.25,9,9,9,4,4,4,"v","116",0,1,1,0,0.667968993621473
1996,163,163,163,151,0,0.636526030283162,0.785207607877709,0.785207607877709,0.785207607877709,0.25,0.25,0.25,9,9,9,4,4,4,"v","151",0,1,1,0,0.636526030283162
1996,163,163,163,163,1,0.785207607877709,0.785207607877709,0.785207607877709,0.785207607877709,0.25,0.25,0.25,9,9,9,4,4,4,"v","163",1,1,1,0,0.785207607877709
1996,164,164,164,164,1,0.559425833026957,0.559425833026957,0.559425833026957,0.559425833026957,1,1,1,1,1,1,1,1,1,"v","164",1,1,1,0,0.559425833026957
1996,166,166,166,166,1,0.511632500788583,0.511632500788583,0.511632500788583,0.511632500788583,1,1,1,1,1,1,1,1,1,"v","166",1,1,1,0,0.511632500788583
1996,167,167,167,167,1,0.45005326268609,0.45005326268609,0.45005326268609,0.45005326268609,1,1,1,1,1,1,1,1,1,"v","167",1,1,1,0,0.45005326268609
1996,168,168,168,168,1,0.436727192154032,0.436727192154032,0.436727192154032,0.436727192154032,1,1,1,1,1,1,1,1,1,"v","168",1,1,1,0,0.436727192154032
1996,171,171,171,171,1,0.490224550960677,0.490224550960677,0.490224550960677,0.490224550960677,1,1,1,1,1,1,1,1,1,"v","171",1,1,1,0,0.490224550960677
1996,172,172,172,172,1,0.534440526377956,0.534440526377956,0.534440526377956,0.534440526377956,1,1,1,1,1,1,1,1,1,"v","172",1,1,1,0,0.534440526377956
1996,173,173,173,173,1,0.626366980412247,0.626366980412247,0.626366980412247,0.626366980412247,1,1,1,1,1,1,1,1,1,"v","173",1,1,1,0,0.626366980412247
1996,174,174,174,174,1,0.848725031243594,0.848725031243594,0.848725031243594,0.848725031243594,1,1,1,1,1,1,1,1,1,"v","174",1,1,1,0,0.848725031243594
1996,175,175,175,145,0,0.775539941970859,0.859864974727351,0.859864974727351,0.859864974727351,0.5,0.5,0.5,3,3,3,2,2,2,"v","145",0,1,1,0,0.775539941970859
1996,175,175,175,175,1,0.859864974727351,0.859864974727351,0.859864974727351,0.859864974727351,0.5,0.5,0.5,3,3,3,2,2,2,"v","175",1,1,1,0,0.859864974727351
1996,176,176,176,176,1,0.810721299522736,0.810721299522736,0.810721299522736,0.810721299522736,1,1,1,1,1,1,1,1,1,"v","176",1,1,1,0,0.810721299522736
1996,177,177,177,177,1,0.857833818379624,0.857833818379624,0.857833818379624,0.857833818379624,0.142857142857143,0.142857142857143,0.142857142857143,7,7,7,7,7,7,"v","177",1,1,1,0,0.857833818379624
1996,177,177,177,220,0,0.666314798759909,0.857833818379624,0.857833818379624,0.857833818379624,0.142857142857143,0.142857142857143,0.142857142857143,7,7,7,7,7,7,"v","220",0,1,1,0,0.666314798759909
1996,177,177,177,244,0,0.666314798759909,0.857833818379624,0.857833818379624,0.857833818379624,0.142857142857143,0.142857142857143,0.142857142857143,7,7,7,7,7,7,"v","244",0,1,1,0,0.666314798759909
1996,177,177,177,245,0,0.666314798759909,0.857833818379624,0.857833818379624,0.857833818379624,0.142857142857143,0.142857142857143,0.142857142857143,7,7,7,7,7,7,"v","245",0,1,1,0,0.666314798759909
1996,177,177,177,248,0,0.666314798759909,0.857833818379624,0.857833818379624,0.857833818379624,0.142857142857143,0.142857142857143,0.142857142857143,7,7,7,7,7,7,"v","248",0,1,1,0,0.666314798759909
1996,177,177,177,249,0,0.666314798759909,0.857833818379624,0.857833818379624,0.857833818379624,0.142857142857143,0.142857142857143,0.142857142857143,7,7,7,7,7,7,"v","249",0,1,1,0,0.666314798759909
1996,177,177,177,250,0,0.735320185330456,0.857833818379624,0.857833818379624,0.857833818379624,0.142857142857143,0.142857142857143,0.142857142857143,7,7,7,7,7,7,"v","250",0,1,1,0,0.735320185330456
1996,178,178,178,178,1,0.64575334648398,0.64575334648398,0.64575334648398,0.64575334648398,1,1,1,1,1,1,1,1,1,"v","178",1,1,1,0,0.64575334648398
1996,179,179,179,32,0,0.690167128156479,0.739307872196934,0.739307872196934,0.739307872196934,0.25,0.25,0.25,19,19,19,4,4,4,"v","32",0,1,1,0,0.690167128156479
1996,179,179,179,140,0,0.662197418867914,0.739307872196934,0.739307872196934,0.739307872196934,0.25,0.25,0.25,19,19,19,4,4,4,"v","140",0,1,1,0,0.662197418867914
1996,179,179,179,169,0,0.638458763966273,0.739307872196934,0.739307872196934,0.739307872196934,0.25,0.25,0.25,19,19,19,4,4,4,"v","169",0,1,1,0,0.638458763966273
1996,179,179,179,179,1,0.739307872196934,0.739307872196934,0.739307872196934,0.739307872196934,0.25,0.25,0.25,19,19,19,4,4,4,"v","179",1,1,1,0,0.739307872196934
1996,180,180,180,108,0,0.732491316825989,0.827486382115483,0.827486382115483,0.827486382115483,0.25,0.25,0.25,17,17,17,4,4,4,"v","108",0,1,1,0,0.732491316825989
1996,180,180,180,113,0,0.766325466740129,0.827486382115483,0.827486382115483,0.827486382115483,0.25,0.25,0.25,17,17,17,4,4,4,"v","113",0,1,1,0,0.766325466740129
1996,180,180,180,118,0,0.757998067045821,0.827486382115483,0.827486382115483,0.827486382115483,0.25,0.25,0.25,17,17,17,4,4,4,"v","118",0,1,1,0,0.757998067045821
1996,180,180,180,180,1,0.827486382115483,0.827486382115483,0.827486382115483,0.827486382115483,0.25,0.25,0.25,17,17,17,4,4,4,"v","180",1,1,1,0,0.827486382115483
1996,181,181,181,181,1,0.807618462907258,0.807618462907258,0.807618462907258,0.807618462907258,1,1,1,1,1,1,1,1,1,"v","181",1,1,1,0,0.807618462907258
1996,182,182,182,182,1,0.723138868002019,0.723138868002019,0.723138868002019,0.723138868002019,1,1,1,2,2,2,1,1,1,"v","182",1,1,1,0,0.723138868002019
1996,183,183,183,183,1,0.765134994440163,0.765134994440163,0.765134994440163,0.765134994440163,1,1,1,3,3,3,1,1,1,"v","183",1,1,1,0,0.765134994440163
1996,184,184,184,184,1,0.671876703939265,0.671876703939265,0.671876703939265,0.671876703939265,1,1,1,1,1,1,1,1,1,"v","184",1,1,1,0,0.671876703939265
1996,185,185,185,185,1,0.694917836667521,0.694917836667521,0.694917836667521,0.694917836667521,1,1,1,1,1,1,1,1,1,"v","185",1,1,1,0,0.694917836667521
1996,186,186,186,186,1,0.504791165914981,0.504791165914981,0.504791165914981,0.504791165914981,1,1,1,1,1,1,1,1,1,"v","186",1,1,1,0,0.504791165914981
1996,187,187,187,187,1,0.437980759676704,0.437980759676704,0.437980759676704,0.437980759676704,1,1,1,1,1,1,1,1,1,"v","187",1,1,1,0,0.437980759676704
1996,188,188,188,188,1,0.726884252526047,0.726884252526047,0.726884252526047,0.726884252526047,1,1,1,1,1,1,1,1,1,"v","188",1,1,1,0,0.726884252526047
1996,189,189,189,189,1,0.603873076509583,0.603873076509583,0.603873076509583,0.603873076509583,1,1,1,1,1,1,1,1,1,"v","189",1,1,1,0,0.603873076509583
1996,190,190,190,190,1,0.502052699311775,0.502052699311775,0.502052699311775,0.502052699311775,1,1,1,1,1,1,1,1,1,"v","190",1,1,1,0,0.502052699311775
1996,191,191,191,191,1,0.336881601310306,0.336881601310306,0.336881601310306,0.336881601310306,1,1,1,1,1,1,1,1,1,"v","191",1,1,1,0,0.336881601310306
1996,192,192,192,192,1,0.139045074296064,0.139045074296064,0.139045074296064,0.139045074296064,1,1,1,1,1,1,1,1,1,"v","192",1,1,1,0,0.139045074296064
1996,193,193,193,193,1,0.223986406818837,0.223986406818837,0.223986406818837,0.223986406818837,1,1,1,1,1,1,1,1,1,"v","193",1,1,1,0,0.223986406818837
1996,194,194,194,194,1,0.283560374042921,0.283560374042921,0.283560374042921,0.283560374042921,1,1,1,1,1,1,1,1,1,"v","194",1,1,1,0,0.283560374042921
1996,195,195,195,195,1,0.440286302951229,0.440286302951229,0.440286302951229,0.440286302951229,1,1,1,1,1,1,1,1,1,"v","195",1,1,1,0,0.440286302951229
1996,196,196,196,196,1,0.265124373094444,0.265124373094444,0.265124373094444,0.265124373094444,1,1,1,1,1,1,1,1,1,"v","196",1,1,1,0,0.265124373094444
1996,197,197,197,197,1,0.273164782859599,0.273164782859599,0.273164782859599,0.273164782859599,1,1,1,1,1,1,1,1,1,"v","197",1,1,1,0,0.273164782859599
1996,198,198,198,198,1,0.424453731555012,0.424453731555012,0.424453731555012,0.424453731555012,1,1,1,1,1,1,1,1,1,"v","198",1,1,1,0,0.424453731555012
1996,199,199,199,199,1,0.099268310337838,0.099268310337838,0.099268310337838,0.099268310337838,1,1,1,1,1,1,1,1,1,"v","199",1,1,1,0,0.099268310337838
1996,200,200,200,200,1,0.20569441682979,0.20569441682979,0.20569441682979,0.20569441682979,1,1,1,1,1,1,1,1,1,"v","200",1,1,1,0,0.20569441682979
1996,202,202,202,202,1,0.370273684960751,0.370273684960751,0.370273684960751,0.370273684960751,1,1,1,1,1,1,1,1,1,"v","202",1,1,1,0,0.370273684960751
1996,203,203,203,203,1,0.460846854468425,0.460846854468425,0.460846854468425,0.460846854468425,1,1,1,2,2,2,1,1,1,"v","203",1,1,1,0,0.460846854468425
1996,204,204,204,204,1,0.359326010701509,0.359326010701509,0.359326010701509,0.359326010701509,1,1,1,1,1,1,1,1,1,"v","204",1,1,1,0,0.359326010701509
1996,205,205,205,205,1,0.192984944509314,0.192984944509314,0.192984944509314,0.192984944509314,1,1,1,1,1,1,1,1,1,"v","205",1,1,1,0,0.192984944509314
1996,206,206,206,206,1,0.598905276452109,0.598905276452109,0.598905276452109,0.598905276452109,1,1,1,1,1,1,1,1,1,"v","206",1,1,1,0,0.598905276452109
1996,207,207,207,207,1,0.416771363061869,0.416771363061869,0.416771363061869,0.416771363061869,1,1,1,1,1,1,1,1,1,"v","207",1,1,1,0,0.416771363061869
1996,208,208,208,208,1,0.802166084655331,0.802166084655331,0.802166084655331,0.802166084655331,1,1,1,1,1,1,1,1,1,"v","208",1,1,1,0,0.802166084655331
1996,209,209,209,209,1,0.417351779973502,0.417351779973502,0.417351779973502,0.417351779973502,1,1,1,1,1,1,1,1,1,"v","209",1,1,1,0,0.417351779973502
1996,210,210,210,210,1,0.705683968593571,0.705683968593571,0.705683968593571,0.705683968593571,1,1,1,1,1,1,1,1,1,"v","210",1,1,1,0,0.705683968593571
1996,212,212,212,212,1,0.55029621739099,0.55029621739099,0.55029621739099,0.55029621739099,1,1,1,3,3,3,1,1,1,"v","212",1,1,1,0,0.55029621739099
1996,214,214,214,214,1,0.448236761351526,0.448236761351526,0.448236761351526,0.448236761351526,1,1,1,1,1,1,1,1,1,"v","214",1,1,1,0,0.448236761351526
